"Time","smpmM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smpm3.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smpmM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","vfController3.x","smpm3.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smpmM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smpmM.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smpm3.is[1]","smpm3.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","loadInertiaM.phi","vfController.x","smpmM.is[2]","smpm3.is[2]","smpm3.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smpmM.is[3]","smpmM.is[1]","loadInertia3.w","loadInertiaM.w","smpmM.is[4]","loadInertia3.phi"
1.2034,-0.39263213,0.002674151,0.002674151,220.97963,-0.39263213,0.22079088,-0.46433243,-37.985165,-0.46433243,109.70214,220.97963,5.0247583,37.307026,0.22079088,25.89657,-22.791098,155.91412,155.91412,10.980202,109.70214
1.2035,-0.39936417,0.0026641178,0.0026641178,221.01105,-0.39936417,0.20835495,-0.46433127,-38.545143,-0.46433127,109.71773,221.01105,4.340168,36.70562,0.20835495,25.809458,-23.127087,155.88283,155.88283,11.610954,109.71773
1.2036,-0.40570202,0.0026534495,0.0026534495,221.04247,-0.40570202,0.19571428,-0.46433008,-39.077366,-0.46433008,109.73331,221.04247,3.6547656,36.081284,0.19571428,25.705189,-23.446419,155.85158,155.85158,12.231915,109.73331
1.2036999,-0.41163945,0.0026421349,0.0026421349,221.07387,-0.41163945,0.18288139,-0.46432886,-39.581871,-0.46432886,109.7489,221.07387,2.9689772,35.434711,0.18288139,25.584051,-23.749123,155.82039,155.82039,12.842836,109.7489
1.2038,-0.41717061,0.0026301625,0.0026301625,221.10529,-0.41717061,0.16986892,-0.4643276,-40.058777,-0.4643276,109.76448,221.10529,2.2832048,34.766594,0.16986892,25.446365,-24.035267,155.78923,155.78923,13.443514,109.76448
1.2039,-0.42229009,0.0026175214,0.0026175214,221.1367,-0.42229009,0.15668978,-0.46432632,-40.508102,-0.46432632,109.78005,221.1367,1.5978652,34.077583,0.15668978,25.292397,-24.304861,155.75813,155.75813,14.033695,109.78005
1.204,-0.42699292,0.002604201,0.002604201,221.16812,-0.42699292,0.14335696,-0.46432498,-40.929935,-0.46432498,109.79563,221.16812,0.9133426,33.368328,0.14335696,25.122438,-24.557961,155.7271,155.7271,14.613178,109.79563
1.2041,-0.43127447,0.0025901902,0.0025901902,221.19954,-0.43127447,0.12988366,-0.46432361,-41.324459,-0.46432361,109.8112,221.19954,0.22998233,32.6395,0.12988366,24.936811,-24.794676,155.69609,155.69609,15.181815,109.8112
1.2042,-0.43513057,0.0025754783,0.0025754783,221.23096,-0.43513057,0.11628319,-0.46432221,-41.691769,-0.46432221,109.82677,221.23096,-0.45186028,31.891708,0.11628319,24.735796,-25.01506,155.66516,155.66516,15.739423,109.82677
1.2043,-0.43855742,0.0025600547,0.0025600547,221.26237,-0.43855742,0.10256901,-0.46432078,-42.032013,-0.46432078,109.84233,221.26237,-1.131855,31.125574,0.10256901,24.519682,-25.219208,155.63428,155.63428,16.285852,109.84233
1.2043999,-0.44155172,0.002543909,0.002543909,221.29379,-0.44155172,0.088754646,-0.46431926,-42.345375,-0.46431926,109.85789,221.29379,-1.8096756,30.341736,0.088754646,24.288784,-25.407225,155.60344,155.60344,16.820971,109.85789
1.2045,-0.44411054,0.0025270311,0.0025270311,221.3252,-0.44411054,0.074853778,-0.46431774,-42.632023,-0.46431774,109.87345,221.3252,-2.4850318,29.54076,0.074853778,24.043379,-25.579212,155.57266,155.57266,17.344658,109.87345
1.2046,-0.4462314,0.002509411,0.002509411,221.35661,-0.4462314,0.060880143,-0.46431613,-42.892132,-0.46431613,109.88901,221.35661,-3.15764,28.723219,0.060880143,23.783751,-25.735279,155.54195,155.54195,17.856806,109.88901
1.2047,-0.44791222,0.0024910383,0.0024910383,221.38803,-0.44791222,0.046847533,-0.46431449,-43.125908,-0.46431449,109.90456,221.38803,-3.8272023,27.889727,0.046847533,23.510204,-25.875546,155.51129,155.51129,18.357307,109.90456
1.2048,-0.44915143,0.0024719038,0.0024719038,221.41945,-0.44915143,0.032769825,-0.46431279,-43.33353,-0.46431279,109.92011,221.41945,-4.493463,27.040804,0.032769825,23.223005,-26.000118,155.4807,155.4807,18.846069,109.92011
1.2049,-0.44994786,0.0024519977,0.0024519977,221.45087,-0.44994786,0.018660929,-0.46431103,-43.515175,-0.46431103,109.93566,221.45087,-5.1561661,26.176985,0.018660929,22.922419,-26.109106,155.45016,155.45016,19.323,109.93566
1.205,-0.45030075,0.0024313107,0.0024313107,221.48228,-0.45030075,0.0045347689,-0.46430919,-43.671089,-0.46430919,109.9512,221.48228,-5.8150644,25.298836,0.0045347689,22.608746,-26.202654,155.41968,155.41968,19.788038,109.9512
1.2051001,-0.45020983,0.0024098333,0.0024098333,221.5137,-0.45020983,-0.0095947022,-0.46430731,-43.801434,-0.46430731,109.96674,221.5137,-6.4699183,24.406843,-0.0095947022,22.282232,-26.280861,155.38927,155.38927,20.241095,109.96674
1.2052,-0.4496752,0.0023875562,0.0023875562,221.54512,-0.4496752,-0.023713535,-0.46430534,-43.906387,-0.46430534,109.98228,221.54512,-7.1204948,23.501501,-0.023713535,21.943125,-26.343832,155.35892,155.35892,20.682091,109.98228
1.2053,-0.44869748,0.0023644704,0.0023644704,221.57652,-0.44869748,-0.037807785,-0.46430331,-43.986214,-0.46430331,109.99782,221.57652,-7.766593,22.583321,-0.037807785,21.591709,-26.391727,155.32863,155.32863,21.111004,109.99782
1.2054,-0.44727769,0.0023405671,0.0023405671,221.60794,-0.44727769,-0.051863551,-0.4643012,-44.041069,-0.4643012,110.01334,221.60794,-8.4079943,21.65276,-0.051863551,21.228214,-26.424641,155.2984,155.2984,21.527752,110.01334
1.2055,-0.44541728,0.0023158372,0.0023158372,221.63936,-0.44541728,-0.065866955,-0.46429902,-44.071129,-0.46429902,110.02888,221.63936,-9.0444927,20.710262,-0.065866955,20.852873,-26.442678,155.26823,155.26823,21.932278,110.02888
1.2056,-0.44311816,0.0022902717,0.0022902717,221.67078,-0.44311816,-0.079804175,-0.46429676,-44.076656,-0.46429676,110.0444,221.67078,-9.6759167,19.756298,-0.079804175,20.465948,-26.445993,155.23814,155.23814,22.324568,110.0444
1.2057,-0.4403826,0.0022638622,0.0022638622,221.70219,-0.4403826,-0.093661465,-0.4642944,-44.057808,-0.4642944,110.05992,221.70219,-10.302074,18.791279,-0.093661465,20.067654,-26.434685,155.20811,155.20811,22.704567,110.05992
1.2058001,-0.43721342,0.0022365998,0.0022365998,221.73361,-0.43721342,-0.10742516,-0.46429196,-44.014759,-0.46429196,110.07544,221.73361,-10.922791,17.815609,-0.10742516,19.658201,-26.408857,155.17816,155.17816,23.072227,110.07544
1.2059,-0.43361378,0.0022084762,0.0022084762,221.76503,-0.43361378,-0.12108167,-0.46428943,-43.947746,-0.46428943,110.09096,221.76503,-11.537907,16.82971,-0.12108167,19.237829,-26.368649,155.14827,155.14827,23.42754,110.09096
1.206,-0.4295873,0.0021794827,0.0021794827,221.79645,-0.4295873,-0.13461754,-0.4642868,-43.856926,-0.4642868,110.10647,221.79645,-12.147259,15.833959,-0.13461754,18.806736,-26.314156,155.11844,155.11844,23.77046,110.10647
1.2061,-0.425138,0.0021496112,0.0021496112,221.82785,-0.425138,-0.1480194,-0.46428406,-43.742455,-0.46428406,110.12198,221.82785,-12.750688,14.828715,-0.1480194,18.365114,-26.245474,155.0887,155.0887,24.100954,110.12198
1.2062,-0.42027032,0.0021188532,0.0021188532,221.85927,-0.42027032,-0.16127408,-0.46428123,-43.604546,-0.46428123,110.13749,221.85927,-13.348054,13.814361,-0.16127408,17.913177,-26.162727,155.05902,155.05902,24.419006,110.13749
1.2063,-0.41498914,0.0020872008,0.0020872008,221.89069,-0.41498914,-0.17436847,-0.46427831,-43.443348,-0.46427831,110.15299,221.89069,-13.939206,12.791235,-0.17436847,17.451105,-26.066008,155.0294,155.0294,24.724583,110.15299
1.2064,-0.40929973,0.0020546454,0.0020546454,221.9221,-0.40929973,-0.18728969,-0.46427524,-43.258991,-0.46427524,110.1685,221.9221,-14.523997,11.759669,-0.18728969,16.979069,-25.955393,154.99988,154.99988,25.017639,110.1685
1.2065001,-0.40320775,0.0020211795,0.0020211795,221.95352,-0.40320775,-0.20002499,-0.46427208,-43.051655,-0.46427208,110.18399,221.95352,-15.102299,10.719997,-0.20002499,16.497259,-25.830994,154.97041,154.97041,25.298166,110.18399
1.2066,-0.39671928,0.0019867949,0.0019867949,221.98494,-0.39671928,-0.21256186,-0.4642688,-42.821476,-0.4642688,110.19949,221.98494,-15.673972,9.6725368,-0.21256186,16.005838,-25.692886,154.94102,154.94102,25.566124,110.19949
1.2067,-0.38984081,0.0019514839,0.0019514839,222.01636,-0.38984081,-0.22488792,-0.46426538,-42.568558,-0.46426538,110.21498,222.01636,-16.238871,8.6175871,-0.22488792,15.504961,-25.541136,154.91171,154.91171,25.821465,110.21498
1.2068,-0.38257915,0.0019152386,0.0019152386,222.04778,-0.38257915,-0.23699105,-0.46426186,-42.293049,-0.46426186,110.23047,222.04778,-16.796875,7.5554495,-0.23699105,14.994789,-25.37583,154.88248,154.88248,26.064165,110.23047
1.2069,-0.37494153,0.0018780512,0.0018780512,222.07918,-0.37494153,-0.24885933,-0.46425819,-41.995064,-0.46425819,110.24596,222.07918,-17.347853,6.4864144,-0.24885933,14.475476,-25.197039,154.85332,154.85332,26.294189,110.24596
1.207,-0.36693555,0.0018399142,0.0018399142,222.1106,-0.36693555,-0.26048109,-0.46425438,-41.674683,-0.46425438,110.26144,222.1106,-17.891659,5.4107604,-0.26048109,13.947156,-25.004808,154.82423,154.82423,26.511475,110.26144
1.2071,-0.35856918,0.0018008201,0.0018008201,222.14201,-0.35856918,-0.27184489,-0.46425045,-41.332012,-0.46425045,110.27692,222.14201,-18.428169,4.3287635,-0.27184489,13.409972,-24.799208,154.79524,154.79524,26.715988,110.27692
1.2072001,-0.34985071,0.0017607611,0.0017607611,222.17343,-0.34985071,-0.28293952,-0.46424636,-40.967155,-0.46424636,110.2924,222.17343,-18.957258,3.240694,-0.28293952,12.864062,-24.580294,154.76631,154.76631,26.907686,110.2924
1.2072999,-0.34078881,0.0017197301,0.0017197301,222.20485,-0.34078881,-0.29375413,-0.46424213,-40.580158,-0.46424213,110.30788,222.20485,-19.478777,2.1468143,-0.29375413,12.309549,-24.348095,154.73747,154.73747,27.086496,110.30788
1.2074,-0.3313925,0.0016777194,0.0016777194,222.23627,-0.3313925,-0.30427808,-0.46423775,-40.171101,-0.46423775,110.32335,222.23627,-19.992596,1.0473838,-0.30427808,11.746558,-24.102661,154.70871,154.70871,27.252367,110.32335
1.2075,-0.32167107,0.0016347218,0.0016347218,222.26768,-0.32167107,-0.31450096,-0.46423319,-39.740059,-0.46423319,110.33882,222.26768,-20.498583,-0.057341453,-0.31450096,11.175216,-23.844036,154.68002,154.68002,27.405245,110.33882
1.2076,-0.31163415,0.0015907298,0.0015907298,222.2991,-0.31163415,-0.32441282,-0.46422851,-39.287056,-0.46422851,110.35429,222.2991,-20.996584,-1.1671059,-0.32441282,10.595633,-23.572235,154.65143,154.65143,27.545044,110.35429
1.2077,-0.30129176,0.0015457364,0.0015457364,222.33051,-0.30129176,-0.33400387,-0.46422362,-38.812138,-0.46422362,110.36975,222.33051,-21.486454,-2.2816582,-0.33400387,10.007924,-23.287283,154.62291,154.62291,27.671692,110.36975
1.2078,-0.29065412,0.0014997345,0.0014997345,222.36192,-0.29065412,-0.34326467,-0.46421862,-38.315361,-0.46421862,110.38521,222.36192,-21.968061,-3.400749,-0.34326467,9.4122066,-22.989216,154.59448,154.59448,27.785126,110.38521
1.2079,-0.27973178,0.0014527168,0.0014527168,222.39334,-0.27973178,-0.35218623,-0.4642134,-37.796719,-0.4642134,110.40067,222.39334,-22.441235,-4.5241218,-0.35218623,8.8085861,-22.67803,154.56613,154.56613,27.885239,110.40067
1.2079999,-0.26853558,0.0014046762,0.0014046762,222.42476,-0.26853558,-0.36075971,-0.46420801,-37.256233,-0.46420801,110.41612,222.42476,-22.905813,-5.6515226,-0.36075971,8.1971684,-22.353739,154.53787,154.53787,27.971941,110.41612
1.2081,-0.25707659,0.001355606,0.001355606,222.45618,-0.25707659,-0.36897674,-0.46420246,-36.693935,-0.46420246,110.43157,222.45618,-23.361652,-6.7827029,-0.36897674,7.5780654,-22.016361,154.5097,154.5097,28.045155,110.43157
1.2082,-0.24536617,0.0013054989,0.0013054989,222.48759,-0.24536617,-0.37682927,-0.46419671,-36.109806,-0.46419671,110.44702,222.48759,-23.808567,-7.9173946,-0.37682927,6.9513807,-21.665884,154.48161,154.48161,28.104755,110.44702
1.2083,-0.23341593,0.0012543482,0.0012543482,222.51901,-0.23341593,-0.38430962,-0.46419075,-35.503841,-0.46419075,110.46247,222.51901,-24.246376,-9.0553331,-0.38430962,6.3172202,-21.302305,154.45361,154.45361,28.150633,110.46247
1.2084,-0.22123769,0.001202147,0.001202147,222.55043,-0.22123769,-0.39141047,-0.46418461,-34.876053,-0.46418461,110.47791,222.55043,-24.674921,-10.196261,-0.39141047,5.675693,-20.925632,154.4257,154.4257,28.182692,110.47791
1.2085,-0.20884351,0.0011488884,0.0011488884,222.58183,-0.20884351,-0.39812484,-0.46417829,-34.226414,-0.46417829,110.49335,222.58183,-25.093992,-11.339892,-0.39812484,5.0269065,-20.535847,154.39789,154.39789,28.200792,110.49335
1.2086,-0.19624569,0.0010945658,0.0010945658,222.61325,-0.19624569,-0.40444624,-0.46417174,-33.55489,-0.46417174,110.5088,222.61325,-25.503393,-12.48594,-0.40444624,4.3709702,-20.132935,154.37015,154.37015,28.204802,110.5088
1.2086999,-0.18345663,0.0010391725,0.0010391725,222.64467,-0.18345663,-0.41036841,-0.464165,-32.861496,-0.464165,110.52423,222.64467,-25.902945,-13.634132,-0.41036841,3.7079964,-19.716896,154.34251,154.34251,28.194613,110.52423
1.2088,-0.17048904,0.00098270189,0.00098270189,222.67609,-0.17048904,-0.41588566,-0.46415803,-32.146179,-0.46415803,110.53967,222.67609,-26.292416,-14.784155,-0.41588566,3.0381012,-19.287708,154.31496,154.31496,28.170067,110.53967
1.2089,-0.15735574,0.00092514715,0.00092514715,222.7075,-0.15735574,-0.42099258,-0.46415088,-31.408916,-0.46415088,110.55509,222.7075,-26.671583,-15.935691,-0.42099258,2.3614039,-18.84535,154.28751,154.28751,28.131012,110.55509
1.209,-0.14406972,0.00086650194,0.00086650194,222.73892,-0.14406972,-0.42568421,-0.46414348,-30.649698,-0.46414348,110.57052,222.73892,-27.040251,-17.088444,-0.42568421,1.678025,-18.389818,154.26015,154.26015,28.077326,110.57052
1.2091,-0.13064408,0.00080675969,0.00080675969,222.77034,-0.13064408,-0.42995599,-0.46413586,-29.868483,-0.46413586,110.58595,222.77034,-27.398163,-18.242062,-0.42995599,0.98809433,-17.921089,154.23286,154.23286,28.008839,110.58595
1.2092,-0.11709215,0.00074591395,0.00074591395,222.80176,-0.11709215,-0.4338038,-0.46412802,-29.065237,-0.46412802,110.60136,222.80176,-27.74507,-19.396194,-0.4338038,0.29174682,-17.439142,154.2057,154.2057,27.925379,110.60136
1.2093,-0.10342728,0.00068395829,0.00068395829,222.83316,-0.10342728,-0.43722388,-0.46411991,-28.23996,-0.46411991,110.61678,222.83316,-28.080751,-20.550508,-0.43722388,-0.41088405,-16.943975,154.17862,154.17862,27.826813,110.61678
1.2094001,-0.089662991,0.00062088639,0.00062088639,222.86458,-0.089662991,-0.44021294,-0.4641116,-27.392611,-0.4641116,110.6322,222.86458,-28.404934,-21.704615,-0.44021294,-1.1196486,-16.435566,154.15164,154.15164,27.712954,110.6322
1.2095,-0.075812891,0.00055669202,0.00055669202,222.896,-0.075812891,-0.44276816,-0.46410304,-26.523167,-0.46410304,110.64761,222.896,-28.717339,-22.858109,-0.44276816,-1.8343906,-15.9139,154.12476,154.12476,27.583622,110.64761
1.2096,-0.061890647,0.00049136876,0.00049136876,222.92741,-0.061890647,-0.44488704,-0.46409422,-25.631634,-0.46409422,110.66302,222.92741,-29.017723,-24.010622,-0.44488704,-2.5549588,-15.37898,154.09796,154.09796,27.438671,110.66302
1.2097,-0.04791002,0.00042491057,0.00042491057,222.95883,-0.04791002,-0.44656762,-0.46408519,-24.717991,-0.46408519,110.67844,222.95883,-29.305786,-25.161715,-0.44656762,-3.2811782,-14.830794,154.07127,154.07127,27.277906,110.67844
1.2098,-0.033884812,0.00035731119,0.00035731119,222.99025,-0.033884812,-0.4478083,-0.46407586,-23.78223,-0.46407586,110.69384,222.99025,-29.581228,-26.310932,-0.4478083,-4.012866,-14.269338,154.04468,154.04468,27.101141,110.69384
1.2099,-0.019828865,0.0002885646,0.0002885646,223.02167,-0.019828865,-0.44860792,-0.4640663,-22.824373,-0.4640663,110.70924,223.02167,-29.843781,-27.457857,-0.44860792,-4.7498474,-13.694624,154.01819,154.01819,26.908215,110.70924
1.21,-0.0057560597,0.0002186647,0.0002186647,223.05309,-0.0057560597,-0.44896582,-0.46405646,-21.844429,-0.46405646,110.72465,223.05309,-30.093124,-28.601992,-0.44896582,-5.4919171,-13.106657,153.99181,153.99181,26.698935,110.72465
1.2101001,0.008319716,0.00014760553,0.00014760553,223.08449,0.008319716,-0.44888172,-0.46404636,-20.842417,-0.46404636,110.74004,223.08449,-30.328934,-29.742828,-0.44888172,-6.2388616,-12.50545,153.96552,153.96552,26.473104,110.74004
1.2102,0.022384578,7.538114e-05,7.538114e-05,223.11591,0.022384578,-0.44835576,-0.46403602,-19.818382,-0.46403602,110.75544,223.11591,-30.550915,-30.879889,-0.44835576,-6.9904747,-11.891029,153.93933,153.93933,26.230564,110.75544
1.2103,0.036424648,1.9856507e-06,1.9856507e-06,223.14732,0.036424648,-0.44738856,-0.46402535,-18.772371,-0.46402535,110.77083,223.14732,-30.758734,-32.012627,-0.44738856,-7.7465196,-11.263423,153.91324,153.91324,25.971121,110.77083
1.2104,0.050426081,-7.2586772e-05,-7.2586772e-05,223.17874,0.050426081,-0.44598117,-0.46401444,-17.704445,-0.46401444,110.78622,223.17874,-30.95204,-33.140465,-0.44598117,-8.5067463,-10.622666,153.88727,153.88727,25.694582,110.78622
