"Time","aimc.is[1]","aimc.is[2]","aimc.idq_sr[1]","aimc.idq_sr[2]","aimc.idq_rr[1]","aimc.idq_rr[2]","powerSensor.flange_a.phi","loadInertia.w","PI.x"
4.5686002,8.1670914,-2.5110626,-4.8512435,-6.7572713,-0.42651677,0.32849988,717.45862,156.98662,139.92404
4.5686998,8.1060123,-2.2588639,-4.8508921,-6.7575774,-0.42675141,0.32871464,717.4743,156.98656,140.18451
4.5688,8.0369139,-2.004427,-4.8505406,-6.7578831,-0.42698607,0.32892931,717.48999,156.98651,140.44536
4.5689001,7.9598641,-1.7480035,-4.8501892,-6.7581887,-0.42722079,0.32914385,717.50574,156.98645,140.70659
4.5689998,7.8749394,-1.4898471,-4.8498373,-6.7584944,-0.4274556,0.32935834,717.52142,156.9864,140.96819
4.5690999,7.7822242,-1.230213,-4.8494859,-6.7588,-0.42769051,0.32957274,717.53711,156.98634,141.23016
4.5692,7.6818089,-0.96935821,-4.8491335,-6.7591057,-0.4279255,0.32978705,717.5528,156.9863,141.49251
4.5693002,7.5737934,-0.70754063,-4.8487816,-6.7594113,-0.42816064,0.33000132,717.56848,156.98624,141.75522
4.5693998,7.4582844,-0.44501919,-4.8484292,-6.759717,-0.42839587,0.33021554,717.58423,156.98619,142.01831
4.5695,7.3353963,-0.18205361,-4.8480768,-6.7600226,-0.42863128,0.3304297,717.59991,156.98613,142.28175
4.5696001,7.2052498,0.081096038,-4.847724,-6.7603283,-0.42886683,0.3306438,717.6156,156.98607,142.54558
4.5696998,7.0679741,0.34416944,-4.8473706,-6.7606339,-0.42910254,0.3308579,717.63129,156.98601,142.80975
4.5697999,6.9237046,0.60690635,-4.8470173,-6.7609396,-0.42933846,0.33107197,717.64697,156.98596,143.0743
4.5699,6.772584,0.86904699,-4.846664,-6.7612453,-0.42957455,0.33128601,717.66272,156.9859,143.3392
4.5700002,6.6147614,1.1303319,-4.8463101,-6.7615509,-0.42981088,0.33150005,717.67841,156.98584,143.60446
4.5700998,6.4503937,1.3905027,-4.8459558,-6.761857,-0.43004742,0.33171409,717.69409,156.98578,143.87007
4.5702,6.2796421,1.649302,-4.8456016,-6.7621627,-0.4302842,0.33192813,717.70978,156.98572,144.13603
4.5703001,6.1026764,1.9064738,-4.8452468,-6.7624688,-0.43052122,0.33214217,717.72546,156.98566,144.40236
4.5704002,5.9196711,2.1617634,-4.8448915,-6.7627749,-0.43075854,0.33235624,717.74121,156.9856,144.66902
4.5704999,5.7308073,2.4149189,-4.8445363,-6.7630811,-0.43099612,0.33257037,717.7569,156.98553,144.93605
4.5706,5.5362716,2.6656892,-4.8441806,-6.7633872,-0.43123397,0.3327845,717.77258,156.98547,145.20341
4.5707002,5.3362565,2.9138265,-4.8438244,-6.7636933,-0.43147215,0.33299869,717.78827,156.98541,145.47112
4.5707998,5.1309595,3.1590853,-4.8434677,-6.7639999,-0.43171063,0.33321291,717.80396,156.98535,145.73917
4.5709,4.9205832,3.4012229,-4.8431106,-6.7643065,-0.43194947,0.33342722,717.8197,156.98529,146.00755
4.5710001,4.7053366,3.6399999,-4.8427534,-6.7646132,-0.43218863,0.33364156,717.83539,156.98523,146.27628
4.5711002,4.4854321,3.8751795,-4.8423953,-6.7649198,-0.43242815,0.33385599,717.85107,156.98515,146.54533
4.5711999,4.2610869,4.1065297,-4.8420372,-6.7652268,-0.43266803,0.3340705,717.86676,156.98509,146.81473
4.5713,4.0325232,4.3338208,-4.8416786,-6.7655339,-0.4329083,0.33428511,717.88245,156.98503,147.08444
4.5714002,3.7999666,4.556829,-4.8413196,-6.765841,-0.43314898,0.33449978,717.89819,156.98495,147.35451
4.5714998,3.5636473,4.7753325,-4.8409595,-6.7661486,-0.43339005,0.33471459,717.91388,156.98489,147.62488
4.5716,3.3237989,4.9891152,-4.8405995,-6.7664557,-0.43363154,0.3349295,717.92957,156.98483,147.89557
4.5717001,3.0806589,5.1979666,-4.840239,-6.7667637,-0.43387344,0.33514449,717.94525,156.98476,148.1666
4.5718002,2.8344676,5.401679,-4.8398776,-6.7670717,-0.43411583,0.33535963,717.96094,156.9847,148.43793
4.5718999,2.5854683,5.6000509,-4.8395162,-6.7673798,-0.43435866,0.33557492,717.97668,156.98462,148.70959
4.572,2.3339074,5.7928863,-4.8391538,-6.7676878,-0.43460193,0.33579034,717.99237,156.98454,148.98155
4.5721002,2.0800338,5.9799938,-4.8387909,-6.7679963,-0.43484572,0.3360059,718.00806,156.98448,149.25385
4.5721998,1.8240982,6.1611891,-4.8384275,-6.7683053,-0.43508998,0.33622161,718.02374,156.98441,149.52643
4.5723,1.5663543,6.3362918,-4.8380637,-6.7686138,-0.43533477,0.33643746,718.03949,156.98434,149.79933
4.5724001,1.3070565,6.5051293,-4.8376989,-6.7689233,-0.43558004,0.3366535,718.05518,156.98427,150.07253
4.5725002,1.0464617,6.6675344,-4.8373337,-6.7692327,-0.43582588,0.33686972,718.07086,156.98419,150.34602
4.5725999,0.78482747,6.8233457,-4.8369679,-6.7695422,-0.43607223,0.33708608,718.08655,156.98412,150.61983
4.5727,0.52241266,6.9724092,-4.8366013,-6.7698522,-0.43631914,0.33730268,718.10223,156.98404,150.89394
4.5728002,0.25947675,7.1145782,-4.8362346,-6.7701621,-0.43656662,0.33751944,718.11798,156.98398,151.16832
4.5728998,-0.003720066,7.2497106,-4.8358665,-6.7704725,-0.4368147,0.33773643,718.13367,156.9839,151.44301
4.573,-0.26691744,7.3776731,-4.8354983,-6.7707834,-0.43706334,0.3379536,718.14935,156.98383,151.71797
4.5731001,-0.52985501,7.4983397,-4.8351293,-6.7710943,-0.43731257,0.33817098,718.16504,156.98375,151.99324
4.5732002,-0.79227269,7.6115894,-4.8347592,-6.7714052,-0.43756244,0.33838862,718.18073,156.98367,152.26878
4.5732999,-1.0539107,7.7173114,-4.8343887,-6.7717171,-0.43781289,0.33860645,718.19647,156.9836,152.5446
4.5734,-1.3145105,7.8154001,-4.8340173,-6.7720289,-0.43806401,0.33882454,718.21216,156.98352,152.82069
4.5735002,-1.5738139,7.9057584,-4.8336453,-6.7723408,-0.43831575,0.33904284,718.22784,156.98344,153.09708
4.5735998,-1.8315647,7.988297,-4.8332729,-6.7726531,-0.43856817,0.33926141,718.24353,156.98335,153.37372
4.5737,-2.0875075,8.0629339,-4.8328996,-6.7729659,-0.43882126,0.33948025,718.25922,156.98328,153.65063
4.5738001,-2.3413894,8.1295958,-4.8325253,-6.7732792,-0.43907499,0.33969936,718.27496,156.9832,153.92783
4.5739002,-2.5929592,8.1882153,-4.83215,-6.7735925,-0.43932945,0.3399187,718.29065,156.98312,154.20528
4.5739999,-2.8419676,8.2387342,-4.8317742,-6.7739062,-0.43958458,0.34013835,718.30634,156.98305,154.48299
4.5741,-3.0881684,8.2811041,-4.8313975,-6.7742205,-0.43984044,0.34035826,718.32202,156.98296,154.76096
4.5742002,-3.3313179,8.3152819,-4.8310204,-6.7745352,-0.440097,0.34057844,718.33771,156.98288,155.03918
4.5742998,-3.5711756,8.3412333,-4.8306422,-6.7748499,-0.44035432,0.34079894,718.35345,156.9828,155.31766
4.5743999,-3.8075042,8.3589325,-4.8302631,-6.7751651,-0.44061238,0.34101975,718.36914,156.98271,155.59639
4.5745001,-4.0400696,8.3683615,-4.8298831,-6.7754807,-0.44087115,0.34124085,718.38483,156.98264,155.87537
4.5746002,-4.2686415,8.3695126,-4.8295021,-6.7757964,-0.44113073,0.34146225,718.40051,156.98254,156.15459
4.5746999,-4.4929943,8.3623819,-4.8291206,-6.776113,-0.44139105,0.34168401,718.4162,156.98247,156.43404
4.5748,-4.7129054,8.3469782,-4.8287382,-6.7764297,-0.44165218,0.34190607,718.43195,156.98238,156.71375
4.5749002,-4.9281573,8.3233156,-4.8283548,-6.7767467,-0.44191408,0.34212846,718.44763,156.9823,156.99368
4.5749998,-5.1385365,8.2914171,-4.8279705,-6.7770643,-0.44217679,0.3423512,718.46332,156.98221,157.27385
4.5750999,-5.3438354,8.2513151,-4.8275852,-6.7773819,-0.4424403,0.34257427,718.479,156.98212,157.55424
4.5752001,-5.5438504,8.2030487,-4.8271995,-6.7777004,-0.44270462,0.3427977,718.49469,156.98204,157.83487
4.5753002,-5.7383838,8.1466656,-4.8268123,-6.7780194,-0.4429698,0.34302148,718.51044,156.98195,158.11572
4.5753999,-5.9272428,8.0822201,-4.8264241,-6.7783384,-0.44323581,0.34324563,718.52612,156.98186,158.39679
4.5755,-6.11024,8.0097771,-4.8260355,-6.7786584,-0.44350266,0.34347013,718.54181,156.98177,158.67809
4.5756001,-6.2871947,7.9294086,-4.8256454,-6.7789783,-0.44377038,0.34369501,718.5575,156.98169,158.95958
4.5756998,-6.457932,7.8411922,-4.8252544,-6.7792988,-0.44403899,0.34392029,718.57318,156.9816,159.24129
4.5757999,-6.622282,7.7452164,-4.824863,-6.7796197,-0.44430843,0.34414592,718.58893,156.98151,159.52322
4.5759001,-6.7800822,7.6415753,-4.82447,-6.7799411,-0.4445788,0.34437197,718.60461,156.98141,159.80534
4.5760002,-6.9311767,7.5303712,-4.8240762,-6.7802634,-0.44485003,0.34459841,718.6203,156.98132,160.08768
4.5760999,-7.0754156,7.4117146,-4.8236814,-6.7805858,-0.44512218,0.34482527,718.63599,156.98123,160.37021
4.5762,-7.2126555,7.2857223,-4.8232856,-6.7809086,-0.44539526,0.34505251,718.65167,156.98114,160.65294
4.5763001,-7.3427615,7.1525187,-4.8228889,-6.7812319,-0.44566923,0.34528017,718.66742,156.98105,160.93585
4.5763998,-7.4656038,7.0122356,-4.8224907,-6.7815557,-0.44594413,0.34550825,718.68311,156.98096,161.21896
4.5764999,-7.5810609,6.8650117,-4.8220921,-6.7818804,-0.44621998,0.34573677,718.69879,156.98087,161.50226
4.5766001,-7.6890187,6.7109923,-4.821692,-6.7822051,-0.44649678,0.34596571,718.71448,156.98077,161.78574
4.5767002,-7.7893701,6.5503297,-4.821291,-6.7825303,-0.44677454,0.34619507,718.73016,156.98067,162.0694
4.5767999,-7.8820152,6.3831825,-4.820889,-6.7828565,-0.44705325,0.34642488,718.74591,156.98058,162.35324
4.5769,-7.9668622,6.2097163,-4.8204856,-6.7831826,-0.44733292,0.34665513,718.7616,156.98048,162.63725
4.5770001,-8.043828,6.0301027,-4.8200817,-6.7835097,-0.4476136,0.34688586,718.77728,156.98039,162.92145
4.5770998,-8.1128349,5.8445191,-4.8196764,-6.7838373,-0.44789523,0.34711701,718.79297,156.9803,163.2058
4.5771999,-8.1738148,5.6531487,-4.8192697,-6.7841649,-0.44817787,0.34734863,718.80865,156.98019,163.49031
4.5773001,-8.2267075,5.456181,-4.8188624,-6.7844934,-0.4484615,0.34758073,718.8244,156.9801,163.77499
4.5774002,-8.2714596,5.2538109,-4.8184533,-6.7848229,-0.44874617,0.34781328,718.84009,156.98001,164.05983
4.5774999,-8.3080282,5.0462384,-4.8180437,-6.7851524,-0.44903183,0.34804633,718.85577,156.9799,164.34483
4.5776,-8.3363752,4.8336687,-4.8176327,-6.7854824,-0.44931853,0.34827983,718.87146,156.97981,164.62997
4.5777001,-8.356473,4.616312,-4.8172207,-6.7858133,-0.44960624,0.34851384,718.88715,156.97971,164.91527
4.5777998,-8.3683023,4.3943834,-4.8168077,-6.7861447,-0.44989499,0.34874833,718.90283,156.97961,165.20071
4.5778999,-8.37185,4.1681023,-4.8163934,-6.7864766,-0.45018479,0.34898332,718.91858,156.97951,165.4863
4.5780001,-8.3671131,3.9376924,-4.8159776,-6.786809,-0.45047563,0.34921882,718.93427,156.97942,165.77202
4.5781002,-8.3540964,3.703382,-4.8155613,-6.7871423,-0.45076755,0.34945479,718.94995,156.97931,166.05788
4.5781999,-8.3328114,3.4654028,-4.8151431,-6.7874756,-0.4510605,0.3496913,718.96564,156.97922,166.34387
4.5783,-8.3032799,3.22399,-4.814724,-6.7878098,-0.45135453,0.34992832,718.98132,156.97911,166.62999
4.5784001,-8.2655306,2.9793823,-4.8143039,-6.7881446,-0.45164964,0.35016584,718.99707,156.979,166.91623
4.5784998,-8.2195997,2.7318223,-4.8138824,-6.7884803,-0.45194584,0.35040388,719.01276,156.97891,167.20261
4.5785999,-8.165534,2.4815543,-4.8134599,-6.7888165,-0.45224312,0.35064247,719.02844,156.97881,167.48909
4.5787001,-8.1033869,2.228826,-4.813036,-6.7891531,-0.4525415,0.35088158,719.04413,156.9787,167.77571
4.5788002,-8.0332184,1.9738878,-4.8126111,-6.7894902,-0.45284098,0.35112122,719.05981,156.97859,168.06242
4.5788999,-7.9550982,1.7169917,-4.8121848,-6.7898278,-0.45314157,0.35136139,719.07556,156.9785,168.34926
4.579,-7.8691039,1.4583919,-4.8117571,-6.7901664,-0.45344326,0.35160211,719.09125,156.97839,168.6362
4.5791001,-7.7753196,1.1983443,-4.8113284,-6.7905059,-0.45374608,0.35184339,719.10693,156.97829,168.92323
4.5791998,-7.6738386,0.93710643,-4.8108988,-6.7908454,-0.45405,0.3520852,719.12262,156.97818,169.21037
4.5792999,-7.5647607,0.67493659,-4.8104672,-6.7911859,-0.45435506,0.35232759,719.13831,156.97807,169.49762
4.5794001,-7.448194,0.4120943,-4.8100348,-6.7915268,-0.45466125,0.3525705,719.15405,156.97797,169.78496
4.5795002,-7.3242536,0.14883968,-4.8096013,-6.7918687,-0.4549686,0.35281399,719.16974,156.97786,170.07237
4.5795999,-7.1930618,-0.1145667,-4.8091664,-6.7922111,-0.45527706,0.35305804,719.18542,156.97775,170.35988
4.5797,-7.0547485,-0.37786415,-4.8087301,-6.7925539,-0.45558667,0.35330269,719.20111,156.97766,170.64748
4.5798001,-6.9094501,-0.64079207,-4.8082924,-6.7928972,-0.45589745,0.35354787,719.2168,156.97755,170.93515
4.5798998,-6.7573104,-0.90309018,-4.8078537,-6.7932415,-0.45620939,0.35379365,719.23254,156.97743,171.22292
4.5799999,-6.5984802,-1.1644989,-4.8074136,-6.7935867,-0.45652246,0.35404,719.24823,156.97733,171.51074
4.5801001,-6.4331155,-1.4247594,-4.8069725,-6.7939324,-0.45683673,0.35428694,719.26392,156.97722,171.79863
4.5802002,-6.2613811,-1.6836141,-4.8065295,-6.7942786,-0.45715216,0.35453448,719.2796,156.97711,172.08661
4.5802999,-6.0834455,-1.9408067,-4.8060856,-6.7946253,-0.45746875,0.35478258,719.29529,156.97701,172.37463
4.5804,-5.8994861,-2.1960826,-4.8056407,-6.7949729,-0.45778653,0.35503128,719.31104,156.9769,172.66272
4.5805001,-5.7096834,-2.4491889,-4.8051939,-6.7953215,-0.45810547,0.35528058,719.32672,156.97679,172.95088
4.5805998,-5.514226,-2.6998756,-4.8047462,-6.7956705,-0.45842564,0.3555305,719.34241,156.97668,173.23907
4.5806999,-5.3133073,-2.9478936,-4.804297,-6.79602,-0.45874697,0.35578099,719.35809,156.97656,173.52734
4.5808001,-5.1071253,-3.1929982,-4.8038464,-6.7963705,-0.45906949,0.3560321,719.37378,156.97646,173.81564
4.5809002,-4.8958845,-3.4349458,-4.8033948,-6.7967215,-0.4593932,0.35628381,719.38947,156.97635,174.10399
4.5809999,-4.6797938,-3.6734977,-4.8029418,-6.7970734,-0.45971811,0.35653612,719.40521,156.97624,174.39238
4.5811,-4.4590673,-3.9084172,-4.8024874,-6.7974257,-0.46004423,0.35678908,719.4209,156.97612,174.68082
4.5812001,-4.2339225,-4.1394715,-4.8020315,-6.7977791,-0.46037155,0.35704264,719.43658,156.97601,174.96928
4.5812998,-4.0045829,-4.3664322,-4.8015742,-6.7981329,-0.46070009,0.35729679,719.45227,156.97591,175.25778
4.5813999,-3.7712753,-4.5890741,-4.801116,-6.7984872,-0.46102983,0.3575516,719.46796,156.97578,175.54631
4.5815001,-3.5342305,-4.8071771,-4.8006563,-6.7988424,-0.46136078,0.35780701,719.4837,156.97568,175.83485
4.5816002,-3.2936828,-5.020525,-4.8001952,-6.7991986,-0.46169296,0.35806304,719.49939,156.97557,176.12343
4.5816998,-3.0498705,-5.2289062,-4.7997327,-6.7995553,-0.46202636,0.35831973,719.51508,156.97545,176.41203
4.5818,-2.8030348,-5.4321146,-4.7992687,-6.7999129,-0.46236095,0.35857701,719.53076,156.97534,176.70064
4.5819001,-2.5534201,-5.6299491,-4.7988038,-6.800271,-0.46269679,0.35883495,719.54645,156.97522,176.98927
4.5819998,-2.3012731,-5.8222132,-4.798337,-6.8006296,-0.46303385,0.35909352,719.56219,156.97511,177.27789
4.5820999,-2.0468438,-6.0087166,-4.7978692,-6.8009892,-0.46337214,0.35935274,719.57788,156.97499,177.56654
4.5822001,-1.7903838,-6.1892743,-4.7974,-6.8013496,-0.46371165,0.35961258,719.59357,156.97488,177.85518
4.5823002,-1.5321469,-6.3637075,-4.7969294,-6.8017106,-0.46405238,0.35987306,719.60925,156.97476,178.14383
4.5823998,-1.2723889,-6.5318441,-4.7964573,-6.8020725,-0.46439436,0.36013418,719.62494,156.97466,178.43246
4.5825,-1.0113668,-6.6935163,-4.7959843,-6.8024349,-0.46473756,0.36039597,719.64062,156.97453,178.72112
4.5826001,-0.74933898,-6.8485646,-4.7955093,-6.8027983,-0.46508202,0.36065841,719.65637,156.97443,179.00974
4.5826998,-0.48656487,-6.9968348,-4.7950335,-6.8031621,-0.4654277,0.36092147,719.67206,156.9743,179.29836
4.5827999,-0.2233046,-7.1381803,-4.7945561,-6.8035269,-0.46577463,0.36118519,719.68774,156.9742,179.58694
4.5829,0.040181194,-7.2724609,-4.7940774,-6.8038926,-0.46612278,0.36144954,719.70343,156.97408,179.87553
4.5830002,0.30363163,-7.3995433,-4.7935972,-6.8042588,-0.46647215,0.36171457,719.71912,156.97395,180.16409
4.5830998,0.56678587,-7.5193019,-4.7931156,-6.8046255,-0.4668228,0.36198026,719.73486,156.97385,180.45262
4.5832,0.82938337,-7.6316175,-4.7926326,-6.8049932,-0.46717465,0.36224657,719.75055,156.97372,180.74113
4.5833001,1.0911641,-7.7363787,-4.7921486,-6.8053617,-0.46752778,0.36251357,719.76624,156.9736,181.02962
4.5833998,1.3518689,-7.8334818,-4.7916627,-6.8057308,-0.46788213,0.36278123,719.78192,156.9735,181.31805
4.5834999,1.6112394,-7.9228306,-4.7911758,-6.8061008,-0.46823773,0.36304954,719.79761,156.97337,181.60646
4.5836,1.869019,-8.0043364,-4.7906871,-6.8064718,-0.46859455,0.3633185,719.81335,156.97325,181.89482
4.5837002,2.1249523,-8.0779171,-4.7901974,-6.8068433,-0.46895266,0.36358815,719.82904,156.97314,182.18315
4.5837998,2.3787858,-8.1435013,-4.7897062,-6.8072152,-0.46931198,0.36385843,719.84473,156.97302,182.47144
4.5839,2.6302681,-8.2010231,-4.7892137,-6.8075881,-0.46967253,0.36412939,719.86041,156.9729,182.75966
4.5840001,2.8791504,-8.2504253,-4.7887201,-6.8079619,-0.47003433,0.36440101,719.8761,156.97278,183.04784
4.5840998,3.1251857,-8.2916584,-4.7882247,-6.8083367,-0.47039738,0.36467332,719.89178,156.97267,183.33595
4.5841999,3.3681307,-8.3246822,-4.7877278,-6.8087115,-0.47076169,0.36494628,719.90753,156.97255,183.62402
4.5843,3.6077445,-8.3494635,-4.78723,-6.8090878,-0.47112721,0.36521989,719.92322,156.97243,183.91203
4.5844002,3.8437898,-8.3659773,-4.7867308,-6.8094645,-0.47149396,0.36549416,719.9389,156.97231,184.19997
4.5844998,4.0760331,-8.3742065,-4.7862296,-6.8098421,-0.47186196,0.36576912,719.95459,156.97218,184.48785
4.5846,4.3042436,-8.3741436,-4.7857275,-6.8102202,-0.47223121,0.36604476,719.97028,156.97208,184.77565
4.5847001,4.5281959,-8.3657885,-4.785224,-6.8105993,-0.47260168,0.36632106,719.98602,156.97195,185.06339
4.5847998,4.7476673,-8.3491488,-4.7847195,-6.8109794,-0.47297341,0.36659801,720.00171,156.97183,185.35104
4.5848999,4.9624414,-8.3242407,-4.7842131,-6.8113599,-0.47334635,0.36687565,720.0174,156.97171,185.63863
4.585,5.1723046,-8.2910891,-4.7837052,-6.8117409,-0.47372052,0.36715394,720.03308,156.97159,185.92612
4.5851002,5.3770494,-8.2497263,-4.7831964,-6.8121233,-0.47409594,0.36743292,720.04877,156.97147,186.21355
4.5851998,5.5764728,-8.2001934,-4.7826858,-6.8125062,-0.47447258,0.36771256,720.06445,156.97134,186.50087
4.5853,5.7703767,-8.1425381,-4.7821741,-6.8128896,-0.47485045,0.36799288,720.0802,156.97122,186.78812
4.5854001,5.9585695,-8.0768185,-4.781661,-6.8132739,-0.47522956,0.36827385,720.09589,156.97112,187.07526
4.5854998,6.1408644,-8.0030994,-4.7811465,-6.8136592,-0.47560987,0.36855549,720.11157,156.97099,187.3623
4.5855999,6.317081,-7.921453,-4.7806306,-6.814045,-0.4759914,0.36883783,720.12726,156.97087,187.64926
4.5857,6.4870439,-7.8319607,-4.7801137,-6.8144317,-0.47637418,0.36912081,720.14294,156.97075,187.93613
4.5858002,6.6505852,-7.7347097,-4.7795949,-6.8148193,-0.47675815,0.36940446,720.15869,156.97063,188.22287
4.5858998,6.8075428,-7.629797,-4.7790751,-6.8152075,-0.47714335,0.36968881,720.17438,156.9705,188.50952
4.586,6.9577608,-7.5173264,-4.778554,-6.8155966,-0.47752976,0.36997378,720.19006,156.97038,188.79607
4.5861001,7.1010904,-7.3974085,-4.7780313,-6.8159862,-0.47791737,0.37025946,720.20575,156.97026,189.08249
4.5862002,7.2373896,-7.2701626,-4.7775073,-6.8163767,-0.47830617,0.37054577,720.22144,156.97014,189.3688
4.5862999,7.3665228,-7.1357141,-4.7769818,-6.8167682,-0.47869623,0.37083277,720.23712,156.97002,189.655
4.5864,7.4883623,-6.9941959,-4.7764554,-6.8171601,-0.47908744,0.37112045,720.25287,156.96989,189.94107
4.5865002,7.602787,-6.8457479,-4.7759275,-6.817553,-0.47947988,0.37140876,720.26855,156.96977,190.22704
4.5865998,7.7096834,-6.6905174,-4.7753978,-6.8179464,-0.47987351,0.37169775,720.28424,156.96965,190.51286
4.5867,7.8089457,-6.5286574,-4.7748675,-6.8183408,-0.4802683,0.3719874,720.29993,156.96953,190.79857
4.5868001,7.900475,-6.3603287,-4.7743354,-6.8187356,-0.48066431,0.37227774,720.31561,156.96941,191.08415
4.5869002,7.9841805,-6.1856976,-4.7738018,-6.8191314,-0.48106152,0.3725687,720.33136,156.96928,191.3696
4.5869999,8.0599794,-6.0049367,-4.7732673,-6.8195281,-0.48145989,0.37286034,720.34705,156.96916,191.65491
4.5871,8.1277962,-5.8182249,-4.7727313,-6.8199253,-0.48185945,0.37315264,720.36273,156.96904,191.94008
4.5872002,8.1875629,-5.6257472,-4.7721939,-6.8203235,-0.48226017,0.3734456,720.37842,156.96892,192.22511
4.5872998,8.2392216,-5.4276938,-4.7716556,-6.8207226,-0.48266205,0.37373921,720.3941,156.9688,192.51001
4.5874,8.2827196,-5.2242613,-4.7711158,-6.8211222,-0.48306513,0.37403348,720.40979,156.96867,192.79475
4.5875001,8.3180141,-5.0156503,-4.7705746,-6.8215222,-0.48346934,0.3743284,720.42554,156.96855,193.07936
4.5876002,8.3450699,-4.8020678,-4.7700319,-6.8219237,-0.48387474,0.37462398,720.44122,156.96843,193.36382
4.5876999,8.3638601,-4.5837255,-4.7694879,-6.8223252,-0.48428127,0.37492022,720.45691,156.96831,193.64812
4.5878,8.3743658,-4.3608389,-4.7689428,-6.8227282,-0.48468897,0.37521708,720.4726,156.96819,193.93227
4.5879002,8.3765755,-4.1336288,-4.7683964,-6.8231316,-0.4850978,0.37551463,720.48828,156.96806,194.21625
4.5879998,8.3704882,-3.9023206,-4.767849,-6.8235354,-0.48550779,0.3758128,720.50397,156.96794,194.50009
4.5881,8.3561096,-3.6671431,-4.7673001,-6.8239403,-0.48591891,0.3761116,720.51971,156.96782,194.78377
4.5882001,8.3334522,-3.4283292,-4.7667499,-6.8243461,-0.48633114,0.37641108,720.5354,156.9677,195.06728
4.5883002,8.3025398,-3.186115,-4.7661982,-6.8247523,-0.48674452,0.37671116,720.55109,156.96758,195.35062
4.5883999,8.2634029,-2.9407411,-4.7656455,-6.8251591,-0.48715901,0.37701192,720.56677,156.96745,195.63379
4.5885,8.2160788,-2.6924498,-4.7650914,-6.8255672,-0.48757464,0.37731329,720.58246,156.96733,195.91681
4.5886002,8.160614,-2.4414873,-4.7645359,-6.8259754,-0.48799136,0.3776153,720.59821,156.96721,196.19965
4.5886998,8.097065,-2.1881022,-4.7639794,-6.826385,-0.48840919,0.37791798,720.61389,156.96709,196.4823
4.5888,8.0254936,-1.9325453,-4.7634215,-6.8267951,-0.48882812,0.37822124,720.62958,156.96696,196.76479
4.5889001,7.9459705,-1.6750698,-4.7628627,-6.8272057,-0.48924816,0.37852517,720.64526,156.96684,197.0471
4.5890002,7.8585744,-1.4159307,-4.7623024,-6.8276172,-0.48966929,0.37882969,720.66095,156.96672,197.32922
4.5890999,7.7633915,-1.1553849,-4.7617412,-6.8280292,-0.4900915,0.37913486,720.67664,156.9666,197.61118
4.5892,7.6605158,-0.89369017,-4.761178,-6.8284421,-0.49051479,0.37944064,720.69238,156.96648,197.89294
4.5893002,7.5500493,-0.6311059,-4.7606144,-6.8288555,-0.49093914,0.37974703,720.70807,156.96635,198.17451
4.5893998,7.4321012,-0.36789218,-4.7600493,-6.8292699,-0.49136457,0.38005406,720.72375,156.96623,198.4559
4.5895,7.306788,-0.10430977,-4.7594829,-6.8296852,-0.49179107,0.38036171,720.73944,156.96611,198.73711
4.5896001,7.1742339,0.15938017,-4.7589149,-6.830101,-0.49221861,0.38066995,720.75513,156.96599,199.01811
4.5897002,7.0345702,0.42291641,-4.7583466,-6.8305173,-0.49264723,0.38097882,720.77081,156.96587,199.29892
4.5897999,6.8879347,0.68603784,-4.7577763,-6.8309345,-0.49307686,0.38128829,720.78656,156.96574,199.57953
4.5899,6.7344723,0.94848377,-4.7572055,-6.8313522,-0.49350756,0.38159835,720.80225,156.96562,199.85995
4.5900002,6.5743356,1.2099941,-4.7566328,-6.8317709,-0.49393928,0.38190904,720.81793,156.9655,200.14017
4.5900998,6.4076824,1.4703099,-4.7560596,-6.8321905,-0.49437201,0.38222033,720.83362,156.96538,200.42018
4.5901999,6.2346783,1.7291729,-4.7554851,-6.8326101,-0.49480578,0.38253218,720.8493,156.96527,200.7
4.5903001,6.0554943,1.9863268,-4.754909,-6.8330307,-0.49524057,0.38284466,720.86499,156.96515,200.9796
4.5904002,5.8703079,2.2415168,-4.7543321,-6.8334522,-0.49567634,0.3831577,720.88074,156.96503,201.259
4.5904999,5.6793017,2.4944899,-4.7537541,-6.8338742,-0.49611312,0.38347137,720.89642,156.9649,201.53819
4.5906,5.482666,2.7449954,-4.7531748,-6.8342972,-0.49655092,0.38378558,720.91211,156.96478,201.81717
4.5907001,5.2805943,2.9927852,-4.7525945,-6.8347206,-0.49698967,0.38410041,720.9278,156.96466,202.09593
4.5907998,5.073288,3.2376134,-4.7520127,-6.8351445,-0.4974294,0.38441578,720.94348,156.96454,202.37448
4.5908999,4.8609509,3.4792376,-4.75143,-6.8355694,-0.49787012,0.38473174,720.95923,156.96442,202.65283
4.5910001,4.6437945,3.7174182,-4.7508464,-6.8359947,-0.49831179,0.3850483,720.97491,156.96429,202.93094
4.5911002,4.4220333,3.9519193,-4.7502618,-6.836421,-0.49875444,0.3853654,720.9906,156.96417,203.20885
4.5911999,4.1958871,4.182508,-4.7496758,-6.8368478,-0.49919802,0.38568306,721.00629,156.96405,203.48653
4.5913,3.9655797,4.4089565,-4.7490888,-6.837275,-0.49964255,0.38600129,721.02197,156.96394,203.76399
4.5914001,3.7313395,4.6310391,-4.7485003,-6.8377032,-0.50008804,0.38632008,721.03766,156.96382,204.04123
4.5914998,3.4933982,4.848537,-4.7479115,-6.8381319,-0.50053442,0.38663945,721.05341,156.9637,204.31824
