"Time","total_AV_B_a","total_AV_B_b","total_A_VB_a","total_A_VB_b","total_AV_VB_a","total_AV_VB_b","total_A_V_B_a","total_A_V_B_b"
413.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
413.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
413.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
413.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
413.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
414,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
414.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
414.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
414.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
414.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
414.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
414.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
414.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
414.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
414.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
415,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
415.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
415.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
415.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
415.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
415.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
415.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
415.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
415.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
415.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
416,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
416.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
416.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
416.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
416.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
416.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
416.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
416.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
416.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
416.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
417,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
417.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
417.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
417.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
417.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
417.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
417.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
417.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
417.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
417.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
418,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
418.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
418.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
418.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
418.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
418.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
418.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
418.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
418.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
418.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
419,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
419.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
419.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
419.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
419.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
419.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
419.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
419.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
419.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
419.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
420,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
420.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
420.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
420.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
420.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
420.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
420.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
420.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
420.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
420.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
421,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
421.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
421.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
421.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
421.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
421.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
421.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
421.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
421.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
421.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
422,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
422.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
422.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
422.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
422.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
422.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
422.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
422.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
422.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
422.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
423,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
423.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
423.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
423.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
423.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
423.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
423.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
423.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
423.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
423.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
424,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
424.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
424.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
424.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
424.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
424.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
424.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
424.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
424.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
424.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
425,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
425.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
425.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
425.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
425.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
425.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
425.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
425.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
425.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
425.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
426,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
426.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
426.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
426.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
426.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
426.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
426.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
426.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
426.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
426.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
427,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
427.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
427.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
427.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
427.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
427.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
427.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
427.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
427.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
427.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
428,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
428.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
428.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
428.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
428.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
428.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
428.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
428.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
428.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
428.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
429,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
429.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
429.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
429.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
429.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
429.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
429.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
429.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
429.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
429.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
430,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
430.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
430.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
430.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
430.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
430.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
430.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
430.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
430.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
430.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
431,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
431.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
431.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
431.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
431.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
431.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
431.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
431.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
431.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
431.89999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
432,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
432.10001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
432.20001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
432.29999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
432.39999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
432.5,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
432.60001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
432.70001,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
432.79999,293604.34,293605.03,293603.28,293602.72,293603.28,293603.28,293604.34,293604.41
