"Time","aimc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re"
0.0049999999,-2.2563715e-07,-5.8157474e-07
0.0051000002,-2.4123415e-07,-5.757459e-07
0.0052,-2.5664201e-07,-5.6942923e-07
0.0052999998,-2.7184544e-07,-5.626311e-07
0.0054000001,-2.8682925e-07,-5.5535816e-07
0.0055,-3.0157838e-07,-5.4761779e-07
0.0055999998,-3.1607783e-07,-5.3941767e-07
0.0057000001,-3.3031276e-07,-5.3076616e-07
0.0057999999,-3.4426847e-07,-5.2167201e-07
0.0059000002,-3.5793028e-07,-5.1214454e-07
0.0060000001,-3.7129212e-07,-5.0218972e-07
0.0060999999,-3.8433916e-07,-4.9181813e-07
0.0062000002,-3.9705554e-07,-4.8104118e-07
0.0063,-4.0942831e-07,-4.6986975e-07
0.0063999998,-4.214447e-07,-4.5831504e-07
0.0065000001,-4.3309217e-07,-4.4638878e-07
0.0066,-4.4435834e-07,-4.3410319e-07
0.0066999998,-4.5523109e-07,-4.2147084e-07
0.0068000001,-4.6569846e-07,-4.0850489e-07
0.0068999999,-4.7575335e-07,-3.9521615e-07
0.0070000002,-4.8539994e-07,-3.8160931e-07
0.0071,-4.9461596e-07,-3.6770541e-07
0.0071999999,-5.033919e-07,-3.5351843e-07
0.0073000002,-5.117185e-07,-3.3906289e-07
0.0074,-5.1958688e-07,-3.2435355e-07
0.0074999998,-5.269884e-07,-3.0940572e-07
0.0076000001,-5.3391477e-07,-2.9423498e-07
0.0077,-5.4035803e-07,-2.7885744e-07
0.0077999998,-5.4631056e-07,-2.6328948e-07
0.0078999996,-5.5178236e-07,-2.4752998e-07
0.0080000004,-5.567627e-07,-2.3160005e-07
0.0081000002,-5.6124151e-07,-2.1552084e-07
0.0082,-5.652139e-07,-1.9930876e-07
0.0082999999,-5.6867543e-07,-1.8298056e-07
0.0083999997,-5.7162208e-07,-1.6655329e-07
0.0085000005,-5.740502e-07,-1.5004433e-07
0.0086000003,-5.7595656e-07,-1.334713e-07
0.0087000001,-5.7733837e-07,-1.168522e-07
0.0088,-5.7819756e-07,-1.0019735e-07
0.0088999998,-5.7854396e-07,-8.3503785e-08
0.0089999996,-5.7836712e-07,-6.6806379e-08
0.0091000004,-5.7766709e-07,-5.0122186e-08
0.0092000002,-5.7644434e-07,-3.3468424e-08
0.0093,-5.7469975e-07,-1.686249e-08
0.0093999999,-5.7243477e-07,-3.2195174e-10
0.0094999997,-5.6965138e-07,1.6135452e-08
0.0096000005,-5.6635184e-07,3.2491815e-08
0.0097000003,-5.6253901e-07,4.8729053e-08
0.0098000001,-5.5822176e-07,6.4857225e-08
0.0098999999,-5.5340229e-07,8.0849915e-08
0.0099999998,-5.4808413e-07,9.6684261e-08
0.0101,-5.4227246e-07,1.1234392e-07
0.0102,-5.3597307e-07,1.2781253e-07
0.0103,-5.2919228e-07,1.4307368e-07
0.0104,-5.2193678e-07,1.5811096e-07
0.0105,-5.1421387e-07,1.7290795e-07
0.0106,-5.0603131e-07,1.8744814e-07
0.0107,-4.9739646e-07,2.0172345e-07
0.0108,-4.8831578e-07,2.1573717e-07
0.0109,-4.7880008e-07,2.2945976e-07
0.011,-4.6885881e-07,2.428778e-07
0.0111,-4.5850192e-07,2.5597822e-07
0.0112,-4.4773972e-07,2.6874827e-07
0.0113,-4.3658315e-07,2.8117552e-07
0.0114,-4.2504345e-07,2.9324792e-07
0.0115,-4.131324e-07,3.0495389e-07
0.0116,-4.0086223e-07,3.1628213e-07
0.0117,-3.882397e-07,3.2721664e-07
0.0118,-3.7527957e-07,3.3774842e-07
0.0119,-3.619958e-07,3.4786794e-07
0.012,-3.484017e-07,3.57565e-07
0.0121,-3.3451087e-07,3.6682994e-07
0.0122,-3.2033731e-07,3.7565337e-07
0.0123,-3.0589538e-07,3.8402649e-07
0.0124,-2.9119977e-07,3.9194086e-07
0.0125,-2.7626547e-07,3.9938851e-07
0.0126,-2.6110538e-07,4.0636309e-07
0.0127,-2.4573015e-07,4.1285978e-07
0.0128,-2.301592e-07,4.1887066e-07
0.0129,-2.1440805e-07,4.2439009e-07
0.013,-1.9849237e-07,4.2941309e-07
0.0131,-1.8242812e-07,4.3393521e-07
0.0132,-1.6623139e-07,4.3795259e-07
0.0133,-1.4991851e-07,4.4146205e-07
0.0134,-1.3350595e-07,4.4446097e-07
0.0135,-1.1701039e-07,4.4694741e-07
0.0136,-1.0044253e-07,4.4890803e-07
0.0137,-8.3821384e-08,4.5034628e-07
0.0138,-6.7164272e-08,4.5126262e-07
0.0139,-5.0487657e-08,4.5165632e-07
0.014,-3.3808053e-08,4.5152726e-07
0.0141,-1.7141993e-08,4.508758e-07
0.0142,-5.0602389e-10,4.4970292e-07
0.0143,1.6083316e-08,4.4801021e-07
0.0144,3.2609506e-08,4.4579983e-07
0.0145,4.9056968e-08,4.4307166e-07
0.0146,6.5410731e-08,4.398245e-07
0.0147,8.1653383e-08,4.3606553e-07
0.0148,9.776889e-08,4.3179844e-07
0.0149,1.1374134e-07,4.2702752e-07
0.015,1.2955495e-07,4.2175751e-07
0.0151,1.4519408e-07,4.1599375e-07
0.0152,1.6064328e-07,4.0974214e-07
0.0153,1.7588724e-07,4.0300907e-07
0.0154,1.9091088e-07,3.9580149e-07
0.0155,2.057002e-07,3.8812388e-07
0.0156,2.2024021e-07,3.7998549e-07
0.015699999,2.3451645e-07,3.7139495e-07
0.015799999,2.4851488e-07,3.6236108e-07
0.015900001,2.6222173e-07,3.5289321e-07
0.016000001,2.7562353e-07,3.4300123e-07
0.016100001,2.8870713e-07,3.3269555e-07
0.0162,3.0145964e-07,3.2198707e-07
0.0163,3.1386861e-07,3.1088723e-07
0.0164,3.2592143e-07,2.994031e-07
0.0165,3.3760574e-07,2.8754053e-07
0.0166,3.4891065e-07,2.7531738e-07
0.0167,3.5982507e-07,2.6274589e-07
0.016799999,3.7033831e-07,2.4983862e-07
0.016899999,3.8044013e-07,2.3660853e-07
0.017000001,3.9012076e-07,2.2306897e-07
0.017100001,3.9937086e-07,2.0923362e-07
0.017200001,4.0818151e-07,1.9511656e-07
0.0173,4.1654431e-07,1.807322e-07
0.0174,4.2444736e-07,1.6608851e-07
0.0175,4.3188507e-07,1.5120357e-07
0.0176,4.3885046e-07,1.3609268e-07
0.0177,4.4533678e-07,1.2077082e-07
0.0178,4.513378e-07,1.0525324e-07
0.017899999,4.5684777e-07,8.9555421e-08
0.017999999,4.6186153e-07,7.3693052e-08
0.018100001,4.6637442e-07,5.7682048e-08
0.018200001,4.7038239e-07,4.1538527e-08
0.018300001,4.7387957e-07,2.5277222e-08
0.0184,4.7686041e-07,8.9128767e-09
0.0185,4.7932468e-07,-7.5364968e-09
0.0186,4.8127004e-07,-2.4054465e-08
0.0187,4.826947e-07,-4.0624482e-08
0.0188,4.835976e-07,-5.7229904e-08
0.0189,4.8397806e-07,-7.3853997e-08
0.018999999,4.8383612e-07,-9.0479951e-08
0.019099999,4.8317241e-07,-1.0709089e-07
0.019200001,4.8198814e-07,-1.2366988e-07
0.019300001,4.8027744e-07,-1.4020725e-07
0.019400001,4.780465e-07,-1.5668245e-07
0.0195,4.7529807e-07,-1.7307883e-07
0.0196,4.7203503e-07,-1.8938017e-07
0.0197,4.6826085e-07,-2.0557036e-07
0.0198,4.6397957e-07,-2.2163336e-07
0.0199,4.5919586e-07,-2.3755328e-07
0.02,4.5391488e-07,-2.5331434e-07
0.020099999,4.4814246e-07,-2.6890092e-07
0.020199999,4.4188107e-07,-2.842979e-07
0.020300001,4.3513413e-07,-2.9949024e-07
0.020400001,4.2791214e-07,-3.1446268e-07
0.020500001,4.2022239e-07,-3.2920047e-07
0.0206,4.1207267e-07,-3.4368904e-07
0.0207,4.0347129e-07,-3.579141e-07
0.0208,3.944271e-07,-3.7186166e-07
0.0209,3.8494946e-07,-3.8551801e-07
0.021,3.7504824e-07,-3.9886967e-07
0.0211,3.6473381e-07,-4.1190356e-07
0.021199999,3.5400817e-07,-4.2460499e-07
0.021299999,3.4288749e-07,-4.3696255e-07
0.021400001,3.3138303e-07,-4.4896402e-07
0.021500001,3.1950634e-07,-4.6059753e-07
0.021600001,3.0726937e-07,-4.7185159e-07
0.0217,2.9468453e-07,-4.8271505e-07
0.0218,2.8176456e-07,-4.9317725e-07
0.0219,2.6852271e-07,-5.0322785e-07
0.022,2.5497255e-07,-5.1285701e-07
0.0221,2.411243e-07,-5.2205462e-07
0.0222,2.2698956e-07,-5.3081123e-07
0.022299999,2.1258556e-07,-5.3911884e-07
0.022399999,1.979267e-07,-5.4696932e-07
0.022500001,1.8302759e-07,-5.543551e-07
0.022600001,1.679032e-07,-5.6126896e-07
0.022700001,1.5256873e-07,-5.6770438e-07
0.0228,1.3703969e-07,-5.7365526e-07
0.0229,1.2133182e-07,-5.7911609e-07
0.023,1.054611e-07,-5.8408193e-07
0.0231,8.9436412e-08,-5.8854135e-07
0.0232,7.3278393e-08,-5.9249453e-07
0.0233,5.7003092e-08,-5.9593765e-07
0.023399999,4.0626681e-08,-5.9886742e-07
0.023499999,2.4165482e-08,-6.0128104e-07
0.023600001,7.6359337e-09,-6.0317643e-07
0.023700001,-8.9454177e-09,-6.0455204e-07
0.023800001,-2.5561926e-08,-6.0540674e-07
0.0239,-4.2196856e-08,-6.057403e-07
0.024,-5.8835838e-08,-6.0554891e-07
0.0241,-7.5463383e-08,-6.048312e-07
0.0242,-9.2061249e-08,-6.0359082e-07
0.0243,-1.0861299e-07,-6.0182907e-07
0.0244,-1.2510218e-07,-5.9954772e-07
0.024499999,-1.4151242e-07,-5.9674932e-07
0.024599999,-1.578274e-07,-5.9343677e-07
0.024700001,-1.7403087e-07,-5.8961371e-07
0.024800001,-1.9010665e-07,-5.8528434e-07
0.024900001,-2.0603875e-07,-5.8045316e-07
0.025,-2.2181383e-07,-5.7511801e-07
0.0251,-2.374146e-07,-5.6928917e-07
0.0252,-2.528256e-07,-5.6297245e-07
0.0253,-2.6803161e-07,-5.5617431e-07
0.0254,-2.8301758e-07,-5.4890171e-07
0.0255,-2.9776871e-07,-5.4116208e-07
0.025599999,-3.1227037e-07,-5.3296344e-07
0.025699999,-3.2650829e-07,-5.2431449e-07
0.025800001,-3.4046832e-07,-5.1522426e-07
0.025900001,-3.5413672e-07,-5.0569724e-07
0.026000001,-3.6749995e-07,-4.9574146e-07
0.0261,-3.8054486e-07,-4.8537009e-07
0.0262,-3.9325857e-07,-4.7459352e-07
0.0263,-4.0562858e-07,-4.6342254e-07
0.0264,-4.1764272e-07,-4.518684e-07
0.0265,-4.2928923e-07,-4.399428e-07
0.0266,-4.405567e-07,-4.2765785e-07
0.026699999,-4.514342e-07,-4.1502622e-07
0.026799999,-4.6191093e-07,-4.0206032e-07
0.026900001,-4.7197412e-07,-3.887655e-07
0.027000001,-4.8161564e-07,-3.7516031e-07
0.027100001,-4.9082604e-07,-3.6125829e-07
0.0272,-4.9959624e-07,-3.4707321e-07
0.0273,-5.0791772e-07,-3.3261927e-07
0.0274,-5.1578246e-07,-3.1791092e-07
0.0275,-5.2318279e-07,-3.0296295e-07
0.0276,-5.3011178e-07,-2.8779041e-07
0.0277,-5.3656277e-07,-2.7240878e-07
0.027799999,-5.4252689e-07,-2.5682979e-07
0.027899999,-5.479979e-07,-2.4106822e-07
0.028000001,-5.5297198e-07,-2.2514186e-07
0.028100001,-5.5744437e-07,-2.0906653e-07
0.028200001,-5.6141079e-07,-1.928582e-07
0.0283,-5.6486749e-07,-1.7653305e-07
0.0284,-5.678113e-07,-1.601074e-07
0.0285,-5.7023959e-07,-1.4359776e-07
0.0286,-5.7215044e-07,-1.2702074e-07
0.0287,-5.7354174e-07,-1.1039255e-07
0.0288,-5.7440627e-07,-9.3724481e-08
0.028899999,-5.7474767e-07,-7.7036802e-08
0.028999999,-5.745656e-07,-6.034599e-08
0.029100001,-5.738604e-07,-4.366856e-08
0.029200001,-5.7263304e-07,-2.7021036e-08
0.029300001,-5.7088494e-07,-1.0419931e-08
0.0294,-5.6861813e-07,6.1182606e-09
0.0295,-5.6583536e-07,2.2577074e-08
0.0296,-5.6253992e-07,3.8940097e-08
0.0297,-5.5873051e-07,5.5192857e-08
0.0298,-5.5441063e-07,7.1319448e-08
0.029899999,-5.4958718e-07,8.730305e-08
0.029999999,-5.4426505e-07,1.031279e-07
0.030099999,-5.3844963e-07,1.1877841e-07
0.030200001,-5.3214694e-07,1.3423912e-07
0.030300001,-5.2536353e-07,1.4949478e-07
0.030400001,-5.181065e-07,1.6453033e-07
0.0305,-5.1038353e-07,1.7933095e-07
0.0306,-5.0220177e-07,1.9388204e-07
0.0307,-4.9356225e-07,2.0816962e-07
0.0308,-4.8447902e-07,2.2217935e-07
0.0309,-4.749611e-07,2.3589745e-07
0.030999999,-4.6501802e-07,2.4931043e-07
0.031099999,-4.5465981e-07,2.6240511e-07
0.031199999,-4.4389705e-07,2.7516862e-07
0.031300001,-4.3274065e-07,2.8758851e-07
0.031399999,-4.2120212e-07,2.9965256e-07
0.031500001,-4.0929339e-07,3.1134905e-07
0.031599998,-3.970213e-07,3.2266553e-07
0.0317,-3.8439813e-07,3.3359089e-07
0.031800002,-3.7143883e-07,3.4411491e-07
0.0319,-3.5815631e-07,3.542273e-07
0.032000002,-3.4456386e-07,3.6391819e-07
0.032099999,-3.3067508e-07,3.7317821e-07
0.032200001,-3.1650401e-07,3.8199838e-07
0.032299999,-3.0206502e-07,3.903703e-07
0.032400001,-2.8737276e-07,3.9828595e-07
0.032499999,-2.7244113e-07,4.0573724e-07
0.032600001,-2.5727908e-07,4.127134e-07
0.032699998,-2.4190615e-07,4.1921032e-07
0.0328,-2.2633763e-07,4.2522174e-07
0.032900002,-2.1058896e-07,4.3074189e-07
0.033,-1.9467586e-07,4.3576549e-07
0.033100002,-1.7861423e-07,4.4028786e-07
0.033199999,-1.6242019e-07,4.4430485e-07
0.033300001,-1.4611004e-07,4.4781285e-07
0.033399999,-1.2970024e-07,4.508089e-07
0.033500001,-1.1320335e-07,4.5328605e-07
0.033599999,-9.6636121e-08,4.5524249e-07
0.0337,-8.001647e-08,4.5667801e-07
0.033799998,-6.3360858e-08,4.575914e-07
0.0339,-4.6685802e-08,4.5798197e-07
0.034000002,-3.0007879e-08,4.5784955e-07
0.0341,-1.3343693e-08,4.5719463e-07
0.034200002,3.2901211e-09,4.5601828e-07
0.034299999,1.9876927e-08,4.5432216e-07
0.034400001,3.6400792e-08,4.5210712e-07
0.034499999,5.2848151e-08,4.4936988e-07
0.034600001,6.9200546e-08,4.4611778e-07
0.034699999,8.5441826e-08,4.4235415e-07
0.0348,1.0155594e-07,4.3808294e-07
0.034899998,1.1752695e-07,4.3330863e-07
0.035,1.3333906e-07,4.2803626e-07
0.035100002,1.4897658e-07,4.2227148e-07
0.0352,1.6442405e-07,4.160205e-07
0.035300002,1.7966613e-07,4.0929012e-07
0.035399999,1.9468867e-07,4.0208127e-07
0.035500001,2.0947668e-07,3.9440243e-07
0.035599999,2.2401527e-07,3.8626331e-07
0.035700001,2.3829014e-07,3.7767214e-07
0.035799999,2.5228721e-07,3.6863761e-07
0.0359,2.6599275e-07,3.5916901e-07
0.035999998,2.7939325e-07,3.4927601e-07
0.0361,2.9247559e-07,3.3896885e-07
0.036200002,3.0522693e-07,3.2825832e-07
0.0363,3.1763452e-07,3.1715373e-07
0.036400001,3.2968529e-07,3.0566034e-07
0.036499999,3.4136815e-07,2.9379447e-07
0.036600001,3.5267158e-07,2.8156799e-07
0.036699999,3.6358452e-07,2.6899315e-07
0.036800001,3.7409635e-07,2.5608259e-07
0.036899999,3.841968e-07,2.4284941e-07
0.037,3.9387606e-07,2.2930708e-07
0.037099998,4.0312489e-07,2.1546938e-07
0.0372,4.1193434e-07,2.0135056e-07
0.037300002,4.2029316e-07,1.8695921e-07
0.0374,4.2819397e-07,1.7231119e-07
0.037500001,4.3562977e-07,1.5742266e-07
0.037599999,4.4259335e-07,1.4230849e-07
0.037700001,4.4907799e-07,1.2698378e-07
0.037799999,4.550775e-07,1.114639e-07
0.037900001,4.6058622e-07,9.5764499e-08
0.037999999,4.6559899e-07,7.9901426e-08
0.0381,4.7011125e-07,6.3890788e-08
0.038199998,4.7411757e-07,4.7747275e-08
0.0383,4.776104e-07,3.1482823e-08
0.038400002,4.8058951e-07,1.5117118e-08
0.0385,4.8305219e-07,-1.3335841e-09
0.038600001,4.8499606e-07,-1.7852914e-08
0.038699999,4.8641954e-07,-3.4424403e-08
0.038800001,4.8732147e-07,-5.1031492e-08
0.038899999,4.877013e-07,-6.7657545e-08
0.039000001,4.8755913e-07,-8.428588e-08
0.039099999,4.868956e-07,-1.0089973e-07
0.0392,4.8570587e-07,-1.1748592e-07
0.039299998,4.8399329e-07,-1.3402685e-07
0.0394,4.8176088e-07,-1.5050533e-07
0.039500002,4.7901113e-07,-1.6690502e-07
0.0396,4.7574693e-07,-1.8320968e-07
0.039700001,4.7197176e-07,-1.9940308e-07
0.039799999,4.676898e-07,-2.154691e-07
0.039900001,4.6290563e-07,-2.3139178e-07
0.039999999,4.5762462e-07,-2.4715524e-07
0.040100001,4.5185018e-07,-2.6274427e-07
0.040199999,4.4558325e-07,-2.781446e-07
0.0403,4.388346e-07,-2.9333995e-07
0.040399998,4.3161097e-07,-3.0831532e-07
0.0405,4.2391974e-07,-3.2305584e-07
0.040600002,4.1576877e-07,-3.3754699e-07
0.0407,4.0716643e-07,-3.5177445e-07
0.040800001,3.9812164e-07,-3.6572411e-07
0.040899999,3.8864385e-07,-3.7938221e-07
0.041000001,3.7874304e-07,-3.927353e-07
0.041099999,3.6842229e-07,-4.0576978e-07
0.041200001,3.5769469e-07,-4.1847292e-07
0.041299999,3.4657234e-07,-4.3083227e-07
0.0414,3.3506635e-07,-4.4283564e-07
0.041499998,3.2318832e-07,-4.5447126e-07
0.0416,3.1095027e-07,-4.6572765e-07
0.041700002,2.9836463e-07,-4.7659384e-07
0.0418,2.8544429e-07,-4.870592e-07
0.041900001,2.722025e-07,-4.971136e-07
0.041999999,2.5865043e-07,-5.0674629e-07
0.042100001,2.4479726e-07,-5.1594617e-07
0.042199999,2.3066087e-07,-5.247058e-07
0.042300001,2.1625533e-07,-5.3301648e-07
0.042399999,2.0159503e-07,-5.4087013e-07
0.0425,1.8669466e-07,-5.4825915e-07
0.042599998,1.7156923e-07,-5.5517637e-07
0.0427,1.5623399e-07,-5.6161514e-07
0.042800002,1.4070451e-07,-5.6756949e-07
0.0429,1.2499663e-07,-5.7303379e-07
0.043000001,1.0912026e-07,-5.7799832e-07
0.043099999,9.3093846e-08,-5.8246025e-07
0.043200001,7.6934164e-08,-5.8641598e-07
0.043299999,6.0657293e-08,-5.8986171e-07
0.043400001,4.4279442e-08,-5.9279409e-07
0.043499999,2.7816979e-08,-5.9521051e-07
0.0436,1.1286384e-08,-5.9710879e-07
0.043699998,-5.2957385e-09,-5.9848747e-07
0.0438,-2.1912681e-08,-5.9934558e-07
0.043900002,-3.8549381e-08,-5.9968028e-07
0.044,-5.5191741e-08,-5.9948798e-07
0.044100001,-7.1820857e-08,-5.9877226e-07
0.044199999,-8.8420251e-08,-5.9753404e-07
0.044300001,-1.0497345e-07,-5.9577462e-07
0.044399999,-1.2146401e-07,-5.93496e-07
0.044500001,-1.3787552e-07,-5.9070061e-07
0.044599999,-1.5419162e-07,-5.873917e-07
0.0447,-1.7039605e-07,-5.835729e-07
0.044799998,-1.8647259e-07,-5.7924854e-07
0.0449,-2.0240766e-07,-5.7441582e-07
0.045000002,-2.1818428e-07,-5.690834e-07
0.0451,-2.3378657e-07,-5.6325729e-07
0.045200001,-2.491991e-07,-5.5694358e-07
0.045299999,-2.6440662e-07,-5.5014851e-07
0.045400001,-2.793941e-07,-5.4287921e-07
0.045499999,-2.9414673e-07,-5.351431e-07
0.045600001,-3.0864985e-07,-5.2694827e-07
0.045699999,-3.2288918e-07,-5.1830335e-07
0.0458,-3.3685066e-07,-5.092142e-07
0.045899998,-3.5052059e-07,-4.9968611e-07
0.046,-3.6388539e-07,-4.8973266e-07
0.046100002,-3.7693187e-07,-4.7936373e-07
0.0462,-3.896472e-07,-4.6858969e-07
0.046300001,-4.0201886e-07,-4.5742144e-07
0.046399999,-4.140347e-07,-4.4587026e-07
0.046500001,-4.2568297e-07,-4.3394795e-07
0.046599999,-4.3695226e-07,-4.2166673e-07
0.046700001,-4.4783164e-07,-4.0903927e-07
0.046799999,-4.5830816e-07,-3.9607059e-07
0.0469,-4.683728e-07,-3.8277787e-07
0.046999998,-4.7801581e-07,-3.691749e-07
0.0471,-4.8722774e-07,-3.5527526e-07
0.047200002,-4.9599959e-07,-3.410928e-07
0.0473,-5.0432288e-07,-3.2664173e-07
0.047400001,-5.121895e-07,-3.1193665e-07
0.047499999,-5.1959194e-07,-2.9699243e-07
0.047600001,-5.2652325e-07,-2.8182424e-07
0.047699999,-5.3297487e-07,-2.6644457e-07
0.047800001,-5.3893876e-07,-2.5086595e-07
0.047899999,-5.4441114e-07,-2.3510701e-07
0.048,-5.4938675e-07,-2.1918335e-07
0.048099998,-5.5386079e-07,-2.031108e-07
0.0482,-5.5782897e-07,-1.869054e-07
0.048300002,-5.6128766e-07,-1.7058329e-07
0.0484,-5.6423374e-07,-1.5416086e-07
0.048500001,-5.6666465e-07,-1.3765462e-07
0.048599999,-5.685784e-07,-1.2108123e-07
0.048700001,-5.6996697e-07,-1.0445181e-07
0.048799999,-5.7083292e-07,-8.7786063e-08
0.048900001,-5.7117575e-07,-7.1100722e-08
0.048999999,-5.7099527e-07,-5.4412293e-08
0.0491,-5.7029183e-07,-3.7737326e-08
0.049199998,-5.6906646e-07,-2.1092376e-08
0.0493,-5.6732057e-07,-4.4939941e-09
0.049400002,-5.6505644e-07,1.2041277e-08
0.0495,-5.6227668e-07,2.8496924e-08
0.049600001,-5.5898107e-07,4.4857973e-08
0.049699999,-5.5517046e-07,6.1109347e-08
0.049800001,-5.5085195e-07,7.7233601e-08
0.049899999,-5.4602998e-07,9.3214837e-08
0.050000001,-5.4070944e-07,1.0903727e-07
0.050099999,-5.3489589e-07,1.2468527e-07
0.0502,-5.2859536e-07,1.4014338e-07
0.050299998,-5.2181446e-07,1.5539634e-07
0.0504,-5.1456038e-07,1.7042903e-07
0.050500002,-5.0684088e-07,1.852266e-07
0.0506,-4.9865514e-07,1.997753e-07
0.050700001,-4.9001699e-07,2.1406026e-07
0.050799999,-4.8093511e-07,2.2806739e-07
0.050900001,-4.7141873e-07,2.4178294e-07
0.050999999,-4.6147741e-07,2.5519341e-07
0.051100001,-4.5112122e-07,2.6828565e-07
0.051199999,-4.4036079e-07,2.8104682e-07
0.0513,-4.2920712e-07,2.9346447e-07
0.051399998,-4.1767183e-07,3.0552644e-07
0.0515,-4.0576279e-07,3.1722018e-07
0.051600002,-3.9348956e-07,3.2853373e-07
0.0517,-3.8086776e-07,3.394567e-07
0.051800001,-3.6790993e-07,3.4997836e-07
0.051899999,-3.5462904e-07,3.6008848e-07
0.052000001,-3.410384e-07,3.6977718e-07
0.052099999,-3.2715175e-07,3.7903513e-07
0.052200001,-3.129831e-07,3.8785336e-07
0.052299999,-2.9854692e-07,3.962235e-07
0.0524,-2.838579e-07,4.041375e-07
0.052499998,-2.6892295e-07,4.1158353e-07
0.0526,-2.5376221e-07,4.1855716e-07
0.052700002,-2.3839068e-07,4.2505164e-07
0.0528,-2.2282364e-07,4.3106073e-07
0.052900001,-2.0707662e-07,4.365786e-07
0.052999999,-1.9116537e-07,4.4160012e-07
0.053100001,-1.7510584e-07,4.4612059e-07
0.053199999,-1.589142e-07,4.501359e-07
0.053300001,-1.4260684e-07,4.5364254e-07
0.053399999,-1.2619712e-07,4.5663433e-07
0.0535,-1.0970005e-07,4.5910713e-07
0.053599998,-9.313419e-08,4.6106095e-07
0.0537,-7.6515981e-08,4.6249397e-07
0.053800002,-5.9861897e-08,4.6340503e-07
0.0539,-4.3188496e-08,4.6379347e-07
0.054000001,-2.6512382e-08,4.6365921e-07
0.054099999,-9.8502015e-09,4.6300281e-07
0.054200001,6.7813679e-09,4.6182538e-07
0.054299999,2.3365789e-08,4.6012843e-07
0.054400001,3.9890491e-08,4.5790631e-07
0.054499999,5.6336454e-08,4.5516654e-07
0.0546,7.2687428e-08,4.5191203e-07
0.054699998,8.8927258e-08,4.4814612e-07
0.0548,1.0503987e-07,4.4387281e-07
0.054900002,1.2100931e-07,4.3909665e-07
0.055,1.3681976e-07,4.3382275e-07
0.055100001,1.5245554e-07,4.2805681e-07
0.055199999,1.6790112e-07,4.2180511e-07
0.055300001,1.8314202e-07,4.1506979e-07
0.055399999,1.9816345e-07,4.0785633e-07
0.055500001,2.1295003e-07,4.0017494e-07
0.055599999,2.2748722e-07,3.920334e-07
0.0557,2.4176066e-07,3.8343995e-07
0.055799998,2.5575636e-07,3.7440341e-07
0.0559,2.6946049e-07,3.6493307e-07
0.056000002,2.8285962e-07,3.5503868e-07
0.0561,2.9594057e-07,3.4473061e-07
0.056200001,3.0869049e-07,3.3401909e-07
