"Time","mass.v","massQS.v"
0.0122,3.2762775e-09,0.00014391828
0.0123,3.4603653e-09,0.00014556236
0.0124,3.6527141e-09,0.0001472056
0.0125,3.8535464e-09,0.00014884798
0.0126,4.0630845e-09,0.00015048943
0.0127,4.2815516e-09,0.00015212993
0.0128,4.5091699e-09,0.0001537694
0.0129,4.7461617e-09,0.00015540782
0.013,4.9927502e-09,0.00015704513
0.0131,5.249158e-09,0.00015868127
0.0132,5.5203508e-09,0.00016031765
0.0133,5.8035159e-09,0.0001619533
0.0134,6.0987242e-09,0.00016358813
0.0135,6.4063697e-09,0.00016522213
0.0136,6.7268555e-09,0.00016685532
0.0137,7.0605921e-09,0.00016848769
0.0138,7.4079969e-09,0.00017011927
0.0139,7.7694962e-09,0.00017175007
0.014,8.1455225e-09,0.0001733801
0.0141,8.5365173e-09,0.00017500939
0.0142,8.9429291e-09,0.00017663797
0.0143,9.3652153e-09,0.00017826584
0.0144,9.8038395e-09,0.00017989303
0.0145,1.0260242e-08,0.00018151909
0.0146,1.0734774e-08,0.00018314413
0.0147,1.1227534e-08,0.00018476837
0.0148,1.1739067e-08,0.00018639182
0.0149,1.2269932e-08,0.00018801446
0.015,1.282069e-08,0.00018963634
0.0151,1.339192e-08,0.00019125747
0.0152,1.3984208e-08,0.00019287785
0.0153,1.4598148e-08,0.00019449751
0.0154,1.5234349e-08,0.00019611645
0.0155,1.5893423e-08,0.00019773471
0.0156,1.6575999e-08,0.0001993523
0.015699999,1.728271e-08,0.00020096924
0.015799999,1.8014669e-08,0.00020258536
0.015900001,1.8773035e-08,0.00020420045
0.016000001,1.9557874e-08,0.00020581479
0.016100001,2.0369905e-08,0.00020742841
0.0162,2.1209859e-08,0.0002090413
0.0163,2.2078478e-08,0.00021065348
0.0164,2.2976517e-08,0.00021226495
0.0165,2.3904741e-08,0.00021387571
0.0166,2.4863928e-08,0.00021548579
0.0167,2.585487e-08,0.00021709521
0.016799999,2.6878366e-08,0.00021870394
0.016899999,2.7935233e-08,0.00022031202
0.017000001,2.9026296e-08,0.00022191944
0.017100001,3.0152393e-08,0.00022352625
0.017200001,3.1314372e-08,0.00022513242
0.0173,3.2513096e-08,0.00022673798
0.0174,3.3749437e-08,0.00022834292
0.0175,3.5024286e-08,0.0002299473
0.0176,3.6338534e-08,0.00023155109
0.0177,3.7693098e-08,0.00023315432
0.0178,3.9088892e-08,0.000234757
0.017899999,4.0526853e-08,0.00023635915
0.017999999,4.200793e-08,0.00023796079
0.018100001,4.3533074e-08,0.00023956191
0.018200001,4.510326e-08,0.00024116255
0.018300001,4.6719464e-08,0.00024276272
0.0184,4.8382681e-08,0.00024436243
0.0185,5.0101143e-08,0.0002459613
0.0186,5.1871258e-08,0.00024755963
0.0187,5.3692936e-08,0.00024915746
0.0188,5.556733e-08,0.00025075482
0.0189,5.7495605e-08,0.00025235172
0.018999999,5.9478943e-08,0.00025394818
0.019099999,6.1518541e-08,0.00025554418
0.019200001,6.3615616e-08,0.00025713976
0.019300001,6.5771388e-08,0.00025873494
0.019400001,6.7987109e-08,0.00026032972
0.0195,7.0264036e-08,0.00026192408
0.0196,7.2603434e-08,0.0002635181
0.0197,7.5006604e-08,0.00026511174
0.0198,7.7474851e-08,0.00026670503
0.0199,8.0009485e-08,0.000268298
0.02,8.2611848e-08,0.00026989062
0.020099999,8.528329e-08,0.00027148298
0.020199999,8.8025182e-08,0.00027307501
0.020300001,9.0838896e-08,0.00027466676
0.020400001,9.3725838e-08,0.00027625827
0.020500001,9.6687415e-08,0.00027784953
0.0206,9.9725057e-08,0.00027944054
0.0207,1.0284021e-07,0.00028103133
0.0208,1.0603433e-07,0.00028262191
0.0209,1.0930889e-07,0.00028421232
0.021,1.1266538e-07,0.00028580255
0.0211,1.1611019e-07,0.00028739238
0.021199999,1.1965271e-07,0.00028898136
0.021299999,1.2328417e-07,0.00029057011
0.021400001,1.2700629e-07,0.0002921586
0.021500001,1.3082078e-07,0.00029374682
0.021600001,1.3472939e-07,0.00029533484
0.0217,1.387339e-07,0.00029692263
0.0218,1.4283606e-07,0.00029851022
0.0219,1.470377e-07,0.00030009757
0.022,1.5134064e-07,0.00030168475
0.0221,1.557467e-07,0.00030327172
0.0222,1.6025777e-07,0.00030485849
0.022299999,1.6487571e-07,0.00030644512
0.022399999,1.6960244e-07,0.00030803157
0.022500001,1.7443988e-07,0.00030961784
0.022600001,1.7938993e-07,0.00031120397
0.022700001,1.8445458e-07,0.00031278995
0.0228,1.8963581e-07,0.00031437579
0.0229,1.9493561e-07,0.00031596152
0.023,2.00356e-07,0.00031754712
0.0231,2.05899e-07,0.00031913258
0.0232,2.115667e-07,0.00032071795
0.0233,2.1736113e-07,0.00032230324
0.023399999,2.2328442e-07,0.00032388841
0.023499999,2.2933867e-07,0.00032547352
0.023600001,2.3552602e-07,0.00032705851
0.023700001,2.4184862e-07,0.00032864348
0.023800001,2.4832553e-07,0.00033022833
0.0239,2.5495007e-07,0.00033181315
0.024,2.6171966e-07,0.00033339791
0.0241,2.6863671e-07,0.00033498261
0.0242,2.7570371e-07,0.00033656729
0.0243,2.8292311e-07,0.00033815193
0.0244,2.9029738e-07,0.00033973655
0.024499999,2.9782905e-07,0.00034132114
0.024599999,3.0552064e-07,0.00034290575
0.024700001,3.1337476e-07,0.00034449034
0.024800001,3.2139394e-07,0.00034607493
0.024900001,3.2958084e-07,0.00034765954
0.025,3.3793808e-07,0.00034924416
0.0251,3.4646831e-07,0.00035082881
0.0252,3.5517422e-07,0.00035241348
0.0253,3.6405851e-07,0.00035399821
0.0254,3.7312392e-07,0.00035558298
0.0255,3.823732e-07,0.0003571678
0.025599999,3.9180912e-07,0.00035875264
0.025699999,4.0143453e-07,0.00036033758
0.025800001,4.1125219e-07,0.0003619226
0.025900001,4.2126501e-07,0.00036350769
0.026000001,4.3147583e-07,0.00036509286
0.0261,4.4188755e-07,0.00036667811
0.0262,4.5250309e-07,0.00036826346
0.0263,4.6332542e-07,0.00036984892
0.0264,4.7436274e-07,0.00037143446
0.0265,4.8563373e-07,0.00037302013
0.0266,4.9712401e-07,0.00037460591
0.026699999,5.0883676e-07,0.00037619181
0.026799999,5.2077542e-07,0.00037777782
0.026900001,5.329432e-07,0.00037936398
0.027000001,5.4534343e-07,0.00038095028
0.027100001,5.5797949e-07,0.00038253673
0.0272,5.7085487e-07,0.00038412336
0.0273,5.8397285e-07,0.0003857101
0.0274,5.9733696e-07,0.00038729704
0.0275,6.1095074e-07,0.00038888413
0.0276,6.2481757e-07,0.0003904714
0.0277,6.3894112e-07,0.00039205886
0.027799999,6.5332495e-07,0.00039364651
0.027899999,6.6797259e-07,0.00039523432
0.028000001,6.8288767e-07,0.00039682238
0.028100001,6.980739e-07,0.0003984106
0.028200001,7.1353497e-07,0.00039999906
0.0283,7.2927457e-07,0.00040158769
0.0284,7.4529652e-07,0.00040317659
0.0285,7.6160444e-07,0.00040476568
0.0286,7.7820226e-07,0.00040635502
0.0287,7.950938e-07,0.00040794458
0.0288,8.1228291e-07,0.00040953438
0.028899999,8.2977346e-07,0.00041112443
0.028999999,8.4756937e-07,0.00041271473
0.029100001,8.656915e-07,0.00041430528
0.029200001,8.8413799e-07,0.00041589612
0.029300001,9.0290541e-07,0.00041748723
0.0294,9.2199804e-07,0.0004190786
0.0295,9.4142018e-07,0.00042067026
0.0296,9.6117617e-07,0.00042226218
0.0297,9.812702e-07,0.00042385442
0.0298,1.0017069e-06,0.00042544692
0.029899999,1.0224906e-06,0.00042703975
0.029999999,1.0436256e-06,0.00042863286
0.030099999,1.0651166e-06,0.00043022627
0.030200001,1.086968e-06,0.00043182002
0.030300001,1.1091845e-06,0.00043341407
0.030400001,1.1317705e-06,0.00043500843
0.0305,1.1547309e-06,0.00043660312
0.0306,1.17807e-06,0.00043819816
0.0307,1.2017928e-06,0.00043979351
0.0308,1.2259038e-06,0.00044138922
0.0309,1.250408e-06,0.00044298527
0.030999999,1.27531e-06,0.00044458167
0.031099999,1.3006146e-06,0.0004461784
0.031199999,1.3263269e-06,0.0004477755
0.031300001,1.3524516e-06,0.00044937298
0.031399999,1.3789937e-06,0.00045097081
0.031500001,1.4059582e-06,0.00045256902
0.031599998,1.43335e-06,0.00045416757
0.0317,1.4611768e-06,0.00045576654
0.031800002,1.489459e-06,0.00045736594
0.0319,1.518187e-06,0.00045896572
0.032000002,1.5473661e-06,0.00046056591
0.032099999,1.5770017e-06,0.00046216647
0.032200001,1.6070994e-06,0.00046376747
0.032299999,1.6376647e-06,0.00046536888
0.032400001,1.6687031e-06,0.0004669707
0.032499999,1.7002203e-06,0.00046857295
0.032600001,1.7322218e-06,0.00047017564
0.032699998,1.7647135e-06,0.00047177874
0.0328,1.797701e-06,0.00047338227
0.032900002,1.8311902e-06,0.00047498627
0.033,1.8651867e-06,0.00047659071
0.033100002,1.8996966e-06,0.00047819558
0.033199999,1.9347258e-06,0.00047980092
0.033300001,1.9702804e-06,0.00048140669
0.033399999,2.0063662e-06,0.00048301296
0.033500001,2.0429893e-06,0.0004846197
0.033599999,2.080156e-06,0.0004862269
0.0337,2.1178723e-06,0.00048783456
0.033799998,2.1561443e-06,0.00048944273
0.0339,2.1949786e-06,0.00049105135
0.034000002,2.2343813e-06,0.0004926605
0.0341,2.2743588e-06,0.00049427012
0.034200002,2.3149175e-06,0.00049588026
0.034299999,2.3560638e-06,0.00049749092
0.034400001,2.3978041e-06,0.00049910205
0.034499999,2.4401452e-06,0.00050071371
0.034600001,2.4830933e-06,0.00050232589
0.034699999,2.5266556e-06,0.00050393859
0.0348,2.5708384e-06,0.00050555181
0.034899998,2.6156486e-06,0.00050716556
0.035,2.6610928e-06,0.00050877983
0.035100002,2.7071783e-06,0.00051039463
0.0352,2.7539115e-06,0.00051201001
0.035300002,2.8012996e-06,0.00051362597
0.035399999,2.8493496e-06,0.0005152424
0.035500001,2.8980685e-06,0.00051685947
0.035599999,2.9474634e-06,0.00051847706
0.035700001,2.9975413e-06,0.00052009517
0.035799999,3.0483097e-06,0.00052171393
0.0359,3.0997758e-06,0.0005233332
0.035999998,3.1519467e-06,0.00052495307
0.0361,3.2048297e-06,0.00052657357
0.036200002,3.2584326e-06,0.00052819459
0.0363,3.3127626e-06,0.00052981626
0.036400001,3.3678273e-06,0.00053143851
0.036499999,3.4236341e-06,0.00053306133
0.036600001,3.4801908e-06,0.0005346848
0.036699999,3.5375051e-06,0.00053630886
0.036800001,3.5955845e-06,0.00053793349
0.036899999,3.654437e-06,0.00053955882
0.037,3.7140701e-06,0.00054118474
0.037099998,3.7744899e-06,0.00054281123
0.0372,3.8357057e-06,0.00054443843
0.037300002,3.8977259e-06,0.00054606621
0.0374,3.9605584e-06,0.00054769462
0.037500001,4.0242107e-06,0.00054932368
0.037599999,4.0886921e-06,0.00055095344
0.037700001,4.1540097e-06,0.00055258378
0.037799999,4.2201727e-06,0.00055421481
0.037900001,4.2871884e-06,0.00055584649
0.037999999,4.3550658e-06,0.00055747881
0.0381,4.4238127e-06,0.00055911182
0.038199998,4.4934382e-06,0.00056074554
0.0383,4.5639508e-06,0.00056237989
0.038400002,4.6353584e-06,0.00056401495
0.0385,4.7076701e-06,0.00056565064
0.038600001,4.7808944e-06,0.00056728709
0.038699999,4.8550401e-06,0.00056892418
0.038800001,4.9301157e-06,0.00057056197
0.038899999,5.0061303e-06,0.00057220052
0.039000001,5.0830931e-06,0.0005738397
0.039099999,5.1610127e-06,0.00057547964
0.0392,5.2398977e-06,0.00057712029
0.039299998,5.3197577e-06,0.00057876162
0.0394,5.4006018e-06,0.00058040372
0.039500002,5.4824391e-06,0.00058204652
0.0396,5.5652786e-06,0.00058369001
0.039700001,5.6491294e-06,0.00058533432
0.039799999,5.7340012e-06,0.00058697932
0.039900001,5.819903e-06,0.00058862509
0.039999999,5.9068448e-06,0.00059027155
0.040100001,5.9948356e-06,0.00059191883
0.040199999,6.0838852e-06,0.00059356686
0.0403,6.1740034e-06,0.00059521559
0.040399998,6.2651998e-06,0.00059686514
0.0405,6.3574839e-06,0.00059851544
0.040600002,6.4508654e-06,0.00060016656
0.0407,6.5453546e-06,0.00060181838
0.040800001,6.6409611e-06,0.00060347101
0.040899999,6.737695e-06,0.00060512446
0.041000001,6.8355662e-06,0.00060677866
0.041099999,6.9345851e-06,0.00060843368
0.041200001,7.0347614e-06,0.00061008951
0.041299999,7.1361055e-06,0.0006117461
0.0414,7.2386274e-06,0.00061340356
0.041499998,7.342338e-06,0.00061506178
0.0416,7.4472473e-06,0.00061672082
0.041700002,7.5533658e-06,0.00061838073
0.0418,7.6607039e-06,0.00062004145
0.041900001,7.7692721e-06,0.00062170293
0.041999999,7.8790808e-06,0.00062336534
0.042100001,7.990142e-06,0.00062502851
0.042199999,8.1024655e-06,0.00062669255
0.042300001,8.2160614e-06,0.00062835746
0.042399999,8.3309387e-06,0.00063002319
0.0425,8.4471112e-06,0.00063168979
0.042599998,8.5645897e-06,0.00063335727
0.0427,8.6833843e-06,0.00063502556
0.042800002,8.8035058e-06,0.00063669478
0.0429,8.924967e-06,0.00063836481
0.043000001,9.047777e-06,0.00064003578
0.043099999,9.1719494e-06,0.00064170756
0.043200001,9.2974933e-06,0.00064338028
0.043299999,9.4244215e-06,0.00064505386
0.043400001,9.5527457e-06,0.00064672838
0.043499999,9.682476e-06,0.00064840377
0.0436,9.8136243e-06,0.00065008004
0.043699998,9.9462031e-06,0.00065175723
0.0438,1.0080224e-05,0.00065343536
0.043900002,1.0215698e-05,0.00065511442
0.044,1.0352637e-05,0.00065679435
0.044100001,1.0491053e-05,0.00065847527
0.044199999,1.0630959e-05,0.00066015706
0.044300001,1.0772365e-05,0.00066183979
0.044399999,1.0915285e-05,0.0006635235
0.044500001,1.105973e-05,0.00066520809
0.044599999,1.1205712e-05,0.00066689367
0.0447,1.1353245e-05,0.00066858024
0.044799998,1.1502339e-05,0.00067026773
0.0449,1.1653007e-05,0.00067195616
0.045000002,1.1805262e-05,0.00067364558
0.0451,1.1959113e-05,0.00067533593
0.045200001,1.2114576e-05,0.00067702733
0.045299999,1.2271664e-05,0.00067871966
0.045400001,1.2430387e-05,0.00068041298
0.045499999,1.259076e-05,0.00068210729
0.045600001,1.2752796e-05,0.00068380259
0.045699999,1.2916506e-05,0.00068549888
0.0458,1.3081904e-05,0.00068719615
0.045899998,1.3249003e-05,0.00068889448
0.046,1.3417816e-05,0.00069059379
0.046100002,1.3588357e-05,0.0006922941
0.0462,1.3760637e-05,0.00069399545
0.046300001,1.393467e-05,0.00069569785
0.046399999,1.4110471e-05,0.00069740124
0.046500001,1.4288052e-05,0.00069910567
0.046599999,1.4467425e-05,0.00070081116
0.046700001,1.4648606e-05,0.00070251769
0.046799999,1.4831608e-05,0.00070422527
0.0469,1.5016443e-05,0.00070593384
0.046999998,1.5203126e-05,0.00070764351
0.0471,1.5391672e-05,0.0007093543
0.047200002,1.5582091e-05,0.00071106607
0.0473,1.57744e-05,0.00071277894
0.047400001,1.5968613e-05,0.00071449293
0.047499999,1.6164742e-05,0.00071620796
0.047600001,1.6362803e-05,0.00071792403
0.047699999,1.6562808e-05,0.00071964128
0.047800001,1.6764774e-05,0.00072135957
0.047899999,1.6968714e-05,0.00072307896
0.048,1.717464e-05,0.00072479947
0.048099998,1.738257e-05,0.00072652107
0.0482,1.7592516e-05,0.00072824379
0.048300002,1.7804494e-05,0.00072996767
0.0484,1.8018516e-05,0.00073169259
0.048500001,1.8234601e-05,0.00073341868
0.048599999,1.845276e-05,0.00073514594
0.048700001,1.867301e-05,0.0007368743
0.048799999,1.8895365e-05,0.00073860382
0.048900001,1.911984e-05,0.00074033445
0.048999999,1.9346449e-05,0.00074206624
0.0491,1.9575207e-05,0.00074379926
0.049199998,1.9806132e-05,0.00074553338
0.0493,2.0039237e-05,0.00074726867
0.049400002,2.0274536e-05,0.00074900512
0.0495,2.0512047e-05,0.00075074274
0.049600001,2.0751782e-05,0.00075248157
0.049699999,2.0993761e-05,0.00075422158
0.049800001,2.1237996e-05,0.0007559628
0.049899999,2.1484504e-05,0.00075770519
0.050000001,2.17333e-05,0.00075944874
0.050099999,2.1984399e-05,0.00076119357
0.0502,2.2237818e-05,0.00076293957
0.050299998,2.249357e-05,0.00076468685
0.0504,2.2751665e-05,0.00076643529
0.050500002,2.3012126e-05,0.00076818501
0.0506,2.327497e-05,0.0007699359
0.050700001,2.3540211e-05,0.00077168806
0.050799999,2.3807868e-05,0.00077344151
0.050900001,2.4077955e-05,0.00077519618
0.050999999,2.4350489e-05,0.00077695207
0.051100001,2.4625486e-05,0.00077870925
0.051199999,2.4902964e-05,0.0007804677
0.0513,2.5182937e-05,0.00078222738
0.051399998,2.5465422e-05,0.00078398839
0.0515,2.5750438e-05,0.00078575063
0.051600002,2.6038e-05,0.0007875142
0.0517,2.6328124e-05,0.00078927906
0.051800001,2.6620828e-05,0.0007910452
0.051899999,2.6916128e-05,0.00079281261
0.052000001,2.7214041e-05,0.00079458137
0.052099999,2.7514585e-05,0.00079635141
0.052200001,2.7817776e-05,0.00079812278
0.052299999,2.8123632e-05,0.0007998955
0.0524,2.8432169e-05,0.00080166949
0.052499998,2.8743405e-05,0.00080344488
0.0526,2.9057357e-05,0.00080522156
0.052700002,2.9374043e-05,0.00080699963
0.0528,2.9693481e-05,0.00080877903
0.052900001,3.0015688e-05,0.00081055978
0.052999999,3.0340681e-05,0.00081234187
0.053100001,3.0668478e-05,0.00081412535
0.053199999,3.0999097e-05,0.00081591023
0.053300001,3.1332554e-05,0.00081769645
0.053399999,3.1668871e-05,0.00081948406
0.0535,3.2008062e-05,0.00082127308
0.053599998,3.2350148e-05,0.00082306348
0.0537,3.2695145e-05,0.00082485529
0.053800002,3.304307e-05,0.00082664849
0.0539,3.3393946e-05,0.0008284431
0.054000001,3.3747787e-05,0.00083023915
0.054099999,3.4104614e-05,0.0008320366
0.054200001,3.4464443e-05,0.00083383551
0.054299999,3.4827292e-05,0.00083563587
0.054400001,3.5193185e-05,0.00083743763
0.054499999,3.5562134e-05,0.00083924085
0.0546,3.5934161e-05,0.00084104552
0.054699998,3.6309284e-05,0.00084285164
0.0548,3.6687525e-05,0.00084465928
0.054900002,3.7068898e-05,0.00084646832
0.055,3.7453425e-05,0.00084827887
0.055100001,3.784111e-05,0.00085009087
0.055199999,3.8231967e-05,0.00085190439
0.055300001,3.8626036e-05,0.00085371942
0.055399999,3.9023333e-05,0.00085553591
0.055500001,3.942387e-05,0.00085735391
0.055599999,3.9827679e-05,0.00085917342
0.0557,4.0234772e-05,0.00086099445
0.055799998,4.0645169e-05,0.00086281705
0.0559,4.1058887e-05,0.0008646411
0.056000002,4.1475952e-05,0.00086646673
0.0561,4.1896379e-05,0.00086829392
0.056200001,4.2320189e-05,0.00087012263
0.056299999,4.2747401e-05,0.00087195291
0.056400001,4.3178035e-05,0.00087378477
0.056499999,4.3612112e-05,0.00087561813
0.056600001,4.4049651e-05,0.00087745313
0.056699999,4.4490676e-05,0.0008792897
0.0568,4.4935201e-05,0.00088112784
0.056899998,4.5383247e-05,0.00088296755
0.057,4.5834837e-05,0.00088480889
0.057100002,4.6289992e-05,0.00088665186
0.0572,4.674873e-05,0.0008884964
0.057300001,4.7211073e-05,0.00089034258
0.057399999,4.7677036e-05,0.00089219038
0.057500001,4.8146649e-05,0.00089403981
0.057599999,4.8619928e-05,0.00089589087
0.057700001,4.9096892e-05,0.00089774356
0.057799999,4.9577564e-05,0.00089959794
0.0579,5.0061964e-05,0.00090145395
0.057999998,5.0550112e-05,0.00090331159
0.0581,5.1042032e-05,0.00090517098
0.058200002,5.1537743e-05,0.00090703199
0.0583,5.2037267e-05,0.0009088947
0.058400001,5.2540621e-05,0.00091075909
0.058499999,5.3047836e-05,0.00091262523
0.058600001,5.3558924e-05,0.00091449299
0.058699999,5.4073909e-05,0.00091636257
0.058800001,5.4592816e-05,0.00091823377
0.058899999,5.5115663e-05,0.00092010672
0.059,5.5642471e-05,0.00092198141
0.059099998,5.6173263e-05,0.00092385785
0.0592,5.6708061e-05,0.00092573604
0.059300002,5.7246889e-05,0.00092761597
0.0594,5.7789763e-05,0.00092949765
0.059500001,5.8336711e-05,0.00093138107
0.059599999,5.8887752e-05,0.0009332663
0.059700001,5.9442911e-05,0.00093515328
0.059799999,6.0002207e-05,0.00093704212
0.059900001,6.0565639e-05,0.0009389327
0.059999999,6.1133251e-05,0.00094082509
0.0601,6.1705061e-05,0.00094271934
0.060199998,6.2281091e-05,0.0009446154
0.0603,6.2861378e-05,0.00094651326
0.060400002,6.3445928e-05,0.00094841293
0.0605,6.4034772e-05,0.00095031445
0.060600001,6.462793e-05,0.00095221784
0.060699999,6.5225431e-05,0.0009541231
0.060800001,6.5827284e-05,0.00095603021
0.060899999,6.6433524e-05,0.00095793919
0.061000001,6.7044173e-05,0.00095985003
0.061099999,6.7659246e-05,0.00096176274
0.0612,6.8278772e-05,0.00096367736
0.061299998,6.8902773e-05,0.00096559391
0.0614,6.9531277e-05,0.00096751231
0.061500002,7.01643e-05,0.0009694327
0.0616,7.0801863e-05,0.00097135495
0.061700001,7.1444003e-05,0.00097327918
0.061799999,7.2090726e-05,0.00097520527
0.061900001,7.274207e-05,0.0009771334
0.061999999,7.3398049e-05,0.00097906345
0.062100001,7.4058691e-05,0.00098099548
0.062199999,7.4724026e-05,0.00098292937
0.0623,7.5394062e-05,0.00098486536
0.062399998,7.6068834e-05,0.00098680332
0.0625,7.6748365e-05,0.00098874315
0.062600002,7.7432676e-05,0.00099068508
0.062700003,7.8121797e-05,0.00099262909
0.062799998,7.8815741e-05,0.00099457498
0.062899999,7.9514546e-05,0.00099652295
0.063000001,8.0218226e-05,0.00099847303
0.063100003,8.0926809e-05,0.0010004251
0.063199997,8.1640319e-05,0.0010023791
0.063299999,8.2358776e-05,0.0010043354
0.0634,8.3082217e-05,0.0010062936
0.063500002,8.381065e-05,0.0010082539
0.063600004,8.4544117e-05,0.0010102162
0.063699998,8.5282627e-05,0.0010121807
0.0638,8.6026215e-05,0.0010141473
