"Time","aimc.stator.core.Phi.im","aimc.stator.core.Phi.re"
0.0087000001,-0.22546323,-1.7851145
0.0088,-0.28142089,-1.7771493
0.0088999998,-0.33710063,-1.7674304
0.0089999996,-0.39244753,-1.7559675
0.0091000004,-0.44740698,-1.7427716
0.0092000002,-0.50192469,-1.727856
0.0093,-0.55594695,-1.7112355
0.0093999999,-0.60942036,-1.6929263
0.0094999997,-0.66229224,-1.6729465
0.0096000005,-0.71451032,-1.6513158
0.0097000003,-0.7660231,-1.6280557
0.0098000001,-0.81677979,-1.6031891
0.0098999999,-0.86673021,-1.5767405
0.0099999998,-0.91582519,-1.5487361
0.0101,-0.9640162,-1.5192034
0.0102,-1.0112557,-1.4881717
0.0103,-1.0574971,-1.4556715
0.0104,-1.1026947,-1.421735
0.0105,-1.1468041,-1.3863957
0.0106,-1.1897814,-1.3496883
0.0107,-1.2315845,-1.3116491
0.0108,-1.2721722,-1.2723159
0.0109,-1.3115042,-1.2317271
0.011,-1.3495419,-1.189923
0.0111,-1.3862476,-1.146945
0.0112,-1.4215852,-1.1028353
0.0113,-1.4555197,-1.0576375
0.0114,-1.4880178,-1.0113961
0.0115,-1.5190473,-0.96415687
0.0116,-1.5485777,-0.91596639
0.0117,-1.5765796,-0.86687225
0.0118,-1.6030257,-0.8169229
0.0119,-1.6278898,-0.76616764
0.012,-1.6511472,-0.71465653
0.0121,-1.6727753,-0.66244048
0.0122,-1.6927525,-0.60957086
0.0123,-1.7110591,-0.55610001
0.0124,-1.7276771,-0.50208068
0.0125,-1.7425901,-0.44756609
0.0126,-1.7557833,-0.3926101
0.0127,-1.7672439,-0.33726698
0.0128,-1.7769605,-0.28159127
0.0129,-1.7849234,-0.22563799
0.013,-1.7911249,-0.16946231
0.0131,-1.7955588,-0.11311968
0.0132,-1.7982209,-0.056665719
0.0133,-1.7991083,-0.00015612489
0.0134,-1.7982203,0.056353334
0.0135,-1.7955577,0.11280689
0.0136,-1.7911234,0.16914883
0.0137,-1.7849214,0.22532356
0.0138,-1.7769581,0.28127563
0.0139,-1.7672412,0.33694983
0.014,-1.7557805,0.39229122
0.0141,-1.7425871,0.44724521
0.0142,-1.7276741,0.5017575
0.0143,-1.7110564,0.55577439
0.0144,-1.6927501,0.6092425
0.0145,-1.6727736,0.66210914
0.0146,-1.6511463,0.71432209
0.0147,-1.6278898,0.7658298
0.0148,-1.6030269,0.81658149
0.0149,-1.5765822,0.86652708
0.015,-1.5485817,0.91561729
0.0151,-1.5190533,0.96380365
0.0152,-1.488026,1.0110387
0.0153,-1.4555304,1.0572755
0.0154,-1.4215986,1.102469
0.0155,-1.3862641,1.146574
0.0156,-1.3495617,1.1895474
0.015699999,-1.3115277,1.2313467
0.015799999,-1.2721997,1.2719306
0.015900001,-1.2316165,1.311259
0.016000001,-1.189818,1.3492932
0.016100001,-1.1468456,1.3859957
0.0162,-1.1027416,1.4213302
0.0163,-1.0575497,1.4552618
0.0164,-1.0113144,1.4877572
0.0165,-0.96408129,1.5187842
0.0166,-0.91589707,1.5483122
0.0167,-0.86680931,1.5763119
0.016799999,-0.81686634,1.6027561
0.016899999,-0.76611751,1.6276183
0.017000001,-0.71461296,1.6508743
0.017100001,-0.66240346,1.6725008
0.017200001,-0.60954052,1.6924769
0.0173,-0.55607641,1.7107824
0.0174,-0.50206375,1.7273997
0.0175,-0.44755599,1.7423121
0.0176,-0.39260682,1.7555051
0.0177,-0.33727053,1.7669655
0.0178,-0.28160167,1.776682
0.017899999,-0.22565524,1.7846453
0.017999999,-0.1694864,1.7908473
0.018100001,-0.11315063,1.7952819
0.018200001,-0.056703489,1.7979448
0.018300001,-0.00020069591,1.7988333
0.0184,0.056301989,1.7979466
0.0185,0.11274881,1.7952857
0.0186,0.16908406,1.7908529
0.0187,0.22525214,1.7846529
0.0188,0.28119761,1.7766918
0.0189,0.33686531,1.7669773
0.018999999,0.39220023,1.755519
0.019099999,0.44714785,1.7423284
0.019200001,0.50165391,1.7274184
0.019300001,0.55566454,1.7108037
0.019400001,0.60912663,1.6925008
0.0195,0.66198725,1.6725277
0.0196,0.7141943,1.6509042
0.0197,0.76569623,1.6276515
0.0198,0.81644231,1.6027925
0.0199,0.86638236,1.576352
0.02,0.91546714,1.5483561
0.020099999,0.96364826,1.5188321
0.020199999,1.0108781,1.4878094
0.020300001,1.0571102,1.4553186
0.020400001,1.1022987,1.4213917
0.020500001,1.1463991,1.3860623
0.0206,1.1893681,1.3493651
0.0207,1.231163,1.3113365
0.0208,1.2717427,1.272014
0.0209,1.3110672,1.2314363
0.021,1.3490976,1.1896435
0.0211,1.3857965,1.1466769
0.021199999,1.4211276,1.1025789
0.021299999,1.455056,1.0573928
0.021400001,1.4875482,1.0111636
0.021500001,1.5185723,0.96393663
0.021600001,1.5480976,0.91575861
0.0217,1.576095,0.86667705
0.0218,1.6025368,0.81674039
0.0219,1.6273969,0.76599801
0.022,1.650651,0.71449983
0.0221,1.6722758,0.66229677
0.0222,1.6922503,0.60944033
0.022299999,1.7105546,0.55598265
0.022399999,1.7271707,0.50197655
0.022500001,1.7420822,0.44747522
0.022600001,1.7552744,0.39253259
0.022700001,1.7667344,0.33720276
0.0228,1.7764506,0.28154042
0.0229,1.7844137,0.22560044
0.023,1.7906158,0.16943805
0.0231,1.7950506,0.11310869
0.0232,1.797714,0.056667924
0.0233,1.7986032,0.0001714625
0.023399999,1.7977173,-0.056324944
0.023499999,1.7950574,-0.11276554
0.023600001,1.7906259,-0.16909462
0.023700001,1.7844273,-0.22525661
0.023800001,1.7764676,-0.28119609
0.0239,1.7667547,-0.33685783
0.024,1.7552983,-0.39218691
0.0241,1.7421094,-0.44712874
0.0242,1.7272012,-0.50162905
0.0243,1.7105886,-0.55563414
0.0244,1.6922877,-0.60909069
0.024499999,1.6723169,-0.66194594
0.024599999,1.6506959,-0.71414769
0.024700001,1.6274459,-0.76564449
0.024800001,1.6025898,-0.81638551
0.024900001,1.5761526,-0.86632067
0.025,1.5481597,-0.91540068
0.0251,1.5186392,-0.96357709
0.0252,1.48762,-1.0108024
0.0253,1.4551328,-1.0570301
0.0254,1.4212097,-1.1022143
0.0255,1.385884,-1.1463107
0.025599999,1.3491908,-1.1892757
0.025699999,1.311166,-1.2310668
0.025800001,1.2718475,-1.2716428
0.025900001,1.2312739,-1.3109637
0.026000001,1.1894852,-1.3489908
0.0261,1.1465226,-1.3856864
0.0262,1.1024288,-1.4210143
0.0263,1.0572473,-1.4549398
0.0264,1.0110223,-1.4874293
0.0265,0.96379977,-1.5184506
0.0266,0.91562623,-1.5479735
0.026699999,0.86654919,-1.5759685
0.026799999,0.81661707,-1.6024082
0.026900001,0.76587915,-1.6272663
0.027000001,0.71438557,-1.6505184
0.027100001,0.66218704,-1.6721417
0.0272,0.60933512,-1.6921145
0.0273,0.55588204,-1.7104174
0.0274,0.50188041,-1.7270322
0.0275,0.44738364,-1.7419425
0.0276,0.39244547,-1.7551337
0.0277,0.33712015,-1.7665929
0.027799999,0.28146222,-1.7763083
0.027899999,0.22552669,-1.7842709
0.028000001,0.16936871,-1.7904725
0.028100001,0.11304372,-1.794907
0.028200001,0.05660728,-1.7975701
0.0283,0.00011510302,-1.7984593
0.0284,-0.056377064,-1.7975736
0.0285,-0.11281348,-1.7949136
0.0286,-0.16913845,-1.7904824
0.0287,-0.22529639,-1.7842842
0.0288,-0.28123188,-1.7763251
0.028899999,-0.33688971,-1.7666129
0.028999999,-0.39221495,-1.7551572
0.029100001,-0.44715303,-1.7419695
0.029200001,-0.50164968,-1.7270626
0.029300001,-0.55565119,-1.7104511
0.0294,-0.60910422,-1.6921519
0.0295,-0.66195607,-1.6721826
0.0296,-0.71415448,-1.650563
0.0297,-0.76564801,-1.6273146
0.0298,-0.81638587,-1.60246
0.029899999,-0.86631793,-1.5760242
0.029999999,-0.91539496,-1.548033
0.030099999,-0.96356851,-1.518514
0.030200001,-1.0107911,-1.4874965
0.030300001,-1.0570159,-1.455011
0.030400001,-1.1021976,-1.4210896
0.0305,-1.1462915,-1.3857658
0.0306,-1.1892539,-1.3490742
0.0307,-1.2310427,-1.3110515
0.0308,-1.2716166,-1.271735
0.0309,-1.3109354,-1.2311633
0.030999999,-1.3489603,-1.1893766
0.031099999,-1.385654,-1.1464162
0.031199999,-1.4209801,-1.1023244
0.031300001,-1.4549037,-1.0571448
0.031399999,-1.4873916,-1.0109218
0.031500001,-1.5184114,-0.96370131
0.031599998,-1.5479327,-0.91552973
0.0317,-1.5759263,-0.86645466
0.031800002,-1.6023647,-0.81652451
0.0319,-1.6272215,-0.76578856
0.032000002,-1.6504724,-0.71429688
0.032099999,-1.6720945,-0.66210032
0.032200001,-1.6920663,-0.60925031
0.032299999,-1.7103683,-0.55579907
0.032400001,-1.7269822,-0.50179935
0.032499999,-1.7418917,-0.44730446
0.032600001,-1.7550822,-0.39236811
0.032699998,-1.7665405,-0.33704457
0.0328,-1.7762555,-0.28138843
0.032900002,-1.7842174,-0.22545458
0.033,-1.7904184,-0.16929825
0.033100002,-1.7948525,-0.11297486
0.033199999,-1.7975153,-0.056539994
0.033300001,-1.7984039,-4.9329257e-05
0.033399999,-1.7975178,0.05644137
0.033500001,-1.7948576,0.11287635
0.033599999,-1.7904261,0.16919993
0.0337,-1.7842276,0.22535653
0.033799998,-1.7762682,0.28129071
0.0339,-1.7665559,0.33694729
0.034000002,-1.7551,0.39227134
0.0341,-1.741912,0.44720823
0.034200002,-1.727005,0.5017038
0.034299999,-1.7103935,0.55570424
0.034400001,-1.692094,0.60915625
0.034499999,-1.6721246,0.66200709
0.034600001,-1.6505049,0.71420455
0.034699999,-1.6272563,0.76569724
0.0348,-1.6024017,0.81643426
0.034899998,-1.5759658,0.86636555
0.035,-1.5479743,0.91544175
0.035100002,-1.5184553,0.96361458
0.0352,-1.4874376,1.0108365
0.035300002,-1.4549519,1.0570607
0.035399999,-1.4210302,1.1022418
0.035500001,-1.3857062,1.146335
0.035599999,-1.3490145,1.189297
0.035700001,-1.3109914,1.2310853
0.035799999,-1.2716744,1.2716585
0.0359,-1.2311025,1.3109769
0.035999998,-1.1893154,1.3490014
0.0361,-1.1463547,1.3856946
0.036200002,-1.1022624,1.4210203
0.0363,-1.0570824,1.4549435
0.036400001,-1.010859,1.4874309
0.036499999,-0.96363789,1.5184504
0.036600001,-0.91546577,1.5479714
0.036699999,-0.86639011,1.5759646
0.036800001,-0.8164593,1.6024024
0.036899999,-0.76572269,1.6272589
0.037,-0.7142303,1.6505095
0.037099998,-0.66203296,1.6721311
0.0372,-0.60918218,1.6921026
0.037300002,-0.55573016,1.710404
0.0374,-0.50172955,1.7270175
0.037500001,-0.44723374,1.7419266
0.037599999,-0.39229646,1.7551166
0.037700001,-0.33697194,1.7665744
0.037799999,-0.28131479,1.7762887
0.037900001,-0.2253799,1.7842501
0.037999999,-0.16922252,1.7904506
0.0381,-0.11289801,1.794884
0.038199998,-0.056462009,1.7975459
0.0383,2.9798079e-05,1.798434
0.038400002,0.05652168,1.797547
0.0385,0.11295788,1.794886
0.038600001,0.16928269,1.7904537
0.038699999,0.22544052,1.7842543
0.038800001,0.28137597,1.7762939
0.038899999,0.33703384,1.7665805
0.039000001,0.39235917,1.7551236
0.039099999,0.44729736,1.7419345
0.0392,0.50179422,1.7270262
0.039299998,0.55579597,1.7104136
0.0394,0.60924929,1.6921127
0.039500002,0.66210145,1.6721419
0.0396,0.71430027,1.6505207
0.039700001,0.76579428,1.6272707
0.039799999,0.81653255,1.6024145
0.039900001,0.86646509,1.5759768
0.039999999,0.91554266,1.5479838
0.040100001,0.96371669,1.5184629
0.040199999,1.0109397,1.4874433
0.0403,1.0571653,1.4549557
0.040399998,1.1023475,1.4210321
0.0405,1.1464418,1.3857059
0.040600002,1.189405,1.3490121
0.0407,1.2311943,1.310987
0.040800001,1.2717686,1.2716677
0.040899999,1.3110878,1.2310934
0.041000001,1.3491133,1.189304
0.041099999,1.3858074,1.1463407
0.041200001,1.4211339,1.102246
0.041299999,1.4550579,1.0570633
0.0414,1.487546,1.0108374
0.041499998,1.5185661,0.96361363
0.0416,1.5480875,0.91543871
0.041700002,1.5760813,0.86636025
0.0418,1.6025196,0.81642663
0.041900001,1.6273764,0.76568711
0.041999999,1.6506273,0.71419173
0.042100001,1.6722491,0.66199148
0.042199999,1.6922206,0.60913765
0.042300001,1.7105221,0.55568248
0.042399999,1.7271355,0.50167882
0.0425,1.7420443,0.44717988
0.042599998,1.755234,0.39223942
0.0427,1.7666914,0.33691168
0.042800002,1.7764055,0.28125131
0.0429,1.7843661,0.22531319
0.043000001,1.790566,0.16915253
0.043099999,1.7949986,0.11282477
0.043200001,1.7976598,0.05638548
0.043299999,1.7985467,-0.00010963393
0.043400001,1.7976587,-0.056604806
0.043499999,1.7949966,-0.11304428
0.0436,1.7905629,-0.16937238
0.043699998,1.784362,-0.2255335
0.0438,1.7764002,-0.28147221
0.043900002,1.7666851,-0.33713329
0.044,1.7552264,-0.39246187
0.044100001,1.7420355,-0.44740325
0.044199999,1.7271253,-0.5019033
0.044300001,1.7105104,-0.55590814
0.044399999,1.6922073,-0.60936457
0.044500001,1.6722343,-0.66221976
0.044599999,1.6506107,-0.71442163
0.0447,1.6273581,-0.76591849
0.044799998,1.6024994,-0.81665975
0.0449,1.5760589,-0.86659509
0.045000002,1.5480629,-0.9156754
0.0451,1.5185392,-0.96385217
0.045200001,1.4875166,-1.0110779
0.045299999,1.4550258,-1.0573059
0.045400001,1.4210989,-1.1024905
0.045499999,1.3857695,-1.1465874
0.045600001,1.3490723,-1.1895528
0.045699999,1.3110435,-1.2313443
0.0458,1.2717208,-1.2719208
0.045899998,1.2311428,-1.3112421
0.046,1.1893495,-1.3492694
0.046100002,1.1463825,-1.3859653
0.0462,1.1022838,-1.4212935
0.046300001,1.0570971,-1.4552191
0.046399999,1.010867,-1.4877087
0.046500001,0.9636392,-1.5187302
0.046599999,0.91546011,-1.5482529
0.046700001,0.86637741,-1.5762477
0.046799999,0.81643945,-1.602687
0.0469,0.76569563,-1.6275448
0.046999998,0.71419591,-1.6507963
0.0471,0.66199112,-1.6724187
0.047200002,0.60913289,-1.6923908
0.0473,0.55567324,-1.7106926
0.047400001,0.501665,-1.7273062
0.047499999,0.44716153,-1.7422152
0.047600001,0.39221653,-1.7554048
0.047699999,0.33688423,-1.766862
0.047800001,0.28121924,-1.7765756
0.047899999,0.22527656,-1.784536
0.048,0.16911131,-1.7907351
0.048099998,0.11277896,-1.795167
0.0482,0.05633511,-1.7978271
0.048300002,-0.00016454056,-1.7987131
0.0484,-0.056664247,-1.7978239
0.048500001,-0.11310824,-1.7951604
0.048599999,-0.16944081,-1.7907254
0.048700001,-0.22560635,-1.7845228
0.048799999,-0.28154945,-1.7765592
0.048900001,-0.33721492,-1.7668422
0.048999999,-0.39254776,-1.7553816
0.0491,-0.44749343,-1.7421885
0.049199998,-0.50199765,-1.7272758
0.0493,-0.55600667,-1.7106587
0.049400002,-0.60946709,-1.6923531
0.0495,-0.66232628,-1.6723772
0.049600001,-0.71453202,-1.6507509
0.049699999,-0.76603276,-1.6274954
0.049800001,-0.81677771,-1.6026335
0.049899999,-0.86671674,-1.57619
0.050000001,-0.91580063,-1.5481908
0.050099999,-0.96398085,-1.5186635
0.0502,-1.01121,-1.4876374
0.050299998,-1.0574412,-1.4551431
0.0504,-1.1026291,-1.4212126
0.050500002,-1.1467289,-1.3858793
0.0506,-1.1896971,-1.3491782
0.050700001,-1.2314914,-1.3111454
0.050799999,-1.2720706,-1.2718185
0.050900001,-1.3113945,-1.2312363
0.050999999,-1.3494242,-1.1894391
0.051100001,-1.3861225,-1.1464676
0.051199999,-1.4214528,-1.1023645
0.0513,-1.4553804,-1.0571735
0.051399998,-1.487872,-1.0109389
0.0515,-1.5188951,-0.96370649
0.051600002,-1.5484195,-0.91552281
0.0517,-1.5764158,-0.86643547
0.051800001,-1.6028564,-0.81649286
0.051899999,-1.6277153,-0.76574427
0.052000001,-1.650968,-0.71423978
0.052099999,-1.6725913,-0.66203028
0.052200001,-1.692564,-0.60916722
0.052299999,-1.7108665,-0.55570275
0.0524,-1.7274805,-0.50168973
0.052499998,-1.7423898,-0.4471814
0.0526,-1.7555796,-0.39223155
0.052700002,-1.7670369,-0.33689445
0.0528,-1.7767503,-0.28122464
0.052900001,-1.7847103,-0.22527713
0.052999999,-1.7909091,-0.16910709
0.053100001,-1.7953403,-0.11277001
0.053199999,-1.7979999,-0.056321409
0.053300001,-1.7988849,0.00018295657
0.053399999,-1.7979947,0.056687314
0.0535,-1.79533,0.11313593
0.053599998,-1.7908937,0.16947308
0.0537,-1.7846898,0.22564316
0.053800002,-1.7767247,0.28159073
0.0539,-1.767006,0.33726057
0.054000001,-1.7555435,0.39259779
0.054099999,-1.7423484,0.4475477
0.054200001,-1.7274338,0.50205612
0.054299999,-1.7108144,0.55606925
0.054400001,-1.6925066,0.60953379
0.054499999,-1.6725284,0.66239691
0.0546,-1.6508994,0.71460652
0.054699998,-1.6276412,0.76611108
0.0548,-1.6027766,0.81685966
0.054900002,-1.5763303,0.86680233
0.055,-1.5483282,0.91588968
0.055100001,-1.5187979,0.9640733
0.055199999,-1.4877687,1.0113056
0.055300001,-1.4552711,1.0575401
0.055399999,-1.4213372,1.102731
0.055500001,-1.3860006,1.1468338
0.055599999,-1.3492961,1.1898048
0.0557,-1.3112597,1.2316018
0.055799998,-1.2719294,1.2721837
0.0559,-1.2313436,1.31151
0.056000002,-1.1895424,1.349542
0.0561,-1.1465673,1.3862425
0.056200001,-1.1024605,1.421575
0.056299999,-1.0572655,1.4555045
0.056400001,-1.0110271,1.4879979
0.056499999,-0.96379083,1.5190228
0.056600001,-0.91560322,1.5485487
0.056699999,-0.86651188,1.5765464
0.0568,-0.81656528,1.6029885
0.056899998,-0.7658127,1.6278486
0.057,-0.71430421,1.6511022
0.057100002,-0.66209066,1.6727265
0.0572,-0.60922354,1.6927001
0.057300001,-0.55575508,1.7110032
0.057399999,-0.50173801,1.7276179
0.057500001,-0.44722572,1.7425276
0.057599999,-0.39227188,1.7557176
0.057700001,-0.33693075,1.7671751
0.057799999,-0.28125703,1.7768886
0.0579,-0.2253056,1.7848486
0.057999998,-0.16913167,1.7910471
0.0581,-0.1127907,1.7954781
0.058200002,-0.056338295,1.7981373
0.0583,0.00016984959,1.7990218
0.058400001,0.05667796,1.798131
0.058499999,0.11313026,1.7954656
0.058600001,0.16947103,1.7910284
0.058699999,0.22564469,1.7848235
0.058800001,0.2815958,1.7768574
0.058899999,0.3372691,1.7671376
0.059,0.39260972,1.7556739
0.059099998,0.44756296,1.7424774
0.0592,0.50207466,1.7275615
0.059300002,0.55609095,1.7109406
0.0594,0.60955858,1.6926311
0.059500001,0.66242474,1.6726512
0.059599999,0.71463734,1.6510206
0.059700001,0.76614475,1.6277606
0.059799999,0.81689614,1.6028942
0.059900001,0.8668415,1.5764458
0.059999999,0.91593146,1.5484416
0.0601,0.96411765,1.5189093
0.060199998,1.0113524,1.4878781
0.0603,1.0575893,1.4553784
0.060400002,1.1027824,1.4214423
0.0605,1.1468873,1.3861034
0.060600001,1.1898606,1.3493966
0.060699999,1.2316597,1.311358
0.060800001,1.2722433,1.2720252
0.060899999,1.3115714,1.231437
0.061000001,1.3496052,1.1896335
0.061099999,1.3863072,1.1466559
0.0612,1.4216412,1.1025467
0.061299998,1.4555724,1.0573493
0.0614,1.488067,1.0111084
0.061500002,1.5190932,0.96386951
0.0616,1.5486203,0.91567945
0.061700001,1.5766191,0.86658567
0.061799999,1.6030622,0.81663656
0.061900001,1.6279231,0.76588148
0.061999999,1.6511776,0.71437055
0.062100001,1.6728027,0.6621545
0.062199999,1.6927768,0.60928494
0.0623,1.7110806,0.55581409
0.062399998,1.7276957,0.50179464
0.0625,1.7426058,0.4472799
0.062600002,1.7557963,0.3923237
0.062700003,1.767254,0.33698028
0.062799998,1.7769678,0.28130424
0.062899999,1.7849277,0.22535051
0.063000001,1.7911264,0.16917437
0.063100003,1.7955574,0.11283121
0.063199997,1.7982165,0.056376625
0.063299999,1.7991009,-0.00013363194
0.0634,1.7982099,-0.056643803
0.063500002,1.7955443,-0.11309814
0.063600004,1.7911067,-0.16944091
0.063699998,1.7849016,-0.2256165
0.0638,1.776935,-0.28156948
0.063900001,1.7672148,-0.33724466
0.064000003,1.7557507,-0.39258704
0.064099997,1.7425537,-0.44754204
0.064199999,1.7276372,-0.50205541
0.064300001,1.7110156,-0.55607337
0.064400002,1.6927056,-0.60954261
0.064499997,1.6727251,-0.66241032
0.064599998,1.6510937,-0.71462435
0.0647,1.6278331,-0.76613319
0.064800002,1.602966,-0.81688595
0.064900003,1.5765169,-0.86683261
0.064999998,1.548512,-0.91592383
0.065099999,1.518979,-0.96411121
0.065200001,1.4879469,-1.0113472
0.065300003,1.4554464,-1.0575851
0.065399997,1.4215095,-1.1027793
0.065499999,1.3861699,-1.1468853
0.0656,1.3494623,-1.1898594
0.065700002,1.3114228,-1.2316594
0.065800004,1.2720894,-1.2722439
0.065899998,1.2315004,-1.3115728
0.066,1.1896961,-1.3496075
0.066100001,1.1467178,-1.3863102
0.066200003,1.1026077,-1.4216449
0.066299997,1.0574096,-1.4555765
0.066399999,1.011168,-1.4880719
0.066500001,0.96392858,-1.5190986
0.066600002,0.91573781,-1.5486263
0.066699997,0.86664331,-1.5766256
0.066799998,0.81669366,-1.6030691
0.0669,0.76593798,-1.6279305
0.067000002,0.71442646,-1.6511854
0.067100003,0.66220987,-1.6728108
0.067199998,0.60933983,-1.6927854
0.067299999,0.55586845,-1.7110894
0.067400001,0.50184852,-1.7277049
0.067500003,0.4473334,-1.7426153
0.067599997,0.39237681,-1.755806
0.067699999,0.337033,-1.767264
0.0678,0.28135663,-1.776978
0.067900002,0.22540261,-1.7849383
0.068000004,0.16922617,-1.7911371
0.068099998,0.11288276,-1.7955683
0.0682,0.056427997,-1.7982277
0.068300001,-8.2450744e-05,-1.7991123
0.068400003,-0.056592781,-1.7982216
0.068499997,-0.11304722,-1.7955563
0.068599999,-0.16939008,-1.7911189
0.068700001,-0.22556573,-1.784914
0.068800002,-0.28151876,-1.7769477
0.068899997,-0.33719391,-1.7672278
0.068999998,-0.39253628,-1.7557639
0.0691,-0.44749123,-1.7425673
0.069200002,-0.5020045,-1.7276511
0.069300003,-0.55602235,-1.7110299
0.069399998,-0.60949147,-1.6927202
0.069499999,-0.66235906,-1.6727401
0.069600001,-0.71457291,-1.6511092
0.069700003,-0.76608157,-1.627849
0.069799997,-0.81683415,-1.6029823
0.069899999,-0.86678064,-1.5765337
0.07,-0.91587162,-1.5485294
0.070100002,-0.96405876,-1.5189968
0.070200004,-1.0112945,-1.4879653
0.070299998,-1.0575321,-1.4554654
0.0704,-1.1027261,-1.4215293
0.070500001,-1.1468318,-1.3861903
0.070600003,-1.1898057,-1.3494835
0.070699997,-1.2316054,-1.3114449
0.070799999,-1.2721896,-1.272112
0.070900001,-1.3115183,-1.231524
0.071000002,-1.3495526,-1.1897206
0.071099997,-1.3862551,-1.1467432
0.071199998,-1.4215896,-1.1026342
0.0713,-1.4555212,-1.0574371
0.071400002,-1.4880162,-1.0111965
0.071500003,-1.5190427,-0.96395802
0.071599998,-1.5485703,-0.91576838
0.071699999,-1.5765694,-0.86667508
0.071800001,-1.6030128,-0.81672651
0.071900003,-1.6278741,-0.76597208
0.071999997,-1.651129,-0.71446186
0.072099999,-1.6727544,-0.66224653
0.0722,-1.692729,-0.6093778
0.072300002,-1.7110331,-0.55590785
0.072400004,-1.7276486,-0.50188929
0.072499998,-1.7425591,-0.44737551
0.0726,-1.7557501,-0.39242038
0.072700001,-1.7672082,-0.33707806
0.072800003,-1.7769225,-0.28140315
0.072899997,-1.784883,-0.22545066
0.072999999,-1.7910823,-0.16927579
0.073100001,-1.7955139,-0.11293393
0.073200002,-1.7981737,-0.056480724
0.073299997,-1.7990589,2.8109145e-05
0.073399998,-1.7981687,0.056536831
0.0735,-1.7955039,0.11298966
0.073600002,-1.7910672,0.16933088
0.073700003,-1.7848631,0.22550489
0.073799998,-1.7768975,0.28145626
0.073899999,-1.7671785,0.33712977
0.074000001,-1.7557156,0.39247051
0.074100003,-1.74252,0.44742379
0.074199997,-1.7276047,0.50193542
0.074299999,-1.7109847,0.55595165
0.0744,-1.6926762,0.60941911
0.074500002,-1.6726972,0.66228509
0.074600004,-1.6510676,0.71449739
