"Time","meanError_y","sigmaError_y","mean.y","variance.mu","variance.var","standardDeviation.variance.mu","standardDeviation.variance.var"
0.046,0.12867439,-0.17936982,3.1286743,3.1286743,0.6734339,3.1286743,0.6734339
0.046999998,0.11161609,-0.17994462,3.1116161,3.1116161,0.67249084,3.1116161,0.67249084
0.046999998,0.11161609,-0.17994462,3.1116161,3.1116161,0.67249084,3.1116161,0.67249084
0.048,0.10971057,-0.18842669,3.1097105,3.1097105,0.65865123,3.1097105,0.65865123
0.048,0.10971057,-0.18842669,3.1097105,3.1097105,0.65865123,3.1097105,0.65865123
0.048999999,0.10573111,-0.19627771,3.105731,3.105731,0.64596951,3.105731,0.64596951
0.048999999,0.10573111,-0.19627771,3.105731,3.105731,0.64596951,3.105731,0.64596951
0.050000001,0.055056635,-0.12886435,3.0550566,3.0550566,0.75887734,3.0550566,0.75887734
0.050000001,0.055056635,-0.12886435,3.0550566,3.0550566,0.75887734,3.0550566,0.75887734
0.050999999,0.058636934,-0.13707574,3.0586369,3.0586369,0.74463832,3.0586369,0.74463832
0.050999999,0.058636934,-0.13707574,3.0586369,3.0586369,0.74463832,3.0586369,0.74463832
0.052000001,0.072122045,-0.14000431,3.0721221,3.0721221,0.73959261,3.0721221,0.73959261
0.052000001,0.072122045,-0.14000431,3.0721221,3.0721221,0.73959261,3.0721221,0.73959261
0.052999999,0.094549537,-0.13293967,3.0945497,3.0945497,0.75179362,3.0945497,0.75179362
0.052999999,0.094549537,-0.13293967,3.0945497,3.0945497,0.75179362,3.0945497,0.75179362
0.054000001,0.09206304,-0.14081481,3.092063,3.092063,0.73819917,3.092063,0.73819917
0.054000001,0.09206304,-0.14081481,3.092063,3.092063,0.73819917,3.092063,0.73819917
0.055,0.061624661,-0.11976815,3.0616248,3.0616248,0.77480811,3.0616248,0.77480811
0.055,0.061624661,-0.11976815,3.0616248,3.0616248,0.77480811,3.0616248,0.77480811
0.056000002,0.024926743,-0.086193241,3.0249267,3.0249267,0.83504277,3.0249267,0.83504277
0.056000002,0.024926743,-0.086193241,3.0249267,3.0249267,0.83504277,3.0249267,0.83504277
0.057,0.0071632131,-0.084542006,3.0071633,3.0071633,0.83806336,3.0071633,0.83806336
0.057,0.0071632131,-0.084542006,3.0071633,3.0071633,0.83806336,3.0071633,0.83806336
0.057999998,-0.031646315,-0.046340626,2.9683537,2.9683537,0.90946621,2.9683537,0.90946621
0.057999998,-0.031646315,-0.046340626,2.9683537,2.9683537,0.90946621,2.9683537,0.90946621
0.059,-0.03015296,-0.054388627,2.969847,2.969847,0.89418089,2.969847,0.89418089
0.059,-0.03015296,-0.054388627,2.969847,2.969847,0.89418089,2.969847,0.89418089
0.059999999,-0.031185379,-0.062268302,2.9688146,2.9688146,0.87934077,2.9688146,0.87934077
0.059999999,-0.031185379,-0.062268302,2.9688146,2.9688146,0.87934077,2.9688146,0.87934077
0.061000001,-0.027818797,-0.069620855,2.9721813,2.9721813,0.86560535,2.9721813,0.86560535
0.061000001,-0.027818797,-0.069620855,2.9721813,2.9721813,0.86560535,2.9721813,0.86560535
0.061999999,-0.028865367,-0.077118218,2.9711347,2.9711347,0.8517108,2.9711347,0.8517108
0.061999999,-0.028865367,-0.077118218,2.9711347,2.9711347,0.8517108,2.9711347,0.8517108
0.063000001,-0.033120699,-0.083859041,2.9668794,2.9668794,0.83931428,2.9668794,0.83931428
0.063000001,-0.033120699,-0.083859041,2.9668794,2.9668794,0.83931428,2.9668794,0.83931428
0.064000003,-0.029141901,-0.090496115,2.9708581,2.9708581,0.82719731,2.9708581,0.82719731
0.064000003,-0.029141901,-0.090496115,2.9708581,2.9708581,0.82719731,2.9708581,0.82719731
0.064999998,-0.064096719,-0.055188429,2.9359033,2.9359033,0.8926689,2.9359033,0.8926689
0.064999998,-0.064096719,-0.055188429,2.9359033,2.9359033,0.8926689,2.9359033,0.8926689
0.066,-0.052954819,-0.058080237,2.9470451,2.9470451,0.88721281,2.9470451,0.88721281
0.066,-0.052954819,-0.058080237,2.9470451,2.9470451,0.88721281,2.9470451,0.88721281
0.067000002,-0.050188567,-0.064865835,2.9498115,2.9498115,0.8744759,2.9498115,0.8744759
0.067000002,-0.050188567,-0.064865835,2.9498115,2.9498115,0.8744759,2.9498115,0.8744759
0.068000004,-0.04652372,-0.071282692,2.9534762,2.9534762,0.86251587,2.9534762,0.86251587
0.068000004,-0.04652372,-0.071282692,2.9534762,2.9534762,0.86251587,2.9534762,0.86251587
0.068999998,-0.049840409,-0.077631503,2.9501595,2.9501595,0.85076362,2.9501595,0.85076362
0.068999998,-0.049840409,-0.077631503,2.9501595,2.9501595,0.85076362,2.9501595,0.85076362
0.07,-0.027512833,-0.065651134,2.9724872,2.9724872,0.87300777,2.9724872,0.87300777
0.07,-0.027512833,-0.065651134,2.9724872,2.9724872,0.87300777,2.9724872,0.87300777
0.071000002,-0.011941326,-0.063151591,2.9880586,2.9880586,0.87768495,2.9880586,0.87768495
0.071000002,-0.011941326,-0.063151591,2.9880586,2.9880586,0.87768495,2.9880586,0.87768495
0.071999997,-0.021451866,-0.066235118,2.978548,2.978548,0.87191683,2.978548,0.87191683
0.071999997,-0.021451866,-0.066235118,2.978548,2.978548,0.87191683,2.978548,0.87191683
0.072999999,-0.051811624,-0.037536357,2.9481883,2.9481883,0.92633629,2.9481883,0.92633629
0.072999999,-0.051811624,-0.037536357,2.9481883,2.9481883,0.92633629,2.9481883,0.92633629
0.074000001,-0.056783911,-0.043118067,2.9432161,2.9432161,0.91562301,2.9432161,0.91562301
0.074000001,-0.056783911,-0.043118067,2.9432161,2.9432161,0.91562301,2.9432161,0.91562301
0.075000003,-0.032283615,-0.026432181,2.9677165,2.9677165,0.94783431,2.9677165,0.94783431
0.075000003,-0.032283615,-0.026432181,2.9677165,2.9677165,0.94783431,2.9677165,0.94783431
0.075999998,-0.059025142,-0.005517228,2.940975,2.940975,0.98899597,2.940975,0.98899597
0.075999998,-0.059025142,-0.005517228,2.940975,2.940975,0.98899597,2.940975,0.98899597
0.077,-0.085308105,0.014224943,2.9146919,2.9146919,1.0286522,2.9146919,1.0286522
0.077,-0.085308105,0.014224943,2.9146919,2.9146919,1.0286522,2.9146919,1.0286522
0.078000002,-0.111113,0.032830141,2.8888869,2.8888869,1.0667381,2.8888869,1.0667381
0.078000002,-0.111113,0.032830141,2.8888869,2.8888869,1.0667381,2.8888869,1.0667381
0.079000004,-0.11379236,0.0265452,2.8862076,2.8862076,1.0537951,2.8862076,1.0537951
0.079000004,-0.11379236,0.0265452,2.8862076,2.8862076,1.0537951,2.8862076,1.0537951
0.079999998,-0.12830183,0.0282286,2.8716981,2.8716981,1.0572541,2.8716981,1.0572541
0.079999998,-0.12830183,0.0282286,2.8716981,2.8716981,1.0572541,2.8716981,1.0572541
0.081,-0.12661609,0.021973027,2.873384,2.873384,1.0444288,2.873384,1.0444288
0.081,-0.12661609,0.021973027,2.873384,2.873384,1.0444288,2.873384,1.0444288
0.082000002,-0.13252677,0.017114423,2.8674731,2.8674731,1.0345217,2.8674731,1.0345217
0.082000002,-0.13252677,0.017114423,2.8674731,2.8674731,1.0345217,2.8674731,1.0345217
0.082999997,-0.12114344,0.016210215,2.8788567,2.8788567,1.0326833,2.8788567,1.0326833
0.082999997,-0.12114344,0.016210215,2.8788567,2.8788567,1.0326833,2.8788567,1.0326833
0.083999999,-0.10092217,0.026804766,2.8990779,2.8990779,1.0543281,2.8990779,1.0543281
0.083999999,-0.10092217,0.026804766,2.8990779,2.8990779,1.0543281,2.8990779,1.0543281
0.085000001,-0.098347269,0.021019636,2.9016528,2.9016528,1.0424811,2.9016528,1.0424811
0.085000001,-0.098347269,0.021019636,2.9016528,2.9016528,1.0424811,2.9016528,1.0424811
0.086000003,-0.078730337,0.031052509,2.9212697,2.9212697,1.0630692,2.9212697,1.0630692
0.086000003,-0.078730337,0.031052509,2.9212697,2.9212697,1.0630692,2.9212697,1.0630692
0.086999997,-0.08161246,0.025458172,2.9183877,2.9183877,1.0515645,2.9183877,1.0515645
0.086999997,-0.08161246,0.025458172,2.9183877,2.9183877,1.0515645,2.9183877,1.0515645
0.088,-0.060736246,0.038041845,2.9392638,2.9392638,1.0775309,2.9392638,1.0775309
0.088,-0.060736246,0.038041845,2.9392638,2.9392638,1.0775309,2.9392638,1.0775309
0.089000002,-0.07489527,0.040704492,2.9251046,2.9251046,1.0830659,2.9251046,1.0830659
0.089000002,-0.07489527,0.040704492,2.9251046,2.9251046,1.0830659,2.9251046,1.0830659
0.090000004,-0.075168356,0.034909856,2.9248316,2.9248316,1.0710384,2.9248316,1.0710384
0.090000004,-0.075168356,0.034909856,2.9248316,2.9248316,1.0710384,2.9248316,1.0710384
0.090999998,-0.072945729,0.029423801,2.9270542,2.9270542,1.0597134,2.9270542,1.0597134
0.090999998,-0.072945729,0.029423801,2.9270542,2.9270542,1.0597134,2.9270542,1.0597134
0.092,-0.073870972,0.023851866,2.9261291,2.9261291,1.0482726,2.9261291,1.0482726
0.092,-0.073870972,0.023851866,2.9261291,2.9261291,1.0482726,2.9261291,1.0482726
0.093000002,-0.078938127,0.019491587,2.9210618,2.9210618,1.0393631,2.9210618,1.0393631
0.093000002,-0.078938127,0.019491587,2.9210618,2.9210618,1.0393631,2.9210618,1.0393631
0.093999997,-0.074039601,0.015153994,2.9259603,2.9259603,1.0305376,2.9259603,1.0305376
0.093999997,-0.074039601,0.015153994,2.9259603,2.9259603,1.0305376,2.9259603,1.0305376
0.094999999,-0.064497523,0.014025977,2.9355025,2.9355025,1.0282487,2.9355025,1.0282487
0.094999999,-0.064497523,0.014025977,2.9355025,2.9355025,1.0282487,2.9355025,1.0282487
0.096000001,-0.067952625,0.0092927413,2.9320474,2.9320474,1.0186719,2.9320474,1.0186719
0.096000001,-0.067952625,0.0092927413,2.9320474,2.9320474,1.0186719,2.9320474,1.0186719
0.097000003,-0.064395025,0.0046815863,2.935605,2.935605,1.0093851,2.935605,1.0093851
0.097000003,-0.064395025,0.0046815863,2.935605,2.935605,1.0093851,2.935605,1.0093851
0.097999997,-0.053186141,0.0056203231,2.9468138,2.9468138,1.0112722,2.9468138,1.0112722
0.097999997,-0.053186141,0.0056203231,2.9468138,2.9468138,1.0112722,2.9468138,1.0112722
0.098999999,-0.064185932,0.0064367424,2.9358141,2.9358141,1.0129149,2.9358141,1.0129149
0.098999999,-0.064185932,0.0064367424,2.9358141,2.9358141,1.0129149,2.9358141,1.0129149
0.1,-0.067415021,0.0019072013,2.932585,2.932585,1.003818,2.932585,1.003818
0.1,-0.067415021,0.0019072013,2.932585,2.932585,1.003818,2.932585,1.003818
0.101,-0.070578046,-0.0025634242,2.9294219,2.9294219,0.99487972,2.9294219,0.99487972
0.101,-0.070578046,-0.0025634242,2.9294219,2.9294219,0.99487972,2.9294219,0.99487972
0.102,-0.062321149,-0.0040020989,2.9376788,2.9376788,0.99201185,2.9376788,0.99201185
0.102,-0.062321149,-0.0040020989,2.9376788,2.9376788,0.99201185,2.9376788,0.99201185
0.103,-0.055801593,-0.0066641518,2.9441984,2.9441984,0.98671609,2.9441984,0.98671609
0.103,-0.055801593,-0.0066641518,2.9441984,2.9441984,0.98671609,2.9441984,0.98671609
0.104,-0.057409294,-0.011316695,2.9425907,2.9425907,0.97749466,2.9425907,0.97749466
0.104,-0.057409294,-0.011316695,2.9425907,2.9425907,0.97749466,2.9425907,0.97749466
0.105,-0.049607158,-0.012824216,2.9503927,2.9503927,0.97451603,2.9503927,0.97451603
0.105,-0.049607158,-0.012824216,2.9503927,2.9503927,0.97451603,2.9503927,0.97451603
0.106,-0.061861079,-0.0095005631,2.938139,2.938139,0.98108912,2.938139,0.98108912
0.106,-0.061861079,-0.0095005631,2.938139,2.938139,0.98108912,2.938139,0.98108912
0.107,-0.058129363,-0.013391566,2.9418707,2.9418707,0.97339618,2.9418707,0.97339618
0.107,-0.058129363,-0.013391566,2.9418707,2.9418707,0.97339618,2.9418707,0.97339618
0.108,-0.060765538,-0.017591296,2.9392345,2.9392345,0.96512687,2.9392345,0.96512687
0.108,-0.060765538,-0.017591296,2.9392345,2.9392345,0.96512687,2.9392345,0.96512687
0.109,-0.044357132,-0.0073520504,2.9556429,2.9556429,0.98534995,2.9556429,0.98534995
0.109,-0.044357132,-0.0073520504,2.9556429,2.9556429,0.98534995,2.9556429,0.98534995
0.11,-0.041539125,-0.011436491,2.9584608,2.9584608,0.97725779,2.9584608,0.97725779
0.11,-0.041539125,-0.011436491,2.9584608,2.9584608,0.97725779,2.9584608,0.97725779
0.111,-0.033325765,-0.012136543,2.9666743,2.9666743,0.97587419,2.9666743,0.97587419
0.111,-0.033325765,-0.012136543,2.9666743,2.9666743,0.97587419,2.9666743,0.97587419
0.112,-0.031373911,-0.01634156,2.968626,2.968626,0.96758395,2.968626,0.96758395
0.112,-0.031373911,-0.01634156,2.968626,2.968626,0.96758395,2.968626,0.96758395
0.113,-0.019328423,-0.012441524,2.9806716,2.9806716,0.97527176,2.9806716,0.97527176
0.113,-0.019328423,-0.012441524,2.9806716,2.9806716,0.97527176,2.9806716,0.97527176
0.114,-0.0068183425,-0.0078299195,2.9931817,2.9931817,0.98440146,2.9931817,0.98440146
0.114,-0.0068183425,-0.0078299195,2.9931817,2.9931817,0.98440146,2.9931817,0.98440146
0.115,-0.0068254881,-0.012153118,2.9931746,2.9931746,0.97584146,2.9931746,0.97584146
0.115,-0.0068254881,-0.012153118,2.9931746,2.9931746,0.97584146,2.9931746,0.97584146
0.116,-0.016420748,-0.011052593,2.9835792,2.9835792,0.97801697,2.9835792,0.97801697
0.116,-0.016420748,-0.011052593,2.9835792,2.9835792,0.97801697,2.9835792,0.97801697
0.117,-0.018028442,-0.015135706,2.9819715,2.9819715,0.96995765,2.9819715,0.96995765
0.117,-0.018028442,-0.015135706,2.9819715,2.9819715,0.96995765,2.9819715,0.96995765
0.118,-0.015119785,-0.018813193,2.9848802,2.9848802,0.96272755,2.9848802,0.96272755
0.118,-0.015119785,-0.018813193,2.9848802,2.9848802,0.96272755,2.9848802,0.96272755
0.119,-0.023613576,-0.018597711,2.9763863,2.9763863,0.96315044,2.9763863,0.96315044
0.119,-0.023613576,-0.018597711,2.9763863,2.9763863,0.96315044,2.9763863,0.96315044
0.12,-0.01538851,-0.018585332,2.9846115,2.9846115,0.96317476,2.9846115,0.96317476
0.12,-0.01538851,-0.018585332,2.9846115,2.9846115,0.96317476,2.9846115,0.96317476
0.121,-0.019904174,-0.021398153,2.9800959,2.9800959,0.95766157,2.9800959,0.95766157
0.121,-0.019904174,-0.021398153,2.9800959,2.9800959,0.95766157,2.9800959,0.95766157
0.122,-0.024574004,-0.024064258,2.975426,2.975426,0.95245057,2.975426,0.95245057
0.122,-0.024574004,-0.024064258,2.975426,2.975426,0.95245057,2.975426,0.95245057
0.123,-0.033210963,-0.023369098,2.966789,2.966789,0.95380789,2.966789,0.95380789
0.123,-0.033210963,-0.023369098,2.966789,2.966789,0.95380789,2.966789,0.95380789
0.124,-0.02254804,-0.020152684,2.977452,2.977452,0.96010077,2.977452,0.96010077
0.124,-0.02254804,-0.020152684,2.977452,2.977452,0.96010077,2.977452,0.96010077
0.125,-0.028288858,-0.021988435,2.9717112,2.9717112,0.95650661,2.9717112,0.95650661
0.125,-0.028288858,-0.021988435,2.9717112,2.9717112,0.95650661,2.9717112,0.95650661
0.126,-0.030564293,-0.025545023,2.9694357,2.9694357,0.94956249,2.9694357,0.94956249
0.126,-0.030564293,-0.025545023,2.9694357,2.9694357,0.94956249,2.9694357,0.94956249
0.127,-0.033457503,-0.028845875,2.9665425,2.9665425,0.94314033,2.9665425,0.94314033
0.127,-0.033457503,-0.028845875,2.9665425,2.9665425,0.94314033,2.9665425,0.94314033
0.12800001,-0.030840272,-0.032197341,2.9691598,2.9691598,0.93664199,2.9691598,0.93664199
0.12800001,-0.030840272,-0.032197341,2.9691598,2.9691598,0.93664199,2.9691598,0.93664199
0.12899999,-0.037414737,-0.033090584,2.9625852,2.9625852,0.93491381,2.9625852,0.93491381
0.12899999,-0.037414737,-0.033090584,2.9625852,2.9625852,0.93491381,2.9625852,0.93491381
0.13,-0.041073237,-0.035920758,2.9589267,2.9589267,0.92944878,2.9589267,0.92944878
0.13,-0.041073237,-0.035920758,2.9589267,2.9589267,0.92944878,2.9589267,0.92944878
0.131,-0.036287393,-0.038058568,2.9637127,2.9637127,0.92533129,2.9637127,0.92533129
0.131,-0.036287393,-0.038058568,2.9637127,2.9637127,0.92533129,2.9637127,0.92533129
0.132,-0.037202772,-0.041651942,2.9627972,2.9627972,0.91843098,2.9627972,0.91843098
0.132,-0.037202772,-0.041651942,2.9627972,2.9627972,0.91843098,2.9627972,0.91843098
0.133,-0.051053852,-0.03208987,2.9489462,2.9489462,0.93685001,2.9489462,0.93685001
0.133,-0.051053852,-0.03208987,2.9489462,2.9489462,0.93685001,2.9489462,0.93685001
0.134,-0.057834651,-0.032542586,2.9421654,2.9421654,0.93597382,2.9421654,0.93597382
0.134,-0.057834651,-0.032542586,2.9421654,2.9421654,0.93597382,2.9421654,0.93597382
0.13500001,-0.067245215,-0.029996097,2.9327548,2.9327548,0.9409076,2.9327548,0.9409076
0.13500001,-0.067245215,-0.029996097,2.9327548,2.9327548,0.9409076,2.9327548,0.9409076
0.13600001,-0.074821316,-0.029568257,2.9251788,2.9251788,0.94173777,2.9251788,0.94173777
0.13600001,-0.074821316,-0.029568257,2.9251788,2.9251788,0.94173777,2.9251788,0.94173777
0.13699999,-0.095923275,-0.0022908445,2.9040768,2.9040768,0.99542356,2.9040768,0.99542356
0.13699999,-0.095923275,-0.0022908445,2.9040768,2.9040768,0.99542356,2.9040768,0.99542356
0.138,-0.10004181,-0.0047441632,2.8999581,2.8999581,0.99053419,2.8999581,0.99053419
0.138,-0.10004181,-0.0047441632,2.8999581,2.8999581,0.99053419,2.8999581,0.99053419
0.139,-0.089818381,-0.0010847987,2.9101815,2.9101815,0.99783158,2.9101815,0.99783158
0.139,-0.089818381,-0.0010847987,2.9101815,2.9101815,0.99783158,2.9101815,0.99783158
0.14,-0.091071934,-0.0045490288,2.9089282,2.9089282,0.99092263,2.9089282,0.99092263
0.14,-0.091071934,-0.0045490288,2.9089282,2.9089282,0.99092263,2.9089282,0.99092263
0.141,-0.089582905,-0.0079288203,2.9104171,2.9104171,0.98420525,2.9104171,0.98420525
0.141,-0.089582905,-0.0079288203,2.9104171,2.9104171,0.98420525,2.9104171,0.98420525
0.142,-0.092071153,-0.010986761,2.9079289,2.9079289,0.97814721,2.9079289,0.97814721
0.142,-0.092071153,-0.010986761,2.9079289,2.9079289,0.97814721,2.9079289,0.97814721
0.14300001,-0.098849215,-0.011146734,2.9011507,2.9011507,0.97783077,2.9011507,0.97783077
0.14300001,-0.098849215,-0.011146734,2.9011507,2.9011507,0.97783077,2.9011507,0.97783077
