"Time","meanError_y","sigmaError_y","mean.y","variance.mu","variance.var","standardDeviation.variance.mu","standardDeviation.variance.var"
11.057,-0.010154852,-0.0029583653,2.989845,2.989845,0.99409205,2.989845,0.99409205
11.057,-0.010154852,-0.0029583653,2.989845,2.989845,0.99409205,2.989845,0.99409205
11.058,-0.01008234,-0.0029742932,2.9899178,2.9899178,0.99406028,2.9899178,0.99406028
11.058,-0.01008234,-0.0029742932,2.9899178,2.9899178,0.99406028,2.9899178,0.99406028
11.059,-0.0099698631,-0.0029492148,2.9900301,2.9900301,0.99411029,2.9900301,0.99411029
11.059,-0.0099698631,-0.0029492148,2.9900301,2.9900301,0.99411029,2.9900301,0.99411029
11.06,-0.0099752825,-0.0029941276,2.9900248,2.9900248,0.9940207,2.9900248,0.9940207
11.06,-0.0099752825,-0.0029941276,2.9900248,2.9900248,0.9940207,2.9900248,0.9940207
11.061,-0.0098304665,-0.0029228777,2.9901695,2.9901695,0.9941628,2.9901695,0.9941628
11.061,-0.0098304665,-0.0029228777,2.9901695,2.9901695,0.9941628,2.9901695,0.9941628
11.062,-0.0097509669,-0.0029328887,2.9902489,2.9902489,0.99414283,2.9902489,0.99414283
11.062,-0.0097509669,-0.0029328887,2.9902489,2.9902489,0.99414283,2.9902489,0.99414283
11.063,-0.00978263,-0.0029723912,2.9902174,2.9902174,0.99406403,2.9902174,0.99406403
11.063,-0.00978263,-0.0029723912,2.9902174,2.9902174,0.99406403,2.9902174,0.99406403
11.064,-0.0097783525,-0.003017348,2.9902217,2.9902217,0.99397439,2.9902217,0.99397439
11.064,-0.0097783525,-0.003017348,2.9902217,2.9902217,0.99397439,2.9902217,0.99397439
11.065,-0.0097427955,-0.0030553848,2.9902573,2.9902573,0.99389857,2.9902573,0.99389857
11.065,-0.0097427955,-0.0030553848,2.9902573,2.9902573,0.99389857,2.9902573,0.99389857
11.066,-0.0097380439,-0.0031003058,2.990262,2.990262,0.99380898,2.990262,0.99380898
11.066,-0.0097380439,-0.0031003058,2.990262,2.990262,0.99380898,2.990262,0.99380898
11.067,-0.0097869029,-0.0031320958,2.9902132,2.9902132,0.99374563,2.9902132,0.99374563
11.067,-0.0097869029,-0.0031320958,2.9902132,2.9902132,0.99374563,2.9902132,0.99374563
11.068,-0.0097632427,-0.003174023,2.9902368,2.9902368,0.993662,2.9902368,0.993662
11.068,-0.0097632427,-0.003174023,2.9902368,2.9902368,0.993662,2.9902368,0.993662
11.069,-0.0097916713,-0.0032145651,2.9902084,2.9902084,0.99358118,2.9902084,0.99358118
11.069,-0.0097916713,-0.0032145651,2.9902084,2.9902084,0.99358118,2.9902084,0.99358118
11.07,-0.0098757464,-0.0032203393,2.9901242,2.9901242,0.99356967,2.9901242,0.99356967
11.07,-0.0098757464,-0.0032203393,2.9901242,2.9901242,0.99356967,2.9901242,0.99356967
11.071,-0.0098856594,-0.0032648121,2.9901145,2.9901145,0.99348104,2.9901145,0.99348104
11.071,-0.0098856594,-0.0032648121,2.9901145,2.9901145,0.99348104,2.9901145,0.99348104
11.072,-0.0098648528,-0.0033074203,2.9901352,2.9901352,0.9933961,2.9901352,0.9933961
11.072,-0.0098648528,-0.0033074203,2.9901352,2.9901352,0.9933961,2.9901352,0.9933961
11.073,-0.0098833721,-0.0033505217,2.9901166,2.9901166,0.99331015,2.9901166,0.99331015
11.073,-0.0098833721,-0.0033505217,2.9901166,2.9901166,0.99331015,2.9901166,0.99331015
11.074,-0.010009593,-0.0033070194,2.9899905,2.9899905,0.99339688,2.9899905,0.99339688
11.074,-0.010009593,-0.0033070194,2.9899905,2.9899905,0.99339688,2.9899905,0.99339688
11.075,-0.0099505996,-0.0033326829,2.9900494,2.9900494,0.99334574,2.9900494,0.99334574
11.075,-0.0099505996,-0.0033326829,2.9900494,2.9900494,0.99334574,2.9900494,0.99334574
11.076,-0.0099859489,-0.003370733,2.9900141,2.9900141,0.99326992,2.9900141,0.99326992
11.076,-0.0099859489,-0.003370733,2.9900141,2.9900141,0.99326992,2.9900141,0.99326992
11.077,-0.0097922543,-0.0032072577,2.9902077,2.9902077,0.99359578,2.9902077,0.99359578
11.077,-0.0097922543,-0.0032072577,2.9902077,2.9902077,0.99359578,2.9902077,0.99359578
11.078,-0.0096489536,-0.0031381492,2.990351,2.990351,0.99373353,2.990351,0.99373353
11.078,-0.0096489536,-0.0031381492,2.990351,2.990351,0.99373353,2.990351,0.99373353
11.079,-0.0097138844,-0.0031597121,2.9902861,2.9902861,0.99369055,2.9902861,0.99369055
11.079,-0.0097138844,-0.0031597121,2.9902861,2.9902861,0.99369055,2.9902861,0.99369055
11.08,-0.0096395779,-0.0031740125,2.9903605,2.9903605,0.99366206,2.9903605,0.99366206
11.08,-0.0096395779,-0.0031740125,2.9903605,2.9903605,0.99366206,2.9903605,0.99366206
11.081,-0.0097361803,-0.0031671275,2.9902637,2.9902639,0.99367577,2.9902639,0.99367577
11.081,-0.0097361803,-0.0031671275,2.9902637,2.9902639,0.99367577,2.9902639,0.99367577
11.082,-0.0095478781,-0.0030150365,2.9904521,2.9904521,0.99397904,2.9904521,0.99397904
11.082,-0.0095478781,-0.0030150365,2.9904521,2.9904521,0.99397904,2.9904521,0.99397904
11.083,-0.0095196748,-0.0030555946,2.9904804,2.9904804,0.99389815,2.9904804,0.99389815
11.083,-0.0095196748,-0.0030555946,2.9904804,2.9904804,0.99389815,2.9904804,0.99389815
11.084,-0.0094647501,-0.0030837986,2.9905353,2.9905353,0.99384189,2.9905353,0.99384189
11.084,-0.0094647501,-0.0030837986,2.9905353,2.9905353,0.99384189,2.9905353,0.99384189
11.085,-0.009558958,-0.0030794267,2.9904411,2.9904411,0.99385065,2.9904411,0.99385065
11.085,-0.009558958,-0.0030794267,2.9904411,2.9904411,0.99385065,2.9904411,0.99385065
11.086,-0.0095177162,-0.0031149341,2.9904823,2.9904823,0.99377984,2.9904823,0.99377984
11.086,-0.0095177162,-0.0031149341,2.9904823,2.9904823,0.99377984,2.9904823,0.99377984
11.087,-0.0095223244,-0.0031597745,2.9904776,2.9904776,0.99369043,2.9904776,0.99369043
11.087,-0.0095223244,-0.0031597745,2.9904776,2.9904776,0.99369043,2.9904776,0.99369043
11.088,-0.0095567675,-0.0031981294,2.9904432,2.9904432,0.99361396,2.9904432,0.99361396
11.088,-0.0095567675,-0.0031981294,2.9904432,2.9904432,0.99361396,2.9904432,0.99361396
11.089,-0.0095064798,-0.0032290104,2.9904935,2.9904935,0.99355239,2.9904935,0.99355239
11.089,-0.0095064798,-0.0032290104,2.9904935,2.9904935,0.99355239,2.9904935,0.99355239
11.09,-0.0094414838,-0.0032504522,2.9905586,2.9905586,0.99350965,2.9905586,0.99350965
11.09,-0.0094414838,-0.0032504522,2.9905586,2.9905586,0.99350965,2.9905586,0.99350965
11.091,-0.0095137795,-0.0032663106,2.9904861,2.9904861,0.99347806,2.9904861,0.99347806
11.091,-0.0095137795,-0.0032663106,2.9904861,2.9904861,0.99347806,2.9904861,0.99347806
11.092,-0.0096264454,-0.0032406184,2.9903736,2.9903736,0.99352926,2.9903736,0.99352926
11.092,-0.0096264454,-0.0032406184,2.9903736,2.9903736,0.99352926,2.9903736,0.99352926
11.093,-0.0095942076,-0.003279764,2.9904058,2.9904058,0.99345124,2.9904058,0.99345124
11.093,-0.0095942076,-0.003279764,2.9904058,2.9904058,0.99345124,2.9904058,0.99345124
11.094,-0.0094603561,-0.0032249885,2.9905396,2.9905396,0.99356043,2.9905396,0.99356043
11.094,-0.0094603561,-0.0032249885,2.9905396,2.9905396,0.99356043,2.9905396,0.99356043
11.095,-0.0093914717,-0.0032435025,2.9906085,2.9906085,0.99352354,2.9906085,0.99352354
11.095,-0.0093914717,-0.0032435025,2.9906085,2.9906085,0.99352354,2.9906085,0.99352354
11.096,-0.0093011139,-0.0032429774,2.9906988,2.9906988,0.99352455,2.9906988,0.99352455
11.096,-0.0093011139,-0.0032429774,2.9906988,2.9906988,0.99352455,2.9906988,0.99352455
11.097,-0.0092885196,-0.0032870066,2.9907115,2.9907115,0.99343681,2.9907115,0.99343681
11.097,-0.0092885196,-0.0032870066,2.9907115,2.9907115,0.99343681,2.9907115,0.99343681
11.098,-0.0093303574,-0.0033221683,2.9906697,2.9906697,0.99336672,2.9906697,0.99336672
11.098,-0.0093303574,-0.0033221683,2.9906697,2.9906697,0.99336672,2.9906697,0.99336672
11.099,-0.0093981698,-0.0033414653,2.9906018,2.9906018,0.99332821,2.9906018,0.99332821
11.099,-0.0093981698,-0.0033414653,2.9906018,2.9906018,0.99332821,2.9906018,0.99332821
11.1,-0.0093917046,-0.003386128,2.9906082,2.9906082,0.99323922,2.9906082,0.99323922
11.1,-0.0093917046,-0.003386128,2.9906082,2.9906082,0.99323922,2.9906082,0.99323922
11.101,-0.009376335,-0.003429702,2.9906237,2.9906237,0.99315238,2.9906237,0.99315238
11.101,-0.009376335,-0.003429702,2.9906237,2.9906237,0.99315238,2.9906237,0.99315238
11.102,-0.0093967263,-0.0034722695,2.9906032,2.9906032,0.9930675,2.9906032,0.9930675
11.102,-0.0093967263,-0.0034722695,2.9906032,2.9906032,0.9930675,2.9906032,0.9930675
11.103,-0.0095316889,-0.0034156842,2.9904683,2.9904683,0.99318027,2.9904683,0.99318027
11.103,-0.0095316889,-0.0034156842,2.9904683,2.9904683,0.99318027,2.9904683,0.99318027
11.104,-0.0095473249,-0.0034591984,2.9904528,2.9904528,0.99309355,2.9904528,0.99309355
11.104,-0.0095473249,-0.0034591984,2.9904528,2.9904528,0.99309355,2.9904528,0.99309355
11.105,-0.0095573552,-0.0035035079,2.9904428,2.9904428,0.99300528,2.9904428,0.99300528
11.105,-0.0095573552,-0.0035035079,2.9904428,2.9904428,0.99300528,2.9904428,0.99300528
11.106,-0.0095026139,-0.0035316739,2.9904974,2.9904974,0.99294913,2.9904974,0.99294913
11.106,-0.0095026139,-0.0035316739,2.9904974,2.9904974,0.99294913,2.9904974,0.99294913
11.107,-0.0094750375,-0.0035722947,2.990525,2.990525,0.99286819,2.990525,0.99286819
11.107,-0.0094750375,-0.0035722947,2.990525,2.990525,0.99286819,2.990525,0.99286819
11.108,-0.0094776619,-0.0036171093,2.9905224,2.9905224,0.99277884,2.9905224,0.99277884
11.108,-0.0094776619,-0.0036171093,2.9905224,2.9905224,0.99277884,2.9905224,0.99277884
11.109,-0.0096837506,-0.0034252251,2.9903162,2.9903162,0.99316126,2.9903162,0.99316126
11.109,-0.0096837506,-0.0034252251,2.9903162,2.9903162,0.99316126,2.9903162,0.99316126
11.11,-0.0097057391,-0.0034673817,2.9902942,2.9902942,0.99307728,2.9902942,0.99307728
11.11,-0.0097057391,-0.0034673817,2.9902942,2.9902942,0.99307728,2.9902942,0.99307728
11.111,-0.0097700208,-0.0034891919,2.9902301,2.9902301,0.99303377,2.9902301,0.99303377
11.111,-0.0097700208,-0.0034891919,2.9902301,2.9902301,0.99303377,2.9902301,0.99303377
11.112,-0.0098411869,-0.0035057967,2.9901588,2.9901588,0.99300069,2.9901588,0.99300069
11.112,-0.0098411869,-0.0035057967,2.9901588,2.9901588,0.99300069,2.9901588,0.99300069
11.113,-0.0096549448,-0.0033572479,2.990345,2.990345,0.9932968,2.990345,0.9932968
11.113,-0.0096549448,-0.0033572479,2.990345,2.990345,0.9932968,2.990345,0.9932968
11.114,-0.0096852565,-0.0033969637,2.9903147,2.9903147,0.99321759,2.9903147,0.99321759
11.114,-0.0096852565,-0.0033969637,2.9903147,2.9903147,0.99321759,2.9903147,0.99321759
11.115,-0.0098264804,-0.0033305883,2.9901736,2.9901736,0.99334991,2.9901736,0.99334991
11.115,-0.0098264804,-0.0033305883,2.9901736,2.9901736,0.99334991,2.9901736,0.99334991
11.116,-0.010084857,-0.0030032224,2.9899151,2.9899151,0.99400258,2.9899151,0.99400258
11.116,-0.010084857,-0.0030032224,2.9899151,2.9899151,0.99400258,2.9899151,0.99400258
11.117,-0.010028404,-0.0030302976,2.9899716,2.9899716,0.99394858,2.9899716,0.99394858
11.117,-0.010028404,-0.0030302976,2.9899716,2.9899716,0.99394858,2.9899716,0.99394858
11.118,-0.0099885976,-0.0030662995,2.9900115,2.9900115,0.99387681,2.9900115,0.99387681
11.118,-0.0099885976,-0.0030662995,2.9900115,2.9900115,0.99387681,2.9900115,0.99387681
11.119,-0.0099354256,-0.0030953651,2.9900646,2.9900646,0.99381888,2.9900646,0.99381888
11.119,-0.0099354256,-0.0030953651,2.9900646,2.9900646,0.99381888,2.9900646,0.99381888
11.12,-0.01004738,-0.0030702925,2.9899526,2.9899526,0.99386883,2.9899526,0.99386883
11.12,-0.01004738,-0.0030702925,2.9899526,2.9899526,0.99386883,2.9899526,0.99386883
11.121,-0.010075562,-0.0031106859,2.9899244,2.9899244,0.9937883,2.9899244,0.9937883
11.121,-0.010075562,-0.0031106859,2.9899244,2.9899244,0.9937883,2.9899244,0.9937883
11.122,-0.010046517,-0.003150797,2.9899535,2.9899535,0.99370831,2.9899535,0.99370831
11.122,-0.010046517,-0.003150797,2.9899535,2.9899535,0.99370831,2.9899535,0.99370831
11.123,-0.0099248635,-0.0031130486,2.9900751,2.9900751,0.99378359,2.9900751,0.99378359
11.123,-0.0099248635,-0.0031130486,2.9900751,2.9900751,0.99378359,2.9900751,0.99378359
11.124,-0.0099481056,-0.0031548438,2.990052,2.990052,0.99370027,2.990052,0.99370027
11.124,-0.0099481056,-0.0031548438,2.990052,2.990052,0.99370027,2.990052,0.99370027
11.125,-0.009853268,-0.0031494626,2.9901466,2.9901466,0.99371099,2.9901466,0.99371099
11.125,-0.009853268,-0.0031494626,2.9901466,2.9901466,0.99371099,2.9901466,0.99371099
11.126,-0.0098292585,-0.003191045,2.9901707,2.9901707,0.99362808,2.9901707,0.99362808
11.126,-0.0098292585,-0.003191045,2.9901707,2.9901707,0.99362808,2.9901707,0.99362808
11.127,-0.0099815978,-0.0031063261,2.9900184,2.9900184,0.993797,2.9900184,0.993797
11.127,-0.0099815978,-0.0031063261,2.9900184,2.9900184,0.993797,2.9900184,0.993797
11.128,-0.0099539496,-0.0031468531,2.990046,2.990046,0.99371618,2.990046,0.99371618
11.128,-0.0099539496,-0.0031468531,2.990046,2.990046,0.99371618,2.990046,0.99371618
11.129,-0.010130195,-0.0030182709,2.9898698,2.9898698,0.99397254,2.9898698,0.99397254
11.129,-0.010130195,-0.0030182709,2.9898698,2.9898698,0.99397254,2.9898698,0.99397254
11.13,-0.010006896,-0.0029782094,2.9899931,2.9899931,0.99405247,2.9899931,0.99405247
11.13,-0.010006896,-0.0029782094,2.9899931,2.9899931,0.99405247,2.9899931,0.99405247
11.131,-0.010044571,-0.0030150735,2.9899554,2.9899554,0.99397892,2.9899554,0.99397892
11.131,-0.010044571,-0.0030150735,2.9899554,2.9899554,0.99397892,2.9899554,0.99397892
11.132,-0.0099672684,-0.0030264959,2.9900327,2.9900327,0.99395615,2.9900327,0.99395615
11.132,-0.0099672684,-0.0030264959,2.9900327,2.9900327,0.99395615,2.9900327,0.99395615
11.133,-0.0098338882,-0.0029719509,2.9901662,2.9901662,0.99406493,2.9901662,0.99406493
11.133,-0.0098338882,-0.0029719509,2.9901662,2.9901662,0.99406493,2.9901662,0.99406493
11.134,-0.009945658,-0.0029469787,2.9900544,2.9900544,0.99411476,2.9900544,0.99411476
11.134,-0.009945658,-0.0029469787,2.9900544,2.9900544,0.99411476,2.9900544,0.99411476
11.135,-0.0099625578,-0.0029901562,2.9900374,2.9900374,0.99402863,2.9900374,0.99402863
11.135,-0.0099625578,-0.0029901562,2.9900374,2.9900374,0.99402863,2.9900374,0.99402863
11.136,-0.0098691918,-0.0029862435,2.9901309,2.9901309,0.99403644,2.9901309,0.99403644
11.136,-0.0098691918,-0.0029862435,2.9901309,2.9901309,0.99403644,2.9901309,0.99403644
11.137,-0.0098503996,-0.0030290333,2.9901495,2.9901495,0.99395108,2.9901495,0.99395108
11.137,-0.0098503996,-0.0030290333,2.9901495,2.9901495,0.99395108,2.9901495,0.99395108
11.138,-0.0099146944,-0.0030506998,2.9900854,2.9900854,0.99390793,2.9900854,0.99390793
11.138,-0.0099146944,-0.0030506998,2.9900854,2.9900854,0.99390793,2.9900854,0.99390793
11.139,-0.0098280068,-0.0030534728,2.9901719,2.9901719,0.99390239,2.9901719,0.99390239
11.139,-0.0098280068,-0.0030534728,2.9901719,2.9901719,0.99390239,2.9901719,0.99390239
11.14,-0.0099089304,-0.003061635,2.9900911,2.9900911,0.99388611,2.9900911,0.99388611
11.14,-0.0099089304,-0.003061635,2.9900911,2.9900911,0.99388611,2.9900911,0.99388611
11.141,-0.0098992186,-0.0031058509,2.9901009,2.9901009,0.99379796,2.9901009,0.99379796
11.141,-0.0098992186,-0.0031058509,2.9901009,2.9901009,0.99379796,2.9901009,0.99379796
11.142,-0.010089284,-0.0029487384,2.9899106,2.9899106,0.99411124,2.9899106,0.99411124
11.142,-0.010089284,-0.0029487384,2.9899106,2.9899106,0.99411124,2.9899106,0.99411124
11.143,-0.010145508,-0.002975815,2.9898546,2.9898546,0.99405724,2.9898546,0.99405724
11.143,-0.010145508,-0.002975815,2.9898546,2.9898546,0.99405724,2.9898546,0.99405724
11.144,-0.010145989,-0.0030205485,2.9898541,2.9898541,0.99396801,2.9898541,0.99396801
11.144,-0.010145989,-0.0030205485,2.9898541,2.9898541,0.99396801,2.9898541,0.99396801
11.145,-0.010122853,-0.0030622855,2.9898772,2.9898772,0.9938848,2.9898772,0.9938848
11.145,-0.010122853,-0.0030622855,2.9898772,2.9898772,0.9938848,2.9898772,0.9938848
11.146,-0.010147039,-0.0031037387,2.9898529,2.9898529,0.99380213,2.9898529,0.99380213
11.146,-0.010147039,-0.0031037387,2.9898529,2.9898529,0.99380213,2.9898529,0.99380213
11.147,-0.010263612,-0.0030724853,2.9897363,2.9897363,0.99386448,2.9897363,0.99386448
11.147,-0.010263612,-0.0030724853,2.9897363,2.9897363,0.99386448,2.9897363,0.99386448
11.148,-0.010289241,-0.0031135275,2.9897108,2.9897108,0.99378264,2.9897108,0.99378264
11.148,-0.010289241,-0.0031135275,2.9897108,2.9897108,0.99378264,2.9897108,0.99378264
11.149,-0.010341838,-0.0031427667,2.9896581,2.9896581,0.99372435,2.9896581,0.99372435
11.149,-0.010341838,-0.0031427667,2.9896581,2.9896581,0.99372435,2.9896581,0.99372435
11.15,-0.010560007,-0.0029213247,2.98944,2.98944,0.9941659,2.98944,0.9941659
11.15,-0.010560007,-0.0029213247,2.98944,2.98944,0.9941659,2.98944,0.9941659
11.151,-0.010578628,-0.0029640947,2.9894214,2.9894214,0.9940806,2.9894214,0.9940806
11.151,-0.010578628,-0.0029640947,2.9894214,2.9894214,0.9940806,2.9894214,0.9940806
11.152,-0.010623234,-0.0029976706,2.9893768,2.9893768,0.99401367,2.9893768,0.99401367
11.152,-0.010623234,-0.0029976706,2.9893768,2.9893768,0.99401367,2.9893768,0.99401367
11.153,-0.010525811,-0.0029892835,2.9894743,2.9894743,0.99403036,2.9894743,0.99403036
11.153,-0.010525811,-0.0029892835,2.9894743,2.9894743,0.99403036,2.9894743,0.99403036
11.154,-0.010352927,-0.0028668111,2.9896472,2.9896472,0.99427462,2.9896472,0.99427462
11.154,-0.010352927,-0.0028668111,2.9896472,2.9896472,0.99427462,2.9896472,0.99427462
11.155,-0.010427939,-0.0028800357,2.989572,2.989572,0.99424821,2.989572,0.99424821
11.155,-0.010427939,-0.0028800357,2.989572,2.989572,0.99424821,2.989572,0.99424821
11.156,-0.010506194,-0.0028904709,2.9894938,2.9894938,0.99422741,2.9894938,0.99422741
11.156,-0.010506194,-0.0028904709,2.9894938,2.9894938,0.99422741,2.9894938,0.99422741
11.157,-0.010582141,-0.0029028894,2.9894178,2.9894178,0.99420267,2.9894178,0.99420267
11.157,-0.010582141,-0.0029028894,2.9894178,2.9894178,0.99420267,2.9894178,0.99420267
11.158,-0.010581606,-0.0029475696,2.9894185,2.9894185,0.99411356,2.9894185,0.99411356
11.158,-0.010581606,-0.0029475696,2.9894185,2.9894185,0.99411356,2.9894185,0.99411356
11.159,-0.01056722,-0.0029910873,2.9894328,2.9894328,0.99402678,2.9894328,0.99402678
11.159,-0.01056722,-0.0029910873,2.9894328,2.9894328,0.99402678,2.9894328,0.99402678
11.16,-0.010623429,-0.0030180749,2.9893765,2.9893765,0.99397296,2.9893765,0.99397296
11.16,-0.010623429,-0.0030180749,2.9893765,2.9893765,0.99397296,2.9893765,0.99397296
11.161,-0.01056175,-0.0030414467,2.9894383,2.9894383,0.99392635,2.9894383,0.99392635
11.161,-0.01056175,-0.0030414467,2.9894383,2.9894383,0.99392635,2.9894383,0.99392635
11.162,-0.010567151,-0.0030859429,2.9894328,2.9894328,0.99383765,2.9894328,0.99383765
11.162,-0.010567151,-0.0030859429,2.9894328,2.9894328,0.99383765,2.9894328,0.99383765
11.163,-0.010576222,-0.0031301358,2.9894238,2.9894238,0.9937495,2.9894238,0.9937495
11.163,-0.010576222,-0.0031301358,2.9894238,2.9894238,0.9937495,2.9894238,0.9937495
11.164,-0.010613962,-0.0031668085,2.9893861,2.9893861,0.99367642,2.9893861,0.99367642
11.164,-0.010613962,-0.0031668085,2.9893861,2.9893861,0.99367642,2.9893861,0.99367642
11.165,-0.010717504,-0.0031514156,2.9892826,2.9892826,0.99370712,2.9892826,0.99370712
11.165,-0.010717504,-0.0031514156,2.9892826,2.9892826,0.99370712,2.9892826,0.99370712
11.166,-0.010603665,-0.0031234801,2.9893963,2.9893963,0.99376279,2.9893963,0.99376279
11.166,-0.010603665,-0.0031234801,2.9893963,2.9893963,0.99376279,2.9893963,0.99376279
11.167,-0.010553579,-0.0031540659,2.9894464,2.9894464,0.99370182,2.9894464,0.99370182
11.167,-0.010553579,-0.0031540659,2.9894464,2.9894464,0.99370182,2.9894464,0.99370182
11.168,-0.010630008,-0.0031659768,2.9893701,2.9893701,0.99367809,2.9893701,0.99367809
11.168,-0.010630008,-0.0031659768,2.9893701,2.9893701,0.99367809,2.9893701,0.99367809
11.169,-0.010633914,-0.0032105173,2.9893661,2.9893661,0.99358928,2.9893661,0.99358928
11.169,-0.010633914,-0.0032105173,2.9893661,2.9893661,0.99358928,2.9893661,0.99358928
11.17,-0.010533213,-0.0031983231,2.9894669,2.9894669,0.9936136,2.9894669,0.9936136
11.17,-0.010533213,-0.0031983231,2.9894669,2.9894669,0.9936136,2.9894669,0.9936136
11.171,-0.010514314,-0.0032409383,2.9894857,2.9894857,0.9935286,2.9894857,0.9935286
11.171,-0.010514314,-0.0032409383,2.9894857,2.9894857,0.9935286,2.9894857,0.9935286
11.172,-0.010415697,-0.0032310511,2.9895842,2.9895842,0.99354833,2.9895842,0.99354833
11.172,-0.010415697,-0.0032310511,2.9895842,2.9895842,0.99354833,2.9895842,0.99354833
11.173,-0.010462931,-0.0032631543,2.989537,2.989537,0.99348432,2.989537,0.99348432
11.173,-0.010462931,-0.0032631543,2.989537,2.989537,0.99348432,2.989537,0.99348432
11.174,-0.010360832,-0.0032493293,2.9896393,2.9896393,0.99351192,2.9896393,0.99351192
11.174,-0.010360832,-0.0032493293,2.9896393,2.9896393,0.99351192,2.9896393,0.99351192
11.175,-0.010372978,-0.0032931007,2.9896271,2.9896271,0.99342465,2.9896271,0.99342465
11.175,-0.010372978,-0.0032931007,2.9896271,2.9896271,0.99342465,2.9896271,0.99342465
11.176,-0.010311523,-0.0033165202,2.9896884,2.9896884,0.99337798,2.9896884,0.99337798
11.176,-0.010311523,-0.0033165202,2.9896884,2.9896884,0.99337798,2.9896884,0.99337798
11.177,-0.010436011,-0.00327422,2.9895639,2.9895639,0.99346226,2.9895639,0.99346226
11.177,-0.010436011,-0.00327422,2.9895639,2.9895639,0.99346226,2.9895639,0.99346226
11.178,-0.010521167,-0.0032781453,2.9894788,2.9894788,0.99345446,2.9894788,0.99345446
11.178,-0.010521167,-0.0032781453,2.9894788,2.9894788,0.99345446,2.9894788,0.99345446
11.179,-0.010526527,-0.0033225655,2.9894736,2.9894736,0.99336588,2.9894736,0.99336588
11.179,-0.010526527,-0.0033225655,2.9894736,2.9894736,0.99336588,2.9894736,0.99336588
11.18,-0.010500515,-0.0033633457,2.9894996,2.9894996,0.99328464,2.9894996,0.99328464
11.18,-0.010500515,-0.0033633457,2.9894996,2.9894996,0.99328464,2.9894996,0.99328464
11.181,-0.010510182,-0.0034073908,2.9894898,2.9894898,0.99319685,2.9894898,0.99319685
11.181,-0.010510182,-0.0034073908,2.9894898,2.9894898,0.99319685,2.9894898,0.99319685
11.182,-0.010540709,-0.0034467268,2.9894593,2.9894593,0.99311841,2.9894593,0.99311841
11.182,-0.010540709,-0.0034467268,2.9894593,2.9894593,0.99311841,2.9894593,0.99311841
11.183,-0.010524907,-0.0034898836,2.989475,2.989475,0.9930324,2.989475,0.9930324
11.183,-0.010524907,-0.0034898836,2.989475,2.989475,0.9930324,2.989475,0.9930324
11.184,-0.010526453,-0.0035344218,2.9894736,2.9894736,0.99294364,2.9894736,0.99294364
11.184,-0.010526453,-0.0035344218,2.9894736,2.9894736,0.99294364,2.9894736,0.99294364
11.185,-0.010494444,-0.0035732172,2.9895055,2.9895055,0.99286634,2.9895055,0.99286634
11.185,-0.010494444,-0.0035732172,2.9895055,2.9895055,0.99286634,2.9895055,0.99286634
11.186,-0.010561349,-0.0035926329,2.9894385,2.9894385,0.99282765,2.9894385,0.99282765
11.186,-0.010561349,-0.0035926329,2.9894385,2.9894385,0.99282765,2.9894385,0.99282765
11.187,-0.010502511,-0.0036177349,2.9894974,2.9894974,0.99277765,2.9894974,0.99277765
11.187,-0.010502511,-0.0036177349,2.9894974,2.9894974,0.99277765,2.9894974,0.99277765
11.188,-0.010472447,-0.0036571911,2.9895275,2.9895275,0.99269897,2.9895275,0.99269897
11.188,-0.010472447,-0.0036571911,2.9895275,2.9895275,0.99269897,2.9895275,0.99269897
11.189,-0.01034563,-0.00361142,2.9896543,2.9896543,0.99279022,2.9896543,0.99279022
11.189,-0.01034563,-0.00361142,2.9896543,2.9896543,0.99279022,2.9896543,0.99279022
11.19,-0.010428323,-0.0036175472,2.9895716,2.9895716,0.992778,2.9895716,0.992778
11.19,-0.010428323,-0.0036175472,2.9895716,2.9895716,0.992778,2.9895716,0.992778
11.191,-0.010298662,-0.0035676609,2.9897013,2.9897013,0.99287742,2.9897013,0.99287742
11.191,-0.010298662,-0.0035676609,2.9897013,2.9897013,0.99287742,2.9897013,0.99287742
11.192,-0.010229056,-0.0035849686,2.9897709,2.9897709,0.99284291,2.9897709,0.99284291
11.192,-0.010229056,-0.0035849686,2.9897709,2.9897709,0.99284291,2.9897709,0.99284291
11.193,-0.010272369,-0.0036189437,2.9897277,2.9897277,0.9927752,2.9897277,0.9927752
11.193,-0.010272369,-0.0036189437,2.9897277,2.9897277,0.9927752,2.9897277,0.9927752
11.194,-0.010205589,-0.0036384009,2.9897945,2.9897945,0.99273646,2.9897945,0.99273646
11.194,-0.010205589,-0.0036384009,2.9897945,2.9897945,0.99273646,2.9897945,0.99273646
11.195,-0.010171807,-0.0036764913,2.9898281,2.9898281,0.99266052,2.9898281,0.99266052
11.195,-0.010171807,-0.0036764913,2.9898281,2.9898281,0.99266052,2.9898281,0.99266052
11.196,-0.010055278,-0.0036446978,2.9899447,2.9899447,0.99272388,2.9899447,0.99272388
11.196,-0.010055278,-0.0036446978,2.9899447,2.9899447,0.99272388,2.9899447,0.99272388
11.197,-0.009995617,-0.0036691914,2.9900043,2.9900043,0.99267507,2.9900043,0.99267507
11.197,-0.009995617,-0.0036691914,2.9900043,2.9900043,0.99267507,2.9900043,0.99267507
11.198,-0.010075303,-0.0036779984,2.9899247,2.9899247,0.99265754,2.9899247,0.99265754
