"Time","greaterThreshold.y","greaterEqualThreshold.y","lessThreshold.y","lessEqualThreshold.y","ramp.y"
0.025599999,1,1,1,1,1
0.025800001,1,1,1,1,1
0.026000001,1,1,1,1,1
0.0262,1,1,1,1,1
0.0264,1,1,1,1,1
0.0266,1,1,1,1,1
0.026799999,1,1,1,1,1
0.027000001,1,1,1,1,1
0.0272,1,1,1,1,1
0.0274,1,1,1,1,1
0.0276,1,1,1,1,1
0.027799999,1,1,1,1,1
0.028000001,1,1,1,1,1
0.028200001,1,1,1,1,1
0.0284,1,1,1,1,1
0.0286,1,1,1,1,1
0.0288,1,1,1,1,1
0.028999999,1,1,1,1,1
0.029200001,1,1,1,1,1
0.0294,1,1,1,1,1
0.0296,1,1,1,1,1
0.0298,1,1,1,1,1
0.029999999,1,1,1,1,1
0.030200001,1,1,1,1,1
0.030400001,1,1,1,1,1
0.0306,1,1,1,1,1
0.0308,1,1,1,1,1
0.030999999,1,1,1,1,1
0.031199999,1,1,1,1,1
0.031399999,1,1,1,1,1
0.031599998,1,1,1,1,1
0.031800002,1,1,1,1,1
0.032000002,1,1,1,1,1
0.032200001,1,1,1,1,1
0.032400001,1,1,1,1,1
0.032600001,1,1,1,1,1
0.0328,1,1,1,1,1
0.033,1,1,1,1,1
0.033199999,1,1,1,1,1
0.033399999,1,1,1,1,1
0.033599999,1,1,1,1,1
0.033799998,1,1,1,1,1
0.034000002,1,1,1,1,1
0.034200002,1,1,1,1,1
0.034400001,1,1,1,1,1
0.034600001,1,1,1,1,1
0.0348,1,1,1,1,1
0.035,1,1,1,1,1
0.0352,1,1,1,1,1
0.035399999,1,1,1,1,1
0.035599999,1,1,1,1,1
0.035799999,1,1,1,1,1
0.035999998,1,1,1,1,1
0.036200002,1,1,1,1,1
0.036400001,1,1,1,1,1
0.036600001,1,1,1,1,1
0.036800001,1,1,1,1,1
0.037,1,1,1,1,1
0.0372,1,1,1,1,1
0.0374,1,1,1,1,1
0.037599999,1,1,1,1,1
0.037799999,1,1,1,1,1
0.037999999,1,1,1,1,1
0.038199998,1,1,1,1,1
0.038400002,1,1,1,1,1
0.038600001,1,1,1,1,1
0.038800001,1,1,1,1,1
0.039000001,1,1,1,1,1
0.0392,1,1,1,1,1
0.0394,1,1,1,1,1
0.0396,1,1,1,1,1
0.039799999,1,1,1,1,1
0.039999999,1,1,1,1,1
0.040199999,1,1,1,1,1
0.040399998,1,1,1,1,1
0.040600002,1,1,1,1,1
0.040800001,1,1,1,1,1
0.041000001,1,1,1,1,1
0.041200001,1,1,1,1,1
0.0414,1,1,1,1,1
0.0416,1,1,1,1,1
0.0418,1,1,1,1,1
0.041999999,1,1,1,1,1
0.042199999,1,1,1,1,1
0.042399999,1,1,1,1,1
0.042599998,1,1,1,1,1
0.042800002,1,1,1,1,1
0.043000001,1,1,1,1,1
0.043200001,1,1,1,1,1
0.043400001,1,1,1,1,1
0.0436,1,1,1,1,1
0.0438,1,1,1,1,1
0.044,1,1,1,1,1
0.044199999,1,1,1,1,1
0.044399999,1,1,1,1,1
0.044599999,1,1,1,1,1
0.044799998,1,1,1,1,1
0.045000002,1,1,1,1,1
0.045200001,1,1,1,1,1
0.045400001,1,1,1,1,1
0.045600001,1,1,1,1,1
0.0458,1,1,1,1,1
0.046,1,1,1,1,1
0.0462,1,1,1,1,1
0.046399999,1,1,1,1,1
0.046599999,1,1,1,1,1
0.046799999,1,1,1,1,1
0.046999998,1,1,1,1,1
0.047200002,1,1,1,1,1
0.047400001,1,1,1,1,1
0.047600001,1,1,1,1,1
0.047800001,1,1,1,1,1
0.048,1,1,1,1,1
0.0482,1,1,1,1,1
0.0484,1,1,1,1,1
0.048599999,1,1,1,1,1
0.048799999,1,1,1,1,1
0.048999999,1,1,1,1,1
0.049199998,1,1,1,1,1
0.049400002,1,1,1,1,1
0.049600001,1,1,1,1,1
0.049800001,1,1,1,1,1
0.050000001,1,1,1,1,1
0.0502,1,1,1,1,1
0.0504,1,1,1,1,1
0.0506,1,1,1,1,1
0.050799999,1,1,1,1,1
0.050999999,1,1,1,1,1
0.051199999,1,1,1,1,1
0.051399998,1,1,1,1,1
0.051600002,1,1,1,1,1
0.051800001,1,1,1,1,1
0.052000001,1,1,1,1,1
0.052200001,1,1,1,1,1
0.0524,1,1,1,1,1
0.0526,1,1,1,1,1
0.0528,1,1,1,1,1
0.052999999,1,1,1,1,1
0.053199999,1,1,1,1,1
0.053399999,1,1,1,1,1
0.053599998,1,1,1,1,1
0.053800002,1,1,1,1,1
0.054000001,1,1,1,1,1
0.054200001,1,1,1,1,1
0.054400001,1,1,1,1,1
0.0546,1,1,1,1,1
0.0548,1,1,1,1,1
0.055,1,1,1,1,1
0.055199999,1,1,1,1,1
0.055399999,1,1,1,1,1
0.055599999,1,1,1,1,1
0.055799998,1,1,1,1,1
0.056000002,1,1,1,1,1
0.056200001,1,1,1,1,1
0.056400001,1,1,1,1,1
0.056600001,1,1,1,1,1
0.0568,1,1,1,1,1
0.057,1,1,1,1,1
0.0572,1,1,1,1,1
0.057399999,1,1,1,1,1
0.057599999,1,1,1,1,1
0.057799999,1,1,1,1,1
0.057999998,1,1,1,1,1
0.058200002,1,1,1,1,1
0.058400001,1,1,1,1,1
0.058600001,1,1,1,1,1
0.058800001,1,1,1,1,1
0.059,1,1,1,1,1
0.0592,1,1,1,1,1
0.0594,1,1,1,1,1
0.059599999,1,1,1,1,1
0.059799999,1,1,1,1,1
0.059999999,1,1,1,1,1
0.060199998,1,1,1,1,1
0.060400002,1,1,1,1,1
0.060600001,1,1,1,1,1
0.060800001,1,1,1,1,1
0.061000001,1,1,1,1,1
0.0612,1,1,1,1,1
0.0614,1,1,1,1,1
0.0616,1,1,1,1,1
0.061799999,1,1,1,1,1
0.061999999,1,1,1,1,1
0.062199999,1,1,1,1,1
0.062399998,1,1,1,1,1
0.062600002,1,1,1,1,1
0.062799998,1,1,1,1,1
0.063000001,1,1,1,1,1
0.063199997,1,1,1,1,1
0.0634,1,1,1,1,1
0.063600004,1,1,1,1,1
0.0638,1,1,1,1,1
0.064000003,1,1,1,1,1
0.064199999,1,1,1,1,1
0.064400002,1,1,1,1,1
0.064599998,1,1,1,1,1
0.064800002,1,1,1,1,1
0.064999998,1,1,1,1,1
0.065200001,1,1,1,1,1
0.065399997,1,1,1,1,1
0.0656,1,1,1,1,1
0.065800004,1,1,1,1,1
0.066,1,1,1,1,1
0.066200003,1,1,1,1,1
0.066399999,1,1,1,1,1
0.066600002,1,1,1,1,1
0.066799998,1,1,1,1,1
0.067000002,1,1,1,1,1
0.067199998,1,1,1,1,1
0.067400001,1,1,1,1,1
0.067599997,1,1,1,1,1
0.0678,1,1,1,1,1
0.068000004,1,1,1,1,1
0.0682,1,1,1,1,1
0.068400003,1,1,1,1,1
0.068599999,1,1,1,1,1
0.068800002,1,1,1,1,1
0.068999998,1,1,1,1,1
0.069200002,1,1,1,1,1
0.069399998,1,1,1,1,1
0.069600001,1,1,1,1,1
0.069799997,1,1,1,1,1
0.07,1,1,1,1,1
0.070200004,1,1,1,1,1
0.0704,1,1,1,1,1
0.070600003,1,1,1,1,1
0.070799999,1,1,1,1,1
0.071000002,1,1,1,1,1
0.071199998,1,1,1,1,1
0.071400002,1,1,1,1,1
0.071599998,1,1,1,1,1
0.071800001,1,1,1,1,1
0.071999997,1,1,1,1,1
0.0722,1,1,1,1,1
0.072400004,1,1,1,1,1
0.0726,1,1,1,1,1
0.072800003,1,1,1,1,1
0.072999999,1,1,1,1,1
0.073200002,1,1,1,1,1
0.073399998,1,1,1,1,1
0.073600002,1,1,1,1,1
0.073799998,1,1,1,1,1
0.074000001,1,1,1,1,1
0.074199997,1,1,1,1,1
0.0744,1,1,1,1,1
0.074600004,1,1,1,1,1
0.0748,1,1,1,1,1
0.075000003,1,1,1,1,1
0.075199999,1,1,1,1,1
0.075400002,1,1,1,1,1
0.075599998,1,1,1,1,1
0.075800002,1,1,1,1,1
0.075999998,1,1,1,1,1
0.076200001,1,1,1,1,1
0.076399997,1,1,1,1,1
0.0766,1,1,1,1,1
0.076800004,1,1,1,1,1
0.077,1,1,1,1,1
0.077200003,1,1,1,1,1
0.077399999,1,1,1,1,1
0.077600002,1,1,1,1,1
0.077799998,1,1,1,1,1
0.078000002,1,1,1,1,1
0.078199998,1,1,1,1,1
0.078400001,1,1,1,1,1
0.078599997,1,1,1,1,1
0.0788,1,1,1,1,1
0.079000004,1,1,1,1,1
0.0792,1,1,1,1,1
0.079400003,1,1,1,1,1
0.079599999,1,1,1,1,1
0.079800002,1,1,1,1,1
0.079999998,1,1,1,1,1
0.080200002,1,1,1,1,1
0.080399998,1,1,1,1,1
0.080600001,1,1,1,1,1
0.080799997,1,1,1,1,1
0.081,1,1,1,1,1
0.081200004,1,1,1,1,1
0.0814,1,1,1,1,1
0.081600003,1,1,1,1,1
0.081799999,1,1,1,1,1
0.082000002,1,1,1,1,1
0.082199998,1,1,1,1,1
0.082400002,1,1,1,1,1
0.082599998,1,1,1,1,1
0.082800001,1,1,1,1,1
0.082999997,1,1,1,1,1
0.0832,1,1,1,1,1
0.083400004,1,1,1,1,1
0.0836,1,1,1,1,1
0.083800003,1,1,1,1,1
0.083999999,1,1,1,1,1
0.084200002,1,1,1,1,1
0.084399998,1,1,1,1,1
0.084600002,1,1,1,1,1
0.084799998,1,1,1,1,1
0.085000001,1,1,1,1,1
0.085199997,1,1,1,1,1
0.0854,1,1,1,1,1
0.085600004,1,1,1,1,1
0.0858,1,1,1,1,1
0.086000003,1,1,1,1,1
0.086199999,1,1,1,1,1
0.086400002,1,1,1,1,1
0.086599998,1,1,1,1,1
0.086800002,1,1,1,1,1
0.086999997,1,1,1,1,1
0.087200001,1,1,1,1,1
0.087399997,1,1,1,1,1
0.0876,1,1,1,1,1
0.087800004,1,1,1,1,1
0.088,1,1,1,1,1
0.088200003,1,1,1,1,1
0.088399999,1,1,1,1,1
0.088600002,1,1,1,1,1
0.088799998,1,1,1,1,1
0.089000002,1,1,1,1,1
0.089199997,1,1,1,1,1
0.089400001,1,1,1,1,1
0.089599997,1,1,1,1,1
0.0898,1,1,1,1,1
0.090000004,1,1,1,1,1
0.0902,1,1,1,1,1
0.090400003,1,1,1,1,1
0.090599999,1,1,1,1,1
0.090800002,1,1,1,1,1
0.090999998,1,1,1,1,1
0.091200002,1,1,1,1,1
0.091399997,1,1,1,1,1
0.091600001,1,1,1,1,1
0.091799997,1,1,1,1,1
0.092,1,1,1,1,1
0.092200004,1,1,1,1,1
0.092399999,1,1,1,1,1
0.092600003,1,1,1,1,1
0.092799999,1,1,1,1,1
0.093000002,1,1,1,1,1
0.093199998,1,1,1,1,1
0.093400002,1,1,1,1,1
0.093599997,1,1,1,1,1
0.093800001,1,1,1,1,1
0.093999997,1,1,1,1,1
0.0942,1,1,1,1,1
0.094400004,1,1,1,1,1
0.094599999,1,1,1,1,1
0.094800003,1,1,1,1,1
0.094999999,1,1,1,1,1
0.095200002,1,1,1,1,1
0.095399998,1,1,1,1,1
0.095600002,1,1,1,1,1
0.095799997,1,1,1,1,1
0.096000001,1,1,1,1,1
0.096199997,1,1,1,1,1
0.0964,1,1,1,1,1
0.096600004,1,1,1,1,1
0.096799999,1,1,1,1,1
0.097000003,1,1,1,1,1
0.097199999,1,1,1,1,1
0.097400002,1,1,1,1,1
0.097599998,1,1,1,1,1
0.097800002,1,1,1,1,1
0.097999997,1,1,1,1,1
0.098200001,1,1,1,1,1
0.098399997,1,1,1,1,1
0.0986,1,1,1,1,1
0.098800004,1,1,1,1,1
0.098999999,1,1,1,1,1
0.099200003,1,1,1,1,1
0.099399999,1,1,1,1,1
0.099600002,1,1,1,1,1
0.099799998,1,1,1,1,1
0.1,1,1,1,1,1
0.1002,1,1,1,1,1
0.1004,1,1,1,1,1
0.1006,1,1,1,1,1
0.1008,1,1,1,1,1
0.101,1,1,1,1,1
0.1012,1,1,1,1,1
0.1014,1,1,1,1,1
0.1016,1,1,1,1,1
0.1018,1,1,1,1,1
0.102,1,1,1,1,1
0.1022,1,1,1,1,1
0.1024,1,1,1,1,1
0.1026,1,1,1,1,1
0.1028,1,1,1,1,1
0.103,1,1,1,1,1
0.1032,1,1,1,1,1
0.1034,1,1,1,1,1
0.1036,1,1,1,1,1
0.1038,1,1,1,1,1
0.104,1,1,1,1,1
0.1042,1,1,1,1,1
0.1044,1,1,1,1,1
0.1046,1,1,1,1,1
0.1048,1,1,1,1,1
0.105,1,1,1,1,1
0.1052,1,1,1,1,1
0.1054,1,1,1,1,1
0.1056,1,1,1,1,1
0.1058,1,1,1,1,1
0.106,1,1,1,1,1
0.1062,1,1,1,1,1
0.1064,1,1,1,1,1
0.1066,1,1,1,1,1
0.1068,1,1,1,1,1
0.107,1,1,1,1,1
0.1072,1,1,1,1,1
0.1074,1,1,1,1,1
0.1076,1,1,1,1,1
0.1078,1,1,1,1,1
0.108,1,1,1,1,1
0.1082,1,1,1,1,1
0.1084,1,1,1,1,1
0.1086,1,1,1,1,1
0.1088,1,1,1,1,1
0.109,1,1,1,1,1
0.1092,1,1,1,1,1
0.1094,1,1,1,1,1
0.1096,1,1,1,1,1
0.1098,1,1,1,1,1
0.11,1,1,1,1,1
0.1102,1,1,1,1,1
0.1104,1,1,1,1,1
0.1106,1,1,1,1,1
0.1108,1,1,1,1,1
0.111,1,1,1,1,1
0.1112,1,1,1,1,1
0.1114,1,1,1,1,1
0.1116,1,1,1,1,1
0.1118,1,1,1,1,1
0.112,1,1,1,1,1
0.1122,1,1,1,1,1
0.1124,1,1,1,1,1
0.1126,1,1,1,1,1
0.1128,1,1,1,1,1
0.113,1,1,1,1,1
0.1132,1,1,1,1,1
0.1134,1,1,1,1,1
0.1136,1,1,1,1,1
0.1138,1,1,1,1,1
0.114,1,1,1,1,1
0.1142,1,1,1,1,1
0.1144,1,1,1,1,1
0.1146,1,1,1,1,1
0.1148,1,1,1,1,1
0.115,1,1,1,1,1
0.1152,1,1,1,1,1
0.1154,1,1,1,1,1
0.1156,1,1,1,1,1
0.1158,1,1,1,1,1
0.116,1,1,1,1,1
0.1162,1,1,1,1,1
0.1164,1,1,1,1,1
0.1166,1,1,1,1,1
0.1168,1,1,1,1,1
0.117,1,1,1,1,1
0.1172,1,1,1,1,1
0.1174,1,1,1,1,1
0.1176,1,1,1,1,1
0.1178,1,1,1,1,1
0.118,1,1,1,1,1
0.1182,1,1,1,1,1
0.1184,1,1,1,1,1
0.1186,1,1,1,1,1
0.1188,1,1,1,1,1
0.119,1,1,1,1,1
0.1192,1,1,1,1,1
0.1194,1,1,1,1,1
0.1196,1,1,1,1,1
0.1198,1,1,1,1,1
0.12,1,1,1,1,1
0.1202,1,1,1,1,1
0.1204,1,1,1,1,1
0.1206,1,1,1,1,1
0.1208,1,1,1,1,1
0.121,1,1,1,1,1
0.1212,1,1,1,1,1
0.1214,1,1,1,1,1
0.1216,1,1,1,1,1
0.1218,1,1,1,1,1
0.122,1,1,1,1,1
0.1222,1,1,1,1,1
0.1224,1,1,1,1,1
0.1226,1,1,1,1,1
0.1228,1,1,1,1,1
0.123,1,1,1,1,1
0.1232,1,1,1,1,1
0.1234,1,1,1,1,1
0.1236,1,1,1,1,1
0.1238,1,1,1,1,1
0.124,1,1,1,1,1
0.1242,1,1,1,1,1
0.1244,1,1,1,1,1
0.1246,1,1,1,1,1
0.1248,1,1,1,1,1
0.125,1,1,1,1,1
0.1252,1,1,1,1,1
0.12540001,1,1,1,1,1
0.1256,1,1,1,1,1
0.1258,1,1,1,1,1
0.126,1,1,1,1,1
0.12620001,1,1,1,1,1
0.12639999,1,1,1,1,1
0.1266,1,1,1,1,1
0.1268,1,1,1,1,1
0.127,1,1,1,1,1
0.12720001,1,1,1,1,1
0.1274,1,1,1,1,1
0.1276,1,1,1,1,1
0.1278,1,1,1,1,1
0.12800001,1,1,1,1,1
0.12819999,1,1,1,1,1
0.1284,1,1,1,1,1
0.1286,1,1,1,1,1
0.1288,1,1,1,1,1
0.12899999,1,1,1,1,1
0.1292,1,1,1,1,1
0.1294,1,1,1,1,1
0.1296,1,1,1,1,1
0.12980001,1,1,1,1,1
0.13,1,1,1,1,1
0.1302,1,1,1,1,1
0.1304,1,1,1,1,1
0.13060001,1,1,1,1,1
0.13079999,1,1,1,1,1
0.131,1,1,1,1,1
0.1312,1,1,1,1,1
0.1314,1,1,1,1,1
0.13160001,1,1,1,1,1
0.1318,1,1,1,1,1
0.132,1,1,1,1,1
0.1322,1,1,1,1,1
0.13240001,1,1,1,1,1
0.13259999,1,1,1,1,1
0.1328,1,1,1,1,1
0.133,1,1,1,1,1
0.1332,1,1,1,1,1
0.13339999,1,1,1,1,1
0.1336,1,1,1,1,1
0.1338,1,1,1,1,1
0.134,1,1,1,1,1
0.13420001,1,1,1,1,1
0.1344,1,1,1,1,1
0.1346,1,1,1,1,1
0.1348,1,1,1,1,1
0.13500001,1,1,1,1,1
0.13519999,1,1,1,1,1
0.1354,1,1,1,1,1
0.1356,1,1,1,1,1
0.1358,1,1,1,1,1
0.13600001,1,1,1,1,1
0.1362,1,1,1,1,1
0.1364,1,1,1,1,1
0.1366,1,1,1,1,1
0.13680001,1,1,1,1,1
0.13699999,1,1,1,1,1
0.1372,1,1,1,1,1
0.1374,1,1,1,1,1
0.1376,1,1,1,1,1
0.13779999,1,1,1,1,1
0.138,1,1,1,1,1
0.1382,1,1,1,1,1
0.1384,1,1,1,1,1
0.13860001,1,1,1,1,1
0.1388,1,1,1,1,1
0.139,1,1,1,1,1
0.1392,1,1,1,1,1
0.13940001,1,1,1,1,1
0.13959999,1,1,1,1,1
0.1398,1,1,1,1,1
0.14,1,1,1,1,1
0.1402,1,1,1,1,1
0.14040001,1,1,1,1,1
0.1406,1,1,1,1,1
0.1408,1,1,1,1,1
0.141,1,1,1,1,1
0.14120001,1,1,1,1,1
0.14139999,1,1,1,1,1
0.1416,1,1,1,1,1
0.1418,1,1,1,1,1
0.142,1,1,1,1,1
0.14219999,1,1,1,1,1
0.1424,1,1,1,1,1
0.1426,1,1,1,1,1
0.1428,1,1,1,1,1
0.14300001,1,1,1,1,1
0.1432,1,1,1,1,1
0.1434,1,1,1,1,1
0.1436,1,1,1,1,1
0.14380001,1,1,1,1,1
0.14399999,1,1,1,1,1
0.1442,1,1,1,1,1
0.1444,1,1,1,1,1
0.1446,1,1,1,1,1
0.14480001,1,1,1,1,1
0.145,1,1,1,1,1
0.1452,1,1,1,1,1
0.1454,1,1,1,1,1
0.14560001,1,1,1,1,1
0.14579999,1,1,1,1,1
0.146,1,1,1,1,1
0.1462,1,1,1,1,1
0.1464,1,1,1,1,1
0.14659999,1,1,1,1,1
0.1468,1,1,1,1,1
0.147,1,1,1,1,1
0.1472,1,1,1,1,1
0.14740001,1,1,1,1,1
0.1476,1,1,1,1,1
0.1478,1,1,1,1,1
0.148,1,1,1,1,1
0.14820001,1,1,1,1,1
0.14839999,1,1,1,1,1
0.1486,1,1,1,1,1
0.1488,1,1,1,1,1
0.149,1,1,1,1,1
0.14920001,1,1,1,1,1
0.1494,1,1,1,1,1
0.1496,1,1,1,1,1
0.1498,1,1,1,1,1
0.15000001,1,1,1,1,1
0.15019999,1,1,1,1,1
0.1504,1,1,1,1,1
0.1506,1,1,1,1,1
0.1508,1,1,1,1,1
0.15099999,1,1,1,1,1
0.1512,1,1,1,1,1
0.1514,1,1,1,1,1
0.1516,1,1,1,1,1
0.15180001,1,1,1,1,1
0.152,1,1,1,1,1
0.1522,1,1,1,1,1
0.1524,1,1,1,1,1
0.15260001,1,1,1,1,1
0.15279999,1,1,1,1,1
0.153,1,1,1,1,1
0.1532,1,1,1,1,1
0.1534,1,1,1,1,1
0.15360001,1,1,1,1,1
0.1538,1,1,1,1,1
0.154,1,1,1,1,1
0.1542,1,1,1,1,1
0.15440001,1,1,1,1,1
0.15459999,1,1,1,1,1
0.1548,1,1,1,1,1
0.155,1,1,1,1,1
0.1552,1,1,1,1,1
0.15539999,1,1,1,1,1
0.1556,1,1,1,1,1
0.1558,1,1,1,1,1
0.156,1,1,1,1,1
0.15620001,1,1,1,1,1
0.1564,1,1,1,1,1
0.1566,1,1,1,1,1
0.1568,1,1,1,1,1
0.15700001,1,1,1,1,1
0.15719999,1,1,1,1,1
0.1574,1,1,1,1,1
0.1576,1,1,1,1,1
0.1578,1,1,1,1,1
0.15800001,1,1,1,1,1
0.1582,1,1,1,1,1
0.1584,1,1,1,1,1
0.1586,1,1,1,1,1
0.15880001,1,1,1,1,1
0.15899999,1,1,1,1,1
0.1592,1,1,1,1,1
0.1594,1,1,1,1,1
0.1596,1,1,1,1,1
0.15979999,1,1,1,1,1
0.16,1,1,1,1,1
0.1602,1,1,1,1,1
0.1604,1,1,1,1,1
0.16060001,1,1,1,1,1
0.1608,1,1,1,1,1
0.161,1,1,1,1,1
0.1612,1,1,1,1,1
0.16140001,1,1,1,1,1
0.16159999,1,1,1,1,1
0.1618,1,1,1,1,1
0.162,1,1,1,1,1
0.1622,1,1,1,1,1
0.16240001,1,1,1,1,1
0.1626,1,1,1,1,1
0.1628,1,1,1,1,1
0.163,1,1,1,1,1
0.16320001,1,1,1,1,1
0.16339999,1,1,1,1,1
0.1636,1,1,1,1,1
0.1638,1,1,1,1,1
0.164,1,1,1,1,1
0.16419999,1,1,1,1,1
0.1644,1,1,1,1,1
0.1646,1,1,1,1,1
0.1648,1,1,1,1,1
0.16500001,1,1,1,1,1
0.1652,1,1,1,1,1
0.1654,1,1,1,1,1
0.1656,1,1,1,1,1
0.16580001,1,1,1,1,1
0.16599999,1,1,1,1,1
0.1662,1,1,1,1,1
0.1664,1,1,1,1,1
0.1666,1,1,1,1,1
0.16680001,1,1,1,1,1
0.167,1,1,1,1,1
0.1672,1,1,1,1,1
0.1674,1,1,1,1,1
0.16760001,1,1,1,1,1
0.16779999,1,1,1,1,1
0.168,1,1,1,1,1
0.1682,1,1,1,1,1
0.1684,1,1,1,1,1
0.16859999,1,1,1,1,1
0.1688,1,1,1,1,1
0.169,1,1,1,1,1
0.1692,1,1,1,1,1
0.16940001,1,1,1,1,1
0.1696,1,1,1,1,1
0.1698,1,1,1,1,1
0.17,1,1,1,1,1
0.17020001,1,1,1,1,1
0.17039999,1,1,1,1,1
0.1706,1,1,1,1,1
0.1708,1,1,1,1,1
0.171,1,1,1,1,1
0.17120001,1,1,1,1,1
0.1714,1,1,1,1,1
0.1716,1,1,1,1,1
0.1718,1,1,1,1,1
0.17200001,1,1,1,1,1
0.17219999,1,1,1,1,1
0.1724,1,1,1,1,1
0.1726,1,1,1,1,1
0.1728,1,1,1,1,1
0.17299999,1,1,1,1,1
0.1732,1,1,1,1,1
0.1734,1,1,1,1,1
0.1736,1,1,1,1,1
0.17380001,1,1,1,1,1
0.17399999,1,1,1,1,1
0.1742,1,1,1,1,1
0.1744,1,1,1,1,1
0.17460001,1,1,1,1,1
0.17479999,1,1,1,1,1
0.175,1,1,1,1,1
0.1752,1,1,1,1,1
0.1754,1,1,1,1,1
0.17560001,1,1,1,1,1
0.1758,1,1,1,1,1
0.176,1,1,1,1,1
0.1762,1,1,1,1,1
0.17640001,1,1,1,1,1
0.17659999,1,1,1,1,1
0.1768,1,1,1,1,1
0.177,1,1,1,1,1
0.1772,1,1,1,1,1
0.17739999,1,1,1,1,1
0.1776,1,1,1,1,1
0.1778,1,1,1,1,1
0.178,1,1,1,1,1
0.17820001,1,1,1,1,1
0.17839999,1,1,1,1,1
0.1786,1,1,1,1,1
0.1788,1,1,1,1,1
0.17900001,1,1,1,1,1
0.17919999,1,1,1,1,1
0.1794,1,1,1,1,1
0.1796,1,1,1,1,1
0.1798,1,1,1,1,1
