"Time","inertiaLoad.w","inertiaLoadQS.w"
0.0138,4.3161173,4.3161154
0.0139,4.3473778,4.3473754
0.014,4.3786373,4.3786354
0.0141,4.4098973,4.4098949
0.0142,4.4411564,4.4411545
0.0143,4.4724154,4.4724131
0.0144,4.503674,4.5036716
0.0145,4.5349321,4.5349302
0.0146,4.5661898,4.5661879
0.0147,4.5974474,4.5974455
0.0148,4.6287045,4.6287022
0.0149,4.6599612,4.6599593
0.015,4.6912174,4.6912155
0.0151,4.7224736,4.7224717
0.0152,4.7537293,4.753727
0.0153,4.7849846,4.7849822
0.0154,4.8162394,4.8162374
0.0155,4.8474941,4.8474917
0.0156,4.8787479,4.8787456
0.015699999,4.9100018,4.9099994
0.015799999,4.9412551,4.9412527
0.015900001,4.972508,4.9725056
0.016000001,5.0037608,5.0037584
0.016100001,5.0350127,5.0350103
0.0162,5.0662646,5.0662622
0.0163,5.0975161,5.0975137
0.0164,5.128767,5.1287646
0.0165,5.1600175,5.1600151
0.0166,5.1912675,5.1912651
0.0167,5.2225175,5.2225146
0.016799999,5.2537665,5.2537642
0.016899999,5.2850156,5.2850132
0.017000001,5.3162642,5.3162613
0.017100001,5.3475122,5.3475094
0.017200001,5.3787599,5.378757
0.0173,5.410007,5.4100041
0.0174,5.4412537,5.4412508
0.0175,5.4724998,5.4724975
0.0176,5.503746,5.5037432
0.0177,5.5349913,5.5349889
0.0178,5.5662365,5.5662336
0.017899999,5.5974813,5.5974784
0.017999999,5.6287251,5.6287227
0.018100001,5.6599689,5.659966
0.018200001,5.6912122,5.6912093
0.018300001,5.722455,5.7224522
0.0184,5.7536974,5.7536945
0.0185,5.7849393,5.7849364
0.0186,5.8161807,5.8161778
0.0187,5.8474216,5.8474188
0.0188,5.8786621,5.8786592
0.0189,5.9099021,5.9098992
0.018999999,5.9411416,5.9411387
0.019099999,5.9723811,5.9723778
0.019200001,6.0036197,6.0036163
0.019300001,6.0348577,6.0348549
0.019400001,6.0660954,6.0660925
0.0195,6.0973325,6.0973296
0.0196,6.1285696,6.1285663
0.0197,6.1598058,6.1598024
0.0198,6.1910415,6.1910381
0.0199,6.2222767,6.2222733
0.02,6.2535114,6.2535081
0.020099999,6.2847457,6.2847424
0.020199999,6.3159795,6.3159761
0.020300001,6.3472128,6.3472095
0.020400001,6.3784456,6.3784423
0.020500001,6.409678,6.4096746
0.0206,6.4409094,6.440906
0.0207,6.4721408,6.4721375
0.0208,6.5033717,6.5033679
0.0209,6.5346017,6.5345984
0.021,6.5658317,6.5658278
0.0211,6.5970607,6.5970573
0.021199999,6.6282892,6.6282859
0.021299999,6.6595173,6.659514
0.021400001,6.6907449,6.6907415
0.021500001,6.721972,6.7219687
0.021600001,6.7531986,6.7531953
0.0217,6.7844248,6.784421
0.0218,6.81565,6.8156466
0.0219,6.8468752,6.8468714
0.022,6.8780994,6.8780956
0.0221,6.9093232,6.9093199
0.0222,6.9405465,6.9405432
0.022299999,6.9717693,6.9717655
0.022399999,7.0029917,7.0029879
0.022500001,7.0342131,7.0342097
0.022600001,7.0654345,7.0654306
0.022700001,7.0966549,7.0966511
0.0228,7.1278749,7.127871
0.0229,7.1590943,7.1590905
0.023,7.1903133,7.190309
0.0231,7.2215314,7.2215276
0.0232,7.252749,7.2527452
0.0233,7.2839661,7.2839622
0.023399999,7.3151827,7.3151789
0.023499999,7.3463988,7.3463945
0.023600001,7.377614,7.3776102
0.023700001,7.4088292,7.4088249
0.023800001,7.440043,7.4400392
0.0239,7.4712567,7.4712529
0.024,7.50247,7.5024657
0.0241,7.5336823,7.5336781
0.0242,7.5648942,7.5648899
0.0243,7.5961056,7.5961013
0.0244,7.627316,7.6273117
0.024499999,7.6585259,7.6585217
0.024599999,7.6897354,7.6897311
0.024700001,7.7209444,7.7209401
0.024800001,7.7521524,7.7521482
0.024900001,7.78336,7.7833557
0.025,7.8145671,7.8145628
0.0251,7.8457737,7.8457689
0.0252,7.8769794,7.8769751
0.0253,7.9081845,7.9081798
0.0254,7.9393888,7.9393845
0.0255,7.970593,7.9705882
0.025599999,8.0017958,8.001792
0.025699999,8.032999,8.0329943
0.025800001,8.0642004,8.0641956
0.025900001,8.0954018,8.095397
0.026000001,8.1266031,8.1265984
0.0261,8.1578026,8.1577978
0.0262,8.189002,8.1889973
0.0263,8.2202005,8.2201958
0.0264,8.251399,8.2513943
0.0265,8.2825966,8.2825918
0.0266,8.3137932,8.3137884
0.026699999,8.3449898,8.344985
0.026799999,8.3761854,8.3761797
0.026900001,8.4073801,8.4073753
0.027000001,8.4385738,8.4385691
0.027100001,8.4697676,8.4697628
0.0272,8.5009604,8.5009556
0.0273,8.5321522,8.5321474
0.0274,8.563344,8.5633392
0.0275,8.5945349,8.5945301
0.0276,8.6257248,8.62572
0.0277,8.6569147,8.656909
0.027799999,8.6881027,8.688098
0.027899999,8.7192907,8.719286
0.028000001,8.7504787,8.750473
0.028100001,8.7816648,8.7816601
0.028200001,8.812851,8.8128462
0.0283,8.8440361,8.8440313
0.0284,8.8752213,8.8752155
0.0285,8.9064054,8.9063997
0.0286,8.9375887,8.937583
0.0287,8.968771,8.9687653
0.0288,8.9999523,8.9999466
0.028899999,9.0311337,9.0311279
0.028999999,9.062314,9.0623083
0.029100001,9.0934935,9.0934877
0.029200001,9.1246729,9.1246672
0.029300001,9.1558504,9.1558447
0.0294,9.1870279,9.1870222
0.0295,9.2182045,9.2181988
0.0296,9.2493811,9.2493753
0.0297,9.2805557,9.28055
0.0298,9.3117304,9.3117247
0.029899999,9.3429041,9.3428984
0.029999999,9.3740778,9.3740721
0.030099999,9.4052496,9.4052439
0.030200001,9.4364214,9.4364157
0.030300001,9.4675922,9.4675865
0.030400001,9.4987621,9.4987564
0.0305,9.529932,9.5299263
0.0306,9.5611,9.5610943
0.0307,9.592268,9.5922623
0.0308,9.623435,9.6234293
0.0309,9.6546021,9.6545954
0.030999999,9.6857672,9.6857615
0.031099999,9.7169323,9.7169256
0.031199999,9.7480965,9.7480898
0.031300001,9.7792597,9.779253
0.031399999,9.8104219,9.8104153
0.031500001,9.8415833,9.8415775
0.031599998,9.8727446,9.8727379
0.0317,9.9039049,9.9038982
0.031800002,9.9350643,9.9350576
0.0319,9.9662228,9.9662161
0.032000002,9.9973803,9.9973736
0.032099999,10.028538,10.028531
0.032200001,10.059693,10.059687
0.032299999,10.090849,10.090842
0.032400001,10.122004,10.121997
0.032499999,10.153157,10.153151
0.032600001,10.184311,10.184304
0.032699998,10.215463,10.215456
0.0328,10.246614,10.246608
0.032900002,10.277764,10.277758
0.033,10.308914,10.308908
0.033100002,10.340063,10.340056
0.033199999,10.371212,10.371205
0.033300001,10.402359,10.402352
0.033399999,10.433505,10.433498
0.033500001,10.464651,10.464644
0.033599999,10.495796,10.49579
0.0337,10.52694,10.526934
0.033799998,10.558084,10.558076
0.0339,10.589226,10.589219
0.034000002,10.620367,10.62036
0.0341,10.651508,10.651501
0.034200002,10.682648,10.682641
0.034299999,10.713787,10.713779
0.034400001,10.744925,10.744918
0.034499999,10.776062,10.776055
0.034600001,10.807199,10.807192
0.034699999,10.838334,10.838327
0.0348,10.86947,10.869462
0.034899998,10.900603,10.900596
0.035,10.931736,10.931728
0.035100002,10.962869,10.962861
0.0352,10.993999,10.993992
0.035300002,11.02513,11.025123
0.035399999,11.05626,11.056252
0.035500001,11.087388,11.08738
0.035599999,11.118516,11.118508
0.035700001,11.149643,11.149635
0.035799999,11.180769,11.180761
0.0359,11.211894,11.211886
0.035999998,11.243019,11.243011
0.0361,11.274142,11.274135
0.036200002,11.305264,11.305257
0.0363,11.336387,11.336379
0.036400001,11.367507,11.367499
0.036499999,11.398627,11.398619
0.036600001,11.429746,11.429738
0.036699999,11.460864,11.460856
0.036800001,11.491982,11.491973
0.036899999,11.523097,11.523089
0.037,11.554213,11.554205
0.037099998,11.585327,11.58532
0.0372,11.616441,11.616432
0.037300002,11.647553,11.647545
0.0374,11.678665,11.678657
0.037500001,11.709776,11.709767
0.037599999,11.740886,11.740877
0.037700001,11.771995,11.771986
0.037799999,11.803102,11.803094
0.037900001,11.834209,11.834201
0.037999999,11.865315,11.865307
0.0381,11.89642,11.896412
0.038199998,11.927525,11.927516
0.0383,11.958629,11.95862
0.038400002,11.989731,11.989722
0.0385,12.020832,12.020823
0.038600001,12.051932,12.051924
0.038699999,12.083032,12.083023
0.038800001,12.11413,12.114121
0.038899999,12.145228,12.14522
0.039000001,12.176325,12.176316
0.039099999,12.20742,12.207412
0.0392,12.238515,12.238506
0.039299998,12.269608,12.2696
0.0394,12.300702,12.300693
0.039500002,12.331794,12.331784
0.0396,12.362885,12.362875
0.039700001,12.393974,12.393966
0.039799999,12.425063,12.425055
0.039900001,12.456151,12.456142
0.039999999,12.487238,12.487229
0.040100001,12.518324,12.518314
0.040199999,12.549409,12.549399
0.0403,12.580493,12.580483
0.040399998,12.611576,12.611567
0.0405,12.642658,12.642649
0.040600002,12.673738,12.67373
0.0407,12.704819,12.704809
0.040800001,12.735898,12.735888
0.040899999,12.766975,12.766967
0.041000001,12.798053,12.798043
0.041099999,12.829129,12.82912
0.041200001,12.860204,12.860194
0.041299999,12.891277,12.891268
0.0414,12.922351,12.922341
0.041499998,12.953423,12.953413
0.0416,12.984493,12.984484
0.041700002,13.015563,13.015553
0.0418,13.046632,13.046622
0.041900001,13.0777,13.07769
0.041999999,13.108767,13.108757
0.042100001,13.139832,13.139823
0.042199999,13.170897,13.170887
0.042300001,13.201961,13.201951
0.042399999,13.233024,13.233014
0.0425,13.264085,13.264075
0.042599998,13.295146,13.295135
0.0427,13.326205,13.326196
0.042800002,13.357264,13.357254
0.0429,13.388321,13.388311
0.043000001,13.419377,13.419368
0.043099999,13.450433,13.450422
0.043200001,13.481487,13.481477
0.043299999,13.51254,13.51253
0.043400001,13.543592,13.543582
0.043499999,13.574643,13.574633
0.0436,13.605694,13.605683
0.043699998,13.636743,13.636732
0.0438,13.66779,13.66778
0.043900002,13.698837,13.698827
0.044,13.729882,13.729872
0.044100001,13.760927,13.760917
0.044199999,13.791971,13.79196
0.044300001,13.823013,13.823003
0.044399999,13.854054,13.854044
0.044500001,13.885095,13.885084
0.044599999,13.916134,13.916123
0.0447,13.947172,13.947162
0.044799998,13.978209,13.978198
0.0449,14.009245,14.009234
0.045000002,14.040279,14.040269
0.0451,14.071314,14.071302
0.045200001,14.102346,14.102335
0.045299999,14.133377,14.133367
0.045400001,14.164408,14.164396
0.045499999,14.195437,14.195426
0.045600001,14.226465,14.226454
0.045699999,14.257492,14.257481
0.0458,14.288518,14.288507
0.045899998,14.319543,14.319531
0.046,14.350566,14.350555
0.046100002,14.381589,14.381577
0.0462,14.41261,14.412599
0.046300001,14.44363,14.443619
0.046399999,14.474649,14.474638
0.046500001,14.505668,14.505656
0.046599999,14.536684,14.536673
0.046700001,14.5677,14.567688
0.046799999,14.598715,14.598702
0.0469,14.629728,14.629716
0.046999998,14.66074,14.660728
0.0471,14.691751,14.691739
0.047200002,14.722761,14.72275
0.0473,14.75377,14.753758
0.047400001,14.784778,14.784765
0.047499999,14.815784,14.815772
0.047600001,14.846789,14.846777
0.047699999,14.877793,14.877781
0.047800001,14.908796,14.908784
0.047899999,14.939798,14.939786
0.048,14.970798,14.970786
0.048099998,15.001798,15.001786
0.0482,15.032796,15.032784
0.048300002,15.063793,15.063781
0.0484,15.09479,15.094777
0.048500001,15.125784,15.125772
0.048599999,15.156777,15.156765
0.048700001,15.18777,15.187757
0.048799999,15.21876,15.218748
0.048900001,15.249751,15.249739
0.048999999,15.28074,15.280727
0.0491,15.311727,15.311714
0.049199998,15.342713,15.342701
0.0493,15.373698,15.373686
0.049400002,15.404682,15.40467
0.0495,15.435665,15.435653
0.049600001,15.466646,15.466634
0.049699999,15.497627,15.497614
0.049800001,15.528605,15.528593
0.049899999,15.559584,15.55957
0.050000001,15.59056,15.590548
0.050099999,15.621535,15.621523
0.0502,15.65251,15.652496
0.050299998,15.683483,15.68347
0.0504,15.714455,15.714441
0.050500002,15.745425,15.745412
0.0506,15.776394,15.776381
0.050700001,15.807363,15.807349
0.050799999,15.838329,15.838316
0.050900001,15.869294,15.869281
0.050999999,15.900259,15.900246
0.051100001,15.931222,15.931209
0.051199999,15.962183,15.96217
0.0513,15.993144,15.993131
0.051399998,16.024103,16.02409
0.0515,16.055061,16.055048
0.051600002,16.086018,16.086004
0.0517,16.116974,16.116961
0.051800001,16.147928,16.147913
0.051899999,16.178881,16.178867
0.052000001,16.209833,16.209818
0.052099999,16.240782,16.240768
0.052200001,16.271732,16.271717
0.052299999,16.302679,16.302666
0.0524,16.333626,16.333612
0.052499998,16.364571,16.364557
0.0526,16.395515,16.395502
0.052700002,16.426458,16.426443
0.0528,16.457399,16.457386
0.052900001,16.48834,16.488325
0.052999999,16.519279,16.519264
0.053100001,16.550217,16.550201
0.053199999,16.581152,16.581139
0.053300001,16.612087,16.612072
0.053399999,16.643021,16.643007
0.0535,16.673954,16.673939
0.053599998,16.704884,16.70487
0.0537,16.735813,16.7358
0.053800002,16.766743,16.766727
0.0539,16.79767,16.797655
0.054000001,16.828596,16.828581
0.054099999,16.85952,16.859505
0.054200001,16.890444,16.890429
0.054299999,16.921364,16.92135
0.054400001,16.952286,16.952271
0.054499999,16.983204,16.983189
0.0546,17.014122,17.014107
0.054699998,17.045038,17.045023
0.0548,17.075954,17.075939
0.054900002,17.106867,17.106853
0.055,17.137781,17.137766
0.055100001,17.168692,17.168676
0.055199999,17.199602,17.199587
0.055300001,17.230509,17.230494
0.055399999,17.261417,17.261402
0.055500001,17.292322,17.292307
0.055599999,17.323227,17.323212
0.0557,17.35413,17.354115
0.055799998,17.385031,17.385015
0.0559,17.415932,17.415916
0.056000002,17.446831,17.446815
0.0561,17.477728,17.477713
0.056200001,17.508625,17.50861
0.056299999,17.53952,17.539503
0.056400001,17.570414,17.570396
0.056499999,17.601305,17.60129
0.056600001,17.632196,17.632179
0.056699999,17.663086,17.663069
0.0568,17.693974,17.693956
0.056899998,17.724859,17.724844
0.057,17.755745,17.755728
0.057100002,17.786629,17.786612
0.0572,17.817511,17.817495
0.057300001,17.848392,17.848375
0.057399999,17.879272,17.879255
0.057500001,17.910151,17.910133
0.057599999,17.941027,17.94101
0.057700001,17.971903,17.971886
0.057799999,18.002775,18.00276
0.0579,18.033649,18.033632
0.057999998,18.06452,18.064503
0.0581,18.09539,18.095373
0.058200002,18.126257,18.126242
0.0583,18.157125,18.157108
0.058400001,18.18799,18.187973
0.058499999,18.218855,18.218838
0.058600001,18.249718,18.249701
0.058699999,18.280579,18.280561
0.058800001,18.311438,18.31142
0.058899999,18.342297,18.342279
0.059,18.373154,18.373137
0.059099998,18.404009,18.403992
0.0592,18.434862,18.434845
0.059300002,18.465715,18.465698
0.0594,18.496567,18.49655
0.059500001,18.527416,18.527399
0.059599999,18.558264,18.558247
0.059700001,18.589111,18.589094
0.059799999,18.619957,18.61994
0.059900001,18.650801,18.650784
0.059999999,18.681643,18.681625
0.0601,18.712484,18.712467
0.060199998,18.743324,18.743305
0.0603,18.774162,18.774143
0.060400002,18.804998,18.804981
0.0605,18.835833,18.835815
0.060600001,18.866667,18.86665
0.060699999,18.897499,18.897482
0.060800001,18.928329,18.928312
0.060899999,18.95916,18.959141
0.061000001,18.989986,18.989969
0.061099999,19.020813,19.020796
0.0612,19.051638,19.05162
0.061299998,19.08246,19.082443
0.0614,19.113283,19.113264
0.061500002,19.144104,19.144085
0.0616,19.174921,19.174904
0.061700001,19.20574,19.205721
0.061799999,19.236555,19.236536
0.061900001,19.26737,19.267351
0.061999999,19.298182,19.298164
0.062100001,19.328993,19.328976
0.062199999,19.359802,19.359785
0.0623,19.390612,19.390593
0.062399998,19.421417,19.4214
0.0625,19.452223,19.452204
0.062600002,19.483027,19.483007
0.062700003,19.51383,19.513811
0.062799998,19.54463,19.544611
0.062899999,19.57543,19.575411
0.063000001,19.606226,19.606207
0.063100003,19.637022,19.637003
0.063199997,19.667818,19.667799
0.063299999,19.69861,19.698591
0.0634,19.729403,19.729382
0.063500002,19.760191,19.760172
0.063600004,19.790979,19.79096
0.063699998,19.821768,19.821747
0.0638,19.852552,19.852533
0.063900001,19.883335,19.883316
0.064000003,19.914118,19.914099
0.064099997,19.944899,19.94488
0.064199999,19.975677,19.975658
0.064300001,20.006454,20.006435
0.064400002,20.037231,20.037212
0.064499997,20.068007,20.067986
0.064599998,20.098778,20.098759
0.0647,20.129549,20.12953
0.064800002,20.16032,20.160299
0.064900003,20.191088,20.191069
0.064999998,20.221855,20.221834
0.065099999,20.252619,20.2526
0.065200001,20.283382,20.283363
0.065300003,20.314144,20.314125
0.065399997,20.344904,20.344885
0.065499999,20.375664,20.375643
0.0656,20.40642,20.406401
0.065700002,20.437176,20.437155
0.065800004,20.46793,20.467909
0.065899998,20.498682,20.498661
0.066,20.529432,20.529411
0.066100001,20.560183,20.560162
0.066200003,20.590929,20.590908
0.066299997,20.621675,20.621655
0.066399999,20.65242,20.652399
0.066500001,20.683163,20.683142
0.066600002,20.713903,20.713882
0.066699997,20.744642,20.744621
0.066799998,20.775381,20.77536
0.0669,20.806116,20.806095
0.067000002,20.836851,20.83683
0.067100003,20.867584,20.867563
0.067199998,20.898315,20.898294
0.067299999,20.929045,20.929024
0.067400001,20.959774,20.959751
0.067500003,20.990499,20.990479
0.067599997,21.021225,21.021202
0.067699999,21.051947,21.051926
0.0678,21.082668,21.082647
0.067900002,21.113388,21.113367
0.068000004,21.144108,21.144085
0.068099998,21.174824,21.174803
0.0682,21.205538,21.205517
0.068300001,21.236252,21.236231
0.068400003,21.266964,21.266941
0.068499997,21.297674,21.297651
0.068599999,21.328382,21.32836
0.068700001,21.359089,21.359066
0.068800002,21.389793,21.389772
0.068899997,21.420496,21.420475
0.068999998,21.451199,21.451176
0.0691,21.481899,21.481876
0.069200002,21.512596,21.512575
0.069300003,21.543293,21.543272
0.069399998,21.573988,21.573967
0.069499999,21.604681,21.60466
0.069600001,21.635374,21.635351
0.069700003,21.666063,21.66604
0.069799997,21.696751,21.69673
0.069899999,21.727438,21.727415
0.07,21.758123,21.758101
0.070100002,21.788807,21.788784
0.070200004,21.819487,21.819466
0.070299998,21.850168,21.850145
0.0704,21.880846,21.880823
0.070500001,21.911522,21.911499
0.070600003,21.942196,21.942173
0.070699997,21.97287,21.972847
0.070799999,22.00354,22.003517
0.070900001,22.03421,22.034187
0.071000002,22.064878,22.064856
0.071099997,22.095545,22.09552
0.071199998,22.126209,22.126184
0.0713,22.156872,22.156847
0.071400002,22.187532,22.18751
0.071500003,22.218191,22.218168
0.071599998,22.248848,22.248825
0.071699999,22.279505,22.279482
0.071800001,22.310158,22.310135
0.071900003,22.340811,22.340788
0.071999997,22.371462,22.371437
0.072099999,22.402111,22.402086
0.0722,22.432758,22.432734
0.072300002,22.463404,22.463379
0.072400004,22.494047,22.494022
0.072499998,22.524689,22.524664
0.0726,22.555328,22.555304
0.072700001,22.585966,22.585943
0.072800003,22.616604,22.616579
0.072899997,22.647238,22.647213
0.072999999,22.677872,22.677847
0.073100001,22.708502,22.708479
0.073200002,22.739132,22.739107
0.073299997,22.76976,22.769735
0.073399998,22.800386,22.800362
0.0735,22.831011,22.830986
0.073600002,22.861633,22.861609
0.073700003,22.892254,22.892229
0.073799998,22.922873,22.922848
0.073899999,22.953489,22.953465
0.074000001,22.984104,22.984079
0.074100003,23.014719,23.014694
0.074199997,23.04533,23.045305
0.074299999,23.075941,23.075914
0.0744,23.106548,23.106524
0.074500002,23.137156,23.137131
0.074600004,23.167759,23.167734
0.074699998,23.198362,23.198338
0.0748,23.228964,23.228939
0.074900001,23.259563,23.259537
0.075000003,23.290161,23.290134
0.075099997,23.320755,23.32073
0.075199999,23.351349,23.351324
0.075300001,23.381941,23.381916
0.075400002,23.412533,23.412506
0.075499997,23.443121,23.443094
0.075599998,23.473707,23.47368
0.0757,23.504292,23.504265
0.075800002,23.534874,23.534849
0.075900003,23.565456,23.56543
0.075999998,23.596035,23.596008
0.076099999,23.626612,23.626587
0.076200001,23.657188,23.657162
0.076300003,23.687761,23.687735
0.076399997,23.718334,23.718307
0.076499999,23.748903,23.748877
0.0766,23.779472,23.779446
0.076700002,23.810038,23.810013
0.076800004,23.840603,23.840576
0.076899998,23.871166,23.87114
0.077,23.901726,23.901701
0.077100001,23.932285,23.932259
0.077200003,23.962843,23.962816
0.077299997,23.993399,23.993372
0.077399999,24.023952,24.023924
0.077500001,24.054502,24.054476
0.077600002,24.085052,24.085026
0.077699997,24.115601,24.115574
0.077799998,24.146147,24.14612
0.0779,24.176691,24.176664
0.078000002,24.207233,24.207207
0.078100003,24.237774,24.237747
0.078199998,24.268312,24.268284
0.078299999,24.298849,24.29882
0.078400001,24.329384,24.329355
0.078500003,24.359917,24.359888
0.078599997,24.390448,24.390419
0.078699999,24.420977,24.420948
0.0788,24.451504,24.451475
0.078900002,24.482029,24.482
0.079000004,24.512552,24.512524
0.079099998,24.543074,24.543045
0.0792,24.573593,24.573566
0.079300001,24.604111,24.604084
0.079400003,24.634626,24.6346
0.079499997,24.66514,24.665113
0.079599999,24.695652,24.695625
0.079700001,24.726164,24.726135
0.079800002,24.756672,24.756643
0.079899997,24.787178,24.787149
0.079999998,24.817682,24.817654
0.0801,24.848185,24.848156
0.080200002,24.878685,24.878656
0.080300003,24.909184,24.909155
0.080399998,24.93968,24.939651
0.080499999,24.970175,24.970146
0.080600001,25.000668,25.000639
0.080700003,25.031158,25.03113
0.080799997,25.061647,25.061619
0.080899999,25.092134,25.092106
0.081,25.12262,25.122591
0.081100002,25.153103,25.153072
0.081200004,25.183584,25.183554
0.081299998,25.214064,25.214033
0.0814,25.244539,25.244511
0.081500001,25.275015,25.274986
0.081600003,25.305489,25.30546
0.081699997,25.33596,25.33593
0.081799999,25.36643,25.3664
0.081900001,25.396896,25.396868
0.082000002,25.427362,25.427334
0.082099997,25.457827,25.457796
0.082199998,25.488287,25.488258
0.0823,25.518747,25.518717
0.082400002,25.549206,25.549175
0.082500003,25.57966,25.57963
0.082599998,25.610115,25.610085
0.082699999,25.640566,25.640535
0.082800001,25.671017,25.670986
0.082900003,25.701464,25.701433
0.082999997,25.731909,25.73188
0.083099999,25.762354,25.762323
0.0832,25.792795,25.792765
0.083300002,25.823235,25.823204
0.083400004,25.853672,25.853642
0.083499998,25.884109,25.884079
0.0836,25.914543,25.914513
0.083700001,25.944975,25.944944
0.083800003,25.975405,25.975374
0.083899997,26.005833,26.005802
0.083999999,26.036259,26.036226
0.084100001,26.066681,26.06665
0.084200002,26.097103,26.097073
0.084299996,26.127523,26.127493
0.084399998,26.157942,26.157909
0.0845,26.188356,26.188326
0.084600002,26.218771,26.218739
0.084700003,26.249182,26.249151
0.084799998,26.279593,26.27956
0.084899999,26.309999,26.309969
0.085000001,26.340406,26.340374
