"Time","Ptr","Pqs"
13.17,11773.327,11772.828
13.171,11767.771,11767.273
13.172,11762.216,11761.718
13.173,11756.66,11756.162
13.174,11751.104,11750.606
13.175,11745.549,11745.051
13.176,11739.993,11739.495
13.177,11734.438,11733.939
13.178,11728.882,11728.383
13.179,11723.325,11722.827
13.18,11717.77,11717.271
13.181,11712.213,11711.715
13.182,11706.656,11706.158
13.183,11701.1,11700.602
13.184,11695.543,11695.045
13.185,11689.986,11689.488
13.186,11684.43,11683.932
13.187,11678.873,11678.374
13.188,11673.315,11672.817
13.189,11667.759,11667.26
13.19,11662.201,11661.703
13.191,11656.644,11656.146
13.192,11651.086,11650.588
13.193,11645.529,11645.03
13.194,11639.971,11639.473
13.195,11634.413,11633.915
13.196,11628.855,11628.356
13.197,11623.298,11622.799
13.198,11617.739,11617.24
13.199,11612.182,11611.683
13.2,11606.623,11606.124
13.201,11601.064,11600.565
13.202,11595.506,11595.007
13.203,11589.947,11589.448
13.204,11584.389,11583.89
13.205,11578.83,11578.331
13.206,11573.271,11572.772
13.207,11567.712,11567.213
13.208,11562.152,11561.654
13.209,11556.594,11556.095
13.21,11551.034,11550.535
13.211,11545.475,11544.976
13.212,11539.915,11539.416
13.213,11534.355,11533.856
13.214,11528.796,11528.297
13.215,11523.236,11522.737
13.216,11517.676,11517.177
13.217,11512.116,11511.617
13.218,11506.556,11506.057
13.219,11500.996,11500.497
13.22,11495.436,11494.937
13.221,11489.875,11489.376
13.222,11484.314,11483.815
13.223,11478.754,11478.255
13.224,11473.193,11472.693
13.225,11467.632,11467.133
13.226,11462.071,11461.572
13.227,11456.51,11456.011
13.228,11450.949,11450.45
13.229,11445.388,11444.889
13.23,11439.826,11439.327
13.231,11434.265,11433.766
13.232,11428.703,11428.204
13.233,11423.142,11422.643
13.234,11417.58,11417.081
13.235,11412.018,11411.519
13.236,11406.456,11405.957
13.237,11400.894,11400.395
13.238,11395.332,11394.832
13.239,11389.77,11389.271
13.24,11384.207,11383.708
13.241,11378.645,11378.146
13.242,11373.082,11372.583
13.243,11367.52,11367.021
13.244,11361.957,11361.457
13.245,11356.394,11355.895
13.246,11350.831,11350.331
13.247,11345.268,11344.769
13.248,11339.705,11339.205
13.249,11334.142,11333.642
13.25,11328.578,11328.078
13.251,11323.015,11322.515
13.252,11317.451,11316.951
13.253,11311.888,11311.388
13.254,11306.323,11305.824
13.255,11300.76,11300.26
13.256,11295.196,11294.696
13.257,11289.632,11289.132
13.258,11284.067,11283.568
13.259,11278.504,11278.004
13.26,11272.939,11272.439
13.261,11267.375,11266.875
13.262,11261.81,11261.311
13.263,11256.245,11255.745
13.264,11250.681,11250.181
13.265,11245.116,11244.616
13.266,11239.551,11239.051
13.267,11233.986,11233.486
13.268,11228.421,11227.921
13.269,11222.855,11222.355
13.27,11217.29,11216.79
13.271,11211.725,11211.225
13.272,11206.159,11205.659
13.273,11200.594,11200.094
13.274,11195.027,11194.527
13.275,11189.462,11188.962
13.276,11183.896,11183.396
13.277,11178.33,11177.83
13.278,11172.764,11172.264
13.279,11167.197,11166.697
13.28,11161.632,11161.131
13.281,11156.065,11155.564
13.282,11150.498,11149.998
13.283,11144.932,11144.432
13.284,11139.365,11138.865
13.285,11133.799,11133.298
13.286,11128.231,11127.731
13.287,11122.664,11122.164
13.288,11117.098,11116.597
13.289,11111.53,11111.03
13.29,11105.963,11105.463
13.291,11100.396,11099.896
13.292,11094.828,11094.328
13.293,11089.261,11088.76
13.294,11083.692,11083.192
13.295,11078.125,11077.625
13.296,11072.558,11072.057
13.297,11066.989,11066.489
13.298,11061.421,11060.921
13.299,11055.853,11055.353
13.3,11050.285,11049.784
13.301,11044.717,11044.216
13.302,11039.148,11038.647
13.303,11033.579,11033.079
13.304,11028.011,11027.51
13.305,11022.442,11021.941
13.306,11016.873,11016.373
13.307,11011.305,11010.804
13.308,11005.735,11005.234
13.309,11000.166,10999.666
13.31,10994.597,10994.097
13.311,10989.027,10988.527
13.312,10983.458,10982.958
13.313,10977.889,10977.388
13.314,10972.319,10971.818
13.315,10966.749,10966.249
13.316,10961.18,10960.679
13.317,10955.609,10955.109
13.318,10950.04,10949.539
13.319,10944.47,10943.969
13.32,10938.899,10938.398
13.321,10933.329,10932.828
13.322,10927.759,10927.258
13.323,10922.188,10921.688
13.324,10916.618,10916.117
13.325,10911.048,10910.547
13.326,10905.477,10904.976
13.327,10899.906,10899.405
13.328,10894.335,10893.834
13.329,10888.764,10888.263
13.33,10883.192,10882.692
13.331,10877.622,10877.121
13.332,10872.051,10871.55
13.333,10866.479,10865.978
13.334,10860.907,10860.406
13.335,10855.336,10854.835
13.336,10849.765,10849.264
13.337,10844.192,10843.691
13.338,10838.621,10838.119
13.339,10833.049,10832.548
13.34,10827.477,10826.976
13.341,10821.904,10821.403
13.342,10816.332,10815.831
13.343,10810.76,10810.259
13.344,10805.188,10804.687
13.345,10799.615,10799.114
13.346,10794.042,10793.541
13.347,10788.47,10787.969
13.348,10782.896,10782.396
13.349,10777.324,10776.823
13.35,10771.751,10771.25
13.351,10766.178,10765.677
13.352,10760.604,10760.104
13.353,10755.031,10754.53
13.354,10749.458,10748.957
13.355,10743.885,10743.384
13.356,10738.312,10737.81
13.357,10732.737,10732.236
13.358,10727.164,10726.663
13.359,10721.59,10721.089
13.36,10716.017,10715.515
13.361,10710.442,10709.94
13.362,10704.868,10704.367
13.363,10699.294,10698.793
13.364,10693.72,10693.219
13.365,10688.146,10687.644
13.366,10682.571,10682.069
13.367,10676.996,10676.495
13.368,10671.422,10670.92
13.369,10665.847,10665.346
13.37,10660.272,10659.771
13.371,10654.697,10654.195
13.372,10649.122,10648.621
13.373,10643.547,10643.046
13.374,10637.972,10637.471
13.375,10632.396,10631.896
13.376,10626.821,10626.319
13.377,10621.246,10620.744
13.378,10615.671,10615.169
13.379,10610.095,10609.593
13.38,10604.52,10604.018
13.381,10598.943,10598.441
13.382,10593.367,10592.865
13.383,10587.791,10587.29
13.384,10582.215,10581.714
13.385,10576.639,10576.138
13.386,10571.062,10570.561
13.387,10565.486,10564.984
13.388,10559.91,10559.408
13.389,10554.333,10553.832
13.39,10548.757,10548.255
13.391,10543.18,10542.678
13.392,10537.604,10537.102
13.393,10532.026,10531.524
13.394,10526.449,10525.947
13.395,10520.872,10520.37
13.396,10515.295,10514.793
13.397,10509.718,10509.216
13.398,10504.141,10503.639
13.399,10498.563,10498.061
13.4,10492.985,10492.483
13.401,10487.408,10486.906
13.402,10481.83,10481.328
13.403,10476.252,10475.75
13.404,10470.675,10470.172
13.405,10465.097,10464.595
13.406,10459.519,10459.017
13.407,10453.94,10453.438
13.408,10448.362,10447.859
13.409,10442.783,10442.281
13.41,10437.205,10436.703
13.411,10431.627,10431.124
13.412,10426.048,10425.546
13.413,10420.47,10419.967
13.414,10414.891,10414.389
13.415,10409.312,10408.81
13.416,10403.732,10403.23
13.417,10398.153,10397.651
13.418,10392.574,10392.072
13.419,10386.995,10386.493
13.42,10381.416,10380.914
13.421,10375.837,10375.334
13.422,10370.257,10369.755
13.423,10364.678,10364.175
13.424,10359.098,10358.596
13.425,10353.519,10353.016
13.426,10347.938,10347.436
13.427,10342.358,10341.855
13.428,10336.778,10336.275
13.429,10331.198,10330.695
13.43,10325.618,10325.115
13.431,10320.038,10319.535
13.432,10314.457,10313.955
13.433,10308.877,10308.374
13.434,10303.296,10302.794
13.435,10297.716,10297.213
13.436,10292.135,10291.632
13.437,10286.554,10286.052
13.438,10280.974,10280.471
13.439,10275.393,10274.89
13.44,10269.812,10269.309
13.441,10264.229,10263.728
13.442,10258.648,10258.146
13.443,10253.067,10252.564
13.444,10247.486,10246.983
13.445,10241.904,10241.401
13.446,10236.323,10235.82
13.447,10230.741,10230.238
13.448,10225.159,10224.656
13.449,10219.577,10219.075
13.45,10213.996,10213.493
13.451,10208.413,10207.911
13.452,10202.831,10202.328
13.453,10197.249,10196.746
13.454,10191.667,10191.164
13.455,10186.085,10185.582
13.456,10180.502,10179.999
13.457,10174.92,10174.417
13.458,10169.337,10168.834
13.459,10163.754,10163.251
13.46,10158.172,10157.668
13.461,10152.589,10152.086
13.462,10147.006,10146.503
13.463,10141.423,10140.919
13.464,10135.839,10135.336
13.465,10130.256,10129.753
13.466,10124.673,10124.17
13.467,10119.089,10118.586
13.468,10113.506,10113.003
13.469,10107.922,10107.419
13.47,10102.339,10101.835
13.471,10096.755,10096.252
13.472,10091.171,10090.668
13.473,10085.587,10085.084
13.474,10080.003,10079.5
13.475,10074.419,10073.916
13.476,10068.835,10068.331
13.477,10063.25,10062.747
13.478,10057.666,10057.163
13.479,10052.082,10051.578
13.48,10046.497,10045.994
13.481,10040.912,10040.409
13.482,10035.328,10034.824
13.483,10029.743,10029.239
13.484,10024.158,10023.655
13.485,10018.573,10018.07
13.486,10012.988,10012.484
13.487,10007.403,10006.899
13.488,10001.817,10001.314
13.489,9996.2324,9995.7295
13.49,9990.6475,9990.1436
13.491,9985.0615,9984.5586
13.492,9979.4766,9978.9727
13.493,9973.8906,9973.3867
13.494,9968.3047,9967.8018
13.495,9962.7188,9962.2158
13.496,9957.1328,9956.6299
13.497,9951.5469,9951.0439
13.498,9945.9609,9945.458
13.499,9940.375,9939.8711
13.5,9934.7891,9934.2852
13.501,9929.2021,9928.6992
13.502,9923.6162,9923.1123
13.503,9918.0293,9917.5264
13.504,9912.4434,9911.9395
13.505,9906.8564,9906.3525
13.506,9901.2695,9900.7656
13.507,9895.6826,9895.1797
13.508,9890.0957,9889.5928
13.509,9884.5088,9884.0059
13.51,9878.9219,9878.418
13.511,9873.335,9872.8311
13.512,9867.748,9867.2441
13.513,9862.1602,9861.6562
13.514,9856.5732,9856.0693
13.515,9850.9854,9850.4814
13.516,9845.3984,9844.8945
13.517,9839.8105,9839.3066
13.518,9834.2227,9833.7188
13.519,9828.6348,9828.1309
13.52,9823.0469,9822.543
13.521,9817.459,9816.9551
13.522,9811.8711,9811.3672
13.523,9806.2832,9805.7793
13.524,9800.6943,9800.1904
13.525,9795.1064,9794.6025
13.526,9789.5176,9789.0137
13.527,9783.9297,9783.4258
13.528,9778.3408,9777.8369
13.529,9772.752,9772.248
13.53,9767.1641,9766.6592
13.531,9761.5752,9761.0703
13.532,9755.9863,9755.4814
13.533,9750.3975,9749.8926
13.534,9744.8076,9744.3037
13.535,9739.2188,9738.7148
13.536,9733.6299,9733.126
13.537,9728.04,9727.5361
13.538,9722.4512,9721.9473
13.539,9716.8613,9716.3574
13.54,9711.2725,9710.7676
13.541,9705.6826,9705.1787
13.542,9700.0928,9699.5889
13.543,9694.5029,9693.999
13.544,9688.9131,9688.4092
13.545,9683.3232,9682.8193
13.546,9677.7334,9677.2285
13.547,9672.1426,9671.6387
13.548,9666.5527,9666.0488
13.549,9660.9629,9660.458
13.55,9655.3721,9654.8682
13.551,9649.7822,9649.2773
13.552,9644.1914,9643.6865
13.553,9638.6006,9638.0967
13.554,9633.0098,9632.5059
13.555,9627.4189,9626.915
13.556,9621.8281,9621.3242
13.557,9616.2373,9615.7334
13.558,9610.6465,9610.1426
13.559,9605.0557,9604.5508
13.56,9599.4639,9598.96
13.561,9593.873,9593.3691
13.562,9588.2822,9587.7773
13.563,9582.6904,9582.1855
13.564,9577.0986,9576.5947
13.565,9571.5078,9571.0029
13.566,9565.916,9565.4111
13.567,9560.3242,9559.8193
13.568,9554.7324,9554.2275
13.569,9549.1406,9548.6357
13.57,9543.5488,9543.0439
13.571,9537.9561,9537.4521
13.572,9532.3643,9531.8594
13.573,9526.7725,9526.2676
13.574,9521.1797,9520.6748
13.575,9515.5879,9515.083
13.576,9509.9951,9509.4902
13.577,9504.4023,9503.8975
13.578,9498.8096,9498.3047
13.579,9493.2168,9492.7129
13.58,9487.624,9487.1201
13.581,9482.0312,9481.5264
13.582,9476.4385,9475.9336
13.583,9470.8457,9470.3408
13.584,9465.2529,9464.748
13.585,9459.6592,9459.1543
13.586,9454.0664,9453.5615
13.587,9448.4727,9447.9678
13.588,9442.8799,9442.375
13.589,9437.2861,9436.7812
13.59,9431.6924,9431.1875
13.591,9426.0986,9425.5938
13.592,9420.5049,9420
13.593,9414.9111,9414.4062
13.594,9409.3174,9408.8125
13.595,9403.7236,9403.2188
13.596,9398.1299,9397.625
13.597,9392.5352,9392.0303
13.598,9386.9414,9386.4365
13.599,9381.3467,9380.8418
13.6,9375.7529,9375.248
13.601,9370.1582,9369.6533
13.602,9364.5635,9364.0586
13.603,9358.9688,9358.4639
13.604,9353.374,9352.8691
13.605,9347.7793,9347.2744
13.606,9342.1846,9341.6797
13.607,9336.5898,9336.085
13.608,9330.9951,9330.4902
13.609,9325.4004,9324.8945
13.61,9319.8047,9319.2998
13.611,9314.21,9313.7041
13.612,9308.6143,9308.1094
13.613,9303.0186,9302.5137
13.614,9297.4238,9296.918
13.615,9291.8281,9291.3232
13.616,9286.2324,9285.7275
13.617,9280.6367,9280.1318
13.618,9275.041,9274.5361
13.619,9269.4453,9268.9404
13.62,9263.8496,9263.3438
13.621,9258.2529,9257.748
13.622,9252.6572,9252.1523
13.623,9247.0615,9246.5557
13.624,9241.4648,9240.96
13.625,9235.8691,9235.3633
13.626,9230.2725,9229.7666
13.627,9224.6758,9224.1709
13.628,9219.0791,9218.5742
13.629,9213.4824,9212.9775
13.63,9207.8857,9207.3809
13.631,9202.2891,9201.7842
13.632,9196.6924,9196.1865
13.633,9191.0957,9190.5898
13.634,9185.498,9184.9932
13.635,9179.9014,9179.3955
13.636,9174.3047,9173.7988
13.637,9168.707,9168.2012
13.638,9163.1094,9162.6045
13.639,9157.5127,9157.0068
13.64,9151.915,9151.4092
13.641,9146.3174,9145.8115
13.642,9140.7197,9140.2139
13.643,9135.1221,9134.6162
13.644,9129.5244,9129.0186
13.645,9123.9268,9123.4209
13.646,9118.3291,9117.8232
13.647,9112.7305,9112.2246
13.648,9107.1328,9106.627
13.649,9101.5342,9101.0283
13.65,9095.9365,9095.4307
13.651,9090.3379,9089.832
13.652,9084.7393,9084.2334
13.653,9079.1416,9078.6357
13.654,9073.543,9073.0371
13.655,9067.9443,9067.4385
13.656,9062.3457,9061.8398
13.657,9056.7471,9056.2412
13.658,9051.1475,9050.6416
13.659,9045.5488,9045.043
13.66,9039.9502,9039.4443
13.661,9034.3506,9033.8447
13.662,9028.752,9028.2461
13.663,9023.1523,9022.6465
13.664,9017.5537,9017.0479
13.665,9011.9541,9011.4482
13.666,9006.3545,9005.8486
13.667,9000.7549,9000.249
13.668,8995.1553,8994.6494
13.669,8989.5557,8989.0498
13.67,8983.9561,8983.4502
13.671,8978.3564,8977.8506
13.672,8972.7568,8972.25
13.673,8967.1562,8966.6504
13.674,8961.5566,8961.0508
13.675,8955.9561,8955.4502
13.676,8950.3564,8949.8496
13.677,8944.7559,8944.25
13.678,8939.1553,8938.6494
13.679,8933.5547,8933.0488
13.68,8927.9551,8927.4482
13.681,8922.3545,8921.8477
13.682,8916.7539,8916.2471
13.683,8911.1523,8910.6465
13.684,8905.5518,8905.0459
13.685,8899.9512,8899.4453
13.686,8894.3506,8893.8438
13.687,8888.749,8888.2432
13.688,8883.1484,8882.6416
13.689,8877.5469,8877.041
13.69,8871.9453,8871.4395
13.691,8866.3447,8865.8379
13.692,8860.7432,8860.2363
13.693,8855.1416,8854.6357
13.694,8849.54,8849.0342
13.695,8843.9385,8843.4316
13.696,8838.3369,8837.8301
13.697,8832.7354,8832.2285
13.698,8827.1328,8826.627
13.699,8821.5312,8821.0254
13.7,8815.9297,8815.4229
13.701,8810.3271,8809.8213
13.702,8804.7256,8804.2188
13.703,8799.123,8798.6162
13.704,8793.5205,8793.0146
13.705,8787.918,8787.4121
13.706,8782.3164,8781.8096
13.707,8776.7139,8776.207
13.708,8771.1113,8770.6045
13.709,8765.5078,8765.002
13.71,8759.9053,8759.3994
13.711,8754.3027,8753.7959
13.712,8748.7002,8748.1934
13.713,8743.0967,8742.5908
13.714,8737.4941,8736.9873
13.715,8731.8906,8731.3848
13.716,8726.2881,8725.7812
13.717,8720.6846,8720.1777
13.718,8715.0811,8714.5742
13.719,8709.4775,8708.9717
13.72,8703.874,8703.3682
13.721,8698.2705,8697.7646
13.722,8692.667,8692.1611
13.723,8687.0635,8686.5566
13.724,8681.46,8680.9531
13.725,8675.8564,8675.3496
13.726,8670.252,8669.7451
13.727,8664.6484,8664.1416
13.728,8659.0439,8658.5371
13.729,8653.4404,8652.9336
13.73,8647.8359,8647.3291
13.731,8642.2314,8641.7246
13.732,8636.6279,8636.1211
13.733,8631.0234,8630.5166
13.734,8625.4189,8624.9121
13.735,8619.8145,8619.3076
13.736,8614.21,8613.7031
13.737,8608.6045,8608.0977
13.738,8603,8602.4932
13.739,8597.3955,8596.8887
13.74,8591.79,8591.2832
13.741,8586.1855,8585.6787
13.742,8580.5801,8580.0732
13.743,8574.9756,8574.4688
13.744,8569.3701,8568.8633
13.745,8563.7646,8563.2578
13.746,8558.1592,8557.6523
13.747,8552.5537,8552.0469
13.748,8546.9482,8546.4414
13.749,8541.3428,8540.8359
13.75,8535.7373,8535.2305
13.751,8530.1318,8529.625
13.752,8524.5264,8524.0186
13.753,8518.9199,8518.4131
13.754,8513.3145,8512.8076
13.755,8507.708,8507.2012
13.756,8502.1025,8501.5957
13.757,8496.4961,8495.9893
13.758,8490.8896,8490.3828
13.759,8485.2842,8484.7764
13.76,8479.6777,8479.1699
13.761,8474.0713,8473.5635
13.762,8468.4648,8467.957
13.763,8462.8584,8462.3506
13.764,8457.251,8456.7441
13.765,8451.6445,8451.1377
13.766,8446.0381,8445.5312
13.767,8440.4316,8439.9238
13.768,8434.8242,8434.3174
13.769,8429.2178,8428.71
13.77,8423.6104,8423.1025
13.771,8418.0029,8417.4961
13.772,8412.3955,8411.8887
13.773,8406.7891,8406.2812
13.774,8401.1816,8400.6738
13.775,8395.5742,8395.0664
13.776,8389.9668,8389.459
13.777,8384.3594,8383.8516
13.778,8378.751,8378.2441
13.779,8373.1436,8372.6367
13.78,8367.5361,8367.0283
13.781,8361.9277,8361.4209
13.782,8356.3203,8355.8125
13.783,8350.7119,8350.2051
13.784,8345.1045,8344.5967
13.785,8339.4961,8338.9883
13.786,8333.8877,8333.3809
13.787,8328.2803,8327.7725
13.788,8322.6719,8322.1641
13.789,8317.0635,8316.5557
13.79,8311.4551,8310.9473
13.791,8305.8457,8305.3389
13.792,8300.2373,8299.7305
13.793,8294.6289,8294.1211
13.794,8289.0205,8288.5127
13.795,8283.4111,8282.9033
13.796,8277.8027,8277.2949
13.797,8272.1934,8271.6855
13.798,8266.585,8266.0771
13.799,8260.9756,8260.4678
13.8,8255.3662,8254.8584
13.801,8249.7568,8249.249
13.802,8244.1475,8243.6406
13.803,8238.5381,8238.0312
13.804,8232.9287,8232.4209
13.805,8227.3193,8226.8115
13.806,8221.71,8221.2021
13.807,8216.1006,8215.5928
13.808,8210.4902,8209.9824
13.809,8204.8809,8204.373
13.81,8199.2715,8198.7637
13.811,8193.6611,8193.1533
13.812,8188.0513,8187.5435
13.813,8182.4409,8181.9331
13.814,8176.8311,8176.3232
13.815,8171.2207,8170.7129
13.816,8165.6104,8165.1025
13.817,8160,8159.4922
13.818,8154.3896,8153.8818
13.819,8148.7793,8148.2715
13.82,8143.1689,8142.6611
13.821,8137.5581,8137.0503
13.822,8131.9478,8131.4395
13.823,8126.3369,8125.8291
13.824,8120.7261,8120.2183
13.825,8115.1152,8114.6069
13.826,8109.5039,8108.9961
13.827,8103.8931,8103.3853
13.828,8098.2822,8097.7739
13.829,8092.6709,8092.1631
13.83,8087.0596,8086.5518
13.831,8081.4482,8080.9404
13.832,8075.8369,8075.3291
13.833,8070.2256,8069.7178
13.834,8064.6143,8064.106
13.835,8059.0024,8058.4946
13.836,8053.3911,8052.8828
13.837,8047.7793,8047.271
13.838,8042.1675,8041.6592
13.839,8036.5557,8036.0474
13.84,8030.9438,8030.4355
13.841,8025.3315,8024.8237
13.842,8019.7197,8019.2114
13.843,8014.1074,8013.5996
13.844,8008.4956,8007.9873
13.845,8002.8833,8002.375
13.846,7997.271,7996.7627
13.847,7991.6587,7991.1504
13.848,7986.0459,7985.5376
13.849,7980.4336,7979.9253
13.85,7974.8208,7974.3125
13.851,7969.2085,7968.7002
13.852,7963.5957,7963.0874
13.853,7957.9829,7957.4746
13.854,7952.3701,7951.8618
13.855,7946.7568,7946.2485
13.856,7941.144,7940.6357
13.857,7935.5308,7935.0225
13.858,7929.918,7929.4097
13.859,7924.3047,7923.7964
13.86,7918.6914,7918.1831
13.861,7913.0781,7912.5698
13.862,7907.4648,7906.9561
13.863,7901.8511,7901.3428
13.864,7896.2378,7895.7295
13.865,7890.624,7890.1157
13.866,7885.0103,7884.502
13.867,7879.3965,7878.8882
13.868,7873.7827,7873.2744
13.869,7868.1689,7867.6606
13.87,7862.5552,7862.0469
13.871,7856.9409,7856.4326
13.872,7851.3271,7850.8184
13.873,7845.7129,7845.2046
13.874,7840.0986,7839.5903
13.875,7834.4844,7833.9761
13.876,7828.8701,7828.3618
13.877,7823.2559,7822.7471
13.878,7817.6411,7817.1328
13.879,7812.0269,7811.5181
13.88,7806.4121,7805.9033
13.881,7800.7974,7800.2891
13.882,7795.1826,7794.6743
13.883,7789.5679,7789.0591
13.884,7783.9531,7783.4443
13.885,7778.3384,7777.8296
13.886,7772.7231,7772.2144
13.887,7767.1079,7766.5996
13.888,7761.4932,7760.9844
13.889,7755.8779,7755.3691
13.89,7750.2627,7749.7539
13.891,7744.647,7744.1387
13.892,7739.0317,7738.5229
13.893,7733.4165,7732.9077
13.894,7727.8008,7727.292
13.895,7722.1851,7721.6763
13.896,7716.5693,7716.0605
13.897,7710.9536,7710.4448
13.898,7705.3379,7704.8291
13.899,7699.7222,7699.2134
13.9,7694.1064,7693.5977
13.901,7688.4902,7687.9814
13.902,7682.874,7682.3652
13.903,7677.2583,7676.749
13.904,7671.6421,7671.1328
13.905,7666.0259,7665.5166
13.906,7660.4092,7659.9004
13.907,7654.793,7654.2842
13.908,7649.1763,7648.6675
13.909,7643.5601,7643.0513
13.91,7637.9434,7637.4346
13.911,7632.3267,7631.8179
13.912,7626.71,7626.2012
13.913,7621.0933,7620.5845
13.914,7615.4766,7614.9673
13.915,7609.8594,7609.3506
13.916,7604.2427,7603.7334
13.917,7598.6255,7598.1167
13.918,7593.0083,7592.4995
13.919,7587.3911,7586.8823
13.92,7581.7739,7581.2651
13.921,7576.1567,7575.6475
13.922,7570.5396,7570.0303
13.923,7564.9219,7564.4131
13.924,7559.3047,7558.7954
13.925,7553.687,7553.1777
13.926,7548.0693,7547.5601
13.927,7542.4517,7541.9424
13.928,7536.834,7536.3247
13.929,7531.2158,7530.707
13.93,7525.5981,7525.0889
13.931,7519.98,7519.4712
13.932,7514.3623,7513.853
13.933,7508.7441,7508.2349
13.934,7503.126,7502.6167
13.935,7497.5078,7496.9985
13.936,7491.8896,7491.3804
13.937,7486.271,7485.7617
13.938,7480.6528,7480.1436
13.939,7475.0342,7474.5249
13.94,7469.4155,7468.9062
13.941,7463.7974,7463.2881
13.942,7458.1787,7457.6694
13.943,7452.5596,7452.0503
13.944,7446.9409,7446.4316
13.945,7441.3223,7440.813
13.946,7435.7031,7435.1938
13.947,7430.084,7429.5747
13.948,7424.4653,7423.9561
13.949,7418.8462,7418.3369
13.95,7413.2271,7412.7173
13.951,7407.6079,7407.0981
13.952,7401.9883,7401.479
13.953,7396.3691,7395.8594
13.954,7390.7495,7390.2402
13.955,7385.1299,7384.6206
13.956,7379.5107,7379.001
13.957,7373.8911,7373.3813
13.958,7368.2715,7367.7617
13.959,7362.6514,7362.1421
13.96,7357.0317,7356.522
13.961,7351.4116,7350.9023
13.962,7345.792,7345.2822
13.963,7340.1719,7339.6621
13.964,7334.5518,7334.0425
13.965,7328.9316,7328.4219
13.966,7323.3115,7322.8018
13.967,7317.6914,7317.1816
13.968,7312.0708,7311.5615
13.969,7306.4507,7305.9409
13.97,7300.8301,7300.3203
13.971,7295.2095,7294.6997
13.972,7289.5889,7289.0796
13.973,7283.9683,7283.4585
13.974,7278.3477,7277.8379
13.975,7272.7271,7272.2173
13.976,7267.106,7266.5962
13.977,7261.4854,7260.9756
13.978,7255.8643,7255.3545
13.979,7250.2432,7249.7334
13.98,7244.6221,7244.1123
13.981,7239.001,7238.4912
13.982,7233.3799,7232.8701
13.983,7227.7583,7227.2485
13.984,7222.1372,7221.6274
13.985,7216.5156,7216.0059
13.986,7210.894,7210.3848
13.987,7205.2729,7204.7632
13.988,7199.6514,7199.1416
13.989,7194.0298,7193.5195
13.99,7188.4077,7187.8979
13.991,7182.7861,7182.2764
13.992,7177.1641,7176.6543
13.993,7171.5425,7171.0327
13.994,7165.9204,7165.4106
13.995,7160.2983,7159.7886
13.996,7154.6763,7154.1665
13.997,7149.0542,7148.5444
13.998,7143.4321,7142.9219
13.999,7137.8096,7137.2998
14,7132.1875,7131.6772
14.001,7126.5649,7126.0552
14.002,7120.9424,7120.4326
14.003,7115.3198,7114.8101
14.004,7109.6973,7109.1875
14.005,7104.0747,7103.5645
14.006,7098.4521,7097.9419
14.007,7092.8291,7092.3193
14.008,7087.2065,7086.6963
14.009,7081.5835,7081.0732
14.01,7075.9604,7075.4507
14.011,7070.3374,7069.8276
14.012,7064.7144,7064.2041
14.013,7059.0913,7058.5811
14.014,7053.4683,7052.958
14.015,7047.8447,7047.3345
14.016,7042.2217,7041.7114
14.017,7036.5981,7036.0879
14.018,7030.9746,7030.4644
14.019,7025.3511,7024.8408
14.02,7019.7275,7019.2173
14.021,7014.104,7013.5938
14.022,7008.48,7007.9702
14.023,7002.8564,7002.3462
14.024,6997.2324,6996.7222
14.025,6991.6089,6991.0986
14.026,6985.9849,6985.4746
14.027,6980.3608,6979.8506
14.028,6974.7368,6974.2266
14.029,6969.1123,6968.6021
14.03,6963.4883,6962.978
14.031,6957.8643,6957.354
14.032,6952.2397,6951.7295
14.033,6946.6152,6946.105
14.034,6940.9907,6940.4805
14.035,6935.3662,6934.856
14.036,6929.7417,6929.2314
14.037,6924.1172,6923.6069
14.038,6918.4927,6917.9824
14.039,6912.8677,6912.3574
14.04,6907.2432,6906.7324
14.041,6901.6182,6901.1079
14.042,6895.9932,6895.4829
14.043,6890.3682,6889.8579
14.044,6884.7432,6884.2329
14.045,6879.1182,6878.6074
14.046,6873.4927,6872.9824
14.047,6867.8677,6867.3574
14.048,6862.2422,6861.7319
14.049,6856.6172,6856.1064
14.05,6850.9917,6850.481
14.051,6845.3662,6844.8555
14.052,6839.7407,6839.23
14.053,6834.1147,6833.6045
14.054,6828.4893,6827.9785
14.055,6822.8638,6822.353
14.056,6817.2378,6816.7271
14.057,6811.6118,6811.1016
14.058,6805.9858,6805.4756
14.059,6800.3599,6799.8496
14.06,6794.7339,6794.2236
14.061,6789.1079,6788.5972
14.062,6783.4819,6782.9712
14.063,6777.8555,6777.3447
14.064,6772.2295,6771.7188
14.065,6766.603,6766.0923
14.066,6760.9766,6760.4658
14.067,6755.3501,6754.8394
14.068,6749.7236,6749.2129
14.069,6744.0972,6743.5864
14.07,6738.4702,6737.96
14.071,6732.8438,6732.333
14.072,6727.2168,6726.7061
14.073,6721.5903,6721.0796
14.074,6715.9634,6715.4526
14.075,6710.3364,6709.8257
14.076,6704.7095,6704.1987
14.077,6699.0825,6698.5718
14.078,6693.4551,6692.9443
14.079,6687.8281,6687.3174
14.08,6682.2007,6681.6899
14.081,6676.5732,6676.0625
14.082,6670.9463,6670.4355
14.083,6665.3188,6664.8081
14.084,6659.6914,6659.1807
14.085,6654.0635,6653.5527
14.086,6648.436,6647.9253
14.087,6642.8086,6642.2979
14.088,6637.1807,6636.6699
14.089,6631.5527,6631.042
14.09,6625.9253,6625.4141
