"Time","Ptr","Pqs"
0.15700001,994.56525,991.04382
0.15800001,1002.7217,1000.2841
0.15899999,1010.5813,1009.5244
0.16,1018.2822,1018.7646
0.161,1025.9766,1028.0048
0.162,1033.8146,1037.2449
0.163,1041.9304,1046.4849
0.164,1050.4294,1055.7249
0.16500001,1059.3781,1064.9647
0.16599999,1068.7982,1074.2046
0.167,1078.6656,1083.4443
0.168,1088.9127,1092.684
0.169,1099.4364,1101.9237
0.17,1110.1075,1111.1632
0.171,1120.7852,1120.4027
0.17200001,1131.3293,1129.6422
0.17299999,1141.6151,1138.8816
0.17399999,1151.5444,1148.1208
0.175,1161.0557,1157.3601
0.176,1170.1279,1166.5992
0.177,1178.7842,1175.8384
0.178,1187.0867,1185.0774
0.17900001,1195.1318,1194.3164
0.18000001,1203.0391,1203.5553
0.18099999,1210.9401,1212.7941
0.182,1218.9647,1222.0328
0.183,1227.2295,1231.2715
0.184,1235.8253,1240.5101
0.185,1244.8101,1249.7487
0.186,1254.2028,1258.9871
0.18700001,1263.9827,1268.2255
0.18799999,1274.0914,1277.4637
0.189,1284.4398,1286.7019
0.19,1294.9164,1295.9401
0.191,1305.399,1305.1781
0.192,1315.7667,1314.416
0.193,1325.9113,1323.6539
0.19400001,1335.7477,1332.8917
0.19499999,1345.2223,1342.1295
0.19599999,1354.3173,1351.3672
0.197,1363.0518,1360.6047
0.198,1371.4802,1369.8422
0.199,1379.6852,1379.0796
0.2,1387.7706,1388.3169
0.20100001,1395.85,1397.5542
0.20200001,1404.036,1406.7913
0.20299999,1412.4292,1416.0283
0.204,1421.1086,1425.2653
0.205,1430.1244,1434.5022
0.206,1439.4932,1443.739
0.207,1449.197,1452.9757
0.208,1459.1858,1462.2123
0.20900001,1469.3822,1471.4489
0.20999999,1479.6901,1480.6853
0.211,1490.0035,1489.9216
0.212,1500.218,1499.1578
0.213,1510.2396,1508.394
0.214,1519.995,1517.63
0.215,1529.4373,1526.866
0.21600001,1538.5511,1536.1019
0.21699999,1547.3529,1545.3376
0.21799999,1555.8895,1554.5734
0.219,1564.2325,1563.809
0.22,1572.4716,1573.0444
0.221,1580.7048,1582.2798
0.222,1589.0299,1591.5151
0.223,1597.5339,1600.7502
0.22400001,1606.2855,1609.9854
0.22499999,1615.3279,1619.2203
0.226,1624.6757,1628.4552
0.227,1634.3135,1637.6901
0.228,1644.198,1646.9247
0.229,1654.2626,1656.1593
0.23,1664.4238,1665.3938
0.23100001,1674.5905,1674.6282
0.23199999,1684.6716,1683.8624
0.233,1694.5864,1693.0966
0.234,1704.2708,1702.3306
0.235,1713.6846,1711.5646
0.236,1722.814,1720.7983
0.237,1731.6733,1730.0321
0.23800001,1740.3029,1739.2657
0.23899999,1748.7648,1748.4993
0.23999999,1757.1361,1757.7327
0.241,1765.5022,1766.9659
0.242,1773.9473,1776.1991
0.243,1782.5469,1785.4321
0.244,1791.3604,1794.6652
0.245,1800.4254,1803.8979
0.24600001,1809.7546,1813.1307
0.24699999,1819.3351,1822.3633
0.248,1829.129,1831.5958
0.249,1839.0791,1840.8281
0.25,1849.113,1850.0604
0.25099999,1859.152,1859.2926
0.252,1869.1173,1868.5245
0.25299999,1878.9388,1877.7565
0.25400001,1888.5613,1886.9883
0.255,1897.9496,1896.22
0.25600001,1907.0918,1905.4515
0.257,1916.0004,1914.683
0.25799999,1924.7097,1923.9142
0.259,1933.2737,1933.1454
0.25999999,1941.759,1942.3765
0.26100001,1950.2394,1951.6074
0.26199999,1958.788,1960.8383
0.26300001,1967.4698,1970.069
0.264,1976.3365,1979.2994
0.26499999,1985.4208,1988.5299
0.266,1994.7336,1997.7603
0.26699999,2004.2638,2006.9904
0.26800001,2013.979,2016.2205
0.26899999,2023.8293,2025.4504
0.27000001,2033.7528,2034.6802
0.271,2043.6807,2043.9098
0.27200001,2053.5452,2053.1394
0.273,2063.2854,2062.3689
0.27399999,2072.8535,2071.5981
0.27500001,2082.219,2080.8271
0.27599999,2091.3718,2090.0562
0.27700001,2100.322,2099.2852
0.278,2109.0999,2108.5137
0.27900001,2117.7515,2117.7424
0.28,2126.335,2126.9709
0.28099999,2134.9136,2136.1992
0.28200001,2143.551,2145.4275
0.28299999,2152.3037,2154.6555
0.28400001,2161.2161,2163.8833
0.285,2170.3164,2173.1111
0.28600001,2179.6147,2182.3389
0.287,2189.1011,2191.5662
0.28799999,2198.7476,2200.7937
0.289,2208.5112,2210.0208
0.28999999,2218.3384,2219.2478
0.29100001,2228.1694,2228.4749
0.292,2237.946,2237.7017
0.29300001,2247.615,2246.9282
0.294,2257.1355,2256.1548
0.29499999,2266.4807,2265.3811
0.296,2275.6416,2274.6072
0.29699999,2284.6274,2283.8333
0.29800001,2293.4636,2293.0593
0.29899999,2302.1907,2302.2849
0.30000001,2310.8582,2311.5107
0.301,2319.5217,2320.7361
0.30199999,2328.2354,2329.9614
0.303,2337.0488,2339.1865
0.30399999,2346,2348.4116
0.30500001,2355.114,2357.6365
0.30599999,2364.3989,2366.8611
0.30700001,2373.8469,2376.0857
0.308,2383.4333,2385.3101
0.30899999,2393.1216,2394.5344
0.31,2402.8645,2403.7585
0.31099999,2412.6113,2412.9824
0.31200001,2422.311,2422.2063
0.31299999,2431.9182,2431.4299
0.31400001,2441.3965,2440.6533
0.315,2450.7234,2449.8767
0.31600001,2459.8909,2459.0999
0.317,2468.9065,2468.3228
0.31799999,2477.7927,2477.5457
0.31900001,2486.584,2486.7683
0.31999999,2495.324,2495.9907
0.32100001,2504.0598,2505.2131
0.322,2512.8391,2514.4353
0.32300001,2521.7043,2523.6572
0.324,2530.6887,2532.8792
0.32499999,2539.814,2542.1008
0.32600001,2549.0869,2551.3223
0.32699999,2558.501,2560.5437
0.32800001,2568.0349,2569.7649
0.329,2577.6572,2578.9858
0.33000001,2587.3269,2588.2068
0.331,2597.0002,2597.4275
0.33199999,2606.6328,2606.6479
0.333,2616.1853,2615.8684
0.33399999,2625.6265,2625.0886
0.33500001,2634.9368,2634.3086
0.336,2644.1089,2643.5283
0.33700001,2653.1497,2652.748
0.338,2662.0784,2661.9675
0.33899999,2670.9248,2671.187
0.34,2679.7266,2680.406
0.34099999,2688.5244,2689.625
0.34200001,2697.3599,2698.8438
0.34299999,2706.2693,2708.0625
0.34400001,2715.282,2717.281
0.345,2724.416,2726.4993
0.34599999,2733.6782,2735.7173
0.347,2743.0623,2744.9351
0.34799999,2752.5503,2754.1528
0.34900001,2762.1145,2763.3704
0.34999999,2771.7205,2772.5879
0.35100001,2781.3291,2781.8049
0.352,2790.9028,2791.022
0.35299999,2800.4075,2800.2388
0.354,2809.8159,2809.4556
0.35499999,2819.1108,2818.6719
0.35600001,2828.2864,2827.8882
0.35699999,2837.3481,2837.1042
0.35800001,2846.313,2846.3203
0.359,2855.2063,2855.5359
0.36000001,2864.0605,2864.7515
0.361,2872.9116,2873.9668
0.36199999,2881.7949,2883.1819
0.36300001,2890.7419,2892.397
0.36399999,2899.7783,2901.6118
0.36500001,2908.9197,2910.8264
0.366,2918.1716,2920.0408
0.36700001,2927.5293,2929.2549
0.368,2936.9768,2938.469
0.36899999,2946.4905,2947.6829
0.37,2956.04,2956.8965
0.37099999,2965.5923,2966.1099
0.37200001,2975.1143,2975.323
0.373,2984.5767,2984.5361
0.37400001,2993.9558,2993.749
0.375,3003.2371,3002.9617
0.37599999,3012.4146,3012.1741
0.377,3021.4937,3021.3862
0.37799999,3030.4888,3030.5984
0.37900001,3039.4219,3039.8103
0.38,3048.321,3049.022
0.38100001,3057.2175,3058.2334
0.382,3066.1414,3067.4446
0.38299999,3075.1204,3076.6558
0.384,3084.1763,3085.8665
0.38499999,3093.3232,3095.0771
0.38600001,3102.5659,3104.2876
0.38699999,3111.8997,3113.498
0.38800001,3121.3115,3122.708
0.389,3130.7805,3131.9177
0.38999999,3140.2808,3141.1274
0.391,3149.7834,3150.3369
0.39199999,3159.26,3159.5461
0.39300001,3168.6851,3168.7551
0.39399999,3178.0381,3177.9639
0.39500001,3187.3064,3187.1726
0.396,3196.4849,3196.3809
0.39700001,3205.5784,3205.5891
0.398,3214.5986,3214.7971
0.39899999,3223.5657,3224.0049
0.40000001,3232.5029,3233.2124
0.40099999,3241.4375,3242.4197
0.40200001,3250.3958,3251.6267
0.403,3259.4016,3260.8337
0.40400001,3268.4741,3270.0403
0.405,3277.625,3279.2468
0.40599999,3286.8586,3288.4531
0.40700001,3296.1714,3297.6592
0.40799999,3305.5515,3306.865
0.40900001,3314.9812,3316.0706
0.41,3324.438,3325.2759
0.41100001,3333.8967,3334.481
0.412,3343.3333,3343.686
0.41299999,3352.7251,3352.8906
0.414,3362.0547,3362.0952
0.41499999,3371.3108,3371.2996
0.41600001,3380.4895,3380.5037
0.417,3389.5942,3389.7073
0.41800001,3398.636,3398.9109
0.419,3407.6311,3408.1145
0.41999999,3416.6006,3417.3176
0.421,3425.5674,3426.5205
0.42199999,3434.5547,3435.7231
0.42300001,3443.583,3444.9258
0.42399999,3452.6689,3454.1279
0.42500001,3461.8225,3463.3298
0.426,3471.0479,3472.5317
0.42699999,3480.3413,3481.7334
0.428,3489.6934,3490.9346
0.42899999,3499.0881,3500.1357
0.43000001,3508.5063,3509.3367
0.43099999,3517.9268,3518.5374
0.43200001,3527.3276,3527.7378
0.433,3536.6897,3536.938
0.43399999,3545.9983,3546.1379
0.435,3555.2432,3555.3376
0.43599999,3564.4209,3564.5371
0.43700001,3573.5347,3573.7363
0.43799999,3582.5938,3582.9353
0.43900001,3591.6125,3592.134
0.44,3600.6089,3601.3325
0.44100001,3609.6028,3610.5308
0.442,3618.6145,3619.729
0.44299999,3627.6614,3628.9268
0.44400001,3636.7581,3638.1243
0.44499999,3645.9131,3647.3215
0.44600001,3655.1304,3656.5188
0.447,3664.4065,3665.7156
0.44800001,3673.7332,3674.9121
0.449,3683.0972,3684.1084
0.44999999,3692.4812,3693.3047
0.45100001,3701.8672,3702.5005
0.45199999,3711.2363,3711.696
0.45300001,3720.5723,3720.8916
0.454,3729.8613,3730.0867
0.45500001,3739.0957,3739.2815
0.456,3748.2717,3748.4761
0.45699999,3757.3926,3757.6707
0.458,3766.4656,3766.8647
0.45899999,3775.5039,3776.0586
0.46000001,3784.5227,3785.2522
0.461,3793.5393,3794.4456
0.46200001,3802.571,3803.6387
0.463,3811.6333,3812.8315
0.46399999,3820.7383,3822.0244
0.465,3829.894,3831.2168
0.46599999,3839.1033,3840.4087
0.46700001,3848.3635,3849.6006
0.46799999,3857.6677,3858.7922
0.46900001,3867.0039,3867.9836
0.47,3876.3577,3877.1748
0.47099999,3885.7129,3886.3657
0.472,3895.0537,3895.5562
0.47299999,3904.3657,3904.7466
0.47400001,3913.6372,3913.9365
0.47499999,3922.8613,3923.1265
0.47600001,3932.0352,3932.3159
0.477,3941.1609,3941.5054
0.47799999,3950.2454,3950.6943
0.479,3959.2996,3959.8831
0.47999999,3968.3369,3969.0715
0.48100001,3977.3721,3978.2598
0.48199999,3986.4204,3987.4478
0.48300001,3995.4949,3996.6355
0.484,4004.6064,4005.823
0.48500001,4013.7617,4015.01
0.486,4022.9631,4024.197
0.48699999,4032.209,4033.3838
0.48800001,4041.4924,4042.5701
0.48899999,4050.8037,4051.7561
0.49000001,4060.1304,4060.9419
0.491,4069.458,4070.1274
0.49200001,4078.7734,4079.3127
0.493,4088.064,4088.4978
0.49399999,4097.3193,4097.6826
0.495,4106.5337,4106.8672
0.49599999,4115.7046,4116.0513
0.49700001,4124.8335,4125.2354
0.498,4133.9272,4134.4189
0.49900001,4142.9941,4143.6025
0.5,4152.0464,4152.7856
0.50099999,4161.0967,4161.9683
0.50199997,4170.1582,4171.1509
0.50300002,4179.2427,4180.333
0.50400001,4188.3589,4189.5151
0.505,4197.5127,4198.6968
0.50599998,4206.7065,4207.8784
0.50700003,4215.939,4217.0596
0.50800002,4225.2036,4226.2402
0.509,4234.4922,4235.4209
0.50999999,4243.7944,4244.6011
0.51099998,4253.0977,4253.7812
0.51200002,4262.3901,4262.9609
0.51300001,4271.6606,4272.1406
0.514,4280.9014,4281.3198
0.51499999,4290.106,4290.4985
0.51599997,4299.2729,4299.6772
0.51700002,4308.4043,4308.8555
0.51800001,4317.5044,4318.0337
0.51899999,4326.5815,4327.2114
0.51999998,4335.646,4336.3887
0.52100003,4344.7085,4345.5659
0.52200001,4353.7808,4354.7427
0.523,4362.8726,4363.9194
0.52399999,4371.9917,4373.0957
0.52499998,4381.1436,4382.272
0.52600002,4390.3296,4391.4473
0.52700001,4399.5493,4400.623
0.528,4408.7969,4409.7979
0.52899998,4418.0649,4418.9727
0.52999997,4427.3447,4428.1475
0.53100002,4436.626,4437.3218
0.53200001,4445.897,4446.4956
0.53299999,4455.1499,4455.6694
0.53399998,4464.3765,4464.8428
0.53500003,4473.5723,4474.0156
0.53600001,4482.7354,4483.1885
0.537,4491.8667,4492.3608
0.53799999,4500.9717,4501.5332
0.53899997,4510.0566,4510.7051
0.54000002,4519.1304,4519.8765
0.54100001,4528.2026,4529.0479
0.542,4537.2827,4538.2188
0.54299998,4546.3799,4547.3896
0.54400003,4555.501,4556.5601
0.54500002,4564.6499,4565.73
0.546,4573.8286,4574.8994
0.54699999,4583.0361,4584.0688
0.54799998,4592.2676,4593.2383
0.54900002,4601.5176,4602.4072
0.55000001,4610.7769,4611.5757
0.551,4620.0376,4620.7437
0.55199999,4629.2896,4629.9116
0.55299997,4638.5259,4639.0791
0.55400002,4647.7393,4648.2466
0.55500001,4656.9258,4657.4136
0.55599999,4666.084,4666.5801
0.55699998,4675.2153,4675.7466
0.55800003,4684.3232,4684.9126
0.55900002,4693.4141,4694.0781
0.56,4702.4946,4703.2437
0.56099999,4711.5742,4712.4087
0.56199998,4720.6602,4721.5737
0.56300002,4729.7612,4730.7383
0.56400001,4738.8823,4739.9023
0.565,4748.0278,4749.0659
0.56599998,4757.1992,4758.2295
0.56699997,4766.395,4767.3931
0.56800002,4775.6118,4776.5557
0.56900001,4784.8447,4785.7183
0.56999999,4794.0854,4794.8804
0.57099998,4803.3271,4804.0425
0.57200003,4812.562,4813.2041
0.57300001,4821.7827,4822.3652
0.574,4830.9834,4831.5264
0.57499999,4840.1611,4840.687
0.57599998,4849.3145,4849.8472
0.57700002,4858.4443,4859.0073
0.57800001,4867.5537,4868.167
0.579,4876.6479,4877.3262
0.57999998,4885.7339,4886.4854
0.58099997,4894.8184,4895.644
0.58200002,4903.9087,4904.8022
0.583,4913.0117,4913.9604
0.58399999,4922.1318,4923.1182
0.58499998,4931.2734,4932.2754
0.58600003,4940.437,4941.4326
0.58700001,4949.6221,4950.5894
0.588,4958.8252,4959.7456
0.58899999,4968.0415,4968.9014
0.58999997,4977.2656,4978.0571
0.59100002,4986.4897,4987.2129
0.59200001,4995.708,4996.3677
0.59299999,5004.9146,5005.5225
0.59399998,5014.1035,5014.6768
0.59500003,5023.2725,5023.8311
0.59600002,5032.4199,5032.9844
0.597,5041.5474,5042.1382
0.59799999,5050.6567,5051.291
0.59899998,5059.7534,5060.4438
0.60000002,5068.8423,5069.5962
0.60100001,5077.9302,5078.748
0.602,5087.0229,5087.8999
0.60299999,5096.127,5097.0513
0.60399997,5105.2456,5106.2021
0.60500002,5114.3823,5115.3525
0.60600001,5123.5381,5124.5029
0.60699999,5132.7124,5133.6528
0.60799998,5141.9023,5142.8027
0.60900003,5151.104,5151.9521
0.61000001,5160.312,5161.1011
0.611,5169.52,5170.2495
0.61199999,5178.7231,5179.3979
0.61299998,5187.9155,5188.5454
0.61400002,5197.0933,5197.6934
0.61500001,5206.2534,5206.8403
0.616,5215.395,5215.9873
0.61699998,5224.519,5225.1338
0.61799997,5233.6279,5234.2798
0.61900002,5242.7251,5243.4258
0.62,5251.8159,5252.5713
0.62099999,5260.9053,5261.7163
0.62199998,5269.999,5270.8608
0.62300003,5279.1021,5280.0054
0.62400001,5288.2183,5289.1494
0.625,5297.3501,5298.293
0.62599999,5306.498,5307.4365
0.62699997,5315.6621,5316.5796
0.62800002,5324.8394,5325.7222
0.62900001,5334.0269,5334.8643
0.63,5343.2197,5344.0063
0.63099998,5352.4131,5353.1479
0.63200003,5361.6016,5362.2891
0.63300002,5370.7812,5371.4297
0.634,5379.9478,5380.5703
0.63499999,5389.0991,5389.7104
0.63599998,5398.2344,5398.8501
0.63700002,5407.3545,5407.9893
0.63800001,5416.4609,5417.1284
0.639,5425.5576,5426.2671
0.63999999,5434.6484,5435.4053
0.64099997,5443.7383,5444.5435
0.64200002,5452.832,5453.6812
0.64300001,5461.9336,5462.8184
0.64399999,5471.0459,5471.9551
0.64499998,5480.1719,5481.0913
0.64600003,5489.312,5490.2275
0.64700001,5498.4658,5499.3633
0.648,5507.6313,5508.4985
0.64899999,5516.8057,5517.6338
0.64999998,5525.9844,5526.7681
0.65100002,5535.1631,5535.9023
0.65200001,5544.3384,5545.0366
0.653,5553.5049,5554.1699
0.65399998,5562.6606,5563.3032
0.65499997,5571.8032,5572.4355
0.65600002,5580.9321,5581.5684
0.65700001,5590.0474,5590.7002
0.65799999,5599.1509,5599.832
0.65899998,5608.2461,5608.9629
0.66000003,5617.3359,5618.0938
0.66100001,5626.4248,5627.2246
0.662,5635.5171,5636.3545
0.66299999,5644.6157,5645.4844
0.66399997,5653.7241,5654.6138
0.66500002,5662.8438,5663.7427
0.66600001,5671.9761,5672.8716
0.667,5681.1196,5681.9995
0.66799998,5690.2734,5691.1274
0.66900003,5699.4351,5700.2549
0.67000002,5708.6001,5709.3818
0.671,5717.7656,5718.5088
0.67199999,5726.9272,5727.6353
0.67299998,5736.0825,5736.7607
0.67400002,5745.2275,5745.8867
0.67500001,5754.3613,5755.0117
0.676,5763.4829,5764.1362
0.67699999,5772.5928,5773.2607
0.67799997,5781.6924,5782.3848
0.67900002,5790.7847,5791.5083
0.68000001,5799.8726,5800.6318
0.68099999,5808.9595,5809.7544
0.68199998,5818.0488,5818.877
0.68300003,5827.144,5827.999
0.68400002,5836.2476,5837.1206
0.685,5845.3608,5846.2422
0.68599999,5854.4849,5855.3628
0.68699998,5863.6187,5864.4834
0.68800002,5872.7612,5873.6035
0.68900001,5881.9102,5882.7231
0.69,5891.0625,5891.8423
0.69099998,5900.2148,5900.9614
0.69199997,5909.3643,5910.0801
0.69300002,5918.5073,5919.1978
0.69400001,5927.6421,5928.3159
0.69499999,5936.7671,5937.4331
0.69599998,5945.8813,5946.5498
0.69700003,5954.9854,5955.6665
0.69800001,5964.0806,5964.7827
0.699,5973.1689,5973.8984
0.69999999,5982.2539,5983.0137
0.70099998,5991.3374,5992.1284
0.70200002,6000.4238,6001.2432
0.70300001,6009.5146,6010.3569
0.704,6018.6123,6019.4707
0.70499998,6027.7188,6028.584
0.70599997,6036.834,6037.6973
0.70700002,6045.9585,6046.8096
0.708,6055.0898,6055.9214
0.70899999,6064.2266,6065.0332
0.70999998,6073.3667,6074.1445
0.71100003,6082.5063,6083.2554
0.71200001,6091.6436,6092.3657
0.713,6100.7754,6101.4761
0.71399999,6109.8994,6110.5854
0.71499997,6119.0151,6119.6948
0.71600002,6128.1221,6128.8037
0.71700001,6137.2197,6137.9121
0.71799999,6146.3096,6147.02
0.71899998,6155.3936,6156.1274
0.72000003,6164.4741,6165.2349
0.72100002,6173.5542,6174.3413
0.722,6182.6357,6183.4478
0.72299999,6191.7217,6192.5537
0.72399998,6200.8135,6201.6592
0.72500002,6209.9126,6210.7642
0.72600001,6219.019,6219.8691
0.727,6228.1338,6228.9731
0.72799999,6237.2544,6238.0771
0.72899997,6246.3794,6247.1802
0.73000002,6255.5068,6256.2832
0.73100001,6264.6348,6265.3857
0.73199999,6273.7598,6274.4883
0.73299998,6282.8804,6283.5898
0.73400003,6291.9946,6292.6909
0.73500001,6301.1011,6301.792
0.736,6310.1997,6310.8926
0.73699999,6319.2905,6319.9927
0.73799998,6328.3745,6329.0923
0.73900002,6337.4536,6338.1914
0.74000001,6346.5293,6347.29
0.741,6355.6045,6356.3882
0.74199998,6364.6807,6365.4863
0.74299997,6373.7607,6374.5835
0.74400002,6382.8457,6383.6807
0.745,6391.9375,6392.7773
0.74599999,6401.0352,6401.8735
0.74699998,6410.1396,6410.9692
0.74800003,6419.2495,6420.0645
0.74900001,6428.3633,6429.1597
0.75,6437.479,6438.2539
0.75099999,6446.5947,6447.3481
0.75199997,6455.7085,6456.4414
0.75300002,6464.8179,6465.5347
0.75400001,6473.9219,6474.6274
0.755,6483.019,6483.7197
0.75599998,6492.1089,6492.8115
0.75700003,6501.1924,6501.9028
0.75800002,6510.27,6510.9937
0.759,6519.3433,6520.0845
0.75999999,6528.4136,6529.1743
0.76099998,6537.4829,6538.2642
0.76200002,6546.5537,6547.3535
0.76300001,6555.6274,6556.4424
0.764,6564.7056,6565.5303
0.76499999,6573.7886,6574.6182
0.76599997,6582.8779,6583.7061
0.76700002,6591.9722,6592.793
0.76800001,6601.0713,6601.8794
0.76899999,6610.1738,6610.9653
0.76999998,6619.2778,6620.0513
0.77100003,6628.3818,6629.1362
0.77200001,6637.4839,6638.2212
0.773,6646.5825,6647.3057
0.77399999,6655.6758,6656.3892
0.77499998,6664.7637,6665.4727
0.77600002,6673.8452,6674.5557
0.77700001,6682.9209,6683.6382
0.778,6691.9917,6692.7202
0.77899998,6701.0581,6701.8022
0.77999997,6710.1221,6710.8833
0.78100002,6719.1855,6719.9639
0.78200001,6728.2495,6729.0444
0.78299999,6737.3164,6738.124
0.78399998,6746.3867,6747.2036
0.78500003,6755.4619,6756.2822
0.78600001,6764.5415,6765.3608
0.787,6773.626,6774.439
0.78799999,6782.7144,6783.5166
0.78899997,6791.8057,6792.5938
0.79000002,6800.8984,6801.6704
0.79100001,6809.9907,6810.7466
0.792,6819.0815,6819.8223
0.79299998,6828.1689,6828.8975
0.79400003,6837.252,6837.9722
0.79500002,6846.3301,6847.0464
0.796,6855.4028,6856.1206
0.79699999,6864.4702,6865.1938
0.79799998,6873.5332,6874.2666
0.79900002,6882.5928,6883.3394
0.80000001,6891.6499,6892.4111
0.801,6900.7065,6901.4829
0.80199999,6909.7637,6910.5537
0.80299997,6918.8232,6919.6245
0.80400002,6927.8857,6928.6948
0.80500001,6936.9517,6937.7646
0.80599999,6946.022,6946.8335
0.80699998,6955.0967,6955.9023
0.80800003,6964.1743,6964.9707
0.80900002,6973.2544,6974.0386
0.81,6982.3354,6983.106
0.81099999,6991.4165,6992.1729
0.81199998,7000.4956,7001.2393
0.81300002,7009.5723,7010.3052
0.81400001,7018.645,7019.3706
0.815,7027.7134,7028.4355
0.81599998,7036.7769,7037.5
0.81699997,7045.8359,7046.5645
0.81800002,7054.8906,7055.6279
0.81900001,7063.9424,7064.6909
0.81999999,7072.9922,7073.7534
0.82099998,7082.0415,7082.8159
0.82200003,7091.0913,7091.8774
0.82300001,7100.1426,7100.9385
0.824,7109.1968,7109.9995
0.82499999,7118.2539,7119.0596
0.82599998,7127.3145,7128.1191
0.82700002,7136.3789,7137.1787
0.82800001,7145.4458,7146.2373
