"Time","rectifier.thyristor_p.idealThyristor[1].off","rectifier.thyristor_p.idealThyristor[2].off","rectifier.thyristor_p.idealThyristor[3].off","rectifier.thyristor_n.idealThyristor[1].off","rectifier.thyristor_n.idealThyristor[2].off","rectifier.thyristor_n.idealThyristor[3].off","meanVoltage.y","meanVoltage.x","rootMeanSquareVoltage.mean.y","rootMeanSquareVoltage.mean.x","meanCurrent.y","meanCurrent.x","pulse2m.twomPulse.timerPositive[1].entryTime","pulse2m.twomPulse.timerPositive[2].entryTime","pulse2m.twomPulse.timerPositive[3].entryTime","pulse2m.twomPulse.timerNegative[1].entryTime","pulse2m.twomPulse.timerNegative[2].entryTime","pulse2m.twomPulse.timerNegative[3].entryTime","inductor.i"
4.9524002,1,1,1,1,1,0,2.4134142,-0.013608436,2098.6648,6.3571086,13.237127,0.03173773,4.9433331,4.9499998,4.9366665,4.9333334,4.9400001,4.9466667,13.231155
4.9526,1,1,1,1,1,0,2.4134142,-0.0055572265,2098.6648,6.6827002,13.237127,0.034384701,4.9433331,4.9499998,4.9366665,4.9333334,4.9400001,4.9466667,13.238267
4.9527998,1,1,1,1,1,0,2.4134142,0.00059138931,2098.6648,6.8732553,13.237127,0.037032906,4.9433331,4.9499998,4.9366665,4.9333334,4.9400001,4.9466667,13.243451
4.9530001,1,1,1,1,1,0,2.4134142,0.0048131454,2098.6648,6.9639311,13.237127,0.039681952,4.9433331,4.9499998,4.9366665,4.9333334,4.9400001,4.9466667,13.246693
4.9531999,1,1,1,1,1,0,2.4134142,0.0070913811,2098.6648,6.9914641,13.237127,0.042331453,4.9433331,4.9499998,4.9366665,4.9333334,4.9400001,4.9466667,13.247981
4.9533334,1,1,1,1,1,0,2.4134142,0.007525715,2098.6648,6.9933505,13.237127,0.044097826,4.9433331,4.9499998,4.9366665,4.9333334,4.9400001,4.9466667,13.247754
4.9533334,1,1,1,1,1,0,2.4134142,0.007525715,2098.6648,6.9933505,13.237127,0.044097845,4.9433331,4.9499998,4.9366665,4.9333334,4.9400001,4.9466667,13.247754
4.9533334,1,1,1,1,1,0,2.2577145,0,2098.0051,0,13.229354,0,4.9433331,4.9499998,4.9366665,4.9533334,4.9400001,4.9466667,13.247754
4.9534001,1,1,1,1,1,0,2.2577145,-0.00010860997,2098.0051,0.00024033908,13.229354,0.00088317011,4.9433331,4.9499998,4.9366665,4.9533334,4.9400001,4.9466667,13.247315
4.9535999,1,1,1,1,1,0,2.2577145,-0.0017366739,2098.0051,0.015079831,13.229354,0.0035324043,4.9433331,4.9499998,4.9366665,4.9533334,4.9400001,4.9466667,13.244702
4.9538002,1,1,1,1,1,0,2.2577145,-0.0053121112,2098.0051,0.080568261,13.229354,0.006180922,4.9433331,4.9499998,4.9366665,4.9533334,4.9400001,4.9466667,13.240156
4.954,1,1,1,1,1,0,2.2577145,-0.010820816,2098.0051,0.2338378,13.229354,0.0088283392,4.9433331,4.9499998,4.9366665,4.9533334,4.9400001,4.9466667,13.2337
4.9541998,1,1,1,1,1,0,2.2577145,-0.018241042,2098.0051,0.51063651,13.229354,0.011474277,4.9433331,4.9499998,4.9366665,4.9533334,4.9400001,4.9466667,13.225361
4.9544001,1,1,1,1,1,0,2.2577145,-0.027543506,2098.0051,0.94476515,13.229354,0.01411836,4.9433331,4.9499998,4.9366665,4.9533334,4.9400001,4.9466667,13.215177
4.9545999,1,1,1,1,1,0,2.2577145,-0.038691491,2098.0051,1.5675417,13.229354,0.016760226,4.9433331,4.9499998,4.9366665,4.9533334,4.9400001,4.9466667,13.203191
4.9548001,1,1,1,1,1,0,2.2577145,-0.051641006,2098.0051,2.4073083,13.229354,0.01939952,4.9433331,4.9499998,4.9366665,4.9533334,4.9400001,4.9466667,13.189456
4.9549551,1,1,1,1,1,0,2.2577145,-0.062880315,2098.0051,3.2231057,13.229354,0.021442389,4.9433331,4.9499998,4.9366665,4.9533334,4.9400001,4.9466667,13.177648
4.9549551,1,0,1,1,1,1,2.2577145,-0.062880315,2098.0051,3.2231057,13.229354,0.021442389,4.9433331,4.9499998,4.9366665,4.9533334,4.9400001,4.9466667,13.177648
4.9549999,1,0,1,1,1,1,2.2577145,-0.059333947,2098.0051,3.5023363,13.229354,0.022036035,4.9433331,4.9499998,4.9366665,4.9533334,4.9400001,4.9466667,13.181032
4.9549999,1,0,1,1,1,1,2.2577145,-0.059333824,2098.0051,3.5023458,13.229354,0.022036055,4.9433331,4.9499998,4.9366665,4.9533334,4.9400001,4.9466667,13.181032
4.9552002,1,0,1,1,1,1,2.2577145,-0.044633962,2098.0051,4.5840254,13.229354,0.024673685,4.9433331,4.9499998,4.9366665,4.9533334,4.9400001,4.9466667,13.19498
4.9554,1,0,1,1,1,1,2.2577145,-0.031684469,2098.0051,5.4238,13.229354,0.027313925,4.9433331,4.9499998,4.9366665,4.9533334,4.9400001,4.9466667,13.207124
4.9555998,1,0,1,1,1,1,2.2577145,-0.020536521,2098.0051,6.0465727,13.229354,0.029956412,4.9433331,4.9499998,4.9366665,4.9533334,4.9400001,4.9466667,13.217422
4.9558001,1,0,1,1,1,1,2.2577145,-0.011234112,2098.0051,6.4806905,13.229354,0.032600768,4.9433331,4.9499998,4.9366665,4.9533334,4.9400001,4.9466667,13.225838
4.9559999,1,0,1,1,1,1,2.2577145,-0.0038139382,2098.0051,6.7574821,13.229354,0.035246618,4.9433331,4.9499998,4.9366665,4.9533334,4.9400001,4.9466667,13.232341
4.9562001,1,0,1,1,1,1,2.2577145,0.0016947137,2098.0051,6.9107466,13.229354,0.037893575,4.9433331,4.9499998,4.9366665,4.9533334,4.9400001,4.9466667,13.23691
4.9563999,1,0,1,1,1,1,2.2577145,0.0052701035,2098.0051,6.9762335,13.229354,0.040541254,4.9433331,4.9499998,4.9366665,4.9533334,4.9400001,4.9466667,13.239532
4.9566002,1,0,1,1,1,1,2.2577145,0.0068981214,2098.0051,6.9910736,13.229354,0.043189257,4.9433331,4.9499998,4.9366665,4.9533334,4.9400001,4.9466667,13.2402
4.9566665,1,0,1,1,1,1,2.2577145,0.0070067123,2098.0051,6.9913092,13.229354,0.044071916,4.9433331,4.9499998,4.9366665,4.9533334,4.9400001,4.9466667,13.239988
4.9566665,1,0,1,1,1,1,2.2577145,0.0070067123,2098.0051,6.9913092,13.229354,0.044071931,4.9433331,4.9499998,4.9366665,4.9533334,4.9400001,4.9466667,13.239988
4.9566665,1,0,1,1,1,1,2.1020136,0,2097.3928,0,13.22158,0,4.9433331,4.9499998,4.9566665,4.9533334,4.9400001,4.9466667,13.239988
4.9568,1,0,1,1,1,1,2.1020136,-0.00043436905,2097.3928,0.001887031,13.22158,0.0017652699,4.9433331,4.9499998,4.9566665,4.9533334,4.9400001,4.9466667,13.238915
4.9569998,1,0,1,1,1,1,2.1020136,-0.0027126458,2097.3928,0.029422348,13.22158,0.0044127624,4.9433331,4.9499998,4.9566665,4.9533334,4.9400001,4.9466667,13.235687
4.9572001,1,0,1,1,1,1,2.1020136,-0.0069344561,2097.3928,0.12010152,13.22158,0.0070594163,4.9433331,4.9499998,4.9566665,4.9533334,4.9400001,4.9466667,13.230533
4.9573998,1,0,1,1,1,1,2.1020136,-0.013083125,2097.3928,0.31066033,13.22158,0.0097048488,4.9433331,4.9499998,4.9566665,4.9533334,4.9400001,4.9466667,13.223475
4.9576001,1,0,1,1,1,1,2.1020136,-0.021134386,2097.3928,0.63625884,13.22158,0.012348682,4.9433331,4.9499998,4.9566665,4.9533334,4.9400001,4.9466667,13.214547
4.9577999,1,0,1,1,1,1,2.1020136,-0.031056466,2097.3928,1.129928,13.22158,0.014990545,4.9433331,4.9499998,4.9566665,4.9533334,4.9400001,4.9466667,13.203788
4.9580002,1,0,1,1,1,1,2.1020136,-0.042810205,2097.3928,1.822045,13.22158,0.017630078,4.9433331,4.9499998,4.9566665,4.9533334,4.9400001,4.9466667,13.191243
4.9582,1,0,1,1,1,1,2.1020136,-0.056349218,2097.3928,2.7398601,13.22158,0.020266928,4.9433331,4.9499998,4.9566665,4.9533334,4.9400001,4.9466667,13.176968
4.9582915,1,0,1,1,1,1,2.1020136,-0.063133694,2097.3928,3.2423429,13.22158,0.021473944,4.9433331,4.9499998,4.9566665,4.9533334,4.9400001,4.9466667,13.169865
4.9582915,1,1,1,0,1,1,2.1020136,-0.063133694,2097.3928,3.2423429,13.22158,0.021473944,4.9433331,4.9499998,4.9566665,4.9533334,4.9400001,4.9466667,13.169865
4.9583335,1,1,1,0,1,1,2.1020136,-0.059852958,2097.3928,3.5004263,13.22158,0.022023283,4.9433331,4.9499998,4.9566665,4.9533334,4.9400001,4.9466667,13.173003
4.9583998,1,1,1,0,1,1,2.1020136,-0.054761846,2097.3928,3.8892624,13.22158,0.022901665,4.9433331,4.9499998,4.9566665,4.9533334,4.9400001,4.9466667,13.17786
4.9586,1,1,1,0,1,1,2.1020136,-0.040639307,2097.3928,4.8877616,13.22158,0.025538607,4.9433331,4.9499998,4.9566665,4.9533334,4.9400001,4.9466667,13.191244
4.9587998,1,1,1,0,1,1,2.1020136,-0.028285004,2097.3928,5.6522536,13.22158,0.028178042,4.9433331,4.9499998,4.9566665,4.9533334,4.9400001,4.9466667,13.202809
4.9590001,1,1,1,0,1,1,2.1020136,-0.017747713,2097.3928,6.2088308,13.22158,0.030819606,4.9433331,4.9499998,4.9566665,4.9533334,4.9400001,4.9466667,13.212516
4.9591999,1,1,1,0,1,1,2.1020136,-0.0090690004,2097.3928,6.5868959,13.22158,0.033462923,4.9433331,4.9499998,4.9566665,4.9533334,4.9400001,4.9466667,13.220327
4.9594002,1,1,1,0,1,1,2.1020136,-0.0022831175,2097.3928,6.8186498,13.22158,0.036107611,4.9433331,4.9499998,4.9566665,4.9533334,4.9400001,4.9466667,13.22622
4.9596,1,1,1,0,1,1,2.1020136,0.0025831533,2097.3928,6.9386039,13.22158,0.038753282,4.9433331,4.9499998,4.9566665,4.9533334,4.9400001,4.9466667,13.230173
4.9597998,1,1,1,0,1,1,2.1020136,0.0055106077,2097.3928,6.9830289,13.22158,0.04139955,4.9433331,4.9499998,4.9566665,4.9533334,4.9400001,4.9466667,13.232175
4.96,1,1,1,0,1,1,2.1020136,0.0064876936,2097.3928,6.9893928,13.22158,0.044046003,4.9433331,4.9499998,4.9566665,4.9533334,4.9400001,4.9466667,13.232223
4.96,1,1,1,0,1,1,2.1020136,0.0064876936,2097.3928,6.9893928,13.22158,0.044046022,4.9433331,4.9499998,4.9566665,4.9533334,4.9400001,4.9466667,13.232223
4.96,1,1,1,0,1,1,1.9463081,0,2096.8179,0,13.213806,0,4.9433331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.232223
4.9601998,1,1,1,0,1,1,1.9463081,-0.00097713422,2096.8179,0.0063645169,13.213806,0.0026462867,4.9433331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.23032
4.9604001,1,1,1,0,1,1,1.9463081,-0.0039046344,2096.8179,0.050792407,13.213806,0.0052919984,4.9433331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.226478
4.9605999,1,1,1,0,1,1,1.9463081,-0.0087709595,2096.8179,0.17074926,13.213806,0.0079367496,4.9433331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.220716
4.9608002,1,1,1,0,1,1,1.9463081,-0.015556894,2096.8179,0.40250856,13.213806,0.010580159,4.9433331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.213062
4.961,1,1,1,0,1,1,1.9463081,-0.02423566,2096.8179,0.7805813,13.213806,0.013221851,4.9433331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.203549
4.9612002,1,1,1,0,1,1,1.9463081,-0.034773003,2096.8179,1.3371694,13.213806,0.015861457,4.9433331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.192221
4.9614,1,1,1,0,1,1,1.9463081,-0.04712734,2096.8179,2.1016588,13.213806,0.018498622,4.9433331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.179123
4.9615998,1,1,1,0,1,1,1.9463081,-0.061249916,2096.8179,3.1001582,13.213806,0.021132993,4.9433331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.164312
4.9616284,1,1,1,0,1,1,1.9463081,-0.06338755,2096.8179,3.2616565,13.213806,0.021505445,4.9433331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.162083
4.9616284,1,1,0,1,1,1,1.9463081,-0.06338755,2096.8179,3.2616565,13.213806,0.021505445,4.9433331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.162083
4.9616666,1,1,0,1,1,1,1.9463081,-0.06037198,2096.8179,3.498667,13.213806,0.022010531,4.9433331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.164973
4.9618001,1,1,0,1,1,1,1.9463081,-0.050380189,2096.8179,4.2477999,13.213806,0.023766527,4.9433331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.174512
4.9619999,1,1,0,1,1,1,1.9463081,-0.036841203,2096.8179,5.1656179,13.213806,0.02640274,4.9433331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.187326
4.9622002,1,1,0,1,1,1,1.9463081,-0.025087506,2096.8179,5.8577323,13.213806,0.029041335,4.9433331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.198308
4.9624,1,1,0,1,1,1,1.9463081,-0.015165479,2096.8179,6.3513908,13.213806,0.03168194,4.9433331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.207418
4.9626002,1,1,0,1,1,1,1.9463081,-0.0071142698,2096.8179,6.6769829,13.213806,0.034324177,4.9433331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.214624
4.9628,1,1,0,1,1,1,1.9463081,-0.00096565386,2096.8179,6.867538,13.213806,0.036967661,4.9433331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.219904
4.9629998,1,1,0,1,1,1,1.9463081,0.0032561021,2096.8179,6.9582138,13.213806,0.039612006,4.9433331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.223238
4.9632001,1,1,0,1,1,1,1.9463081,0.0055343378,2096.8179,6.9857469,13.213806,0.042256825,4.9433331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.22462
4.9633331,1,1,0,1,1,1,1.9463081,0.0059686718,2096.8179,6.9876332,13.213806,0.04402009,4.9433331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.224456
4.9633331,1,1,0,1,1,1,1.9463081,0.0059686718,2096.8179,6.9876332,13.213806,0.044020105,4.9433331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.224456
4.9633331,1,1,0,1,1,1,1.7906015,0,2096.29,0,13.206032,0,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.224456
4.9633999,1,1,0,1,1,1,1.7906015,-0.00010860995,2096.29,0.00024033904,13.206032,0.00088161795,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.224048
4.9636002,1,1,0,1,1,1,1.7906015,-0.0017366739,2096.29,0.01507983,13.206032,0.003526208,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.221528
4.9638,1,1,0,1,1,1,1.7906015,-0.0053121112,2096.29,0.080568261,13.206032,0.0061701005,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.217075
4.9640002,1,1,0,1,1,1,1.7906015,-0.010820816,2096.29,0.23383778,13.206032,0.0088129109,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.21071
4.9642,1,1,0,1,1,1,1.7906015,-0.018241042,2096.29,0.51063645,13.206032,0.011454259,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.202463
4.9643998,1,1,0,1,1,1,1.7906015,-0.027543506,2096.29,0.94476515,13.206032,0.014093773,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.19237
4.9646001,1,1,0,1,1,1,1.7906015,-0.038691491,2096.29,1.5675416,13.206032,0.016731087,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.180476
4.9647999,1,1,0,1,1,1,1.7906015,-0.051641006,2096.29,2.4073083,13.206032,0.019365845,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.166831
4.9649649,1,1,0,1,1,1,1.7906015,-0.063641883,2096.29,3.2810471,13.206032,0.021536894,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.1543
4.9649649,1,1,1,1,0,1,1.7906015,-0.063641883,2096.29,3.2810471,13.206032,0.021536894,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.1543
4.9650002,1,1,1,1,0,1,1.7906015,-0.06089101,2096.29,3.4970586,13.206032,0.021997781,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.156942
4.9650002,1,1,1,1,0,1,1.7906015,-0.060890891,2096.29,3.4970682,13.206032,0.021997802,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.156942
4.9651999,1,1,1,1,0,1,1.7906015,-0.046191026,2096.29,4.5787477,13.206032,0.024630625,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.170985
4.9654002,1,1,1,1,0,1,1.7906015,-0.033241533,2096.29,5.4185224,13.206032,0.027266076,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.183226
4.9656,1,1,1,1,0,1,1.7906015,-0.022093587,2096.29,6.0412946,13.206032,0.029903792,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.19362
4.9657998,1,1,1,1,0,1,1.7906015,-0.012791177,2096.29,6.4754124,13.206032,0.032543398,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.20213
4.9660001,1,1,1,1,0,1,1.7906015,-0.0053710034,2096.29,6.7522044,13.206032,0.035184518,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.208728
4.9661999,1,1,1,1,0,1,1.7906015,0.00013764885,2096.29,6.9054689,13.206032,0.037826762,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.213391
4.9664001,1,1,1,1,0,1,1.7906015,0.0037130385,2096.29,6.9709558,13.206032,0.040469743,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.216107
4.9665999,1,1,1,1,0,1,1.7906015,0.0053410563,2096.29,6.985796,13.206032,0.043113071,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.216868
4.9666667,1,1,1,1,0,1,1.7906015,0.0054496475,2096.29,6.9860315,13.206032,0.043994173,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.216688
4.9666667,1,1,1,1,0,1,1.7906015,0.0054496475,2096.29,6.9860315,13.206032,0.043994192,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.216688
4.9666667,1,1,1,1,0,1,1.6348943,0,2095.8096,0,13.198257,0,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.216688
4.9666667,1,1,1,1,0,1,1.6348943,-9.5068267e-15,2095.8096,3.6400798e-17,13.198257,3.2815792e-11,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9466667,13.216688
4.9666667,1,1,1,1,0,1,1.6348943,-9.5068267e-15,2095.8096,3.6400798e-17,13.198257,3.2815792e-11,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9666667,13.216688
4.9668002,1,1,1,1,0,1,1.6348943,-0.00043436902,2095.8096,0.0018870345,13.198257,0.0017621673,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9666667,13.215677
4.967,1,1,1,1,0,1,1.6348943,-0.0027126458,2095.8096,0.029422345,13.198257,0.0044050217,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9666667,13.212542
4.9671998,1,1,1,1,0,1,1.6348943,-0.0069344561,2095.8096,0.1201015,13.198257,0.0070470553,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9666667,13.207479
4.9674001,1,1,1,1,0,1,1.6348943,-0.013083125,2095.8096,0.3106603,13.198257,0.0096878866,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9666667,13.200514
4.9675999,1,1,1,1,0,1,1.6348943,-0.021134386,2095.8096,0.63625878,13.198257,0.012327136,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9666667,13.191678
4.9678001,1,1,1,1,0,1,1.6348943,-0.031056466,2095.8096,1.1299279,13.198257,0.014964435,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9666667,13.181009
4.9679999,1,1,1,1,0,1,1.6348943,-0.042810205,2095.8096,1.822045,13.198257,0.017599421,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9666667,13.168556
4.9682002,1,1,1,1,0,1,1.6348943,-0.056349218,2095.8096,2.7398601,13.198257,0.020231742,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9666667,13.15437
4.9683018,1,1,1,1,0,1,1.6348943,-0.063896686,2095.8096,3.3005009,13.198257,0.021568291,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9666667,13.146518
4.9683018,0,1,1,1,1,1,1.6348943,-0.063896686,2095.8096,3.3005009,13.198257,0.021568291,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9666667,13.146518
4.9683332,0,1,1,1,1,1,1.6348943,-0.061410043,2095.8096,3.4955883,13.198257,0.021985032,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9666667,13.148911
4.9684,0,1,1,1,1,1,1.6348943,-0.056318928,2095.8096,3.8844244,13.198257,0.02286181,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9666667,13.1538
4.9685998,0,1,1,1,1,1,1.6348943,-0.042196393,2095.8096,4.8829236,13.198257,0.025493948,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9666667,13.167279
4.9688001,0,1,1,1,1,1,1.6348943,-0.029842088,2095.8096,5.6474156,13.198257,0.0281286,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9666667,13.178941
4.9689999,0,1,1,1,1,1,1.6348943,-0.019304797,2095.8096,6.2039928,13.198257,0.030765399,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9666667,13.188742
4.9692001,0,1,1,1,1,1,1.6348943,-0.010626085,2095.8096,6.5820575,13.198257,0.03340397,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9666667,13.19665
4.9693999,0,1,1,1,1,1,1.6348943,-0.0038402018,2095.8096,6.8138118,13.198257,0.036043931,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9666667,13.202636
4.9696002,0,1,1,1,1,1,1.6348943,0.0010260692,2095.8096,6.9337659,13.198257,0.038684897,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9666667,13.206683
4.9698,0,1,1,1,1,1,1.6348943,0.0039535239,2095.8096,6.9781909,13.198257,0.041326474,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9666667,13.208778
4.9699998,0,1,1,1,1,1,1.6348943,0.0049306094,2095.8096,6.9845543,13.198257,0.04396826,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9666667,13.20892
4.9699998,0,1,1,1,1,1,1.6348943,0.0049306094,2095.8096,6.9845543,13.198257,0.043968279,4.9633331,4.9499998,4.9566665,4.9533334,4.96,4.9666667,13.20892
4.9699998,0,1,1,1,1,1,1.4791828,0,2095.3662,0,13.190483,0,4.9633331,4.9699998,4.9566665,4.9533334,4.96,4.9666667,13.20892
4.9702001,0,1,1,1,1,1,1.4791828,-0.0009771341,2095.3662,0.0063645169,13.190483,0.0026416355,4.9633331,4.9699998,4.9566665,4.9533334,4.96,4.9666667,13.20711
4.9703999,0,1,1,1,1,1,1.4791828,-0.0039046342,2095.3662,0.0507924,13.190483,0.0052827145,4.9633331,4.9699998,4.9566665,4.9533334,4.96,4.9666667,13.203361
