"Time","smee.is[1]","smee.is[2]","smee.idq_sr[1]","smee.idq_sr[2]","smee.idq_rr[2]","smee.lesigma.i","smee.idq_dr[1]","speed.phi","speed.w","voltageController.I.y"
4.0049,0.00010655604,-0.0014071397,-0.00071149244,-0.0013960855,-46.468544,14.641917,-46.170311,550.0484,157.07964,117.13156
4.0050001,0.00015634,-0.0014285096,-0.00071090425,-0.0013965243,-46.430885,14.61853,-45.919605,550.06409,157.07964,117.12329
4.0050998,0.00020597185,-0.0014484307,-0.00071031688,-0.0013969622,-46.393257,14.595647,-45.673695,550.07983,157.07964,117.11501
4.0051999,0.00025540116,-0.0014668829,-0.00070973026,-0.0013973995,-46.355659,14.573256,-45.432472,550.09552,157.07964,117.10672
4.0053,0.0003045777,-0.0014838473,-0.0007091444,-0.001397836,-46.318092,14.551349,-45.195843,550.11121,157.07964,117.09843
4.0054002,0.0003534515,-0.0014993064,-0.00070855935,-0.0013982719,-46.280556,14.529912,-44.963715,550.12695,157.07964,117.09013
4.0054998,0.00040197291,-0.0015132444,-0.00070797501,-0.001398707,-46.24305,14.508937,-44.735981,550.14264,157.07964,117.08182
4.0056,0.0004500926,-0.0015256471,-0.00070739142,-0.0013991416,-46.205574,14.488415,-44.512558,550.15839,157.07964,117.07351
4.0057001,0.00049776171,-0.0015365017,-0.00070680858,-0.0013995755,-46.168125,14.468336,-44.293362,550.17407,157.07964,117.06519
4.0057998,0.00054493174,-0.001545797,-0.00070622645,-0.0014000087,-46.130711,14.44869,-44.078293,550.18976,157.07964,117.05686
4.0058999,0.00059155474,-0.0015535235,-0.00070564507,-0.0014004413,-46.093327,14.429469,-43.867275,550.20551,157.07964,117.04852
4.006,0.00063758332,-0.0015596732,-0.00070506445,-0.0014008733,-46.055973,14.410666,-43.660229,550.22119,157.07964,117.04018
4.0061002,0.00068297074,-0.0015642396,-0.00070448447,-0.0014013046,-46.018646,14.392268,-43.457058,550.23688,157.07964,117.03184
4.0061998,0.00072767085,-0.0015672181,-0.00070390524,-0.0014017354,-45.981354,14.37427,-43.257698,550.25262,157.07964,117.02348
4.0063,0.00077163818,-0.0015686053,-0.00070332672,-0.0014021654,-45.944088,14.356663,-43.062061,550.26831,157.07964,117.01512
4.0064001,0.00081482797,-0.0015683997,-0.00070274889,-0.001402595,-45.906857,14.339437,-42.870068,550.284,157.07964,117.00675
4.0064998,0.00085719634,-0.0015666016,-0.00070217176,-0.0014030238,-45.869652,14.322588,-42.681652,550.29974,157.07964,116.99838
4.0065999,0.00089870027,-0.0015632123,-0.00070159533,-0.0014034522,-45.832478,14.306105,-42.496731,550.31543,157.07964,116.99
4.0067,0.00093929743,-0.0015582353,-0.00070101954,-0.00140388,-45.795334,14.289981,-42.315235,550.33118,157.07964,116.98161
4.0068002,0.00097894657,-0.0015516755,-0.00070044445,-0.0014043072,-45.758221,14.274208,-42.137096,550.34686,157.07964,116.97321
4.0068998,0.0010176074,-0.0015435392,-0.00069987006,-0.0014047337,-45.721138,14.25878,-41.962242,550.36255,157.07964,116.96481
4.007,0.0010552405,-0.0015338348,-0.0006992963,-0.0014051598,-45.684086,14.24369,-41.790607,550.3783,157.07964,116.95641
4.0071001,0.0010918076,-0.0015225718,-0.00069872319,-0.0014055853,-45.647064,14.22893,-41.62212,550.39398,157.07964,116.94799
4.0071998,0.0011272714,-0.0015097614,-0.00069815078,-0.0014060104,-45.610069,14.214492,-41.456715,550.40967,157.07964,116.93957
4.0072999,0.001161596,-0.0014954167,-0.000697579,-0.0014064348,-45.573109,14.200371,-41.294331,550.42542,157.07964,116.93114
4.0074,0.0011947463,-0.0014795519,-0.00069700787,-0.0014068587,-45.536175,14.18656,-41.134911,550.4411,157.07964,116.92271
4.0075002,0.0012266886,-0.0014621831,-0.00069643738,-0.0014072821,-45.499271,14.173053,-40.978386,550.45679,157.07964,116.91426
4.0075998,0.0012573904,-0.0014433275,-0.00069586752,-0.0014077049,-45.462399,14.159843,-40.824703,550.47253,157.07964,116.90582
4.0077,0.0012868202,-0.0014230042,-0.00069529831,-0.0014081273,-45.425552,14.146925,-40.673798,550.48822,157.07964,116.89735
4.0078001,0.0013149482,-0.0014012338,-0.00069472974,-0.0014085491,-45.388741,14.134292,-40.525616,550.50391,157.07964,116.88889
4.0079002,0.0013417456,-0.0013780382,-0.0006941618,-0.0014089704,-45.351955,14.121937,-40.3801,550.51965,157.07964,116.88042
4.0079999,0.0013671853,-0.0013534406,-0.00069359445,-0.0014093914,-45.315205,14.109856,-40.237194,550.53534,157.07964,116.87195
4.0081,0.001391241,-0.001327466,-0.00069302775,-0.0014098117,-45.278481,14.098042,-40.096848,550.55109,157.07964,116.86346
4.0082002,0.0014138884,-0.0013001405,-0.00069246162,-0.0014102316,-45.241783,14.086492,-39.959007,550.56677,157.07964,116.85497
4.0082998,0.0014351044,-0.0012714916,-0.00069189613,-0.001410651,-45.20512,14.075197,-39.823616,550.58246,157.07964,116.84647
4.0084,0.0014548671,-0.0012415485,-0.00069133128,-0.0014110699,-45.168484,14.064155,-39.690628,550.59821,157.07964,116.83797
4.0085001,0.0014731565,-0.0012103412,-0.00069076702,-0.0014114884,-45.131882,14.053357,-39.55999,550.61389,157.07964,116.82946
4.0086002,0.0014899537,-0.0011779013,-0.00069020333,-0.0014119063,-45.095303,14.042801,-39.431656,550.62958,157.07964,116.82094
4.0086999,0.0015052417,-0.0011442614,-0.00068964023,-0.0014123239,-45.058758,14.032481,-39.30558,550.64532,157.07964,116.81242
4.0088,0.0015190047,-0.0011094557,-0.00068907771,-0.001412741,-45.022243,14.022392,-39.181713,550.66101,157.07964,116.80389
4.0089002,0.0015312287,-0.0010735194,-0.00068851584,-0.0014131577,-44.985756,14.012528,-39.060005,550.6767,157.07964,116.79534
4.0089998,0.0015419009,-0.0010364886,-0.00068795454,-0.0014135739,-44.949299,14.002888,-38.940418,550.69244,157.07964,116.7868
4.0091,0.0015510104,-0.00099840085,-0.00068739377,-0.0014139896,-44.912872,13.993463,-38.822903,550.70813,157.07964,116.77824
4.0092001,0.001558548,-0.00095929467,-0.00068683363,-0.0014144048,-44.876472,13.98425,-38.707424,550.72388,157.07964,116.76968
4.0093002,0.0015645055,-0.00091920962,-0.00068627403,-0.0014148197,-44.840103,13.975245,-38.593929,550.73956,157.07964,116.76112
4.0093999,0.0015688769,-0.0008781862,-0.000685715,-0.0014152342,-44.803764,13.966444,-38.482384,550.75525,157.07964,116.75255
4.0095,0.0015716576,-0.00083626591,-0.00068515656,-0.0014156481,-44.767456,13.957842,-38.372746,550.771,157.07964,116.74397
4.0096002,0.0015728445,-0.00079349114,-0.00068459869,-0.0014160618,-44.731174,13.949435,-38.264977,550.78668,157.07964,116.73537
4.0096998,0.0015724363,-0.00074990524,-0.00068404136,-0.0014164749,-44.694923,13.941219,-38.159039,550.80237,157.07964,116.72678
4.0098,0.0015704331,-0.00070555223,-0.0006834846,-0.0014168877,-44.658703,13.93319,-38.05489,550.81812,157.07964,116.71818
4.0099001,0.001566837,-0.00066047697,-0.00068292842,-0.0014173001,-44.622513,13.925344,-37.952492,550.8338,157.07964,116.70957
4.0100002,0.0015616511,-0.00061472517,-0.00068237277,-0.0014177121,-44.586349,13.917678,-37.851814,550.84949,157.07964,116.70096
4.0100999,0.0015548809,-0.00056834304,-0.00068181771,-0.0014181236,-44.550217,13.910187,-37.752819,550.86523,157.07964,116.69233
4.0102,0.0015465326,-0.0005213776,-0.00068126316,-0.0014185348,-44.514111,13.902868,-37.655472,550.88092,157.07964,116.6837
4.0103002,0.0015366148,-0.0004738764,-0.00068070914,-0.0014189455,-44.478035,13.895717,-37.559738,550.89661,157.07964,116.67506
4.0103998,0.0015251373,-0.00042588747,-0.0006801557,-0.0014193559,-44.44199,13.888731,-37.465584,550.91235,157.07964,116.66642
4.0105,0.0015121116,-0.00037745945,-0.00067960279,-0.0014197659,-44.405975,13.881906,-37.372974,550.92804,157.07964,116.65777
4.0106001,0.0014975506,-0.00032864136,-0.0006790504,-0.0014201754,-44.369987,13.875238,-37.281883,550.94379,157.07964,116.64911
4.0107002,0.0014814689,-0.00027948263,-0.00067849859,-0.0014205846,-44.33403,13.868726,-37.192272,550.95947,157.07964,116.64045
4.0107999,0.0014638826,-0.00023003308,-0.00067794725,-0.0014209935,-44.2981,13.862365,-37.104118,550.97516,157.07964,116.63177
4.0109,0.0014448095,-0.00018034277,-0.00067739649,-0.001421402,-44.262199,13.856152,-37.017384,550.99091,157.07964,116.62309
4.0110002,0.0014242686,-0.00013046204,-0.00067684625,-0.00142181,-44.22633,13.850083,-36.932041,551.00659,157.07964,116.61441
4.0110998,0.0014022806,-8.044143e-05,-0.00067629653,-0.0014222178,-44.190487,13.844157,-36.848064,551.02228,157.07964,116.60571
4.0112,0.0013788675,-3.0331623e-05,-0.00067574729,-0.0014226252,-44.154675,13.83837,-36.765423,551.03802,157.07964,116.59702
4.0113001,0.001354053,1.9816614e-05,-0.00067519862,-0.001423032,-44.118893,13.83272,-36.684093,551.05371,157.07964,116.5883
4.0114002,0.001327862,6.9952461e-05,-0.00067465048,-0.0014234387,-44.083138,13.827202,-36.604042,551.0694,157.07964,116.57959
4.0114999,0.001300321,0.0001200251,-0.00067410286,-0.001423845,-44.047413,13.821815,-36.525246,551.08514,157.07964,116.57087
4.0116,0.0012714575,0.00016998379,-0.00067355571,-0.0014242509,-44.011715,13.816555,-36.447678,551.10083,157.07964,116.56213
4.0117002,0.0012413007,0.00021977787,-0.00067300908,-0.0014246564,-43.976048,13.81142,-36.371311,551.11652,157.07964,116.5534
4.0117998,0.0012098812,0.00026935688,-0.00067246298,-0.0014250616,-43.940407,13.806408,-36.296124,551.13226,157.07964,116.54465
4.0118999,0.0011772303,0.00031867056,-0.0006719174,-0.0014254664,-43.9048,13.801516,-36.222088,551.14795,157.07964,116.5359
4.0120001,0.0011433811,0.00036766886,-0.00067137234,-0.0014258709,-43.869217,13.796741,-36.149181,551.1637,157.07964,116.52715
4.0121002,0.0011083679,0.00041630215,-0.00067082775,-0.001426275,-43.833664,13.79208,-36.077381,551.17938,157.07964,116.51838
4.0121999,0.0010722259,0.00046452109,-0.00067028368,-0.0014266788,-43.798141,13.787531,-36.006664,551.19507,157.07964,116.50961
4.0123,0.0010349915,0.00051227672,-0.00066974008,-0.0014270823,-43.762646,13.783093,-35.937008,551.21082,157.07964,116.50082
4.0124002,0.00099670235,0.00055952067,-0.000669197,-0.0014274855,-43.72718,13.778763,-35.868389,551.2265,157.07964,116.49203
4.0124998,0.00095739716,0.00060620497,-0.00066865445,-0.0014278883,-43.691746,13.774538,-35.800789,551.24219,157.07964,116.48325
4.0125999,0.00091711554,0.00065228227,-0.00066811236,-0.0014282907,-43.656338,13.770415,-35.734184,551.25793,157.07964,116.47444
4.0127001,0.00087589823,0.00069770584,-0.0006675708,-0.0014286928,-43.620956,13.766395,-35.668552,551.27362,157.07964,116.46563
4.0128002,0.00083378691,0.00074242946,-0.0006670297,-0.0014290946,-43.585606,13.762472,-35.603874,551.28931,157.07964,116.45681
4.0128999,0.00079082401,0.00078640785,-0.00066648907,-0.0014294961,-43.550282,13.758647,-35.540131,551.30505,157.07964,116.44799
4.013,0.00074705295,0.00082959631,-0.00066594896,-0.0014298973,-43.514988,13.754916,-35.477303,551.32074,157.07964,116.43916
4.0131001,0.0007025181,0.00087195099,-0.00066540932,-0.001430298,-43.479725,13.751278,-35.415371,551.33649,157.07964,116.43032
4.0131998,0.00065726432,0.0009134289,-0.0006648702,-0.0014306986,-43.444489,13.747729,-35.354313,551.35217,157.07964,116.42147
4.0132999,0.00061133743,0.00095398788,-0.00066433154,-0.0014310987,-43.409279,13.744271,-35.294117,551.36786,157.07964,116.41262
4.0134001,0.00056478387,0.00099358673,-0.00066379335,-0.0014314986,-43.3741,13.740899,-35.234764,551.38361,157.07964,116.40376
4.0135002,0.00051765062,0.0010321853,-0.00066325569,-0.0014318981,-43.338947,13.737612,-35.176231,551.39929,157.07964,116.39489
4.0135999,0.00046998548,0.0010697442,-0.00066271843,-0.0014322973,-43.303825,13.734408,-35.118507,551.41498,157.07964,116.38602
4.0137,0.00042183656,0.0011062254,-0.0006621817,-0.0014326961,-43.268734,13.731286,-35.061569,551.43073,157.07964,116.37713
4.0138001,0.00037325258,0.0011415918,-0.00066164543,-0.0014330947,-43.233665,13.728243,-35.005405,551.44641,157.07964,116.36824
4.0138998,0.00032428271,0.0011758073,-0.00066110969,-0.001433493,-43.198631,13.725278,-34.949997,551.4621,157.07964,116.35934
4.0139999,0.00027497648,0.0012088373,-0.00066057435,-0.001433891,-43.16362,13.722389,-34.895329,551.47784,157.07964,116.35044
4.0141001,0.00022538377,0.001240648,-0.00066003954,-0.0014342887,-43.128639,13.719576,-34.841385,551.49353,157.07964,116.34152
4.0142002,0.00017555477,0.001271207,-0.00065950514,-0.001434686,-43.093689,13.716835,-34.788155,551.50922,157.07964,116.3326
4.0142999,0.00012553991,0.0013004834,-0.00065897126,-0.001435083,-43.058765,13.714166,-34.735622,551.52496,157.07964,116.32368
4.0144,7.5389813e-05,0.0013284471,-0.00065843784,-0.0014354797,-43.023869,13.711567,-34.683765,551.54065,157.07964,116.31474
4.0145001,2.5155239e-05,0.0013550699,-0.00065790483,-0.0014358762,-42.989002,13.709036,-34.63258,551.5564,157.07964,116.3058
4.0145998,-2.5112955e-05,0.0013803246,-0.00065737235,-0.0014362724,-42.954163,13.706573,-34.582047,551.57208,157.07964,116.29685
4.0146999,-7.5363867e-05,0.0014041852,-0.00065684033,-0.0014366682,-42.919353,13.704175,-34.53215,551.58777,157.07964,116.28789
4.0148001,-0.00012554662,0.0014266276,-0.00065630872,-0.0014370637,-42.884571,13.701841,-34.482883,551.60352,157.07964,116.27892
4.0149002,-0.0001756104,0.0014476287,-0.00065577764,-0.0014374589,-42.849815,13.69957,-34.434223,551.6192,157.07964,116.26995
4.0149999,-0.00022550448,0.0014671673,-0.00065524701,-0.0014378539,-42.81509,13.69736,-34.386169,551.63489,157.07964,116.26097
4.0151,-0.00027517835,0.0014852232,-0.0006547168,-0.0014382486,-42.780392,13.695211,-34.338699,551.65063,157.07964,116.25198
4.0152001,-0.00032458166,0.0015017779,-0.00065418705,-0.0014386429,-42.745724,13.693121,-34.291805,551.66632,157.07964,116.24299
4.0152998,-0.00037366437,0.0015168146,-0.00065365777,-0.0014390369,-42.711079,13.691088,-34.245476,551.68201,157.07964,116.23399
4.0153999,-0.00042237676,0.0015303177,-0.00065312895,-0.0014394308,-42.676468,13.689112,-34.199699,551.69775,157.07964,116.22498
4.0155001,-0.00047066942,0.0015422733,-0.0006526006,-0.0014398242,-42.64188,13.68719,-34.154461,551.71344,157.07964,116.21596
4.0156002,-0.00051849347,0.0015526693,-0.00065207272,-0.0014402174,-42.607323,13.685323,-34.109753,551.72919,157.07964,116.20693
4.0156999,-0.00056580035,0.0015614949,-0.00065154524,-0.0014406103,-42.572792,13.683508,-34.065559,551.74487,157.07964,116.1979
4.0158,-0.00061254215,0.0015687407,-0.00065101823,-0.0014410028,-42.538292,13.681746,-34.021877,551.76056,157.07964,116.18886
4.0159001,-0.00065867143,0.0015743994,-0.00065049168,-0.0014413951,-42.503819,13.680033,-33.978687,551.77631,157.07964,116.17981
4.0159998,-0.00070414151,0.001578465,-0.0006499656,-0.0014417872,-42.469372,13.67837,-33.935986,551.79199,157.07964,116.17075
4.0160999,-0.00074890617,0.0015809331,-0.00064943993,-0.001442179,-42.434956,13.676755,-33.893757,551.80768,157.07964,116.16169
4.0162001,-0.00079292007,0.001581801,-0.00064891472,-0.0014425705,-42.400566,13.675188,-33.851997,551.82343,157.07964,116.15262
4.0163002,-0.0008361385,0.0015810676,-0.00064838998,-0.0014429616,-42.366203,13.673667,-33.810692,551.83911,157.07964,116.14354
4.0163999,-0.00087851763,0.0015787334,-0.00064786564,-0.0014433526,-42.331871,13.672192,-33.769833,551.8548,157.07964,116.13445
4.0165,-0.00092001446,0.0015748006,-0.00064734177,-0.0014437431,-42.297562,13.67076,-33.729412,551.87054,157.07964,116.12536
4.0166001,-0.00096058683,0.001569273,-0.00064681837,-0.0014441335,-42.263283,13.669372,-33.689419,551.88623,157.07964,116.11626
4.0166998,-0.0010001935,0.0015621557,-0.00064629538,-0.0014445236,-42.229034,13.668026,-33.649841,551.90192,157.07964,116.10715
4.0167999,-0.0010387945,0.0015534559,-0.00064577285,-0.0014449133,-42.194809,13.666721,-33.610676,551.91766,157.07964,116.09803
4.0169001,-0.0010763503,0.0015431822,-0.00064525072,-0.0014453029,-42.160614,13.665458,-33.571911,551.93335,157.07964,116.08891
4.0170002,-0.0011128229,0.0015313446,-0.00064472907,-0.001445692,-42.12645,13.664233,-33.533543,551.9491,157.07964,116.07977
4.0170999,-0.0011481752,0.001517955,-0.00064420787,-0.001446081,-42.092308,13.663048,-33.495556,551.96478,157.07964,116.07063
4.0172,-0.0011823714,0.0015030267,-0.00064368709,-0.0014464697,-42.058197,13.661901,-33.457947,551.98047,157.07964,116.06149
4.0173001,-0.0012153765,0.0014865746,-0.00064316671,-0.001446858,-42.024113,13.66079,-33.420708,551.99622,157.07964,116.05232
4.0173998,-0.0012471571,0.001468615,-0.0006426468,-0.0014472462,-41.990055,13.659717,-33.383827,552.0119,157.07964,116.04316
4.0174999,-0.0012776807,0.0014491661,-0.00064212736,-0.0014476341,-41.956024,13.658677,-33.347298,552.02759,157.07964,116.03399
4.0176001,-0.0013069165,0.0014282471,-0.00064160826,-0.0014480216,-41.922024,13.657674,-33.311115,552.04333,157.07964,116.02481
4.0177002,-0.0013348345,0.0014058792,-0.00064108969,-0.0014484089,-41.88805,13.656703,-33.275272,552.05902,157.07964,116.01562
4.0177999,-0.0013614063,0.0013820846,-0.00064057152,-0.0014487959,-41.854103,13.655766,-33.239761,552.07471,157.07964,116.00642
4.0179,-0.0013866049,0.0013568872,-0.00064005377,-0.0014491827,-41.820183,13.654861,-33.204575,552.09045,157.07964,115.99722
4.0180001,-0.0014104045,0.0013303125,-0.00063953648,-0.0014495691,-41.786293,13.653989,-33.169704,552.10614,157.07964,115.98801
4.0180998,-0.0014327809,0.0013023869,-0.00063901959,-0.0014499554,-41.752426,13.653147,-33.135147,552.12183,157.07964,115.9788
4.0181999,-0.0014537112,0.0012731386,-0.00063850312,-0.0014503413,-41.71859,13.652335,-33.100895,552.13757,157.07964,115.96957
4.0183001,-0.001473174,0.001242597,-0.0006379871,-0.001450727,-41.68478,13.651553,-33.066936,552.15326,157.07964,115.96033
4.0184002,-0.0014911494,0.0012107928,-0.0006374715,-0.0014511124,-41.651001,13.650801,-33.033272,552.16901,157.07964,115.95109
4.0184999,-0.0015076192,0.001177758,-0.00063695636,-0.0014514975,-41.617245,13.650076,-32.999889,552.18469,157.07964,115.94184
4.0186,-0.0015225662,0.0011435258,-0.00063644163,-0.0014518824,-41.583519,13.649379,-32.966789,552.20038,157.07964,115.93259
4.0187001,-0.0015359753,0.0011081307,-0.00063592731,-0.0014522671,-41.549816,13.648708,-32.933964,552.21613,157.07964,115.92332
4.0187998,-0.0015478325,0.0010716083,-0.00063541345,-0.0014526515,-41.516144,13.648065,-32.901405,552.23181,157.07964,115.91405
4.0188999,-0.0015581258,0.0010339954,-0.00063489994,-0.0014530355,-41.482498,13.647447,-32.869106,552.2475,157.07964,115.90476
4.0190001,-0.0015668444,0.00099532981,-0.0006343869,-0.0014534193,-41.448883,13.646854,-32.837067,552.26324,157.07964,115.89547
4.0191002,-0.0015739793,0.00095565058,-0.00063387433,-0.0014538028,-41.415291,13.646286,-32.805275,552.27893,157.07964,115.88618
4.0191998,-0.001579523,0.00091499765,-0.00063336216,-0.0014541862,-41.381729,13.645742,-32.773731,552.29462,157.07964,115.87687
4.0193,-0.0015834696,0.00087341201,-0.00063285034,-0.0014545692,-41.34819,13.645223,-32.742428,552.31036,157.07964,115.86755
4.0194001,-0.0015858151,0.00083093549,-0.00063233904,-0.0014549518,-41.314682,13.644725,-32.711357,552.32605,157.07964,115.85823
4.0194998,-0.0015865567,0.00078761106,-0.00063182809,-0.0014553344,-41.2812,13.644251,-32.680519,552.3418,157.07964,115.84891
4.0195999,-0.0015856934,0.00074348238,-0.00063131761,-0.0014557166,-41.247746,13.643798,-32.649906,552.35748,157.07964,115.83957
4.0197001,-0.0015832259,0.00069859385,-0.00063080748,-0.0014560985,-41.214317,13.643367,-32.619514,552.37317,157.07964,115.83022
4.0198002,-0.0015791565,0.00065299089,-0.00063029781,-0.0014564802,-41.180916,13.642957,-32.58934,552.38892,157.07964,115.82087
