"Time","aimc.is[1]","aimc.is[2]","aimc.stator.port_p.V_m.re","aimc.stator.port_p.V_m.im","aimc.stator.core.Phi.re","aimc.stator.core.Phi.im","aimc.airGap.V_msr.re","aimc.airGap.V_msr.im","aimc.airGap.V_mrr.re","aimc.airGap.V_mrr.im","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","powerSensor.flange_a.phi","loadInertia.w","PI.x"
4.5567999,-7.8489037,6.4180818,-7.2726946,3.1862159,1.6022512,-0.81641823,4.6718502,6.4201145,0.37657571,-0.28754666,1.1202846,1.3551276,715.60577,156.98952,112.05888
4.5569,-7.9356642,6.2463975,-7.3693681,2.9558456,1.627104,-0.76568687,4.6714325,6.4204617,0.37688658,-0.28781158,1.1202633,1.3551438,715.62152,156.98952,112.27293
4.5570002,-8.0145693,6.0685282,-7.4587464,2.7225485,1.6503513,-0.71419996,4.6710162,6.4208078,0.37719604,-0.28807566,1.120242,1.3551599,715.63721,156.9895,112.4873
4.5570998,-8.0855408,5.8846498,-7.5407405,2.4865553,1.6719697,-0.66200829,4.6706009,6.4211535,0.37750414,-0.28833893,1.1202208,1.3551761,715.65289,156.9895,112.70201
4.5572,-8.1485081,5.6949439,-7.6152701,2.2480998,1.6919379,-0.60916328,4.6701875,6.4214983,0.37781084,-0.2886014,1.1201994,1.3551923,715.66858,156.98949,112.91705
4.5573001,-8.2034101,5.4995995,-7.6822605,2.0074184,1.7102365,-0.55571723,4.669775,6.4218421,0.37811619,-0.28886309,1.1201781,1.3552085,715.68433,156.98947,113.13244
4.5574002,-8.2501907,5.2988086,-7.7416463,1.7647487,1.7268473,-0.50172275,4.669364,6.4221854,0.37842017,-0.28912398,1.1201568,1.3552247,715.70001,156.98947,113.34816
4.5574999,-8.288806,5.0927701,-7.7933683,1.5203314,1.7417538,-0.4472332,4.6689544,6.4225278,0.37872285,-0.2893841,1.1201353,1.3552409,715.7157,156.98946,113.56422
4.5576,-8.3192158,4.8816891,-7.8373756,1.2744083,1.7549415,-0.39230236,4.6685457,6.4228697,0.37902415,-0.28964341,1.120114,1.3552572,715.73138,156.98946,113.78062
4.5577002,-8.3413906,4.6657734,-7.8736248,1.027223,1.7663971,-0.3369844,4.6681385,6.4232106,0.37932414,-0.28990197,1.1200925,1.3552734,715.74707,156.98944,113.99738
4.5577998,-8.3553085,4.4452376,-7.9020796,0.77901995,1.7761096,-0.28133392,4.6677327,6.4235511,0.37962282,-0.29015973,1.1200712,1.3552897,715.76282,156.98943,114.21447
4.5579,-8.3609571,4.2202992,-7.9227123,0.53004491,1.7840692,-0.22540589,4.6673284,6.4238906,0.37992018,-0.29041672,1.1200497,1.355306,715.7785,156.98943,114.43192
4.5580001,-8.3583279,3.9911814,-7.9355025,0.2805444,1.7902682,-0.16925545,4.666925,6.4242291,0.38021624,-0.2906729,1.1200283,1.3553222,715.79419,156.98941,114.64973
4.5581002,-8.3474264,3.7581105,-7.9404378,0.030765276,1.7947004,-0.11293802,4.666523,6.4245672,0.38051099,-0.29092833,1.1200068,1.3553386,715.80988,156.9894,114.86788
4.5581999,-8.3282614,3.521318,-7.9375129,-0.21904516,1.7973614,-0.056509204,4.666122,6.4249043,0.38080448,-0.29118299,1.1199852,1.3553549,715.82556,156.9894,115.0864
4.5583,-8.3008528,3.2810376,-7.9267311,-0.46863967,1.7982486,-2.4677021e-05,4.6657224,6.425241,0.38109669,-0.29143688,1.1199638,1.3553712,715.84131,156.98938,115.30526
4.5584002,-8.2652283,3.0375071,-7.908103,-0.71777123,1.7973611,0.056459825,4.6653242,6.4255767,0.38138765,-0.29169002,1.1199422,1.3553876,715.85699,156.98936,115.52449
4.5584998,-8.2214222,2.7909679,-7.8816471,-0.96619332,1.7946999,0.11288855,4.664927,6.4259119,0.38167733,-0.29194242,1.1199207,1.355404,715.87268,156.98936,115.74409
4.5585999,-8.1694775,2.5416639,-7.8473897,-1.21366,1.7902676,0.16920581,4.6645312,6.4262466,0.38196579,-0.29219407,1.1198992,1.3554204,715.88837,156.98935,115.96404
4.5587001,-8.1094465,2.2898419,-7.8053646,-1.4599262,1.7840683,0.22535603,4.6641364,6.4265804,0.38225302,-0.29244494,1.1198776,1.3554368,715.90405,156.98933,116.18436
4.5588002,-8.0413895,2.0357509,-7.7556138,-1.7047486,1.7761085,0.2812838,4.663743,6.4269133,0.38253903,-0.29269508,1.119856,1.3554531,715.9198,156.98932,116.40506
4.5588999,-7.9653716,1.7796426,-7.6981864,-1.9478846,1.7663959,0.33693391,4.6633506,6.4272456,0.38282382,-0.29294449,1.1198344,1.3554697,715.93549,156.98932,116.62611
4.559,-7.8814692,1.5217702,-7.6331387,-2.1890936,1.7549402,0.39225146,4.6629596,6.427577,0.38310739,-0.29319313,1.1198127,1.355486,715.95117,156.9893,116.84755
4.5591002,-7.7897658,1.2623893,-7.5605364,-2.4281368,1.7417524,0.44718185,4.6625695,6.4279079,0.3833898,-0.29344106,1.1197912,1.3555025,715.96686,156.98929,117.06935
4.5591998,-7.690352,1.0017564,-7.4804502,-2.664778,1.7268457,0.5016709,4.6621809,6.4282384,0.38367102,-0.29368827,1.1197695,1.3555191,715.9826,156.98927,117.29153
4.5592999,-7.5833254,0.74012935,-7.3929601,-2.8987827,1.7102349,0.55566478,4.6617932,6.4285679,0.38395104,-0.29393473,1.1197478,1.3555355,715.99829,156.98926,117.51409
4.5594001,-7.4687924,0.47776723,-7.2981524,-3.1299193,1.6919363,0.60911018,4.6614065,6.4288964,0.38422993,-0.29418048,1.1197261,1.355552,716.01398,156.98926,117.73702
4.5595002,-7.3468671,0.21492964,-7.1961212,-3.3579595,1.671968,0.66195452,4.6610212,6.429225,0.38450769,-0.29442555,1.1197044,1.3555685,716.02966,156.98924,117.96034
4.5595999,-7.2176685,-0.048123367,-7.086967,-3.5826771,1.6503496,0.71414542,4.6606369,6.4295526,0.38478428,-0.2946699,1.1196827,1.355585,716.04535,156.98923,118.18404
4.5597,-7.081326,-0.31113145,-6.9707985,-3.8038499,1.6271026,0.76563156,4.6602535,6.4298792,0.38505974,-0.29491353,1.119661,1.3556015,716.0611,156.98921,118.40811
4.5598001,-6.937974,-0.57383424,-6.8477306,-4.0212593,1.6022499,0.81636208,4.6598711,6.4302053,0.3853341,-0.29515645,1.1196392,1.3556181,716.07678,156.9892,118.63258
4.5598998,-6.7877541,-0.83597189,-6.717885,-4.2346897,1.5758159,0.86628687,4.6594901,6.430531,0.38560736,-0.29539868,1.1196175,1.3556347,716.09247,156.98918,118.85743
4.5599999,-6.630815,-1.0972849,-6.5813899,-4.4439306,1.5478268,0.9153567,4.6591101,6.4308558,0.38587952,-0.2956402,1.1195956,1.3556513,716.10815,156.98917,119.08266
4.5601001,-6.4673123,-1.3575147,-6.4383807,-4.6487741,1.5183102,0.96352315,4.6587315,6.43118,0.3861506,-0.29588106,1.1195738,1.3556678,716.12384,156.98915,119.30829
4.5602002,-6.2974076,-1.6164038,-6.2889996,-4.8490186,1.4872953,1.0107386,4.6583533,6.4315033,0.38642061,-0.29612121,1.119552,1.3556845,716.13959,156.98914,119.5343
4.5602999,-6.1212687,-1.8736961,-6.1333933,-5.0444646,1.4548125,1.0569566,4.6579762,6.4318266,0.38668954,-0.2963607,1.1195302,1.3557011,716.15527,156.98912,119.76071
4.5604,-5.9390707,-2.1291368,-5.9717159,-5.23492,1.4208941,1.1021315,4.6576004,6.4321485,0.38695744,-0.29659954,1.1195084,1.3557178,716.17096,156.98911,119.98751
4.5605001,-5.7509937,-2.3824732,-5.8041286,-5.4201956,1.3855735,1.1462185,4.6572256,6.4324703,0.38722432,-0.29683772,1.1194866,1.3557343,716.18665,156.98909,120.21471
4.5605998,-5.5572233,-2.6334548,-5.630796,-5.6001077,1.3488855,1.1891745,4.6568518,6.4327912,0.38749015,-0.29707521,1.1194646,1.355751,716.20233,156.98907,120.44229
4.5606999,-5.3579512,-2.8818331,-5.4518905,-5.7744794,1.3108664,1.2309568,4.6564789,6.4331117,0.38775498,-0.29731208,1.1194428,1.3557677,716.21808,156.98906,120.67027
4.5608001,-5.1533751,-3.127362,-5.2675886,-5.9431376,1.2715536,1.2715242,4.6561069,6.4334316,0.38801882,-0.29754823,1.1194209,1.3557844,716.23376,156.98904,120.89866
4.5609002,-4.943697,-3.3697991,-5.0780725,-6.1059155,1.230986,1.3108368,4.655736,6.4337506,0.38828167,-0.29778379,1.119399,1.3558011,716.24945,156.98903,121.12744
4.5609999,-4.7291245,-3.6089041,-4.8835306,-6.2626519,1.1892035,1.3488556,4.6553659,6.4340696,0.38854352,-0.29801869,1.119377,1.3558178,716.26514,156.98901,121.35662
4.5611,-4.5098705,-3.8444407,-4.684155,-6.4131918,1.1462475,1.3855433,4.6549969,6.4343877,0.38880444,-0.29825297,1.1193551,1.3558346,716.28088,156.989,121.5862
4.5612001,-4.2861509,-4.0761757,-4.4801426,-6.5573864,1.1021603,1.4208636,4.6546288,6.4347048,0.38906437,-0.29848659,1.1193331,1.3558513,716.29657,156.98898,121.81618
4.5612998,-4.0581875,-4.3038797,-4.2716956,-6.6950927,1.0569855,1.4547817,4.6542611,6.4350219,0.38932338,-0.29871964,1.1193112,1.355868,716.31226,156.98895,122.04657
4.5613999,-3.826206,-4.5273275,-4.0590205,-6.8261752,1.0107676,1.487264,4.6538949,6.435338,0.38958147,-0.29895204,1.1192892,1.3558848,716.32794,156.98894,122.27736
4.5615001,-3.5904357,-4.7462978,-3.8423274,-6.9505029,0.96355224,1.5182785,4.6535292,6.4356537,0.38983864,-0.29918385,1.1192672,1.3559016,716.34363,156.98892,122.50855
4.5616002,-3.35111,-4.9605742,-3.6218309,-7.0679541,0.91538596,1.5477947,4.6531649,6.4359689,0.39009491,-0.29941505,1.1192452,1.3559184,716.35938,156.98891,122.74016
4.5616999,-3.1084659,-5.1699443,-3.3977492,-7.178412,0.86631638,1.5757833,4.652801,6.4362836,0.39035028,-0.29964563,1.1192231,1.3559352,716.37506,156.98889,122.97216
4.5618,-2.8627429,-5.3742018,-3.1703036,-7.2817674,0.81639189,1.6022167,4.6524382,6.4365973,0.39060479,-0.29987562,1.1192011,1.355952,716.39075,156.98886,123.20457
4.5619001,-2.6141846,-5.5731435,-2.9397197,-7.3779182,0.76566178,1.627069,4.6520758,6.4369106,0.39085841,-0.30010504,1.119179,1.3559688,716.40643,156.98885,123.43739
4.5619998,-2.3630369,-5.766573,-2.7062254,-7.4667692,0.71417606,1.6503155,4.6517143,6.4372239,0.3911112,-0.30033386,1.119157,1.3559858,716.42212,156.98883,123.67062
4.5620999,-2.1095481,-5.954299,-2.4700518,-7.5482321,0.66198558,1.6719333,4.6513538,6.4375362,0.39136314,-0.30056211,1.1191349,1.3560026,716.43787,156.9888,123.90426
4.5622001,-1.853969,-6.1361356,-2.2314324,-7.6222267,0.60914183,1.6919011,4.6509943,6.4378476,0.39161426,-0.3007898,1.1191127,1.3560194,716.45355,156.98878,124.13831
4.5623002,-1.5965525,-6.311903,-1.9906036,-7.6886802,0.55569702,1.7101992,4.6506352,6.438159,0.39186457,-0.30101693,1.1190907,1.3560363,716.46924,156.98875,124.37277
4.5623999,-1.3375533,-6.4814272,-1.7478034,-7.7475257,0.5017038,1.7268095,4.6502771,6.4384699,0.39211404,-0.30124351,1.1190685,1.3560532,716.48492,156.98874,124.60764
4.5625,-1.0772275,-6.6445403,-1.5032722,-7.7987061,0.44721553,1.7417157,4.64992,6.4387803,0.39236277,-0.30146953,1.1190464,1.3560702,716.50061,156.98872,124.84292
4.5626001,-0.81583291,-6.8010812,-1.2572519,-7.8421702,0.39228594,1.7549028,4.6495633,6.4390903,0.3926107,-0.30169502,1.1190243,1.3560871,716.51636,156.98869,125.07861
4.5626998,-0.55362797,-6.9508948,-1.0099859,-7.8778753,0.33696929,1.7663583,4.6492071,6.4393992,0.39285788,-0.30191994,1.1190021,1.356104,716.53204,156.98868,125.31472
4.5627999,-0.29087213,-7.0938325,-0.76171875,-7.9057856,0.28132012,1.7760704,4.6488519,6.4397082,0.39310431,-0.30214432,1.1189799,1.3561209,716.54773,156.98865,125.55124
4.5629001,-0.027825339,-7.229754,-0.51269621,-7.9258742,0.22539335,1.7840297,4.6484976,6.4400163,0.39335001,-0.30236819,1.1189576,1.3561379,716.56342,156.98862,125.78817
4.5630002,0.23525211,-7.3585234,-0.26316464,-7.9381208,0.16924421,1.7902285,4.6481438,6.4403243,0.39359498,-0.30259156,1.1189355,1.3561549,716.57916,156.9886,126.02552
4.5630999,0.49810004,-7.4800138,-0.013370827,-7.942513,0.11292809,1.7946604,4.6477904,6.4406314,0.39383921,-0.30281442,1.1189133,1.3561718,716.59485,156.98857,126.26328
4.5632,0.76045835,-7.5941052,0.23643804,-7.9390469,0.056500569,1.7973213,4.647438,6.4409385,0.39408278,-0.30303678,1.118891,1.3561889,716.61053,156.98856,126.50145
4.5633001,1.0220674,-7.700685,0.48601478,-7.9277258,1.7338776e-05,1.7982085,4.6470861,6.4412451,0.39432567,-0.30325863,1.1188688,1.3562058,716.62622,156.98853,126.74004
4.5633998,1.2826686,-7.7996464,0.73511255,-7.9085608,-0.056465868,1.797321,4.6467347,6.4415507,0.39456788,-0.30348,1.1188465,1.3562229,716.64191,156.98849,126.97904
4.5634999,1.5420039,-7.890893,0.98348486,-7.8815708,-0.1128933,1.7946597,4.6463842,6.4418564,0.39480942,-0.30370086,1.1188242,1.3562399,716.65765,156.98848,127.21846
4.5636001,1.7998168,-7.9743333,1.230886,-7.8467827,-0.16920927,1.7902274,4.6460342,6.4421616,0.39505032,-0.30392125,1.118802,1.356257,716.67334,156.98845,127.4583
4.5637002,2.0558522,-8.0498857,1.4770712,-7.8042307,-0.2253582,1.7840283,4.6456847,6.4424663,0.39529061,-0.30414119,1.1187797,1.356274,716.68903,156.98842,127.69855
4.5637999,2.3098569,-8.1174746,1.7217969,-7.7539573,-0.28128469,1.7760686,4.6453357,6.4427705,0.39553025,-0.30436066,1.1187572,1.3562911,716.70471,156.98839,127.93921
4.5639,2.5615795,-8.1770334,1.964821,-7.6960115,-0.33693355,1.7663561,4.6449876,6.4430742,0.39576933,-0.30457965,1.118735,1.3563082,716.7204,156.98836,128.18028
4.5640001,2.810771,-8.2285023,2.2059031,-7.6304512,-0.39224982,1.7549005,4.64464,6.4433775,0.39600778,-0.30479819,1.1187127,1.3563253,716.73615,156.98833,128.42178
4.5640998,3.0571849,-8.2718315,2.4448044,-7.5573411,-0.44717896,1.7417129,4.6442928,6.4436803,0.39624566,-0.30501631,1.1186903,1.3563424,716.75183,156.98831,128.6637
4.5641999,3.3005774,-8.3069782,2.6812892,-7.4767537,-0.50166678,1.7268066,4.6439462,6.4439831,0.396483,-0.30523401,1.1186678,1.3563595,716.76752,156.98828,128.90602
4.5643001,3.5407076,-8.3339071,2.9151227,-7.3887682,-0.55565941,1.710196,4.6436,6.4442854,0.39671978,-0.30545127,1.1186454,1.3563766,716.7832,156.98825,129.14876
4.5644002,3.7773378,-8.3525906,3.1460743,-7.2934718,-0.60910362,1.6918977,4.6432543,6.4445872,0.396956,-0.30566809,1.118623,1.3563938,716.79889,156.98822,129.39191
4.5644999,4.0102344,-8.3630123,3.3739152,-7.190959,-0.66194671,1.6719298,4.642909,6.4448886,0.39719173,-0.30588451,1.1186007,1.356411,716.81464,156.98819,129.63548
4.5646,4.2391663,-8.36516,3.5984201,-7.0813308,-0.71413648,1.6503119,4.6425643,6.44519,0.39742693,-0.30610052,1.1185782,1.3564281,716.83032,156.98816,129.87947
4.5647001,4.4639077,-8.3590317,3.8193667,-6.9646964,-0.76562148,1.6270653,4.64222,6.4454904,0.39766166,-0.30631611,1.1185558,1.3564453,716.84601,156.98813,130.12387
4.5647998,4.6842356,-8.3446331,4.0365362,-6.8411703,-0.81635082,1.602213,4.6418762,6.4457908,0.39789587,-0.30653131,1.1185334,1.3564625,716.86169,156.9881,130.36868
4.5648999,4.8999324,-8.3219805,4.2497144,-6.710875,-0.86627448,1.5757796,4.6415329,6.4460912,0.39812961,-0.30674613,1.1185108,1.3564798,716.87744,156.98805,130.61391
4.5650001,5.1107845,-8.2910938,4.4586902,-6.5739393,-0.91534317,1.547791,4.6411896,6.4463906,0.39836293,-0.30696058,1.1184884,1.3564969,716.89313,156.98802,130.85954
4.5651002,5.3165832,-8.2520046,4.6632566,-6.4304986,-0.96350855,1.518275,4.6408472,6.4466901,0.39859578,-0.30717465,1.1184659,1.3565142,716.90881,156.98799,131.10559
4.5651999,5.5171251,-8.204752,4.8632112,-6.2806954,-1.010723,1.4872607,4.6405048,6.4469891,0.39882824,-0.3073884,1.1184434,1.3565314,716.9245,156.98796,131.35207
4.5653,5.7122121,-8.1493807,5.0583563,-6.1246767,-1.0569398,1.4547786,4.6401629,6.447288,0.39906025,-0.30760175,1.1184208,1.3565487,716.94019,156.98793,131.59894
4.5654001,5.9016504,-8.085948,5.2484989,-5.9625978,-1.1021137,1.4208609,4.6398215,6.4475861,0.39929187,-0.30781478,1.1183983,1.356566,716.95593,156.98788,131.84622
4.5654998,6.0852528,-8.014514,5.4334507,-5.7946191,-1.1461998,1.385541,4.6394806,6.4478846,0.39952311,-0.30802742,1.1183758,1.3565832,716.97162,156.98785,132.09392
4.5655999,6.2628379,-7.9351516,5.6130285,-5.6209059,-1.1891547,1.3488536,4.6391397,6.4481821,0.39975396,-0.30823976,1.1183532,1.3566005,716.9873,156.98782,132.34204
4.5657001,6.4342299,-7.8479376,5.7870555,-5.4416304,-1.2309361,1.3108352,4.6387992,6.4484797,0.39998445,-0.30845174,1.1183306,1.3566178,717.00299,156.98778,132.59056
4.5658002,6.5992589,-7.7529593,5.9553585,-5.2569699,-1.2715026,1.2715232,4.6384592,6.4487772,0.40021461,-0.30866343,1.1183081,1.3566351,717.01868,156.98775,132.83948
4.5658998,6.7577615,-7.6503096,6.1177716,-5.0671072,-1.3108143,1.2309564,4.6381192,6.4490743,0.40044442,-0.30887479,1.1182854,1.3566525,717.03442,156.9877,133.08882
4.566,6.9095817,-7.5400906,6.2741342,-4.8722296,-1.3488322,1.1891748,4.6377792,6.4493709,0.4006739,-0.30908585,1.1182629,1.3566698,717.05011,156.98767,133.33856
4.5661001,7.0545683,-7.4224114,6.4242911,-4.6725307,-1.3855191,1.1462197,4.6374402,6.4496675,0.40090311,-0.30929664,1.1182402,1.3566872,717.0658,156.98763,133.58871
4.5661998,7.1925783,-7.2973876,6.5680938,-4.4682074,-1.4208386,1.1021334,4.6371007,6.4499636,0.40113202,-0.30950713,1.1182176,1.3567045,717.08148,156.98759,133.83928
4.5662999,7.3234749,-7.165143,6.7054005,-4.2594619,-1.4547559,1.0569594,4.6367621,6.4502597,0.40136063,-0.30971733,1.1181949,1.3567219,717.09717,156.98755,134.09024
4.5664001,7.4471288,-7.0258093,6.8360748,-4.0465007,-1.4872375,1.0107424,4.6364236,6.4505553,0.40158898,-0.30992725,1.1181723,1.3567393,717.11292,156.98752,134.3416
4.5665002,7.5634174,-6.8795228,6.9599876,-3.8295345,-1.5182512,0.96352804,4.636085,6.450851,0.40181708,-0.31013691,1.1181496,1.3567567,717.1286,156.98747,134.59338
4.5665998,7.6722255,-6.726429,7.0770159,-3.6087778,-1.5477667,0.91536272,4.6357465,6.4511461,0.40204495,-0.31034631,1.1181269,1.3567741,717.14429,156.98743,134.84555
4.5667,7.7734456,-6.566679,7.1870446,-3.384449,-1.5757546,0.86629415,4.6354084,6.4514413,0.40227258,-0.31055543,1.1181042,1.3567915,717.15997,156.9874,135.09813
4.5668001,7.8669772,-6.4004312,7.2899647,-3.15677,-1.6021875,0.81637061,4.6350703,6.4517365,0.4025,-0.31076431,1.1180815,1.3568089,717.17566,156.98735,135.3511
4.5668998,7.9527278,-6.2278495,7.3856735,-2.925966,-1.6270391,0.76564151,4.6347327,6.4520311,0.40272725,-0.31097299,1.1180588,1.3568263,717.19141,156.9873,135.60448
4.5669999,8.0306129,-6.0491042,7.4740772,-2.6922653,-1.6502851,0.71415681,4.6343951,6.4523258,0.40295428,-0.31118143,1.118036,1.3568438,717.20709,156.98726,135.85826
4.5671,8.1005554,-5.8643732,7.555088,-2.455899,-1.6719024,0.6619674,4.6340575,6.45262,0.40318117,-0.31138965,1.1180133,1.3568614,717.22278,156.98723,136.11244
4.5672002,8.1624851,-5.6738377,7.6286254,-2.2171009,-1.6918696,0.60912472,4.6337199,6.4529142,0.40340787,-0.31159765,1.1179905,1.3568788,717.23846,156.98718,136.367
4.5672998,8.216341,-5.4776874,7.6946173,-1.9761071,-1.7101673,0.55568099,4.6333823,6.4532084,0.40363446,-0.31180546,1.1179677,1.3568963,717.25421,156.98714,136.62198
4.5674,8.2620707,-5.2761154,7.7529974,-1.7331563,-1.7267772,0.5016889,4.6330452,6.4535022,0.4038609,-0.31201303,1.117945,1.3569138,717.2699,156.98709,136.87733
4.5675001,8.2996273,-5.0693212,7.8037086,-1.4884886,-1.7416829,0.4472017,4.6327081,6.4537959,0.40408722,-0.31222042,1.1179222,1.3569313,717.28558,156.98705,137.13309
4.5675998,8.3289747,-4.8575096,7.8467007,-1.2423459,-1.7548698,0.39227322,4.6323709,6.4540896,0.40431345,-0.31242764,1.1178993,1.3569489,717.30127,156.987,137.38924
4.5676999,8.3500834,-4.6408901,7.8819304,-0.99497187,-1.7663249,0.33695769,4.6320338,6.4543829,0.40453956,-0.31263465,1.1178765,1.3569664,717.31696,156.98695,137.64577
4.5678,8.3629322,-4.4196763,7.9093637,-0.74661106,-1.7760367,0.28130963,4.6316967,6.4546766,0.40476561,-0.31284153,1.1178536,1.3569839,717.3327,156.98691,137.90269
4.5679002,8.3675079,-4.1940875,7.9289727,-0.49750927,-1.7839959,0.225384,4.6313596,6.4549694,0.4049916,-0.31304824,1.1178308,1.3570014,717.34839,156.98686,138.16002
4.5679998,8.3638077,-3.9643466,7.9407382,-0.24791285,-1.7901944,0.169236,4.6310225,6.4552627,0.40521753,-0.3132548,1.117808,1.3570191,717.36407,156.9868,138.41771
4.5681,8.3518333,-3.7306807,7.9446487,0.0019313489,-1.7946261,0.11292101,4.6306853,6.4555559,0.40544343,-0.31346121,1.1177851,1.3570366,717.37976,156.98676,138.6758
4.5682001,8.3315964,-3.4933209,7.9407001,0.25177613,-1.7972869,0.056494638,4.6303482,6.4558487,0.4056693,-0.31366751,1.1177622,1.3570542,717.39545,156.98671,138.93427
4.5682998,8.3031187,-3.2525024,7.928896,0.5013743,-1.7981739,1.2554552e-05,4.6300111,6.4561419,0.40589517,-0.31387362,1.1177393,1.3570719,717.41119,156.98666,139.19313
4.5683999,8.2664261,-3.0084629,7.9092479,0.7504791,-1.7972864,-0.056469504,4.6296735,6.4564342,0.40612105,-0.31407964,1.1177163,1.3570894,717.42688,156.98662,139.45236
4.5685,8.2215567,-2.7614436,7.8817759,0.99884397,-1.794625,-0.11289579,4.6293364,6.456727,0.40634692,-0.31428552,1.1176934,1.357107,717.44257,156.98656,139.71198
4.5686002,8.1685534,-2.5116892,7.8465066,1.2462232,-1.7901927,-0.16921061,4.6289988,6.4570198,0.40657282,-0.3144913,1.1176705,1.3571248,717.45825,156.98651,139.97197
4.5686998,8.1074686,-2.2594466,7.8034744,1.4923723,-1.7839937,-0.22535841,4.6286612,6.4573126,0.40679875,-0.314697,1.1176475,1.3571424,717.47394,156.98645,140.23233
4.5688,8.0383635,-2.0049651,7.7527227,1.7370476,-1.776034,-0.28128377,4.6283236,6.4576049,0.40702474,-0.31490257,1.1176245,1.3571601,717.48969,156.9864,140.49307
4.5689001,7.9613056,-1.7484967,7.6943011,1.9800069,-1.7663217,-0.33693147,4.627986,6.4578977,0.40725082,-0.31510809,1.1176015,1.3571777,717.50537,156.98636,140.7542
4.5689998,7.8763709,-1.4902947,7.6282673,2.2210102,-1.7548661,-0.39224663,4.6276479,6.45819,0.40747696,-0.31531355,1.1175786,1.3571954,717.52106,156.9863,141.01569
4.5690999,7.7836437,-1.2306147,7.5546861,2.4598188,-1.7416788,-0.44717464,4.6273098,6.4584827,0.40770322,-0.31551889,1.1175555,1.3572131,717.53674,156.98625,141.27754
4.5692,7.6832161,-0.96971345,7.4736314,2.6961966,-1.7267727,-0.5016613,4.6269717,6.458775,0.40792954,-0.31572419,1.1175325,1.3572309,717.55243,156.98619,141.53976
4.5693002,7.5751863,-0.70784914,7.3851824,2.9299095,-1.7101624,-0.55565286,4.6266332,6.4590673,0.40815601,-0.31592941,1.1175095,1.3572485,717.56818,156.98613,141.80237
4.5693998,7.459661,-0.44528064,7.2894268,3.1607265,-1.6918644,-0.60909599,4.6262946,6.4593596,0.40838259,-0.3161346,1.1174865,1.3572663,717.58386,156.98608,142.06532
4.5695,7.3367553,-0.18226777,7.1864591,3.3884192,-1.6718968,-0.66193795,4.6259561,6.4596524,0.40860933,-0.31633973,1.1174634,1.3572841,717.59955,156.98602,142.32864
4.5696001,7.2065902,0.080929339,7.0763812,3.6127625,-1.6502792,-0.71412671,4.625617,6.4599447,0.40883622,-0.31654486,1.1174403,1.3573018,717.61523,156.98596,142.59233
4.5696998,7.069294,0.34405041,6.9593015,3.833534,-1.627033,-0.76561058,4.6252775,6.4602375,0.40906328,-0.31674993,1.1174172,1.3573196,717.63092,156.98592,142.85637
4.5697999,6.9250031,0.60683507,6.8353362,4.0505157,-1.6021811,-0.8163389,4.624938,6.4605298,0.40929052,-0.316955,1.1173941,1.3573374,717.64667,156.98586,143.12077
4.5699,6.7738595,0.86902344,6.704608,4.2634926,-1.5757481,-0.86626148,4.6245985,6.4608226,0.40951797,-0.31716007,1.1173711,1.3573551,717.66235,156.98579,143.38553
4.5700002,6.6160126,1.1303562,6.5672455,4.4722543,-1.54776,-0.91532922,4.6242585,6.4611154,0.4097456,-0.31736514,1.117348,1.357373,717.67804,156.98573,143.65063
4.5700998,6.4516187,1.3905747,6.4233851,4.6765938,-1.5182445,-0.96349353,4.6239181,6.4614077,0.40997347,-0.31757018,1.1173248,1.3573908,717.69373,156.98567,143.91609
4.5702,6.2808409,1.6494216,6.273169,4.8763094,-1.4872308,-1.010707,4.6235776,6.4617004,0.41020155,-0.31777522,1.1173017,1.3574086,717.70947,156.98561,144.1819
4.5703001,6.1038465,1.9066408,6.116745,5.0712032,-1.4547492,-1.0569229,4.6232367,6.4619932,0.41042989,-0.31798029,1.1172785,1.3574264,717.72516,156.98555,144.44806
4.5704002,5.9208117,2.161978,5.9542685,5.2610822,-1.4208322,-1.1020958,4.6228952,6.462286,0.41065848,-0.31818539,1.1172553,1.3574443,717.74084,156.98549,144.71457
4.5704999,5.7319174,2.4151802,5.7859001,5.4457593,-1.3855128,-1.146181,4.6225538,6.4625793,0.41088733,-0.31839052,1.1172321,1.3574622,717.75653,156.98543,144.98141
4.5706,5.5373497,2.6659973,5.6118059,5.6250505,-1.3488262,-1.1891351,4.6222119,6.4628725,0.41111648,-0.31859568,1.117209,1.35748,717.77222,156.98537,145.2486
4.5707002,5.3373013,2.914181,5.4321585,5.798779,-1.3108085,-1.2309154,4.6218696,6.4631653,0.4113459,-0.3188009,1.1171857,1.3574979,717.78796,156.98531,145.51613
4.5707998,5.1319704,3.1594858,5.2471352,5.966773,-1.2714972,-1.2714812,4.6215267,6.463459,0.41157565,-0.3190062,1.1171625,1.3575158,717.80365,156.98524,145.784
4.5709,4.9215593,3.4016688,5.0569191,6.1288662,-1.2309312,-1.310792,4.6211839,6.4637523,0.41180569,-0.31921154,1.1171392,1.3575337,717.81934,156.98518,146.0522
4.5710001,4.7062764,3.6404905,4.8616977,6.2848983,-1.1891503,-1.3488091,4.6208401,6.4640455,0.41203606,-0.31941694,1.117116,1.3575517,717.83502,156.98512,146.32074
