"Time","aimcM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimcM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re"
1.1901,-0.020305069,-0.4379147
1.1902,-0.03405029,-0.4370608
1.1903,-0.047761898,-0.43577561
1.1904,-0.06142636,-0.43406039
1.1905,-0.075030223,-0.43191674
1.1906,-0.08856003,-0.42934683
1.1907001,-0.10200244,-0.42635322
1.1908,-0.11534419,-0.42293888
1.1909,-0.12857211,-0.41910717
1.191,-0.14167313,-0.4148618
1.1911,-0.15463436,-0.410207
1.1912,-0.16744296,-0.4051474
1.1913,-0.18008634,-0.39968807
1.1914001,-0.19255197,-0.39383414
1.1914999,-0.20482758,-0.38759157
1.1916,-0.21690105,-0.38096651
1.1917,-0.22876048,-0.37396553
1.1918,-0.24039416,-0.36659551
1.1919,-0.25179055,-0.35886362
1.192,-0.2629385,-0.3507776
1.1921,-0.27382693,-0.34234539
1.1921999,-0.28444517,-0.3335754
1.1923,-0.29478267,-0.32447618
1.1924,-0.30482924,-0.31505668
1.1925,-0.31457499,-0.30532628
1.1926,-0.32401028,-0.29529458
1.1927,-0.33312589,-0.28497154
1.1928,-0.34191266,-0.27436715
1.1928999,-0.350362,-0.26349202
1.193,-0.35846558,-0.25235683
1.1931,-0.36621547,-0.24097267
1.1932,-0.37360391,-0.22935069
1.1933,-0.38062361,-0.21750231
1.1934,-0.38726768,-0.20543928
1.1935,-0.39352959,-0.19317354
1.1936001,-0.39940321,-0.18071721
1.1937,-0.40488255,-0.16808246
1.1938,-0.40996233,-0.15528184
1.1939,-0.41463757,-0.14232798
1.194,-0.41890362,-0.12923367
1.1941,-0.42275628,-0.11601186
1.1942,-0.42619166,-0.1026755
1.1943001,-0.42920643,-0.089237817
1.1944,-0.43179768,-0.075712085
1.1945,-0.43396285,-0.062111657
1.1946,-0.43569967,-0.048449907
1.1947,-0.4370065,-0.034740333
1.1948,-0.43788207,-0.020996474
1.1949,-0.43832552,-0.0072319089
1.1950001,-0.43833646,0.0065397769
1.1950999,-0.43791473,0.020305037
1.1952,-0.4370608,0.034050256
1.1953,-0.43577558,0.047761869
1.1954,-0.43406036,0.061426338
1.1955,-0.43191674,0.075030185
1.1956,-0.42934683,0.08856
1.1957,-0.42635322,0.10200241
1.1957999,-0.42293885,0.11534416
1.1959,-0.4191072,0.12857208
1.196,-0.41486183,0.1416731
1.1961,-0.410207,0.15463431
1.1962,-0.4051474,0.16744292
1.1963,-0.39968801,0.1800863
1.1964,-0.39383417,0.19255194
1.1964999,-0.3875916,0.20482755
1.1966,-0.38096654,0.21690102
1.1967,-0.37396553,0.22876044
1.1968,-0.36659551,0.24039412
1.1969,-0.35886365,0.25179052
1.197,-0.35077763,0.26293847
1.1971,-0.34234542,0.2738269
1.1971999,-0.33357537,0.28444511
1.1973,-0.32447621,0.29478264
1.1974,-0.31505671,0.30482921
1.1975,-0.30532631,0.31457496
1.1976,-0.29529461,0.32401025
1.1977,-0.28497154,0.33312583
1.1978,-0.27436718,0.34191263
1.1979001,-0.26349205,0.35036197
1.198,-0.25235686,0.35846555
1.1981,-0.24097267,0.36621541
1.1982,-0.22935072,0.37360388
1.1983,-0.21750234,0.38062358
1.1984,-0.20543933,0.38726765
1.1985,-0.19317356,0.39352956
1.1986001,-0.1807172,0.39940313
1.1987,-0.16808251,0.40488255
1.1988,-0.15528187,0.40996233
1.1989,-0.14232801,0.41463754
1.199,-0.12923369,0.41890356
1.1991,-0.11601188,0.42275625
1.1992,-0.10267554,0.42619166
1.1993001,-0.089237854,0.42920643
1.1993999,-0.075712107,0.43179765
1.1995,-0.062111665,0.43396279
1.1996,-0.048449941,0.43569967
1.1997,-0.034740366,0.4370065
1.1998,-0.020996507,0.43788207
1.1999,-0.0072319331,0.43832549
1.2,0.0065397602,0.4383364
1.2000999,0.020305006,0.43791473
1.2002,0.034050226,0.4370608
1.2003,0.047761843,0.43577558
1.2004,0.061426315,0.43406031
1.2005,0.075030163,0.43191677
1.2006,0.08855997,0.42934686
1.2007,0.10200238,0.42635322
1.2007999,0.11534414,0.42293885
1.2009,0.12857205,0.41910714
1.201,0.14167309,0.41486183
1.2011,0.1546343,0.41020703
1.2012,0.1674429,0.4051474
1.2013,0.18008627,0.39968798
1.2014,0.19255193,0.39383417
1.2015001,0.20482753,0.38759163
1.2016,0.216901,0.38096654
1.2017,0.22876042,0.3739655
1.2018,0.24039409,0.36659548
1.2019,0.25179052,0.35886368
1.202,0.26293847,0.35077763
1.2021,0.2738269,0.34234542
1.2022001,0.28444511,0.33357537
1.2023,0.29478261,0.32447618
1.2024,0.30482921,0.31505674
1.2025,0.31457496,0.30532631
1.2026,0.32401025,0.29529461
1.2027,0.3331258,0.28497148
1.2028,0.34191263,0.27436721
1.2029001,0.35036197,0.26349205
1.2029999,0.35846555,0.25235689
1.2031,0.36621541,0.24097265
1.2032,0.37360385,0.22935067
1.2033,0.38062361,0.21750236
1.2034,0.38726768,0.20543933
1.2035,0.39352956,0.19317356
1.2036,0.39940313,0.18071717
1.2036999,0.40488255,0.16808249
1.2038,0.40996236,0.15528189
1.2039,0.41463757,0.14232801
1.204,0.41890356,0.12923367
1.2041,0.4227562,0.11601184
1.2042,0.42619169,0.10267553
1.2043,0.42920646,0.089237854
1.2043999,0.43179768,0.0757121
1.2045,0.43396276,0.062111642
1.2046,0.43569967,0.048449911
1.2047,0.43700653,0.034740355
1.2048,0.43788207,0.020996492
1.2049,0.43832549,0.007231913
1.205,0.43833637,-0.0065397928
1.2051001,0.43791476,-0.020305026
1.2052,0.43706083,-0.034050249
1.2053,0.43577558,-0.047761865
1.2054,0.43406031,-0.061426345
1.2055,0.43191671,-0.0750302
1.2056,0.42934686,-0.08856
1.2057,0.42635325,-0.10200241
1.2058001,0.42293885,-0.11534416
1.2059,0.41910711,-0.12857208
1.206,0.41486183,-0.14167312
1.2061,0.41020703,-0.15463433
1.2062,0.4051474,-0.16744293
1.2063,0.39968798,-0.1800863
1.2064,0.39383411,-0.19255196
1.2065001,0.38759163,-0.20482758
1.2066,0.38096657,-0.21690105
1.2067,0.37396553,-0.22876045
1.2068,0.36659545,-0.24039412
1.2069,0.35886362,-0.25179055
1.207,0.35077763,-0.2629385
1.2071,0.34234542,-0.27382693
1.2072001,0.33357534,-0.28444514
1.2072999,0.32447612,-0.29478264
1.2074,0.31505674,-0.30482927
1.2075,0.30532631,-0.31457499
1.2076,0.29529458,-0.32401028
1.2077,0.28497145,-0.33312583
1.2078,0.27436712,-0.34191266
1.2079,0.26349205,-0.35036203
1.2079999,0.25235686,-0.35846561
1.2081,0.24097264,-0.36621544
1.2082,0.22935063,-0.37360385
1.2083,0.21750233,-0.38062364
1.2084,0.20543931,-0.38726774
1.2085,0.19317354,-0.39352959
1.2086,0.18071714,-0.39940313
1.2086999,0.16808243,-0.40488255
1.2088,0.15528186,-0.40996239
1.2089,0.14232799,-0.4146376
1.209,0.12923366,-0.41890359
1.2091,0.1160118,-0.42275622
1.2092,0.10267549,-0.42619169
1.2093,0.089237832,-0.42920649
1.2094001,0.075712077,-0.43179771
1.2095,0.062111612,-0.43396279
1.2096,0.048449863,-0.43569964
1.2097,0.034740329,-0.43700656
1.2098,0.020996468,-0.43788213
1.2099,0.0072318874,-0.43832552
1.21,-0.0065398254,-0.43833637
1.2101001,-0.020305071,-0.4379147
1.2102,-0.034050275,-0.43706086
1.2103,-0.047761891,-0.43577561
1.2104,-0.061426371,-0.43406031
1.2105,-0.07503023,-0.43191668
1.2106,-0.08856003,-0.42934689
1.2107,-0.10200244,-0.42635328
1.2108001,-0.11534419,-0.42293888
1.2108999,-0.12857211,-0.41910711
1.211,-0.14167313,-0.41486177
1.2111,-0.15463436,-0.41020706
1.2112,-0.16744296,-0.40514743
1.2113,-0.18008633,-0.39968798
1.2114,-0.19255197,-0.39383408
1.2115,-0.20482759,-0.38759163
1.2115999,-0.21690108,-0.38096657
1.2117,-0.22876048,-0.37396553
1.2118,-0.24039413,-0.36659545
1.2119,-0.25179055,-0.35886359
1.212,-0.26293853,-0.35077766
1.2121,-0.27382696,-0.34234545
1.2122,-0.28444517,-0.33357537
1.2122999,-0.29478264,-0.32447612
1.2124,-0.30482924,-0.31505668
1.2125,-0.31457502,-0.30532634
1.2126,-0.32401031,-0.29529461
1.2127,-0.33312583,-0.28497148
1.2128,-0.34191263,-0.27436712
1.2129,-0.35036203,-0.26349205
1.2130001,-0.35846564,-0.25235689
1.2131,-0.36621544,-0.24097265
1.2132,-0.37360385,-0.22935063
1.2133,-0.38062361,-0.2175023
1.2134,-0.38726774,-0.20543933
1.2135,-0.39352962,-0.19317357
1.2136,-0.39940315,-0.18071716
1.2137001,-0.40488252,-0.16808243
1.2138,-0.40996239,-0.15528186
1.2139,-0.41463763,-0.14232801
1.214,-0.41890362,-0.12923367
1.2141,-0.42275622,-0.11601181
1.2142,-0.42619163,-0.10267548
1.2143,-0.42920652,-0.089237846
1.2144001,-0.43179771,-0.0757121
1.2145,-0.43396279,-0.062111631
1.2146,-0.43569961,-0.048449874
1.2147,-0.4370065,-0.034740325
1.2148,-0.43788213,-0.02099649
1.2149,-0.43832555,-0.0072319116
1.215,-0.43833637,0.006539803
1.2151,-0.43791467,0.020305056
1.2151999,-0.43706086,0.034050252
1.2153,-0.43577564,0.047761865
1.2154,-0.43406034,0.061426345
1.2155,-0.43191668,0.0750302
1.2156,-0.42934683,0.088560008
1.2157,-0.42635328,0.10200241
1.2158,-0.42293891,0.11534416
1.2158999,-0.41910711,0.12857208
1.216,-0.41486177,0.1416731
1.2161,-0.41020706,0.15463433
1.2162,-0.40514746,0.16744293
1.2163,-0.39968801,0.1800863
1.2164,-0.39383411,0.19255194
1.2165,-0.38759157,0.20482755
1.2165999,-0.3809666,0.21690105
1.2167,-0.37396556,0.22876045
1.2168,-0.36659548,0.2403941
1.2169,-0.35886359,0.25179052
1.217,-0.35077763,0.26293847
1.2171,-0.34234548,0.27382693
1.2172,-0.3335754,0.28444514
1.2173001,-0.32447612,0.29478261
1.2174,-0.31505668,0.30482921
1.2175,-0.30532637,0.31457499
1.2176,-0.29529464,0.32401028
1.2177,-0.28497151,0.3331258
1.2178,-0.27436712,0.3419126
1.2179,-0.26349202,0.35036197
1.2180001,-0.25235692,0.35846561
1.2181,-0.2409727,0.36621544
1.2182,-0.22935066,0.37360382
1.2183,-0.21750231,0.38062355
1.2184,-0.20543934,0.38726771
1.2185,-0.1931736,0.39352962
1.2186,-0.1807172,0.39940313
1.2187001,-0.16808246,0.40488249
1.2187999,-0.15528186,0.40996233
1.2189,-0.14232805,0.4146376
1.219,-0.12923372,0.41890362
1.2191,-0.11601185,0.4227562
1.2192,-0.1026755,0.4261916
1.2193,-0.089237861,0.42920646
1.2194,-0.075712144,0.43179771
1.2194999,-0.062111672,0.43396279
1.2196,-0.048449911,0.43569961
1.2197,-0.034740347,0.43700647
1.2198,-0.020996526,0.43788213
1.2199,-0.0072319508,0.43832555
1.22,0.0065397653,0.4383364
1.2201,0.020305023,0.43791467
1.2201999,0.034050234,0.4370608
1.2203,0.047761831,0.43577564
1.2204,0.061426312,0.43406034
1.2205,0.07503017,0.43191668
1.2206,0.088559978,0.4293468
1.2207,0.10200239,0.42635328
1.2208,0.11534413,0.42293891
1.2209001,0.12857205,0.41910714
1.221,0.14167307,0.41486177
1.2211,0.1546343,0.410207
1.2212,0.16744292,0.40514749
1.2213,0.18008627,0.39968804
1.2214,0.19255191,0.39383411
1.2215,0.20482752,0.38759157
1.2216001,0.216901,0.38096657
1.2217,0.22876044,0.37396559
1.2218,0.24039409,0.36659548
1.2219,0.25179049,0.35886359
1.222,0.26293844,0.3507776
1.2221,0.27382693,0.34234548
1.2222,0.28444511,0.33357543
1.2223001,0.29478261,0.32447615
1.2224,0.30482918,0.31505668
1.2225,0.31457496,0.30532631
1.2226,0.32401028,0.29529467
1.2227,0.3331258,0.28497151
1.2228,0.3419126,0.27436715
1.2229,0.35036194,0.26349202
1.223,0.35846558,0.25235692
1.2230999,0.36621544,0.24097271
1.2232,0.37360385,0.22935067
1.2233,0.38062355,0.21750231
1.2234,0.38726765,0.20543931
1.2235,0.39352962,0.19317362
1.2236,0.39940315,0.18071721
1.2237,0.40488249,0.16808246
1.2237999,0.4099623,0.15528184
1.2239,0.41463757,0.14232802
1.224,0.41890362,0.12923373
1.2241,0.42275622,0.11601186
1.2242,0.4261916,0.1026755
1.2243,0.42920643,0.089237832
1.2244,0.43179774,0.075712137
1.2244999,0.43396282,0.062111672
1.2246,0.43569961,0.048449907
1.2247,0.43700647,0.034740333
1.2248,0.43788207,0.020996494
1.2249,0.43832558,0.0072319414
1.225,0.4383364,-0.0065397751
1.2251,0.43791467,-0.020305036
1.2252001,0.43706077,-0.034050252
1.2253,0.43577564,-0.047761854
1.2254,0.43406036,-0.061426327
1.2255,0.43191671,-0.075030185
1.2256,0.4293468,-0.08856
1.2257,0.42635322,-0.10200241
1.2258,0.42293894,-0.11534416
1.2259001,0.41910717,-0.12857208
1.226,0.41486177,-0.1416731
1.2261,0.41020697,-0.15463433
1.2262,0.40514743,-0.16744293
1.2263,0.39968804,-0.1800863
1.2264,0.39383414,-0.19255194
1.2265,0.38759157,-0.20482755
1.2266001,0.38096651,-0.21690103
1.2266999,0.37396559,-0.22876048
1.2268,0.36659551,-0.24039413
1.2269,0.35886359,-0.25179052
1.227,0.35077757,-0.26293847
1.2271,0.34234542,-0.27382693
1.2272,0.33357543,-0.28444517
1.2273,0.32447615,-0.29478264
1.2273999,0.31505668,-0.30482921
1.2275,0.30532628,-0.31457496
1.2276,0.29529464,-0.32401031
1.2277,0.28497151,-0.33312586
1.2278,0.27436712,-0.34191263
1.2279,0.26349199,-0.35036197
1.228,0.25235686,-0.35846558
1.2280999,0.2409727,-0.36621547
1.2282,0.22935067,-0.37360388
1.2283,0.2175023,-0.38062358
1.2284,0.20543928,-0.38726768
1.2285,0.19317356,-0.39352962
1.2286,0.1807172,-0.39940318
1.2287,0.16808245,-0.40488255
1.2288001,0.15528181,-0.40996233
1.2289,0.14232796,-0.41463757
1.229,0.1292337,-0.41890365
1.2291,0.11601184,-0.42275625
1.2292,0.10267548,-0.42619163
1.2293,0.089237802,-0.42920643
1.2294,0.075712077,-0.43179771
1.2295001,0.062111646,-0.43396285
1.2296,0.048449881,-0.43569967
1.2297,0.034740303,-0.43700647
1.2298,0.020996451,-0.43788207
1.2299,0.0072319014,-0.43832558
1.23,-0.0065398049,-0.43833643
1.2301,-0.020305067,-0.4379147
1.2302001,-0.034050286,-0.43706077
1.2302999,-0.047761895,-0.43577561
1.2304,-0.06142636,-0.43406039
1.2305,-0.075030223,-0.43191674
1.2306,-0.08856003,-0.4293468
1.2307,-0.10200244,-0.42635322
1.2308,-0.11534419,-0.42293891
1.2309,-0.12857211,-0.41910717
1.2309999,-0.14167313,-0.4148618
1.2311,-0.15463436,-0.410207
1.2312,-0.16744296,-0.4051474
1.2313,-0.18008634,-0.39968807
1.2314,-0.19255197,-0.39383414
1.2315,-0.20482758,-0.38759157
1.2316,-0.21690106,-0.38096651
1.2316999,-0.22876048,-0.37396553
1.2318,-0.24039416,-0.36659551
1.2319,-0.25179058,-0.35886362
1.232,-0.2629385,-0.35077757
1.2321,-0.27382693,-0.34234539
1.2322,-0.28444517,-0.3335754
1.2323,-0.29478267,-0.32447618
1.2323999,-0.30482924,-0.31505668
1.2325,-0.31457499,-0.30532628
1.2326,-0.32401031,-0.29529458
1.2327,-0.33312589,-0.28497154
1.2328,-0.34191266,-0.27436715
1.2329,-0.350362,-0.26349199
1.233,-0.35846561,-0.25235683
1.2331001,-0.36621547,-0.24097267
1.2332,-0.37360391,-0.22935069
1.2333,-0.38062361,-0.2175023
1.2334,-0.38726768,-0.20543928
1.2335,-0.39352959,-0.19317354
1.2336,-0.39940321,-0.18071721
1.2337,-0.40488255,-0.16808246
1.2338001,-0.40996236,-0.15528183
1.2339,-0.41463757,-0.14232796
1.234,-0.41890362,-0.12923367
1.2341,-0.42275628,-0.11601185
1.2342,-0.42619166,-0.10267549
1.2343,-0.42920646,-0.089237809
1.2344,-0.43179768,-0.07571207
1.2345001,-0.43396285,-0.062111646
1.2345999,-0.43569967,-0.048449896
1.2347,-0.4370065,-0.034740318
1.2348,-0.43788207,-0.020996461
1.2349,-0.43832552,-0.0072318972
1.235,-0.43833646,0.00653979
1.2351,-0.43791473,0.020305051
1.2352,-0.4370608,0.034050271
1.2352999,-0.43577558,0.047761884
1.2354,-0.43406036,0.061426353
1.2355,-0.43191674,0.0750302
1.2356,-0.42934683,0.088560015
1.2357,-0.42635322,0.10200243
1.2358,-0.42293885,0.11534417
1.2359,-0.4191072,0.12857209
1.2359999,-0.41486183,0.14167312
1.2361,-0.410207,0.15463433
1.2362,-0.4051474,0.16744293
1.2363,-0.39968801,0.18008631
1.2364,-0.39383417,0.19255196
1.2365,-0.3875916,0.20482756
1.2366,-0.38096654,0.21690103
1.2367001,-0.37396553,0.22876045
1.2368,-0.36659551,0.24039413
1.2369,-0.35886365,0.25179055
1.237,-0.3507776,0.26293847
1.2371,-0.34234539,0.2738269
1.2372,-0.33357537,0.28444514
1.2373,-0.32447621,0.29478267
1.2374001,-0.31505671,0.30482921
1.2375,-0.30532631,0.31457496
1.2376,-0.29529458,0.32401025
1.2377,-0.28497151,0.33312583
1.2378,-0.27436718,0.34191263
1.2379,-0.26349205,0.35036197
1.238,-0.25235686,0.35846558
1.2381001,-0.24097267,0.36621541
1.2381999,-0.22935072,0.37360391
1.2383,-0.21750234,0.38062361
1.2384,-0.20543931,0.38726768
1.2385,-0.19317356,0.39352956
1.2386,-0.1807172,0.39940315
1.2387,-0.16808251,0.40488255
1.2388,-0.15528187,0.40996233
1.2388999,-0.14232799,0.41463754
1.239,-0.12923369,0.41890356
1.2391,-0.11601188,0.42275625
1.2392,-0.10267553,0.42619166
1.2393,-0.089237846,0.42920643
1.2394,-0.075712107,0.43179765
1.2395,-0.062111661,0.43396279
1.2395999,-0.048449937,0.43569967
1.2397,-0.034740362,0.4370065
1.2398,-0.020996502,0.43788207
1.2399,-0.0072319289,0.43832549
1.24,0.0065397634,0.43833643
1.2401,0.02030501,0.43791473
1.2402,0.03405023,0.4370608
1.2403001,0.047761846,0.43577558
1.2404,0.061426319,0.43406031
1.2405,0.075030163,0.43191677
1.2406,0.088559978,0.42934686
1.2407,0.10200239,0.42635322
1.2408,0.11534414,0.42293885
1.2409,0.12857205,0.41910714
1.2410001,0.14167309,0.41486183
1.2411,0.1546343,0.41020703
1.2412,0.1674429,0.4051474
1.2413,0.18008627,0.39968798
1.2414,0.19255193,0.39383417
1.2415,0.20482753,0.38759163
1.2416,0.216901,0.38096654
1.2417001,0.22876042,0.37396553
1.2418,0.24039409,0.36659548
1.2419,0.25179052,0.35886368
1.242,0.26293844,0.35077763
1.2421,0.2738269,0.34234542
1.2422,0.28444511,0.33357537
1.2423,0.29478261,0.32447618
1.2424001,0.30482921,0.31505674
1.2424999,0.31457496,0.30532631
1.2426,0.32401025,0.29529461
1.2427,0.3331258,0.28497151
1.2428,0.34191263,0.27436721
1.2429,0.35036197,0.26349205
1.243,0.35846555,0.25235689
1.2431,0.36621538,0.24097267
1.2431999,0.37360385,0.22935069
1.2433,0.38062361,0.21750236
1.2434,0.38726768,0.20543933
1.2435,0.39352956,0.19317357
1.2436,0.3994031,0.18071719
1.2437,0.40488255,0.16808251
1.2438,0.40996236,0.15528189
1.2438999,0.41463754,0.14232801
1.244,0.41890356,0.12923369
1.2441,0.4227562,0.11601185
1.2442,0.42619166,0.10267554
1.2443,0.42920646,0.089237861
1.2444,0.43179765,0.075712107
1.2445,0.43396276,0.06211165
1.2446001,0.43569967,0.048449922
1.2447,0.43700653,0.034740366
1.2448,0.43788207,0.020996504
1.2449,0.43832549,0.0072319251
1.245,0.43833637,-0.0065397802
1.2451,0.43791473,-0.020305013
1.2452,0.43706083,-0.034050234
1.2453001,0.43577558,-0.04776185
1.2454,0.43406031,-0.06142633
1.2455,0.43191671,-0.075030185
1.2456,0.42934686,-0.088559985
1.2457,0.42635325,-0.1020024
1.2458,0.42293885,-0.11534415
1.2459,0.41910711,-0.12857206
1.2460001,0.41486183,-0.1416731
1.2460999,0.41020703,-0.15463431
1.2462,0.4051474,-0.16744292
1.2463,0.39968798,-0.18008628
1.2464,0.39383411,-0.19255194
1.2465,0.38759163,-0.20482756
1.2466,0.38096657,-0.21690103
1.2467,0.37396553,-0.22876045
1.2467999,0.36659545,-0.2403941
1.2469,0.35886365,-0.25179055
1.247,0.35077766,-0.2629385
1.2471,0.34234542,-0.27382693
1.2472,0.33357537,-0.28444511
1.2473,0.32447612,-0.29478264
1.2474,0.31505674,-0.30482924
1.2474999,0.30532634,-0.31457499
1.2476,0.29529461,-0.32401028
1.2477,0.28497148,-0.33312583
1.2478,0.27436715,-0.34191263
1.2479,0.26349205,-0.35036203
1.248,0.25235689,-0.35846561
1.2481,0.24097265,-0.36621541
1.2482001,0.22935064,-0.37360385
1.2483,0.21750234,-0.38062364
1.2484,0.20543933,-0.38726771
1.2485,0.19317356,-0.39352959
1.2486,0.18071716,-0.39940313
1.2487,0.16808245,-0.40488252
1.2488,0.15528187,-0.40996239
1.2489001,0.14232799,-0.4146376
1.249,0.12923366,-0.41890359
1.2491,0.11601181,-0.4227562
1.2492,0.1026755,-0.42619169
1.2493,0.089237839,-0.42920649
1.2494,0.075712085,-0.43179771
1.2495,0.06211162,-0.43396279
1.2496001,0.04844987,-0.43569964
1.2497,0.034740333,-0.43700656
1.2498,0.020996474,-0.43788213
1.2499,0.007231893,-0.43832552
1.25,-0.0065398193,-0.43833637
1.2501,-0.020305064,-0.4379147
1.2502,-0.034050267,-0.43706086
1.2503,-0.047761887,-0.43577561
1.2503999,-0.061426368,-0.43406031
1.2505,-0.075030223,-0.43191668
1.2506,-0.088560022,-0.42934689
1.2507,-0.10200243,-0.42635328
1.2508,-0.11534419,-0.42293888
1.2509,-0.12857211,-0.41910711
1.251,-0.14167313,-0.41486177
1.2510999,-0.15463436,-0.41020706
1.2512,-0.16744296,-0.40514743
1.2513,-0.18008633,-0.39968798
1.2514,-0.19255197,-0.39383408
1.2515,-0.20482759,-0.38759163
1.2516,-0.21690106,-0.38096657
1.2517,-0.22876048,-0.37396553
1.2517999,-0.24039413,-0.36659545
1.2519,-0.25179055,-0.35886359
1.252,-0.26293853,-0.35077766
1.2521,-0.27382696,-0.34234545
1.2522,-0.28444517,-0.33357537
1.2523,-0.29478264,-0.32447612
1.2524,-0.30482924,-0.31505668
1.2525001,-0.31457502,-0.30532634
1.2526,-0.32401031,-0.29529461
1.2527,-0.33312583,-0.28497148
1.2528,-0.34191263,-0.27436712
1.2529,-0.35036206,-0.26349205
1.253,-0.35846564,-0.25235689
1.2531,-0.36621544,-0.24097265
1.2532001,-0.37360385,-0.22935063
1.2533,-0.38062361,-0.2175023
1.2534,-0.38726774,-0.20543933
1.2535,-0.39352962,-0.19317356
1.2536,-0.39940315,-0.18071716
1.2537,-0.40488252,-0.16808242
1.2538,-0.40996239,-0.15528184
1.2539001,-0.41463763,-0.14232801
1.2539999,-0.41890362,-0.12923367
1.2541,-0.42275622,-0.11601181
1.2542,-0.42619166,-0.10267548
1.2543,-0.42920652,-0.089237839
1.2544,-0.43179774,-0.075712092
1.2545,-0.43396279,-0.062111624
1.2546,-0.43569964,-0.048449866
1.2546999,-0.43700653,-0.034740318
1.2548,-0.43788213,-0.020996479
1.2549,-0.43832555,-0.0072319005
1.255,-0.4383364,0.0065398146
1.2551,-0.43791467,0.020305067
1.2552,-0.43706086,0.034050263
1.2553,-0.43577564,0.047761876
1.2553999,-0.43406034,0.061426356
1.2555,-0.43191668,0.075030215
1.2556,-0.42934683,0.088560022
1.2557,-0.42635328,0.10200243
1.2558,-0.42293891,0.11534417
1.2559,-0.41910711,0.12857209
1.256,-0.41486177,0.14167312
1.2561001,-0.41020706,0.15463434
1.2562,-0.40514746,0.16744295
1.2563,-0.39968801,0.18008631
1.2564,-0.39383411,0.19255196
1.2565,-0.38759157,0.20482756
1.2566,-0.3809666,0.21690106
1.2567,-0.37396556,0.22876047
1.2568001,-0.36659545,0.24039412
1.2569,-0.35886359,0.25179052
1.257,-0.35077763,0.2629385
1.2571,-0.34234548,0.27382696
1.2572,-0.3335754,0.28444514
1.2573,-0.32447612,0.29478264
1.2574,-0.31505668,0.30482921
1.2575001,-0.30532637,0.31457502
1.2575999,-0.29529464,0.32401031
1.2577,-0.28497151,0.33312583
1.2578,-0.27436712,0.3419126
1.2579,-0.26349202,0.350362
1.258,-0.25235692,0.35846561
1.2581,-0.24097268,0.36621544
1.2582,-0.22935066,0.37360385
1.2582999,-0.2175023,0.38062358
1.2584,-0.20543934,0.38726771
1.2585,-0.1931736,0.39352962
1.2586,-0.1807172,0.39940313
1.2587,-0.16808245,0.40488249
1.2588,-0.15528186,0.40996233
1.2589,-0.14232804,0.41463763
1.2589999,-0.12923372,0.41890362
1.2591,-0.11601184,0.4227562
1.2592,-0.1026755,0.4261916
1.2593,-0.089237854,0.42920646
1.2594,-0.075712129,0.43179774
1.2595,-0.062111665,0.43396279
1.2596,-0.048449904,0.43569961
1.2596999,-0.03474034,0.43700647
1.2598,-0.02099652,0.43788213
1.2599,-0.0072319433,0.43832555
1.26,0.0065397723,0.4383364
1.2601,0.02030503,0.43791467
1.2602,0.034050237,0.4370608
1.2603,0.047761839,0.43577564
1.2604001,0.061426315,0.43406034
1.2605,0.075030178,0.43191668
1.2606,0.088559985,0.4293468
1.2607,0.10200239,0.42635328
1.2608,0.11534414,0.42293891
1.2609,0.12857205,0.41910714
1.261,0.14167309,0.41486177
1.2611001,0.1546343,0.410207
1.2612,0.16744292,0.40514749
1.2613,0.18008627,0.39968804
1.2614,0.19255191,0.39383411
1.2615,0.20482753,0.38759157
1.2616,0.21690102,0.38096657
1.2617,0.22876044,0.37396559
1.2618001,0.24039409,0.36659548
1.2618999,0.25179049,0.35886359
1.262,0.26293844,0.3507776
1.2621,0.27382693,0.34234548
1.2622,0.28444511,0.33357543
1.2623,0.29478261,0.32447615
1.2624,0.30482918,0.31505668
1.2625,0.31457496,0.30532631
1.2625999,0.32401028,0.29529467
1.2627,0.3331258,0.28497154
1.2628,0.3419126,0.27436715
1.2629,0.35036194,0.26349202
1.263,0.35846558,0.25235692
1.2631,0.36621544,0.24097271
1.2632,0.37360382,0.22935069
1.2632999,0.38062355,0.21750231
1.2634,0.38726765,0.20543931
1.2635,0.39352962,0.19317362
1.2636,0.39940313,0.18071721
1.2637,0.40488249,0.16808246
1.2638,0.4099623,0.15528186
1.2639,0.41463757,0.14232802
1.2640001,0.41890362,0.12923373
1.2641,0.42275622,0.11601187
1.2642,0.4261916,0.10267551
1.2643,0.42920643,0.089237846
1.2644,0.43179774,0.075712144
1.2645,0.43396282,0.062111679
1.2646,0.43569961,0.048449915
1.2647001,0.43700647,0.034740344
1.2648,0.43788207,0.020996505
1.2649,0.43832555,0.0072319517
1.265,0.4383364,-0.0065397643
1.2651,0.43791467,-0.020305026
1.2652,0.43706077,-0.034050241
1.2653,0.43577564,-0.047761839
1.2654001,0.43406036,-0.061426315
1.2654999,0.43191668,-0.075030178
1.2656,0.4293468,-0.088559985
1.2657,0.42635322,-0.1020024
1.2658,0.42293894,-0.11534414
1.2659,0.41910714,-0.12857206
1.266,0.41486177,-0.14167309
1.2661,0.41020697,-0.15463431
1.2661999,0.40514743,-0.16744292
1.2663,0.39968804,-0.18008628
1.2664,0.39383414,-0.19255193
1.2665,0.38759157,-0.20482753
1.2666,0.38096654,-0.21690102
1.2667,0.37396559,-0.22876047
1.2668,0.36659551,-0.24039412
