"Time","smee.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smee.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im"
0.021400001,0.18635052,0.22229148
0.021500001,0.17821544,0.23257801
0.021600001,0.16974793,0.24260971
0.0217,0.16095653,0.25237656
0.0218,0.15185006,0.2618688
0.0219,0.14243771,0.27107698
0.022,0.13272889,0.27999184
0.0221,0.12273335,0.2886045
0.0222,0.11246113,0.29690638
0.022299999,0.10192246,0.30488911
0.022399999,0.091127925,0.31254476
0.022500001,0.08008831,0.31986564
0.022600001,0.068814628,0.32684445
0.022700001,0.057318132,0.33347419
0.0228,0.045610316,0.33974823
0.0229,0.033702847,0.3456603
0.023,0.021607585,0.35120443
0.0231,0.0093365982,0.3563751
0.0232,-0.003097883,0.3611671
0.0233,-0.015683493,0.36557564
0.023399999,-0.028407685,0.36959627
0.023499999,-0.041257791,0.37322497
0.023600001,-0.054221027,0.37645808
0.023700001,-0.067284495,0.37929231
0.023800001,-0.080435194,0.38172483
0.0239,-0.093660034,0.38375315
0.024,-0.10694587,0.38537523
0.0241,-0.12027948,0.38658938
0.0242,-0.13364761,0.38739437
0.0243,-0.14703695,0.38778934
0.0244,-0.16043422,0.38777381
0.024499999,-0.17382605,0.38734785
0.024599999,-0.18719915,0.38651171
0.024700001,-0.20054021,0.38526624
0.024800001,-0.21383597,0.38361263
0.024900001,-0.22707321,0.38155243
0.025,-0.24023874,0.37908769
0.0251,-0.2533195,0.37622073
0.0252,-0.26630247,0.37295446
0.0253,-0.27917469,0.36929193
0.0254,-0.2919234,0.36523685
0.0255,-0.30453593,0.36079314
0.025599999,-0.31699964,0.35596514
0.025699999,-0.32930225,0.35075763
0.025800001,-0.34143141,0.34517571
0.025900001,-0.35337508,0.33922487
0.026000001,-0.36512136,0.33291095
0.0261,-0.37665859,0.32624018
0.0262,-0.38797525,0.31921914
0.0263,-0.39906001,0.31185472
0.0264,-0.40990192,0.30415416
0.0265,-0.42049012,0.29612511
0.0266,-0.43081403,0.2877754
0.026699999,-0.44086337,0.27911332
0.026799999,-0.45062813,0.27014738
0.026900001,-0.46009856,0.26088643
0.027000001,-0.46926519,0.25133961
0.027100001,-0.47811887,0.24151629
0.0272,-0.48665076,0.23142622
0.0273,-0.4948523,0.22107929
0.0274,-0.50271529,0.21048574
0.0275,-0.51023191,0.19965602
0.0276,-0.51739454,0.18860079
0.0277,-0.52419609,0.17733097
0.027799999,-0.53062969,0.16585766
0.027899999,-0.53668886,0.15419219
0.028000001,-0.54236752,0.14234605
0.028100001,-0.54765999,0.13033095
0.028200001,-0.55256087,0.11815872
0.0283,-0.55706525,0.10584137
0.0284,-0.56116855,0.093391031
0.0285,-0.5648666,0.080820009
0.0286,-0.56815565,0.068140678
0.0287,-0.57103235,0.055365555
0.0288,-0.57349366,0.042507228
0.028899999,-0.57553715,0.029578384
0.028999999,-0.5771606,0.016591759
0.029100001,-0.57836229,0.0035601645
0.029200001,-0.5791409,-0.0095035518
0.029300001,-0.57949555,-0.022586519
0.0294,-0.57942581,-0.035675839
0.0295,-0.57893157,-0.048758604
0.0296,-0.57801318,-0.061821926
0.0297,-0.57667142,-0.074852936
0.0298,-0.57490748,-0.087838776
0.029899999,-0.57272303,-0.10076667
0.029999999,-0.57011992,-0.11362388
0.030099999,-0.5671007,-0.12639773
0.030200001,-0.56366825,-0.13907564
0.030300001,-0.55982566,-0.15164511
0.030400001,-0.55557662,-0.16409379
0.0305,-0.55092525,-0.17640939
0.0306,-0.54587585,-0.18857981
0.0307,-0.54043335,-0.20059307
0.0308,-0.53460288,-0.21243732
0.0309,-0.52839005,-0.2241009
0.030999999,-0.52180082,-0.23557237
0.031099999,-0.51484144,-0.2468404
0.031199999,-0.50751871,-0.25789395
0.031300001,-0.49983963,-0.26872209
0.031399999,-0.49181151,-0.27931422
0.031500001,-0.48344216,-0.28965992
0.031599998,-0.47473958,-0.29974899
0.0317,-0.46571216,-0.30957153
0.031800002,-0.4563686,-0.3191179
0.0319,-0.44671792,-0.32837871
0.032000002,-0.43676937,-0.33734488
0.032099999,-0.42653257,-0.34600759
0.032200001,-0.41601735,-0.35435835
0.032299999,-0.40523389,-0.36238897
0.032400001,-0.39419255,-0.37009156
0.032499999,-0.38290399,-0.37745857
0.032600001,-0.37137908,-0.38448283
0.032699998,-0.35962892,-0.39115742
0.0328,-0.34766483,-0.39747581
0.032900002,-0.33549836,-0.40343183
0.033,-0.32314122,-0.40901968
0.033100002,-0.31060532,-0.41423389
0.033199999,-0.2979027,-0.41906938
0.033300001,-0.28504565,-0.42352146
0.033399999,-0.27204648,-0.42758578
0.033500001,-0.25891778,-0.43125841
0.033599999,-0.24567212,-0.4345358
0.0337,-0.23232228,-0.4374148
0.033799998,-0.21888109,-0.43989262
0.0339,-0.20536149,-0.44196692
0.034000002,-0.19177645,-0.4436357
0.0341,-0.17813906,-0.44489741
0.034200002,-0.1644624,-0.44575095
0.034299999,-0.15075961,-0.44619548
0.034400001,-0.13704386,-0.44623071
0.034499999,-0.1233283,-0.44585666
0.034600001,-0.10962609,-0.44507381
0.034699999,-0.095950373,-0.44388303
0.0348,-0.082314253,-0.44228563
0.034899998,-0.068730801,-0.44028324
0.035,-0.055213016,-0.43787798
0.035100002,-0.041773837,-0.4350723
0.0352,-0.028426126,-0.43186912
0.035300002,-0.015182637,-0.42827171
0.035399999,-0.0020560243,-0.42428374
0.035500001,0.01094118,-0.41990924
0.035599999,0.023796579,-0.4151527
0.035700001,0.03649791,-0.41001892
0.035799999,0.049033076,-0.40451312
0.0359,0.06139015,-0.39864087
0.035999998,0.073557377,-0.39240807
0.0361,0.085523188,-0.38582104
0.036200002,0.097276241,-0.37888646
0.0363,0.10880539,-0.3716113
0.036400001,0.1200997,-0.36400288
0.036499999,0.1311485,-0.35606891
0.036600001,0.14194137,-0.34781736
0.036699999,0.1524681,-0.33925655
0.036800001,0.16271877,-0.3303951
0.036899999,0.17268379,-0.32124195
0.037,0.18235373,-0.31180626
0.037099998,0.19171961,-0.30209759
0.0372,0.20077261,-0.29212573
0.037300002,0.20950432,-0.28190064
0.0374,0.21790659,-0.27143267
0.037500001,0.22597165,-0.26073232
0.037599999,0.23369204,-0.24981037
0.037700001,0.2410606,-0.23867783
0.037799999,0.2480706,-0.22734587
0.037900001,0.25471562,-0.21582593
0.037999999,0.26098961,-0.20412959
0.0381,0.26688686,-0.19226861
0.038199998,0.27240214,-0.18025497
0.0383,0.27753043,-0.16810071
0.038400002,0.28226724,-0.15581812
0.0385,0.2866084,-0.14341953
0.038600001,0.29055017,-0.13091747
0.038699999,0.29408914,-0.11832452
0.038800001,0.29722238,-0.10565335
0.038899999,0.29994732,-0.092916757
0.039000001,0.30226177,-0.080127575
0.039099999,0.30416402,-0.067298688
0.0392,0.30565268,-0.054443061
0.039299998,0.30672687,-0.041573655
0.0394,0.30738601,-0.028703459
0.039500002,0.30763003,-0.01584547
0.0396,0.30745921,-0.0030126795
0.039700001,0.30687422,0.0097819492
0.039799999,0.30587623,0.022525478
0.039900001,0.30446672,0.035205022
0.039999999,0.30264768,0.047807742
0.040100001,0.30042139,0.060320888
0.040199999,0.29779065,0.072731778
0.0403,0.29475853,0.085027844
0.040399998,0.29132861,0.097196601
0.0405,0.28750482,0.10922571
0.040600002,0.28329149,0.12110295
0.0407,0.27869329,0.13281626
0.040800001,0.27371529,0.1443537
0.040899999,0.268363,0.15570356
0.041000001,0.2626422,0.16685426
0.041099999,0.25655913,0.17779444
0.041200001,0.25012028,0.18851291
0.041299999,0.24333261,0.19899873
0.0414,0.23620331,0.20924117
0.041499998,0.22873999,0.21922973
0.0416,0.22095057,0.22895418
0.041700002,0.21284324,0.2384045
0.0418,0.20442656,0.24757098
0.041900001,0.19570941,0.25644419
0.041999999,0.18670088,0.26501492
0.042100001,0.17741042,0.2732743
0.042199999,0.16784777,0.28121382
0.042300001,0.15802287,0.28882518
0.042399999,0.14794594,0.29610044
0.0425,0.1376275,0.30303201
0.042599998,0.12707825,0.30961257
0.0427,0.11630912,0.31583524
0.042800002,0.10533129,0.32169339
0.0429,0.094156109,0.3271808
0.043000001,0.082795151,0.33229163
0.043099999,0.071260132,0.33702034
0.043200001,0.059562985,0.34136179
0.043299999,0.047715772,0.34531128
0.043400001,0.035730697,0.34886441
0.043499999,0.023620117,0.35201716
0.0436,0.011396513,0.35476601
0.043699998,-0.00092755334,0.35710773
0.0438,-0.013339393,0.35903949
0.043900002,-0.025826238,0.36055893
0.044,-0.038375258,0.36166403
0.044100001,-0.050973557,0.36235321
0.044199999,-0.063608192,0.36262527
0.044300001,-0.076266184,0.36247945
0.044399999,-0.088934541,0.36191535
0.044500001,-0.10160024,0.36093304
0.044599999,-0.1142503,0.35953298
0.0447,-0.12687173,0.35771596
0.044799998,-0.13945158,0.35548332
0.0449,-0.15197691,0.3528367
0.045000002,-0.16443491,0.34977818
0.0451,-0.17681274,0.34631023
0.045200001,-0.18909773,0.34243575
0.045299999,-0.20127727,0.33815801
0.045400001,-0.21333882,0.33348066
0.045499999,-0.22527002,0.32840782
0.045600001,-0.23705859,0.32294393
0.045699999,-0.24869244,0.31709379
0.0458,-0.26015958,0.31086263
0.045899998,-0.27144822,0.30425608
0.046,-0.28254676,0.29728007
0.046100002,-0.29344377,0.28994095
0.0462,-0.30412799,0.28224534
0.046300001,-0.31458843,0.27420035
0.046399999,-0.32481432,0.26581329
0.046500001,-0.33479506,0.25709188
0.046599999,-0.34452036,0.24804421
0.046700001,-0.35398015,0.23867857
0.046799999,-0.36316463,0.22900368
0.0469,-0.37206429,0.21902852
0.046999998,-0.38066986,0.20876233
0.0471,-0.38897243,0.19821471
0.047200002,-0.39696333,0.18739548
0.0473,-0.40463424,0.17631476
0.047400001,-0.41197714,0.1649829
0.047499999,-0.41898429,0.15341052
0.047600001,-0.42564839,0.14160851
0.047699999,-0.4319624,0.12958789
0.047800001,-0.43791962,0.11736
0.047899999,-0.44351378,0.10493634
0.048,-0.4487389,0.092328601
0.048099998,-0.45358938,0.079548664
0.0482,-0.45806,0.066608585
0.048300002,-0.46214595,0.053520586
0.0484,-0.46584275,0.040297013
0.048500001,-0.46914634,0.026950371
0.048599999,-0.47205302,0.013493287
0.048700001,-0.47455952,-6.1514111e-05
0.048799999,-0.4766629,-0.013701201
0.048900001,-0.47836074,-0.02741285
0.048999999,-0.47965094,-0.041183472
0.0491,-0.48053178,-0.055000018
0.049199998,-0.481002,-0.068849385
0.0493,-0.48106074,-0.082718432
0.049400002,-0.48070753,-0.096594006
0.0495,-0.47994232,-0.11046294
0.049600001,-0.47876546,-0.12431207
0.049699999,-0.47717777,-0.13812824
0.049800001,-0.47518033,-0.15189834
0.049899999,-0.4727748,-0.16560929
0.050000001,-0.46996316,-0.17924806
0.050099999,-0.46674776,-0.19280171
0.0502,-0.4631314,-0.20625736
0.050299998,-0.45911732,-0.21960223
0.0504,-0.45470902,-0.23282363
0.050500002,-0.44991055,-0.24590902
0.0506,-0.44472623,-0.25884598
0.050700001,-0.43916082,-0.27162221
0.050799999,-0.43321943,-0.28422561
0.050900001,-0.4269076,-0.29664421
0.050999999,-0.42023113,-0.3088662
0.051100001,-0.4131963,-0.32088
0.051199999,-0.40580967,-0.33267424
0.0513,-0.39807817,-0.34423774
0.051399998,-0.39000905,-0.35555953
0.0515,-0.38160998,-0.36662892
0.051600002,-0.37288883,-0.37743539
0.0517,-0.3638539,-0.38796878
0.051800001,-0.3545137,-0.39821911
0.051899999,-0.34487718,-0.40817672
0.052000001,-0.33495343,-0.4178322
0.052099999,-0.32475194,-0.42717645
0.052200001,-0.31428239,-0.43620071
0.052299999,-0.30355483,-0.44489652
0.0524,-0.29257944,-0.45325565
0.052499998,-0.28136674,-0.4612703
0.0526,-0.26992744,-0.46893302
0.052700002,-0.25827253,-0.47623661
0.0528,-0.2464131,-0.48317429
0.052900001,-0.23436055,-0.48973963
0.052999999,-0.22212645,-0.49592653
0.053100001,-0.2097225,-0.50172925
0.053199999,-0.19716063,-0.50714254
0.053300001,-0.18445289,-0.51216137
0.053399999,-0.17161147,-0.51678121
0.0535,-0.15864871,-0.52099788
0.053599998,-0.14557707,-0.52480763
0.0537,-0.13240911,-0.528207
0.053800002,-0.11915747,-0.53119302
0.0539,-0.10583491,-0.53376317
0.054000001,-0.092454225,-0.5359152
0.054099999,-0.079028279,-0.53764737
0.054200001,-0.065569982,-0.53895825
0.054299999,-0.052092284,-0.53984708
0.054400001,-0.038608134,-0.54031312
0.054499999,-0.025130499,-0.54035634
0.0546,-0.011672342,-0.53997701
0.054699998,0.0017533998,-0.53917581
0.0548,0.015133822,-0.53795391
0.054900002,0.028456062,-0.53631276
0.055,0.041707318,-0.53425431
0.055100001,0.054874852,-0.5317809
0.055199999,0.067946017,-0.52889526
0.055300001,0.080908269,-0.52560055
0.055399999,0.093749143,-0.5219003
0.055500001,0.10645632,-0.51779836
0.055599999,0.11901761,-0.51329911
0.0557,0.13142096,-0.50840729
0.055799998,0.14365448,-0.50312787
0.0559,0.15570642,-0.49746644
0.056000002,0.16756527,-0.49142876
0.0561,0.17921966,-0.485021
0.056200001,0.19065842,-0.47824973
0.056299999,0.20187064,-0.47112185
0.056400001,0.21284555,-0.46364462
0.056499999,0.22357272,-0.4558256
0.056600001,0.23404187,-0.44767269
0.056699999,0.24424303,-0.43919414
0.0568,0.25416648,-0.43039849
0.056899998,0.26380277,-0.4212946
0.057,0.27314273,-0.41189158
0.057100002,0.28217748,-0.40219888
0.0572,0.29089844,-0.39222622
0.057300001,0.29929736,-0.38198355
0.057399999,0.30736628,-0.37148109
0.057500001,0.3150976,-0.36072934
0.057599999,0.32248399,-0.34973904
0.057700001,0.3295185,-0.33852109
0.057799999,0.33619455,-0.32708663
0.0579,0.34250587,-0.31544709
0.057999998,0.34844655,-0.30361396
0.0581,0.35401106,-0.29159901
0.058200002,0.35919425,-0.27941412
0.0583,0.36399132,-0.26707137
0.058400001,0.36839786,-0.25458297
0.058499999,0.37240985,-0.24196126
0.058600001,0.37602362,-0.22921869
0.058699999,0.37923595,-0.21636787
0.058800001,0.38204396,-0.20342143
0.058899999,0.38444522,-0.19039215
0.059,0.38643765,-0.17729287
0.059099998,0.38801959,-0.16413645
0.0592,0.38918978,-0.15093584
0.059300002,0.38994741,-0.13770403
0.0594,0.39029196,-0.12445398
0.059500001,0.39022341,-0.11119869
0.059599999,0.38974217,-0.097951181
0.059700001,0.38884896,-0.084724419
0.059799999,0.38754493,-0.071531348
0.059900001,0.38583168,-0.05838488
0.059999999,0.38371122,-0.045297872
0.0601,0.38118586,-0.032283105
0.060199998,0.37825838,-0.01935328
0.0603,0.37493199,-0.006521015
0.060400002,0.37121019,0.0062011848
0.0605,0.36709693,0.018800927
0.060600001,0.36259657,0.031265955
0.060699999,0.35771382,0.043584149
0.060800001,0.35245368,0.055743534
0.060899999,0.34682167,0.067732319
0.061000001,0.34082362,0.079538874
0.061099999,0.33446562,0.091151759
0.0612,0.32775426,0.10255973
0.061299998,0.32069641,0.11375178
0.0614,0.31329924,0.12471707
0.061500002,0.30557033,0.13544504
0.0616,0.29751754,0.14592536
0.061700001,0.28914905,0.15614794
0.061799999,0.28047335,0.16610296
0.061900001,0.27149925,0.17578086
0.061999999,0.26223585,0.18517238
0.062100001,0.25269249,0.19426852
0.062199999,0.24287881,0.20306063
0.0623,0.23280478,0.21154031
0.062399998,0.22248049,0.2196995
0.0625,0.2119164,0.22753048
0.062600002,0.20112316,0.23502582
0.062700003,0.19011162,0.24217847
0.062799998,0.17889287,0.24898168
0.062899999,0.16747819,0.25542909
0.063000001,0.15587908,0.26151469
0.063100003,0.14410719,0.26723284
0.063199997,0.13217434,0.27257818
0.063299999,0.12009253,0.2775459
0.0634,0.10787388,0.2821314
0.063500002,0.095530666,0.28633055
0.063600004,0.08307527,0.29013962
0.063699998,0.0705202,0.29355517
0.0638,0.057878036,0.29657426
0.063900001,0.045161467,0.29919434
0.064000003,0.032383248,0.30141318
0.064099997,0.019556178,0.303229
0.064199999,0.0066931252,0.30464044
0.064300001,-0.0061930162,0.30564654
0.064400002,-0.019089332,0.30624673
0.064499997,-0.031982902,0.30644083
0.064599998,-0.044860803,0.30622908
0.0647,-0.057710126,0.30561218
0.064800002,-0.070518002,0.30459112
0.064900003,-0.083271593,0.3031674
0.064999998,-0.095958121,0.30134287
0.065099999,-0.10856488,0.2991198
0.065200001,-0.12107923,0.29650083
0.065300003,-0.13348863,0.29348904
0.065399997,-0.14578065,0.29008788
0.065499999,-0.15794297,0.28630117
0.0656,-0.16996339,0.28213313
0.065700002,-0.18182987,0.2775884
0.065800004,-0.19353051,0.27267191
0.065899998,-0.20505358,0.26738903
0.066,-0.21638754,0.26174551
0.066100001,-0.227521,0.25574738
0.066200003,-0.23844279,0.24940111
0.066299997,-0.24914198,0.24271347
0.066399999,-0.25960779,0.23569156
0.066500001,-0.26982975,0.22834286
0.066600002,-0.27979755,0.22067514
0.066699997,-0.28950125,0.21269652
0.066799998,-0.298931,0.20441537
0.0669,-0.30807739,0.19584043
0.067000002,-0.31693125,0.18698072
0.067100003,-0.32548356,0.17784552
0.067199998,-0.33372581,0.1684444
0.067299999,-0.34164965,0.15878718
0.067400001,-0.3492471,0.14888397
0.067500003,-0.35651052,0.13874508
0.067599997,-0.36343253,0.1283811
0.067699999,-0.37000614,0.11780285
0.0678,-0.37622476,0.10702129
0.067900002,-0.38208202,0.096047677
0.068000004,-0.38757199,0.084893413
0.068099998,-0.39268914,0.073570073
0.0682,-0.39742818,0.062089421
0.068300001,-0.40178436,0.050463386
0.068400003,-0.4057532,0.038704023
0.068499997,-0.40933061,0.026823526
0.068599999,-0.4125129,0.014834221
0.068700001,-0.41529679,0.0027485436
0.068800002,-0.41767937,-0.0094209928
0.068899997,-0.41965815,-0.021661766
0.068999998,-0.42123106,-0.033961091
0.0691,-0.42239633,-0.046306219
0.069200002,-0.42315271,-0.058684368
0.069300003,-0.42349929,-0.071082704
0.069399998,-0.4234356,-0.083488367
0.069499999,-0.42296153,-0.095888518
0.069600001,-0.42207742,-0.10827029
0.069700003,-0.42078403,-0.12062083
0.069799997,-0.41908243,-0.13292736
0.069899999,-0.41697422,-0.14517708
0.07,-0.41446131,-0.15735729
0.070100002,-0.41154605,-0.16945533
0.070200004,-0.40823117,-0.18145865
0.070299998,-0.4045198,-0.19335476
0.0704,-0.40041551,-0.20513128
0.070500001,-0.39592215,-0.21677597
0.070600003,-0.39104405,-0.22827668
0.070699997,-0.38578591,-0.23962145
0.070799999,-0.38015273,-0.2507984
0.070900001,-0.37415001,-0.26179591
0.071000002,-0.36778346,-0.27260247
0.071099997,-0.36105931,-0.28320673
0.071199998,-0.353984,-0.29359764
0.0713,-0.34656444,-0.30376422
0.071400002,-0.33880776,-0.31369588
0.071500003,-0.33072153,-0.32338208
0.071599998,-0.32231358,-0.33281264
0.071699999,-0.31359211,-0.34197763
0.071800001,-0.30456555,-0.3508673
0.071900003,-0.2952427,-0.35947224
0.071999997,-0.28563264,-0.36778328
0.072099999,-0.27574474,-0.37579161
0.0722,-0.26558861,-0.3834886
0.072300002,-0.25517416,-0.39086601
0.072400004,-0.24451153,-0.3979159
0.072499998,-0.23361111,-0.40463063
0.0726,-0.22248356,-0.4110029
0.072700001,-0.21113972,-0.41702577
0.072800003,-0.19959068,-0.42269263
0.072899997,-0.1878477,-0.42799717
0.072999999,-0.17592226,-0.43293351
0.073100001,-0.16382599,-0.43749607
0.073200002,-0.15157072,-0.44167969
