"Time","sensor_frame_a1.r[1]","sensor_frame_a1.r[2]","sensor_frame_a1.r[3]","sensor_frame_a1.v[1]","sensor_frame_a1.v[2]","sensor_frame_a1.v[3]","sensor_frame_a1.a[1]","sensor_frame_a1.a[2]","sensor_frame_a1.a[3]","sensor_frame_a1.angles[1]","sensor_frame_a1.angles[2]","sensor_frame_a1.angles[3]","sensor_frame_a1.w[1]","sensor_frame_a1.w[2]","sensor_frame_a1.w[3]","sensor_frame_a1.z[1]","sensor_frame_a1.z[2]","sensor_frame_a1.z[3]","sensor_frame_a2.r[1]","sensor_frame_a2.r[2]","sensor_frame_a2.r[3]","sensor_frame_a2.v[1]","sensor_frame_a2.v[2]","sensor_frame_a2.v[3]","sensor_frame_a2.a[1]","sensor_frame_a2.a[2]","sensor_frame_a2.a[3]","sensor_frame_a2.angles[1]","sensor_frame_a2.angles[2]","sensor_frame_a2.angles[3]","sensor_frame_a2.w[1]","sensor_frame_a2.w[2]","sensor_frame_a2.w[3]","sensor_frame_a2.z[1]","sensor_frame_a2.z[2]","sensor_frame_a2.z[3]","sensor_world1.r[1]","sensor_world1.r[2]","sensor_world1.r[3]","sensor_world1.v[1]","sensor_world1.v[2]","sensor_world1.v[3]","sensor_world1.a[1]","sensor_world1.a[2]","sensor_world1.a[3]","sensor_world1.angles[1]","sensor_world1.angles[2]","sensor_world1.angles[3]","sensor_world1.w[1]","sensor_world1.w[2]","sensor_world1.w[3]","sensor_world1.z[1]","sensor_world1.z[2]","sensor_world1.z[3]","sensor_world2.r[1]","sensor_world2.r[2]","sensor_world2.r[3]","sensor_world2.v[1]","sensor_world2.v[2]","sensor_world2.v[3]","sensor_world2.a[1]","sensor_world2.a[2]","sensor_world2.a[3]","sensor_world2.angles[1]","sensor_world2.angles[2]","sensor_world2.angles[3]","sensor_world2.w[1]","sensor_world2.w[2]","sensor_world2.w[3]","sensor_world2.z[1]","sensor_world2.z[2]","sensor_world2.z[3]"
0.0099999998,1,0,1,-2.7012913e-05,-0.14700584,2.7012913e-05,-0.018908482,-14.700377,-0.0027022345,0.00036752495,-1.3506792e-07,-0.00036750679,0.073506311,-2.7012913e-05,-0.073499523,7.3513732,-0.0081036221,-7.3490043,1,0,1,-2.7012913e-05,-0.14700584,2.7012913e-05,-0.018908482,-14.700377,-0.0027022345,0.00036752495,-1.3506792e-07,-0.00036750679,0.073506311,-2.7012913e-05,-0.073499523,7.3513732,-0.0081036221,-7.3490043,0.99999982,-0.00073503173,0.99999994,-8.1038554e-05,-0.14700581,-2.7015403e-05,-0.024310969,-14.700367,-0.0081049902,0.00036752495,-1.3506792e-07,-0.00036750679,0.073506303,-2.7014068e-05,-0.073499531,7.3513708,-0.0081043588,-7.3490067,0.99999982,-0.00073503173,0.99999994,-8.1038554e-05,-0.14700581,-2.7015403e-05,-0.024310969,-14.700367,-0.0081049902,0.00036752495,-1.3506792e-07,-0.00036750679,0.073506303,-2.7014068e-05,-0.073499531,7.3513708,-0.0081043588,-7.3490067
0.011,1,0,1,-3.5953723e-05,-0.16170619,3.5953723e-05,-0.022878721,-14.700335,-0.003270173,0.00044470894,-1.9775257e-07,-0.00044467862,0.080858439,-3.5953723e-05,-0.080847748,7.3519006,-0.0098051392,-7.348434,1,0,1,-3.5953723e-05,-0.16170619,3.5953723e-05,-0.022878721,-14.700335,-0.003270173,0.00044470894,-1.9775257e-07,-0.00044467862,0.080858439,-3.5953723e-05,-0.080847748,7.3519006,-0.0098051392,-7.348434,0.9999997,-0.00088938756,0.99999988,-0.00010786101,-0.16170616,-3.5958474e-05,-0.029415643,-14.70032,-0.0098075429,0.00044470894,-1.9775257e-07,-0.00044467862,0.080858432,-3.5956022e-05,-0.080847755,7.3518968,-0.009806456,-7.3484378,0.9999997,-0.00088938756,0.99999988,-0.00010786101,-0.16170616,-3.5958474e-05,-0.029415643,-14.70032,-0.0098075429,0.00044470894,-1.9775257e-07,-0.00044467862,0.080858432,-3.5956022e-05,-0.080847755,7.3518968,-0.009806456,-7.3484378
0.012,1,-1.0842022e-19,1,-4.6676989e-05,-0.1764065,4.6676989e-05,-0.027226796,-14.700291,-0.0038924608,0.00052924472,-2.8007582e-07,-0.00052919902,0.088211045,-4.6676989e-05,-0.088195458,7.3525996,-0.011668543,-7.3476911,1,-1.0842022e-19,1,-4.6676989e-05,-0.1764065,4.6676989e-05,-0.027226796,-14.700291,-0.0038924608,0.00052924472,-2.8007582e-07,-0.00052919902,0.088211045,-4.6676989e-05,-0.088195458,7.3525996,-0.011668543,-7.3476911,0.99999958,-0.0010584438,0.99999988,-0.00014003113,-0.17640646,-4.6685236e-05,-0.035006173,-14.700271,-0.011672513,0.00052924472,-2.8007582e-07,-0.00052919902,0.088211037,-4.6681202e-05,-0.088195466,7.3525944,-0.011670802,-7.3476963,0.99999958,-0.0010584438,0.99999988,-0.00014003113,-0.17640646,-4.6685236e-05,-0.035006173,-14.700271,-0.011672513,0.00052924472,-2.8007582e-07,-0.00052919902,0.088211037,-4.6681202e-05,-0.088195466,7.3525944,-0.011670802,-7.3476963
0.013,1,0,1,-5.9344573e-05,-0.19110677,5.9344573e-05,-0.031952549,-14.700247,-0.0045692562,0.00062113383,-3.8576542e-07,-0.00062106631,0.095564477,-5.9344573e-05,-0.095542289,7.3535028,-0.013693766,-7.3467441,1,0,1,-5.9344573e-05,-0.19110677,5.9344573e-05,-0.031952549,-14.700247,-0.0045692562,0.00062113383,-3.8576542e-07,-0.00062106631,0.095564477,-5.9344573e-05,-0.095542289,7.3535028,-0.013693766,-7.3467441,0.9999994,-0.0012422003,0.99999982,-0.00017803456,-0.19110669,-5.9358339e-05,-0.041082367,-14.700218,-0.013700077,0.00062113383,-3.8576542e-07,-0.00062106631,0.095564462,-5.9351889e-05,-0.095542312,7.3534956,-0.013697463,-7.3467512,0.9999994,-0.0012422003,0.99999982,-0.00017803456,-0.19110669,-5.9358339e-05,-0.041082367,-14.700218,-0.013700077,0.00062113383,-3.8576542e-07,-0.00062106631,0.095564462,-5.9351889e-05,-0.095542312,7.3534956,-0.013697463,-7.3467512
0.014,1,-1.0842022e-19,1,-7.4118136e-05,-0.20580699,7.4118136e-05,-0.037055735,-14.700201,-0.0053007961,0.00072037871,-5.1887321e-07,-0.00072027813,0.1029193,-7.4118136e-05,-0.1028877,7.3546438,-0.015880721,-7.3455577,1,-1.0842022e-19,1,-7.4118136e-05,-0.20580699,7.4118136e-05,-0.037055735,-14.700201,-0.0053007961,0.00072037871,-5.1887321e-07,-0.00072027813,0.1029193,-7.4118136e-05,-0.1028877,7.3546438,-0.015880721,-7.3455577,0.99999923,-0.0014406568,0.99999976,-0.00022235641,-0.20580688,-7.414088e-05,-0.047643952,-14.700163,-0.015890509,0.00072037871,-5.1887321e-07,-0.00072027813,0.10291927,-7.4130527e-05,-0.10288772,7.3546343,-0.015886519,-7.3455672,0.99999923,-0.0014406568,0.99999976,-0.00022235641,-0.20580688,-7.414088e-05,-0.047643952,-14.700163,-0.015890509,0.00072037871,-5.1887321e-07,-0.00072027813,0.10291927,-7.4130527e-05,-0.10288772,7.3546343,-0.015886519,-7.3455672
0.015,1,0,1,-9.1159491e-05,-0.22050717,9.1159491e-05,-0.042536233,-14.700154,-0.0060871951,0.00082697754,-6.8377517e-07,-0.0008268361,0.1102751,-9.1159491e-05,-0.11023206,7.3560619,-0.018229265,-7.3440928,1,0,1,-9.1159491e-05,-0.22050717,9.1159491e-05,-0.042536233,-14.700154,-0.0060871951,0.00082697754,-6.8377517e-07,-0.0008268361,0.1102751,-9.1159491e-05,-0.11023206,7.3560619,-0.018229265,-7.3440928,0.99999899,-0.0016538138,0.99999964,-0.00027348279,-0.22050701,-9.1195056e-05,-0.05469083,-14.700105,-0.018243894,0.00082697754,-6.8377517e-07,-0.0008268361,0.11027507,-9.1179456e-05,-0.11023211,7.3560495,-0.018238112,-7.3441052,0.99999899,-0.0016538138,0.99999964,-0.00027348279,-0.22050701,-9.1195056e-05,-0.05469083,-14.700105,-0.018243894,0.00082697754,-6.8377517e-07,-0.0008268361,0.11027507,-9.1179456e-05,-0.11023211,7.3560495,-0.018238112,-7.3441052
0.016000001,1,-3.2526065e-19,1,-0.00011063009,-0.2352073,0.00011063009,-0.048393708,-14.700107,-0.0069287918,0.00094093359,-8.8517157e-07,-0.00094073697,0.11763258,-0.00011063009,-0.11757472,7.3577971,-0.020739261,-7.3423095,1,-3.2526065e-19,1,-0.00011063009,-0.2352073,0.00011063009,-0.048393708,-14.700107,-0.0069287918,0.00094093359,-8.8517157e-07,-0.00094073697,0.11763258,-0.00011063009,-0.11757472,7.3577971,-0.020739261,-7.3423095,0.99999869,-0.0018816707,0.99999958,-0.00033189831,-0.2352071,-0.00011068447,-0.062222611,-14.700042,-0.020760618,0.00094093359,-8.8517157e-07,-0.00094073697,0.11763252,-0.00011066135,-0.11757477,7.3577809,-0.020752372,-7.3423257,0.99999869,-0.0018816707,0.99999958,-0.00033189831,-0.2352071,-0.00011068447,-0.062222611,-14.700042,-0.020760618,0.00094093359,-8.8517157e-07,-0.00094073697,0.11763252,-0.00011066135,-0.11757477,7.3577809,-0.020752372,-7.3423257
0.017000001,1,-2.1684043e-19,1,-0.00013269122,-0.24990737,0.00013269122,-0.054627791,-14.700058,-0.0078259408,0.0010622488,-1.1280864e-06,-0.0010619786,0.12499212,-0.00013269122,-0.12491526,7.3598928,-0.023410529,-7.3401647,1,-2.1684043e-19,1,-0.00013269122,-0.24990737,0.00013269122,-0.054627791,-14.700058,-0.0078259408,0.0010622488,-1.1280864e-06,-0.0010619786,0.12499212,-0.00013269122,-0.12491526,7.3598928,-0.023410529,-7.3401647,0.99999833,-0.0021242278,0.99999946,-0.00039808755,-0.24990709,-0.00013277278,-0.070238896,-14.699975,-0.023441061,0.0010622488,-1.1280864e-06,-0.0010619786,0.12499205,-0.00013273902,-0.12491533,7.3598719,-0.023429476,-7.3401856,0.99999833,-0.0021242278,0.99999946,-0.00039808755,-0.24990709,-0.00013277278,-0.070238896,-14.699975,-0.023441061,0.0010622488,-1.1280864e-06,-0.0010619786,0.12499205,-0.00013273902,-0.12491533,7.3598719,-0.023429476,-7.3401856
0.017999999,1,-2.1684043e-19,1,-0.00015750427,-0.2646074,0.00015750427,-0.061238203,-14.700006,-0.0087789288,0.0011909226,-1.4178684e-06,-0.0011905619,0.13235356,-0.00015750427,-0.13225384,7.3623953,-0.02624283,-7.3376112,1,-2.1684043e-19,1,-0.00015750427,-0.2646074,0.00015750427,-0.061238203,-14.700006,-0.0087789288,0.0011909226,-1.4178684e-06,-0.0011905619,0.13235356,-0.00015750427,-0.13225384,7.3623953,-0.02624283,-7.3376112,0.99999785,-0.0023814847,0.99999928,-0.00047253582,-0.26460704,-0.00015762291,-0.078739412,-14.699903,-0.026285499,0.0011909226,-1.4178684e-06,-0.0011905619,0.13235347,-0.00015757518,-0.13225394,7.3623691,-0.026269659,-7.3376374,0.99999785,-0.0023814847,0.99999928,-0.00047253582,-0.26460704,-0.00015762291,-0.078739412,-14.699903,-0.026285499,0.0011909226,-1.4178684e-06,-0.0011905619,0.13235347,-0.00015757518,-0.13225394,7.3623691,-0.026269659,-7.3376374
0.018999999,1,-2.1684043e-19,1,-0.00018522979,-0.2793074,0.00018522979,-0.068224266,-14.699953,-0.0097884238,0.0013269617,-1.7601897e-06,-0.0013264796,0.13971819,-0.00018522979,-0.13958919,7.3653512,-0.029235935,-7.3346024,1,-2.1684043e-19,1,-0.00018522979,-0.2793074,0.00018522979,-0.068224266,-14.699953,-0.0097884238,0.0013269617,-1.7601897e-06,-0.0013264796,0.13971819,-0.00018522979,-0.13958919,7.3653512,-0.029235935,-7.3346024,0.99999738,-0.0026534416,0.99999911,-0.00055572536,-0.27930689,-0.0001854008,-0.087723367,-14.699824,-0.029294701,0.0013269617,-1.7601897e-06,-0.0013264796,0.13971807,-0.00018533344,-0.13958931,7.3653188,-0.029273143,-7.3346348,0.99999738,-0.0026534416,0.99999911,-0.00055572536,-0.27930689,-0.0001854008,-0.087723367,-14.699824,-0.029294701,0.0013269617,-1.7601897e-06,-0.0013264796,0.13971807,-0.00018533344,-0.13958931,7.3653188,-0.029273143,-7.3346348
0.02,1,2.1684043e-19,1,-0.00021602886,-0.2940073,0.00021602886,-0.075585626,-14.699898,-0.010854771,0.0014703637,-2.161047e-06,-0.0014697342,0.14708552,-0.00021602886,-0.1469218,7.368814,-0.032389496,-7.3310843,1,2.1684043e-19,1,-0.00021602886,-0.2940073,0.00021602886,-0.075585626,-14.699898,-0.010854771,0.0014703637,-2.161047e-06,-0.0014697342,0.14708552,-0.00021602886,-0.1469218,7.368814,-0.032389496,-7.3310843,0.99999678,-0.0029400983,0.99999893,-0.00064814155,-0.29400668,-0.00021626936,-0.097190455,-14.699739,-0.032468971,0.0014703637,-2.161047e-06,-0.0014697342,0.14708537,-0.00021617678,-0.14692195,7.3687739,-0.032440275,-7.3311238,0.99999678,-0.0029400983,0.99999893,-0.00064814155,-0.29400668,-0.00021626936,-0.097190455,-14.699739,-0.032468971,0.0014703637,-2.161047e-06,-0.0014697342,0.14708537,-0.00021617678,-0.14692195,7.3687739,-0.032440275,-7.3311238
0.021,1,0,1,-0.00025006133,-0.30870718,0.00025006133,-0.083321363,-14.699841,-0.011978883,0.0016211391,-2.6267608e-06,-0.001620315,0.15445714,-0.00025006133,-0.15425006,7.3728342,-0.035703205,-7.3270063,1,0,1,-0.00025006133,-0.30870718,0.00025006133,-0.083321363,-14.699841,-0.011978883,0.0016211391,-2.6267608e-06,-0.001620315,0.15445714,-0.00025006133,-0.15425006,7.3728342,-0.035703205,-7.3270063,0.99999607,-0.0032414549,0.99999869,-0.00075026433,-0.30870637,-0.00025039673,-0.10713959,-14.699648,-0.035809375,0.0016211391,-2.6267608e-06,-0.001620315,0.15445693,-0.00025026943,-0.15425025,7.372786,-0.035771344,-7.3270545,0.99999607,-0.0032414549,0.99999869,-0.00075026433,-0.30870637,-0.00025039673,-0.10713959,-14.699648,-0.035809375,0.0016211391,-2.6267608e-06,-0.001620315,0.15445693,-0.00025026943,-0.15425025,7.372786,-0.035771344,-7.3270545
0.022,1,-2.1684043e-19,1,-0.00028748764,-0.32340699,0.00028748764,-0.091430947,-14.69978,-0.013161301,0.0017792858,-3.1639759e-06,-0.0017782243,0.16183268,-0.00028748764,-0.16157432,7.377471,-0.039176602,-7.3223095,1,-2.1684043e-19,1,-0.00028748764,-0.32340699,0.00028748764,-0.091430947,-14.69978,-0.013161301,0.0017792858,-3.1639759e-06,-0.0017782243,0.16183268,-0.00028748764,-0.16157432,7.377471,-0.039176602,-7.3223095,0.99999523,-0.0035575109,0.99999839,-0.00086257793,-0.32340598,-0.0002879469,-0.11757025,-14.699548,-0.03931642,0.0017792858,-3.1639759e-06,-0.0017782243,0.16183242,-0.0002877751,-0.16157457,7.3774128,-0.039266817,-7.3223677,0.99999523,-0.0035575109,0.99999839,-0.00086257793,-0.32340598,-0.0002879469,-0.11757025,-14.699548,-0.03931642,0.0017792858,-3.1639759e-06,-0.0017782243,0.16183242,-0.0002877751,-0.16157457,7.3774128,-0.039266817,-7.3223677
