"Time","imc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","mass.s","imc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","imcQS.rotorCage.port_p.reference.gamma","massQS.v","mass.v","imc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","vfController.x","massQS.s","imc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re"
4.9365001,-0.34528562,29.601795,-0.21142422,75.172928,0.32618681,0.3298077,0.13874356,1256.0037,29.520769,0.31405672
4.9366002,-0.3453221,29.601828,-0.21078354,75.173622,0.32532659,0.32895809,0.13851555,1256.0056,29.520802,0.31441313
4.9366999,-0.3453584,29.60186,-0.2101433,75.174309,0.32446614,0.32810834,0.1382875,1256.0077,29.520834,0.31476745
4.9368,-0.34539449,29.601892,-0.20950352,75.175003,0.32360551,0.3272585,0.13805944,1256.0096,29.520866,0.31511971
4.9369001,-0.34543037,29.601927,-0.2088642,75.17569,0.32274461,0.32640854,0.13783135,1256.0116,29.520899,0.31546995
4.9369998,-0.34546611,29.601959,-0.20822534,75.176384,0.32188353,0.32555842,0.13760324,1256.0137,29.520931,0.31581813
4.9370999,-0.3455016,29.601992,-0.20758696,75.177078,0.32102221,0.32470819,0.1373751,1256.0156,29.520964,0.31616426
4.9372001,-0.34553692,29.602024,-0.20694904,75.177765,0.32016069,0.32385784,0.13714695,1256.0176,29.520994,0.31650835
4.9373002,-0.34557205,29.602057,-0.20631163,75.178459,0.31929892,0.32300738,0.13691878,1256.0195,29.521027,0.31685042
4.9373999,-0.34560698,29.602089,-0.20567469,75.179153,0.31843695,0.32215676,0.13669059,1256.0215,29.521059,0.31719047
4.9375,-0.34564173,29.602119,-0.20503826,75.179848,0.31757474,0.32130602,0.13646238,1256.0234,29.521091,0.31752849
4.9376001,-0.34567627,29.602152,-0.20440233,75.180542,0.31671232,0.32045516,0.13623413,1256.0254,29.521122,0.31786448
4.9376998,-0.34571061,29.602184,-0.20376691,75.181236,0.31584969,0.31960419,0.13600588,1256.0273,29.521154,0.31819847
4.9377999,-0.34574476,29.602217,-0.20313202,75.181931,0.3149868,0.31875309,0.13577761,1256.0293,29.521185,0.31853047
4.9379001,-0.34577873,29.602247,-0.20249763,75.182625,0.31412372,0.31790185,0.13554931,1256.0312,29.521217,0.31886044
4.9380002,-0.3458125,29.60228,-0.2018638,75.183319,0.31326038,0.31705052,0.13532099,1256.0332,29.521248,0.31918845
4.9380999,-0.34584606,29.602312,-0.20123048,75.184013,0.31239682,0.316199,0.13509266,1256.0352,29.52128,0.31951445
4.9382,-0.34587944,29.602343,-0.20059772,75.184708,0.31153303,0.3153474,0.1348643,1256.0371,29.521311,0.31983849
4.9383001,-0.34591264,29.602375,-0.19996549,75.185402,0.310669,0.31449565,0.13463594,1256.0391,29.521341,0.32016054
4.9383998,-0.3459456,29.602406,-0.19933383,75.186096,0.30980477,0.31364378,0.13440755,1256.041,29.521374,0.32048061
4.9384999,-0.34597841,29.602438,-0.19870272,75.18679,0.30894029,0.31279179,0.13417913,1256.043,29.521404,0.32079872
4.9386001,-0.34601101,29.602468,-0.1980722,75.187492,0.30807558,0.31193969,0.13395071,1256.0449,29.521435,0.32111487
4.9387002,-0.34604341,29.602499,-0.19744223,75.188187,0.30721062,0.31108743,0.13372226,1256.0468,29.521465,0.32142907
4.9387999,-0.34607562,29.602531,-0.19681285,75.188881,0.30634543,0.31023505,0.1334938,1256.0487,29.521496,0.32174131
4.9389,-0.34610763,29.602562,-0.19618405,75.189583,0.30548003,0.30938253,0.13326532,1256.0507,29.521526,0.32205158
4.9390001,-0.34613943,29.602592,-0.19555585,75.190277,0.30461437,0.30852988,0.13303682,1256.0526,29.521557,0.32235995
4.9390998,-0.34617108,29.602623,-0.19492824,75.190979,0.30374846,0.30767712,0.1328083,1256.0544,29.521587,0.32266638
4.9391999,-0.34620249,29.602654,-0.19430125,75.191673,0.30288234,0.30682424,0.13257977,1256.0564,29.521618,0.32297087
4.9393001,-0.34623373,29.602684,-0.19367485,75.192375,0.30201596,0.30597121,0.13235122,1256.0583,29.521648,0.32327342
4.9394002,-0.34626478,29.602715,-0.19304909,75.193077,0.30114934,0.30511805,0.13212265,1256.0602,29.521679,0.3235741
4.9394999,-0.3462956,29.602745,-0.19242394,75.193771,0.30028248,0.30426475,0.13189407,1256.0621,29.521708,0.32387283
4.9396,-0.34632626,29.602776,-0.19179942,75.194473,0.29941538,0.30341133,0.13166547,1256.064,29.521738,0.32416967
4.9397001,-0.34635672,29.602806,-0.19117552,75.195175,0.29854804,0.3025578,0.13143685,1256.0659,29.521769,0.32446459
4.9397998,-0.34638697,29.602837,-0.19055228,75.195869,0.29768047,0.30170411,0.13120823,1256.0677,29.521799,0.32475764
4.9398999,-0.34641701,29.602867,-0.18992968,75.196571,0.29681262,0.3008503,0.13097958,1256.0697,29.521828,0.32504877
4.9400001,-0.3464469,29.602898,-0.18930772,75.197273,0.29594454,0.29999635,0.13075092,1256.0715,29.521858,0.32533804
4.9401002,-0.34647655,29.602926,-0.18868643,75.197975,0.29507619,0.29914227,0.13052225,1256.0735,29.521887,0.32562542
4.9401999,-0.34650603,29.602957,-0.1880658,75.198677,0.29420763,0.29828808,0.13029356,1256.0753,29.521917,0.32591093
4.9403,-0.3465353,29.602987,-0.18744583,75.199379,0.29333881,0.29743373,0.13006486,1256.0773,29.521946,0.32619455
4.9404001,-0.34656438,29.603016,-0.18682654,75.200081,0.29246971,0.29657927,0.12983614,1256.0791,29.521975,0.32647634
4.9404998,-0.34659329,29.603046,-0.18620792,75.200783,0.29160038,0.29572466,0.12960741,1256.0809,29.522005,0.32675627
4.9405999,-0.34662196,29.603075,-0.18559,75.201485,0.2907308,0.29486993,0.12937866,1256.0829,29.522034,0.32703432
4.9407001,-0.34665045,29.603106,-0.18497276,75.202194,0.28986096,0.29401505,0.1291499,1256.0847,29.522062,0.32731053
4.9408002,-0.34667876,29.603134,-0.18435623,75.202896,0.28899086,0.29316005,0.12892112,1256.0865,29.522091,0.32758492
4.9408998,-0.34670687,29.603163,-0.18374039,75.203598,0.28812051,0.2923049,0.12869233,1256.0884,29.52212,0.32785746
4.941,-0.34673476,29.603193,-0.18312526,75.2043,0.28724989,0.29144964,0.12846354,1256.0902,29.52215,0.32812816
4.9411001,-0.34676248,29.603222,-0.18251084,75.205009,0.28637901,0.29059422,0.12823471,1256.0922,29.522179,0.32839707
4.9411998,-0.34678999,29.603251,-0.18189713,75.205711,0.28550789,0.28973868,0.12800589,1256.094,29.522207,0.32866412
4.9412999,-0.34681731,29.603279,-0.18128416,75.206421,0.2846365,0.28888303,0.12777705,1256.0958,29.522234,0.32892936
4.9414001,-0.34684443,29.603308,-0.18067192,75.207123,0.28376487,0.2880272,0.1275482,1256.0977,29.522263,0.32919282
4.9415002,-0.34687135,29.603336,-0.1800604,75.207832,0.28289294,0.28717127,0.12731934,1256.0995,29.522291,0.32945445
4.9415998,-0.34689808,29.603367,-0.17944962,75.208534,0.28202075,0.28631517,0.12709047,1256.1013,29.52232,0.3297143
4.9417,-0.3469246,29.603394,-0.17883959,75.209244,0.28114831,0.28545895,0.12686159,1256.1031,29.522348,0.32997236
4.9418001,-0.34695095,29.603422,-0.1782303,75.209953,0.28027561,0.28460261,0.12663269,1256.105,29.522377,0.33022863
4.9418998,-0.34697708,29.603451,-0.17762178,75.210655,0.27940264,0.28374612,0.12640378,1256.1068,29.522404,0.33048311
4.9419999,-0.34700304,29.603479,-0.17701401,75.211365,0.27852938,0.28288949,0.12617487,1256.1086,29.522432,0.33073583
4.9421,-0.34702876,29.603508,-0.17640701,75.212074,0.27765587,0.28203273,0.12594593,1256.1105,29.522459,0.33098677
4.9422002,-0.34705433,29.603537,-0.17580079,75.212784,0.2767821,0.28117582,0.125717,1256.1123,29.522488,0.33123595
4.9422998,-0.34707966,29.603563,-0.17519532,75.213493,0.27590802,0.2803188,0.12548804,1256.1141,29.522514,0.33148336
4.9424,-0.34710482,29.603592,-0.17459065,75.214203,0.27503371,0.27946162,0.12525909,1256.116,29.522543,0.33172905
4.9425001,-0.34712979,29.603621,-0.17398676,75.214912,0.2741591,0.2786043,0.12503012,1256.1177,29.52257,0.33197296
4.9425998,-0.34715456,29.603647,-0.17338365,75.215622,0.27328423,0.27774686,0.12480114,1256.1195,29.522598,0.33221516
4.9426999,-0.34717911,29.603676,-0.17278136,75.216331,0.27240905,0.27688926,0.12457215,1256.1213,29.522625,0.33245561
4.9428,-0.34720349,29.603703,-0.17217986,75.217041,0.27153364,0.27603152,0.12434316,1256.1232,29.522652,0.33269432
4.9429002,-0.34722766,29.603731,-0.17157917,75.217751,0.27065793,0.27517366,0.12411415,1256.1249,29.522678,0.33293131
4.9429998,-0.34725162,29.603758,-0.17097928,75.21846,0.26978192,0.27431566,0.12388514,1256.1267,29.522707,0.33316657
4.9431,-0.34727541,29.603786,-0.17038022,75.219177,0.26890564,0.27345753,0.12365612,1256.1285,29.522734,0.33340013
4.9432001,-0.34729898,29.603813,-0.16978197,75.219887,0.26802909,0.27259922,0.12342709,1256.1302,29.52276,0.33363199
4.9432998,-0.34732237,29.60384,-0.16918455,75.220604,0.26715225,0.27174079,0.12319805,1256.1321,29.522787,0.33386216
4.9433999,-0.34734556,29.603867,-0.16858795,75.221313,0.26627511,0.27088225,0.12296901,1256.1338,29.522814,0.33409059
4.9435,-0.34736854,29.603895,-0.1679922,75.222023,0.2653977,0.27002352,0.12273996,1256.1356,29.52284,0.33431736
4.9436002,-0.34739134,29.603922,-0.16739729,75.22274,0.26452002,0.26916468,0.1225109,1256.1375,29.522867,0.33454245
4.9436998,-0.34741393,29.603949,-0.16680321,75.223457,0.26364201,0.26830569,0.12228183,1256.1392,29.522892,0.33476585
4.9438,-0.34743631,29.603975,-0.16620998,75.224167,0.26276374,0.26744658,0.12205276,1256.141,29.522919,0.33498755
4.9439001,-0.34745851,29.604002,-0.16561761,75.224884,0.26188517,0.26658729,0.12182368,1256.1427,29.522945,0.33520761
4.9439998,-0.34748051,29.604029,-0.16502611,75.225601,0.26100633,0.26572788,0.12159459,1256.1444,29.522972,0.335426
4.9440999,-0.34750232,29.604055,-0.16443546,75.226311,0.26012716,0.26486835,0.1213655,1256.1462,29.522997,0.33564276
4.9442,-0.34752393,29.604082,-0.16384567,75.227028,0.25924772,0.26400864,0.1211364,1256.1479,29.523024,0.33585784
4.9443002,-0.34754533,29.604107,-0.16325676,75.227745,0.25836799,0.26314881,0.12090731,1256.1498,29.52305,0.33607125
4.9443998,-0.34756655,29.604134,-0.16266873,75.228462,0.25748792,0.26228881,0.12067819,1256.1515,29.523075,0.33628306
4.9445,-0.34758756,29.60416,-0.16208158,75.229179,0.25660759,0.26142868,0.12044908,1256.1532,29.523102,0.33649322
4.9446001,-0.34760836,29.604187,-0.16149531,75.229897,0.25572696,0.26056844,0.12021997,1256.1549,29.523127,0.33670175
4.9446998,-0.34762898,29.604212,-0.16090994,75.230614,0.25484601,0.25970802,0.11999085,1256.1567,29.523151,0.33690867
4.9447999,-0.3476494,29.604239,-0.16032547,75.231331,0.25396475,0.25884748,0.11976172,1256.1584,29.523178,0.33711395
4.9449,-0.34766963,29.604263,-0.15974188,75.232048,0.25308323,0.25798675,0.11953259,1256.1602,29.523203,0.33731762
4.9450002,-0.34768966,29.60429,-0.1591592,75.232773,0.25220138,0.25712591,0.11930346,1256.1619,29.523228,0.33751968
4.9450998,-0.34770948,29.604315,-0.15857743,75.23349,0.2513192,0.25626493,0.11907432,1256.1636,29.523252,0.33772016
4.9452,-0.34772912,29.604342,-0.15799657,75.234207,0.25043675,0.25540379,0.11884518,1256.1654,29.523279,0.33791903
4.9453001,-0.34774855,29.604366,-0.15741663,75.234932,0.24955396,0.25454253,0.11861604,1256.1671,29.523304,0.33811629
4.9454002,-0.34776777,29.604391,-0.1568376,75.235649,0.24867089,0.25368109,0.11838689,1256.1688,29.523329,0.338312
4.9454999,-0.34778681,29.604418,-0.15625951,75.236366,0.24778749,0.25281954,0.11815774,1256.1705,29.523354,0.3385061
4.9456,-0.34780565,29.604443,-0.15568234,75.237091,0.24690378,0.2519578,0.11792859,1256.1722,29.523378,0.33869866
4.9457002,-0.34782428,29.604467,-0.1551061,75.237816,0.24601975,0.25109595,0.11769944,1256.174,29.523403,0.33888963
4.9457998,-0.34784272,29.604492,-0.15453079,75.238533,0.24513543,0.25023395,0.11747028,1256.1757,29.523428,0.33907902
4.9459,-0.34786096,29.604517,-0.15395644,75.239258,0.24425076,0.24937178,0.11724112,1256.1774,29.523451,0.33926687
4.9460001,-0.34787902,29.604542,-0.15338303,75.239983,0.24336579,0.24850948,0.11701196,1256.1791,29.523476,0.33945316
4.9461002,-0.34789684,29.604567,-0.15281057,75.2407,0.24248049,0.24764703,0.11678281,1256.1807,29.5235,0.33963794
4.9461999,-0.34791452,29.604591,-0.15223907,75.241425,0.24159488,0.24678443,0.11655365,1256.1824,29.523525,0.33982116
4.9463,-0.34793195,29.604616,-0.15166852,75.242149,0.24070893,0.2459217,0.11632448,1256.1841,29.523548,0.34000283
4.9464002,-0.34794921,29.604641,-0.15109894,75.242874,0.23982267,0.2450588,0.11609533,1256.1858,29.523573,0.34018299
4.9464998,-0.34796625,29.604666,-0.15053032,75.243599,0.23893608,0.24419576,0.11586616,1256.1875,29.523596,0.34036162
4.9466,-0.34798312,29.604691,-0.14996266,75.244324,0.23804918,0.24333258,0.115637,1256.1891,29.523621,0.34053874
4.9467001,-0.34799978,29.604715,-0.14939599,75.245049,0.23716193,0.24246924,0.11540784,1256.1908,29.523643,0.34071434
4.9468002,-0.34801623,29.604738,-0.14883029,75.245773,0.23627436,0.24160574,0.11517868,1256.1925,29.523668,0.34088841
4.9468999,-0.3480325,29.604763,-0.14826559,75.246506,0.23538645,0.24074212,0.11494952,1256.1942,29.523691,0.34106103
4.947,-0.34804854,29.604786,-0.14770186,75.247231,0.23449822,0.23987833,0.11472036,1256.1958,29.523714,0.34123212
4.9471002,-0.34806442,29.604811,-0.14713912,75.247955,0.23360965,0.23901439,0.1144912,1256.1975,29.523739,0.34140173
4.9471998,-0.34808007,29.604836,-0.14657737,75.248688,0.23272073,0.2381503,0.11426204,1256.1991,29.523762,0.34156984
4.9473,-0.34809554,29.604858,-0.14601663,75.249413,0.23183149,0.23728606,0.11403289,1256.2008,29.523785,0.34173647
4.9474001,-0.34811082,29.604881,-0.14545688,75.250145,0.23094191,0.23642167,0.11380374,1256.2025,29.523808,0.34190166
4.9475002,-0.34812587,29.604906,-0.14489813,75.25087,0.23005199,0.23555714,0.11357459,1256.2041,29.52383,0.34206533
4.9475999,-0.34814075,29.604929,-0.1443404,75.251602,0.22916172,0.23469244,0.11334544,1256.2058,29.523853,0.34222758
4.9477,-0.34815544,29.604952,-0.14378367,75.252327,0.22827111,0.23382761,0.11311629,1256.2074,29.523876,0.34238836
4.9478002,-0.34816989,29.604977,-0.14322796,75.253059,0.22738017,0.23296261,0.11288715,1256.209,29.523899,0.34254768
4.9478998,-0.34818417,29.605,-0.14267328,75.253792,0.22648887,0.23209746,0.11265802,1256.2107,29.523922,0.34270558
4.948,-0.34819826,29.605022,-0.14211962,75.254524,0.22559723,0.23123217,0.11242888,1256.2123,29.523945,0.34286201
4.9481001,-0.34821212,29.605045,-0.14156699,75.255249,0.22470523,0.23036671,0.11219975,1256.214,29.523968,0.34301704
4.9482002,-0.3482258,29.605068,-0.14101538,75.255981,0.22381289,0.22950111,0.11197062,1256.2156,29.523991,0.34317061
4.9482999,-0.3482393,29.605091,-0.14046481,75.256714,0.22292019,0.22863536,0.1117415,1256.2172,29.524012,0.34332275
4.9484,-0.34825256,29.605114,-0.13991527,75.257446,0.22202714,0.22776943,0.11151238,1256.2189,29.524035,0.34347349
4.9485002,-0.34826565,29.605137,-0.13936678,75.258186,0.22113374,0.22690338,0.11128327,1256.2205,29.524057,0.3436228
4.9485998,-0.34827855,29.60516,-0.13881934,75.258919,0.22023998,0.22603716,0.11105415,1256.222,29.524078,0.34377074
4.9487,-0.34829122,29.605183,-0.13827293,75.259651,0.21934585,0.22517078,0.11082505,1256.2236,29.524101,0.34391725
4.9488001,-0.34830371,29.605206,-0.13772759,75.260384,0.21845138,0.22430426,0.11059595,1256.2253,29.524122,0.34406236
4.9489002,-0.34831601,29.605227,-0.13718329,75.261124,0.21755654,0.22343758,0.11036686,1256.2269,29.524145,0.34420609
4.9489999,-0.34832811,29.605249,-0.13664006,75.261856,0.21666133,0.22257073,0.11013777,1256.2285,29.524166,0.34434843
4.9491,-0.34834,29.605272,-0.13609788,75.262589,0.21576576,0.22170374,0.10990869,1256.2301,29.524187,0.3444894
4.9492002,-0.34835169,29.605293,-0.13555677,75.263329,0.21486983,0.22083659,0.10967962,1256.2317,29.52421,0.34462896
4.9492998,-0.34836319,29.605316,-0.13501672,75.264061,0.21397352,0.21996929,0.10945055,1256.2333,29.524231,0.34476718
4.9493999,-0.34837449,29.605337,-0.13447776,75.264801,0.21307684,0.21910182,0.10922149,1256.2349,29.524252,0.34490404
4.9495001,-0.34838557,29.60536,-0.13393988,75.265541,0.21217981,0.2182342,0.10899243,1256.2365,29.524273,0.34503955
4.9496002,-0.34839648,29.605381,-0.13340306,75.266273,0.21128239,0.21736643,0.10876338,1256.238,29.524294,0.34517369
4.9496999,-0.34840718,29.605404,-0.13286732,75.267014,0.21038459,0.21649849,0.10853434,1256.2396,29.524315,0.34530649
4.9498,-0.34841767,29.605425,-0.13233268,75.267754,0.20948642,0.21563041,0.10830531,1256.2412,29.524336,0.34543794
4.9499002,-0.34842798,29.605446,-0.13179912,75.268494,0.20858787,0.21476217,0.1080763,1256.2428,29.524357,0.34556806
4.9499998,-0.34843808,29.605467,-0.13126665,75.269234,0.20768894,0.21389376,0.10784728,1256.2444,29.524378,0.34569684
4.9500999,-0.34844798,29.60549,-0.13073528,75.269974,0.20678963,0.2130252,0.10761827,1256.246,29.524399,0.3458243
4.9502001,-0.34845769,29.605511,-0.13020501,75.270714,0.20588994,0.21215647,0.10738928,1256.2476,29.52442,0.34595045
4.9503002,-0.34846717,29.605532,-0.12967584,75.271454,0.20498987,0.21128759,0.10716029,1256.249,29.524441,0.3460753
4.9503999,-0.3484765,29.605553,-0.12914777,75.272194,0.2040894,0.21041855,0.10693131,1256.2506,29.52446,0.3461988
4.9505,-0.34848559,29.605574,-0.1286208,75.272942,0.20318855,0.20954935,0.10670234,1256.2522,29.524481,0.34632102
4.9506001,-0.3484945,29.605595,-0.12809494,75.273682,0.2022873,0.20867999,0.10647339,1256.2538,29.524502,0.34644195
4.9506998,-0.34850323,29.605616,-0.12757021,75.274422,0.20138568,0.20781048,0.10624444,1256.2552,29.524521,0.34656158
4.9507999,-0.34851173,29.605637,-0.12704659,75.275169,0.20048364,0.20694079,0.1060155,1256.2568,29.524542,0.3466799
4.9509001,-0.34852004,29.605656,-0.12652408,75.275909,0.19958122,0.20607094,0.10578658,1256.2584,29.524561,0.34679696
4.9510002,-0.34852815,29.605677,-0.1260027,75.276657,0.1986784,0.20520096,0.10555766,1256.2599,29.524582,0.34691274
4.9510999,-0.34853607,29.605698,-0.12548244,75.277405,0.19777517,0.20433079,0.10532875,1256.2615,29.524601,0.34702724
4.9512,-0.34854379,29.605719,-0.12496331,75.278145,0.19687156,0.20346047,0.10509986,1256.2629,29.52462,0.34714049
4.9513001,-0.3485513,29.605738,-0.12444531,75.278893,0.19596754,0.20258999,0.10487098,1256.2645,29.524641,0.34725249
4.9513998,-0.34855863,29.605759,-0.12392845,75.27964,0.19506311,0.20171933,0.10464212,1256.266,29.52466,0.3473632
4.9514999,-0.34856576,29.605778,-0.12341272,75.280388,0.19415827,0.20084852,0.10441326,1256.2676,29.524679,0.34747267
4.9516001,-0.34857267,29.605799,-0.12289813,75.281136,0.19325303,0.19997756,0.10418441,1256.269,29.524698,0.34758091
4.9517002,-0.34857941,29.605818,-0.12238468,75.281883,0.19234738,0.19910643,0.10395558,1256.2706,29.524717,0.3476879
4.9517999,-0.3485859,29.605839,-0.12187238,75.282631,0.19144131,0.19823512,0.10372677,1256.2721,29.524738,0.34779367
4.9519,-0.34859225,29.605858,-0.12136123,75.283379,0.19053484,0.19736366,0.10349796,1256.2737,29.524757,0.34789819
4.9520001,-0.34859836,29.605879,-0.12085123,75.284126,0.18962795,0.19649205,0.10326917,1256.2751,29.524776,0.34800151
4.9520998,-0.34860429,29.605898,-0.12034237,75.284874,0.18872064,0.19562025,0.10304039,1256.2766,29.524794,0.34810358
4.9521999,-0.34861001,29.605917,-0.11983468,75.285629,0.18781291,0.1947483,0.10281163,1256.2782,29.524813,0.34820446
4.9523001,-0.34861556,29.605936,-0.11932814,75.286377,0.18690476,0.19387619,0.10258288,1256.2797,29.524832,0.34830412
4.9524002,-0.34862089,29.605955,-0.11882277,75.287132,0.18599619,0.19300391,0.10235414,1256.2811,29.524851,0.34840259
4.9524999,-0.34862602,29.605974,-0.11831856,75.28788,0.18508719,0.19213146,0.10212542,1256.2826,29.52487,0.34849986
4.9526,-0.34863096,29.605995,-0.11781552,75.288635,0.18417777,0.19125885,0.10189672,1256.2842,29.524887,0.34859595
4.9527001,-0.34863567,29.606014,-0.11731365,75.289383,0.18326792,0.19038607,0.10166803,1256.2856,29.524906,0.34869084
4.9527998,-0.34864023,29.606031,-0.11681294,75.290138,0.18235762,0.18951313,0.10143936,1256.2871,29.524925,0.34878454
4.9528999,-0.34864455,29.60605,-0.11631342,75.290894,0.18144691,0.18864001,0.1012107,1256.2886,29.524942,0.34887707
4.9530001,-0.3486487,29.60607,-0.11581507,75.291649,0.18053576,0.18776675,0.10098206,1256.29,29.524961,0.34896845
4.9531002,-0.34865263,29.606089,-0.1153179,75.292404,0.17962417,0.1868933,0.10075343,1256.2915,29.524979,0.34905863
4.9531999,-0.34865639,29.606108,-0.11482191,75.293159,0.17871214,0.18601969,0.10052482,1256.293,29.524996,0.34914768
4.9533,-0.34865993,29.606127,-0.11432711,75.293915,0.17779967,0.18514591,0.10029623,1256.2944,29.525015,0.34923556
4.9534001,-0.34866327,29.606144,-0.11383349,75.29467,0.17688675,0.18427196,0.10006766,1256.2959,29.525032,0.34932229
4.9534998,-0.3486664,29.606163,-0.11334107,75.295425,0.1759734,0.18339786,0.099839099,1256.2974,29.525049,0.34940788
4.9535999,-0.34866935,29.60618,-0.11284984,75.296181,0.17505959,0.18252358,0.09961056,1256.2988,29.525068,0.34949234
4.9537001,-0.34867209,29.606199,-0.1123598,75.296936,0.17414534,0.18164912,0.099382043,1256.3003,29.525085,0.34957567
4.9538002,-0.34867465,29.606218,-0.11187096,75.297699,0.17323063,0.18077451,0.099153541,1256.3018,29.525103,0.34965786
4.9538999,-0.34867701,29.606236,-0.11138332,75.298454,0.17231548,0.17989972,0.098925054,1256.3032,29.52512,0.34973893
4.954,-0.34867916,29.606253,-0.11089688,75.299217,0.17139986,0.17902477,0.098696589,1256.3047,29.525137,0.34981889
4.9541001,-0.34868112,29.606272,-0.11041164,75.299973,0.1704838,0.17814964,0.098468147,1256.3062,29.525154,0.34989771
4.9541998,-0.34868285,29.606289,-0.10992761,75.300735,0.16956727,0.17727435,0.09823972,1256.3076,29.525171,0.34997544
4.9542999,-0.34868443,29.606306,-0.10944479,75.301498,0.16865028,0.17639887,0.098011307,1256.309,29.525188,0.35005206
4.9544001,-0.34868577,29.606325,-0.10896318,75.302261,0.16773282,0.17552324,0.097782925,1256.3104,29.525204,0.35012758
4.9545002,-0.34868693,29.606342,-0.10848279,75.303017,0.16681491,0.17464744,0.097554557,1256.3119,29.525221,0.35020202
4.9545999,-0.34868789,29.606359,-0.1080036,75.30378,0.16589652,0.17377146,0.097326204,1256.3134,29.525238,0.35027537
4.9547,-0.34868866,29.606377,-0.10752564,75.304543,0.16497765,0.1728953,0.097097881,1256.3147,29.525255,0.35034764
4.9548001,-0.34868923,29.606394,-0.1070489,75.305305,0.16405833,0.17201898,0.096869573,1256.3162,29.52527,0.35041881
4.9548998,-0.34868959,29.606411,-0.10657337,75.306076,0.16313852,0.17114249,0.096641295,1256.3175,29.525288,0.35048893
4.9549999,-0.34868976,29.606428,-0.10609908,75.306839,0.16221824,0.17026582,0.096413031,1256.319,29.525303,0.35055798
4.9551001,-0.34868973,29.606445,-0.10562601,75.307602,0.16129749,0.16938898,0.09618479,1256.3204,29.52532,0.35062596
4.9552002,-0.3486895,29.606462,-0.10515417,75.308365,0.16037625,0.16851197,0.095956571,1256.3218,29.525335,0.3506929
4.9552999,-0.34868908,29.60648,-0.10468356,75.309135,0.15945452,0.16763479,0.095728375,1256.3232,29.525352,0.35075876
4.9554,-0.34868845,29.606495,-0.10421418,75.309898,0.15853231,0.16675743,0.095500201,1256.3246,29.525368,0.35082358
4.9555001,-0.34868762,29.606512,-0.10374604,75.310669,0.15760961,0.16587989,0.095272049,1256.326,29.525383,0.35088736
4.9555998,-0.34868661,29.606529,-0.10327914,75.31144,0.15668643,0.1650022,0.09504392,1256.3274,29.525398,0.35095012
4.9556999,-0.34868538,29.606544,-0.10281347,75.312202,0.15576275,0.16412431,0.094815813,1256.3287,29.525415,0.35101184
4.9558001,-0.34868395,29.606562,-0.10234904,75.312973,0.15483858,0.16324626,0.094587728,1256.3302,29.525431,0.35107252
4.9559002,-0.34868234,29.606577,-0.10188586,75.313744,0.15391392,0.16236803,0.094359674,1256.3315,29.525446,0.35113218
4.9559999,-0.34868053,29.606594,-0.10142393,75.314514,0.15298875,0.16148962,0.094131641,1256.333,29.525461,0.35119084
4.9561,-0.34867853,29.606609,-0.10096324,75.315285,0.15206307,0.16061103,0.093903631,1256.3344,29.525476,0.35124847
4.9562001,-0.34867632,29.606627,-0.1005038,75.316055,0.1511369,0.15973228,0.093675651,1256.3357,29.525492,0.35130513
4.9562998,-0.34867391,29.606642,-0.10004561,75.316826,0.15021022,0.15885335,0.093447685,1256.337,29.525507,0.35136074
4.9563999,-0.34867132,29.606657,-0.099588677,75.317596,0.14928302,0.15797424,0.093219757,1256.3385,29.525522,0.3514154
4.9565001,-0.34866849,29.606674,-0.099133,75.318375,0.14835533,0.15709496,0.092991844,1256.3398,29.525536,0.35146904
4.9566002,-0.34866551,29.606689,-0.098678574,75.319145,0.14742711,0.15621549,0.09276396,1256.3412,29.525551,0.35152167
4.9566998,-0.34866229,29.606705,-0.098225415,75.319916,0.14649838,0.15533586,0.092536107,1256.3425,29.525566,0.35157335
4.9568,-0.34865889,29.60672,-0.097773515,75.320694,0.14556915,0.15445603,0.092308275,1256.3439,29.525581,0.35162404
4.9569001,-0.34865531,29.606735,-0.097322874,75.321472,0.14463937,0.15357605,0.092080474,1256.3452,29.525595,0.35167378
4.9569998,-0.34865153,29.60675,-0.096873499,75.322243,0.14370908,0.15269586,0.091852695,1256.3467,29.52561,0.35172254
4.9570999,-0.34864753,29.606766,-0.096425392,75.323021,0.14277828,0.15181552,0.091624945,1256.348,29.525623,0.35177034
4.9572001,-0.34864333,29.606781,-0.095978551,75.323799,0.14184693,0.15093498,0.091397218,1256.3494,29.525639,0.35181716
4.9573002,-0.34863895,29.606796,-0.095532976,75.324577,0.14091505,0.15005428,0.091169529,1256.3507,29.525652,0.35186306
4.9573998,-0.34863436,29.606812,-0.095088676,75.325356,0.13998266,0.14917338,0.090941861,1256.3521,29.525665,0.351908
4.9575,-0.34862959,29.606827,-0.094645649,75.326134,0.13904971,0.14829232,0.090714216,1256.3534,29.525681,0.35195199
4.9576001,-0.34862462,29.606842,-0.094203904,75.326912,0.13811623,0.14741106,0.090486608,1256.3546,29.525694,0.35199505
4.9576998,-0.34861943,29.606855,-0.093763426,75.32769,0.13718222,0.14652964,0.09025903,1256.356,29.525707,0.35203716
