"Time","aimc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re"
0.147,-0.17730729,-0.47461197
0.148,-0.19053367,-0.46744257
0.149,-0.20359129,-0.45962426
0.15000001,-0.21644638,-0.45115709
0.15099999,-0.22906424,-0.44204289
0.152,-0.24140982,-0.43228525
0.153,-0.25344723,-0.42188975
0.154,-0.26514003,-0.410864
0.155,-0.2764518,-0.39921752
0.156,-0.28734538,-0.38696218
0.15700001,-0.29778364,-0.37411201
0.15800001,-0.30772969,-0.3606832
0.15899999,-0.31714636,-0.3466945
0.16,-0.32599688,-0.33216694
0.161,-0.3342452,-0.31712386
0.162,-0.34185547,-0.30159134
0.163,-0.3487927,-0.28559774
0.164,-0.35502309,-0.26917383
0.16500001,-0.36051357,-0.25235322
0.16599999,-0.36523262,-0.23517166
0.167,-0.36915022,-0.21766742
0.168,-0.37223777,-0.19988148
0.169,-0.37446886,-0.18185674
0.17,-0.37581894,-0.16363864
0.171,-0.3762657,-0.1452751
0.17200001,-0.3757894,-0.12681544
0.17299999,-0.37437287,-0.10831168
0.17399999,-0.37200174,-0.08981771
0.175,-0.36866465,-0.071388401
0.176,-0.36435348,-0.053081118
0.177,-0.35906339,-0.034954391
0.178,-0.35279301,-0.017067362
0.17900001,-0.34554476,0.00051892921
0.18000001,-0.33732486,0.01774299
0.18099999,-0.32814324,0.034543123
0.182,-0.31801423,0.050856568
0.183,-0.3069559,0.066621281
0.184,-0.29499084,0.081775032
0.185,-0.28214589,0.096256018
0.186,-0.2684519,0.11000361
0.18700001,-0.25394469,0.12295786
0.18799999,-0.23866388,0.13506047
0.189,-0.22265373,0.14625485
0.19,-0.20596299,0.15648626
0.191,-0.18864407,0.1657027
0.192,-0.17075428,0.17385454
0.193,-0.15235457,0.18089539
0.19400001,-0.13350971,0.18678224
0.19499999,-0.11428882,0.19147575
0.19599999,-0.094763644,0.19494061
0.197,-0.075010173,0.19714592
0.198,-0.055107143,0.19806539
0.199,-0.035135809,0.1976776
0.2,-0.015180715,0.19596662
0.20100001,0.0046723317,0.19292162
0.20200001,0.024334896,0.18853787
0.20299999,0.043717213,0.18281649
0.204,0.062728964,0.17576453
0.205,0.081278339,0.16739589
0.206,0.099273972,0.15773046
0.207,0.11662441,0.14679506
0.208,0.1332389,0.1346232
0.20900001,0.14902827,0.12125474
0.20999999,0.16390467,0.10673691
0.211,0.17778282,0.091122977
0.212,0.19057989,0.074473642
0.213,0.2022166,0.056855481
0.214,0.21261728,0.03834207
0.215,0.22171071,0.019013027
0.21600001,0.22943057,-0.0010461995
0.21699999,0.23571587,-0.021743894
0.21799999,0.24051151,-0.042983685
0.219,0.24376892,-0.064663202
0.22,0.24544612,-0.086676456
0.221,0.24550872,-0.1089123
0.222,0.24392983,-0.1312564
0.223,0.24069071,-0.15359122
0.22400001,0.23578116,-0.17579621
0.22499999,0.22919942,-0.19774945
0.226,0.22095327,-0.21932684
0.227,0.21105896,-0.24040444
0.228,0.199543,-0.26085749
0.229,0.18644075,-0.28056249
0.23,0.17179745,-0.29939711
0.23100001,0.15566809,-0.31724122
0.23199999,0.13811663,-0.33397788
0.233,0.11921734,-0.34949353
0.234,0.099052586,-0.36367953
0.235,0.077714995,-0.37643215
0.236,0.055304904,-0.38765392
0.237,0.031931691,-0.39725405
0.23800001,0.0077121011,-0.40514937
0.23899999,-0.017229553,-0.41126487
0.23999999,-0.042762123,-0.41553441
0.241,-0.068748295,-0.41790149
0.242,-0.095045075,-0.41831961
0.243,-0.12150479,-0.41675299
0.244,-0.1479755,-0.41317716
0.245,-0.1743024,-0.407579
0.24600001,-0.20032799,-0.39995778
0.24699999,-0.22589383,-0.39032465
0.248,-0.2508406,-0.37870389
0.249,-0.27501008,-0.36513188
0.25,-0.29824516,-0.34965855
0.25099999,-0.32039174,-0.33234602
0.252,-0.34129912,-0.31326994
0.25299999,-0.36082157,-0.29251781
0.25400001,-0.37881902,-0.27019045
0.255,-0.39515841,-0.2463998
0.25600001,-0.40971461,-0.22127058
0.257,-0.42237136,-0.19493754
0.25799999,-0.43302262,-0.16754718
0.259,-0.44157305,-0.13925472
0.25999999,-0.44793954,-0.11022566
0.26100001,-0.45205137,-0.080632627
0.26199999,-0.45385194,-0.050656591
0.26300001,-0.45329854,-0.020483887
0.264,-0.45036399,0.009693291
0.26499999,-0.44503647,0.039679345
0.266,-0.43732065,0.06927561
0.26699999,-0.42723766,0.098282292
0.26800001,-0.41482568,0.12649956
0.26899999,-0.40014014,0.15372899
0.27000001,-0.38325354,0.1797753
0.271,-0.36425591,0.2044474
0.27200001,-0.34325394,0.22756055
0.273,-0.32037169,0.24893723
0.27399999,-0.29574868,0.26840934
0.27500001,-0.26954117,0.2858192
0.27599999,-0.24191937,0.30102146
0.27700001,-0.21306872,0.31388432
0.278,-0.18318672,0.32429111
0.27900001,-0.15248372,0.33214158
0.28,-0.12117957,0.33735305
0.28099999,-0.089503974,0.33986187
0.28200001,-0.057693791,0.33962411
0.28299999,-0.025991894,0.33661672
0.28400001,0.005354635,0.33083844
0.285,0.036096998,0.32230985
0.28600001,0.065985717,0.31107488
0.287,0.09477406,0.29719955
0.28799999,0.12221881,0.28077406
0.289,0.14808367,0.26191026
0.28999999,0.17214055,0.24074394
0.29100001,0.19417234,0.21743165
0.292,0.2139747,0.19215243
0.29300001,0.23135848,0.16510461
0.294,0.2461517,0.13650647
0.29499999,0.25820157,0.10659332
0.296,0.26737639,0.075617045
0.29699999,0.27356744,0.043843705
0.29800001,0.27669001,0.011550792
0.29899999,0.27668577,-0.02097345
0.30000001,0.27352294,-0.053433981
0.301,0.26719809,-0.085530266
0.30199999,0.25773653,-0.11695947
0.303,0.24519272,-0.14741942
0.30399999,0.22965127,-0.17661078
0.30500001,0.21122558,-0.20424104
0.30599999,0.19005884,-0.23002657
0.30700001,0.16632243,-0.25369623
0.308,0.14021507,-0.27499381
0.30899999,0.11196259,-0.29368114
0.31,0.081814684,-0.30954078
0.31099999,0.05004479,-0.3223787
0.31200001,0.016946653,-0.33202684
0.31299999,-0.017167725,-0.3383452
0.31400001,-0.051970076,-0.34122452
0.315,-0.087120183,-0.34058711
0.31600001,-0.12226751,-0.33638957
0.317,-0.15705574,-0.328623
0.31799999,-0.19112566,-0.31731436
0.31900001,-0.22411877,-0.30252749
0.31999999,-0.25568151,-0.28436208
0.32100001,-0.28546834,-0.26295519
0.322,-0.31314626,-0.23847893
0.32300001,-0.33839804,-0.21114053
0.324,-0.36092627,-0.1811811
0.32499999,-0.38045675,-0.14887246
0.32600001,-0.39674222,-0.11451709
0.32699999,-0.4095653,-0.078443393
0.32800001,-0.41874173,-0.041004363
0.329,-0.42412329,-0.0025737528
0.33000001,-0.42559943,0.036458377
0.331,-0.42310017,0.075688317
0.33199999,-0.41659749,0.11470351
0.333,-0.40610617,0.15308671
0.33399999,-0.39168546,0.19042027
0.33500001,-0.37343875,0.22629111
0.336,-0.35151312,0.26029566
0.33700001,-0.32609946,0.29204419
0.338,-0.29743063,0.32116601
0.33899999,-0.26577955,0.34731367
0.34,-0.23145777,0.37016767
0.34099999,-0.19481203,0.38944063
0.34200001,-0.15622087,0.40488124
0.34299999,-0.11609179,0.41627833
0.34400001,-0.074856155,0.42346391
0.345,-0.032964844,0.42631587
0.34599999,0.009116075,0.42476115
0.347,0.050911285,0.41877684
0.34799999,0.091941528,0.40839157
0.34900001,0.13172883,0.39368713
0.34999999,0.16980292,0.3747977
0.35100001,0.20570686,0.35190928
0.352,0.23900276,0.3252596
0.35299999,0.26927784,0.29513514
0.354,0.29614979,0.26186866
0.35499999,0.3192724,0.22583725
0.35600001,0.33834049,0.18745707
0.35699999,0.35309446,0.14717939
0.35800001,0.36332512,0.10548662
0.359,0.36887667,0.062885307
0.36000001,0.36964986,0.019900832
0.361,0.36560544,-0.02292832
0.36199999,0.35676455,-0.065058388
0.36300001,0.34321004,-0.10594671
0.36399999,0.32508785,-0.14505853
0.36500001,0.30260426,-0.18187498
0.366,0.27602625,-0.21589942
0.36700001,0.24567947,-0.2466649
0.368,0.21194251,-0.27374113
0.36899999,0.1752454,-0.29674074
0.37,0.13606456,-0.31532583
0.37099999,0.094915576,-0.32921293
0.37200001,0.052348357,-0.33817831
0.373,0.0089400923,-0.34206221
0.37400001,-0.034711953,-0.34077257
0.375,-0.077998795,-0.33428738
0.37599999,-0.12030783,-0.32265624
0.377,-0.1610312,-0.30600172
0.37799999,-0.19957471,-0.28451872
0.37900001,-0.23536646,-0.25847301
0.38,-0.26786539,-0.22819886
0.38100001,-0.29656956,-0.19409628
0.382,-0.32102439,-0.15662587
0.38299999,-0.34083009,-0.11630345
0.384,-0.35564834,-0.073693708
0.38499999,-0.3652091,-0.029403474
0.38600001,-0.36931536,0.015927276
0.38699999,-0.36784759,0.061633818
0.38800001,-0.36076719,0.10703605
0.389,-0.34811905,0.15144815
0.38999999,-0.33003175,0.19418927
0.391,-0.30671766,0.23459364
0.39199999,-0.27847153,0.27202088
0.39300001,-0.2456677,0.30586651
0.39399999,-0.20875533,0.33557183
0.39500001,-0.16825323,0.36063328
0.396,-0.12474374,0.38061169
0.39700001,-0.078864269,0.39514017
0.398,-0.031298336,0.4039312
0.39899999,0.017234111,0.40678263
0.40000001,0.065986849,0.40358314
0.40099999,0.1141996,0.39431509
0.40200001,0.16110955,0.37905684
0.403,0.20596346,0.35798302
0.40400001,0.2480299,0.33136481
0.405,0.28661194,0.29956582
0.40599999,0.32105884,0.26303852
0.40700001,0.35077751,0.22231877
0.40799999,0.37524381,0.17801891
0.40900001,0.39401218,0.1308182
0.41,0.40672424,0.081452742
0.41100001,0.41311675,0.030704817
0.412,0.41302779,-0.020609329
0.41299999,0.40640143,-0.071652576
0.414,0.39329046,-0.12158094
0.41499999,0.3738575,-0.16955785
0.41600001,0.34837416,-0.21476844
0.417,0.31721842,-0.25643399
0.41800001,0.28087047,-0.29382589
0.419,0.23990546,-0.32627928
0.41999999,0.19498572,-0.35320556
0.421,0.14685053,-0.37410423
0.42199999,0.096304581,-0.38857305
0.42300001,0.044205166,-0.39631706
0.42399999,-0.0085523548,-0.39715573
0.42500001,-0.061049785,-0.39102781
0.426,-0.112362,-0.37799478
0.42699999,-0.16157342,-0.35824183
0.428,-0.2077947,-0.33207658
0.42899999,-0.2501792,-0.29992616
0.43000001,-0.28793928,-0.26233068
0.43099999,-0.32036161,-0.21993579
0.43200001,-0.34682149,-0.17348249
0.433,-0.36679575,-0.12379513
0.43399999,-0.37987462,-0.071767911
0.435,-0.38577089,-0.018348994
0.43599999,-0.38432738,0.0354762
0.43700001,-0.3755222,0.088702753
0.43799999,-0.35947135,0.14032488
0.43900001,-0.33642894,0.18935487
0.44,-0.30678502,0.2348423
0.44100001,-0.27105981,0.27589285
0.442,-0.22989614,0.31168631
0.44299999,-0.18404926,0.34149367
0.44400001,-0.13437387,0.36469266
0.44499999,-0.081809752,0.38078204
0.44600001,-0.027364125,0.38939315
0.447,0.02790671,0.39029938
0.44800001,0.082917199,0.3834233
0.449,0.13657413,0.36883995
0.44999999,0.1877979,0.34677845
0.45100001,0.23554416,0.31762004
0.45199999,0.2788254,0.28189304
0.45300001,0.31673202,0.24026482
0.454,0.34845212,0.19352996
0.45500001,0.37328964,0.14259654
0.456,0.39068049,0.088469476
0.45699999,0.40020627,0.03223148
0.458,0.40160546,-0.024977997
0.45899999,0.39478138,-0.081985474
0.46000001,0.37980705,-0.13760734
0.461,0.35692641,-0.19067442
0.46200001,0.32655188,-0.24005681
0.463,0.28925878,-0.28468832
0.46399999,0.24577554,-0.32359025
0.465,0.19697084,-0.35589355
0.46599999,0.14383717,-0.38085932
0.46700001,0.087471709,-0.39789677
0.46799999,0.02905426,-0.40657827
0.46900001,-0.030176938,-0.40665153
0.47,-0.088951193,-0.39804763
0.47099999,-0.14599264,-0.38088575
0.472,-0.20004812,-0.35547343
0.47299999,-0.24991518,-0.32230282
0.47400001,-0.29446951,-0.28204289
0.47499999,-0.33269116,-0.23552731
0.47600001,-0.36368901,-0.1837384
0.477,-0.38672271,-0.12778749
0.47799999,-0.40122178,-0.06889195
0.479,-0.40680107,-0.0083494382
0.47999999,-0.40327257,0.052490365
0.48100001,-0.39065257,0.11225566
0.48199999,-0.36916465,0.16958351
0.48300001,-0.33923766,0.2231514
0.484,-0.30149898,0.27170819
0.48500001,-0.25676331,0.31410429
0.486,-0.20601633,0.34931993
0.48699999,-0.15039438,0.37649104
0.48800001,-0.091160178,0.39493161
0.48899999,-0.029675014,0.40415281
0.49000001,0.032631889,0.40387738
0.491,0.094296224,0.3940495
0.49200001,0.15385297,0.37483937
0.493,0.20987134,0.34664264
0.49399999,0.26098973,0.31007427
0.495,0.30594945,0.26595691
0.49599999,0.34362683,0.21530445
0.49700001,0.37306255,0.15929985
0.498,0.39348757,0.099269189
0.49900001,0.40434471,0.03665109
0.5,0.40530491,-0.027037725
0.50099999,0.39627919,-0.090237759
0.50199997,0.37742493,-0.15138449
0.50300002,0.34914514,-0.20894761
0.50400001,0.31208193,-0.26147005
0.505,0.26710391,-0.30760553
0.50599998,0.21528769,-0.3461538
0.50700003,0.1578939,-0.37609327
0.50800002,0.096337713,-0.39660946
0.509,0.032155022,-0.40711901
0.50999999,-0.033035055,-0.40728778
0.51099998,-0.097570509,-0.39704308
0.51200002,-0.1597887,-0.37657937
0.51300001,-0.21806937,-0.34635705
0.514,-0.27087745,-0.30709445
0.51499999,-0.31680423,-0.25975269
0.51599997,-0.35460609,-0.20551407
0.51700002,-0.38323963,-0.14575414
0.51800001,-0.40189207,-0.082008168
0.51899999,-0.41000602,-0.015932739
0.51999998,-0.40729809,0.05073658
0.52100003,-0.39377016,0.11623046
0.52200001,-0.3697136,0.17879274
0.523,-0.33570543,0.23672792
0.52399999,-0.29259673,0.28844777
0.52499998,-0.24149355,0.33251593
0.52600002,-0.18373032,0.36768919
0.52700001,-0.12083659,0.39295405
0.528,-0.054497872,0.4075579
0.52899998,0.013488614,0.41103327
0.52999997,0.081262045,0.40321478
0.53100002,0.14694871,0.38424793
0.53200001,0.20871399,0.35458931
0.53299999,0.26481423,0.3149983
0.53399998,0.31364682,0.26651976
0.53500003,0.35379732,0.2104587
0.53600001,0.38408199,0.14834695
0.537,0.40358457,0.081902795
0.53799999,0.411686,0.012984633
0.53899997,0.40808618,-0.056460217
0.54000002,0.39281696,-0.12445015
0.54100001,0.36624572,-0.18902588
0.542,0.32906926,-0.24830726
0.54299998,0.28229815,-0.300549
0.54400003,0.22723155,-0.34419322
0.54500002,0.16542307,-0.37791744
0.546,0.098638706,-0.40067664
0.54699999,0.028807778,-0.41173765
0.54799998,-0.042031944,-0.410705
0.54900002,-0.11179315,-0.3975372
0.55000001,-0.1784004,-0.3725526
0.551,-0.23985228,-0.33642489
0.55199999,-0.29428235,-0.29016736
0.55299997,-0.34001711,-0.23510721
0.55400002,-0.37562919,-0.17285006
0.55500001,-0.39998347,-0.10523357
0.55599999,-0.41227528,-0.034275051
0.55699998,-0.41205984,0.037886467
0.55800003,-0.39927077,0.10905441
0.55900002,-0.37422663,0.17704235
0.56,-0.33762592,0.2397414
0.56099999,-0.29053086,0.29518592
0.56199998,-0.23433925,0.34161645
0.56300002,-0.17074499,0.37753779
0.56400001,-0.10168882,0.40176886
0.565,-0.029300915,0.41348386
0.56599998,0.044163894,0.41224277
0.56699997,0.11639584,0.39801043
0.56800002,0.18510278,0.37116283
0.56900001,0.24808329,0.33248022
0.56999999,0.30329821,0.28312761
0.57099998,0.34893805,0.22462231
0.57200003,0.38348427,0.1587896
0.57300001,0.4057619,0.087707654
0.574,0.41498193,0.013643465
0.57499999,0.41077197,-0.061018411
0.57599998,0.3931936,-0.13385215
0.57700002,0.36274576,-0.20246959
0.57800001,0.32035401,-0.26459903
0.579,0.26734549,-0.3181617
0.57999998,0.20540991,-0.36134282
0.58099997,0.13654804,-0.39265525
0.58200002,0.063009016,-0.4109931
0.583,-0.012781714,-0.41567335
0.58399999,-0.088301517,-0.40646404
0.58499998,-0.16101423,-0.38359779
0.58600003,-0.22845559,-0.34776944
0.58700001,-0.28831753,-0.30011877
0.588,-0.33852872,-0.24219687
0.58899999,-0.37732798,-0.17591836
0.58999997,-0.40332845,-0.10350049
0.59100002,-0.41556975,-0.02739061
0.59200001,-0.41355649,0.049815215
0.59299999,-0.39728072,0.12546019
0.59399998,-0.36722839,0.19691813
0.59500003,-0.3243686,0.26168519
0.59600002,-0.27012563,0.31746885
0.597,-0.20633434,0.36227074
0.59799999,-0.13518089,0.39446059
0.59899998,-0.059129827,0.41283798
0.60000002,0.019159758,0.41668019
0.60100001,0.096926272,0.40577352
0.602,0.17140275,0.38042703
0.60299999,0.23991562,0.34146777
0.60399997,0.29998168,0.2902177
0.60500002,0.34939986,0.22845158
0.60600001,0.38633385,0.15833865
0.60699999,0.40938315,0.082368642
0.60799998,0.41763905,0.003265237
0.60900003,0.41072336,-0.076110691
0.61000001,0.38880867,-0.15286365
0.611,0.35261914,-0.22416936
0.61199999,0.30340993,-0.28737986
0.61299998,0.24292675,-0.34012327
0.61400002,0.17334725,-0.38039482
0.61500001,0.097205549,-0.40663582
0.616,0.017301543,-0.417797
0.61699998,-0.063400738,-0.41338366
0.61799997,-0.14188236,-0.39348048
0.61900002,-0.21518235,-0.35875583
0.62,-0.28051046,-0.31044278
0.62099999,-0.33535475,-0.25029895
0.62199998,-0.37758026,-0.18054585
0.62300003,-0.40551502,-0.1037899
0.62400001,-0.41801929,-0.022926772
0.625,-0.4145354,0.058966294
0.62599999,-0.3951157,0.13874696
0.62699997,-0.36042827,0.21332812
0.62800002,-0.31173757,0.27979848
0.62900001,-0.2508623,0.33553767
0.63,-0.1801105,0.37832147
0.63099998,-0.1021956,0.40641382
0.63200003,-0.020134032,0.41864035
0.63300002,0.062869944,0.41444096
0.634,0.14354876,0.39389852
0.63499999,0.21869993,0.35774389
0.63599998,0.28531432,0.30733359
0.63700002,0.34069827,0.24460283
0.63800001,0.38258469,0.17199448
0.639,0.40922901,0.092367448
0.63999999,0.41948536,0.0088859471
0.64099997,0.41285935,-0.075104833
0.64200002,0.38953522,-0.15621215
0.64300001,0.35037649,-0.23113273
0.64399999,0.29689813,-0.29678854
0.64499998,0.23121202,-0.35045511
0.64600003,0.15594657,-0.38987693
0.64700001,0.074145079,-0.41336572
0.648,-0.010855422,-0.41987625
0.64899999,-0.095559083,-0.40905687
0.64999998,-0.17645457,-0.3812713
0.65100002,-0.25016084,-0.33759189
0.65200001,-0.31356993,-0.27976277
0.653,-0.3639802,-0.21013391
0.65399998,-0.399214,-0.13156901
0.65499997,-0.41771534,-0.04733061
0.65600002,-0.41862288,0.039053127
0.65700001,-0.40181357,0.12393551
0.65799999,-0.36791599,0.203705
0.65899998,-0.31829175,0.27493945
0.66000003,-0.25498575,0.33455476
0.66100001,-0.18064542,0.37994087
0.662,-0.098413222,0.40907913
0.66299999,-0.011796415,0.42063582
0.66399997,0.075480327,0.41402769
0.66500002,0.15963492,0.38945523
0.66600001,0.23699179,0.34790221
0.667,0.30414358,0.29110092
0.66799998,0.35810333,0.22146535
0.66900003,0.39644048,0.14199154
0.67000002,0.41739377,0.056131925
0.671,0.41995591,-0.032352582
0.67199999,0.40392736,-0.1195554
0.67299998,0.36993307,-0.20159709
0.67400002,0.31940356,-0.2747986
0.67500001,0.25451896,-0.33584771
0.676,0.17812043,-0.38195184
0.67699999,0.093588643,-0.41096961
0.67799997,0.0046966546,-0.4215138
0.67900002,-0.084557563,-0.41302124
0.68000001,-0.17012835,-0.38578904
0.68099999,-0.24810672,-0.34096891
0.68199998,-0.31490088,-0.28052425
0.68300003,-0.36740384,-0.20714813
0.68400002,-0.40314081,-0.12414735
0.685,-0.42039055,-0.035297103
0.68599999,-0.41827208,0.055329297
0.68699998,-0.39679477,0.14354555
0.68800002,-0.35686722,0.22524589
0.68900001,-0.30026358,0.29659724
0.69,-0.22955076,0.35422131
0.69099998,-0.14797546,0.39535764
0.69199997,-0.059318721,0.41799951
0.69300002,0.032276262,0.42099705
0.69400001,0.12249707,0.4041194
0.69499999,0.20706414,0.36807632
0.69599998,0.28193498,0.31449348
0.69700003,0.34349924,0.24584404
0.69800001,0.38875604,0.16534014
0.699,0.41546372,0.076785319
0.69999999,0.42225584,-0.01560174
0.70099998,0.40871623,-0.10738651
0.70200002,0.37540779,-0.19413123
0.70300001,0.32385668,-0.27160981
0.704,0.25648677,-0.33601579
0.70499998,0.17651066,-0.38415208
0.70599997,0.087781288,-0.41359416
0.70700002,-0.0053918026,-0.42281574
0.708,-0.098448791,-0.41127419
0.70899999,-0.18680261,-0.37944672
0.70999998,-0.26606548,-0.32881641
0.71100003,-0.33226869,-0.26181033
0.71200001,-0.3820641,-0.18168662
0.713,-0.4128975,-0.092381306
0.71399999,-0.42314482,0.0016819391
0.71499997,-0.4122017,0.09580946
0.71600002,-0.38052583,0.18527023
0.71700001,-0.32962325,0.26553482
0.71799999,-0.2619825,0.33250615
0.71899998,-0.18095946,0.38273209
0.72000003,-0.090613551,0.41358691
0.72100002,0.0044910349,0.42341399
0.722,0.099514343,0.4116202
0.72299999,0.18958639,0.37871584
0.72399998,0.27005693,0.32630101
0.72500002,0.33673778,0.2569924
0.72600001,0.38612378,0.17429842
0.727,0.41558191,0.082446635
0.72799999,0.42349541,-0.013830303
0.72899997,0.40935996,-0.1095351
0.73000002,0.37381962,-0.19966547
0.73100001,0.31864423,-0.27947608
0.73199999,0.24664865,-0.34473053
0.73299998,0.16155298,-0.3919296
0.73400003,0.067795813,-0.41850358
0.73500001,-0.029694229,-0.42295769
0.736,-0.12575628,-0.40496099
0.73699999,-0.21526918,-0.36537698
0.73799998,-0.29342607,-0.30622762
0.73900002,-0.35599476,-0.2305965
0.74000001,-0.39955103,-0.14247435
0.741,-0.42166996,-0.046551134
0.74199998,-0.42106783,0.052028764
0.74299997,-0.39768192,0.14794195
0.74400002,-0.352685,0.23597306
0.745,-0.28843516,0.31129974
0.74599999,-0.20835637,0.36975965
0.74699998,-0.11676256,0.40808463
