"Time","C1.v","C4.v","C5.v","C2.v","C3.v","Transistor1.ct.v","Transistor1.Tr.C.v","Transistor2.ct.v","Transistor2.Tr.C.v"
9.0000001e-11,0.022545964,-0.0059679588,-0.0063433591,0.0060724039,8.5762791e-10,0.021287875,0.0060648997,4.2971547e-07,0.0059481449
9.1999998e-11,0.023044426,-0.0062357322,-0.0066302209,0.0063426173,8.7511881e-10,0.021786727,0.0063346699,4.3847811e-07,0.0062154797
9.4000002e-11,0.023542725,-0.0065093637,-0.0069234306,0.0066186879,8.9248364e-10,0.022285422,0.0066102967,4.4717757e-07,0.0064886729
9.6e-11,0.024040854,-0.0067888517,-0.0072229886,0.0069006137,9.0972019e-10,0.022783954,0.0068917791,4.5581274e-07,0.0067677237
9.7999997e-11,0.024538809,-0.0070741964,-0.0075288946,0.0071883937,9.2682617e-10,0.023282321,0.0071791154,4.6438251e-07,0.0070526297
1e-10,0.025036592,-0.0073653953,-0.0078411484,0.0074820267,9.4379948e-10,0.023780523,0.0074723051,4.728858e-07,0.0073433914
1.02e-10,0.025534196,-0.0076624481,-0.0081597501,0.0077815121,9.6063779e-10,0.024278551,0.0077713467,4.8132148e-07,0.0076400065
1.04e-10,0.026031619,-0.0079653533,-0.0084846988,0.0080868481,9.7733888e-10,0.024776408,0.0080762384,4.8968838e-07,0.0079424744
1.06e-10,0.026528858,-0.00827411,-0.0088159963,0.0083980337,9.9390052e-10,0.02527409,0.0083869807,4.9798535e-07,0.0082507934
1.08e-10,0.027025908,-0.0085887173,-0.0091536418,0.0087150671,1.0103204e-09,0.025771596,0.0087035708,5.0621139e-07,0.008564963
1.1e-10,0.027522769,-0.0089091724,-0.0094976341,0.0090379482,1.0265964e-09,0.026268918,0.0090260077,5.143653e-07,0.0088849822
1.12e-10,0.028019436,-0.0092354761,-0.0098479744,0.0093666753,1.0427262e-09,0.026766058,0.0093542915,5.2244599e-07,0.0092108492
1.14e-10,0.028515907,-0.0095676268,-0.010204663,0.0097012483,1.0587078e-09,0.02726301,0.0096884202,5.3045238e-07,0.009542563
1.16e-10,0.029012177,-0.0099056233,-0.010567699,0.010041663,1.0745388e-09,0.027759772,0.010028392,5.3838335e-07,0.0098801218
1.18e-10,0.029508242,-0.010249464,-0.010937083,0.010387922,1.090217e-09,0.02825634,0.010374206,5.4623774e-07,0.010223527
1.2e-10,0.030004105,-0.010599148,-0.011312813,0.010740022,1.1057412e-09,0.028752709,0.010725862,5.5401495e-07,0.010572774
1.2199999e-10,0.030499754,-0.010954674,-0.011694892,0.011097962,1.121109e-09,0.029248875,0.011083358,5.6171382e-07,0.010927864
1.24e-10,0.030995194,-0.011316042,-0.012083318,0.011461741,1.136318e-09,0.029744837,0.011446693,5.6933311e-07,0.011288796
1.26e-10,0.031490419,-0.01168325,-0.012478092,0.011831358,1.151366e-09,0.030240592,0.011815866,5.768718e-07,0.011655567
1.28e-10,0.031985421,-0.012056296,-0.012879212,0.012206811,1.1662508e-09,0.030736135,0.012190876,5.8432863e-07,0.012028178
1.3e-10,0.032480206,-0.01243518,-0.013286681,0.012588101,1.1809703e-09,0.031231465,0.012571721,5.917027e-07,0.012406627
1.3199999e-10,0.032974761,-0.0128199,-0.013700497,0.012975224,1.1955223e-09,0.031726576,0.012958401,5.9899281e-07,0.012790912
1.3400001e-10,0.033469092,-0.013210457,-0.01412066,0.013368181,1.2099046e-09,0.03222147,0.013350913,6.0619794e-07,0.013181033
1.36e-10,0.033963192,-0.013606846,-0.01454717,0.01376697,1.2241151e-09,0.03271614,0.013749259,6.1331701e-07,0.013576987
1.38e-10,0.034457054,-0.01400907,-0.014980028,0.01417159,1.2381517e-09,0.033210583,0.014153434,6.2034889e-07,0.013978776
1.4e-10,0.034950681,-0.014417126,-0.015419234,0.014582039,1.2520122e-09,0.033704799,0.014563439,6.2729254e-07,0.014386396
1.42e-10,0.03544407,-0.014831012,-0.015864786,0.014998317,1.2656943e-09,0.034198776,0.014979273,6.3414683e-07,0.014799848
1.4400001e-10,0.035937209,-0.015250728,-0.016316686,0.015420422,1.279196e-09,0.034692522,0.015400934,6.4091074e-07,0.01521913
1.46e-10,0.036430106,-0.015676273,-0.016774932,0.015848354,1.2925151e-09,0.035186026,0.015828421,6.4758314e-07,0.015644239
1.48e-10,0.036922753,-0.016107645,-0.017239526,0.01628211,1.3056494e-09,0.035679292,0.016261734,6.5416293e-07,0.016075177
1.5e-10,0.037415143,-0.016544843,-0.017710466,0.01672169,1.3185968e-09,0.036172308,0.016700869,6.6064911e-07,0.016511941
1.52e-10,0.03790728,-0.016987866,-0.018187754,0.017167093,1.3313574e-09,0.036665082,0.017145829,6.6704172e-07,0.016954532
1.5399999e-10,0.03839916,-0.017436713,-0.018671388,0.017618317,1.3439274e-09,0.037157603,0.01759661,6.7333883e-07,0.017402945
1.56e-10,0.038890775,-0.017891385,-0.01916137,0.018075364,1.3563046e-09,0.037649866,0.018053209,6.7953931e-07,0.017857183
1.58e-10,0.039382126,-0.018351877,-0.019657698,0.018538227,1.3684868e-09,0.038141876,0.01851563,6.8564208e-07,0.018317241
1.6e-10,0.039873209,-0.01881819,-0.020160373,0.01900691,1.380472e-09,0.038633626,0.018983869,6.9164616e-07,0.01878312
1.62e-10,0.04036402,-0.019290322,-0.020669395,0.019481409,1.3922579e-09,0.039125111,0.019457923,6.9755038e-07,0.01925482
1.6399999e-10,0.040854555,-0.019768273,-0.021184763,0.019961724,1.4038424e-09,0.039616328,0.019937795,7.0335375e-07,0.019732339
1.6600001e-10,0.041344814,-0.020252042,-0.021706479,0.020447852,1.4152235e-09,0.040107276,0.020423479,7.0905514e-07,0.020215673
1.68e-10,0.04183479,-0.020741627,-0.02223454,0.020939795,1.426399e-09,0.040597949,0.020914977,7.1465354e-07,0.020704826
1.7e-10,0.042324483,-0.021237025,-0.02276895,0.02143755,1.4373668e-09,0.04108835,0.021412289,7.2014791e-07,0.021199793
1.72e-10,0.04281389,-0.021738239,-0.023309706,0.021941116,1.4481247e-09,0.041578468,0.02191541,7.2553706e-07,0.021700574
1.7399999e-10,0.043303005,-0.022245264,-0.023856808,0.022450492,1.4586706e-09,0.042068306,0.022424342,7.3082009e-07,0.022207167
1.7600001e-10,0.043791831,-0.022758102,-0.024410255,0.022965675,1.4690026e-09,0.042557854,0.022939082,7.3599585e-07,0.022719573
1.78e-10,0.044280358,-0.02327675,-0.024970051,0.023486668,1.4791183e-09,0.043047119,0.02345963,7.4106327e-07,0.023237789
1.8e-10,0.044768583,-0.023801208,-0.025536193,0.024013465,1.4890157e-09,0.043536089,0.023985984,7.4602133e-07,0.023761814
1.82e-10,0.045256507,-0.024331473,-0.02610868,0.02454607,1.4986943e-09,0.044024765,0.024518143,7.5086979e-07,0.024291649
1.84e-10,0.045744129,-0.024867546,-0.026687514,0.025084479,1.5081562e-09,0.044513144,0.025056109,7.5560956e-07,0.024827292
1.8599999e-10,0.046231441,-0.025409425,-0.027272694,0.02562869,1.5173945e-09,0.045001224,0.025599876,7.6023747e-07,0.025368741
1.88e-10,0.046718445,-0.025957109,-0.02786422,0.026178703,1.5264076e-09,0.045489002,0.026149446,7.6475243e-07,0.025915993
1.9e-10,0.047205132,-0.026510598,-0.028462091,0.026734518,1.5351932e-09,0.045976471,0.026704816,7.6915347e-07,0.026469052
1.92e-10,0.047691502,-0.027069889,-0.029066309,0.027296131,1.5437494e-09,0.046463631,0.027265986,7.7343952e-07,0.027027911
1.94e-10,0.048177551,-0.02763498,-0.029676873,0.027863543,1.5520739e-09,0.046950474,0.027832953,7.7760956e-07,0.027592573
1.9599999e-10,0.048663277,-0.028205873,-0.030293783,0.028436752,1.560165e-09,0.047437005,0.028405719,7.8166255e-07,0.028163036
1.9800001e-10,0.049148675,-0.028782565,-0.030917037,0.029015759,1.5680204e-09,0.047923218,0.02898428,7.8559754e-07,0.028739298
2e-10,0.049633745,-0.029365057,-0.031546641,0.029600559,1.5756382e-09,0.048409108,0.029568637,7.8941343e-07,0.029321359
2.02e-10,0.05011848,-0.029953344,-0.032182585,0.030191153,1.5830162e-09,0.04889467,0.030158788,7.9310922e-07,0.029909216
2.04e-10,0.050602879,-0.030547427,-0.032824881,0.030787541,1.5901525e-09,0.049379904,0.030754732,7.9668393e-07,0.030502871
2.0599999e-10,0.05108694,-0.031147305,-0.033473518,0.031389717,1.5970451e-09,0.04986481,0.031356465,8.0013643e-07,0.031102318
2.0800001e-10,0.051570661,-0.031752978,-0.034128502,0.031997688,1.6036917e-09,0.050349377,0.031963989,8.0346581e-07,0.031707563
2.1e-10,0.052054033,-0.032364439,-0.034789834,0.032611445,1.6100905e-09,0.050833609,0.032577306,8.0667098e-07,0.032318596
2.12e-10,0.052537061,-0.032981697,-0.035457507,0.03323099,1.6162394e-09,0.051317498,0.033196408,8.0975099e-07,0.032935426
2.14e-10,0.053019732,-0.033604741,-0.036131531,0.033856325,1.6221363e-09,0.051801044,0.033821296,8.1270468e-07,0.033558041
2.16e-10,0.053502053,-0.034233578,-0.036811896,0.034487441,1.6277792e-09,0.052284244,0.034451973,8.1553117e-07,0.034186449
2.1800001e-10,0.053984016,-0.034868199,-0.037498608,0.035124343,1.6331662e-09,0.052767094,0.035088431,8.1822935e-07,0.034820642
2.2e-10,0.054465618,-0.03550861,-0.038191665,0.03576703,1.6382949e-09,0.05324959,0.035730675,8.2079822e-07,0.035460625
2.22e-10,0.054946855,-0.036154807,-0.03889107,0.036415499,1.6431636e-09,0.053731728,0.0363787,8.2323675e-07,0.036106393
2.24e-10,0.055427726,-0.036806788,-0.039596815,0.037069749,1.64777e-09,0.054213509,0.037032504,8.2554396e-07,0.036757946
2.26e-10,0.055908225,-0.037464552,-0.040308908,0.037729777,1.6521123e-09,0.054694925,0.037692092,8.2771874e-07,0.037415285
2.2799999e-10,0.056388356,-0.0381281,-0.041027348,0.038395587,1.6561883e-09,0.055175979,0.038357455,8.2976015e-07,0.038078405
2.3000001e-10,0.056868106,-0.038797427,-0.04175213,0.039067172,1.6599959e-09,0.05565666,0.0390286,8.3166714e-07,0.038747303
2.32e-10,0.05734748,-0.039472535,-0.042483259,0.039744534,1.6635333e-09,0.056136973,0.039705519,8.3343861e-07,0.039421987
2.3400001e-10,0.057826471,-0.040153421,-0.043220732,0.040427674,1.6667981e-09,0.05661691,0.040388212,8.3507365e-07,0.040102448
2.36e-10,0.058305077,-0.040840086,-0.04396455,0.041116584,1.6697886e-09,0.05709647,0.041076683,8.3657119e-07,0.040788684
2.3800001e-10,0.058783293,-0.041532528,-0.044714715,0.041811269,1.6725027e-09,0.057575647,0.041770924,8.3793026e-07,0.041480701
2.3999999e-10,0.059261121,-0.042230748,-0.045471221,0.042511724,1.6749381e-09,0.05805444,0.042470936,8.3914972e-07,0.042178493
2.42e-10,0.05973855,-0.042934738,-0.046234075,0.043217953,1.677093e-09,0.058532849,0.043176722,8.4022861e-07,0.042882059
2.4399999e-10,0.060215585,-0.043644503,-0.047003273,0.043929949,1.6789653e-09,0.059010863,0.043888275,8.411659e-07,0.043591399
2.46e-10,0.060692232,-0.044360042,-0.047778815,0.044647716,1.6805769e-09,0.059488501,0.044605598,8.4197262e-07,0.044306513
2.4800001e-10,0.061168477,-0.045081351,-0.048560701,0.045371249,1.6819064e-09,0.059965745,0.045328688,8.4263797e-07,0.045027398
2.4999999e-10,0.061644316,-0.045808434,-0.049348932,0.046100549,1.6829501e-09,0.060442589,0.046057548,8.4316014e-07,0.045754053
2.52e-10,0.062119748,-0.046541281,-0.050143503,0.046835616,1.6837058e-09,0.060919035,0.046792168,8.4353809e-07,0.046486478
2.5399999e-10,0.062594764,-0.047279902,-0.050944421,0.047576446,1.6841719e-09,0.061395075,0.047532558,8.4377081e-07,0.047224671
2.56e-10,0.063069373,-0.048024286,-0.051751684,0.048323035,1.6843461e-09,0.061870709,0.048278708,8.4385738e-07,0.04796863
2.5800001e-10,0.063543558,-0.048774436,-0.052565292,0.049075391,1.6842268e-09,0.062345933,0.049030617,8.4379684e-07,0.048718356
2.5999999e-10,0.064017326,-0.04953035,-0.053385243,0.049833506,1.6838116e-09,0.06282074,0.049788289,8.4358811e-07,0.049473848
2.6200001e-10,0.064490676,-0.050292026,-0.054211538,0.050597381,1.6830991e-09,0.063295133,0.05055172,8.4323034e-07,0.0502351
2.6399999e-10,0.064963594,-0.05105947,-0.055044178,0.051367011,1.6820869e-09,0.06376911,0.05132091,8.4272256e-07,0.051002119
2.66e-10,0.06543608,-0.051832668,-0.055883162,0.0521424,1.6807733e-09,0.064242668,0.052095857,8.4206368e-07,0.051774897
2.6800001e-10,0.065908134,-0.05261163,-0.05672849,0.052923545,1.6791564e-09,0.064715795,0.052876562,8.4125281e-07,0.052553434
2.6999999e-10,0.066379756,-0.053396352,-0.057580162,0.053710446,1.677234e-09,0.06518849,0.053663019,8.4028898e-07,0.053337734
2.7200001e-10,0.066850938,-0.054186832,-0.058438178,0.054503098,1.6750045e-09,0.06566076,0.054455228,8.3917115e-07,0.05412779
2.7399999e-10,0.06732168,-0.054983068,-0.059302535,0.055301502,1.6724656e-09,0.066132598,0.055253193,8.3789843e-07,0.054923601
2.76e-10,0.067791976,-0.055785056,-0.06017324,0.056105662,1.6696157e-09,0.066603996,0.056056909,8.3646984e-07,0.055725168
2.7800001e-10,0.068261825,-0.056592803,-0.061050285,0.056915566,1.6664525e-09,0.067074947,0.056866374,8.3488436e-07,0.056532495
2.8e-10,0.068731219,-0.057406303,-0.061933678,0.057731222,1.6629744e-09,0.067545459,0.057681587,8.3314097e-07,0.057345569
2.8200001e-10,0.069200166,-0.058225553,-0.062823407,0.058552627,1.6591793e-09,0.068015531,0.058502551,8.3123882e-07,0.058164399
2.8399999e-10,0.069668651,-0.059050556,-0.063719489,0.059379779,1.6550652e-09,0.068485148,0.05932926,8.2917688e-07,0.058988981
2.86e-10,0.070136674,-0.059881307,-0.06462191,0.060212675,1.6506303e-09,0.068954311,0.060161714,8.2695419e-07,0.059819311
2.8800001e-10,0.070604242,-0.06071781,-0.065530673,0.061051317,1.6458725e-09,0.06942302,0.060999915,8.2456972e-07,0.060655393
2.9e-10,0.071071342,-0.061560057,-0.066445783,0.061895698,1.6407899e-09,0.069891274,0.061843857,8.2202257e-07,0.061497219
2.9200001e-10,0.071537971,-0.062408052,-0.067367233,0.062745824,1.6353807e-09,0.070359059,0.062693544,8.1931177e-07,0.062344793
2.9399999e-10,0.072004125,-0.063261792,-0.068295024,0.063601695,1.6296429e-09,0.070826389,0.063548967,8.1643628e-07,0.063198112
2.96e-10,0.072469808,-0.064121284,-0.069229163,0.064463295,1.6235744e-09,0.071293242,0.064410135,8.1339516e-07,0.064057179
2.9800001e-10,0.072935015,-0.064986512,-0.070169643,0.065330647,1.6171734e-09,0.071759626,0.06527704,8.1018743e-07,0.06492199
3e-10,0.073399745,-0.065857477,-0.071116462,0.066203728,1.6104379e-09,0.072225541,0.066149682,8.0681212e-07,0.065792538
3.0200001e-10,0.073863983,-0.066734195,-0.07206963,0.067082547,1.603366e-09,0.072690979,0.067028061,8.0326822e-07,0.066668831
3.0399999e-10,0.074327737,-0.067616642,-0.073029138,0.067967102,1.5959558e-09,0.073155932,0.067912169,7.9955487e-07,0.067550868
3.06e-10,0.074790999,-0.068504833,-0.073994994,0.068857387,1.5882052e-09,0.073620409,0.068802021,7.9567099e-07,0.068438634
3.0799999e-10,0.075253785,-0.069398768,-0.074967183,0.069753416,1.5801408e-09,0.074084409,0.069697604,7.9162987e-07,0.069332153
3.1e-10,0.075716086,-0.070298433,-0.07594572,0.070655175,1.5717557e-09,0.074547939,0.070598923,7.8742812e-07,0.0702314
3.1200001e-10,0.076177895,-0.071203835,-0.076930597,0.071562663,1.5630294e-09,0.07501097,0.071505971,7.8305533e-07,0.071136385
3.1399999e-10,0.076639198,-0.072114982,-0.077921815,0.07247588,1.5539597e-09,0.075473517,0.072418749,7.7851058e-07,0.072047107
3.16e-10,0.077100001,-0.07303185,-0.078919373,0.073394828,1.544545e-09,0.075935565,0.073337257,7.7379298e-07,0.072963558
3.1799999e-10,0.077560298,-0.073954456,-0.07992328,0.074319504,1.5347836e-09,0.076397114,0.074261494,7.6890166e-07,0.073885746
3.2e-10,0.078020088,-0.07488279,-0.080933526,0.075249903,1.5246736e-09,0.076858163,0.075191453,7.6383566e-07,0.074813664
3.2200001e-10,0.078479365,-0.075816862,-0.081950113,0.076186031,1.5142132e-09,0.077318706,0.076127142,7.5859407e-07,0.075747319
3.2399999e-10,0.078938127,-0.076756656,-0.082973041,0.077127881,1.5034006e-09,0.077778749,0.077068552,7.531761e-07,0.076686695
3.26e-10,0.079396375,-0.07770218,-0.084002309,0.078075461,1.492234e-09,0.078238271,0.078015685,7.4758071e-07,0.077631801
3.2799999e-10,0.079854101,-0.078653432,-0.085037924,0.079028755,1.4807116e-09,0.078697287,0.078968547,7.4180713e-07,0.078582637
3.3e-10,0.080311306,-0.079610407,-0.086079873,0.079987772,1.4688315e-09,0.079155788,0.079927124,7.3585431e-07,0.079539195
3.3200001e-10,0.080767982,-0.080573104,-0.08712817,0.08095251,1.4565922e-09,0.079613768,0.080891423,7.2972148e-07,0.080501482
3.3399999e-10,0.081224129,-0.081541531,-0.088182807,0.081922963,1.4439916e-09,0.080071226,0.081861436,7.2340771e-07,0.081469491
3.3600001e-10,0.081679747,-0.082515679,-0.089243792,0.082899138,1.431028e-09,0.080528155,0.082837172,7.1691204e-07,0.082443222
3.3799999e-10,0.082134828,-0.08349555,-0.09031111,0.083881028,1.4176996e-09,0.080984563,0.083818622,7.1023362e-07,0.083422676
3.4e-10,0.082589366,-0.084481135,-0.091384768,0.084868632,1.4040047e-09,0.081440434,0.084805787,7.0337154e-07,0.084407844
3.4200001e-10,0.083043374,-0.085472442,-0.092464775,0.085861951,1.3899413e-09,0.081895776,0.085798666,6.9632489e-07,0.085398741
3.44e-10,0.083496831,-0.086469471,-0.093551122,0.086860985,1.3755078e-09,0.082350574,0.08679726,6.8909276e-07,0.086395353
3.4600001e-10,0.083949737,-0.087472215,-0.094643809,0.087865725,1.3607023e-09,0.082804836,0.087801568,6.8167424e-07,0.08739768
3.4799999e-10,0.084402099,-0.088480674,-0.095742829,0.08887618,1.345523e-09,0.083258562,0.088811584,6.7406847e-07,0.088405721
3.5e-10,0.08485391,-0.089494847,-0.096848197,0.089892343,1.3299681e-09,0.083711736,0.089827307,6.6627456e-07,0.089419484
3.5200001e-10,0.085305169,-0.090514734,-0.097959913,0.090914212,1.3140359e-09,0.084164359,0.090848744,6.5829158e-07,0.090438955
3.54e-10,0.085755862,-0.091540329,-0.099077962,0.091941796,1.2977244e-09,0.084616438,0.091875881,6.5011858e-07,0.09146414
3.5600001e-10,0.086205997,-0.092571646,-0.10020235,0.09297508,1.2810319e-09,0.085067958,0.092908725,6.4175475e-07,0.092495039
3.5799999e-10,0.086655565,-0.093608662,-0.10133308,0.094014071,1.2639568e-09,0.085518919,0.093947284,6.3319914e-07,0.093531646
3.6e-10,0.087104566,-0.094651394,-0.10247015,0.095058762,1.246497e-09,0.085969321,0.094991535,6.2445082e-07,0.09457396
3.6200001e-10,0.087552994,-0.095699832,-0.10361357,0.096109159,1.2286508e-09,0.086419158,0.096041493,6.1550895e-07,0.095621988
3.64e-10,0.088000856,-0.096753977,-0.10476332,0.097165257,1.2104165e-09,0.086868435,0.097097158,6.0637257e-07,0.096675716
3.6600001e-10,0.088448137,-0.09781383,-0.10591942,0.098227054,1.1917922e-09,0.087317139,0.098158516,5.9704087e-07,0.097735159
3.6799999e-10,0.088894844,-0.098879382,-0.10708185,0.099294551,1.1727762e-09,0.087765269,0.099225581,5.8751283e-07,0.098800302
3.7e-10,0.08934097,-0.099950641,-0.10825063,0.10036775,1.1533804e-09,0.088212833,0.10029834,5.7779459e-07,0.099871144
3.7199999e-10,0.089786537,-0.10102761,-0.10942574,0.10144664,1.1336334e-09,0.088659845,0.1013768,5.6790032e-07,0.1009477
3.74e-10,0.09023153,-0.10211027,-0.11060718,0.10253124,1.1134945e-09,0.089106277,0.10246096,5.5780981e-07,0.10202996
3.7600001e-10,0.090675928,-0.10319864,-0.11179498,0.10362153,1.0929623e-09,0.089552134,0.10355081,5.4752212e-07,0.10311791
3.7799999e-10,0.091119736,-0.10429271,-0.11298911,0.10471752,1.0720349e-09,0.089997403,0.10464635,5.3703656e-07,0.10421157
3.8e-10,0.091562949,-0.10539248,-0.11418958,0.10581919,1.0507109e-09,0.090442084,0.1057476,5.2635221e-07,0.10531092
3.8199999e-10,0.092005566,-0.10649794,-0.11539639,0.10692655,1.0289886e-09,0.090886183,0.10685453,5.1546834e-07,0.10641597
3.84e-10,0.092447586,-0.1076091,-0.11660954,0.10803962,1.0068663e-09,0.091329686,0.10796715,5.0438405e-07,0.10752672
3.8600001e-10,0.092889003,-0.10872595,-0.11782902,0.10915837,9.8434227e-10,0.091772594,0.10908546,4.9309853e-07,0.10864317
