"Time","loadInertia.w","loadInertia.phi","tauShaft","imc.idq_sr[2]","imc.is[2]","wMechanical","imc.is[1]","imc.idq_rr[1]","tauElectrical","imc.idq_rr[2]","imc.idq_sr[1]"
0.041000001,156.87793,6.436131,-5.7102237,30.53162,-0.014532999,156.87793,122.48175,-133.77144,-7.1377797,-27.709875,138.08627
0.041999999,156.87302,6.5930066,-5.7103739,-13.576223,-0.014521544,156.87302,122.48175,-135.79311,-7.1379671,14.92858,140.7682
0.043000001,156.86809,6.749877,-5.710536,-56.357327,-0.014564258,156.86809,122.48177,-124.55716,-7.1381702,56.108303,129.70679
0.044,156.86317,6.9067426,-5.710711,-93.63533,-0.014662677,156.86317,122.48182,-101.16167,-7.1383886,91.809258,105.98314
0.045000002,156.85825,7.0636034,-5.7108984,-121.77168,-0.014812741,156.85825,122.4819,-67.891579,-7.1386232,118.54684,71.914246
0.046,156.85332,7.2204595,-5.7110968,-138.02072,-0.015004739,156.85332,122.48199,-27.995356,-7.1388707,133.71191,30.826599
0.046999998,156.8484,7.3773103,-5.7113037,-140.79752,-0.015226036,156.8484,122.4821,14.632223,-7.1391292,135.8253,-13.268712
0.048,156.84348,7.5341558,-5.7115154,-129.83226,-0.015461658,156.84348,122.48222,55.830399,-7.1393943,124.68192,-56.067661
0.048999999,156.83855,7.6909971,-5.71173,-106.19639,-0.015696323,156.83855,122.48234,91.578545,-7.1396627,101.37053,-93.393394
0.050000001,156.83363,7.8478332,-5.7119431,-72.197678,-0.015915101,156.83363,122.48244,118.38854,-7.1399288,68.167206,-121.60385
0.050999999,156.8287,8.0046644,-5.7121525,-31.154783,-0.016105143,156.8287,122.48254,133.64502,-7.1401906,28.312969,-137.94702
0.052000001,156.82378,8.1614904,-5.7123547,12.926795,-0.01625666,156.82378,122.48261,135.86041,-7.1404433,-14.30271,-140.82933
0.052999999,156.81885,8.3183117,-5.7125492,55.745724,-0.016363384,156.81885,122.48267,124.81979,-7.140686,-55.521534,-129.97083
0.054000001,156.81393,8.4751282,-5.7127337,93.12455,-0.016423991,156.81393,122.4827,101.60159,-7.1409173,-91.322166,-106.43222
0.055,156.80901,8.6319399,-5.7129097,121.41721,-0.016441254,156.80901,122.4827,68.472107,-7.1411376,-118.2125,-72.511108
0.056000002,156.80408,8.7887459,-5.7130775,137.86459,-0.016420769,156.80408,122.4827,28.664103,-7.1413469,-133.57019,-31.517502
0.057,156.79915,8.9455481,-5.7132387,140.86346,-0.016371705,156.79915,122.48267,-13.938721,-7.1415486,-135.89827,12.549206
0.057999998,156.79424,9.1023445,-5.7133956,130.12259,-0.016304957,156.79424,122.48264,-55.180664,-7.1417446,-124.97089,55.390522
0.059,156.78931,9.2591362,-5.7135506,106.69084,-0.016232541,156.78931,122.4826,-91.039413,-7.1419382,-101.85506,92.828148
0.059999999,156.78438,9.4159231,-5.7137055,72.854591,-0.016165631,156.78438,122.48257,-118.0183,-7.1421323,-68.806328,121.21142
0.061000001,156.77945,9.5727053,-5.7138638,31.914537,-0.016113967,156.77945,122.48254,-133.48711,-7.1423297,-29.048532,137.77322
0.061999999,156.77452,9.7294817,-5.714026,-12.136429,-0.016084963,156.77452,122.48253,-135.93849,-7.1425328,13.540735,140.89964
0.063000001,156.76959,9.8862543,-5.7141943,-55.002674,-0.016082948,156.76959,122.48253,-125.13458,-7.1427431,54.808388,130.28702
0.064000003,156.76468,10.043021,-5.7143688,-92.504738,-0.01611001,156.76468,122.48254,-102.13,-7.142961,90.730827,106.97137
0.064999998,156.75975,10.199783,-5.71455,-120.98677,-0.016165271,156.75975,122.48257,-69.168739,-7.1431875,117.80621,73.227058
0.066,156.75482,10.356541,-5.7147369,-137.67285,-0.016244451,156.75482,122.48261,-29.465128,-7.1434212,133.39574,32.344791
0.067000002,156.74989,10.513293,-5.7149291,-140.93742,-0.016341863,156.74989,122.48266,13.109699,-7.143661,135.9807,-11.689378
0.068000004,156.74496,10.67004,-5.7151241,-130.4635,-0.01645028,156.74496,122.48271,54.405319,-7.1439052,125.31032,-54.582752
0.068999998,156.74004,10.826783,-5.7153215,-107.27325,-0.016562192,156.74004,122.48277,90.396637,-7.1441517,102.42589,-92.154495
0.07,156.73511,10.983521,-5.7155185,-73.628143,-0.016669719,156.73511,122.48282,117.57618,-7.1443982,69.559013,-120.7431
0.071000002,156.73018,11.140253,-5.7157145,-32.808231,-0.016765742,156.73018,122.48287,133.29582,-7.1446433,29.913877,-137.56316
0.071999997,156.72527,11.296981,-5.7159076,11.207726,-0.016844414,156.72527,122.48291,136.02467,-7.1448846,-12.645288,-140.97655
0.072999999,156.72034,11.453704,-5.7160964,54.130154,-0.016900508,156.72034,122.48294,125.49805,-7.1451206,-53.970875,-130.65193
0.074000001,156.71541,11.610422,-5.7162805,91.776703,-0.016933413,156.71541,122.48296,102.74294,-7.1453509,-90.03614,-107.59664
0.075000003,156.71048,11.767135,-5.7164602,120.47974,-0.01694374,156.71048,122.48296,69.977654,-7.145575,-117.32752,-74.058296
0.075999998,156.70555,11.923842,-5.7166352,137.4436,-0.016933989,156.70555,122.48296,30.395458,-7.1457944,-133.18684,-33.305508
0.077,156.70062,12.080545,-5.7168069,141.01669,-0.016908139,156.70062,122.48294,-12.14676,-7.1460085,-136.07011,10.690764
0.078000002,156.69569,12.237244,-5.7169757,130.8522,-0.016871503,156.69569,122.48293,-53.504364,-7.1462197,-125.69767,53.644222
0.079000004,156.69077,12.393937,-5.7171431,107.94153,-0.016830048,156.69077,122.4829,-89.648766,-7.1464291,-103.08113,91.370819
0.079999998,156.68584,12.550626,-5.7173104,74.517494,-0.016789841,156.68584,122.48288,-117.05978,-7.1466379,-70.424614,120.19627
0.081,156.68091,12.707309,-5.7174788,33.836525,-0.016755514,156.68091,122.48286,-133.06842,-7.1468482,-30.909777,137.31384
0.082000002,156.67598,12.863987,-5.7176485,-10.13866,-0.016731508,156.67598,122.48285,-136.11659,-7.1470609,11.614277,141.05746
0.082999997,156.67105,13.02066,-5.7178216,-53.125145,-0.016720867,156.67105,122.48285,-125.90864,-7.1472769,53.005962,131.0638
0.083999999,156.66612,13.177329,-5.7179976,-90.936951,-0.016725523,156.66612,122.48285,-103.43984,-7.1474972,89.234612,108.3073
0.085000001,156.66119,13.333993,-5.7181773,-119.89262,-0.016745474,156.66119,122.48286,-70.899231,-7.1477218,116.77292,75.005058
0.086000003,156.65627,13.490652,-5.7183599,-137.1736,-0.016779209,156.65627,122.48288,-31.456192,-7.1479502,132.94029,34.400642
0.086999997,156.65134,13.647305,-5.7185454,-141.0984,-0.016823903,156.65134,122.4829,11.048333,-7.1481819,136.16368,-9.5518961
0.088,156.64639,13.803954,-5.7187333,-131.28619,-0.016875427,156.64639,122.48293,52.475933,-7.1484165,126.13045,-52.573158
0.089000002,156.64146,13.960598,-5.7189221,-108.69343,-0.0169299,156.64146,122.48295,88.793678,-7.1486526,103.81857,-90.475067
0.090000004,156.63654,14.117237,-5.719111,-75.520615,-0.016983503,156.63654,122.48298,116.46669,-7.1488886,71.401138,-119.56854
0.090999998,156.63161,14.273871,-5.7192993,-34.99773,-0.017031848,156.63161,122.483,132.80211,-7.1491246,32.03458,-137.02248
0.092,156.62668,14.4305,-5.7194867,8.9303331,-0.017071975,156.62668,122.48302,136.211,-7.1493583,-10.448791,-141.13911
0.093000002,156.62175,14.587125,-5.7196717,51.987892,-0.017101724,156.62175,122.48304,126.36281,-7.14959,-51.91391,-131.51904
0.093999997,156.61682,14.743744,-5.7198548,89.98465,-0.017120363,156.61682,122.48305,104.21721,-7.1498189,-88.325462,-109.09978
0.094999999,156.61189,14.900358,-5.720036,119.22345,-0.017127838,156.61189,122.48305,71.930435,-7.1500449,-116.14054,-76.064247
0.096000001,156.60695,15.056968,-5.7202144,136.85994,-0.017125038,156.60695,122.48305,32.645222,-7.1502681,-132.65332,-35.628052
0.097000003,156.60202,15.213573,-5.7203913,141.17914,-0.01711362,156.60202,122.48305,-9.8152437,-7.1504889,-136.25812,8.2735863
0.097999997,156.59709,15.370172,-5.7205663,131.76204,-0.017095469,156.59709,122.48303,-51.319427,-7.1507077,-126.60542,51.368896
0.098999999,156.59216,15.526767,-5.7207403,109.52614,-0.017073601,156.59216,122.48302,-87.829468,-7.1509252,-104.63555,89.465218
0.1,156.58723,15.683356,-5.7209139,76.635796,-0.01705127,156.58723,122.48301,-115.794,-7.1511421,-72.486992,118.85686
0.101,156.58229,15.839941,-5.7210879,36.2915,-0.017030699,156.58229,122.483,-132.49347,-7.1513596,-33.288033,136.6855
0.102,156.57736,15.996521,-5.7212625,-7.5817003,-0.01701449,156.57736,122.48299,-136.30457,-7.1515779,9.1477299,141.21799
0.103,156.57243,16.153095,-5.7214384,-50.716133,-0.017004546,156.57243,122.48299,-126.85775,-7.1517978,50.692444,132.01468
0.104,156.5675,16.309666,-5.7216158,-88.916634,-0.017002432,156.5675,122.48299,-105.07307,-7.1520195,87.305557,109.97196
0.105,156.56256,16.46623,-5.7217951,-118.46853,-0.017008506,156.56256,122.48299,-73.070312,-7.1522436,115.42678,77.234764
0.106,156.55763,16.622791,-5.7219763,-136.49876,-0.017022289,156.55763,122.483,-33.962601,-7.1524701,132.32216,36.987675
0.107,156.5527,16.779346,-5.7221584,-141.25513,-0.017042514,156.5527,122.48301,8.4465017,-7.152698,136.34979,-6.8549247
0.108,156.54778,16.935896,-5.722342,-132.27635,-0.017066101,156.54778,122.48302,50.033016,-7.1529279,127.11926,-50.029652
0.109,156.54283,17.092442,-5.7225266,-110.43673,-0.017092055,156.54283,122.48303,86.753578,-7.1531582,105.52927,-88.338722
0.11,156.5379,17.248981,-5.7227111,-77.860756,-0.017118467,156.5379,122.48305,115.03854,-7.153389,73.680016,-118.05805
0.111,156.53297,17.405518,-5.7228956,-37.716381,-0.017143421,156.53297,122.48306,132.13889,-7.1536198,34.668751,-136.29921
0.112,156.52803,17.562048,-5.7230802,6.093214,-0.017165111,156.52803,122.48307,136.39334,-7.1538501,-7.7115102,-141.29004
0.113,156.5231,17.718573,-5.7232633,49.309181,-0.017182318,156.5231,122.48308,127.38951,-7.154079,-49.340878,-132.54662
0.114,156.51817,17.875093,-5.7234459,87.731026,-0.017194338,156.51817,122.48309,106.00381,-7.1543074,-86.17308,-110.92009
0.115,156.51323,18.03161,-5.7236271,117.62489,-0.017201185,156.51323,122.48309,74.315956,-7.1545339,-114.62874,-78.513603
0.116,156.5083,18.18812,-5.7238073,136.08626,-0.017202403,156.5083,122.48309,35.406525,-7.1547594,-131.94312,-38.477642
0.117,156.50337,18.344625,-5.7239866,141.32214,-0.017198768,156.50337,122.48309,-6.9425478,-7.154983,-136.43463,5.2963753
0.118,156.49843,18.501127,-5.724165,132.82497,-0.01719136,156.49843,122.48309,-48.615685,-7.1552057,-127.66802,48.554382
0.119,156.4935,18.657623,-5.7243423,111.42167,-0.017181873,156.4935,122.48308,-85.563629,-7.1554279,-106.49636,87.093117
0.12,156.48856,18.814114,-5.7245202,79.193047,-0.017171776,156.48856,122.48307,-114.19688,-7.1556501,-74.977882,117.16852
0.121,156.48363,18.9706,-5.7246976,39.271313,-0.017162407,156.48363,122.48307,-131.73428,-7.1558719,-36.175789,135.85936
0.122,156.47868,19.127081,-5.7248755,-4.4644165,-0.017154893,156.47868,122.48306,-136.47313,-7.1560946,6.1396132,141.35088
0.123,156.47375,19.283558,-5.7250533,-47.765121,-0.017148837,156.47375,122.48306,-127.95424,-7.1563168,47.8573,133.11082
0.124,156.46883,19.440029,-5.7252321,-86.424706,-0.017145744,156.46883,122.48306,-107.00636,-7.1565404,84.924942,111.94093
0.125,156.46388,19.596495,-5.7254114,-116.68851,-0.017146189,156.46388,122.48306,-75.665375,-7.1567645,113.74252,79.898628
0.126,156.45895,19.752956,-5.7255921,-135.61794,-0.01715027,156.45895,122.48306,-36.97625,-7.1569901,131.51184,40.097088
0.127,156.45401,19.909412,-5.7257729,-141.3756,-0.017157609,156.45401,122.48306,5.3028288,-7.1572161,136.50819,-3.5974634
0.12800001,156.44908,20.065865,-5.7259545,-133.40356,-0.017167745,156.44908,122.48307,47.065639,-7.1574435,128.24754,-46.941322
0.12899999,156.44414,20.222311,-5.7261367,-112.47729,-0.017179947,156.44414,122.48308,84.256737,-7.157671,107.53329,-85.725494
0.13,156.43921,20.378754,-5.7263198,-80.629913,-0.017193681,156.43921,122.48309,113.26521,-7.1578999,76.377998,-116.18441
0.131,156.43427,20.535191,-5.7265024,-40.95472,-0.017207291,156.43427,122.48309,131.27522,-7.1581283,37.807671,-135.3614
0.132,156.42934,20.691622,-5.7266855,2.6955383,-0.017219894,156.42934,122.4831,136.53923,-7.1583567,-4.43221,-141.39566
0.133,156.42439,20.848049,-5.7268672,46.082767,-0.017229984,156.42439,122.4831,128.54735,-7.1585836,-46.240505,-133.70258
0.134,156.41946,21.004471,-5.7270465,84.995079,-0.017230468,156.41946,122.4831,108.07667,-7.1588082,-83.558601,-113.03025
0.13500001,156.41452,21.160887,-5.7272239,115.65562,-0.017221823,156.41452,122.4831,77.115463,-7.1590295,-112.7644,-81.386589
0.13600001,156.40958,21.317299,-5.7273993,135.08913,-0.017206529,156.40958,122.48309,38.669979,-7.1592493,-131.0238,-41.844109
0.13699999,156.40465,21.473707,-5.7275739,141.41043,-0.017187424,156.40465,122.48308,-3.527602,-7.1594677,-136.5656,1.7585028
0.138,156.3997,21.630108,-5.7277484,134.00725,-0.017167473,156.3997,122.48307,-45.381531,-7.1596856,-128.8531,45.189114
0.139,156.39478,21.786507,-5.7279229,113.59934,-0.017149406,156.39478,122.48306,-82.83004,-7.1599035,-108.63604,84.232948
0.14,156.38983,21.942898,-5.7280979,82.168297,-0.017135624,156.38983,122.48306,-112.23951,-7.1601224,-77.877457,115.10157
0.141,156.38489,22.099285,-5.7282743,42.765041,-0.017127546,156.38489,122.48305,-130.75693,-7.1603432,-39.562977,134.80042
0.142,156.37996,22.255669,-5.7284522,-0.78644848,-0.017126471,156.37996,122.48305,-136.58661,-7.1605654,2.5890882,141.41917
0.14300001,156.37502,22.412045,-5.7286315,-44.260315,-0.017132906,156.37502,122.48306,-129.16409,-7.1607895,44.48867,134.31688
0.14399999,156.37007,22.568419,-5.7288132,-83.438881,-0.017146766,156.37007,122.48306,-109.21072,-7.1610165,82.070831,114.18386
0.145,156.36514,22.724785,-5.7289958,-114.52181,-0.017167615,156.36514,122.48307,-78.663353,-7.1612449,111.6901,82.974426
0.146,156.3602,22.881147,-5.7291799,-134.49467,-0.017193263,156.3602,122.48309,-40.486202,-7.1614747,130.47401,43.717056
0.147,156.35526,23.037506,-5.7293653,-141.42119,-0.017221786,156.35526,122.4831,1.6168851,-7.1617064,136.60156,0.22040591
0.148,156.35033,23.193859,-5.7295508,-134.63072,-0.017251145,156.35033,122.48312,43.561859,-7.1619382,129.4796,-43.296295
0.149,156.34538,23.350206,-5.7297363,-114.78315,-0.017279975,156.34538,122.48312,81.28064,-7.1621704,109.80008,-82.612526
0.15000001,156.34044,23.50655,-5.7299228,-83.804504,-0.017308302,156.34044,122.48314,111.11565,-7.1624036,79.472717,-113.91578
0.15099999,156.33551,23.662888,-5.7301087,-44.699951,-0.0173342,156.33551,122.48315,130.17438,-7.1626358,41.43948,-134.17122
0.152,156.33057,23.819221,-5.7302938,-1.2621341,-0.017355617,156.33057,122.48316,136.60976,-7.1628675,-0.610906,-141.41573
0.153,156.32562,23.975548,-5.7304783,42.296726,-0.017371226,156.32562,122.48317,129.79898,-7.1630979,-42.600765,-134.94809
0.154,156.32068,24.131872,-5.7306609,81.753342,-0.017379943,156.32068,122.48318,110.40363,-7.1633263,-80.458939,-115.39667
0.155,156.31575,24.288191,-5.7308421,113.28279,-0.017381554,156.31575,122.48318,80.305252,-7.1635528,-110.51546,-84.658188
0.156,156.31081,24.444504,-5.7310219,133.82925,-0.017376557,156.31081,122.48318,42.42271,-7.1637774,-129.85728,-45.713596
0.15700001,156.30586,24.600811,-5.7312002,141.40202,-0.017366139,156.30586,122.48317,0.42897472,-7.1640005,-136.61046,-2.3388426
0.15800001,156.30092,24.757114,-5.7313781,135.26828,-0.017352028,156.30092,122.48316,-41.605053,-7.1642222,-130.12157,41.261288
0.15899999,156.29597,24.913414,-5.731555,116.02382,-0.017336156,156.29597,122.48315,-79.605209,-7.164444,-111.02077,80.860825
0.16,156.29105,25.069708,-5.7317319,85.535027,-0.017320853,156.29105,122.48315,-109.88891,-7.1646652,-81.160507,112.6222
0.161,156.2861,25.225996,-5.7319093,46.757706,-0.017307807,156.2861,122.48314,-129.52199,-7.164887,-43.435619,133.46803
0.162,156.28116,25.382278,-5.7320876,3.4504197,-0.017298371,156.28116,122.48314,-136.60286,-7.1651096,-1.5026578,141.37926
0.163,156.27621,25.538557,-5.7322664,-40.189896,-0.017293466,156.27621,122.48313,-130.44653,-7.1653333,40.574635,135.59045
0.164,156.27127,25.694832,-5.7324467,-79.934685,-0.017293511,156.27127,122.48313,-111.65076,-7.1655583,78.719154,116.66382
0.16500001,156.26633,25.851101,-5.7326274,-111.93349,-0.017297765,156.26633,122.48314,-82.037827,-7.1657844,109.2355,86.434334
0.16599999,156.26138,26.007364,-5.7328091,-133.0869,-0.017305784,156.26138,122.48314,-44.477726,-7.1660113,129.16783,47.831779
0.167,156.25645,26.163624,-5.7329917,-141.34663,-0.017316997,156.25645,122.48315,-2.609906,-7.1662397,136.58618,4.5966201
0.168,156.25151,26.319878,-5.7331748,-135.91379,-0.017330525,156.25151,122.48315,39.50946,-7.1664686,130.77309,-39.082497
0.169,156.24657,26.476126,-5.7333584,-117.31589,-0.017345585,156.24657,122.48316,77.800461,-7.166698,112.29285,-78.974571
0.17,156.24162,26.63237,-5.7335424,-87.355515,-0.017361371,156.24162,122.48317,108.55463,-7.1669283,82.936646,-111.21607
0.171,156.23668,26.788609,-5.7337265,-48.935471,-0.017376564,156.23668,122.48318,128.79407,-7.1671581,45.548702,-132.68504
0.17200001,156.23174,26.944843,-5.7339106,-5.7773819,-0.017390102,156.23174,122.48318,136.55962,-7.167388,3.7506709,-141.3033
0.17299999,156.22679,27.101072,-5.7340941,37.938866,-0.017401086,156.22679,122.48318,131.10043,-7.1676173,-38.409298,-136.23746
0.17399999,156.22185,27.257298,-5.7342768,77.979996,-0.01740868,156.22185,122.48319,112.94638,-7.1678457,-76.848633,-117.97932
0.175,156.2169,27.413517,-5.7344589,110.46925,-0.017413076,156.2169,122.48319,83.856483,-7.1680737,-107.84566,-88.29805
0.176,156.21196,27.569731,-5.7346406,132.26166,-0.01741429,156.21196,122.48319,46.648308,-7.1683006,-128.39989,-50.068501
0.177,156.20702,27.725941,-5.7348213,141.24837,-0.017412636,156.20702,122.48319,4.9249673,-7.1685266,-136.52231,-6.9927006
0.178,156.20207,27.882145,-5.7350016,136.56059,-0.017408239,156.20207,122.48319,-37.27388,-7.1687517,-131.42775,36.758739
0.17900001,156.19713,28.038345,-5.7351813,118.65339,-0.0174015,156.19713,122.48318,-75.863174,-7.1689763,-113.61063,76.950462
0.18000001,156.19218,28.19454,-5.7353601,89.261375,-0.017393429,156.19218,122.48318,-107.10789,-7.1692004,-84.796791,109.69233
0.18099999,156.18724,28.350729,-5.7355394,51.230518,-0.017385075,156.18724,122.48318,-127.98449,-7.1694245,-47.776199,131.81592
0.182,156.1823,28.506914,-5.7357187,8.2424583,-0.017377447,156.1823,122.48318,-136.47339,-7.1696482,-6.1326947,141.18095
0.183,156.17735,28.663094,-5.735898,-35.541988,-0.017371433,156.17735,122.48317,-131.75418,-7.1698728,36.103058,136.88231
0.184,156.17241,28.819269,-5.7360783,-75.885582,-0.017367857,156.17241,122.48317,-114.2848,-7.1700978,74.843697,119.33725
0.185,156.16747,28.975439,-5.7362595,-108.8847,-0.01736876,156.16747,122.48317,-85.756897,-7.1703243,106.34071,90.244789
0.186,156.16252,29.131603,-5.7364411,-131.34702,-0.017373879,156.16252,122.48318,-48.931911,-7.1705518,127.5471,52.421024
0.18700001,156.15758,29.287764,-5.7366242,-141.10013,-0.017382476,156.15758,122.48318,-7.3736253,-7.1707802,136.41196,9.5264149
0.18799999,156.15263,29.443918,-5.7368078,-137.20166,-0.017393686,156.15263,122.48318,34.896782,-7.1710095,132.0788,-34.288555
0.189,156.14767,29.600069,-5.7369914,-120.03001,-0.017405527,156.14767,122.48319,73.789871,-7.1712394,114.96803,-74.785004
0.19,156.14273,29.756214,-5.737175,-91.247559,-0.017417267,156.14273,122.48319,105.54354,-7.1714687,86.736107,-108.04575
0.191,156.13779,29.912354,-5.7373586,-53.639538,-0.017427668,156.13779,122.4832,127.0869,-7.1716981,50.114983,-130.85413
0.192,156.13284,30.068489,-5.7375417,-10.844401,-0.017436031,156.13284,122.48321,136.33713,-7.1719275,8.6476078,-141.00496
0.193,156.1279,30.224621,-5.7377248,32.998276,-0.017441902,156.1279,122.48321,132.40068,-7.1721559,-33.654881,-137.51768
0.19400001,156.12296,30.380745,-5.7379065,73.648262,-0.017444955,156.12296,122.48321,115.65952,-7.1723833,-72.70121,-120.73083
0.19499999,156.11801,30.536865,-5.7380881,107.17474,-0.017445363,156.11801,122.48321,87.733826,-7.1726103,-104.71565,-92.269043
0.19599999,156.11305,30.692982,-5.7382693,130.33635,-0.017443085,156.11305,122.48321,51.325073,-7.1728368,-126.60303,-54.885681
0.197,156.10811,30.849092,-5.7384496,140.89447,-0.017438745,156.10811,122.48321,9.9545832,-7.1730623,-136.24792,-12.196336
0.198,156.10316,31.005198,-5.7386298,137.82944,-0.017432742,156.10316,122.4832,-32.377132,-7.1732874,-132.71892,31.670942
0.199,156.09822,31.161299,-5.7388096,121.43885,-0.017425572,156.09822,122.4832,-71.577248,-7.173512,-116.35845,72.474861
0.2,156.09326,31.317394,-5.7389889,93.308548,-0.017418232,156.09326,122.48319,-103.85634,-7.1737361,-88.749374,106.27095
