"Time","resistor_e.i[1]","resistor_e.i[2]","resistor_s.i[1]","resistor_s.i[2]","resistor_m.i[1]","resistor_m.i[2]"
89.915001,-11.14633,-11.355993,-11.14633,-11.355993,-11.14633,-11.355993
89.919998,-10.526721,-11.96065,-10.526721,-11.96065,-10.526721,-11.96065
89.925003,-9.8967237,-12.553503,-9.8967237,-12.553503,-9.8967237,-12.553503
89.93,-9.2569599,-13.133964,-9.2569599,-13.133964,-9.2569599,-13.133964
89.934998,-8.6080599,-13.70146,-8.6080599,-13.70146,-8.6080599,-13.70146
89.940002,-7.950665,-14.255432,-7.950665,-14.255432,-7.950665,-14.255432
89.945,-7.2854238,-14.795334,-7.2854238,-14.795334,-7.2854238,-14.795334
89.949997,-6.6129928,-15.320632,-6.6129928,-15.320632,-6.6129928,-15.320632
89.955002,-5.9340358,-15.830808,-5.9340358,-15.830808,-5.9340358,-15.830808
89.959999,-5.2492223,-16.325359,-5.2492223,-16.325359,-5.2492223,-16.325359
89.964996,-4.5592289,-16.803795,-4.5592289,-16.803795,-4.5592289,-16.803795
89.970001,-3.8647361,-17.265646,-3.8647361,-17.265646,-3.8647361,-17.265646
89.974998,-3.166429,-17.710457,-3.166429,-17.710457,-3.166429,-17.710457
89.980003,-2.4649975,-18.137785,-2.4649975,-18.137785,-2.4649975,-18.137785
89.985001,-1.7611331,-18.547213,-1.7611331,-18.547213,-1.7611331,-18.547213
89.989998,-1.0555308,-18.938334,-1.0555308,-18.938334,-1.0555308,-18.938334
89.995003,-0.34888679,-19.310762,-0.34888679,-19.310762,-0.34888679,-19.310762
90,0.35810146,-19.664131,0.35810146,-19.664131,0.35810146,-19.664131
90.004997,1.0647362,-19.998091,1.0647362,-19.998091,1.0647362,-19.998091
90.010002,1.7703202,-20.312313,1.7703202,-20.312313,1.7703202,-20.312313
90.014999,2.4741571,-20.606487,2.4741571,-20.606487,2.4741571,-20.606487
90.019997,3.1755521,-20.880323,3.1755521,-20.880323,3.1755521,-20.880323
90.025002,3.8738134,-21.133549,3.8738134,-21.133549,3.8738134,-21.133549
90.029999,4.5682516,-21.365917,4.5682516,-21.365917,4.5682516,-21.365917
90.035004,5.2581811,-21.577198,5.2581811,-21.577198,5.2581811,-21.577198
90.040001,5.9429216,-21.767181,5.9429216,-21.767181,5.9429216,-21.767181
90.044998,6.6217976,-21.93568,6.6217976,-21.93568,6.6217976,-21.93568
90.050003,7.294138,-22.082531,7.294138,-22.082531,7.294138,-22.082531
90.055,7.95928,-22.207584,7.95928,-22.207584,7.95928,-22.207584
90.059998,8.6165676,-22.31072,8.6165676,-22.31072,8.6165676,-22.31072
90.065002,9.2653513,-22.391834,9.2653513,-22.391834,9.2653513,-22.391834
90.07,9.9049911,-22.45085,9.9049911,-22.45085,9.9049911,-22.45085
90.074997,10.534856,-22.487705,10.534856,-22.487705,10.534856,-22.487705
90.080002,11.154324,-22.502367,11.154324,-22.502367,11.154324,-22.502367
90.084999,11.762784,-22.49482,11.762784,-22.49482,11.762784,-22.49482
90.089996,12.359635,-22.465069,12.359635,-22.465069,12.359635,-22.465069
90.095001,12.944289,-22.413145,12.944289,-22.413145,12.944289,-22.413145
90.099998,13.51617,-22.3391,13.51617,-22.3391,13.51617,-22.3391
90.105003,14.07471,-22.243008,14.07471,-22.243008,14.07471,-22.243008
90.110001,14.619361,-22.124962,14.619361,-22.124962,14.619361,-22.124962
90.114998,15.149584,-21.985079,15.149584,-21.985079,15.149584,-21.985079
90.120003,15.664856,-21.823496,15.664856,-21.823496,15.664856,-21.823496
90.125,16.164669,-21.640373,16.164669,-21.640373,16.164669,-21.640373
90.129997,16.648529,-21.435892,16.648529,-21.435892,16.648529,-21.435892
90.135002,17.115959,-21.210255,17.115959,-21.210255,17.115959,-21.210255
90.139999,17.566498,-20.963682,17.566498,-20.963682,17.566498,-20.963682
90.144997,17.999701,-20.696421,17.999701,-20.696421,17.999701,-20.696421
90.150002,18.415138,-20.40873,18.415138,-20.40873,18.415138,-20.40873
90.154999,18.812405,-20.100897,18.812405,-20.100897,18.812405,-20.100897
90.160004,19.191105,-19.773222,19.191105,-19.773222,19.191105,-19.773222
90.165001,19.550865,-19.426033,19.550865,-19.426033,19.550865,-19.426033
90.169998,19.891331,-19.059671,19.891331,-19.059671,19.891331,-19.059671
90.175003,20.212168,-18.674496,20.212168,-18.674496,20.212168,-18.674496
90.18,20.513056,-18.270889,20.513056,-18.270889,20.513056,-18.270889
90.184998,20.793701,-17.849249,20.793701,-17.849249,20.793701,-17.849249
90.190002,21.053823,-17.409992,21.053823,-17.409992,21.053823,-17.409992
90.195,21.293171,-16.95355,21.293171,-16.95355,21.293171,-16.95355
90.199997,21.511503,-16.480375,21.511503,-16.480375,21.511503,-16.480375
90.205002,21.708607,-15.990934,21.708607,-15.990934,21.708607,-15.990934
90.209999,21.884285,-15.485709,21.884285,-15.485709,21.884285,-15.485709
90.214996,22.038368,-14.965199,22.038368,-14.965199,22.038368,-14.965199
90.220001,22.1707,-14.429918,22.1707,-14.429918,22.1707,-14.429918
90.224998,22.281153,-13.880395,22.281153,-13.880395,22.281153,-13.880395
90.230003,22.369617,-13.31717,22.369617,-13.31717,22.369617,-13.31717
90.235001,22.436005,-12.740801,22.436005,-12.740801,22.436005,-12.740801
90.239998,22.480251,-12.151856,22.480251,-12.151856,22.480251,-12.151856
90.245003,22.502314,-11.550916,22.502314,-11.550916,22.502314,-11.550916
90.25,22.502167,-10.938575,22.502167,-10.938575,22.502167,-10.938575
90.254997,22.479813,-10.315435,22.479813,-10.315435,22.479813,-10.315435
90.260002,22.435276,-9.6821136,22.435276,-9.6821136,22.435276,-9.6821136
90.264999,22.368597,-9.0392351,22.368597,-9.0392351,22.368597,-9.0392351
90.269997,22.279842,-8.3874331,22.279842,-8.3874331,22.279842,-8.3874331
90.275002,22.1691,-7.7273517,22.1691,-7.7273517,22.1691,-7.7273517
90.279999,22.03648,-7.0596418,22.03648,-7.0596418,22.03648,-7.0596418
90.285004,21.882114,-6.3849626,21.882114,-6.3849626,21.882114,-6.3849626
90.290001,21.706152,-5.70398,21.706152,-5.70398,21.706152,-5.70398
90.294998,21.508768,-5.0173659,21.508768,-5.0173659,21.508768,-5.0173659
90.300003,21.290157,-4.325798,21.290157,-4.325798,21.290157,-4.325798
90.305,21.050535,-3.6299584,21.050535,-3.6299584,21.050535,-3.6299584
90.309998,20.79014,-2.9305344,20.79014,-2.9305344,20.79014,-2.9305344
90.315002,20.509228,-2.2282159,20.509228,-2.2282159,20.509228,-2.2282159
90.32,20.208075,-1.5236962,20.208075,-1.5236962,20.208075,-1.5236962
90.324997,19.886978,-0.8176704,19.886978,-0.8176704,19.886978,-0.8176704
90.330002,19.546255,-0.11083536,19.546255,-0.11083536,19.546255,-0.11083536
90.334999,19.186243,0.59611136,19.186243,0.59611136,19.186243,0.59611136
90.339996,18.807297,1.3024721,18.807297,1.3024721,18.807297,1.3024721
90.345001,18.40979,2.0075498,18.40979,2.0075498,18.40979,2.0075498
90.349998,17.994114,2.7106485,17.994114,2.7106485,17.994114,2.7106485
90.355003,17.56068,3.4110746,17.56068,3.4110746,17.56068,3.4110746
90.360001,17.109917,4.1081367,17.109917,4.1081367,17.109917,4.1081367
90.364998,16.642267,4.801147,16.642267,4.801147,16.642267,4.801147
90.370003,16.158195,5.4894209,16.158195,5.4894209,16.158195,5.4894209
90.375,15.658175,6.1722803,15.658175,6.1722803,15.658175,6.1722803
90.379997,15.142703,6.8490505,15.142703,6.8490505,15.142703,6.8490505
90.385002,14.612287,7.5190639,14.612287,7.5190639,14.612287,7.5190639
90.389999,14.06745,8.1816587,14.06745,8.1816587,14.06745,8.1816587
90.394997,13.50873,8.8361826,13.50873,8.8361826,13.50873,8.8361826
90.400002,12.936679,9.481987,12.936679,9.481987,12.936679,9.481987
90.404999,12.35186,10.118438,12.35186,10.118438,12.35186,10.118438
90.410004,11.754852,10.744904,11.754852,10.744904,11.754852,10.744904
90.415001,11.146243,11.360769,11.146243,11.360769,11.146243,11.360769
90.419998,10.526634,11.965425,10.526634,11.965425,10.526634,11.965425
90.425003,9.896637,12.558274,9.896637,12.558274,9.896637,12.558274
90.43,9.2568722,13.138732,9.2568722,13.138732,9.2568722,13.138732
90.434998,8.6079731,13.706226,8.6079731,13.706226,8.6079731,13.706226
90.440002,7.9505782,14.260197,7.9505782,14.260197,7.9505782,14.260197
90.445,7.285337,14.800096,7.285337,14.800096,7.285337,14.800096
90.449997,6.612906,15.325392,6.612906,15.325392,6.612906,15.325392
90.455002,5.933949,15.835566,5.933949,15.835566,5.933949,15.835566
90.459999,5.249136,16.330112,5.249136,16.330112,5.249136,16.330112
90.464996,4.5591426,16.808548,4.5591426,16.808548,4.5591426,16.808548
90.470001,3.8646495,17.270397,3.8646495,17.270397,3.8646495,17.270397
90.474998,3.1663427,17.715204,3.1663427,17.715204,3.1663427,17.715204
90.480003,2.464911,18.14253,2.464911,18.14253,2.464911,18.14253
90.485001,1.7610468,18.551956,1.7610468,18.551956,1.7610468,18.551956
90.489998,1.0554444,18.943073,1.0554444,18.943073,1.0554444,18.943073
90.495003,0.34880051,19.3155,0.34880051,19.3155,0.34880051,19.3155
90.5,-0.35818768,19.668867,-0.35818768,19.668867,-0.35818768,19.668867
90.504997,-1.0648224,20.002825,-1.0648224,20.002825,-1.0648224,20.002825
90.510002,-1.7704064,20.317045,-1.7704064,20.317045,-1.7704064,20.317045
90.514999,-2.4742432,20.611216,-2.4742432,20.611216,-2.4742432,20.611216
90.519997,-3.1756382,20.88505,-3.1756382,20.88505,-3.1756382,20.88505
90.525002,-3.8738992,21.138273,-3.8738992,21.138273,-3.8738992,21.138273
90.529999,-4.5683374,21.37064,-4.5683374,21.37064,-4.5683374,21.37064
90.535004,-5.2582674,21.581917,-5.2582674,21.581917,-5.2582674,21.581917
90.540001,-5.9430075,21.771898,-5.9430075,21.771898,-5.9430075,21.771898
90.544998,-6.6218834,21.940395,-6.6218834,21.940395,-6.6218834,21.940395
90.550003,-7.2942238,22.087242,-7.2942238,22.087242,-7.2942238,22.087242
90.555,-7.9593658,22.212294,-7.9593658,22.212294,-7.9593658,22.212294
90.559998,-8.6166534,22.315428,-8.6166534,22.315428,-8.6166534,22.315428
90.565002,-9.2654371,22.39654,-9.2654371,22.39654,-9.2654371,22.39654
90.57,-9.905076,22.455553,-9.905076,22.455553,-9.905076,22.455553
90.574997,-10.534942,22.492407,-10.534942,22.492407,-10.534942,22.492407
90.580002,-11.154409,22.507065,-11.154409,22.507065,-11.154409,22.507065
90.584999,-11.76287,22.499514,-11.76287,22.499514,-11.76287,22.499514
90.589996,-12.359721,22.469761,-12.359721,22.469761,-12.359721,22.469761
90.595001,-12.944375,22.417837,-12.944375,22.417837,-12.944375,22.417837
90.599998,-13.516254,22.34379,-13.516254,22.34379,-13.516254,22.34379
90.605003,-14.074795,22.247694,-14.074795,22.247694,-14.074795,22.247694
90.610001,-14.619446,22.129646,-14.619446,22.129646,-14.619446,22.129646
90.614998,-15.149669,21.989759,-15.149669,21.989759,-15.149669,21.989759
90.620003,-15.664941,21.828175,-15.664941,21.828175,-15.664941,21.828175
90.625,-16.164753,21.64505,-16.164753,21.64505,-16.164753,21.64505
90.629997,-16.648613,21.440567,-16.648613,21.440567,-16.648613,21.440567
90.635002,-17.116043,21.214928,-17.116043,21.214928,-17.116043,21.214928
90.639999,-17.566582,20.968353,-17.566582,20.968353,-17.566582,20.968353
90.644997,-17.999784,20.701088,-17.999784,20.701088,-17.999784,20.701088
90.650002,-18.415224,20.413395,-18.415224,20.413395,-18.415224,20.413395
90.654999,-18.81249,20.105558,-18.81249,20.105558,-18.81249,20.105558
90.660004,-19.191189,19.777884,-19.191189,19.777884,-19.191189,19.777884
90.665001,-19.550949,19.430691,-19.550949,19.430691,-19.550949,19.430691
90.669998,-19.891417,19.064327,-19.891417,19.064327,-19.891417,19.064327
90.675003,-20.212252,18.67915,-20.212252,18.67915,-20.212252,18.67915
90.68,-20.51314,18.275541,-20.51314,18.275541,-20.51314,18.275541
90.684998,-20.793785,17.853899,-20.793785,17.853899,-20.793785,17.853899
90.690002,-21.053909,17.414639,-21.053909,17.414639,-21.053909,17.414639
90.695,-21.293255,16.958195,-21.293255,16.958195,-21.293255,16.958195
90.699997,-21.511587,16.485018,-21.511587,16.485018,-21.511587,16.485018
90.705002,-21.708691,15.995574,-21.708691,15.995574,-21.708691,15.995574
90.709999,-21.884369,15.490347,-21.884369,15.490347,-21.884369,15.490347
90.714996,-22.038452,14.969834,-22.038452,14.969834,-22.038452,14.969834
90.720001,-22.170784,14.434551,-22.170784,14.434551,-22.170784,14.434551
90.724998,-22.281237,13.885025,-22.281237,13.885025,-22.281237,13.885025
90.730003,-22.369701,13.321798,-22.369701,13.321798,-22.369701,13.321798
90.735001,-22.43609,12.745427,-22.43609,12.745427,-22.43609,12.745427
90.739998,-22.480335,12.15648,-22.480335,12.15648,-22.480335,12.15648
90.745003,-22.502398,11.555537,-22.502398,11.555537,-22.502398,11.555537
90.75,-22.502251,10.943193,-22.502251,10.943193,-22.502251,10.943193
90.754997,-22.479897,10.320052,-22.479897,10.320052,-22.479897,10.320052
90.760002,-22.43536,9.6867285,-22.43536,9.6867285,-22.43536,9.6867285
90.764999,-22.368681,9.0438471,-22.368681,9.0438471,-22.368681,9.0438471
90.769997,-22.279926,8.3920431,-22.279926,8.3920431,-22.279926,8.3920431
90.775002,-22.169186,7.7319589,-22.169186,7.7319589,-22.169186,7.7319589
90.779999,-22.036564,7.0642467,-22.036564,7.0642467,-22.036564,7.0642467
90.785004,-21.882196,6.3895655,-21.882196,6.3895655,-21.882196,6.3895655
90.790001,-21.706236,5.7085805,-21.706236,5.7085805,-21.706236,5.7085805
90.794998,-21.508852,5.0219641,-21.508852,5.0219641,-21.508852,5.0219641
90.800003,-21.290241,4.3303938,-21.290241,4.3303938,-21.290241,4.3303938
90.805,-21.050619,3.634552,-21.050619,3.634552,-21.050619,3.634552
90.809998,-20.790224,2.9351256,-20.790224,2.9351256,-20.790224,2.9351256
90.815002,-20.509312,2.2328048,-20.509312,2.2328048,-20.509312,2.2328048
90.82,-20.208158,1.5282828,-20.208158,1.5282828,-20.208158,1.5282828
90.824997,-19.887062,0.82225472,-19.887062,0.82225472,-19.887062,0.82225472
90.830002,-19.546339,0.11541736,-19.546339,0.11541736,-19.546339,0.11541736
90.834999,-19.186327,-0.59153169,-19.186327,-0.59153169,-19.186327,-0.59153169
90.839996,-18.807381,-1.2978947,-18.807381,-1.2978947,-18.807381,-1.2978947
90.845001,-18.409874,-2.0029747,-18.409874,-2.0029747,-18.409874,-2.0029747
90.849998,-17.994198,-2.7060759,-17.994198,-2.7060759,-17.994198,-2.7060759
90.855003,-17.560764,-3.4065042,-17.560764,-3.4065042,-17.560764,-3.4065042
90.860001,-17.110001,-4.1035686,-17.110001,-4.1035686,-17.110001,-4.1035686
90.864998,-16.642351,-4.7965808,-16.642351,-4.7965808,-16.642351,-4.7965808
90.870003,-16.158278,-5.4848576,-16.158278,-5.4848576,-16.158278,-5.4848576
90.875,-15.658258,-6.1677189,-15.658258,-6.1677189,-15.658258,-6.1677189
90.879997,-15.142786,-6.8444915,-15.142786,-6.8444915,-15.142786,-6.8444915
90.885002,-14.61237,-7.5145068,-14.61237,-7.5145068,-14.61237,-7.5145068
90.889999,-14.067533,-8.177104,-14.067533,-8.177104,-14.067533,-8.177104
90.894997,-13.508813,-8.8316298,-13.508813,-8.8316298,-13.508813,-8.8316298
90.900002,-12.936762,-9.477437,-12.936762,-9.477437,-12.936762,-9.477437
90.904999,-12.351943,-10.11389,-12.351943,-10.11389,-12.351943,-10.11389
90.910004,-11.754935,-10.740358,-11.754935,-10.740358,-11.754935,-10.740358
90.915001,-11.146326,-11.356226,-11.146326,-11.356226,-11.146326,-11.356226
90.919998,-10.526717,-11.960883,-10.526717,-11.960883,-10.526717,-11.960883
90.925003,-9.8967199,-12.553736,-9.8967199,-12.553736,-9.8967199,-12.553736
90.93,-9.2569551,-13.134196,-9.2569551,-13.134196,-9.2569551,-13.134196
90.934998,-8.6080551,-13.701693,-8.6080551,-13.701693,-8.6080551,-13.701693
90.940002,-7.9506607,-14.255665,-7.9506607,-14.255665,-7.9506607,-14.255665
90.945,-7.2854195,-14.795567,-7.2854195,-14.795567,-7.2854195,-14.795567
90.949997,-6.6129885,-15.320864,-6.6129885,-15.320864,-6.6129885,-15.320864
90.955002,-5.9340315,-15.83104,-5.9340315,-15.83104,-5.9340315,-15.83104
90.959999,-5.2492185,-16.32559,-5.2492185,-16.32559,-5.2492185,-16.32559
90.964996,-4.5592246,-16.804028,-4.5592246,-16.804028,-4.5592246,-16.804028
90.970001,-3.8647318,-17.265879,-3.8647318,-17.265879,-3.8647318,-17.265879
90.974998,-3.166425,-17.710688,-3.166425,-17.710688,-3.166425,-17.710688
90.980003,-2.4649932,-18.138018,-2.4649932,-18.138018,-2.4649932,-18.138018
90.985001,-1.7611289,-18.547443,-1.7611289,-18.547443,-1.7611289,-18.547443
90.989998,-1.0555265,-18.938564,-1.0555265,-18.938564,-1.0555265,-18.938564
90.995003,-0.34888259,-19.310993,-0.34888259,-19.310993,-0.34888259,-19.310993
91,0.35810566,-19.664362,0.35810566,-19.664362,0.35810566,-19.664362
91.004997,1.0647404,-19.998322,1.0647404,-19.998322,1.0647404,-19.998322
91.010002,1.7703243,-20.312544,1.7703243,-20.312544,1.7703243,-20.312544
91.014999,2.4741611,-20.606718,2.4741611,-20.606718,2.4741611,-20.606718
91.019997,3.1755564,-20.880552,3.1755564,-20.880552,3.1755564,-20.880552
91.025002,3.8738174,-21.13378,3.8738174,-21.13378,3.8738174,-21.13378
91.029999,4.5682554,-21.366148,4.5682554,-21.366148,4.5682554,-21.366148
91.035004,5.2581854,-21.577427,5.2581854,-21.577427,5.2581854,-21.577427
91.040001,5.9429259,-21.76741,5.9429259,-21.76741,5.9429259,-21.76741
91.044998,6.6218014,-21.935911,6.6218014,-21.935911,6.6218014,-21.935911
91.050003,7.2941422,-22.08276,7.2941422,-22.08276,7.2941422,-22.08276
91.055,7.9592843,-22.207813,7.9592843,-22.207813,7.9592843,-22.207813
91.059998,8.6165714,-22.310949,8.6165714,-22.310949,8.6165714,-22.310949
91.065002,9.2653551,-22.392065,9.2653551,-22.392065,9.2653551,-22.392065
91.07,9.904995,-22.451078,9.904995,-22.451078,9.904995,-22.451078
91.074997,10.53486,-22.487936,10.53486,-22.487936,10.53486,-22.487936
91.080002,11.154328,-22.502596,11.154328,-22.502596,11.154328,-22.502596
91.084999,11.762788,-22.495049,11.762788,-22.495049,11.762788,-22.495049
91.089996,12.359639,-22.465298,12.359639,-22.465298,12.359639,-22.465298
91.095001,12.944294,-22.413374,12.944294,-22.413374,12.944294,-22.413374
91.099998,13.516173,-22.339329,13.516173,-22.339329,13.516173,-22.339329
91.105003,14.074714,-22.243237,14.074714,-22.243237,14.074714,-22.243237
91.110001,14.619365,-22.125191,14.619365,-22.125191,14.619365,-22.125191
91.114998,15.149588,-21.985306,15.149588,-21.985306,15.149588,-21.985306
91.120003,15.66486,-21.823725,15.66486,-21.823725,15.66486,-21.823725
91.125,16.164673,-21.640602,16.164673,-21.640602,16.164673,-21.640602
91.129997,16.648533,-21.436121,16.648533,-21.436121,16.648533,-21.436121
91.135002,17.115963,-21.210484,17.115963,-21.210484,17.115963,-21.210484
91.139999,17.566502,-20.963911,17.566502,-20.963911,17.566502,-20.963911
91.144997,17.999704,-20.696648,17.999704,-20.696648,17.999704,-20.696648
91.150002,18.415144,-20.408957,18.415144,-20.408957,18.415144,-20.408957
91.154999,18.812408,-20.101124,18.812408,-20.101124,18.812408,-20.101124
91.160004,19.191109,-19.773451,19.191109,-19.773451,19.191109,-19.773451
91.165001,19.550869,-19.42626,19.550869,-19.42626,19.550869,-19.42626
91.169998,19.891335,-19.059898,19.891335,-19.059898,19.891335,-19.059898
91.175003,20.212172,-18.674723,20.212172,-18.674723,20.212172,-18.674723
91.18,20.51306,-18.271116,20.51306,-18.271116,20.51306,-18.271116
91.184998,20.793705,-17.849476,20.793705,-17.849476,20.793705,-17.849476
91.190002,21.053829,-17.410219,21.053829,-17.410219,21.053829,-17.410219
91.195,21.293175,-16.953777,21.293175,-16.953777,21.293175,-16.953777
91.199997,21.511507,-16.480602,21.511507,-16.480602,21.511507,-16.480602
91.205002,21.708611,-15.99116,21.708611,-15.99116,21.708611,-15.99116
91.209999,21.884289,-15.485935,21.884289,-15.485935,21.884289,-15.485935
91.214996,22.038372,-14.965425,22.038372,-14.965425,22.038372,-14.965425
91.220001,22.170704,-14.430144,22.170704,-14.430144,22.170704,-14.430144
91.224998,22.281157,-13.880621,22.281157,-13.880621,22.281157,-13.880621
91.230003,22.369621,-13.317396,22.369621,-13.317396,22.369621,-13.317396
91.235001,22.43601,-12.741027,22.43601,-12.741027,22.43601,-12.741027
91.239998,22.480255,-12.152081,22.480255,-12.152081,22.480255,-12.152081
91.245003,22.502317,-11.551142,22.502317,-11.551142,22.502317,-11.551142
91.25,22.502171,-10.9388,22.502171,-10.9388,22.502171,-10.9388
91.254997,22.479818,-10.31566,22.479818,-10.31566,22.479818,-10.31566
91.260002,22.43528,-9.6823387,22.43528,-9.6823387,22.43528,-9.6823387
91.264999,22.368601,-9.0394602,22.368601,-9.0394602,22.368601,-9.0394602
91.269997,22.279846,-8.3876581,22.279846,-8.3876581,22.279846,-8.3876581
91.275002,22.169106,-7.7275763,22.169106,-7.7275763,22.169106,-7.7275763
91.279999,22.036486,-7.0598664,22.036486,-7.0598664,22.036486,-7.0598664
91.285004,21.882118,-6.3851871,21.882118,-6.3851871,21.882118,-6.3851871
91.290001,21.706156,-5.7042046,21.706156,-5.7042046,21.706156,-5.7042046
91.294998,21.508772,-5.01759,21.508772,-5.01759,21.508772,-5.01759
91.300003,21.290161,-4.3260221,21.290161,-4.3260221,21.290161,-4.3260221
91.305,21.050539,-3.6301825,21.050539,-3.6301825,21.050539,-3.6301825
91.309998,20.790144,-2.9307582,20.790144,-2.9307582,20.790144,-2.9307582
91.315002,20.509232,-2.2284398,20.509232,-2.2284398,20.509232,-2.2284398
91.32,20.208078,-1.5239199,20.208078,-1.5239199,20.208078,-1.5239199
91.324997,19.886982,-0.81789398,19.886982,-0.81789398,19.886982,-0.81789398
91.330002,19.546259,-0.11105882,19.546259,-0.11105882,19.546259,-0.11105882
91.334999,19.186249,0.59588802,19.186249,0.59588802,19.186249,0.59588802
91.339996,18.807301,1.302249,18.807301,1.302249,18.807301,1.302249
91.345001,18.409794,2.0073266,18.409794,2.0073266,18.409794,2.0073266
91.349998,17.994118,2.7104256,17.994118,2.7104256,17.994118,2.7104256
91.355003,17.560684,3.4108517,17.560684,3.4108517,17.560684,3.4108517
91.360001,17.109921,4.107914,17.109921,4.107914,17.109921,4.107914
91.364998,16.642271,4.8009243,16.642271,4.8009243,16.642271,4.8009243
91.370003,16.158199,5.4891987,16.158199,5.4891987,16.158199,5.4891987
91.375,15.658179,6.1720576,15.658179,6.1720576,15.658179,6.1720576
91.379997,15.142707,6.8488278,15.142707,6.8488278,15.142707,6.8488278
91.385002,14.61229,7.5188417,14.61229,7.5188417,14.61229,7.5188417
91.389999,14.067453,8.1814365,14.067453,8.1814365,14.067453,8.1814365
91.394997,13.508734,8.8359604,13.508734,8.8359604,13.508734,8.8359604
91.400002,12.936683,9.4817657,12.936683,9.4817657,12.936683,9.4817657
91.404999,12.351864,10.118216,12.351864,10.118216,12.351864,10.118216
91.410004,11.754856,10.744682,11.754856,10.744682,11.754856,10.744682
91.415001,11.146247,11.360547,11.146247,11.360547,11.146247,11.360547
91.419998,10.526638,11.965203,10.526638,11.965203,10.526638,11.965203
91.425003,9.8966408,12.558053,9.8966408,12.558053,9.8966408,12.558053
91.43,9.2568769,13.138511,9.2568769,13.138511,9.2568769,13.138511
91.434998,8.6079769,13.706005,8.6079769,13.706005,8.6079769,13.706005
91.440002,7.950582,14.259975,7.950582,14.259975,7.950582,14.259975
91.445,7.2853413,14.799875,7.2853413,14.799875,7.2853413,14.799875
91.449997,6.6129103,15.325171,6.6129103,15.325171,6.6129103,15.325171
91.455002,5.9339533,15.835344,5.9339533,15.835344,5.9339533,15.835344
91.459999,5.2491398,16.329893,5.2491398,16.329893,5.2491398,16.329893
91.464996,4.5591464,16.808327,4.5591464,16.808327,4.5591464,16.808327
91.470001,3.8646536,17.270176,3.8646536,17.270176,3.8646536,17.270176
91.474998,3.1663468,17.714983,3.1663468,17.714983,3.1663468,17.714983
91.480003,2.464915,18.142311,2.464915,18.142311,2.464915,18.142311
91.485001,1.7610507,18.551735,1.7610507,18.551735,1.7610507,18.551735
91.489998,1.0554484,18.942854,1.0554484,18.942854,1.0554484,18.942854
91.495003,0.3488045,19.315281,0.3488045,19.315281,0.3488045,19.315281
91.5,-0.35818368,19.668648,-0.35818368,19.668648,-0.35818368,19.668648
91.504997,-1.0648184,20.002605,-1.0648184,20.002605,-1.0648184,20.002605
91.510002,-1.7704023,20.316824,-1.7704023,20.316824,-1.7704023,20.316824
91.514999,-2.4742391,20.610996,-2.4742391,20.610996,-2.4742391,20.610996
91.519997,-3.1756341,20.88483,-3.1756341,20.88483,-3.1756341,20.88483
91.525002,-3.8738954,21.138054,-3.8738954,21.138054,-3.8738954,21.138054
91.529999,-4.5683336,21.37042,-4.5683336,21.37042,-4.5683336,21.37042
91.535004,-5.2582631,21.581697,-5.2582631,21.581697,-5.2582631,21.581697
91.540001,-5.9430037,21.771679,-5.9430037,21.771679,-5.9430037,21.771679
91.544998,-6.6218791,21.940176,-6.6218791,21.940176,-6.6218791,21.940176
91.550003,-7.29422,22.087023,-7.29422,22.087023,-7.29422,22.087023
91.555,-7.959362,22.212076,-7.959362,22.212076,-7.959362,22.212076
91.559998,-8.6166487,22.315208,-8.6166487,22.315208,-8.6166487,22.315208
91.565002,-9.2654324,22.396322,-9.2654324,22.396322,-9.2654324,22.396322
91.57,-9.9050722,22.455334,-9.9050722,22.455334,-9.9050722,22.455334
91.574997,-10.534937,22.492188,-10.534937,22.492188,-10.534937,22.492188
91.580002,-11.154406,22.506847,-11.154406,22.506847,-11.154406,22.506847
91.584999,-11.762865,22.499296,-11.762865,22.499296,-11.762865,22.499296
91.589996,-12.359717,22.469543,-12.359717,22.469543,-12.359717,22.469543
91.595001,-12.944371,22.417618,-12.944371,22.417618,-12.944371,22.417618
91.599998,-13.516251,22.343573,-13.516251,22.343573,-13.516251,22.343573
91.605003,-14.074791,22.247477,-14.074791,22.247477,-14.074791,22.247477
91.610001,-14.619442,22.129429,-14.619442,22.129429,-14.619442,22.129429
91.614998,-15.149665,21.989542,-15.149665,21.989542,-15.149665,21.989542
91.620003,-15.664937,21.827957,-15.664937,21.827957,-15.664937,21.827957
91.625,-16.164749,21.644835,-16.164749,21.644835,-16.164749,21.644835
91.629997,-16.648609,21.44035,-16.648609,21.44035,-16.648609,21.44035
91.635002,-17.116039,21.21471,-17.116039,21.21471,-17.116039,21.21471
91.639999,-17.566578,20.968136,-17.566578,20.968136,-17.566578,20.968136
91.644997,-17.999781,20.700871,-17.999781,20.700871,-17.999781,20.700871
91.650002,-18.41522,20.413177,-18.41522,20.413177,-18.41522,20.413177
91.654999,-18.812485,20.105343,-18.812485,20.105343,-18.812485,20.105343
91.660004,-19.191185,19.777666,-19.191185,19.777666,-19.191185,19.777666
91.665001,-19.550945,19.430475,-19.550945,19.430475,-19.550945,19.430475
91.669998,-19.891413,19.06411,-19.891413,19.06411,-19.891413,19.06411
91.675003,-20.212248,18.678934,-20.212248,18.678934,-20.212248,18.678934
91.68,-20.513136,18.275324,-20.513136,18.275324,-20.513136,18.275324
