"Time","smee.inertiaRotor.phi","smee.inertiaRotor.w","smee.is[1]","smee.is[2]","smee.idq_sr[1]","smee.idq_sr[2]","smee.idq_rr[2]","smee.lesigma.i","smee.idq_dr[1]"
2.0019,300.32086,157.40564,-0.30805802,0.54038376,0.0036996289,-0.54213715,0.5230099,9.9997787,-0.0015516942
2.0020001,300.33661,157.42261,-0.35540432,0.59409243,0.0045132018,-0.59788489,0.57651377,9.9997292,-0.001890892
2.0021,300.35233,157.43956,-0.40680712,0.64919966,0.0054503498,-0.65608019,0.63234192,9.9996729,-0.0022810779
2.0021999,300.36807,157.45648,-0.46230826,0.70545959,0.0065220417,-0.7166872,0.69045782,9.999608,-0.0027266727
2.0023,300.38382,157.47337,-0.52193093,0.76261359,0.0077395742,-0.77967077,0.75082552,9.9995346,-0.0032322167
2.0023999,300.39957,157.49023,-0.58567965,0.82039142,0.0091144973,-0.84499615,0.81340975,9.9994516,-0.003802337
2.0025001,300.41531,157.50706,-0.65353978,0.87851155,0.010658572,-0.91262943,0.87817574,9.9993582,-0.0044417274
2.0026,300.43109,157.52386,-0.72547781,0.9366824,0.012383778,-0.98253727,0.94508952,9.9992542,-0.0051551517
2.0027001,300.44684,157.54063,-0.80144101,0.99460286,0.014302299,-1.054687,1.0141178,9.9991379,-0.0059474395
2.0028,300.46259,157.55737,-0.88135773,1.0519633,0.016426476,-1.1290467,1.085228,9.9990091,-0.006823461
2.0028999,300.47833,157.57407,-0.965137,1.1084464,0.018768821,-1.2055848,1.1583877,9.998867,-0.0077881468
2.003,300.49411,157.59073,-1.0526689,1.1637281,0.02134197,-1.2842705,1.2335657,9.9987106,-0.0088464571
2.0030999,300.50986,157.60736,-1.1438251,1.2174785,0.024158629,-1.3650737,1.3107311,9.9985399,-0.010003352
2.0032001,300.52563,157.62395,-1.238458,1.2693629,0.027231593,-1.4479649,1.3898537,9.998353,-0.011263809
2.0033,300.54138,157.64049,-1.3364023,1.3190427,0.030573716,-1.5329152,1.4709042,9.9981499,-0.012632813
2.0034001,300.55716,157.657,-1.4374737,1.366176,0.034197882,-1.6198964,1.5538536,9.9979286,-0.014115345
2.0035,300.57291,157.67346,-1.5414709,1.4104195,0.038116977,-1.7088809,1.6386735,9.9976902,-0.015716355
2.0035999,300.58868,157.68988,-1.6481749,1.4514285,0.042343877,-1.7998416,1.7253366,9.9974327,-0.01744077
2.0037,300.60446,157.70627,-1.7573496,1.4888587,0.046891436,-1.8927523,1.8138155,9.9971542,-0.019293493
2.0037999,300.62024,157.72261,-1.8687423,1.5223662,0.051772494,-1.9875869,1.904084,9.9968567,-0.021279404
2.0039001,300.63599,157.73891,-1.9820845,1.5516099,0.05699975,-2.0843203,1.9961162,9.9965363,-0.023403296
2.0039999,300.65176,157.75514,-2.0970922,1.5762514,0.062585831,-2.1829283,2.0898869,9.9961948,-0.025669908
2.0041001,300.66754,157.77135,-2.2134662,1.5959563,0.068543255,-2.2833865,2.1853716,9.9958296,-0.028083926
2.0042,300.68332,157.78751,-2.3308933,1.6103953,0.074884474,-2.3856714,2.282546,9.9954414,-0.030649992
2.0043001,300.6991,157.8036,-2.4490464,1.6192453,0.081621692,-2.4897604,2.3813868,9.9950275,-0.033372615
2.0044,300.7149,157.81967,-2.5675859,1.6221902,0.08876697,-2.5956314,2.4818711,9.9945889,-0.036256224
2.0044999,300.73068,157.83568,-2.6861598,1.618922,0.096332185,-2.7032621,2.5839767,9.9941244,-0.039305165
2.0046,300.74646,157.85164,-2.8044045,1.6091413,0.10432909,-2.8126318,2.6876814,9.9936323,-0.042523719
2.0046999,300.76224,157.86754,-2.9219458,1.5925592,0.11276911,-2.9237199,2.7929645,9.9931126,-0.045915999
2.0048001,300.77805,157.88339,-3.0384004,1.5688974,0.12166345,-3.0365059,2.8998046,9.9925652,-0.049486015
2.0049,300.79382,157.8992,-3.1533751,1.5378894,0.13102305,-3.1509705,3.008182,9.9919882,-0.053237658
2.0050001,300.8096,157.91495,-3.2664695,1.4992812,0.14085871,-3.2670944,3.1180768,9.9913816,-0.05717475
2.0051,300.82541,157.93063,-3.3772752,1.4528327,0.1511808,-3.3848591,3.2294695,9.9907436,-0.0613009
2.0051999,300.84119,157.94627,-3.485379,1.3983181,0.16199939,-3.5042467,3.3423421,9.9900751,-0.065619603
2.0053,300.85699,157.96185,-3.5903611,1.3355269,0.17332426,-3.6252394,3.4566758,9.9893751,-0.070134208
2.0053999,300.8728,157.97737,-3.6917982,1.2642643,0.185165,-3.7478197,3.5724525,9.9886427,-0.074847981
2.0055001,300.88858,157.99284,-3.7892635,1.1843525,0.19753066,-3.8719714,3.6896555,9.9878759,-0.079763941
2.0056,300.90439,158.00826,-3.8823285,1.0956315,0.21043001,-3.9976778,3.8082678,9.9870768,-0.084884994
2.0057001,300.9202,158.02361,-3.9705629,0.9979589,0.22387141,-4.1249232,3.9282725,9.9862432,-0.090213858
2.0058,300.936,158.03889,-4.0535364,0.89121145,0.23786302,-4.2536922,4.0496535,9.9853745,-0.095753156
2.0058999,300.95181,158.05412,-4.1308198,0.77528554,0.25241244,-4.3839698,4.1723957,9.9844704,-0.10150528
2.006,300.96759,158.06929,-4.2019863,0.65009737,0.26752684,-4.5157409,4.2964835,9.98353,-0.10747244
2.0060999,300.9834,158.0844,-4.2666106,0.51558399,0.28321305,-4.6489911,4.4219012,9.9825544,-0.11365669
2.0062001,300.99921,158.09944,-4.3242736,0.3717033,0.29947761,-4.7837071,4.5486355,9.9815416,-0.12005995
2.0063,301.01505,158.11443,-4.3745594,0.21843491,0.31632641,-4.9198751,4.6766715,9.9804916,-0.12668391
2.0064001,301.03085,158.12935,-4.4170594,0.055780523,0.33376506,-5.0574818,4.805995,9.9794035,-0.13353007
2.0065,301.04666,158.1442,-4.4513726,-0.11623588,0.35179856,-5.1965137,4.9365926,9.9782782,-0.14059971
2.0065999,301.06247,158.159,-4.4771051,-0.2975677,0.37043166,-5.3369584,5.0684514,9.9771137,-0.14789405
2.0067,301.07828,158.17372,-4.4938736,-0.48814532,0.38966861,-5.4788036,5.2015581,9.9759111,-0.15541403
2.0067999,301.09412,158.18837,-4.5013046,-0.68787581,0.40951309,-5.6220374,5.3358998,9.9746695,-0.16316038
2.0069001,301.10992,158.20296,-4.4990363,-0.8966428,0.4299683,-5.7666478,5.4714642,9.9733887,-0.17113365
2.007,301.12576,158.21748,-4.4867187,-1.1143067,0.45103711,-5.9126229,5.6082392,9.9720678,-0.17933424
2.0071001,301.14157,158.23193,-4.4640164,-1.3407041,0.4727219,-6.0599513,5.746213,9.9707079,-0.18776233
2.0072,301.15738,158.24632,-4.4306078,-1.5756478,0.49502444,-6.208622,5.8853726,9.9693079,-0.1964179
2.0072999,301.17322,158.26064,-4.3861861,-1.8189272,0.51794606,-6.3586245,6.0257082,9.9678688,-0.2053007
2.0074,301.18906,158.27489,-4.330462,-2.0703077,0.54148769,-6.5099473,6.1672068,9.9663887,-0.21441035
2.0074999,301.20486,158.28906,-4.2631626,-2.3295319,0.56564969,-6.66258,6.3098583,9.9648685,-0.22374626
2.0076001,301.2207,158.30316,-4.1840329,-2.5963185,0.59043193,-6.8165121,6.453651,9.9633083,-0.2333076
2.0077,301.23654,158.3172,-4.0928378,-2.8703635,0.61583382,-6.9717336,6.5985746,9.9617081,-0.24309337
2.0078001,301.25238,158.33116,-3.9893608,-3.1513395,0.64185429,-7.1282339,6.7446175,9.9600668,-0.25310236
2.0079,301.26819,158.34505,-3.8734069,-3.4388974,0.66849172,-7.2860031,6.8917699,9.9583855,-0.26333326
2.0079999,301.28403,158.35886,-3.7448015,-3.7326648,0.69574404,-7.4450316,7.0400209,9.956665,-0.27378443
2.0081,301.29987,158.37259,-3.6033931,-4.032249,0.72360873,-7.605309,7.1893601,9.9549036,-0.28445411
2.0081999,301.3157,158.38626,-3.4490516,-4.337235,0.75208259,-7.7668257,7.339777,9.9531021,-0.29534033
2.0083001,301.33154,158.39984,-3.281671,-4.6471868,0.78116226,-7.9295721,7.491262,9.9512615,-0.30644098
2.0084,301.34738,158.41336,-3.1011693,-4.9616489,0.81084365,-8.0935383,7.6438036,9.9493809,-0.3177537
2.0085001,301.36322,158.42679,-2.9074886,-5.2801466,0.84112215,-8.2587156,7.7973928,9.9474602,-0.32927597
2.0086,301.37909,158.44014,-2.7005959,-5.6021843,0.87199289,-8.4250927,7.9520192,9.9455013,-0.34100509
2.0086999,301.39493,158.45343,-2.4804838,-5.9272499,0.90345037,-8.5926619,8.1076727,9.9435034,-0.35293821
2.0088,301.41077,158.46663,-2.2471709,-6.2548137,0.9354887,-8.7614117,8.2643423,9.9414673,-0.36507222
2.0088999,301.42661,158.47975,-2.0007019,-6.5843282,0.96810144,-8.9313335,8.422019,9.939393,-0.37740394
2.0090001,301.44247,158.4928,-1.7411479,-6.9152298,1.0012816,-9.1024189,8.5806923,9.9372807,-0.38992995
2.0091,301.45831,158.50577,-1.4686071,-7.246942,1.0350223,-9.2746553,8.7403526,9.9351311,-0.40264669
2.0092001,301.47415,158.51865,-1.1832044,-7.5788713,1.0693153,-9.4480362,8.9009886,9.9329443,-0.41555041
2.0093,301.49002,158.53145,-0.88509238,-7.9104123,1.1041527,-9.62255,9.0625916,9.9307213,-0.42863721
2.0093999,301.50586,158.54417,-0.57445067,-8.2409477,1.1395257,-9.7981863,9.2251492,9.928462,-0.44190302
2.0095,301.52173,158.55681,-0.25148633,-8.5698481,1.1754253,-9.9749374,9.3886528,9.9261665,-0.45534369
2.0095999,301.53757,158.56937,0.083566055,-8.8964748,1.2118421,-10.152792,9.553092,9.9238367,-0.46895483
2.0097001,301.55344,158.58183,0.43044445,-9.2201777,1.2487662,-10.331739,9.7184553,9.9214725,-0.48273194
2.0098,301.56931,158.59424,0.78885955,-9.5403023,1.2861872,-10.51177,9.8847322,9.919075,-0.49667031
2.0099001,301.58514,158.60654,1.1584948,-9.8561821,1.3240944,-10.692875,10.051913,9.9166441,-0.51076525
2.01,301.60101,158.61876,1.5390068,-10.16715,1.3624771,-10.875042,10.219987,9.9141808,-0.52501178
2.0100999,301.61688,158.63089,1.9300253,-10.47253,1.4013233,-11.058262,10.388942,9.911685,-0.53940487
2.0102,301.63275,158.64294,2.3311534,-10.771646,1.4406216,-11.242522,10.558767,9.9091587,-0.55393928
2.0102999,301.64862,158.65492,2.7419684,-11.063817,1.4803597,-11.427814,10.729452,9.906601,-0.56860977
2.0104001,301.66449,158.66679,3.1620216,-11.348362,1.5205251,-11.614125,10.900985,9.9040146,-0.58341098
2.0105,301.68036,158.67859,3.5908391,-11.624599,1.5611049,-11.801445,11.073355,9.9013987,-0.59833723
2.0106001,301.6962,158.69029,4.0279226,-11.89185,1.6020859,-11.989762,11.24655,9.8987551,-0.613383
2.0107,301.7121,158.7019,4.4727488,-12.149438,1.6434548,-12.179066,11.420558,9.8960838,-0.62854248
2.0107999,301.72797,158.71344,4.9247718,-12.396688,1.6851977,-12.369343,11.595367,9.8933859,-0.64380991
2.0109,301.74384,158.72488,5.3834214,-12.632935,1.7273004,-12.560583,11.770967,9.8906631,-0.65917933
2.0109999,301.7597,158.73624,5.8481069,-12.857514,1.7697488,-12.752773,11.947342,9.8879147,-0.67464465
2.0111001,301.77557,158.7475,6.3182149,-13.069775,1.812528,-12.945901,12.124482,9.8851433,-0.69019991
2.0112,301.79144,158.75867,6.7931108,-13.269071,1.8556232,-13.139955,12.302375,9.8823481,-0.7058388
2.0113001,301.80731,158.76974,7.2721415,-13.454766,1.8990194,-13.334922,12.481006,9.8795309,-0.72155511
2.0114,301.82321,158.78075,7.7546344,-13.62624,1.9427011,-13.530789,12.660363,9.8766928,-0.7373426
2.0114999,301.83908,158.79164,8.2398977,-13.78288,1.9866527,-13.727544,12.840434,9.8738346,-0.75319475
2.0116,301.85495,158.80244,8.7272243,-13.924091,2.0308585,-13.925172,13.021204,9.8709574,-0.76910526
2.0116999,301.87085,158.81317,9.2158899,-14.049292,2.0753024,-14.12366,13.202659,9.868062,-0.78506756
2.0118001,301.88672,158.82379,9.7051554,-14.157916,2.1199684,-14.322996,13.384787,9.8651495,-0.80107516
2.0118999,301.90262,158.83432,10.194267,-14.249417,2.16484,-14.523164,13.567573,9.8622208,-0.81712139
2.0120001,301.91849,158.84476,10.682459,-14.323267,2.2099006,-14.724151,13.751001,9.8592768,-0.83319974
2.0121,301.93439,158.8551,11.168954,-14.378957,2.2551336,-14.925941,13.935061,9.8563194,-0.84930354
2.0122001,301.95026,158.86536,11.652963,-14.415998,2.3005226,-15.128522,14.119734,9.8533478,-0.86542606
2.0123,301.96616,158.87552,12.133687,-14.433925,2.3460503,-15.331878,14.305006,9.8503647,-0.88156068
2.0123999,301.98203,158.88557,12.610323,-14.432294,2.3916996,-15.535993,14.490864,9.8473711,-0.89770067
2.0125,301.99792,158.89554,13.082055,-14.410689,2.4374537,-15.740851,14.677292,9.844368,-0.91383934
2.0125999,302.01382,158.90541,13.548066,-14.368715,2.4832954,-15.94644,14.864273,9.8413553,-0.92996985
2.0127001,302.02969,158.91519,14.007534,-14.306006,2.5292072,-16.15274,15.051792,9.838335,-0.94608563
2.0128,302.04559,158.92487,14.459631,-14.222221,2.5751719,-16.359739,15.239834,9.835309,-0.96217984
2.0129001,302.06149,158.93446,14.903531,-14.117049,2.6211722,-16.567419,15.428382,9.8322763,-0.97824579
2.013,302.07739,158.94394,15.338405,-13.990206,2.6671906,-16.775763,15.617419,9.8292408,-0.99427682
2.0130999,302.09329,158.95334,15.763426,-13.841437,2.7132099,-16.984753,15.806931,9.8262005,-1.0102663
2.0132,302.10916,158.96263,16.177771,-13.670521,2.7592125,-17.194376,15.996899,9.8231592,-1.0262074
2.0132999,302.12506,158.97183,16.580616,-13.477264,2.8051808,-17.404612,16.187305,9.820116,-1.0420936
2.0134001,302.14096,158.98093,16.971149,-13.261507,2.8510978,-17.615442,16.378136,9.8170738,-1.0579184
2.0135,302.15686,158.98993,17.348558,-13.02312,2.896946,-17.826855,16.569372,9.8140326,-1.0736752
2.0136001,302.17276,158.99883,17.712042,-12.76201,2.942708,-18.038826,16.760994,9.8109941,-1.0893574
2.0137,302.18866,159.00763,18.06081,-12.478114,2.9883666,-18.251341,16.952988,9.8079586,-1.1049585
2.0137999,302.20456,159.01634,18.394079,-12.171405,3.0339043,-18.46438,17.145332,9.8049278,-1.1204722
2.0139,302.22046,159.02495,18.711079,-11.841889,3.0793045,-18.677927,17.338013,9.8019028,-1.1358922
2.0139999,302.23636,159.03345,19.011055,-11.489609,3.1245496,-18.89196,17.531008,9.7988844,-1.151212
2.0141001,302.25229,159.04185,19.293264,-11.11464,3.1696231,-19.106464,17.7243,9.7958736,-1.1664253
2.0142,302.26819,159.05017,19.556984,-10.717095,3.2145081,-19.321417,17.917871,9.7928724,-1.1815263
2.0143001,302.28409,159.05838,19.8015,-10.297122,3.2591877,-19.536802,18.111702,9.7898808,-1.1965086
2.0144,302.29999,159.06648,20.026129,-9.8549042,3.3036451,-19.752598,18.305775,9.7869015,-1.2113664
2.0144999,302.31589,159.07449,20.230196,-9.3906603,3.3478644,-19.968786,18.500069,9.7839336,-1.2260935
2.0146,302.33182,159.0824,20.413055,-8.904645,3.391829,-20.185347,18.694567,9.7809792,-1.2406843
2.0146999,302.34772,159.09021,20.57408,-8.3971491,3.4355228,-20.40226,18.889248,9.778039,-1.2551328
2.0148001,302.36362,159.09792,20.712667,-7.8684998,3.4789298,-20.619507,19.084093,9.775115,-1.2694334
2.0149,302.37955,159.10551,20.828238,-7.3190589,3.5220339,-20.837065,19.279083,9.7722063,-1.2835805
2.0150001,302.39545,159.11302,20.92024,-6.7492242,3.5648201,-21.054916,19.474197,9.7693167,-1.2975687
2.0151,302.41135,159.12042,20.98815,-6.1594286,3.6072729,-21.273039,19.669416,9.7664442,-1.3113924
2.0151999,302.42728,159.12773,21.031467,-5.5501399,3.6493766,-21.491413,19.864721,9.7635927,-1.3250464
2.0153,302.44318,159.13493,21.049728,-4.9218602,3.6911166,-21.71002,20.060089,9.7607613,-1.3385257
2.0153999,302.45911,159.14203,21.042492,-4.275126,3.7324781,-21.928835,20.255505,9.7579508,-1.3518249
2.0155001,302.47501,159.14903,21.009354,-3.6105072,3.7734468,-22.147839,20.450943,9.7551641,-1.3649391
2.0156,302.49094,159.15593,20.949934,-2.9286065,3.814008,-22.367012,20.646385,9.7524004,-1.3778636
2.0157001,302.50684,159.16272,20.863897,-2.2300601,3.8541477,-22.58633,20.841812,9.7496605,-1.3905935
2.0158,302.52277,159.16942,20.750929,-1.5155352,3.8938522,-22.805777,21.037203,9.7469473,-1.4031243
2.0158999,302.53867,159.17601,20.610758,-0.78573042,3.9331081,-23.025326,21.232536,9.7442598,-1.4154514
2.016,302.5546,159.18251,20.443146,-0.041374855,3.9719019,-23.244959,21.427792,9.7415991,-1.4275705
2.0160999,302.57053,159.18889,20.247889,0.71677268,4.010221,-23.464655,21.622948,9.7389669,-1.4394772
2.0162001,302.58643,159.19518,20.02482,1.4879246,4.0480523,-23.684391,21.817986,9.7363644,-1.4511673
2.0163,302.60236,159.20137,19.773813,2.2712657,4.0853834,-23.904144,22.012884,9.7337914,-1.4626371
2.0164001,302.61829,159.20744,19.494772,3.0659533,4.1222019,-24.123898,22.207623,9.7312489,-1.4738824
2.0165,302.63419,159.21342,19.187643,3.8711193,4.1584969,-24.343626,22.402178,9.7287388,-1.4848995
2.0165999,302.65012,159.21931,18.852415,4.6858702,4.1942558,-24.563309,22.596533,9.7262602,-1.495685
2.0167,302.66605,159.22508,18.489109,5.5092888,4.2294679,-24.782923,22.790667,9.723815,-1.5062351
2.0167999,302.68198,159.23076,18.097788,6.3404355,4.264122,-25.002449,22.984554,9.7214041,-1.5165466
2.0169001,302.69788,159.23634,17.678555,7.178349,4.2982078,-25.221865,23.178181,9.7190275,-1.5266162
2.017,302.71381,159.24182,17.23155,8.022047,4.3317146,-25.441149,23.371521,9.7166862,-1.536441
2.0171001,302.72974,159.24719,16.756956,8.8705292,4.3646326,-25.66028,23.564556,9.7143812,-1.5460176
2.0172,302.74567,159.25246,16.254995,9.7227764,4.3969522,-25.879234,23.757265,9.7121134,-1.5553437
2.0172999,302.7616,159.25763,15.725928,10.577753,4.4286637,-26.097992,23.949627,9.7098827,-1.5644163
2.0174,302.7775,159.2627,15.170056,11.43441,4.4597588,-26.316532,24.141623,9.7076902,-1.5732329
2.0174999,302.79343,159.26765,14.58772,12.291681,4.4902277,-26.534832,24.333231,9.7055368,-1.5817912
2.0176001,302.80936,159.27252,13.9793,13.148491,4.5200629,-26.752872,24.524431,9.7034225,-1.5900887
2.0177,302.82529,159.2773,13.345215,14.003752,4.5492563,-26.970629,24.715204,9.7013483,-1.5981234
2.0178001,302.84122,159.28195,12.685925,14.856365,4.5777998,-27.188082,24.905527,9.6993151,-1.6058933
2.0179,302.85715,159.28651,12.001926,15.705227,4.6056867,-27.40521,25.095383,9.6973228,-1.6133964
2.0179999,302.87308,159.29099,11.293756,16.549225,4.6329088,-27.621992,25.28475,9.6953716,-1.6206312
2.0181,302.88901,159.29535,10.561989,17.387241,4.6594605,-27.838408,25.473608,9.6934633,-1.6275959
2.0181999,302.90494,159.29961,9.8072329,18.218157,4.6853352,-28.054436,25.661938,9.691597,-1.6342891
2.0183001,302.92087,159.30377,9.030138,19.040848,4.7105265,-28.270054,25.84972,9.6897745,-1.6407095
2.0184,302.9368,159.30783,8.231389,19.854191,4.7350287,-28.485245,26.036936,9.6879959,-1.6468558
2.0185001,302.95273,159.3118,7.4117036,20.657064,4.7588367,-28.699984,26.223564,9.6862602,-1.6527271
2.0186,302.96866,159.31566,6.5718369,21.448351,4.7819457,-28.914253,26.409586,9.6845694,-1.6583223
2.0186999,302.98459,159.31943,5.7125778,22.226931,4.8043504,-29.128033,26.594984,9.6829243,-1.6636407
2.0188,303.00052,159.32309,4.8347478,22.991699,4.8260469,-29.341303,26.779736,9.6813231,-1.6686815
2.0188999,303.01645,159.32666,3.9392006,23.74155,4.8470311,-29.554041,26.963827,9.6797676,-1.6734444
2.0190001,303.03238,159.33012,3.0268214,24.475395,4.8672991,-29.76623,27.147234,9.6782589,-1.6779287
2.0191,303.04831,159.3335,2.098526,25.192146,4.8868475,-29.977846,27.329943,9.676795,-1.6821342
2.0192001,303.06427,159.33678,1.1552589,25.890738,4.905673,-30.188875,27.511932,9.6753788,-1.6860608
2.0193,303.0802,159.33995,0.19799355,26.570108,4.9237738,-30.399296,27.693186,9.6740084,-1.6897084
2.0193999,303.09613,159.34302,-0.77226979,27.229218,4.9411464,-30.609087,27.873686,9.6726856,-1.693077
2.0195,303.11206,159.34601,-1.7545049,27.867041,4.9577894,-30.818232,28.053413,9.6714096,-1.6961669
2.0195999,303.12799,159.34889,-2.7476609,28.482569,4.973701,-31.026712,28.232351,9.6701803,-1.6989784
2.0197001,303.14392,159.35167,-3.750663,29.074816,4.9888792,-31.234509,28.410482,9.6689997,-1.7015117
2.0197999,303.15985,159.35437,-4.7624149,29.642815,5.0033231,-31.441601,28.587791,9.6678658,-1.7037678
2.0199001,303.17581,159.35696,-5.7817988,30.185619,5.0170317,-31.647974,28.764257,9.6667805,-1.7057468
2.02,303.19174,159.35947,-6.8076777,30.702312,5.030004,-31.853609,28.939867,9.6657429,-1.7074498
2.0201001,303.20767,159.36188,-7.8388963,31.191996,5.0422406,-32.058487,29.114603,9.664753,-1.7088776
2.0202,303.2236,159.36418,-8.8742828,31.653803,5.053741,-32.262592,29.28845,9.6638117,-1.7100309
2.0202999,303.23953,159.36639,-9.9126492,32.086895,5.0645056,-32.465908,29.461391,9.6629181,-1.7109112
2.0204,303.25549,159.36852,-10.952796,32.490456,5.0745349,-32.668415,29.633411,9.6620731,-1.7115194
2.0204999,303.27142,159.37054,-11.993509,32.863708,5.0838294,-32.870098,29.804493,9.6612768,-1.7118568
2.0206001,303.28735,159.37248,-13.033565,33.205906,5.0923905,-33.070938,29.974625,9.6605282,-1.7119248
2.0207,303.30328,159.37433,-14.071729,33.516327,5.1002197,-33.270924,30.143789,9.6598282,-1.7117248
2.0208001,303.31921,159.37608,-15.106762,33.794292,5.1073184,-33.470036,30.311972,9.6591759,-1.7112582
2.0209,303.33517,159.37773,-16.137417,34.039154,5.113688,-33.668262,30.479158,9.6585722,-1.7105269
2.0209999,303.3511,159.3793,-17.162441,34.250305,5.1193314,-33.865582,30.645336,9.6580162,-1.7095325
2.0211,303.36703,159.38078,-18.18058,34.427166,5.1242509,-34.061981,30.810488,9.6575089,-1.7082769
2.0211999,303.38297,159.38217,-19.190582,34.569206,5.1284485,-34.25745,30.974604,9.6570492,-1.7067616
2.0213001,303.39893,159.38345,-20.191189,34.67593,5.131927,-34.451969,31.137669,9.6566381,-1.7049891
2.0214,303.41486,159.38466,-21.181149,34.74688,5.1346903,-34.645523,31.299671,9.6562738,-1.702961
2.0215001,303.43079,159.38577,-22.15921,34.781643,5.1367407,-34.8381,31.460596,9.6559572,-1.7006794
2.0216,303.44675,159.38681,-23.124132,34.779842,5.138082,-35.029686,31.620432,9.6556883,-1.6981468
2.0216999,303.46268,159.38774,-24.074677,34.741146,5.1387181,-35.220272,31.779165,9.655467,-1.6953652
2.0218,303.47861,159.3886,-25.009615,34.665268,5.1386533,-35.409836,31.936787,9.6552925,-1.6923369
2.0218999,303.49454,159.38936,-25.927731,34.551964,5.1378903,-35.59837,32.093285,9.6551647,-1.6890644
2.0220001,303.5105,159.39003,-26.827814,34.401031,5.1364346,-35.785862,32.248646,9.6550846,-1.68555
2.0221,303.52643,159.39062,-27.708675,34.212315,5.1342897,-35.972298,32.402859,9.6550503,-1.6817962
2.0222001,303.54236,159.39111,-28.569134,33.985706,5.1314611,-36.157665,32.555916,9.6550617,-1.6778054
2.0223,303.55832,159.39154,-29.408031,33.721134,5.1279535,-36.341953,32.707802,9.6551199,-1.6735804
2.0223999,303.57425,159.39186,-30.224222,33.418583,5.1237712,-36.52515,32.858513,9.6552229,-1.6691238
2.0225,303.59018,159.39211,-31.016584,33.078079,5.1189194,-36.707245,33.00803,9.6553726,-1.6644381
2.0225999,303.60611,159.39227,-31.784018,32.699692,5.1134038,-36.888226,33.156353,9.6555672,-1.6595262
2.0227001,303.62207,159.39235,-32.52544,32.283543,5.1072297,-37.068081,33.303471,9.6558065,-1.6543907
2.0228,303.638,159.39235,-33.239796,31.829796,5.1004024,-37.246807,33.449368,9.6560898,-1.6490345
2.0229001,303.65393,159.39226,-33.92606,31.338661,5.0929275,-37.424385,33.59404,9.6564178,-1.6434604
2.023,303.66989,159.39209,-34.583225,30.8104,5.0848107,-37.600811,33.73748,9.6567907,-1.6376712
2.0230999,303.68582,159.39183,-35.21032,30.245314,5.0760589,-37.776073,33.879681,9.6572065,-1.6316699
2.0232,303.70175,159.39151,-35.8064,29.643755,5.0666766,-37.950161,34.020626,9.6576653,-1.6254593
2.0232999,303.71771,159.3911,-36.37056,29.006119,5.0566716,-38.12307,34.16032,9.6581669,-1.6190424
