"Time","smee.inertiaRotor.phi","smee.inertiaRotor.w","smee.is[1]","smee.is[2]","smee.idq_sr[1]","smee.idq_sr[2]","smee.idq_rr[2]","smee.lesigma.i","smee.idq_dr[1]"
2.0481,307.65765,158.19357,-24.255217,-22.412445,-5.1033626,-46.399982,34.318104,10.348541,1.9055666
2.0481999,307.67346,158.1889,-22.996319,-23.625368,-5.1460299,-46.338234,34.23056,10.351528,1.9180571
2.0483,307.6893,158.18425,-21.718815,-24.813084,-5.1885009,-46.276218,34.14283,10.354502,1.9304689
2.0483999,307.70511,158.17963,-20.423971,-25.974518,-5.2307734,-46.21394,34.054916,10.357461,1.9428018
2.0485001,307.72092,158.17502,-19.113068,-27.108633,-5.2728467,-46.151405,33.966827,10.360408,1.9550555
2.0486,307.73676,158.17046,-17.787394,-28.214417,-5.3147192,-46.088623,33.878567,10.36334,1.9672296
2.0487001,307.75256,158.16591,-16.448254,-29.290888,-5.356389,-46.0256,33.790146,10.36626,1.9793237
2.0488,307.76837,158.16139,-15.096955,-30.337097,-5.3978558,-45.962341,33.701569,10.369164,1.9913378
2.0488999,307.78421,158.15689,-13.734818,-31.352125,-5.4391179,-45.898857,33.612843,10.372055,2.0032716
2.049,307.80002,158.15244,-12.363168,-32.335087,-5.4801736,-45.835148,33.523975,10.374932,2.0151246
2.0490999,307.81583,158.14799,-10.983334,-33.28513,-5.5210228,-45.771229,33.434975,10.377795,2.026897
2.0492001,307.83163,158.14359,-9.5966511,-34.201439,-5.5616632,-45.7071,33.345844,10.380644,2.0385883
2.0493,307.84744,158.13919,-8.2044554,-35.083225,-5.6020947,-45.642773,33.256592,10.383478,2.0501983
2.0494001,307.86328,158.13484,-6.8080864,-35.929745,-5.6423163,-45.578247,33.167225,10.386298,2.0617273
2.0495,307.87909,158.13051,-5.4088821,-36.740284,-5.6823263,-45.513538,33.077751,10.389103,2.0731745
2.0495999,307.8949,158.12621,-4.0081787,-37.514172,-5.7221241,-45.44865,32.988174,10.391894,2.0845404
2.0497,307.91071,158.12193,-2.607312,-38.250763,-5.7617092,-45.383591,32.898502,10.39467,2.0958245
2.0497999,307.92651,158.11769,-1.2076118,-38.949463,-5.8010802,-45.318359,32.808743,10.397431,2.1070271
2.0499001,307.94232,158.11346,0.18959557,-39.609707,-5.8402367,-45.252972,32.718899,10.400178,2.1181476
2.05,307.95813,158.10927,1.5829909,-40.230968,-5.879178,-45.187431,32.628983,10.40291,2.1291862
