"Time","aimsM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimsM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re"
0.0165,6.9971656e-10,1.2421742e-07
0.0166,7.2228001e-09,1.2250666e-07
0.0167,1.3683664e-08,1.2059574e-07
0.016799999,2.0075323e-08,1.1848657e-07
0.016899999,2.6390738e-08,1.1618128e-07
0.017000001,3.2622822e-08,1.1368219e-07
0.017100001,3.8764423e-08,1.1099179e-07
0.017200001,4.4808349e-08,1.0811279e-07
0.0173,5.0747346e-08,1.0504808e-07
0.0174,5.6574105e-08,1.0180073e-07
0.0175,6.2281281e-08,9.8374009e-08
0.0176,6.7861443e-08,9.477138e-08
0.0177,7.3307142e-08,9.0996501e-08
0.0178,7.8618115e-08,8.7053181e-08
0.017899999,8.3844647e-08,8.2945135e-08
0.017999999,8.8933881e-08,7.8676834e-08
0.018100001,9.3880821e-08,7.4252696e-08
0.018200001,9.8680637e-08,6.9677306e-08
0.018300001,1.0332865e-07,6.4955451e-08
0.0184,1.0782031e-07,6.009212e-08
0.0185,1.1215126e-07,5.5092464e-08
0.0186,1.1631729e-07,4.9961852e-08
0.0187,1.2031437e-07,4.4705825e-08
0.0188,1.2413865e-07,3.9330125e-08
0.0189,1.2778646e-07,3.3840678e-08
0.018999999,1.3125434e-07,2.8243607e-08
0.019099999,1.3453898e-07,2.2545215e-08
0.019200001,1.3763733e-07,1.6752004e-08
0.019300001,1.4054588e-07,1.0867528e-08
0.019400001,1.4325835e-07,4.8812208e-09
0.0195,1.4577525e-07,-1.1857487e-09
0.0196,1.4809419e-07,-7.3270003e-09
0.0197,1.5021301e-07,-1.3536027e-08
0.0198,1.5212979e-07,-1.9806198e-08
0.0199,1.5384282e-07,-2.6130758e-08
0.02,1.5535065e-07,-3.2502832e-08
0.020099999,1.5665205e-07,-3.8915431e-08
0.020199999,1.5774604e-07,-4.5361446e-08
0.020300001,1.5863195e-07,-5.1833652e-08
0.020400001,1.5930929e-07,-5.8324719e-08
0.020500001,1.597779e-07,-6.4827198e-08
0.0206,1.6003784e-07,-7.1333531e-08
0.0207,1.600895e-07,-7.7836063e-08
0.0208,1.5993085e-07,-8.4333031e-08
0.0209,1.5955183e-07,-9.0841141e-08
0.021,1.5896292e-07,-9.73318e-08
0.0211,1.5816502e-07,-1.0379829e-07
0.021199999,1.5715935e-07,-1.1023391e-07
0.021299999,1.5594738e-07,-1.1663192e-07
0.021400001,1.5453082e-07,-1.2298563e-07
0.021500001,1.5291171e-07,-1.2928837e-07
0.021600001,1.5109234e-07,-1.3553347e-07
0.0217,1.4907528e-07,-1.4171428e-07
0.0218,1.4686339e-07,-1.4782422e-07
0.0219,1.4445985e-07,-1.5385672e-07
0.022,1.4186811e-07,-1.5980524e-07
0.0221,1.3909195e-07,-1.6566329e-07
0.0222,1.3613541e-07,-1.7142449e-07
0.022299999,1.329943e-07,-1.7708577e-07
0.022399999,1.2964655e-07,-1.8265126e-07
0.022500001,1.2612063e-07,-1.881056e-07
0.022600001,1.2242026e-07,-1.9344321e-07
0.022700001,1.185494e-07,-1.9865871e-07
0.0228,1.145122e-07,-2.0374677e-07
0.0229,1.1031306e-07,-2.0870225e-07
0.023,1.0595653e-07,-2.1352012e-07
0.0231,1.0144744e-07,-2.1819554e-07
0.0232,9.6790806e-08,-2.2272376e-07
0.0233,9.1991858e-08,-2.2710024e-07
0.023399999,8.7056051e-08,-2.313206e-07
0.023499999,8.1989057e-08,-2.3538063e-07
0.023600001,7.6796773e-08,-2.3927626e-07
0.023700001,7.148531e-08,-2.4300371e-07
0.023800001,6.6053538e-08,-2.4655822e-07
0.0239,6.0489981e-08,-2.4993378e-07
0.024,5.4818031e-08,-2.5312951e-07
0.0241,4.9043489e-08,-2.5614221e-07
0.0242,4.3172292e-08,-2.5896887e-07
0.0243,3.7210523e-08,-2.6160671e-07
0.0244,3.1164387e-08,-2.640532e-07
0.024499999,2.5040228e-08,-2.6630593e-07
0.024599999,1.8844514e-08,-2.6836287e-07
0.024700001,1.2583848e-08,-2.7022207e-07
0.024800001,6.264953e-09,-2.7188193e-07
0.024900001,-1.0532176e-10,-2.7334107e-07
0.025,-6.5200059e-09,-2.7459839e-07
0.0251,-1.2972009e-08,-2.7565301e-07
0.0252,-1.9454122e-08,-2.765043e-07
0.0253,-2.5966028e-08,-2.7714663e-07
0.0254,-3.2513494e-08,-2.7756982e-07
0.0255,-3.907606e-08,-2.7778401e-07
0.025599999,-4.5647042e-08,-2.7778898e-07
0.025699999,-5.2219722e-08,-2.7758477e-07
0.025800001,-5.878735e-08,-2.7717164e-07
0.025900001,-6.5343137e-08,-2.7655008e-07
0.026000001,-7.1880287e-08,-2.7572096e-07
0.0261,-7.8391963e-08,-2.7468528e-07
0.0262,-8.4871324e-08,-2.7344433e-07
0.0263,-9.1311513e-08,-2.7199974e-07
0.0264,-9.7705659e-08,-2.7035333e-07
0.0265,-1.040469e-07,-2.6850728e-07
0.0266,-1.1032834e-07,-2.6646396e-07
0.026699999,-1.1654314e-07,-2.6422612e-07
0.026799999,-1.2269055e-07,-2.6178785e-07
0.026900001,-1.2877275e-07,-2.5913937e-07
0.027000001,-1.3477346e-07,-2.5629799e-07
0.027100001,-1.4068658e-07,-2.5326656e-07
0.0272,-1.4650618e-07,-2.5004809e-07
0.0273,-1.5222635e-07,-2.4664581e-07
0.0274,-1.5784128e-07,-2.4306325e-07
0.0275,-1.6334531e-07,-2.3930411e-07
0.0276,-1.6873281e-07,-2.353724e-07
0.0277,-1.739983e-07,-2.312723e-07
0.027799999,-1.7913641e-07,-2.2700827e-07
0.027899999,-1.8414185e-07,-2.22585e-07
0.028000001,-1.8900954e-07,-2.1800746e-07
0.028100001,-1.9373444e-07,-2.1328081e-07
0.028200001,-1.9831171e-07,-2.084105e-07
0.0283,-2.0273774e-07,-2.0339138e-07
0.0284,-2.0700922e-07,-1.9821699e-07
0.0285,-2.1112031e-07,-1.9290775e-07
0.0286,-2.1506685e-07,-1.8746887e-07
0.0287,-2.1884489e-07,-1.8190578e-07
0.0288,-2.2245065e-07,-1.7622405e-07
0.028899999,-2.2588057e-07,-1.7042947e-07
0.028999999,-2.2913123e-07,-1.6452798e-07
0.029100001,-2.3219944e-07,-1.5852564e-07
0.029200001,-2.3508223e-07,-1.5242875e-07
0.029300001,-2.377768e-07,-1.4624376e-07
0.0294,-2.402806e-07,-1.3997725e-07
0.0295,-2.4259131e-07,-1.3363599e-07
0.0296,-2.4470683e-07,-1.2722694e-07
0.0297,-2.4662529e-07,-1.2075719e-07
0.0298,-2.4834083e-07,-1.1422228e-07
0.029899999,-2.4984848e-07,-1.0761946e-07
0.029999999,-2.5115176e-07,-1.0096934e-07
0.030099999,-2.5224935e-07,-9.4278469e-08
0.030200001,-2.5314026e-07,-8.7553509e-08
0.030300001,-2.5382363e-07,-8.0801165e-08
0.030400001,-2.5429893e-07,-7.4028222e-08
0.0305,-2.5456583e-07,-6.724153e-08
0.0306,-2.546243e-07,-6.0448009e-08
0.0307,-2.5447454e-07,-5.3654631e-08
0.0308,-2.5411703e-07,-4.6868415e-08
0.0309,-2.5355251e-07,-4.0096452e-08
0.030999999,-2.52782e-07,-3.3345863e-08
0.031099999,-2.5180685e-07,-2.662383e-08
0.031199999,-2.506286e-07,-1.9937564e-08
0.031300001,-2.4923895e-07,-1.3284458e-08
0.031399999,-2.4763347e-07,-6.6654589e-09
0.031500001,-2.4582434e-07,-9.7230696e-11
0.031599998,-2.4381345e-07,6.4137895e-09
0.0317,-2.4160286e-07,1.2861205e-08
0.031800002,-2.3919497e-07,1.9238666e-08
0.0319,-2.3659231e-07,2.5539869e-08
0.032000002,-2.3379778e-07,3.1758574e-08
0.032099999,-2.3081448e-07,3.7888597e-08
0.032200001,-2.2764577e-07,4.3923826e-08
0.032299999,-2.2429529e-07,4.9858219e-08
0.032400001,-2.2076695e-07,5.568581e-08
0.032499999,-2.1706492e-07,6.1400719e-08
0.032600001,-2.1319364e-07,6.699716e-08
0.032699998,-2.0915786e-07,7.2469433e-08
0.0328,-2.0494737e-07,7.7816296e-08
0.032900002,-2.0056065e-07,8.303423e-08
0.033,-1.9601549e-07,8.8114319e-08
0.033100002,-1.9131649e-07,9.3051689e-08
0.033199999,-1.864684e-07,9.7841578e-08
0.033300001,-1.8147618e-07,1.024794e-07
0.033399999,-1.76345e-07,1.0696073e-07
0.033500001,-1.710802e-07,1.112813e-07
0.033599999,-1.6568735e-07,1.1543701e-07
0.0337,-1.6017223e-07,1.1942397e-07
0.033799998,-1.5454077e-07,1.2323844e-07
0.0339,-1.4879916e-07,1.2687688e-07
0.034000002,-1.4295374e-07,1.3033598e-07
0.0341,-1.3701107e-07,1.3361257e-07
0.034200002,-1.3097794e-07,1.3670375e-07
0.034299999,-1.2484503e-07,1.3960349e-07
0.034400001,-1.1861491e-07,1.4230837e-07
0.034499999,-1.123061e-07,1.448184e-07
0.034600001,-1.0592491e-07,1.471313e-07
0.034699999,-9.9477724e-08,1.4924504e-07
0.0348,-9.297105e-08,1.5115776e-07
0.034899998,-8.641149e-08,1.5286788e-07
0.035,-7.9805758e-08,1.5437405e-07
0.035100002,-7.3160663e-08,1.5567512e-07
0.0352,-6.6483118e-08,1.5677028e-07
0.035300002,-5.9780113e-08,1.5765889e-07
0.035399999,-5.3058752e-08,1.5834063e-07
0.035500001,-4.6326214e-08,1.588154e-07
0.035599999,-3.9589771e-08,1.5908341e-07
0.035700001,-3.2856775e-08,1.5914516e-07
0.035799999,-2.612075e-08,1.5899013e-07
0.0359,-1.9387217e-08,1.5861778e-07
0.035999998,-1.2671923e-08,1.5803603e-07
0.0361,-5.9815055e-09,1.5724574e-07
0.036200002,6.7739836e-10,1.5624794e-07
0.0363,7.298159e-09,1.5504398e-07
0.036400001,1.3874158e-08,1.5363544e-07
0.036499999,2.0398794e-08,1.5202414e-07
0.036600001,2.6865486e-08,1.502122e-07
0.036699999,3.3267682e-08,1.4820199e-07
0.036800001,3.9598859e-08,1.4599614e-07
0.036899999,4.5852534e-08,1.4359756e-07
0.037,5.2022259e-08,1.4100947e-07
0.037099998,5.8101637e-08,1.3823532e-07
0.0372,6.4084318e-08,1.352789e-07
0.037300002,6.9972018e-08,1.3212677e-07
0.0374,7.5758656e-08,1.2878297e-07
0.037500001,8.1434095e-08,1.2526083e-07
0.037599999,8.6992785e-08,1.2156407e-07
0.037700001,9.2429303e-08,1.1769666e-07
0.037799999,9.7738329e-08,1.136628e-07
0.037900001,1.029147e-07,1.0946688e-07
0.037999999,1.0795334e-07,1.0511354e-07
0.0381,1.1284936e-07,1.0060764e-07
0.038199998,1.1759798e-07,9.5954263e-08
0.0383,1.2219461e-07,9.1158718e-08
0.038400002,1.2663476e-07,8.6226542e-08
0.0385,1.3091415e-07,8.1163506e-08
0.038600001,1.3502864e-07,7.5975606e-08
0.038699999,1.3897431e-07,7.0669074e-08
0.038800001,1.4274657e-07,6.5230047e-08
0.038899999,1.463419e-07,5.9667094e-08
0.039000001,1.4975727e-07,5.3995617e-08
0.039099999,1.5298941e-07,4.8221466e-08
0.0392,1.5603533e-07,4.2350642e-08
0.039299998,1.5889214e-07,3.6389288e-08
0.0394,1.6155727e-07,3.0343688e-08
0.039500002,1.6402829e-07,2.4220263e-08
0.0396,1.6630304e-07,1.8025576e-08
0.039700001,1.683796e-07,1.176632e-08
0.039799999,1.7025624e-07,5.4493294e-09
0.039900001,1.7193152e-07,-9.184325e-10
0.039999999,1.7340422e-07,-7.3298709e-09
0.040100001,1.7467339e-07,-1.3777761e-08
0.040199999,1.7573835e-07,-2.0254751e-08
0.0403,1.7658813e-07,-2.6772302e-08
0.040399998,1.7722462e-07,-3.3319203e-08
0.0405,1.7765156e-07,-3.988119e-08
0.040600002,1.7786871e-07,-4.6451575e-08
0.0407,1.7787612e-07,-5.3023626e-08
0.040800001,1.7767404e-07,-5.9590583e-08
0.040899999,1.7726299e-07,-6.614566e-08
0.041000001,1.7664377e-07,-7.2682035e-08
0.041099999,1.7581742e-07,-7.9192873e-08
0.041200001,1.7478526e-07,-8.5671331e-08
0.041299999,1.7354887e-07,-9.2110533e-08
0.0414,1.7211013e-07,-9.8503612e-08
0.041499998,1.704712e-07,-1.048437e-07
0.0416,1.6863449e-07,-1.1112391e-07
0.041700002,1.6660275e-07,-1.1733737e-07
0.0418,1.6435986e-07,-1.2349015e-07
0.041900001,1.619145e-07,-1.2957179e-07
0.041999999,1.5927567e-07,-1.3557184e-07
0.042100001,1.5644621e-07,-1.4148419e-07
0.042199999,1.534292e-07,-1.473029e-07
0.042300001,1.5022795e-07,-1.5302204e-07
0.042399999,1.4684601e-07,-1.5863581e-07
0.0425,1.4328718e-07,-1.6413848e-07
0.042599998,1.395555e-07,-1.6952444e-07
0.0427,1.3565526e-07,-1.7478817e-07
0.042800002,1.3159099e-07,-1.799243e-07
0.0429,1.273675e-07,-1.8492753e-07
0.043000001,1.2298982e-07,-1.8979271e-07
0.043099999,1.1846324e-07,-1.9451484e-07
0.043200001,1.1379333e-07,-1.99089e-07
0.043299999,1.0896161e-07,-2.0351351e-07
0.043400001,1.0398288e-07,-2.0778266e-07
0.043499999,9.8868902e-08,-2.1189136e-07
0.0436,9.3624969e-08,-2.1583548e-07
0.043699998,8.8256542e-08,-2.1961108e-07
0.0438,8.2769255e-08,-2.232144e-07
0.043900002,7.7168913e-08,-2.2664187e-07
0.044,7.1461486e-08,-2.2989015e-07
0.044100001,6.565314e-08,-2.3295604e-07
0.044199999,5.9750192e-08,-2.3583658e-07
0.044300001,5.3759138e-08,-2.3852903e-07
0.044399999,4.7686637e-08,-2.4103088e-07
0.044500001,4.1539526e-08,-2.433398e-07
0.044599999,3.5324806e-08,-2.4545375e-07
0.0447,2.9049652e-08,-2.4737091e-07
0.044799998,2.2697167e-08,-2.4908087e-07
0.0449,1.6285266e-08,-2.5058611e-07
0.045000002,9.8258024e-09,-2.5188709e-07
0.0451,3.325352e-09,-2.5298249e-07
0.045200001,-3.2094323e-09,-2.5387129e-07
0.045299999,-9.7718251e-09,-2.5455273e-07
0.045400001,-1.6355035e-08,-2.5502626e-07
0.045499999,-2.2952198e-08,-2.5529161e-07
0.045600001,-2.9556398e-08,-2.5534871e-07
0.045699999,-3.6160653e-08,-2.5519782e-07
0.0458,-4.2757929e-08,-2.5483945e-07
0.045899998,-4.9341139e-08,-2.5427434e-07
0.046,-5.5903147e-08,-2.535036e-07
0.046100002,-6.2436776e-08,-2.5252854e-07
0.0462,-6.8934796e-08,-2.513508e-07
0.046300001,-7.5408501e-08,-2.4995248e-07
0.046399999,-8.1841414e-08,-2.4834563e-07
0.046500001,-8.8223885e-08,-2.4653522e-07
0.046599999,-9.4549485e-08,-2.4452316e-07
0.046700001,-1.008118e-07,-2.4231153e-07
0.046799999,-1.070045e-07,-2.3990268e-07
0.0469,-1.1312127e-07,-2.3729922e-07
0.046999998,-1.1915587e-07,-2.3450401e-07
0.0471,-1.2510213e-07,-2.3152018e-07
0.047200002,-1.3095394e-07,-2.2835108e-07
0.0473,-1.3670522e-07,-2.2500041e-07
0.047400001,-1.4235006e-07,-2.2147202e-07
0.047499999,-1.4788255e-07,-2.1777014e-07
0.047600001,-1.532969e-07,-2.138992e-07
0.047699999,-1.5858741e-07,-2.0986394e-07
0.047800001,-1.6375645e-07,-2.0564201e-07
0.047899999,-1.6879412e-07,-2.0125388e-07
0.048,-1.7369436e-07,-1.9670738e-07
0.048099998,-1.784523e-07,-1.9200709e-07
0.0482,-1.8306318e-07,-1.8715781e-07
0.048300002,-1.8752243e-07,-1.8216448e-07
0.0484,-1.9182559e-07,-1.7703233e-07
0.048500001,-1.9596844e-07,-1.7176673e-07
0.048599999,-1.9994685e-07,-1.6637324e-07
0.048700001,-2.0375693e-07,-1.6085768e-07
0.048799999,-2.0739493e-07,-1.5522605e-07
0.048900001,-2.1085734e-07,-1.4948452e-07
0.048999999,-2.141408e-07,-1.436395e-07
0.0491,-2.1724217e-07,-1.3769758e-07
0.049199998,-2.2015854e-07,-1.316656e-07
0.0493,-2.2288164e-07,-1.255212e-07
0.049400002,-2.2541236e-07,-1.1928948e-07
0.0495,-2.2774867e-07,-1.1297911e-07
0.049600001,-2.298883e-07,-1.0659641e-07
0.049699999,-2.3182919e-07,-1.0014778e-07
0.049800001,-2.3356951e-07,-9.3639756e-08
0.049899999,-2.3510768e-07,-8.7078959e-08
0.050000001,-2.3644233e-07,-8.0472127e-08
0.050099999,-2.3757237e-07,-7.3826101e-08
0.0502,-2.3849694e-07,-6.7147816e-08
0.050299998,-2.3921541e-07,-6.0444314e-08
0.0504,-2.3972748e-07,-5.3722712e-08
0.050500002,-2.400331e-07,-4.6990241e-08
0.0506,-2.4013241e-07,-4.0254207e-08
0.050700001,-2.4002594e-07,-3.3522014e-08
0.050799999,-2.3969534e-07,-2.6776384e-08
0.050900001,-2.391543e-07,-2.004121e-08
0.050999999,-2.3840425e-07,-1.3324297e-08
0.051100001,-2.3744607e-07,-6.6322956e-09
0.051199999,-2.3628083e-07,2.8145299e-11
0.0513,-2.3490983e-07,6.650382e-09
0.051399998,-2.3333472e-07,1.3227782e-08
0.0515,-2.3155731e-07,1.9753728e-08
0.051600002,-2.2957974e-07,2.622162e-08
0.0517,-2.2740439e-07,3.2624889e-08
0.051800001,-2.2503393e-07,3.8956994e-08
0.051899999,-2.2247131e-07,4.5211422e-08
0.052000001,-2.1971974e-07,5.1381708e-08
0.052099999,-2.1678271e-07,5.7461428e-08
0.052200001,-2.1366404e-07,6.3444205e-08
0.052299999,-2.1033827e-07,6.9337759e-08
0.0524,-2.0683065e-07,7.5125911e-08
0.052499998,-2.0314506e-07,8.0802856e-08
0.0526,-1.9928525e-07,8.6363031e-08
0.052700002,-1.9525521e-07,9.1801013e-08
0.0528,-1.9105916e-07,9.7111482e-08
0.052900001,-1.8670151e-07,1.0228926e-07
0.052999999,-1.8218695e-07,1.0732928e-07
0.053100001,-1.7752035e-07,1.1222664e-07
0.053199999,-1.7270683e-07,1.1697655e-07
0.053300001,-1.6775172e-07,1.215744e-07
0.053399999,-1.6266063e-07,1.2601573e-07
0.0535,-1.5743935e-07,1.3029624e-07
0.053599998,-1.5209392e-07,1.3441179e-07
0.0537,-1.466299e-07,1.383584e-07
0.053800002,-1.4102187e-07,1.4213147e-07
0.0539,-1.3529997e-07,1.4572801e-07
0.054000001,-1.2946992e-07,1.4914458e-07
0.054099999,-1.235376e-07,1.5237798e-07
0.054200001,-1.1750902e-07,1.5542514e-07
0.054299999,-1.1139036e-07,1.5828327e-07
0.054400001,-1.0518792e-07,1.6094974e-07
0.054499999,-9.8908146e-08,1.6342216e-07
0.0546,-9.2557627e-08,1.656984e-07
0.054699998,-8.6143096e-08,1.6777649e-07
0.0548,-7.9671416e-08,1.6965478e-07
0.054900002,-7.3149579e-08,1.7133181e-07
0.055,-6.6584732e-08,1.7280637e-07
0.055100001,-5.9984131e-08,1.7407754e-07
0.055199999,-5.3353563e-08,1.7514378e-07
0.055300001,-4.6674117e-08,1.7599037e-07
0.055399999,-3.9973294e-08,1.7662789e-07
0.055500001,-3.3257752e-08,1.7705592e-07
0.055599999,-2.653419e-08,1.7727425e-07
0.0557,-1.9809356e-08,1.7728289e-07
0.055799998,-1.3090021e-08,1.7708213e-07
0.0559,-6.3829924e-09,1.7667251e-07
