"Time","smee.is[1]","smee.is[2]","smee.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smee.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smee.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smee.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smee.excitation.electroMagneticConverter.Phi.re","speed.phi","speed.w","voltageController.I.y","loadInductor.inductor[2].i","loadInductor.inductor[3].i"
4.0008998,-109.26212,109.26025,-0.13324225,0.43714878,-0.42677253,0.23806925,-0.45358112,549.4201,157.07964,117.50174,-109.26025,-0.0018727055
4.0009999,-107.27474,107.27282,-0.14870499,0.4314777,-0.42678338,0.23796211,-0.45354107,549.43579,157.07964,117.49042,-107.27282,-0.0019196911
4.0011001,-105.1618,105.15984,-0.16401067,0.42536294,-0.42679644,0.23783863,-0.45350257,549.45148,157.07964,117.47897,-105.15984,-0.0019643777
4.0012002,-102.92419,102.92219,-0.17914276,0.41881299,-0.4268122,0.23769934,-0.45346591,549.46722,157.07964,117.46741,-102.92219,-0.0020067126
4.0012999,-100.56306,100.56102,-0.19408517,0.41183686,-0.4268311,0.23754482,-0.45343161,549.48291,157.07964,117.45576,-100.56102,-0.0020466489
4.0014,-98.079697,98.077614,-0.20882212,0.40444401,-0.42685357,0.23737559,-0.45339984,549.49866,157.07964,117.44408,-98.077614,-0.0020841458
4.0015001,-95.475647,95.473534,-0.22333832,0.39664453,-0.42688009,0.2371923,-0.45337102,549.51434,157.07964,117.43236,-95.473534,-0.0021191693
4.0015998,-92.75267,92.750519,-0.23761889,0.38844892,-0.42691109,0.23699564,-0.45334551,549.53003,157.07964,117.42065,-92.750519,-0.0021516921
4.0016999,-89.912758,89.910576,-0.25164953,0.3798683,-0.42694691,0.2367864,-0.45332402,549.54578,157.07964,117.40898,-89.910576,-0.0021816937
4.0018001,-86.958061,86.955856,-0.26541629,0.3709141,-0.42698795,0.23656544,-0.45330694,549.56146,157.07964,117.39737,-86.955856,-0.0022091593
4.0019002,-83.890915,83.888687,-0.27890572,0.36159807,-0.42703456,0.23633367,-0.45329455,549.57715,157.07964,117.38585,-83.888687,-0.0022340806
4.0019999,-80.71386,80.711609,-0.2921049,0.3519325,-0.4270871,0.23609211,-0.45328721,549.5929,157.07964,117.37445,-80.711609,-0.0022564551
4.0021,-77.429565,77.427284,-0.30500147,0.3419297,-0.42714584,0.23584168,-0.45328528,549.60858,157.07964,117.3632,-77.427284,-0.0022762865
4.0022001,-74.040886,74.038589,-0.31758356,0.33160251,-0.42721108,0.23558356,-0.45328897,549.62427,157.07964,117.35212,-74.038589,-0.0022935839
4.0022998,-70.550789,70.548485,-0.32983997,0.3209638,-0.42728305,0.23531872,-0.45329863,549.64001,157.07964,117.34125,-70.548485,-0.0023083615
4.0023999,-66.962433,66.960114,-0.34175995,0.31002682,-0.42736199,0.23504841,-0.45331448,549.6557,157.07964,117.3306,-66.960114,-0.0023206393
4.0025001,-63.279015,63.276684,-0.35333344,0.29880476,-0.42744806,0.2347737,-0.45333678,549.67139,157.07964,117.32021,-63.276684,-0.002330441
4.0026002,-59.503929,59.501595,-0.3645508,0.28731117,-0.42754146,0.23449586,-0.45336571,549.68713,157.07964,117.3101,-59.501595,-0.0023377957
4.0026999,-55.640591,55.638248,-0.37540314,0.27555946,-0.42764226,0.23421603,-0.45340151,549.70282,157.07964,117.30029,-55.638248,-0.002342735
4.0028,-51.692574,51.690228,-0.38588196,0.26356336,-0.42775056,0.23393556,-0.45344436,549.71857,157.07964,117.29081,-51.690228,-0.0023452963
4.0029001,-47.663456,47.66111,-0.39597946,0.2513364,-0.42786643,0.23365565,-0.45349437,549.73425,157.07964,117.28167,-47.66111,-0.0023455177
4.0029998,-43.556728,43.554386,-0.40568724,0.23889174,-0.4279899,0.23337704,-0.45354956,549.74994,157.07964,117.2729,-43.554386,-0.0023434362
4.0030999,-39.397778,39.395435,-0.41499126,0.22623801,-0.42812088,0.23310181,-0.45361221,549.76569,157.07964,117.2645,-39.395435,-0.0023393731
4.0032001,-35.210484,35.208149,-0.42387837,0.21338341,-0.42825925,0.23283155,-0.45368406,549.78137,157.07964,117.25651,-35.208149,-0.0023331339
4.0033002,-30.996832,30.994509,-0.43234238,0.20034041,-0.42840496,0.23256639,-0.45376348,549.79706,157.07964,117.24892,-30.994509,-0.0023247509
4.0033998,-26.759048,26.756735,-0.44037813,0.1871227,-0.42855778,0.23230766,-0.45385018,549.81281,157.07964,117.24174,-26.756735,-0.0023142644
4.0035,-22.499403,22.497103,-0.44798112,0.17374378,-0.42871752,0.2320566,-0.45394415,549.82849,157.07964,117.23499,-22.497103,-0.0023017162
4.0036001,-18.220194,18.217907,-0.45514724,0.16021696,-0.42888397,0.23181431,-0.45404533,549.84418,157.07964,117.22866,-18.217907,-0.002287148
4.0036998,-13.92374,13.92147,-0.46187264,0.1465555,-0.42905688,0.23158187,-0.45415342,549.85992,157.07964,117.22276,-13.92147,-0.002270601
4.0037999,-9.6123981,9.6101456,-0.46815401,0.13277251,-0.42923594,0.23136029,-0.45426831,549.87561,157.07964,117.2173,-9.6101456,-0.0022521168
4.0039001,-5.2885323,5.2863007,-0.47398832,0.11888102,-0.42942086,0.23115054,-0.45438975,549.8913,157.07964,117.21227,-5.2863007,-0.002231736
4.0040002,-0.95452082,0.95231134,-0.47937271,0.10489401,-0.42961136,0.2309536,-0.45451719,549.90704,157.07964,117.20768,-0.95231134,-0.002209499
4.0040221,-0.0028042905,0.00059991318,-0.48049331,0.10181467,-0.42965385,0.23091221,-0.45454594,549.91046,157.07964,117.20673,-0.00059991318,-0.0022043772
4.0040221,-0.0028042905,0.00059991318,-0.48049331,0.10181467,-0.42965385,0.23091221,-0.45454594,549.91046,157.07964,117.20673,-0.00059991318,-0.0022043772
4.0040221,-0.00059999997,-0.0010109494,-0.48049718,0.1018011,-0.42965403,0.23091204,-0.45454606,549.91052,157.07964,117.20673,0.0010109494,-0.0016109494
4.0040221,-0.00059999997,-0.0010109494,-0.48049718,0.1018011,-0.42965403,0.23091204,-0.45454606,549.91052,157.07964,117.20673,0.0010109494,-0.0016109494
4.0040998,-0.00029111488,-0.0011869244,-0.48291275,0.089832664,-0.4298051,0.23076457,-0.45462942,549.92273,157.07964,117.20033,0.0011869244,-0.0014780393
4.0042,-0.00024194042,-0.0012189766,-0.48557794,0.074402802,-0.4299978,0.23057833,-0.45474279,549.93848,157.07964,117.1921,0.0012189766,-0.0014609169
4.0043001,-0.00019251366,-0.001249794,-0.48775017,0.058894664,-0.43018934,0.23039234,-0.45485666,549.95416,157.07964,117.18388,0.001249794,-0.0014423077
4.0043998,-0.0001428829,-0.0012793466,-0.48942724,0.043323331,-0.43037972,0.23020595,-0.45497158,549.96985,157.07964,117.17564,0.0012793466,-0.0014222296
4.0044999,-9.3099268e-05,-0.0013076036,-0.49060723,0.027704876,-0.43056899,0.23001942,-0.45508721,549.9856,157.07964,117.16741,0.0013076036,-0.0014007027
4.0046,-4.321415e-05,-0.0013345355,-0.49128896,0.012055442,-0.43075716,0.22983302,-0.45520344,550.00128,157.07964,117.15916,0.0013345355,-0.0013777497
4.0047002,6.7217475e-06,-0.0013601159,-0.49147183,-0.0036090794,-0.43094429,0.22964686,-0.4553206,550.01697,157.07964,117.15091,0.0013601159,-0.0013533942
4.0047998,5.6657518e-05,-0.001384318,-0.49115548,-0.019272693,-0.43113038,0.22946097,-0.45543841,550.03271,157.07964,117.14265,0.001384318,-0.0013276605
4.0049,0.00010654232,-0.001407116,-0.49033979,-0.034919426,-0.43131545,0.22927521,-0.45555615,550.0484,157.07964,117.13438,0.001407116,-0.0013005737
4.0050001,0.00015632567,-0.0014284877,-0.48902589,-0.050533444,-0.43149951,0.22908974,-0.45567453,550.06409,157.07964,117.12611,0.0014284877,-0.0012721621
4.0050998,0.00020595695,-0.0014484104,-0.48721471,-0.066098869,-0.43168262,0.22890435,-0.45579299,550.07983,157.07964,117.11784,0.0014484104,-0.0012424535
4.0051999,0.00025538576,-0.001466864,-0.4849081,-0.081599891,-0.43186474,0.22871907,-0.45591167,550.09552,157.07964,117.10955,0.001466864,-0.0012114783
4.0053,0.00030456204,-0.0014838305,-0.48210865,-0.09702079,-0.43204594,0.22853407,-0.45603099,550.11127,157.07964,117.10126,0.0014838305,-0.0011792685
4.0054002,0.00035343564,-0.0014992913,-0.47881871,-0.11234584,-0.43222621,0.2283491,-0.45615035,550.12695,157.07964,117.09296,0.0014992913,-0.0011458556
4.0054998,0.00040195699,-0.0015132312,-0.47504184,-0.1275595,-0.43240556,0.22816433,-0.45627013,550.14264,157.07964,117.08465,0.0015132312,-0.0011112742
4.0056,0.00045007677,-0.0015256355,-0.47078153,-0.14264627,-0.43258402,0.22797962,-0.45639002,550.15839,157.07964,117.07634,0.0015256355,-0.0010755587
4.0057001,0.00049774616,-0.0015364917,-0.46604225,-0.15759087,-0.43276161,0.22779499,-0.45651022,550.17407,157.07964,117.06802,0.0015364917,-0.0010387455
4.0057998,0.00054491666,-0.0015457881,-0.46082851,-0.17237803,-0.43293834,0.22761036,-0.4566305,550.18976,157.07964,117.05969,0.0015457881,-0.0010008714
4.0058999,0.0005915403,-0.0015535153,-0.4551456,-0.18699275,-0.43311423,0.22742574,-0.4567509,550.20551,157.07964,117.05136,0.0015535153,-0.00096197502
4.006,0.00063756976,-0.0015596657,-0.44899932,-0.20142017,-0.43328926,0.2272412,-0.45687166,550.22119,157.07964,117.04301,0.0015596657,-0.0009220959
4.0061002,0.00068295788,-0.0015642326,-0.44239593,-0.21564549,-0.43346351,0.22705683,-0.45699257,550.23688,157.07964,117.03467,0.0015642326,-0.00088127475
4.0061998,0.00072765851,-0.0015672115,-0.43534204,-0.22965424,-0.43363693,0.22687267,-0.45711368,550.25262,157.07964,117.02631,0.0015672115,-0.00083955302
4.0063,0.00077162677,-0.0015685991,-0.42784464,-0.24343234,-0.43380958,0.22668847,-0.45723516,550.26831,157.07964,117.01796,0.0015685991,-0.00079697237
4.0064001,0.00081481732,-0.0015683939,-0.41991147,-0.25696558,-0.43398145,0.22650452,-0.45735684,550.284,157.07964,117.00959,0.0015683939,-0.00075357663
4.0064998,0.00085718598,-0.0015665961,-0.41155058,-0.27024007,-0.43415254,0.22632088,-0.45747864,550.29974,157.07964,117.00121,0.0015665961,-0.00070941012
4.0065999,0.00089869072,-0.0015632072,-0.40277013,-0.28324264,-0.43432289,0.22613719,-0.45760083,550.31543,157.07964,116.99284,0.0015632072,-0.00066451647
4.0067,0.00093928853,-0.0015582306,-0.39357921,-0.29595983,-0.43449253,0.22595374,-0.45772323,550.33118,157.07964,116.98444,0.0015582306,-0.00061894202
4.0068002,0.00097893772,-0.0015516711,-0.38398713,-0.30837852,-0.43466142,0.22577064,-0.45784566,550.34686,157.07964,116.97605,0.0015516711,-0.00057273329
4.0068998,0.0010175993,-0.0015435352,-0.37400335,-0.32048646,-0.43482962,0.22558749,-0.45796847,550.36255,157.07964,116.96765,0.0015435352,-0.00052593596
4.007,0.0010552329,-0.001533831,-0.36363807,-0.3322711,-0.43499711,0.22540453,-0.45809153,550.3783,157.07964,116.95924,0.001533831,-0.00047859814
4.0071001,0.0010918002,-0.0015225683,-0.35290185,-0.34372032,-0.43516394,0.22522184,-0.45821458,550.39398,157.07964,116.95083,0.0015225683,-0.00043076815
4.0071998,0.0011272645,-0.0015097582,-0.34180534,-0.35482267,-0.43533012,0.22503921,-0.4583379,550.40967,157.07964,116.94241,0.0015097582,-0.0003824938
4.0072999,0.0011615895,-0.0014954136,-0.33035985,-0.36556679,-0.43549562,0.22485667,-0.45846152,550.42542,157.07964,116.93398,0.0014954136,-0.00033382408
4.0074,0.0011947401,-0.001479549,-0.31857699,-0.37594157,-0.43566048,0.22467439,-0.45858517,550.4411,157.07964,116.92554,0.001479549,-0.00028480892
4.0075002,0.0012266824,-0.0014621803,-0.30646867,-0.38593647,-0.43582472,0.22449228,-0.45870891,550.45679,157.07964,116.9171,0.0014621803,-0.00023549782
4.0075998,0.0012573844,-0.0014433248,-0.29404703,-0.39554143,-0.43598834,0.22431026,-0.45883292,550.47253,157.07964,116.90865,0.0014433248,-0.00018594037
4.0077,0.0012868145,-0.0014230016,-0.28132474,-0.40474653,-0.43615139,0.22412841,-0.45895708,550.48822,157.07964,116.9002,0.0014230016,-0.00013618718
4.0078001,0.0013149425,-0.0014012313,-0.26831466,-0.41354239,-0.43631381,0.22394675,-0.45908132,550.50391,157.07964,116.89173,0.0014012313,-8.6288732e-05
4.0079002,0.00134174,-0.0013780356,-0.25502995,-0.42192,-0.43647566,0.22376522,-0.45920572,550.51965,157.07964,116.88326,0.0013780356,-3.6295572e-05
4.0079999,0.0013671797,-0.0013534381,-0.24148402,-0.42987084,-0.43663695,0.22358388,-0.45933023,550.53534,157.07964,116.87479,0.0013534381,1.3741519e-05
4.0081,0.0013912355,-0.0013274637,-0.22769062,-0.43738678,-0.43679765,0.22340269,-0.45945489,550.55109,157.07964,116.8663,0.0013274637,6.3771775e-05
4.0082002,0.0014138828,-0.0013001383,-0.2136637,-0.44446012,-0.43695781,0.22322166,-0.45957965,550.56677,157.07964,116.85781,0.0013001383,0.00011374451
4.0082998,0.0014350987,-0.0012714897,-0.19941743,-0.4510836,-0.43711743,0.22304077,-0.45970455,550.58246,157.07964,116.84932,0.0012714897,0.00016360903
4.0084,0.0014548615,-0.0012415467,-0.18496627,-0.45725051,-0.43727648,0.22286004,-0.45982963,550.59821,157.07964,116.84081,0.0012415467,0.00021331481
4.0085001,0.0014731508,-0.0012103395,-0.17032482,-0.46295446,-0.43743503,0.22267944,-0.4599548,550.61389,157.07964,116.8323,0.0012103395,0.00026281134
4.0086002,0.0014899481,-0.0011778997,-0.15550791,-0.46818963,-0.43759304,0.22249897,-0.46008015,550.62958,157.07964,116.82378,0.0011778997,0.00031204845
4.0086999,0.0015052361,-0.0011442599,-0.14053056,-0.47295061,-0.43775055,0.22231866,-0.46020561,550.64532,157.07964,116.81526,0.0011442599,0.00036097621
4.0088,0.0015189992,-0.0011094543,-0.12540795,-0.47723255,-0.43790755,0.22213848,-0.46033123,550.66101,157.07964,116.80672,0.0011094543,0.00040954488
4.0089002,0.0015312232,-0.0010735181,-0.11015537,-0.48103097,-0.43806407,0.22195844,-0.46045697,550.6767,157.07964,116.79819,0.0010735181,0.00045770514
4.0089998,0.0015418956,-0.0010364874,-0.09478832,-0.48434198,-0.43822011,0.22177856,-0.46058279,550.69244,157.07964,116.78964,0.0010364874,0.0005054081
4.0091,0.0015510052,-0.00099839992,-0.079322353,-0.48716214,-0.43837568,0.22159882,-0.46070874,550.70813,157.07964,116.78109,0.00099839992,0.00055260531
4.0092001,0.0015585427,-0.00095929386,-0.063773133,-0.48948851,-0.43853077,0.22141922,-0.46083477,550.72388,157.07964,116.77253,0.00095929386,0.00059924886
4.0093002,0.0015645004,-0.00091920898,-0.048156448,-0.49131867,-0.43868539,0.22123978,-0.46096092,550.73956,157.07964,116.76396,0.00091920898,0.00064529135
4.0093999,0.0015688719,-0.00087818573,-0.032488123,-0.49265069,-0.43883958,0.22106047,-0.46108714,550.75525,157.07964,116.75539,0.00087818573,0.00069068611
4.0095,0.0015716526,-0.00083626556,-0.016784033,-0.49348313,-0.4389933,0.22088131,-0.46121344,550.771,157.07964,116.74681,0.00083626556,0.00073538697
4.0096002,0.0015728395,-0.00079349091,-0.001060111,-0.49381509,-0.43914664,0.22070231,-0.4613398,550.78668,157.07964,116.73822,0.00079349091,0.00077934854
4.0096998,0.0015724313,-0.00074990501,0.014667699,-0.49364614,-0.43929949,0.22052346,-0.46146628,550.80237,157.07964,116.72963,0.00074990501,0.00082252629
4.0098,0.0015704281,-0.00070555205,0.030383449,-0.4929764,-0.43945196,0.22034474,-0.46159282,550.81812,157.07964,116.72102,0.00070555205,0.00086487614
4.0099001,0.001566832,-0.00066047692,0.046071198,-0.49180648,-0.43960398,0.22016616,-0.46171945,550.8338,157.07964,116.71242,0.00066047692,0.0009063551
4.0100002,0.0015616463,-0.00061472529,0.061715033,-0.49013746,-0.43975565,0.21998774,-0.46184617,550.84949,157.07964,116.7038,0.00061472529,0.00094692101
4.0100999,0.001554876,-0.00056834338,0.077299081,-0.48797098,-0.43990687,0.21980946,-0.46197295,550.86523,157.07964,116.69518,0.00056834338,0.00098653266
4.0102,0.001546528,-0.00052137813,0.092807524,-0.48530915,-0.44005772,0.21963131,-0.46209979,550.88092,157.07964,116.68655,0.00052137813,0.0010251498
4.0103002,0.0015366103,-0.00047387712,0.10822463,-0.48215461,-0.44020817,0.21945332,-0.46222672,550.89661,157.07964,116.67791,0.00047387712,0.0010627331
4.0103998,0.0015251329,-0.0004258884,0.12353475,-0.4785105,-0.44035825,0.21927547,-0.46235374,550.91235,157.07964,116.66927,0.0004258884,0.0010992446
4.0105,0.0015121072,-0.00037746053,0.13872235,-0.47438037,-0.44050795,0.21909776,-0.46248075,550.92804,157.07964,116.66061,0.00037746053,0.0011346467
4.0106001,0.0014975463,-0.00032864249,0.15377198,-0.46976843,-0.44065729,0.2189202,-0.46260786,550.94379,157.07964,116.65196,0.00032864249,0.0011689038
4.0107002,0.0014814647,-0.00027948376,0.16866839,-0.46467921,-0.44080624,0.21874279,-0.46273503,550.95947,157.07964,116.6433,0.00027948376,0.0012019809
4.0107999,0.0014638784,-0.00023003422,0.18339644,-0.45911783,-0.44095486,0.21856551,-0.46286222,550.97516,157.07964,116.63462,0.00023003422,0.0012338442
4.0109,0.0014448054,-0.00018034402,0.19794117,-0.45308983,-0.44110313,0.21838838,-0.46298948,550.99091,157.07964,116.62594,0.00018034402,0.0012644613
4.0110002,0.0014242646,-0.00013046351,0.21228781,-0.4466013,-0.44125104,0.2182114,-0.46311677,551.00659,157.07964,116.61726,0.00013046351,0.0012938011
4.0110998,0.0014022767,-8.0443082e-05,0.22642179,-0.4396587,-0.44139862,0.21803454,-0.46324408,551.02228,157.07964,116.60856,8.0443082e-05,0.0013218336
4.0112,0.0013788637,-3.0333491e-05,0.24032874,-0.43226904,-0.44154587,0.21785784,-0.46337146,551.03802,157.07964,116.59986,3.0333491e-05,0.0013485303
4.0113001,0.0013540494,1.9814495e-05,0.25399452,-0.42443973,-0.4416928,0.21768129,-0.46349889,551.05371,157.07964,116.59116,-1.9814495e-05,0.0013738639
4.0114002,0.0013278585,6.9950132e-05,0.26740524,-0.41617858,-0.4418394,0.21750487,-0.46362633,551.0694,157.07964,116.58244,-6.9950132e-05,0.0013978087
4.0114999,0.0013003176,0.00012002265,0.28054729,-0.40749398,-0.44198567,0.21732859,-0.46375379,551.08514,157.07964,116.57372,-0.00012002265,0.0014203403
4.0116,0.0012714542,0.00016998137,0.29340729,-0.39839467,-0.44213164,0.21715248,-0.46388131,551.10083,157.07964,116.56499,-0.00016998137,0.0014414355
4.0117002,0.0012412975,0.00021977545,0.30597216,-0.38888973,-0.44227728,0.21697648,-0.46400884,551.11658,157.07964,116.55625,-0.00021977545,0.0014610728
4.0117998,0.0012098778,0.00026935441,0.31822911,-0.3789888,-0.44242263,0.21680064,-0.46413639,551.13226,157.07964,116.54751,-0.00026935441,0.0014792322
4.0118999,0.0011772271,0.00031866794,0.33016568,-0.36870185,-0.44256771,0.21662495,-0.46426401,551.14795,157.07964,116.53876,-0.00031866794,0.0014958951
4.0120001,0.0011433781,0.00036766607,0.34176973,-0.35803923,-0.44271246,0.21644938,-0.46439162,551.1637,157.07964,116.53,-0.00036766607,0.0015110442
4.0121002,0.001108365,0.00041629915,0.3530294,-0.34701169,-0.44285694,0.21627396,-0.46451923,551.17938,157.07964,116.52123,-0.00041629915,0.0015246642
4.0121999,0.0010722232,0.00046451783,0.3639333,-0.33563033,-0.44300112,0.2160987,-0.46464688,551.19507,157.07964,116.51246,-0.00046451783,0.001536741
4.0123,0.001034989,0.00051227323,0.37447026,-0.32390669,-0.44314501,0.21592356,-0.46477455,551.21082,157.07964,116.50368,-0.00051227323,0.0015472623
4.0124002,0.00099670014,0.00055951695,0.38462955,-0.31185251,-0.44328862,0.21574858,-0.46490222,551.2265,157.07964,116.49489,-0.00055951695,0.0015562171
4.0124998,0.00095739501,0.00060620118,0.39440086,-0.29948002,-0.443432,0.21557373,-0.4650299,551.24219,157.07964,116.48609,-0.00060620118,0.0015635962
4.0125999,0.00091711339,0.0006522786,0.4037742,-0.28680173,-0.44357508,0.21539903,-0.4651576,551.25793,157.07964,116.47729,-0.0006522786,0.001569392
4.0127001,0.00087589613,0.00069770211,0.41273999,-0.27383035,-0.4437179,0.21522444,-0.4652853,551.27362,157.07964,116.46848,-0.00069770211,0.0015735982
4.0128002,0.00083378481,0.00074242568,0.42128909,-0.26057908,-0.44386044,0.21505003,-0.465413,551.28931,157.07964,116.45966,-0.00074242568,0.0015762105
4.0128999,0.00079082209,0.00078640389,0.42941281,-0.24706122,-0.44400275,0.21487576,-0.46554071,551.30505,157.07964,116.45084,-0.00078640389,0.001577226
4.013,0.00074705121,0.00082959223,0.43710279,-0.23329048,-0.44414482,0.21470161,-0.46566841,551.32074,157.07964,116.44201,-0.00082959223,0.0015766434
4.0131001,0.00070251653,0.00087194669,0.44435123,-0.21928075,-0.44428661,0.21452761,-0.46579611,551.33649,157.07964,116.43317,-0.00087194669,0.0015744632
4.0131998,0.0006572631,0.0009134243,0.45115066,-0.20504619,-0.44442815,0.21435376,-0.46592385,551.35217,157.07964,116.42432,-0.0009134243,0.0015706874
4.0132999,0.00061133644,0.00095398305,0.45749414,-0.19060118,-0.44456947,0.21418004,-0.46605155,551.36786,157.07964,116.41547,-0.00095398305,0.0015653195
4.0134001,0.00056478305,0.00099358184,0.46337518,-0.17596035,-0.44471052,0.21400645,-0.46617925,551.38361,157.07964,116.40662,-0.00099358184,0.0015583648
4.0135002,0.00051764987,0.0010321804,0.46878776,-0.16113849,-0.44485137,0.21383302,-0.46630695,551.39929,157.07964,116.39774,-0.0010321804,0.0015498303
4.0135999,0.00046998475,0.0010697393,0.4737263,-0.14615056,-0.44499198,0.21365973,-0.46643463,551.41498,157.07964,116.38887,-0.0010697393,0.0015397242
4.0137,0.00042183587,0.0011062205,0.47818571,-0.13101175,-0.44513234,0.21348657,-0.4665623,551.43073,157.07964,116.37999,-0.0011062205,0.0015280565
4.0138001,0.00037325203,0.0011415868,0.48216143,-0.11573736,-0.44527248,0.21331355,-0.46668997,551.44641,157.07964,116.37109,-0.0011415868,0.0015148389
4.0138998,0.00032428236,0.0011758022,0.48564932,-0.10034285,-0.4454124,0.21314068,-0.46681765,551.4621,157.07964,116.3622,-0.0011758022,0.0015000845
4.0139999,0.00027497628,0.001208832,0.48864579,-0.084843785,-0.44555211,0.21296795,-0.46694526,551.47784,157.07964,116.35329,-0.001208832,0.0014838083
4.0141001,0.00022538385,0.0012406424,0.49114773,-0.069255859,-0.44569159,0.21279535,-0.4670729,551.49353,157.07964,116.34438,-0.0012406424,0.0014660263
4.0142002,0.00017555518,0.0012712013,0.4931525,-0.053594843,-0.44583085,0.2126229,-0.46720052,551.50922,157.07964,116.33546,-0.0012712013,0.0014467564
4.0142999,0.00012554057,0.0013004774,0.49465802,-0.037876587,-0.44596991,0.21245058,-0.4673281,551.52496,157.07964,116.32653,-0.0013004774,0.001426018
4.0144,7.5390635e-05,0.0013284412,0.49566266,-0.022117006,-0.44610876,0.21227841,-0.46745566,551.54065,157.07964,116.3176,-0.0013284412,0.0014038318
4.0145001,2.5156056e-05,0.0013550641,0.49616534,-0.0063320585,-0.4462474,0.21210638,-0.46758324,551.5564,157.07964,116.30865,-0.0013550641,0.0013802202
4.0145998,-2.5112075e-05,0.0013803187,0.49616545,0.0094622774,-0.44638583,0.21193448,-0.46771073,551.57208,157.07964,116.29971,-0.0013803187,0.0013552066
4.0146999,-7.5362907e-05,0.0014041794,0.49566293,0.025250001,-0.44652408,0.21176271,-0.46783823,551.58777,157.07964,116.29075,-0.0014041794,0.0013288165
4.0148001,-0.00012554546,0.0014266217,0.4946582,0.041015122,-0.44666213,0.21159111,-0.46796572,551.60352,157.07964,116.28178,-0.0014266217,0.0013010761
4.0149002,-0.00017560905,0.0014476227,0.49315217,0.056741673,-0.44679996,0.21141963,-0.46809319,551.6192,157.07964,116.27281,-0.0014476227,0.0012720136
4.0149999,-0.00022550292,0.0014671611,0.49114633,0.07241372,-0.44693759,0.21124828,-0.46822059,551.63489,157.07964,116.26383,-0.0014671611,0.0012416581
4.0151,-0.00027517648,0.0014852168,0.4886426,0.088015378,-0.44707507,0.21107708,-0.468348,551.65063,157.07964,116.25484,-0.0014852168,0.0012100403
4.0152001,-0.00032457951,0.0015017713,0.48564342,0.10353083,-0.44721234,0.21090603,-0.46847537,551.66632,157.07964,116.24585,-0.0015017713,0.0011771919
4.0152998,-0.00037366198,0.0015168078,0.48215178,0.11894437,-0.4473494,0.2107351,-0.46860272,551.68201,157.07964,116.23685,-0.0015168078,0.0011431458
4.0153999,-0.00042237426,0.001530311,0.47817114,0.13424036,-0.44748631,0.21056432,-0.46873003,551.69775,157.07964,116.22784,-0.001530311,0.0011079367
4.0155001,-0.00047066691,0.0015422668,0.47370541,0.14940329,-0.44762301,0.21039367,-0.46885732,551.71344,157.07964,116.21882,-0.0015422668,0.0010715999
