"Time","vLV.y","iLV.y","vHV.y","iHV.y"
0.00028800001,12.470251,-47.025063,23.678341,32.165958
0.00028899999,12.471176,-47.117615,23.627602,37.239788
0.00029,12.473948,-47.394749,23.589935,41.006401
0.000291,12.478223,-47.822262,23.561049,43.895058
0.00029200001,12.483723,-48.372265,23.538052,46.194778
0.00029299999,12.49022,-49.021996,23.519003,48.099709
0.000294,12.497529,-49.752895,23.502611,49.738811
0.00029500001,12.505498,-50.549809,23.488014,51.198555
0.00029600001,12.514004,-51.400337,23.474627,52.537346
0.00029699999,12.522943,-52.294342,23.462055,53.794399
0.000298,12.532235,-53.223537,23.450041,54.995838
0.00029900001,12.541811,-54.181137,23.438408,56.159161
0.00030000001,12.551616,-55.161583,23.427038,57.296253
0.00030000001,12.551616,-55.161583,23.427038,57.296253
0.00030099999,12.559412,-55.94117,23.615992,38.400925
0.000302,12.563505,-56.350483,23.742573,25.742657
0.00030300001,12.564569,-56.456856,23.827454,17.254656
0.00030399999,12.563151,-56.31517,23.884356,11.564526
0.00030499999,12.559704,-55.970428,23.922489,7.7510014
0.000306,12.554595,-55.459515,23.948044,5.1956048
0.00030700001,12.548126,-54.812656,23.965155,3.4844539
0.00030799999,12.540546,-54.054649,23.976618,2.338197
0.000309,12.532059,-53.205837,23.98432,1.5680956
0.00031,12.522828,-52.282837,23.989487,1.0512401
0.00031,12.522828,-52.282837,23.989487,1.0512401
0.00031,12.522828,-52.282837,23.989487,1.0512401
0.00031100001,12.515233,-51.523266,23.834301,16.569925
0.00031199999,12.511059,-51.105854,23.726601,27.339983
0.000313,12.509665,-50.966465,23.650703,34.929638
0.000314,12.510534,-51.053398,23.596182,40.381844
0.00031500001,12.513246,-51.324581,23.556004,44.399662
0.00031599999,12.517458,-51.745815,23.525457,47.454334
0.000317,12.522893,-52.289265,23.501385,49.861607
0.00031800001,12.529322,-52.932182,23.481636,51.83633
0.00031900001,12.53656,-53.65604,23.4648,53.520035
0.00031999999,12.544457,-54.445724,23.44993,55.006924
0.000321,12.552889,-55.288868,23.43639,56.361042
0.00032200001,12.561753,-56.175362,23.423742,57.625763
0.00032299999,12.57097,-57.096935,23.411703,58.829716
0.00032399999,12.580468,-58.046829,23.40008,59.991974
0.000325,12.590196,-59.01952,23.388748,61.125229
0.000325,12.590196,-59.01952,23.388748,61.125229
0.00032600001,12.597917,-59.791653,23.590336,40.966396
0.00032699999,12.601941,-60.194069,23.725372,27.462732
0.00032799999,12.602941,-60.294037,23.815924,18.40769
0.000329,12.601463,-60.146343,23.876629,12.337036
0.00033000001,12.59796,-59.795918,23.917315,8.2685575
0.00033099999,12.592796,-59.279591,23.944578,5.5422597
0.000332,12.586275,-58.627548,23.962841,3.7158301
0.000333,12.578646,-57.864544,23.975082,2.4917021
0.00033400001,12.570108,-57.01086,23.983294,1.670616
0.00033499999,12.560831,-56.083111,23.988798,1.1201704
0.00033499999,12.560831,-56.083111,23.988798,1.1201704
0.00033499999,12.560831,-56.083111,23.988798,1.1201704
0.000336,12.553188,-55.31881,23.821384,17.861578
0.000337,12.548965,-54.896584,23.705523,29.447775
0.00033800001,12.547521,-54.752098,23.624166,37.583332
0.00033899999,12.548336,-54.833633,23.566013,43.398659
0.00034,12.550991,-55.099091,23.52342,47.657959
0.00034100001,12.555143,-55.514301,23.491283,50.87175
0.00034200001,12.560514,-56.051434,23.466162,53.383881
0.00034299999,12.566878,-56.687794,23.445738,55.426159
0.000344,12.574049,-57.404884,23.428476,57.152462
0.00034500001,12.581877,-58.18763,23.413347,58.665192
0.00034599999,12.590237,-59.023682,23.39966,60.034069
0.00034699999,12.59903,-59.902954,23.386938,61.306198
0.000348,12.608172,-60.817207,23.374874,62.512493
0.00034900001,12.617598,-61.759712,23.363266,63.673321
0.00034999999,12.62725,-62.72496,23.351971,64.802895
0.00034999999,12.62725,-62.72496,23.351971,64.802895
0.000351,12.634899,-63.489929,23.565697,43.430401
0.000352,12.638857,-63.885735,23.708857,29.114367
0.00035300001,12.639795,-63.979546,23.804852,19.514923
0.00035399999,12.638261,-63.826073,23.869204,13.079689
0.000355,12.634702,-63.470181,23.912333,8.7667465
0.000356,12.629486,-62.948647,23.941235,5.876514
0.00035700001,12.622916,-62.291599,23.960588,3.9410934
0.00035799999,12.615237,-61.523769,23.97356,2.643997
0.000359,12.606654,-60.665417,23.982271,1.772862
0.00036000001,12.597331,-59.733116,23.988113,1.1885667
0.00036000001,12.597331,-59.733116,23.988113,1.1885667
0.00036000001,12.597331,-59.733116,23.988113,1.1885667
0.00036100001,12.589643,-58.964283,23.808962,19.103819
0.00036199999,12.585375,-58.537437,23.685268,31.473251
0.000363,12.583881,-58.388096,23.598686,40.131443
0.00036400001,12.584644,-58.464428,23.537029,46.297058
0.00036500001,12.587244,-58.72438,23.492115,50.788418
0.00036599999,12.591338,-59.133793,23.458443,54.155804
0.000367,12.596649,-59.664871,23.432322,56.767891
0.00036800001,12.60295,-60.294975,23.411276,58.872349
0.00036899999,12.610056,-61.005585,23.393612,60.638866
0.00036999999,12.617817,-61.781654,23.378227,62.177292
0.000371,12.626109,-62.610889,23.364393,63.56073
0.00037200001,12.634832,-63.483238,23.351603,64.839684
0.00037299999,12.643905,-64.390465,23.339516,66.04834
0.000374,12.653258,-65.325844,23.327909,67.208969
0.000375,12.662839,-66.283882,23.316635,68.336426
0.000375,12.662839,-66.283882,23.316635,68.336426
0.00037600001,12.67042,-67.041977,23.542021,45.797939
0.00037699999,12.674314,-67.431435,23.692984,30.701635
0.000378,12.675194,-67.519341,23.79421,20.578959
0.000379,12.673603,-67.360329,23.862074,13.792665
0.00038000001,12.669991,-66.999199,23.907555,9.2445049
0.00038099999,12.664726,-66.472672,23.938034,6.196641
0.000382,12.658109,-65.810829,23.958447,4.1554303
0.00038300001,12.650384,-65.038368,23.972118,2.7881234
0.00038400001,12.641755,-64.175529,23.981304,1.8696542
0.00038499999,12.632388,-63.238853,23.987467,1.2533606
0.00038499999,12.632388,-63.238853,23.987467,1.2533606
0.00038499999,12.632388,-63.238853,23.987467,1.2533606
0.000386,12.624657,-62.465668,23.797035,20.296482
0.00038700001,12.620344,-62.034382,23.665815,33.418488
0.00038799999,12.618804,-61.880352,23.574205,42.579525
0.00038899999,12.619517,-61.951698,23.509193,49.080704
0.00039,12.622064,-62.206371,23.462053,53.794739
0.00039100001,12.626102,-62.610218,23.426908,57.309181
0.00039199999,12.631354,-63.135475,23.399822,60.017776
0.00039299999,12.637595,-63.759514,23.378143,62.185753
0.000394,12.644639,-64.463882,23.360086,63.991302
0.00039500001,12.652335,-65.233559,23.344473,65.552757
0.00039599999,12.660563,-66.056259,23.330505,66.949554
0.000397,12.669219,-66.921944,23.317646,68.235321
0.000398,12.678225,-67.822426,23.30554,69.445961
0.00039900001,12.68751,-68.750984,23.293947,70.605202
0.00039999999,12.697021,-69.702148,23.282709,71.729172
0.00039999999,12.697021,-69.702148,23.282709,71.729172
0.000401,12.704536,-70.453636,23.519287,48.071239
0.00040200001,12.70837,-70.83699,23.677744,32.225689
0.00040300001,12.709192,-70.91922,23.783993,21.600634
0.00040399999,12.707549,-70.754883,23.855225,14.477543
0.000405,12.703887,-70.388718,23.902964,9.7035961
0.00040600001,12.698574,-69.857399,23.934961,6.5038729
0.00040700001,12.69191,-69.190979,23.956404,4.3597207
0.00040799999,12.684141,-68.414078,23.97076,2.9239573
0.000409,12.675469,-67.546906,23.980383,1.9617174
0.00041000001,12.66606,-66.606018,23.986843,1.3156018
0.00041000001,12.66606,-66.606018,23.986843,1.3156018
0.00041000001,12.66606,-66.606018,23.986843,1.3156018
0.00041099999,12.658287,-65.828659,23.78558,21.442108
0.00041199999,12.653931,-65.393089,23.647127,35.287373
0.000413,12.652346,-65.234558,23.550688,44.93119
0.00041400001,12.653011,-65.301125,23.482462,51.75383
0.00041499999,12.655507,-65.550735,23.433187,56.681221
0.000416,12.659492,-65.949249,23.396635,60.336552
0.000417,12.664689,-66.468925,23.368629,63.137138
0.00041800001,12.670872,-67.087181,23.346367,65.363342
0.00041899999,12.677855,-67.785561,23.32793,67.206879
0.00042,12.685491,-68.549072,23.312077,68.792274
0.000421,12.693655,-69.365486,23.297976,70.20253
0.00042200001,12.702248,-70.224777,23.285051,71.494888
0.00042299999,12.711187,-71.118767,23.272921,72.707878
0.000424,12.720407,-72.040764,23.261333,73.86673
0.00042500001,12.729853,-72.985306,23.250116,74.988312
0.00042500001,12.729853,-72.985306,23.250116,74.988312
0.00042600001,12.737305,-73.730438,23.49745,50.255104
0.00042699999,12.741079,-74.107933,23.663103,33.689758
0.000428,12.741847,-74.184708,23.774179,22.582062
0.00042900001,12.740152,-74.015259,23.848646,15.135302
0.00042999999,12.736443,-73.644257,23.898556,10.144502
0.00043099999,12.731083,-73.10833,23.932007,6.7993994
0.000432,12.724375,-72.437485,23.954422,4.5578108
0.00043300001,12.716563,-71.656319,23.969433,3.0567424
0.00043399999,12.70785,-70.785004,23.979492,2.0507357
0.00043499999,12.6984,-69.840088,23.986248,1.3752631
0.00043499999,12.6984,-69.840088,23.986248,1.3752631
0.00043499999,12.6984,-69.840088,23.986248,1.3752631
