"Time","aimsM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimsM.ir[1]","aims3.rotor.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aims3.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","loadInertiaM.phi","aimsM.ir[2]","aimsM.ir[3]","aimsM.is[3]","aimsM.rotor.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimsM.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimsM.ir[4]","aims3.ir[1]","aimsM.is[2]","aims3.ir[2]","aims3.rotor.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aims3.is[2]","aimsM.is[4]","aims3.is[1]","aims3.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","loadInertia3.w","loadInertiaM.w","aimsM.rotor.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","loadInertia3.phi","aimsM.is[1]"
1.0276999,-0.32868537,-125.909,0.26043576,-0.32868603,103.4584,-178.98169,15.29223,-117.57993,0.26064494,0.26875669,188.43282,-209.64763,117.82403,-107.88958,-0.26323906,-69.141151,-190.49243,317.31732,0.26875827,142.2769,142.27765,-0.26302972,103.45801,190.39919
1.0278,-0.33692271,-125.38319,0.25945255,-0.33692342,103.47263,-178.95343,14.783887,-112.39532,0.25966242,0.25832805,188.09036,-208.77106,122.63479,-108.53098,-0.26407611,-58.960606,-192.09892,313.63181,0.2583296,142.31378,142.31453,-0.2638675,103.47224,188.18779
1.0279,-0.34482926,-124.85615,0.25846842,-0.34483001,103.48685,-178.92372,14.275209,-107.11195,0.258679,0.24764493,187.74629,-207.89246,127.31961,-109.17181,-0.26490963,-48.741207,-193.51843,309.65201,0.24764647,142.35057,142.35132,-0.26470175,103.48647,185.7998
1.028,-0.35239714,-124.32798,0.25748336,-0.35239792,103.50109,-178.89262,13.76626,-101.73509,0.25769463,0.23671786,187.40063,-207.01195,131.87408,-109.81197,-0.26573965,-38.492962,-194.74983,305.38214,0.23671938,142.38725,142.388,-0.26553249,103.50071,183.23776
1.0281,-0.35961887,-123.79874,0.25649738,-0.35961968,103.51534,-178.86015,13.257087,-96.270081,0.25670934,0.22555757,187.05348,-206.12968,136.29395,-110.45147,-0.26656616,-28.225866,-195.79213,300.82669,0.22555906,142.42383,142.42458,-0.26635972,103.51495,180.50436
1.0282,-0.36648726,-123.26853,0.25551048,-0.36648813,103.52958,-178.82635,12.747767,-90.722366,0.25572315,0.21417503,186.70491,-205.24579,140.57506,-111.09019,-0.26738909,-17.94997,-196.64456,295.99051,0.21417649,142.46031,142.46107,-0.26718339,103.52919,177.60252
1.0283,-0.37299547,-122.73744,0.25452268,-0.37299639,103.54382,-178.79126,12.238367,-85.097458,0.25473604,0.20258144,186.35498,-204.36043,144.71342,-111.7281,-0.2682085,-7.675302,-197.30655,290.87866,0.20258288,142.4967,142.49745,-0.26800352,103.54344,174.53528
1.0283999,-0.37913707,-122.20553,0.25353399,-0.37913799,103.55807,-178.75488,11.728933,-79.40094,0.253748,0.19078819,186.00375,-203.47369,148.7052,-112.36514,-0.2690244,2.5881569,-197.77768,285.49646,0.19078963,142.53299,142.53375,-0.26882014,103.55769,171.3058
1.0285,-0.38490587,-121.67288,0.2525444,-0.38490689,103.57233,-178.71725,11.219543,-73.638451,0.2527591,0.17880692,185.65132,-202.58574,152.54669,-113.00123,-0.26983672,12.830399,-198.05775,279.84952,0.17880832,142.56918,142.56995,-0.26963317,103.57195,167.9175
1.0286,-0.39029622,-121.1396,0.25155395,-0.39029726,103.58659,-178.67841,10.710265,-67.81572,0.2517693,0.1666494,185.29771,-201.69673,156.23436,-113.63629,-0.27064547,23.041464,-198.14677,273.94373,0.16665076,142.60527,142.60603,-0.27044266,103.5862,164.37387
1.0287,-0.39530271,-120.60573,0.25056261,-0.39530376,103.60085,-178.63837,10.201144,-61.938465,0.25077865,0.15432757,184.94302,-200.80675,159.76483,-114.27031,-0.2714507,33.211475,-198.04491,267.78519,0.15432891,142.64127,142.64203,-0.27124861,103.60047,160.67856
1.0288,-0.39992031,-120.07137,0.24957038,-0.39992142,103.61512,-178.59715,9.6922569,-56.012516,0.24978709,0.1418536,184.5873,-199.91594,163.13487,-114.90318,-0.27225232,43.330563,-197.75252,261.38022,0.1418549,142.67715,142.67793,-0.27205101,103.61473,156.83542
1.0289,-0.40414447,-119.53659,0.2485773,-0.4041456,103.62939,-178.55476,9.1836767,-50.043724,0.24879467,0.12923974,184.23059,-199.02446,166.34143,-115.53481,-0.27305043,53.388924,-197.27016,254.73547,0.129241,142.71295,142.71373,-0.2728498,103.62901,152.84839
1.029,-0.40797091,-119.00147,0.24758336,-0.40797207,103.64366,-178.51126,8.6754446,-44.037937,0.24780141,0.11649841,183.87299,-198.13239,169.38162,-116.1652,-0.27384493,63.376873,-196.59857,247.85771,0.11649965,142.74866,142.74944,-0.27364504,103.64328,148.72154
1.0290999,-0.41139582,-118.46608,0.24658859,-0.41139701,103.65794,-178.46663,8.1676378,-38.00108,0.24680729,0.10364217,183.51451,-197.23988,172.25273,-116.79423,-0.27463588,73.284767,-195.73868,240.75401,0.10364337,142.78427,142.78505,-0.27443674,103.65755,144.45912
1.0292,-0.41441578,-117.93051,0.24559295,-0.414417,103.67222,-178.4209,7.6603279,-31.939093,0.24581233,0.090683669,183.15524,-196.34706,174.95219,-117.42182,-0.27542323,83.103058,-194.69164,233.43163,0.090684839,142.81978,142.82056,-0.27522483,103.67184,140.06549
1.0293,-0.41702771,-117.39481,0.2445965,-0.41702899,103.6865,-178.37408,7.1535616,-25.857901,0.24481653,0.077635668,182.79523,-195.45404,177.47763,-118.04794,-0.27620703,92.822327,-193.45869,225.89801,0.077636808,142.85519,142.85597,-0.27600938,103.68612,135.5451
1.0294,-0.41922903,-116.85906,0.24359922,-0.41923034,103.70079,-178.3262,6.647408,-19.763464,0.24381989,0.064511031,182.43452,-194.56094,179.82687,-118.67249,-0.27698725,102.43324,-192.04137,218.16083,0.064512126,142.8905,142.8913,-0.27679035,103.7004,130.90259
1.0295,-0.4210175,-116.32335,0.24260111,-0.42101881,103.71508,-178.27725,6.1419411,-13.661757,0.24282245,0.051322669,182.07318,-193.66789,181.99789,-119.29539,-0.2777639,111.92661,-190.44133,210.22794,0.05132373,142.92574,142.92651,-0.27756774,103.7147,126.14264
1.0296,-0.42239124,-115.78772,0.2416022,-0.42239261,103.72938,-178.22726,5.6372113,-7.5587263,0.24182418,0.038083591,181.71126,-192.77498,183.98885,-119.91658,-0.27853701,121.29334,-188.66039,202.10739,0.038084611,142.96086,142.96165,-0.27834156,103.72899,121.27008
1.0297,-0.4233489,-115.25225,0.24060249,-0.42335027,103.74368,-178.17624,5.1332808,-1.4603207,0.24082512,0.024806827,181.34877,-191.88235,185.79807,-120.536,-0.2793065,130.52454,-186.70059,193.80736,0.024807811,142.9959,142.99669,-0.2791118,103.74329,116.28984
1.0298001,-0.42388943,-114.71701,0.23960197,-0.42389086,103.75797,-178.12418,4.6302228,4.6275105,0.23982525,0.011505472,180.98581,-190.99011,187.4241,-121.15353,-0.28007245,139.61139,-184.56413,185.33627,0.011506416,143.03082,143.03162,-0.27987847,103.75759,111.20695
1.0299,-0.42401227,-114.18208,0.23860067,-0.4240137,103.77228,-178.07109,4.1280937,10.698855,0.23882459,-0.0018073693,180.62239,-190.09836,188.86563,-121.76913,-0.28083479,148.54527,-182.25339,176.70264,-0.001806467,143.06567,143.06647,-0.28064159,103.7719,106.02653
1.03,-0.42371723,-113.64749,0.2375986,-0.42371869,103.78659,-178.01698,3.6269469,16.747829,0.23782316,-0.015118578,180.25856,-189.20721,190.12158,-122.38273,-0.28159359,157.31775,-179.77086,167.91512,-0.015117718,143.10042,143.10121,-0.28140113,103.7862,100.75378
1.0301,-0.42300451,-113.11333,0.23659573,-0.423006,103.8009,-177.96187,3.1268561,22.768559,0.23682094,-0.02841503,179.89436,-188.31677,191.19102,-122.99423,-0.28234884,165.9205,-177.11929,158.98256,-0.028414212,143.13507,143.13588,-0.28215712,103.80051,95.393997
1.0302,-0.42187479,-112.57967,0.23559213,-0.42187628,103.81522,-177.90573,2.6278811,28.755222,0.23581795,-0.041683618,179.52986,-187.42715,192.07323,-123.60355,-0.28310052,174.34544,-174.30153,149.91393,-0.041682843,143.16963,143.17044,-0.28290954,103.81483,89.95256
1.0303,-0.42032906,-112.04655,0.23458776,-0.42033061,103.82954,-177.8486,2.1300685,34.702053,0.23481421,-0.05491126,179.16505,-186.53844,192.76765,-124.21065,-0.28384864,182.58467,-171.3206,140.71826,-0.054910526,143.2041,143.20491,-0.28365842,103.82915,84.434906
1.0304,-0.41836888,-111.51404,0.23358263,-0.41837043,103.84386,-177.79045,1.6334913,40.603306,0.23380972,-0.068084911,178.8,-185.65074,193.27393,-124.81541,-0.28459319,190.63045,-168.1797,131.40477,-0.068084218,143.23848,143.23929,-0.28440371,103.84347,78.84655
1.0305001,-0.41599604,-110.98219,0.23257677,-0.41599759,103.85818,-177.73129,1.1382115,46.4533,0.23280449,-0.081191577,178.43475,-184.76418,193.59189,-125.41776,-0.2853342,198.47525,-164.88217,121.98273,-0.081190929,143.27277,143.27357,-0.28514549,103.8578,73.193069
1.0306,-0.41321284,-110.45107,0.23157018,-0.41321445,103.87251,-177.67114,0.64426982,52.246437,0.23179853,-0.094218329,178.06932,-183.8788,193.72156,-126.01766,-0.28607169,206.1118,-161.43149,112.46151,-0.094217733,143.30696,143.30779,-0.28588369,103.87212,67.480072
1.0307,-0.41002199,-109.92073,0.23056287,-0.4100236,103.88684,-177.60995,0.15173799,57.977154,0.23079184,-0.10715233,177.70374,-182.99472,193.66313,-126.61499,-0.2868056,213.53299,-157.83128,102.85059,-0.10715177,143.34106,143.34189,-0.28661838,103.88646,61.713245
1.0308,-0.40642655,-109.39123,0.22955485,-0.40642816,103.90118,-177.54776,-0.33932063,63.639965,0.22978443,-0.1199808,177.33804,-182.11206,193.41702,-127.20969,-0.287536,220.73199,-154.08536,93.1595,-0.11998029,143.37508,143.3759,-0.28734952,103.90079,55.898323
1.0309,-0.40243,-108.86261,0.22854611,-0.40243161,103.91552,-177.48454,-0.82887048,69.229492,0.22877632,-0.13269109,176.97227,-181.23087,192.98376,-127.80168,-0.28826287,227.70216,-150.19759,83.39782,-0.13269062,143.409,143.40982,-0.28807715,103.91513,50.041039
1.031,-0.39803621,-108.33493,0.22753669,-0.39803785,103.92986,-177.4203,-1.316842,74.740387,0.22776751,-0.14527066,176.60645,-180.35124,192.36415,-128.39088,-0.28898621,234.43712,-146.17206,73.575211,-0.14527024,143.44283,143.44365,-0.28880125,103.92947,44.147198
1.0311,-0.39324951,-107.80825,0.22652659,-0.39325115,103.94421,-177.35501,-1.8031713,80.167427,0.226758,-0.1577071,176.24059,-179.47328,191.55913,-128.97722,-0.28970605,240.93073,-142.01294,63.701393,-0.15770672,143.47658,143.4774,-0.28952184,103.94382,38.22263
1.0312001,-0.38807449,-107.2826,0.2255158,-0.38807616,103.95856,-177.28868,-2.2878273,85.505478,0.22574782,-0.1699881,175.87473,-178.59703,190.56981,-129.56062,-0.29042238,247.17708,-137.72452,53.786045,-0.16998778,143.51022,143.51105,-0.29023892,103.95817,32.273144
1.0312999,-0.38251624,-106.75804,0.22450435,-0.3825179,103.97291,-177.2213,-2.7707429,90.749489,0.22473699,-0.18210158,175.50888,-177.72261,189.39751,-130.14101,-0.29113519,253.17055,-133.31123,43.838951,-0.18210129,143.54379,143.54462,-0.2909525,103.97252,26.304605
1.0314,-0.37658015,-106.23462,0.22349223,-0.37658182,103.98727,-177.15285,-3.2518575,95.894516,0.22372548,-0.19403554,175.14308,-176.8501,188.0437,-130.71829,-0.29184452,258.90573,-128.77763,33.869888,-0.19403532,143.57726,143.57809,-0.29166257,103.98688,20.322886
1.0315,-0.37027204,-105.71237,0.22247948,-0.37027371,104.00163,-177.08331,-3.7311358,100.93573,0.22271332,-0.20577823,174.77734,-175.97952,186.51007,-131.29242,-0.29255033,264.37756,-124.12835,23.888596,-0.20577805,143.61066,143.61148,-0.29236916,104.00124,14.333829
1.0316,-0.36359805,-105.19135,0.22146609,-0.36359972,104.01599,-177.01271,-4.2085223,105.86841,0.22170053,-0.21731801,174.4117,-175.11099,184.79843,-131.86331,-0.29325271,269.58121,-119.36815,13.904854,-0.21731789,143.64395,143.64479,-0.29307228,104.0156,8.3433008
1.0317,-0.35656473,-104.67159,0.22045207,-0.3565664,104.03036,-176.94099,-4.6839561,110.68793,0.22068711,-0.22864352,174.04614,-174.24458,182.91081,-132.43088,-0.29395157,274.51205,-114.50191,3.9284265,-0.22864345,143.67715,143.67799,-0.29377192,104.02997,2.357162
1.0318,-0.34917891,-104.15314,0.21943745,-0.34918061,104.04472,-176.86816,-5.1573997,115.38983,0.21967307,-0.23974356,173.68071,-173.38036,180.8494,-132.99504,-0.29464701,279.16583,-109.53455,-6.0309787,-0.23974352,143.71028,143.71112,-0.2944681,104.04433,-3.6187637
1.0319,-0.34144789,-103.63602,0.2184222,-0.34144956,104.0591,-176.79419,-5.6288066,119.96974,0.21865843,-0.25060713,173.3154,-172.51834,178.61652,-133.55576,-0.29533896,283.53854,-104.47114,-15.963675,-0.25060713,143.74332,143.74417,-0.29516086,104.05871,-9.5786638
1.0319999,-0.33337915,-103.12029,0.21740638,-0.33338082,104.07347,-176.71909,-6.0981188,124.42342,0.21764319,-0.26122352,172.95024,-171.65865,176.21471,-134.11293,-0.29602751,287.62646,-99.316811,-25.860001,-0.26122358,143.77628,143.77711,-0.29585013,104.07308,-15.51674
1.0321,-0.32498068,-102.60597,0.21638995,-0.32498235,104.08785,-176.64282,-6.5652947,128.74678,0.21662736,-0.27158225,172.58525,-170.80133,173.64665,-134.66649,-0.29671258,291.42621,-94.076775,-35.710369,-0.27158234,143.80914,143.81,-0.296536,104.08746,-21.42724
1.0322,-0.31626064,-102.0931,0.21537298,-0.3162623,104.10223,-176.56537,-7.0302987,132.93585,0.21561095,-0.28167301,172.22041,-169.94641,170.91518,-135.21638,-0.29739425,294.93457,-88.756302,-45.505268,-0.28167316,143.84192,143.84277,-0.29721844,104.10184,-27.304461
1.0323,-0.30722761,-101.58172,0.21435544,-0.30722925,104.11662,-176.48672,-7.4930739,136.98682,0.21459399,-0.29148588,171.85576,-169.09396,168.02328,-135.76253,-0.29807252,298.14874,-83.360779,-55.235222,-0.29148608,143.87462,143.87547,-0.29789746,104.11623,-33.142712
1.0324,-0.29789042,-101.07186,0.21333733,-0.29789206,104.13101,-176.40686,-7.9535785,140.89598,0.21357648,-0.30101115,171.49129,-168.24406,164.97412,-136.30484,-0.29874736,301.06619,-77.895615,-64.890862,-0.30101138,143.90723,143.90808,-0.29857305,104.13062,-38.936371
1.0325,-0.28825825,-100.56354,0.2123187,-0.28825986,104.1454,-176.32578,-8.4117832,144.65985,0.21255842,-0.31023934,171.127,-167.39673,161.77098,-136.84328,-0.29941881,303.68466,-72.366272,-74.462929,-0.31023964,143.93976,143.94061,-0.29924527,104.14501,-44.679886
1.0326,-0.27834052,-100.05679,0.21129955,-0.27834216,104.1598,-176.24342,-8.8676357,148.27501,0.21153985,-0.31916136,170.76292,-166.55203,158.41731,-137.37778,-0.30008686,306.0022,-66.778313,-83.942223,-0.31916171,143.9722,143.97305,-0.29991412,104.15941,-50.367733
1.0326999,-0.26814702,-99.551659,0.2102799,-0.2681486,104.17419,-176.15981,-9.3210917,151.73827,0.21052074,-0.32776839,170.39905,-165.71002,154.9167,-137.90823,-0.30075154,308.01715,-61.137302,-93.319672,-0.32776877,144.00456,144.00542,-0.30057958,104.17381,-55.994473
1.0328,-0.25768766,-99.048134,0.20925973,-0.25768927,104.1886,-176.07489,-9.772131,155.04652,0.20950116,-0.33605185,170.03539,-164.8707,151.27287,-138.43462,-0.30141288,309.72821,-55.448856,-102.58635,-0.33605227,144.03683,144.0377,-0.30124167,104.18821,-61.554741
1.0329,-0.24697278,-98.546272,0.20823908,-0.24697436,104.203,-175.98866,-10.220703,158.19688,0.20848107,-0.34400356,169.67192,-164.03413,147.48969,-138.95686,-0.30207086,311.13431,-49.718639,-111.73341,-0.34400403,144.06903,144.06989,-0.30190042,104.20261,-67.043243
1.033,-0.23601289,-98.046089,0.20721795,-0.23601444,104.21741,-175.90109,-10.666765,161.1866,0.20746051,-0.35161564,169.30867,-163.20038,143.57115,-139.47488,-0.30272546,312.23474,-43.952351,-120.75216,-0.35161617,144.10114,144.10201,-0.30255583,104.21703,-72.45475
1.0331,-0.22481872,-97.547592,0.20619637,-0.22482026,104.23183,-175.81218,-11.110303,164.01309,0.20643948,-0.35888055,168.94563,-162.36945,139.52135,-139.98865,-0.30337676,313.02905,-38.155674,-129.63408,-0.35888112,144.13316,144.13403,-0.3032079,104.23144,-77.784164
1.0332,-0.21340129,-97.050819,0.20517433,-0.21340281,104.24624,-175.72186,-11.55127,166.67395,0.20541801,-0.36579105,168.58279,-161.54137,135.34453,-140.49808,-0.30402476,313.51712,-32.334358,-138.37077,-0.36579168,144.1651,144.16599,-0.30385664,104.24585,-83.026436
1.0333,-0.20177181,-96.555786,0.20415187,-0.20177332,104.26066,-175.63016,-11.989624,169.16692,0.2043961,-0.37234035,168.22017,-160.7162,131.04506,-141.00311,-0.30466944,313.69916,-26.494154,-146.95399,-0.37234098,144.19698,144.19785,-0.3045021,104.26027,-88.176613
1.0334001,-0.1899417,-96.062492,0.20312898,-0.18994318,104.27508,-175.53703,-12.425357,171.48993,0.20337376,-0.37852186,167.85774,-159.89395,126.62739,-141.50371,-0.30531082,313.57562,-20.640787,-155.37572,-0.37852255,144.22874,144.22963,-0.30514425,104.27469,-93.229897
1.0335,-0.17792259,-95.570969,0.20210569,-0.17792405,104.28951,-175.44244,-12.858425,173.64107,0.20235102,-0.38432947,167.4955,-159.07465,122.0961,-141.9998,-0.30594891,313.14728,-14.780022,-163.62804,-0.38433018,144.26045,144.26134,-0.30578312,104.28912,-98.181526
1.0336,-0.16572632,-95.081238,0.20108199,-0.16572775,104.30393,-175.34639,-13.288792,175.61862,0.20132789,-0.38975739,167.13347,-158.25832,117.45589,-142.49135,-0.30658373,312.41525,-8.917613,-171.70326,-0.38975817,144.29207,144.29295,-0.30641872,104.30354,-103.02689
1.0337,-0.15336484,-94.593292,0.20005794,-0.15336625,104.31837,-175.24884,-13.716446,177.42102,0.20030437,-0.39480028,166.77161,-157.44498,112.7115,-142.97827,-0.3072153,311.38089,-3.0592792,-179.59387,-0.39480108,144.32361,144.32449,-0.30705106,104.31797,-107.76149
1.0338,-0.14085032,-94.107155,0.1990335,-0.14085171,104.33279,-175.14977,-14.141356,179.04691,0.19928049,-0.39945301,166.40993,-156.63466,107.86782,-143.46056,-0.30784363,310.04587,2.7892547,-187.29257,-0.39945388,144.35506,144.35596,-0.30768016,104.33241,-112.38093
1.0339,-0.12819508,-93.622841,0.19800873,-0.12819643,104.34724,-175.04915,-14.563487,180.49509,0.19825625,-0.40371105,166.04843,-155.82738,102.92981,-143.93811,-0.3084687,308.41217,8.6222811,-194.79224,-0.40371194,144.38644,144.38733,-0.30830604,104.34685,-116.88096
1.034,-0.11541155,-93.14035,0.19698362,-0.11541288,104.36167,-174.94698,-14.982825,181.76451,0.19723168,-0.40757006,165.68707,-155.02313,97.902504,-144.41092,-0.30909055,306.48209,14.43414,-202.08601,-0.40757099,144.41774,144.41862,-0.30892867,104.36128,-121.25743
1.0341001,-0.10251231,-92.659691,0.19595818,-0.10251361,104.37612,-174.8432,-15.399351,182.85435,0.19620679,-0.41102624,165.32588,-154.22195,92.791008,-144.87892,-0.30970919,304.25812,20.219198,-209.16721,-0.41102719,144.44896,144.44984,-0.30954808,104.37572,-125.50636
1.0342,-0.089510053,-92.180878,0.19493246,-0.08951132,104.39056,-174.73781,-15.813032,183.76396,0.19518159,-0.41407609,164.96481,-153.42384,87.600525,-145.34209,-0.31032464,301.74313,25.971844,-216.02936,-0.41407707,144.48009,144.48099,-0.3101643,104.39017,-129.62386
1.0343,-0.07641758,-91.703903,0.19390643,-0.076418817,104.40501,-174.63078,-16.223852,184.49284,0.1941561,-0.41671655,164.6039,-152.62881,82.336319,-145.80034,-0.3109369,298.94028,31.686529,-222.66628,-0.41671759,144.51114,144.51204,-0.31077737,104.40462,-133.6062
1.0344,-0.063247763,-91.228783,0.19288014,-0.063248962,104.41946,-174.52209,-16.631804,185.0407,0.19313034,-0.41894498,164.24307,-151.83687,77.003677,-146.25368,-0.31154597,295.85287,37.357758,-229.07196,-0.41894603,144.54211,144.54303,-0.31138721,104.41908,-137.4498
1.0345,-0.050013572,-90.755508,0.19185358,-0.050014742,104.43392,-174.41171,-17.036856,185.40741,0.19210431,-0.42075908,163.88235,-151.048,71.608009,-146.70204,-0.31215188,292.48468,42.980072,-235.24069,-0.42076018,144.57301,144.57393,-0.31199393,104.43353,-141.15123
1.0346,-0.036728039,-90.284096,0.19082679,-0.036729176,104.44838,-174.29962,-17.43899,185.59303,0.19107805,-0.42215705,163.52173,-150.26225,66.154724,-147.14539,-0.31275466,288.83957,48.548077,-241.16696,-0.42215818,144.60384,144.60474,-0.31259748,104.44799,-144.70717
1.0347,-0.023404241,-89.814529,0.18979977,-0.02340534,104.46284,-174.18579,-17.838209,185.59779,0.19005156,-0.42313743,163.16118,-149.47957,60.649277,-147.58368,-0.31335428,284.92178,54.056469,-246.84554,-0.42313859,144.63458,144.63548,-0.31319791,104.46246,-148.11449
1.0348001,-0.0100553,-89.346817,0.18877254,-0.010056363,104.47731,-174.07021,-18.234484,185.42212,0.18902485,-0.4236992,162.80067,-148.7,55.097195,-148.01691,-0.31395081,280.73578,59.499981,-252.27145,-0.42370039,144.66524,144.66615,-0.31379518,104.47692,-151.37019
1.0349,0.003305634,-88.880966,0.18774512,0.0033046077,104.49178,-173.95284,-18.627802,185.06662,0.18799795,-0.42384174,162.44022,-147.92351,49.504025,-148.44501,-0.3145442,276.28629,64.873436,-257.43994,-0.42384297,144.69582,144.69673,-0.31438938,104.49139,-154.47145
1.035,0.016665405,-88.416946,0.18671754,0.016664416,104.50625,-173.83366,-19.018166,184.53203,0.18697087,-0.42356482,162.07979,-147.15009,43.875317,-148.86798,-0.3151345,271.57828,70.171745,-262.34662,-0.42356607,144.72632,144.72723,-0.31498045,104.50586,-157.41559
1.0351,0.030010847,-87.954773,0.18568978,0.030009897,104.52072,-173.71266,-19.405556,183.81931,0.18594363,-0.4228687,161.71938,-146.37975,38.216679,-149.28577,-0.31572169,266.61694,75.389908,-266.98724,-0.42286998,144.75674,144.75766,-0.31556845,104.52033,-160.2001
1.0352,0.04332881,-87.494446,0.18466188,0.043327898,104.5352,-173.58981,-19.789957,182.9296,0.18491624,-0.42175397,161.35895,-145.61249,32.533726,-149.69835,-0.31630582,261.40778,80.52298,-271.35791,-0.42175528,144.78709,144.78801,-0.31615335,104.53481,-162.82265
1.0353,0.05660617,-87.035942,0.18363386,0.056605298,104.54968,-173.46509,-20.171381,181.86415,0.18388873,-0.42022169,160.99849,-144.84825,26.832058,-150.10571,-0.31688687,255.95644,85.566162,-275.45499,-0.420223,144.81735,144.81827,-0.31673521,104.54929,-165.28102
1.0354,0.069829844,-86.579254,0.18260573,0.069829009,104.56416,-173.33847,-20.549809,180.62445,0.18286112,-0.41827327,160.63799,-144.08708,21.117317,-150.50783,-0.31746489,250.26886,90.514732,-279.27512,-0.41827461,144.84753,144.84846,-0.31731403,104.56377,-167.57323
1.0355,0.082986787,-86.124397,0.18157752,0.082985997,104.57865,-173.20993,-20.925228,179.21213,0.1818334,-0.4159106,160.27744,-143.32893,15.395137,-150.90466,-0.31803986,244.3512,95.364052,-282.81525,-0.41591194,144.87766,144.87857,-0.31788978,104.57825,-169.6974
1.0355999,0.096064039,-85.671326,0.18054922,0.096063286,104.59314,-173.07945,-21.297657,177.62898,0.18080561,-0.41313592,159.91678,-142.57379,9.6711159,-151.29622,-0.31861183,238.20973,100.10963,-286.07257,-0.41313729,144.90768,144.9086,-0.31846252,104.59275,-171.6519
1.0357,0.10904869,-85.220055,0.17952088,0.10904799,104.60763,-172.94702,-21.667082,175.87697,0.17977776,-0.40995193,159.55603,-141.82164,3.950877,-151.68248,-0.31918076,231.85109,104.74706,-289.04456,-0.40995333,144.93762,144.93855,-0.31903225,104.60724,-173.43518
1.0358,0.12192795,-84.770576,0.17849249,0.12192728,104.62212,-172.81261,-22.033495,173.95822,0.17874987,-0.40636167,159.19516,-141.07246,-1.7599801,-152.06339,-0.31974667,225.28198,109.27207,-291.729,-0.4063631,144.9675,144.96843,-0.31959894,104.62173,-175.04594
1.0359,0.13468909,-84.322853,0.17746407,0.13468848,104.63663,-172.67621,-22.396908,171.87503,0.17772196,-0.40236866,158.83415,-140.32625,-7.4559007,-152.43898,-0.32030961,218.50938,113.6805,-294.12399,-0.4023701,144.9973,144.99823,-0.32016268,104.63623,-176.48303
1.036,0.14731956,-83.876892,0.17643566,0.14731897,104.65112,-172.53778,-22.75732,169.62982,0.17669404,-0.39797673,158.47298,-139.58295,-13.131339,-152.80922,-0.32086957,211.54039,117.96833,-296.22787,-0.39797819,145.02701,145.02794,-0.32072344,104.65073,-177.74544
1.0361,0.15980685,-83.432678,0.17540728,0.15980633,104.66563,-172.39731,-23.114725,167.2252,0.17566614,-0.39319018,158.11163,-138.84258,-18.780777,-153.17409,-0.32142657,204.38235,122.13164,-298.03934,-0.39319164,145.05664,145.05759,-0.32128122,104.66524,-178.83237
1.0362,0.17213868,-82.990181,0.1743789,0.17213818,104.68014,-172.25479,-23.469135,164.66394,0.17463827,-0.38801363,157.75008,-138.10507,-24.398756,-153.5336,-0.3219806,197.04272,126.16666,-299.55728,-0.38801512,145.0862,145.08714,-0.32183602,104.67975,-179.74319
1.0362999,0.18430284,-82.5494,0.1733506,0.18430239,104.69465,-172.11021,-23.82056,161.9489,0.17361045,-0.38245216,157.38829,-137.37042,-29.979851,-153.88774,-0.32253167,189.52913,130.06978,-300.78101,-0.38245365,145.11568,145.11662,-0.32238793,104.69425,-180.47746
1.0364,0.19628733,-82.110313,0.17232236,0.19628693,104.70916,-171.96353,-24.168995,159.08315,0.1725827,-0.37651116,157.02628,-136.6386,-35.518681,-154.23651,-0.32307982,181.8494,133.83746,-301.70996,-0.37651265,145.14508,145.14603,-0.32293686,104.70877,-181.0349
1.0365,0.20808034,-81.672905,0.17129421,0.20807998,104.72368,-171.81474,-24.514448,156.06985,0.17155503,-0.37019643,156.66399,-135.90958,-41.009922,-154.5799,-0.32362506,174.01146,137.46638,-302.34406,-0.37019795,145.17439,145.17534,-0.3234829,104.72328,-181.41537
1.0366,0.21967018,-81.237152,0.17026617,0.21966986,104.7382,-171.66383,-24.856939,152.91234,0.17052746,-0.36351416,156.30141,-135.18332,-46.448326,-154.91789,-0.3241674,166.02336,140.95335,-302.68338,-0.36351565,145.20364,145.20459,-0.32402602,104.7378,-181.61897
1.0367,0.23104544,-80.80304,0.16923824,0.23104517,104.75272,-171.5108,-25.196466,149.61406,0.16950002,-0.35647082,155.93852,-134.45981,-51.82869,-155.25052,-0.32470682,157.89334,144.29527,-302.7283,-0.35647234,145.2328,145.23375,-0.32456622,104.75233,-181.64597
1.0368,0.24219485,-80.370552,0.16821048,0.24219464,104.76724,-171.35561,-25.533041,146.17863,0.16847272,-0.34907335,155.57532,-133.739,-57.145885,-155.57777,-0.32524335,149.62971,147.48926,-302.47958,-0.34907487,145.26187,145.26283,-0.32510355,104.76685,-181.49673
