"Time","T","rho","mu","cp","k"
0.025800001,314.44061,51.905594,1.2919405e-05,1155.6875,0.015820272
0.026000001,314.44965,51.928616,1.2920007e-05,1155.8667,0.015821729
0.0262,314.45868,51.951637,1.2920608e-05,1156.0458,0.015823185
0.0264,314.46771,51.974667,1.292121e-05,1156.2251,0.015824642
0.0266,314.47675,51.997696,1.2921812e-05,1156.4043,0.015826099
0.026668899,314.47983,52.00563,1.2922019e-05,0,0.015952593
0.026668899,314.47983,52.00563,1.2922019e-05,0,0.015952593
0.026799999,314.4892,52.020611,1.2922545e-05,0,0.015953857
0.027000001,314.50348,52.043465,1.2923349e-05,0,0.015955785
0.0272,314.51776,52.066319,1.2924152e-05,0,0.015957715
0.0274,314.53204,52.08918,1.2924955e-05,0,0.015959643
0.0276,314.5463,52.112041,1.2925758e-05,0,0.015961571
0.027799999,314.56058,52.134903,1.292656e-05,0,0.0159635
0.028000001,314.57483,52.157772,1.2927363e-05,0,0.015965428
0.028200001,314.58908,52.180641,1.2928165e-05,0,0.015967356
0.0284,314.60333,52.203514,1.2928967e-05,0,0.015969286
0.0286,314.61758,52.226387,1.292977e-05,0,0.015971214
0.0288,314.63184,52.249264,1.2930573e-05,0,0.015973141
0.028999999,314.64609,52.272144,1.2931375e-05,0,0.015975071
0.029200001,314.66031,52.295029,1.2932177e-05,0,0.015976999
0.0294,314.67453,52.317913,1.2932978e-05,0,0.015978927
0.0296,314.68878,52.340801,1.293378e-05,0,0.015980856
0.0298,314.703,52.363689,1.2934583e-05,0,0.015982784
0.029999999,314.71722,52.386585,1.2935384e-05,0,0.015984712
0.030200001,314.73145,52.409481,1.2936185e-05,0,0.015986642
0.030400001,314.74564,52.432377,1.2936987e-05,0,0.01598857
0.0306,314.75986,52.45528,1.2937789e-05,0,0.015990499
0.0308,314.77405,52.478184,1.293859e-05,0,0.015992427
0.030999999,314.78827,52.501091,1.2939391e-05,0,0.015994355
0.031199999,314.80246,52.523998,1.2940191e-05,0,0.015996285
0.031399999,314.81665,52.546909,1.2940993e-05,0,0.015998213
0.031599998,314.83084,52.569824,1.2941794e-05,0,0.01600014
0.031800002,314.845,52.592743,1.2942594e-05,0,0.01600207
0.032000002,314.85919,52.615662,1.2943396e-05,0,0.016003998
0.032200001,314.87338,52.638584,1.2944196e-05,0,0.016005928
0.032400001,314.88754,52.66151,1.2944996e-05,0,0.016007856
0.032600001,314.9017,52.684437,1.2945797e-05,0,0.016009783
0.0328,314.91586,52.707367,1.2946597e-05,0,0.016011713
0.033,314.93002,52.730301,1.2947397e-05,0,0.016013641
0.033199999,314.94418,52.753239,1.2948198e-05,0,0.016015571
0.033399999,314.95834,52.776176,1.2948998e-05,0,0.016017498
0.033599999,314.9725,52.799118,1.2949798e-05,0,0.016019426
0.033799998,314.98663,52.82206,1.2950598e-05,0,0.016021356
0.034000002,315.00079,52.845005,1.2951397e-05,0,0.016023284
0.034200002,315.01492,52.867954,1.2952198e-05,0,0.016025214
0.034400001,315.02905,52.890907,1.2952997e-05,0,0.016027141
0.034600001,315.04318,52.91386,1.2953797e-05,0,0.016029069
0.0348,315.05731,52.936817,1.2954596e-05,0,0.016030999
0.035,315.07141,52.959778,1.2955396e-05,0,0.016032927
0.0352,315.08554,52.982738,1.2956195e-05,0,0.016034856
0.035399999,315.09964,53.005707,1.2956993e-05,0,0.016036784
0.035599999,315.11377,53.028671,1.2957793e-05,0,0.016038714
0.035799999,315.12787,53.051643,1.2958591e-05,0,0.016040642
0.035999998,315.14197,53.074615,1.2959391e-05,0,0.016042572
0.036200002,315.15607,53.097591,1.2960189e-05,0,0.016044499
0.036400001,315.17017,53.120571,1.2960988e-05,0,0.016046429
0.036600001,315.18423,53.143551,1.2961787e-05,0,0.016048357
0.036800001,315.19833,53.166534,1.2962585e-05,0,0.016050287
0.037,315.2124,53.189522,1.2963384e-05,0,0.016052214
0.0372,315.22647,53.212509,1.2964182e-05,0,0.016054144
0.0374,315.24057,53.2355,1.2964981e-05,0,0.016056072
0.037599999,315.25464,53.258495,1.2965778e-05,0,0.016058002
0.037799999,315.26871,53.28149,1.2966577e-05,0,0.016059931
0.037999999,315.28275,53.304493,1.2967374e-05,0,0.016061859
0.038199998,315.29681,53.327496,1.2968173e-05,0,0.016063789
0.038400002,315.31085,53.350498,1.2968971e-05,0,0.016065717
0.038600001,315.32492,53.373505,1.2969768e-05,0,0.016067646
0.038800001,315.33896,53.396515,1.2970566e-05,0,0.016069576
0.039000001,315.353,53.419529,1.2971364e-05,0,0.016071504
0.0392,315.36703,53.442543,1.2972161e-05,0,0.016073434
0.0394,315.38107,53.465565,1.2972958e-05,0,0.016075362
0.0396,315.39511,53.488583,1.2973755e-05,0,0.016077291
0.039799999,315.40912,53.511608,1.2974553e-05,0,0.016079221
0.039999999,315.42316,53.534634,1.297535e-05,0,0.016081149
0.040199999,315.43716,53.557663,1.2976147e-05,0,0.016083078
0.040399998,315.45117,53.580692,1.2976944e-05,0,0.016085008
0.040600002,315.46521,53.603729,1.2977741e-05,0,0.016086936
0.040800001,315.47919,53.626766,1.2978538e-05,0,0.016088866
0.041000001,315.49319,53.649803,1.2979334e-05,0,0.016090795
0.041200001,315.5072,53.672848,1.2980131e-05,0,0.016092725
0.0414,315.52121,53.695892,1.2980927e-05,0,0.016094653
0.0416,315.53519,53.718941,1.2981724e-05,0,0.016096583
0.0418,315.54916,53.741989,1.298252e-05,0,0.016098512
0.041999999,315.56317,53.765041,1.2983316e-05,0,0.016100442
0.042199999,315.57715,53.788097,1.2984113e-05,0,0.016102372
0.042399999,315.59113,53.811157,1.2984909e-05,0,0.0161043
0.042599998,315.6051,53.834217,1.2985704e-05,0,0.016106229
0.042800002,315.61905,53.857281,1.29865e-05,0,0.016108159
0.043000001,315.63303,53.880348,1.2987296e-05,0,0.016110089
0.043200001,315.64697,53.903416,1.2988092e-05,0,0.016112018
0.043400001,315.66095,53.926487,1.2988888e-05,0,0.016113948
0.0436,315.6749,53.949562,1.2989683e-05,0,0.016115878
0.0438,315.68884,53.972637,1.2990478e-05,0,0.016117806
0.044,315.70279,53.995716,1.2991274e-05,0,0.016119735
0.044199999,315.71674,54.018799,1.2992069e-05,0,0.016121665
0.044399999,315.73065,54.041885,1.2992864e-05,0,0.016123595
0.044599999,315.7446,54.064972,1.299366e-05,0,0.016125524
0.044799998,315.75851,54.088062,1.2994455e-05,0,0.016127454
0.045000002,315.77246,54.111156,1.299525e-05,0,0.016129384
0.045200001,315.78638,54.134251,1.2996044e-05,0,0.016131314
0.045400001,315.80029,54.157349,1.2996839e-05,0,0.016133243
0.045600001,315.81421,54.18045,1.2997634e-05,0,0.016135173
0.0458,315.82812,54.203552,1.2998428e-05,0,0.016137103
0.046,315.84201,54.226662,1.2999223e-05,0,0.016139034
0.0462,315.85593,54.249771,1.3000017e-05,0,0.016140964
0.046399999,315.86981,54.272881,1.3000812e-05,0,0.016142894
0.046599999,315.88373,54.295994,1.3001606e-05,0,0.016144823
0.046799999,315.89761,54.319111,1.30024e-05,0,0.016146753
0.046999998,315.9115,54.342232,1.3003194e-05,0,0.016148683
0.047200002,315.92538,54.365353,1.3003989e-05,0,0.016150612
0.047400001,315.93927,54.388481,1.3004782e-05,0,0.016152544
0.047600001,315.95312,54.411606,1.3005576e-05,0,0.016154474
0.047800001,315.96701,54.434738,1.300637e-05,0,0.016156403
0.048,315.98087,54.45787,1.3007164e-05,0,0.016158333
0.0482,315.99475,54.481007,1.3007957e-05,0,0.016160265
0.0484,316.00861,54.504143,1.3008751e-05,0,0.016162194
0.048599999,316.02246,54.527287,1.3009544e-05,0,0.016164124
0.048799999,316.03632,54.55043,1.3010338e-05,0,0.016166054
0.048999999,316.05017,54.573574,1.3011131e-05,0,0.016167985
0.049199998,316.064,54.596725,1.3011924e-05,0,0.016169915
0.049400002,316.07785,54.619877,1.3012717e-05,0,0.016171847
0.049600001,316.09167,54.643032,1.301351e-05,0,0.016173776
0.049800001,316.10553,54.666187,1.3014303e-05,0,0.016175706
0.050000001,316.11935,54.68935,1.3015097e-05,0,0.016177638
0.0502,316.13318,54.712509,1.3015889e-05,0,0.016179567
0.0504,316.147,54.735676,1.3016682e-05,0,0.016181499
0.0506,316.16083,54.758842,1.3017474e-05,0,0.016183428
0.050799999,316.17462,54.782013,1.3018267e-05,0,0.01618536
0.050999999,316.18845,54.805187,1.3019059e-05,0,0.01618729
0.051199999,316.20224,54.828365,1.3019851e-05,0,0.016189221
0.051399998,316.21606,54.851543,1.3020644e-05,0,0.016191153
0.051600002,316.22986,54.874725,1.3021437e-05,0,0.016193083
0.051800001,316.24365,54.897907,1.3022229e-05,0,0.016195014
0.052000001,316.25745,54.921093,1.302302e-05,0,0.016196944
0.052200001,316.27124,54.944283,1.3023812e-05,0,0.016198875
0.0524,316.28503,54.967476,1.3024604e-05,0,0.016200807
0.0526,316.2988,54.990669,1.3025397e-05,0,0.016202739
0.0528,316.31259,55.013866,1.3026188e-05,0,0.016204668
0.052999999,316.32635,55.037067,1.3026979e-05,0,0.0162066
0.053199999,316.34012,55.060272,1.3027771e-05,0,0.016208531
0.053399999,316.35388,55.083477,1.3028563e-05,0,0.016210463
0.053599998,316.36765,55.106686,1.3029354e-05,0,0.016212393
0.053800002,316.38141,55.129894,1.3030145e-05,0,0.016214324
0.054000001,316.39517,55.153107,1.3030936e-05,0,0.016216256
0.054200001,316.40894,55.176323,1.3031728e-05,0,0.016218187
0.054400001,316.42267,55.199543,1.3032519e-05,0,0.016220119
0.0546,316.4364,55.222763,1.303331e-05,0,0.01622205
0.0548,316.45016,55.245991,1.30341e-05,0,0.016223982
0.055,316.4639,55.269215,1.3034892e-05,0,0.016225914
0.055199999,316.47763,55.292446,1.3035683e-05,0,0.016227845
0.055399999,316.49136,55.315678,1.3036473e-05,0,0.016229777
0.055599999,316.5051,55.338913,1.3037264e-05,0,0.016231708
0.055799998,316.5188,55.362152,1.3038054e-05,0,0.01623364
0.056000002,316.53253,55.385391,1.3038845e-05,0,0.016235571
0.056200001,316.54623,55.408634,1.3039636e-05,0,0.016237503
0.056400001,316.55994,55.431881,1.3040426e-05,0,0.016239436
0.056600001,316.57367,55.455128,1.3041215e-05,0,0.016241368
0.0568,316.58737,55.478378,1.3042006e-05,0,0.016243299
0.057,316.60107,55.501633,1.3042796e-05,0,0.016245231
0.0572,316.61475,55.524891,1.3043586e-05,0,0.016247164
0.057399999,316.62845,55.548149,1.3044376e-05,0,0.016249096
0.057599999,316.64215,55.571411,1.3045166e-05,0,0.016251028
0.057799999,316.65582,55.594677,1.3045956e-05,0,0.016252961
0.057999998,316.66949,55.617943,1.3046745e-05,0,0.016254893
0.058200002,316.6832,55.641212,1.3047535e-05,0,0.016256824
0.058400001,316.69687,55.664486,1.3048325e-05,0,0.016258758
0.058600001,316.71054,55.687759,1.3049114e-05,0,0.016260689
0.058800001,316.72418,55.71104,1.3049903e-05,0,0.016262623
0.059,316.73785,55.734318,1.3050692e-05,0,0.016264554
0.0592,316.75153,55.757603,1.3051482e-05,0,0.016266488
0.0594,316.76517,55.780888,1.3052271e-05,0,0.016268419
0.059599999,316.77884,55.804176,1.305306e-05,0,0.016270353
0.059799999,316.79248,55.827469,1.3053849e-05,0,0.016272286
0.059999999,316.80612,55.850765,1.3054638e-05,0,0.016274218
0.060199998,316.81976,55.874062,1.3055427e-05,0,0.016276151
0.060400002,316.8334,55.897362,1.3056216e-05,0,0.016278084
0.060600001,316.84702,55.920662,1.3057004e-05,0,0.016280016
0.060800001,316.86066,55.943966,1.3057793e-05,0,0.016281949
0.061000001,316.8743,55.967274,1.3058581e-05,0,0.016283883
0.0612,316.88791,55.990585,1.305937e-05,0,0.016285816
0.0614,316.90152,56.013897,1.3060158e-05,0,0.01628775
0.0616,316.91513,56.037216,1.3060947e-05,0,0.016289683
0.061799999,316.92877,56.060532,1.3061735e-05,0,0.016291616
0.061999999,316.94235,56.083855,1.3062523e-05,0,0.016293548
0.062199999,316.95596,56.107178,1.3063312e-05,0,0.016295481
0.062399998,316.96957,56.130505,1.3064099e-05,0,0.016297415
0.062600002,316.98315,56.153835,1.3064887e-05,0,0.01629935
0.062799998,316.99677,56.177166,1.3065675e-05,0,0.016301284
0.063000001,317.01035,56.2005,1.3066463e-05,0,0.016303217
0.063199997,317.02393,56.223839,1.3067251e-05,0,0.01630515
0.0634,317.03754,56.247177,1.3068038e-05,0,0.016307084
0.063600004,317.05112,56.270519,1.3068826e-05,0,0.016309017
0.0638,317.06467,56.293865,1.3069613e-05,0,0.016310951
0.064000003,317.07825,56.317215,1.3070401e-05,0,0.016312886
0.064199999,317.09183,56.340565,1.3071188e-05,0,0.016314819
0.064400002,317.10538,56.363918,1.3071975e-05,0,0.016316753
0.064599998,317.11896,56.387276,1.3072763e-05,0,0.016318688
0.064800002,317.13251,56.410633,1.307355e-05,0,0.016320622
0.064999998,317.14606,56.433994,1.3074336e-05,0,0.016322557
0.065200001,317.15961,56.457359,1.3075124e-05,0,0.01632449
0.065399997,317.17316,56.480728,1.3075911e-05,0,0.016326426
0.0656,317.18671,56.504097,1.3076698e-05,0,0.016328359
0.065800004,317.20023,56.52747,1.3077484e-05,0,0.016330294
0.066,317.21378,56.550846,1.3078271e-05,0,0.016332228
0.066200003,317.22729,56.574223,1.3079058e-05,0,0.016334163
0.066399999,317.24084,56.597603,1.3079844e-05,0,0.016336096
0.066600002,317.25436,56.620987,1.3080631e-05,0,0.016338032
0.066799998,317.26788,56.644371,1.3081417e-05,0,0.016339967
0.067000002,317.2814,56.667763,1.3082204e-05,0,0.016341902
0.067199998,317.29492,56.691151,1.308299e-05,0,0.016343838
0.067400001,317.30844,56.714546,1.3083776e-05,0,0.016345771
0.067599997,317.32193,56.737942,1.3084562e-05,0,0.016347706
0.0678,317.33545,56.761341,1.3085349e-05,0,0.016349642
0.068000004,317.34894,56.784744,1.3086134e-05,0,0.016351577
0.0682,317.36243,56.808151,1.308692e-05,0,0.016353512
0.068400003,317.37592,56.831558,1.3087706e-05,0,0.016355447
0.068599999,317.3894,56.854969,1.3088492e-05,0,0.016357383
0.068800002,317.40289,56.87838,1.3089278e-05,0,0.016359318
0.068999998,317.41638,56.901798,1.3090063e-05,0,0.016361253
0.069200002,317.42987,56.925217,1.3090848e-05,0,0.016363189
0.069399998,317.44333,56.948635,1.3091634e-05,0,0.016365126
0.069600001,317.45682,56.972061,1.309242e-05,0,0.016367061
0.069799997,317.47028,56.995487,1.3093205e-05,0,0.016368996
0.07,317.48373,57.018917,1.309399e-05,0,0.016370932
0.070200004,317.49722,57.042347,1.3094776e-05,0,0.016372869
0.0704,317.51065,57.065784,1.309556e-05,0,0.016374804
0.070600003,317.52411,57.089222,1.3096345e-05,0,0.016376741
0.070799999,317.53757,57.112659,1.309713e-05,0,0.016378677
0.071000002,317.55103,57.136105,1.3097915e-05,0,0.016380614
0.071199998,317.56445,57.15955,1.30987e-05,0,0.016382549
0.071400002,317.57791,57.182999,1.3099485e-05,0,0.016384486
0.071599998,317.59134,57.206448,1.310027e-05,0,0.016386421
0.071800001,317.60477,57.2299,1.3101055e-05,0,0.016388359
0.071999997,317.61819,57.253357,1.3101839e-05,0,0.016390296
0.0722,317.63162,57.276817,1.3102624e-05,0,0.016392231
0.072400004,317.64505,57.300282,1.3103408e-05,0,0.016394168
0.0726,317.65848,57.323746,1.3104192e-05,0,0.016396105
0.072800003,317.67188,57.34721,1.3104976e-05,0,0.016398042
0.072999999,317.6853,57.370682,1.310576e-05,0,0.01639998
0.073200002,317.6987,57.394154,1.3106545e-05,0,0.016401917
0.073399998,317.7121,57.417629,1.3107329e-05,0,0.016403854
0.073600002,317.72552,57.441109,1.3108113e-05,0,0.016405791
0.073799998,317.73892,57.464588,1.3108897e-05,0,0.016407728
0.074000001,317.75229,57.488071,1.3109681e-05,0,0.016409665
0.074199997,317.76569,57.511559,1.3110465e-05,0,0.016411602
0.0744,317.77908,57.535046,1.3111248e-05,0,0.01641354
0.074600004,317.79245,57.55854,1.3112032e-05,0,0.016415477
0.0748,317.80585,57.582035,1.3112816e-05,0,0.016417414
0.075000003,317.81921,57.60553,1.3113599e-05,0,0.016419353
0.075199999,317.83258,57.629032,1.3114383e-05,0,0.01642129
0.075400002,317.84598,57.652534,1.3115166e-05,0,0.016423227
0.075599998,317.85934,57.676037,1.311595e-05,0,0.016425166
0.075800002,317.87268,57.699547,1.3116733e-05,0,0.016427103
0.075999998,317.88605,57.723057,1.3117517e-05,0,0.016429042
0.076200001,317.89941,57.746571,1.31183e-05,0,0.01643098
0.076399997,317.91275,57.770088,1.3119083e-05,0,0.016432919
0.0766,317.92612,57.793606,1.3119866e-05,0,0.016434858
0.076800004,317.93945,57.817127,1.3120648e-05,0,0.016436795
0.077,317.95279,57.840652,1.3121431e-05,0,0.016438734
0.077200003,317.96613,57.864178,1.3122214e-05,0,0.016440673
0.077399999,317.97946,57.887707,1.3122997e-05,0,0.016442612
0.077600002,317.9928,57.91124,1.3123779e-05,0,0.016444549
0.077799998,318.00613,57.934776,1.3124562e-05,0,0.016446488
0.078000002,318.01947,57.958313,1.3125345e-05,0,0.016448427
0.078199998,318.03278,57.981853,1.3126127e-05,0,0.016450366
0.078400001,318.04611,58.005398,1.312691e-05,0,0.016452305
0.078599997,318.05942,58.028946,1.3127692e-05,0,0.016454244
0.0788,318.07272,58.052494,1.3128474e-05,0,0.016456183
0.079000004,318.08603,58.076046,1.3129256e-05,0,0.016458124
0.0792,318.09933,58.099598,1.3130038e-05,0,0.016460063
0.079400003,318.11264,58.123158,1.3130821e-05,0,0.016462002
0.079599999,318.12595,58.146717,1.3131603e-05,0,0.016463941
0.079800002,318.13922,58.170277,1.3132385e-05,0,0.016465882
0.079999998,318.15253,58.193844,1.3133166e-05,0,0.016467821
0.080200002,318.1658,58.217411,1.3133948e-05,0,0.01646976
0.080399998,318.17908,58.240982,1.313473e-05,0,0.016471701
0.080600001,318.19235,58.264553,1.3135512e-05,0,0.01647364
0.080799997,318.20566,58.288132,1.3136293e-05,0,0.016475581
0.081,318.2189,58.31171,1.3137075e-05,0,0.016477522
0.081200004,318.23218,58.335293,1.3137857e-05,0,0.016479461
0.0814,318.24545,58.358875,1.3138638e-05,0,0.016481401
0.081600003,318.25873,58.382462,1.3139419e-05,0,0.016483342
0.081799999,318.27197,58.406052,1.31402e-05,0,0.016485283
