"Time","B5.medium.h","B5.level","B5.InnerTankTop[1].m_flow_negative","B5.InnerTankSide[1].m_flow_negative","B5.InnerTankBottom[1].m_flow_negative","controller.Transition1.enableFire","controller.Transition2.enableFire","controller.Transition3.enableFire","controller.Transition4.enableFire","controller.Transition5.enableFire","controller.Transition6.enableFire","controller.Transition7.enableFire","controller.Transition8.enableFire","controller.Transition9.enableFire","controller.Transition10.enableFire","controller.Transition11.enableFire","controller.Transition12.enableFire","controller.Transition13.enableFire","controller.TransitionWithSignal1.enableFire","volume5.medium.p","volume5.medium.h","P1.medium.p","P1.medium.h","P2.medium.p","P2.medium.h","B1.level","B1.medium.h","P1_on.y","P2_on.y","B2.level","B2.medium.h","B3.level","B3.medium.h","B4.level","B4.medium.h","B7.level","B7.medium.h","pipeB1B2.mediums[1].p","pipeB1B2.mediums[1].h","pipeB1B2.mediums[2].p","pipeB1B2.mediums[2].h","pipePump1B1.mediums[1].p","pipePump1B1.mediums[1].h","pipePump1B1.mediums[2].p","pipePump1B1.mediums[2].h","pipePump2B2.mediums[1].p","pipePump2B2.mediums[1].h","pipePump2B2.mediums[2].p","pipePump2B2.mediums[2].h","B6.level","B6.medium.h","volume4.medium.p","volume4.medium.h"
2645.5,388509.84,0.0097693754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.13734809,90880.336,0.1069286,89020.688,0.0098531051,103070.91,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396931,100237.53,102308.97,104157.77
2646,388502.69,0.0097693391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.13580172,90880.336,0.10847497,89046.711,0.0098531041,103069.81,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396931,100236.59,102308.97,104157.77
2646.5,388495.5,0.0097693037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.13426416,90880.336,0.11001253,89071.883,0.0098531032,103068.71,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396922,100235.66,102308.97,104157.77
2647,388488.31,0.0097692674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.1327354,90880.336,0.11154129,89096.242,0.0098531023,103067.62,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396912,100234.73,102308.97,104157.77
2647.5,388481.16,0.0097692311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.13121544,90880.336,0.11306123,89119.836,0.0098531013,103066.52,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396912,100233.79,102308.97,104157.77
2647.9019,388475.38,0.0097692022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.13,90880.336,0.11427668,89138.266,0.0098531013,103065.63,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396903,100233.04,102308.97,104157.77
2647.9019,388475.38,0.0097692022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.13,90880.336,0.11427668,89138.266,0.0098531013,103065.63,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396903,100233.04,102308.97,104157.77
2648,388473.97,0.0097691948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.1297043,90880.336,0.11457238,89142.68,0.0098531013,103065.42,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396903,100232.85,102308.97,104157.77
2648.5,388466.81,0.0097691594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.12820195,90880.336,0.11607473,89164.789,0.0098531004,103064.32,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396894,100231.92,102308.97,104157.77
2649,388459.62,0.009769123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.12670842,90880.336,0.11756827,89186.234,0.0098530995,103063.23,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396894,100230.98,102308.97,104157.77
2649.5,388452.44,0.0097690867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.12522368,90880.336,0.11905301,89207.023,0.0098530985,103062.13,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396884,100230.05,102308.97,104157.77
2650,388445.28,0.0097690504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.12374774,90880.336,0.12052894,89227.242,0.0098530976,103061.03,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396875,100229.11,102308.97,104157.77
2650.5,388438.09,0.0097690141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.12228061,90880.336,0.12199607,89246.875,0.0098530967,103059.94,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396866,100228.18,102308.97,104157.77
2651,388430.94,0.0097689787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.12082227,90880.336,0.1234544,89265.906,0.0098530957,103058.84,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396866,100227.24,102308.97,104157.77
2651.5,388423.75,0.0097689424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.11937275,90880.336,0.12490392,89284.438,0.0098530957,103057.74,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396856,100226.3,102308.97,104157.77
2652,388416.59,0.009768906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.11793202,90880.336,0.12634465,89302.438,0.0098530948,103056.65,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396847,100225.38,102308.97,104157.77
2652.5,388409.41,0.0097688697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.11650009,90880.336,0.12777658,89319.898,0.0098530939,103055.55,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396847,100224.44,102308.97,104157.77
2653,388402.25,0.0097688334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.11507697,90880.336,0.1291997,89336.93,0.009853093,103054.45,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396838,100223.5,102308.97,104157.77
2653.5,388395.06,0.009768798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.11366265,90880.336,0.13061403,89353.586,0.009853092,103053.36,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396828,100222.57,102308.97,104157.77
2654,388387.88,0.0097687617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.11225712,90880.336,0.13201955,89369.812,0.0098530911,103052.26,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396828,100221.63,102308.97,104157.77
2654.5,388380.72,0.0097687254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.11086039,90880.336,0.13341628,89385.602,0.0098530911,103051.16,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396819,100220.7,102308.97,104157.77
2655,388373.53,0.0097686891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.10947246,90880.336,0.1348042,89400.961,0.0098530902,103050.07,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.009839681,100219.77,102308.97,104157.77
2655.5,388366.38,0.0097686537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.10809334,90880.336,0.13618332,89415.875,0.0098530892,103048.97,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.00983968,100218.83,102308.97,104157.77
2656,388359.19,0.0097686173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.10672301,90880.336,0.13755365,89430.383,0.0098530883,103047.88,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.00983968,100217.89,102308.97,104157.77
2656.5,388352.03,0.009768581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.10536148,90880.336,0.13891518,89444.641,0.0098530874,103046.78,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396791,100216.96,102308.97,104157.77
2657,388344.84,0.0097685447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.10400874,90880.336,0.14026792,89458.508,0.0098530864,103045.69,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396782,100216.02,102308.97,104157.77
2657.5,388337.69,0.0097685084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.10266481,90880.336,0.14161186,89472,0.0098530855,103044.59,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396782,100215.09,102308.97,104157.77
2658,388330.5,0.009768473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.10132968,90880.336,0.14294699,89485.109,0.0098530855,103043.49,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396773,100214.16,102308.97,104157.77
2658.5,388323.34,0.0097684367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.10000334,90880.336,0.14427333,89497.828,0.0098530846,103042.4,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396763,100213.22,102308.97,104157.77
2659,388316.16,0.0097684003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.098685794,90880.336,0.14559087,89510.25,0.0098530836,103041.3,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396763,100212.29,102308.97,104157.77
2659.5,388309,0.009768364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.097377047,90880.336,0.14689961,89522.477,0.0098530827,103040.2,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396754,100211.35,102308.97,104157.77
2660,388301.84,0.0097683286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.096077092,90880.336,0.14819957,89534.398,0.0098530818,103039.11,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396745,100210.42,102308.97,104157.77
2660.5,388294.66,0.0097682923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.094785936,90880.336,0.14949073,89546.008,0.0098530808,103038.02,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396735,100209.48,102308.97,104157.77
2661,388287.5,0.009768256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.093503572,90880.336,0.15077308,89557.305,0.0098530808,103036.92,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396735,100208.55,102308.97,104157.77
2661.5,388280.31,0.0097682197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.092230015,90880.336,0.15204665,89568.297,0.0098530799,103035.82,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396726,100207.62,102308.97,104157.77
2662,388273.16,0.0097681843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.090965241,90880.336,0.15331142,89579.07,0.009853079,103034.73,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396717,100206.68,102308.97,104157.77
2662.5,388265.97,0.009768148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.08970926,90880.336,0.15456739,89589.656,0.0098530781,103033.63,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396717,100205.75,102308.97,104157.77
2663,388258.81,0.0097681116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.08846207,90880.336,0.15581459,89599.977,0.0098530771,103032.54,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396707,100204.81,102308.97,104157.77
2663.5,388251.62,0.0097680753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.087223679,90880.336,0.15705298,89610.047,0.0098530762,103031.45,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396698,100203.88,102308.97,104157.77
2664,388244.47,0.0097680399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.08599408,90880.336,0.15828258,89619.867,0.0098530762,103030.34,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396698,100202.95,102308.97,104157.77
2664.5,388237.31,0.0097680036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.084773272,90880.336,0.15950339,89629.422,0.0098530753,103029.25,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396689,100202.02,102308.97,104157.77
2665,388230.12,0.0097679673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.083561257,90880.336,0.1607154,89638.836,0.0098530743,103028.16,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396679,100201.08,102308.97,104157.77
2665.5,388222.97,0.009767931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.082358025,90880.336,0.16191863,89648.055,0.0098530734,103027.06,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.009839667,100200.15,102308.97,104157.77
2666,388215.78,0.0097678956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.081163585,90880.336,0.16311306,89657.07,0.0098530725,103025.97,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.009839667,100199.21,102308.97,104157.77
2666.5,388208.62,0.0097678592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.079977944,90880.336,0.16429871,89665.867,0.0098530715,103024.88,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396661,100198.28,102308.97,104157.77
2667,388201.47,0.0097678229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.078801088,90880.336,0.16547556,89674.445,0.0098530706,103023.78,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396651,100197.34,102308.97,104157.77
2667.5,388194.28,0.0097677866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.077633023,90880.336,0.16664362,89682.812,0.0098530706,103022.69,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396651,100196.41,102308.97,104157.77
2668,388187.12,0.0097677512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.076473743,90880.336,0.1678029,89691.039,0.0098530697,103021.59,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396642,100195.48,102308.97,104157.77
2668.5,388179.94,0.0097677149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.075323254,90880.336,0.16895339,89699.078,0.0098530687,103020.49,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396633,100194.55,102308.97,104157.77
2669,388172.78,0.0097676786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.074181549,90880.336,0.1700951,89706.938,0.0098530678,103019.4,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396633,100193.61,102308.97,104157.77
2669.5,388165.62,0.0097676422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.073048636,90880.336,0.17122802,89714.625,0.0098530669,103018.3,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396624,100192.68,102308.97,104157.77
2670,388158.44,0.0097676069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.0719245,90880.336,0.17235215,89722.148,0.0098530659,103017.21,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396614,100191.74,102308.97,104157.77
2670.5,388151.28,0.0097675705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.070809156,90880.336,0.17346749,89729.5,0.0098530659,103016.12,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396605,100190.81,102308.97,104157.77
2671,388144.12,0.0097675342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.069702603,90880.336,0.17457405,89736.703,0.009853065,103015.02,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396605,100189.88,102308.97,104157.77
2671.5,388136.94,0.0097674988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.068604827,90880.336,0.17567182,89743.742,0.0098530641,103013.93,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396596,100188.95,102308.97,104157.77
2672,388129.78,0.0097674625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.067515843,90880.336,0.17676081,89750.641,0.0098530632,103012.84,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396586,100188.02,102308.97,104157.77
2672.5,388122.62,0.0097674262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.066435635,90880.336,0.17784101,89757.383,0.0098530622,103011.74,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396586,100187.08,102308.97,104157.77
2673,388115.44,0.0097673899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.065364219,90880.336,0.17891243,89763.992,0.0098530613,103010.65,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396577,100186.15,102308.97,104157.77
2673.5,388108.28,0.0097673545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.06430158,90880.336,0.17997506,89770.461,0.0098530613,103009.55,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396568,100185.22,102308.97,104157.77
2674,388101.12,0.0097673181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.063247718,90880.336,0.18102892,89776.797,0.0098530604,103008.46,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396568,100184.28,102308.97,104157.77
2674.5,388093.94,0.0097672818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106205.14,99460.188,145678.91,104212.97,149563.61,98987.188,0.15257928,95491.406,0,0,0.039856892,85426.477,0.062202644,90880.336,0.182074,89783.008,0.0098530594,103007.37,101325,84013.055,101325,84013.055,138134.89,104192.88,108800.3,104187.77,140064.94,98261.484,110719.31,97460.281,0.0098396558,100183.35,102308.97,104157.77
