"Time","smpm.idq_sr[1]","smpm.idq_sr[2]","inertiaLoad.phi","inertiaLoad.w","dqCurrentController.PI_d.x","dqCurrentController.PI_q.x"
0.037999999,-45.625126,74.150101,-5.6872826,-141.52495,31.198172,-51.272903
0.039000001,-46.348892,75.227707,-5.8285804,-141.07002,30.488852,-50.164696
0.039999999,-47.055386,76.280266,-5.9694223,-140.61392,29.796255,-49.081833
0.041000001,-47.745007,77.308372,-6.109808,-140.15668,29.119986,-48.023724
0.041999999,-48.418163,78.312592,-6.2497354,-139.69839,28.459656,-46.989799
0.043000001,-49.075245,79.293465,-6.389204,-139.23911,27.814886,-45.979504
0.044,-49.716637,80.251541,-6.528213,-138.77887,27.185305,-44.99229
0.045000002,-50.342712,81.18734,-6.6667619,-138.31776,26.570555,-44.027622
0.046,-50.953835,82.101387,-6.8048487,-137.85583,25.970282,-43.08498
0.046999998,-51.550362,82.994179,-6.9424729,-137.39313,25.38414,-42.163857
0.048,-52.132641,83.866203,-7.0796347,-136.9297,24.811794,-41.263756
0.048999999,-52.701012,84.717949,-7.2163324,-136.46562,24.25292,-40.384186
0.050000001,-53.255806,85.549873,-7.3525658,-136.00092,23.707193,-39.524681
0.050999999,-53.797348,86.36245,-7.4883342,-135.53564,23.174303,-38.684772
0.052000001,-54.325951,87.15612,-7.6236367,-135.06987,22.653944,-37.86401
0.052999999,-54.841927,87.931313,-7.7584734,-134.60361,22.145821,-37.061947
0.054000001,-55.345573,88.688469,-7.8928437,-134.1369,21.649639,-36.27816
0.055,-55.837185,89.427994,-8.0267467,-133.66983,21.165117,-35.512218
0.056000002,-56.317051,90.150299,-8.160183,-133.20241,20.691978,-34.763714
0.057,-56.785446,90.855789,-8.2931519,-132.73468,20.229952,-34.032246
0.057999998,-57.242653,91.544846,-8.4256525,-132.26669,19.778774,-33.317417
0.059,-57.688927,92.21785,-8.5576849,-131.79849,19.338186,-32.618843
0.059999999,-58.124538,92.875175,-8.68925,-131.33009,18.907938,-31.936152
0.061000001,-58.549736,93.517189,-8.8203449,-130.86154,18.487782,-31.268974
0.061999999,-58.964771,94.144234,-8.9509726,-130.39287,18.07748,-30.616953
0.063000001,-59.369881,94.75666,-9.081131,-129.92413,17.6768,-29.979738
0.064000003,-59.765308,95.354805,-9.2108212,-129.45534,17.285511,-29.356987
0.064999998,-60.151279,95.939003,-9.3400421,-128.98653,16.903389,-28.748367
0.066,-60.528023,96.509583,-9.4687939,-128.51773,16.53022,-28.153551
0.067000002,-60.895756,97.066841,-9.5970774,-128.049,16.165789,-27.57222
0.068000004,-61.254696,97.611099,-9.7248917,-127.58032,15.809889,-27.004063
0.068999998,-61.605053,98.142662,-9.8522377,-127.11176,15.462317,-26.448774
0.07,-61.947029,98.661812,-9.9791155,-126.64332,15.122876,-25.906061
0.071000002,-62.280823,99.168839,-10.105525,-126.17504,14.791373,-25.375628
0.071999997,-62.606636,99.664024,-10.231465,-125.70695,14.46762,-24.857195
0.072999999,-62.924648,100.14764,-10.356938,-125.23907,14.151433,-24.350485
0.074000001,-63.235058,100.61996,-10.481944,-124.77142,13.842632,-23.855225
0.075000003,-63.538036,101.08125,-10.606482,-124.30402,13.541041,-23.371151
0.075999998,-63.833763,101.53175,-10.730552,-123.83691,13.246491,-22.898008
0.077,-64.122414,101.97172,-10.854156,-123.37011,12.958815,-22.435539
0.078000002,-64.40416,102.40139,-10.977292,-122.90363,12.677847,-21.983503
0.079000004,-64.679153,102.82102,-11.099963,-122.43748,12.403431,-21.541655
0.079999998,-64.947571,103.23083,-11.222167,-121.97171,12.13541,-21.109762
0.081,-65.209557,103.63104,-11.343906,-121.50632,11.873632,-20.687593
0.082000002,-65.465279,104.02189,-11.46518,-121.04133,11.617951,-20.274923
0.082999997,-65.714867,104.40358,-11.585989,-120.57676,11.368221,-19.871536
0.083999999,-65.958481,104.77633,-11.706334,-120.11263,11.124301,-19.477215
0.085000001,-66.196259,105.14035,-11.826215,-119.64895,10.886053,-19.091753
0.086000003,-66.428345,105.49583,-11.945632,-119.18575,10.653344,-18.714941
0.086999997,-66.654861,105.84299,-12.064587,-118.72303,10.426041,-18.346586
0.088,-66.875954,106.182,-12.183078,-118.26081,10.204017,-17.986488
0.089000002,-67.091751,106.51305,-12.301108,-117.79911,9.9871464,-17.634457
0.090000004,-67.302376,106.83634,-12.418676,-117.33794,9.7753067,-17.29031
0.090999998,-67.50795,107.15204,-12.535784,-116.87732,9.5683794,-16.953861
0.092,-67.708595,107.46033,-12.652431,-116.41725,9.3662481,-16.624937
0.093000002,-67.904434,107.76137,-12.768619,-115.95776,9.1687994,-16.30336
0.093999997,-68.095573,108.05534,-12.884347,-115.49884,8.9759216,-15.988963
0.094999999,-68.282127,108.34239,-12.999617,-115.04052,8.7875071,-15.68158
0.096000001,-68.464203,108.6227,-13.114429,-114.5828,8.6034498,-15.381049
0.097000003,-68.641914,108.89642,-13.228783,-114.1257,8.4236469,-15.087213
0.097999997,-68.815361,109.16368,-13.34268,-113.66923,8.2479973,-14.799916
0.098999999,-68.98465,109.42466,-13.456121,-113.21339,8.0764027,-14.519009
0.1,-69.149864,109.6795,-13.569107,-112.75819,7.9087677,-14.244342
0.101,-69.311119,109.92832,-13.681638,-112.30366,7.744998,-13.975774
0.102,-69.468498,110.17128,-13.793715,-111.84978,7.5850024,-13.713163
0.103,-69.622101,110.40852,-13.905337,-111.39658,7.4286914,-13.456372
0.104,-69.772011,110.64015,-14.016508,-110.94406,7.2759781,-13.205268
0.105,-69.91832,110.86632,-14.127226,-110.49223,7.1267772,-12.959718
0.106,-70.061111,111.08714,-14.237493,-110.04108,6.9810057,-12.719594
0.107,-70.20047,111.30276,-14.347308,-109.59065,6.838582,-12.484773
0.108,-70.336479,111.51327,-14.456674,-109.14092,6.6994276,-12.255131
0.109,-70.469223,111.7188,-14.565591,-108.69191,6.5634651,-12.030549
0.11,-70.59877,111.91948,-14.674058,-108.24361,6.4306188,-11.81091
0.111,-70.725197,112.1154,-14.782078,-107.79605,6.3008146,-11.596102
0.112,-70.848579,112.30669,-14.88965,-107.34922,6.1739817,-11.386012
0.113,-70.969002,112.49344,-14.996777,-106.90312,6.0500488,-11.180532
0.114,-71.086517,112.67576,-15.103457,-106.45777,5.9289484,-10.979556
0.115,-71.201202,112.85376,-15.209692,-106.01317,5.8106127,-10.78298
0.116,-71.313126,113.02753,-15.315484,-105.56931,5.6949763,-10.590702
0.117,-71.422356,113.19717,-15.420832,-105.12622,5.5819759,-10.402624
0.118,-71.528946,113.36279,-15.525736,-104.68388,5.4715495,-10.218649
0.119,-71.632973,113.52447,-15.630199,-104.2423,5.363636,-10.038682
0.12,-71.734489,113.6823,-15.734221,-103.8015,5.2581758,-9.8626318
0.121,-71.833549,113.83637,-15.837803,-103.36146,5.1551108,-9.6904078
0.122,-71.930229,113.98677,-15.940945,-102.9222,5.0543852,-9.5219212
0.123,-72.024567,114.13359,-16.043648,-102.48371,4.9559436,-9.3570881
0.124,-72.116631,114.2769,-16.145912,-102.046,4.8597317,-9.1958218
0.125,-72.206467,114.41679,-16.24774,-101.60907,4.765697,-9.0380421
0.126,-72.294136,114.55334,-16.349131,-101.17292,4.6737881,-8.8836679
0.127,-72.379684,114.68664,-16.450085,-100.73756,4.5839553,-8.7326212
0.12800001,-72.463165,114.81673,-16.550606,-100.30299,4.4961491,-8.5848255
0.12899999,-72.544624,114.94372,-16.650692,-99.869202,4.4103217,-8.4402056
0.13,-72.624115,115.06766,-16.750345,-99.436203,4.326427,-8.2986889
0.131,-72.701675,115.18863,-16.849564,-99.003998,4.2444186,-8.1602049
0.132,-72.777359,115.30669,-16.948353,-98.572578,4.1642528,-8.024682
0.133,-72.851212,115.42193,-17.046709,-98.14196,4.085886,-7.8920536
0.134,-72.923271,115.53439,-17.144636,-97.712135,4.0092754,-7.7622528
0.13500001,-72.993584,115.64414,-17.242134,-97.283104,3.9343798,-7.6352148
0.13600001,-73.062187,115.75126,-17.339203,-96.854866,3.8611591,-7.5108752
0.13699999,-73.129128,115.85579,-17.435844,-96.427422,3.7895734,-7.3891735
0.138,-73.194443,115.95779,-17.532059,-96.000771,3.7195847,-7.2700477
0.139,-73.258163,116.05734,-17.627846,-95.574921,3.6511548,-7.1534395
0.14,-73.320343,116.15448,-17.723209,-95.149864,3.5842474,-7.0392914
0.141,-73.381004,116.24927,-17.818146,-94.725609,3.5188267,-6.9275455
0.142,-73.440193,116.34176,-17.912661,-94.302139,3.4548573,-6.8181481
0.14300001,-73.49794,116.43201,-18.00675,-93.879471,3.3923056,-6.7110448
0.14399999,-73.554283,116.52007,-18.10042,-93.457588,3.3311377,-6.6061831
0.145,-73.609245,116.60599,-18.193666,-93.036507,3.2713215,-6.5035114
0.146,-73.662872,116.68982,-18.286493,-92.616219,3.2128248,-6.4029789
0.147,-73.715187,116.77161,-18.378899,-92.196716,3.155617,-6.3045378
0.148,-73.76622,116.8514,-18.470886,-91.778008,3.0996675,-6.2081389
0.149,-73.81601,116.92924,-18.562456,-91.360092,3.0449467,-6.1137366
0.15000001,-73.864586,117.0052,-18.653606,-90.942963,2.991426,-6.0212841
0.15099999,-73.911964,117.07928,-18.744341,-90.526619,2.9390769,-5.930737
0.152,-73.958191,117.15154,-18.83466,-90.111061,2.887872,-5.842052
0.153,-74.003281,117.22205,-18.924564,-89.696289,2.8377843,-5.7551861
0.154,-74.047256,117.29081,-19.014053,-89.282303,2.7887878,-5.6700978
0.155,-74.090164,117.35788,-19.103128,-88.869095,2.7408569,-5.5867462
0.156,-74.132011,117.42329,-19.191792,-88.456665,2.6939662,-5.5050917
0.15700001,-74.172829,117.48711,-19.280043,-88.045021,2.6480916,-5.4250951
0.15800001,-74.212646,117.54933,-19.367882,-87.634148,2.6032093,-5.3467193
0.15899999,-74.25148,117.61002,-19.455311,-87.224045,2.5592957,-5.2699265
0.16,-74.28936,117.6692,-19.54233,-86.81472,2.5163283,-5.1946807
0.161,-74.326302,117.72692,-19.628941,-86.406166,2.4742851,-5.1209464
0.162,-74.362335,117.7832,-19.715143,-85.998375,2.4331441,-5.0486894
0.163,-74.397476,117.83807,-19.800938,-85.591354,2.3928843,-4.9778752
0.164,-74.431747,117.89158,-19.886326,-85.185097,2.3534851,-4.9084716
0.16500001,-74.465164,117.94375,-19.971308,-84.779602,2.3149261,-4.840446
0.16599999,-74.497757,117.99461,-20.055885,-84.374863,2.2771878,-4.773767
0.167,-74.529541,118.0442,-20.140059,-83.970886,2.2402511,-4.7084041
0.168,-74.560539,118.09254,-20.223827,-83.567665,2.204097,-4.6443267
0.169,-74.590759,118.13966,-20.307194,-83.165192,2.1687074,-4.5815058
0.17,-74.620232,118.18559,-20.390158,-82.763466,2.1340642,-4.5199127
0.171,-74.648972,118.23037,-20.472721,-82.362488,2.1001499,-4.4595194
0.17200001,-74.676987,118.274,-20.554884,-81.962257,2.0669477,-4.4002981
0.17299999,-74.704308,118.31654,-20.636646,-81.562767,2.0344408,-4.3422232
0.17399999,-74.730942,118.35798,-20.718008,-81.164017,2.0026128,-4.2852674
0.175,-74.756912,118.39837,-20.798973,-80.765999,1.9714482,-4.2294059
0.176,-74.782227,118.43772,-20.879541,-80.368721,1.9409312,-4.174613
0.177,-74.806908,118.47607,-20.959711,-79.972168,1.9110467,-4.1208653
0.178,-74.830971,118.51343,-21.039486,-79.576347,1.8817801,-4.0681386
0.17900001,-74.854424,118.54983,-21.118864,-79.181252,1.8531169,-4.0164094
0.18000001,-74.877289,118.58529,-21.197849,-78.786873,1.825043,-3.9656556
0.18099999,-74.899574,118.61983,-21.276438,-78.393211,1.7975445,-3.9158545
0.182,-74.921295,118.65347,-21.354635,-78.000275,1.7706081,-3.8669846
0.183,-74.942459,118.68624,-21.43244,-77.608047,1.7442207,-3.8190248
0.184,-74.963097,118.71815,-21.509851,-77.216522,1.7183696,-3.7719543
0.185,-74.983208,118.74923,-21.586872,-76.825714,1.6930422,-3.7257531
0.186,-75.0028,118.77949,-21.663504,-76.435608,1.6682262,-3.6804011
0.18700001,-75.021896,118.80895,-21.739744,-76.046196,1.6439098,-3.6358793
0.18799999,-75.040504,118.83763,-21.815596,-75.657486,1.6200814,-3.5921688
0.189,-75.05864,118.86555,-21.89106,-75.269478,1.5967295,-3.5492513
0.19,-75.076302,118.89274,-21.966135,-74.882149,1.5738432,-3.5071087
0.191,-75.093521,118.91919,-22.040823,-74.495514,1.5514115,-3.4657233
0.192,-75.110291,118.94493,-22.115126,-74.109566,1.529424,-3.4250782
0.193,-75.126625,118.96999,-22.189043,-73.724289,1.5078701,-3.3851566
0.19400001,-75.14254,118.99436,-22.262575,-73.339699,1.48674,-3.345942
0.19499999,-75.158043,119.01808,-22.335722,-72.95578,1.4660237,-3.3074186
0.19599999,-75.173141,119.04115,-22.408487,-72.57254,1.4457116,-3.2695704
0.197,-75.187843,119.06359,-22.480867,-72.189957,1.4257944,-3.2323823
0.198,-75.202164,119.08542,-22.552866,-71.808052,1.4062629,-3.1958396
0.199,-75.21611,119.10664,-22.624485,-71.426796,1.3871081,-3.1599276
0.2,-75.229698,119.12727,-22.695721,-71.046204,1.3683213,-3.1246319
0.20100001,-75.24292,119.14734,-22.766577,-70.666267,1.3498939,-3.0899386
0.20200001,-75.255798,119.16684,-22.837053,-70.28698,1.3318177,-3.0558345
0.20299999,-75.268333,119.1858,-22.90715,-69.908348,1.3140844,-3.0223057
0.204,-75.280533,119.20422,-22.97687,-69.53035,1.2966863,-2.9893398
0.205,-75.292412,119.22212,-23.046211,-69.153,1.2796154,-2.9569237
0.206,-75.303978,119.23951,-23.115177,-68.776291,1.2628642,-2.9250453
0.207,-75.315231,119.2564,-23.183765,-68.400208,1.2464255,-2.8936923
0.208,-75.32618,119.2728,-23.251978,-68.024757,1.2302917,-2.8628531
0.20900001,-75.336838,119.28874,-23.319815,-67.64994,1.2144561,-2.832516
0.20999999,-75.347206,119.30421,-23.387278,-67.275742,1.1989117,-2.8026695
0.211,-75.3573,119.31922,-23.454367,-66.902168,1.1836516,-2.773303
0.212,-75.367111,119.33379,-23.521082,-66.529213,1.1686695,-2.7444055
0.213,-75.376656,119.34793,-23.587425,-66.156868,1.1539587,-2.7159665
0.214,-75.385948,119.36165,-23.653397,-65.785133,1.1395133,-2.6879756
0.215,-75.394974,119.37495,-23.718996,-65.414009,1.1253269,-2.660423
0.21600001,-75.403755,119.38785,-23.784224,-65.043488,1.1113936,-2.6332989
0.21699999,-75.412292,119.40036,-23.849083,-64.673561,1.0977076,-2.6065934
0.21799999,-75.420601,119.41248,-23.91357,-64.304237,1.0842632,-2.5802972
0.219,-75.428665,119.42423,-23.977692,-63.935505,1.0710549,-2.5544014
0.22,-75.436508,119.43562,-24.041443,-63.567364,1.0580772,-2.528897
0.221,-75.444138,119.44664,-24.104826,-63.199806,1.0453248,-2.5037749
0.222,-75.451538,119.45731,-24.167843,-62.832832,1.0327924,-2.479027
0.223,-75.45874,119.46764,-24.230492,-62.466434,1.0204753,-2.4546447
0.22400001,-75.465729,119.47765,-24.292776,-62.100616,1.0083683,-2.43062
0.22499999,-75.472519,119.48732,-24.354692,-61.735371,0.99646652,-2.406945
0.226,-75.479118,119.49667,-24.416246,-61.370693,0.98476541,-2.3836114
0.227,-75.485519,119.50571,-24.477434,-61.00658,0.97326028,-2.3606124
0.228,-75.491737,119.51446,-24.53826,-60.643028,0.96194679,-2.33794
0.229,-75.497772,119.5229,-24.598721,-60.280037,0.95082039,-2.315587
0.23,-75.503632,119.53106,-24.658819,-59.917599,0.93987691,-2.2935464
0.23100001,-75.509315,119.53893,-24.718557,-59.555714,0.92911208,-2.2718115
0.23199999,-75.514824,119.54652,-24.777931,-59.194374,0.91852188,-2.2503753
0.233,-75.520172,119.55385,-24.836945,-58.83358,0.90810233,-2.2292311
0.234,-75.52536,119.56091,-24.895599,-58.473328,0.89784944,-2.2083724
0.235,-75.530388,119.56772,-24.953892,-58.113617,0.88775951,-2.1877933
0.236,-75.535263,119.57427,-25.011826,-57.754436,0.87782872,-2.1674869
0.237,-75.539993,119.58058,-25.069401,-57.395786,0.86805344,-2.1474476
0.23800001,-75.544571,119.58665,-25.126617,-57.037666,0.85843015,-2.1276696
0.23899999,-75.549004,119.59248,-25.183477,-56.680069,0.84895557,-2.1081469
0.23999999,-75.553299,119.59809,-25.239979,-56.32299,0.83962607,-2.0888743
0.241,-75.557457,119.60348,-25.296124,-55.966431,0.83043855,-2.0698457
0.242,-75.561485,119.60864,-25.351912,-55.610386,0.82138962,-2.0510561
0.243,-75.565376,119.61359,-25.407345,-55.254848,0.81247616,-2.0325003
0.244,-75.569145,119.61833,-25.462421,-54.899818,0.80369508,-2.0141726
0.245,-75.572792,119.62287,-25.517143,-54.545296,0.79504353,-1.9960687
0.24600001,-75.576309,119.62721,-25.571512,-54.191269,0.78651845,-1.9781834
0.24699999,-75.57972,119.63136,-25.625526,-53.837742,0.77811706,-1.9605119
0.248,-75.583008,119.63532,-25.679188,-53.484707,0.76983643,-1.9430496
0.249,-75.586182,119.63909,-25.732496,-53.13216,0.76167393,-1.9257917
0.25,-75.589249,119.64268,-25.785452,-52.780102,0.75362682,-1.908734
0.25099999,-75.592209,119.6461,-25.838057,-52.428528,0.74569255,-1.8918719
0.252,-75.595062,119.64935,-25.890308,-52.077431,0.73786861,-1.8752013
0.25299999,-75.597816,119.65243,-25.942211,-51.726814,0.73015243,-1.8587182
0.25400001,-75.600464,119.65533,-25.993763,-51.376667,0.72254163,-1.8424181
0.255,-75.60302,119.65809,-26.044966,-51.026993,0.71503383,-1.8262973
0.25600001,-75.605476,119.66068,-26.095818,-50.677784,0.7076267,-1.8103517
0.257,-75.607841,119.66312,-26.14632,-50.329037,0.70031798,-1.7945777
0.25799999,-75.610123,119.66541,-26.196476,-49.980751,0.69310552,-1.7789716
0.259,-75.612305,119.66756,-26.246283,-49.632923,0.68598706,-1.7635297
0.25999999,-75.614403,119.66956,-26.295742,-49.285549,0.67896062,-1.7482482
0.26100001,-75.616425,119.67142,-26.344854,-48.938622,0.67202401,-1.7331241
0.26199999,-75.618355,119.67315,-26.39362,-48.592144,0.66517526,-1.7181536
0.26300001,-75.620209,119.67474,-26.442038,-48.246109,0.6584124,-1.7033336
0.264,-75.621979,119.67621,-26.49011,-47.900513,0.65173352,-1.6886607
0.26499999,-75.62368,119.67755,-26.53784,-47.555355,0.64513683,-1.674132
0.266,-75.625298,119.67876,-26.585222,-47.210632,0.63862038,-1.6597441
0.26699999,-75.626846,119.67986,-26.632261,-46.866337,0.63218242,-1.6454943
0.26800001,-75.628326,119.68083,-26.678955,-46.522469,0.62582123,-1.6313794
0.26899999,-75.62973,119.68169,-26.725306,-46.179028,0.61953503,-1.6173964
0.27000001,-75.631073,119.68243,-26.771313,-45.836006,0.61332214,-1.6035427
0.271,-75.632347,119.68307,-26.816978,-45.493401,0.60718107,-1.5898155
0.27200001,-75.633553,119.6836,-26.862301,-45.151211,0.60111016,-1.576212
0.273,-75.634697,119.68402,-26.90728,-44.809433,0.59510785,-1.5627297
0.27399999,-75.63578,119.68434,-26.95192,-44.468063,0.58917254,-1.549366
0.27500001,-75.636803,119.68456,-26.996216,-44.127098,0.58330286,-1.5361183
0.27599999,-75.637764,119.68468,-27.040173,-43.786533,0.5774973,-1.522984
0.27700001,-75.638672,119.68472,-27.08379,-43.446369,0.57175446,-1.509961
0.278,-75.639519,119.68465,-27.127066,-43.106598,0.566073,-1.4970468
0.27900001,-75.64032,119.68449,-27.170004,-42.76722,0.56045151,-1.4842391
0.28,-75.64106,119.68424,-27.212601,-42.42823,0.55488867,-1.4715356
0.28099999,-75.641747,119.68391,-27.25486,-42.089626,0.54938322,-1.4589342
0.28200001,-75.642387,119.68349,-27.29678,-41.751408,0.54393387,-1.4464326
0.28299999,-75.642975,119.68299,-27.338362,-41.413567,0.53853941,-1.4340287
0.28400001,-75.643509,119.68241,-27.379608,-41.076103,0.53319865,-1.4217207
0.285,-75.644005,119.68175,-27.420515,-40.739014,0.52791041,-1.4095064
0.28600001,-75.644447,119.68101,-27.461086,-40.402294,0.52267349,-1.3973839
0.287,-75.644852,119.6802,-27.50132,-40.065941,0.51748681,-1.3853512
0.28799999,-75.645203,119.67931,-27.541218,-39.72995,0.51234931,-1.3734064
0.289,-75.645515,119.67834,-27.58078,-39.394325,0.50725985,-1.3615477
0.28999999,-75.645782,119.67731,-27.620007,-39.059055,0.50221741,-1.3497734
0.29100001,-75.646011,119.67622,-27.658897,-38.72414,0.49722096,-1.3380816
0.292,-75.646202,119.67505,-27.697454,-38.38958,0.49226955,-1.3264707
0.29300001,-75.646355,119.67381,-27.735678,-38.055367,0.48736215,-1.314939
0.294,-75.646461,119.67252,-27.773565,-37.7215,0.48249781,-1.3034848
0.29499999,-75.646538,119.67116,-27.811121,-37.387978,0.47767562,-1.2921065
0.296,-75.646576,119.66974,-27.848341,-37.05479,0.47289464,-1.2808025
0.29699999,-75.646576,119.66826,-27.885229,-36.721943,0.46815401,-1.2695714
0.29800001,-75.646545,119.66672,-27.921785,-36.389431,0.46345288,-1.2584115
0.29899999,-75.646477,119.66512,-27.95801,-36.057251,0.45879033,-1.2473216
0.30000001,-75.646378,119.66348,-27.9939,-35.725395,0.45416558,-1.2363001
0.301,-75.64624,119.66177,-28.029459,-35.393867,0.44957778,-1.2253455
0.30199999,-75.646072,119.66,-28.064688,-35.06266,0.44502616,-1.2144566
0.303,-75.645882,119.6582,-28.099585,-34.731773,0.44050997,-1.203632
0.30399999,-75.645653,119.65633,-28.134151,-34.401199,0.43602842,-1.1928703
0.30500001,-75.645401,119.65442,-28.168388,-34.070942,0.43158078,-1.1821704
0.30599999,-75.645111,119.65246,-28.202293,-33.740993,0.42716631,-1.1715308
0.30700001,-75.644798,119.65045,-28.23587,-33.411354,0.42278433,-1.1609504
0.308,-75.644463,119.6484,-28.269117,-33.082016,0.41843411,-1.1504282
0.30899999,-75.644096,119.6463,-28.302034,-32.752983,0.41411501,-1.1399627
0.31,-75.6437,119.64416,-28.334623,-32.424248,0.40982637,-1.1295528
0.31099999,-75.64328,119.64197,-28.366882,-32.095806,0.40556753,-1.1191976
0.31200001,-75.642838,119.63974,-28.398815,-31.767662,0.40133786,-1.1088958
0.31299999,-75.642372,119.63747,-28.430418,-31.439804,0.39713672,-1.0986463
0.31400001,-75.641876,119.63515,-28.461695,-31.112234,0.39296356,-1.0884482
0.315,-75.641365,119.6328,-28.492643,-30.78495,0.38881773,-1.0783004
0.31600001,-75.640823,119.63042,-28.523264,-30.457945,0.38469872,-1.0682018
0.317,-75.640266,119.62799,-28.553558,-30.13122,0.38060591,-1.0581515
0.31799999,-75.639679,119.62553,-28.583527,-29.804771,0.37653875,-1.0481486
0.31900001,-75.639076,119.62303,-28.613169,-29.478594,0.37249675,-1.038192
0.31999999,-75.638451,119.6205,-28.642485,-29.152689,0.36847937,-1.028281
0.32100001,-75.63781,119.61793,-28.671474,-28.827049,0.36448604,-1.0184144
0.322,-75.637146,119.61533,-28.700138,-28.501675,0.36051631,-1.0085915
0.32300001,-75.636459,119.61269,-28.728477,-28.176563,0.35656971,-0.99881142
0.324,-75.635757,119.61002,-28.756491,-27.851709,0.3526457,-0.98907334
0.32499999,-75.63504,119.60732,-28.78418,-27.527111,0.34874383,-0.97937638
0.32600001,-75.6343,119.6046,-28.811546,-27.202768,0.34486365,-0.96971971
0.32699999,-75.633545,119.60184,-28.838587,-26.878674,0.3410047,-0.96010256
0.32800001,-75.632774,119.59905,-28.865303,-26.554829,0.33716655,-0.95052415
0.329,-75.631981,119.59624,-28.891697,-26.231228,0.33334878,-0.94098371
0.33000001,-75.631172,119.59339,-28.917765,-25.907869,0.32955092,-0.93148053
0.331,-75.630356,119.59052,-28.943512,-25.584751,0.32577261,-0.92201382
0.33199999,-75.629517,119.58762,-28.968935,-25.261869,0.32201347,-0.91258293
0.333,-75.628662,119.58469,-28.994036,-24.939222,0.31827301,-0.90318716
0.33399999,-75.627792,119.58174,-29.018814,-24.616806,0.31455094,-0.89382571
0.33500001,-75.626907,119.57877,-29.04327,-24.294619,0.31084684,-0.88449812
0.336,-75.626015,119.57577,-29.067404,-23.972656,0.30716035,-0.87520355
0.33700001,-75.625099,119.57275,-29.091215,-23.650919,0.30349109,-0.86594141
0.338,-75.624176,119.56969,-29.114704,-23.329401,0.29983875,-0.85671109
0.33899999,-75.623238,119.56663,-29.137873,-23.008102,0.29620296,-0.84751195
0.34,-75.622292,119.56353,-29.160721,-22.687017,0.29258338,-0.83834344
