"Time","mass1.v","mass2.v","mass3.v","mass4.v"
0.0060999999,99.389999,99.391853,99.3937,99.38813
0.0062000002,99.379997,99.38192,99.38382,99.378067
0.0063,99.370003,99.371979,99.37394,99.368004
0.0063999998,99.360001,99.362045,99.364067,99.357941
0.0065000001,99.349998,99.352104,99.354195,99.34787
0.0066,99.339996,99.342171,99.344322,99.337807
0.0066999998,99.330002,99.332237,99.334457,99.327736
0.0068000001,99.32,99.322304,99.324593,99.317673
0.0068999999,99.309998,99.312378,99.314728,99.307602
0.0070000002,99.300003,99.302444,99.304863,99.297531
0.0071,99.290001,99.292511,99.295006,99.28746
0.0071999999,99.279999,99.282585,99.285141,99.27739
0.0073000002,99.269997,99.272659,99.275284,99.267311
0.0074,99.260002,99.262733,99.265434,99.25724
0.0074999998,99.25,99.252808,99.255577,99.247162
0.0076000001,99.239998,99.242882,99.245728,99.237091
0.0077,99.230003,99.232956,99.235878,99.227013
0.0077999998,99.220001,99.22303,99.226036,99.216934
0.0078999996,99.209999,99.213112,99.216187,99.206856
0.0080000004,99.199997,99.203194,99.206345,99.19677
0.0081000002,99.190002,99.193268,99.196503,99.186691
0.0082,99.18,99.18335,99.186668,99.176605
0.0082999999,99.169998,99.173431,99.176826,99.166527
0.0083999997,99.160004,99.163521,99.166992,99.156441
0.0085000005,99.150002,99.153603,99.157158,99.146355
0.0086000003,99.139999,99.143684,99.147331,99.136269
0.0087000001,99.129997,99.133774,99.137497,99.126183
0.0088,99.120003,99.123863,99.12767,99.116089
0.0088999998,99.110001,99.113945,99.117844,99.106003
0.0089999996,99.099998,99.104034,99.108025,99.095909
0.0091000004,99.089996,99.094124,99.098206,99.085815
0.0092000002,99.080002,99.084221,99.088379,99.075729
0.0093,99.07,99.07431,99.078568,99.065636
0.0093999999,99.059998,99.0644,99.068748,99.055534
0.0094999997,99.050003,99.054497,99.058937,99.045441
0.0096000005,99.040001,99.044594,99.049126,99.035347
0.0097000003,99.029999,99.034691,99.039314,99.025246
0.0098000001,99.019997,99.024788,99.029503,99.015144
0.0098999999,99.010002,99.014885,99.019699,99.005051
0.0099999998,99,99.004982,99.009895,98.994949
0.0101,98.989998,98.995079,99.000092,98.984848
0.0102,98.980003,98.985184,98.990295,98.974739
0.0103,98.970001,98.975288,98.980499,98.964638
0.0104,98.959999,98.965385,98.970703,98.954529
0.0105,98.949997,98.95549,98.960907,98.944427
0.0106,98.940002,98.945595,98.951111,98.934319
0.0107,98.93,98.935699,98.941322,98.92421
0.0108,98.919998,98.925812,98.931534,98.914101
0.0109,98.910004,98.915916,98.921745,98.903992
0.011,98.900002,98.906029,98.911964,98.893883
0.0111,98.889999,98.896133,98.902184,98.883766
0.0112,98.879997,98.886246,98.892403,98.873657
0.0113,98.870003,98.876358,98.882622,98.863541
0.0114,98.860001,98.86647,98.872841,98.853424
0.0115,98.849998,98.856583,98.863068,98.843307
0.0116,98.839996,98.846703,98.853294,98.833191
0.0117,98.830002,98.836815,98.843529,98.823074
0.0118,98.82,98.826935,98.833755,98.81295
0.0119,98.809998,98.817055,98.82399,98.802834
0.012,98.800003,98.807167,98.814224,98.792709
0.0121,98.790001,98.797287,98.804459,98.782585
0.0122,98.779999,98.787415,98.794701,98.772461
0.0123,98.769997,98.777534,98.784943,98.762337
0.0124,98.760002,98.767654,98.775185,98.752213
0.0125,98.75,98.757782,98.765427,98.742088
0.0126,98.739998,98.747902,98.755676,98.731956
0.0127,98.730003,98.738029,98.745918,98.721825
0.0128,98.720001,98.728157,98.736168,98.7117
0.0129,98.709999,98.718285,98.726425,98.701569
0.013,98.699997,98.708412,98.716675,98.691437
0.0131,98.690002,98.69854,98.706932,98.681305
0.0132,98.68,98.688675,98.697189,98.671165
0.0133,98.669998,98.678802,98.687454,98.661034
0.0134,98.660004,98.668938,98.677711,98.650894
0.0135,98.650002,98.659073,98.667976,98.640762
0.0136,98.639999,98.649208,98.658241,98.630623
0.0137,98.629997,98.639343,98.648506,98.620483
0.0138,98.620003,98.629478,98.638779,98.610344
0.0139,98.610001,98.619614,98.629051,98.600197
0.014,98.599998,98.609756,98.619324,98.590057
0.0141,98.589996,98.599892,98.609596,98.57991
0.0142,98.580002,98.590034,98.599876,98.569771
0.0143,98.57,98.580177,98.590157,98.559624
0.0144,98.559998,98.57032,98.580437,98.549477
0.0145,98.550003,98.560463,98.570717,98.53933
0.0146,98.540001,98.550606,98.561005,98.529182
0.0147,98.529999,98.540749,98.551292,98.519028
0.0148,98.519997,98.530899,98.54158,98.508881
0.0149,98.510002,98.521042,98.531868,98.498726
0.015,98.5,98.511192,98.522163,98.488571
0.0151,98.489998,98.501343,98.512459,98.478424
0.0152,98.480003,98.491493,98.502754,98.468269
0.0153,98.470001,98.481644,98.49305,98.458107
0.0154,98.459999,98.471794,98.483353,98.447952
0.0155,98.449997,98.461952,98.473656,98.437798
0.0156,98.440002,98.452103,98.463959,98.427635
0.015699999,98.43,98.442261,98.454262,98.417473
0.015799999,98.419998,98.432419,98.444572,98.40731
0.015900001,98.410004,98.422569,98.434883,98.397148
0.016000001,98.400002,98.412727,98.425194,98.386986
0.016100001,98.389999,98.402893,98.415504,98.376823
0.0162,98.379997,98.393051,98.405823,98.366661
0.0163,98.370003,98.383209,98.396133,98.356491
0.0164,98.360001,98.373375,98.386459,98.346321
0.0165,98.349998,98.363541,98.376778,98.336151
0.0166,98.339996,98.353699,98.367104,98.325989
0.0167,98.330002,98.343864,98.357422,98.315811
0.016799999,98.32,98.33403,98.347755,98.305641
0.016899999,98.309998,98.324196,98.338081,98.295471
0.017000001,98.300003,98.314369,98.328415,98.285294
0.017100001,98.290001,98.304535,98.318741,98.275124
0.017200001,98.279999,98.294708,98.309074,98.264946
0.0173,98.269997,98.284874,98.299416,98.254768
0.0174,98.260002,98.275047,98.289749,98.244591
0.0175,98.25,98.265221,98.28009,98.234413
0.0176,98.239998,98.255394,98.270432,98.224228
0.0177,98.230003,98.245575,98.26078,98.21405
0.0178,98.220001,98.235748,98.251122,98.203865
0.017899999,98.209999,98.225922,98.24147,98.19368
0.017999999,98.199997,98.216103,98.231819,98.183502
0.018100001,98.190002,98.206284,98.222176,98.173309
0.018200001,98.18,98.196465,98.212524,98.163124
0.018300001,98.169998,98.186646,98.202881,98.152939
0.0184,98.160004,98.176826,98.193237,98.142754
0.0185,98.150002,98.167007,98.183601,98.132561
0.0186,98.139999,98.157188,98.173958,98.122368
0.0187,98.129997,98.147377,98.164322,98.112175
0.0188,98.120003,98.137558,98.154686,98.101982
0.0189,98.110001,98.127747,98.14505,98.091789
0.018999999,98.099998,98.117935,98.135422,98.081596
0.019099999,98.089996,98.108124,98.125793,98.071396
0.019200001,98.080002,98.098312,98.116165,98.061203
0.019300001,98.07,98.088501,98.106537,98.051003
0.019400001,98.059998,98.078697,98.096916,98.040802
0.0195,98.050003,98.068886,98.087296,98.030602
0.0196,98.040001,98.059082,98.077675,98.020401
0.0197,98.029999,98.049278,98.068054,98.010201
0.0198,98.019997,98.039474,98.058441,98
0.0199,98.010002,98.029671,98.04882,97.989792
0.02,98,98.019867,98.039207,97.979584
0.020099999,97.989998,98.010063,98.029602,97.969383
0.020199999,97.980003,98.000267,98.019989,97.959175
0.020300001,97.970001,97.990463,98.010384,97.948959
0.020400001,97.959999,97.980667,98.000778,97.938751
0.020500001,97.949997,97.970871,97.991173,97.928543
0.0206,97.940002,97.961075,97.981575,97.918327
0.0207,97.93,97.951279,97.971977,97.908119
0.0208,97.919998,97.941483,97.962379,97.897903
0.0209,97.910004,97.931686,97.952782,97.887688
0.021,97.900002,97.921898,97.943184,97.877472
0.0211,97.889999,97.912102,97.933594,97.867256
0.021199999,97.879997,97.902313,97.924004,97.857033
0.021299999,97.870003,97.892525,97.914421,97.846817
0.021400001,97.860001,97.882736,97.904831,97.836594
0.021500001,97.849998,97.872948,97.895248,97.82637
0.021600001,97.839996,97.863159,97.885666,97.816154
0.0217,97.830002,97.853371,97.876083,97.805923
0.0218,97.82,97.84359,97.866508,97.7957
0.0219,97.809998,97.833809,97.856926,97.785477
0.022,97.800003,97.82402,97.847351,97.775246
0.0221,97.790001,97.81424,97.837776,97.765022
0.0222,97.779999,97.804459,97.828209,97.754791
0.022299999,97.769997,97.794678,97.818642,97.74456
0.022399999,97.760002,97.784904,97.809074,97.734329
0.022500001,97.75,97.775124,97.799507,97.724098
0.022600001,97.739998,97.765343,97.78994,97.713867
0.022700001,97.730003,97.755569,97.78038,97.703629
0.0228,97.720001,97.745796,97.770821,97.693398
0.0229,97.709999,97.736023,97.761261,97.683159
0.023,97.699997,97.72625,97.751709,97.67292
0.0231,97.690002,97.716476,97.742149,97.662682
0.0232,97.68,97.706703,97.732597,97.652443
0.0233,97.669998,97.696938,97.723045,97.642204
0.023399999,97.660004,97.687164,97.713501,97.631958
0.023499999,97.650002,97.677399,97.703949,97.621719
0.023600001,97.639999,97.667633,97.694405,97.611473
0.023700001,97.629997,97.65786,97.68486,97.601227
0.023800001,97.620003,97.648094,97.675323,97.590981
0.0239,97.610001,97.638336,97.665779,97.580734
0.024,97.599998,97.628571,97.656242,97.57048
0.0241,97.589996,97.618805,97.646713,97.560234
0.0242,97.580002,97.609047,97.637177,97.54998
0.0243,97.57,97.599289,97.62764,97.539734
0.0244,97.559998,97.589523,97.618111,97.52948
0.024499999,97.550003,97.579765,97.608582,97.519226
0.024599999,97.540001,97.570007,97.59906,97.508972
0.024700001,97.529999,97.560257,97.589531,97.498718
0.024800001,97.519997,97.550499,97.580009,97.488457
0.024900001,97.510002,97.540741,97.570488,97.478203
0.025,97.5,97.530991,97.560974,97.467941
0.0251,97.489998,97.52124,97.551453,97.45768
0.0252,97.480003,97.51149,97.541939,97.447418
0.0253,97.470001,97.501732,97.532425,97.437157
0.0254,97.459999,97.491989,97.522911,97.426895
0.0255,97.449997,97.482239,97.513405,97.416626
0.025599999,97.440002,97.472488,97.503899,97.406364
0.025699999,97.43,97.462746,97.494392,97.396095
0.025800001,97.419998,97.452995,97.484886,97.385826
0.025900001,97.410004,97.443253,97.47538,97.375557
0.026000001,97.400002,97.43351,97.465881,97.365288
0.0261,97.389999,97.423767,97.456383,97.355019
0.0262,97.379997,97.414024,97.446884,97.344742
0.0263,97.370003,97.404282,97.437393,97.334473
0.0264,97.360001,97.394539,97.427902,97.324196
0.0265,97.349998,97.384804,97.418411,97.313919
0.0266,97.339996,97.375069,97.40892,97.303642
0.026699999,97.330002,97.365326,97.399429,97.293365
0.026799999,97.32,97.355591,97.389946,97.283089
0.026900001,97.309998,97.345856,97.380463,97.272812
0.027000001,97.300003,97.336121,97.370979,97.262527
0.027100001,97.290001,97.326393,97.361496,97.252243
0.0272,97.279999,97.316658,97.35202,97.241966
0.0273,97.269997,97.306931,97.342545,97.231682
0.0274,97.260002,97.297195,97.333069,97.22139
0.0275,97.25,97.287468,97.323601,97.211105
0.0276,97.239998,97.27774,97.314125,97.200821
0.0277,97.230003,97.268013,97.304657,97.190529
0.027799999,97.220001,97.258286,97.295189,97.180244
0.027899999,97.209999,97.248558,97.285721,97.169952
0.028000001,97.199997,97.238838,97.27626,97.15966
0.028100001,97.190002,97.229111,97.2668,97.149368
0.028200001,97.18,97.219391,97.257339,97.139069
0.0283,97.169998,97.209671,97.247879,97.128777
0.0284,97.160004,97.199951,97.238426,97.118484
0.0285,97.150002,97.190231,97.228973,97.108185
0.0286,97.139999,97.180511,97.219521,97.097885
0.0287,97.129997,97.170792,97.210068,97.087585
0.0288,97.120003,97.161079,97.200615,97.077286
0.028899999,97.110001,97.15136,97.19117,97.066986
0.028999999,97.099998,97.141647,97.181725,97.056679
0.029100001,97.089996,97.131935,97.172287,97.046379
0.029200001,97.080002,97.122223,97.162842,97.036072
0.029300001,97.07,97.112511,97.153404,97.025764
0.0294,97.059998,97.102798,97.143967,97.015457
0.0295,97.050003,97.093086,97.134529,97.00515
0.0296,97.040001,97.083382,97.125092,96.994843
0.0297,97.029999,97.073669,97.115662,96.984528
0.0298,97.019997,97.063965,97.106232,96.97422
0.029899999,97.010002,97.05426,97.096802,96.963905
0.029999999,97,97.044556,97.087379,96.95359
0.030099999,96.989998,97.034851,97.07795,96.943275
0.030200001,96.980003,97.025146,97.068527,96.932961
0.030300001,96.970001,97.015442,97.059105,96.922646
0.030400001,96.959999,97.005745,97.04969,96.912331
0.0305,96.949997,96.99604,97.040268,96.902008
0.0306,96.940002,96.986343,97.030853,96.891685
0.0307,96.93,96.976646,97.021439,96.881371
0.0308,96.919998,96.966949,97.012024,96.871048
0.0309,96.910004,96.957253,97.002617,96.860718
0.030999999,96.900002,96.947556,96.99321,96.850395
0.031099999,96.889999,96.937859,96.983803,96.840073
0.031199999,96.879997,96.928169,96.974396,96.829742
0.031300001,96.870003,96.91848,96.964996,96.819412
0.031399999,96.860001,96.908783,96.955589,96.80909
0.031500001,96.849998,96.899094,96.94619,96.798759
0.031599998,96.839996,96.889404,96.936798,96.788422
0.0317,96.830002,96.879715,96.927399,96.778091
0.031800002,96.82,96.870033,96.918007,96.767761
0.0319,96.809998,96.860344,96.908615,96.757423
0.032000002,96.800003,96.850655,96.899223,96.747086
0.032099999,96.790001,96.840973,96.889832,96.736755
0.032200001,96.779999,96.831291,96.880447,96.726418
0.032299999,96.769997,96.821609,96.871063,96.716072
0.032400001,96.760002,96.811928,96.861679,96.705734
0.032499999,96.75,96.802246,96.852295,96.695396
0.032600001,96.739998,96.792564,96.842918,96.685051
0.032699998,96.730003,96.782883,96.833542,96.674706
0.0328,96.720001,96.773209,96.824165,96.66436
0.032900002,96.709999,96.763535,96.814789,96.654015
0.033,96.699997,96.753853,96.80542,96.643669
0.033100002,96.690002,96.744179,96.796051,96.633324
0.033199999,96.68,96.734505,96.786682,96.622971
0.033300001,96.669998,96.724831,96.777313,96.612625
0.033399999,96.660004,96.715164,96.767952,96.602272
0.033500001,96.650002,96.70549,96.758583,96.591919
0.033599999,96.639999,96.695824,96.749222,96.581566
0.0337,96.629997,96.68615,96.739868,96.571213
0.033799998,96.620003,96.676483,96.730507,96.56086
0.0339,96.610001,96.666817,96.721153,96.550499
0.034000002,96.599998,96.65715,96.7118,96.540146
0.0341,96.589996,96.647484,96.702446,96.529785
0.034200002,96.580002,96.637817,96.693092,96.519424
0.034299999,96.57,96.628159,96.683746,96.509064
0.034400001,96.559998,96.618492,96.6744,96.498703
0.034499999,96.550003,96.608833,96.665054,96.488335
0.034600001,96.540001,96.599174,96.655708,96.477974
0.034699999,96.529999,96.589516,96.64637,96.467606
0.0348,96.519997,96.579857,96.637032,96.457237
0.034899998,96.510002,96.570198,96.627693,96.446869
0.035,96.5,96.560539,96.618355,96.436501
0.035100002,96.489998,96.550888,96.609024,96.426132
0.0352,96.480003,96.541229,96.599686,96.415764
0.035300002,96.470001,96.531578,96.590355,96.405388
0.035399999,96.459999,96.521927,96.581032,96.39502
0.035500001,96.449997,96.512276,96.571701,96.384644
0.035599999,96.440002,96.502625,96.562378,96.374268
0.035700001,96.43,96.492973,96.553055,96.363892
0.035799999,96.419998,96.483322,96.543732,96.353508
0.0359,96.410004,96.473679,96.534416,96.343132
0.035999998,96.400002,96.464027,96.525093,96.332748
0.0361,96.389999,96.454384,96.515778,96.322372
0.036200002,96.379997,96.44474,96.506462,96.311989
0.0363,96.370003,96.435097,96.497154,96.301605
0.036400001,96.360001,96.425453,96.487839,96.291222
0.036499999,96.349998,96.41581,96.478531,96.28083
0.036600001,96.339996,96.406166,96.469223,96.270447
0.036699999,96.330002,96.39653,96.459923,96.260056
0.036800001,96.32,96.386887,96.450615,96.249672
0.036899999,96.309998,96.377251,96.441315,96.239281
0.037,96.300003,96.367615,96.432014,96.228889
0.037099998,96.290001,96.357979,96.422714,96.218498
0.0372,96.279999,96.348343,96.413422,96.208099
0.037300002,96.269997,96.338707,96.404129,96.197708
0.0374,96.260002,96.329071,96.394836,96.187309
0.037500001,96.25,96.319443,96.385544,96.176918
0.037599999,96.239998,96.309807,96.376251,96.166519
0.037700001,96.230003,96.300179,96.366966,96.15612
0.037799999,96.220001,96.29055,96.357681,96.145714
0.037900001,96.209999,96.280922,96.348396,96.135315
0.037999999,96.199997,96.271294,96.339111,96.124916
0.0381,96.190002,96.261665,96.329834,96.11451
0.038199998,96.18,96.252045,96.320557,96.104103
0.0383,96.169998,96.242416,96.311279,96.093697
0.038400002,96.160004,96.232796,96.302002,96.08329
0.0385,96.150002,96.223167,96.292732,96.072884
0.038600001,96.139999,96.213547,96.283463,96.062477
0.038699999,96.129997,96.203926,96.274193,96.052063
0.038800001,96.120003,96.194305,96.264923,96.041649
0.038899999,96.110001,96.184685,96.255653,96.031235
0.039000001,96.099998,96.175072,96.246391,96.020828
0.039099999,96.089996,96.165451,96.237129,96.010406
0.0392,96.080002,96.155838,96.227867,95.999992
0.039299998,96.07,96.146225,96.218613,95.989578
0.0394,96.059998,96.136604,96.209351,95.979156
0.039500002,96.050003,96.126991,96.200096,95.968735
0.0396,96.040001,96.117386,96.190842,95.958321
0.039700001,96.029999,96.107773,96.181595,95.947899
0.039799999,96.019997,96.09816,96.17234,95.937469
0.039900001,96.010002,96.088554,96.163094,95.927048
0.039999999,96,96.078941,96.153847,95.916626
0.040100001,95.989998,96.069336,96.1446,95.906197
0.040199999,95.980003,96.059731,96.135361,95.895767
0.0403,95.970001,96.050125,96.126122,95.885338
0.040399998,95.959999,96.04052,96.116882,95.874908
0.0405,95.949997,96.030914,96.107643,95.864479
0.040600002,95.940002,96.021317,96.098404,95.85405
0.0407,95.93,96.011711,96.089172,95.843613
0.040800001,95.919998,96.002113,96.079941,95.833183
0.040899999,95.910004,95.992508,96.070709,95.822746
0.041000001,95.900002,95.98291,96.061485,95.812309
0.041099999,95.889999,95.973312,96.052254,95.801872
0.041200001,95.879997,95.963715,96.04303,95.791435
0.041299999,95.870003,95.954124,96.033806,95.780991
0.0414,95.860001,95.944527,96.024582,95.770554
0.041499998,95.849998,95.934937,96.015366,95.760109
0.0416,95.839996,95.925339,96.006149,95.749664
0.041700002,95.830002,95.915749,95.996933,95.73922
0.0418,95.82,95.906158,95.987717,95.728775
0.041900001,95.809998,95.896568,95.978508,95.71833
0.041999999,95.800003,95.886978,95.969292,95.707878
0.042100001,95.790001,95.877388,95.960083,95.697433
0.042199999,95.779999,95.867805,95.950874,95.686981
0.042300001,95.769997,95.858215,95.941673,95.676529
0.042399999,95.760002,95.848633,95.932465,95.666077
0.0425,95.75,95.839043,95.923264,95.655624
0.042599998,95.739998,95.82946,95.914062,95.645164
0.0427,95.730003,95.819878,95.904869,95.634712
0.042800002,95.720001,95.810295,95.895668,95.624252
0.0429,95.709999,95.80072,95.886475,95.6138
0.043000001,95.699997,95.791138,95.877281,95.60334
0.043099999,95.690002,95.781563,95.868088,95.59288
0.043200001,95.68,95.77198,95.858902,95.582413
0.043299999,95.669998,95.762405,95.849716,95.571953
0.043400001,95.660004,95.752831,95.84053,95.561485
0.043499999,95.650002,95.743256,95.831345,95.551025
0.0436,95.639999,95.733681,95.822159,95.540558
0.043699998,95.629997,95.724106,95.812981,95.53009
0.0438,95.620003,95.714539,95.803802,95.519623
0.043900002,95.610001,95.704964,95.794624,95.509148
0.044,95.599998,95.695396,95.785446,95.49868
0.044100001,95.589996,95.685829,95.776276,95.488205
0.044199999,95.580002,95.676262,95.767097,95.477737
0.044300001,95.57,95.666695,95.757927,95.467262
0.044399999,95.559998,95.657127,95.748764,95.456787
0.044500001,95.550003,95.64756,95.739594,95.446312
0.044599999,95.540001,95.637993,95.730431,95.435829
0.0447,95.529999,95.628433,95.721268,95.425354
0.044799998,95.519997,95.618874,95.712105,95.414871
0.0449,95.510002,95.609306,95.702942,95.404388
0.045000002,95.5,95.599747,95.693787,95.393906
0.0451,95.489998,95.590187,95.684631,95.383423
0.045200001,95.480003,95.580627,95.675476,95.37294
0.045299999,95.470001,95.571075,95.666321,95.362457
0.045400001,95.459999,95.561516,95.657173,95.351967
0.045499999,95.449997,95.551964,95.648026,95.341476
0.045600001,95.440002,95.542404,95.638878,95.330986
0.045699999,95.43,95.532852,95.62973,95.320496
0.0458,95.419998,95.5233,95.620583,95.310005
0.045899998,95.410004,95.513748,95.611443,95.299515
0.046,95.400002,95.504196,95.602303,95.289024
0.046100002,95.389999,95.494644,95.593163,95.278526
0.0462,95.379997,95.4851,95.58403,95.268028
0.046300001,95.370003,95.475548,95.57489,95.25753
0.046399999,95.360001,95.466003,95.565758,95.247032
0.046500001,95.349998,95.456459,95.556625,95.236534
0.046599999,95.339996,95.446915,95.547493,95.226036
0.046700001,95.330002,95.43737,95.538368,95.21553
0.046799999,95.32,95.427826,95.529243,95.205025
0.0469,95.309998,95.418282,95.520119,95.194527
0.046999998,95.300003,95.408737,95.510994,95.184021
0.0471,95.290001,95.3992,95.501869,95.173515
0.047200002,95.279999,95.389664,95.492752,95.163002
0.0473,95.269997,95.380119,95.483635,95.152496
0.047400001,95.260002,95.370583,95.474518,95.141983
0.047499999,95.25,95.361046,95.465401,95.13147
0.047600001,95.239998,95.351509,95.456291,95.120964
0.047699999,95.230003,95.34198,95.447182,95.110451
0.047800001,95.220001,95.332443,95.438072,95.09993
0.047899999,95.209999,95.322914,95.428963,95.089417
0.048,95.199997,95.313377,95.419861,95.078903
0.048099998,95.190002,95.303848,95.410751,95.068382
0.0482,95.18,95.294319,95.401649,95.057861
0.048300002,95.169998,95.28479,95.392548,95.04734
0.0484,95.160004,95.275261,95.383453,95.036819
0.048500001,95.150002,95.265732,95.374359,95.026299
0.048599999,95.139999,95.25621,95.365257,95.01577
0.048700001,95.129997,95.246681,95.356163,95.005249
0.048799999,95.120003,95.23716,95.347076,94.99472
0.048900001,95.110001,95.227638,95.337982,94.984192
0.048999999,95.099998,95.218117,95.328896,94.973663
0.0491,95.089996,95.208595,95.319809,94.963135
0.049199998,95.080002,95.199074,95.310722,94.952606
0.0493,95.07,95.189552,95.301643,94.94207
0.049400002,95.059998,95.180031,95.292557,94.931541
0.0495,95.050003,95.170517,95.283478,94.921005
0.049600001,95.040001,95.161003,95.274406,94.910469
0.049699999,95.029999,95.151482,95.265327,94.899933
0.049800001,95.019997,95.141968,95.256248,94.889389
0.049899999,95.010002,95.132454,95.247177,94.878853
0.050000001,95,95.12294,95.238106,94.868317
0.050099999,94.989998,95.113434,95.229042,94.857773
0.0502,94.980003,95.10392,95.219971,94.847229
0.050299998,94.970001,95.094414,95.210907,94.836685
0.0504,94.959999,95.0849,95.201843,94.826141
0.050500002,94.949997,95.075394,95.19278,94.81559
0.0506,94.940002,95.065887,95.183716,94.805046
0.050700001,94.93,95.056381,95.17466,94.794495
0.050799999,94.919998,95.046875,95.165604,94.783951
0.050900001,94.910004,95.037369,95.156548,94.773399
0.050999999,94.900002,95.02787,95.147491,94.76284
0.051100001,94.889999,95.018364,95.138443,94.752289
0.051199999,94.879997,95.008865,95.129387,94.741737
0.0513,94.870003,94.999367,95.120338,94.731178
0.051399998,94.860001,94.989861,95.111298,94.720627
0.0515,94.849998,94.980362,95.102249,94.710068
0.051600002,94.839996,94.970871,95.093208,94.699509
0.0517,94.830002,94.961372,95.084167,94.688942
0.051800001,94.82,94.951874,95.075127,94.678383
0.051899999,94.809998,94.942383,95.066086,94.667824
0.052000001,94.800003,94.932884,95.057053,94.657257
0.052099999,94.790001,94.923393,95.048012,94.64669
0.052200001,94.779999,94.913902,95.038979,94.636124
0.052299999,94.769997,94.904411,95.029953,94.625557
0.0524,94.760002,94.89492,95.02092,94.61499
0.052499998,94.75,94.885429,95.011894,94.604416
0.0526,94.739998,94.875946,95.002869,94.593849
0.052700002,94.730003,94.866455,94.993843,94.583275
0.0528,94.720001,94.856972,94.984818,94.572701
0.052900001,94.709999,94.847488,94.9758,94.562126
0.052999999,94.699997,94.838005,94.966782,94.551552
0.053100001,94.690002,94.828522,94.957764,94.540977
0.053199999,94.68,94.819038,94.948746,94.530396
0.053300001,94.669998,94.809555,94.939728,94.519821
0.053399999,94.660004,94.800072,94.930717,94.509239
0.0535,94.650002,94.790596,94.921707,94.498657
0.053599998,94.639999,94.781113,94.912697,94.488075
0.0537,94.629997,94.771637,94.903694,94.477486
0.053800002,94.620003,94.762161,94.894684,94.466904
0.0539,94.610001,94.752686,94.885681,94.456314
0.054000001,94.599998,94.74321,94.876678,94.445732
0.054099999,94.589996,94.733734,94.867676,94.435143
0.054200001,94.580002,94.724266,94.858681,94.424553
0.054299999,94.57,94.71479,94.849686,94.413956
0.054400001,94.559998,94.705322,94.840691,94.403366
0.054499999,94.550003,94.695854,94.831696,94.392776
